,Q13,difficulty,noisy_count,true_count,plus_error,minus_error,error,nth_remeasure,noisy_count_prev,true_count_prev,minus_error_prev,plus_error_prev,error_prev
25,Strongly disagree,1,61.7,60.0,64.1,59.3,2.4,1,64.0,60.0,59.3,68.7,4.7
26,Strongly disagree,2,10.9,13.0,13.3,8.6,2.4,1,9.6,13.0,4.9,14.3,4.7
27,Strongly disagree,3,11.9,16.0,14.2,9.5,2.4,1,8.6,16.0,3.9,13.3,4.7
28,Strongly disagree,4,17.1,18.0,19.5,14.8,2.4,1,16.9,18.0,12.2,21.6,4.7
29,Strongly disagree,5,29.9,34.0,32.3,27.6,2.4,1,32.0,34.0,27.3,36.7,4.7
30,Disagree,1,31.1,35.0,33.4,28.7,2.4,1,33.4,35.0,28.6,38.1,4.7
31,Disagree,2,17.0,17.0,19.4,14.6,2.4,1,15.3,17.0,10.6,20.1,4.7
32,Disagree,3,20.8,28.0,23.1,18.4,2.4,1,23.0,28.0,18.3,27.7,4.7
33,Disagree,4,23.8,25.0,26.2,21.5,2.4,1,22.7,25.0,18.0,27.4,4.7
34,Disagree,5,18.8,18.0,21.2,16.4,2.4,1,24.0,18.0,19.3,28.7,4.7
35,Neither agree nor disagree,1,77.5,76.0,79.9,75.1,2.4,1,77.9,76.0,73.2,82.6,4.7
36,Neither agree nor disagree,2,25.0,23.0,27.4,22.6,2.4,1,27.4,23.0,22.7,32.1,4.7
37,Neither agree nor disagree,3,77.6,71.0,79.9,75.2,2.4,1,74.2,71.0,69.5,78.9,4.7
38,Neither agree nor disagree,4,67.9,70.0,70.2,65.5,2.4,1,67.1,70.0,62.4,71.8,4.7
39,Neither agree nor disagree,5,32.6,36.0,35.0,30.3,2.4,1,32.3,36.0,27.6,37.1,4.7
40,Agree,1,40.2,45.0,42.5,37.8,2.4,1,36.5,45.0,31.8,41.2,4.7
41,Agree,2,25.8,26.0,28.1,23.4,2.4,1,22.9,26.0,18.2,27.7,4.7
42,Agree,3,140.2,129.0,142.5,137.8,2.4,1,148.5,129.0,143.7,153.2,4.7
43,Agree,4,71.3,72.0,73.7,69.0,2.4,1,71.0,72.0,66.3,75.7,4.7
44,Agree,5,27.2,27.0,29.5,24.8,2.4,1,29.5,27.0,24.7,34.2,4.7
45,Strongly agree,1,37.5,38.0,39.9,35.2,2.4,1,38.1,38.0,33.4,42.8,4.7
46,Strongly agree,2,15.0,14.0,17.3,12.6,2.4,1,21.4,14.0,16.6,26.1,4.7
47,Strongly agree,3,56.5,58.0,58.8,54.1,2.4,1,52.9,58.0,48.2,57.7,4.7
48,Strongly agree,4,30.7,31.0,33.1,28.4,2.4,1,30.8,31.0,26.0,35.5,4.7
49,Strongly agree,5,18.0,20.0,20.3,15.6,2.4,1,15.8,20.0,11.1,20.5,4.7
50,Strongly disagree,1,59.4,60.0,61.0,57.8,1.6,2,61.7,60.0,59.3,64.1,2.4
51,Strongly disagree,2,7.5,13.0,9.0,5.9,1.6,2,10.9,13.0,8.6,13.3,2.4
52,Strongly disagree,3,15.3,16.0,16.8,13.7,1.6,2,11.9,16.0,9.5,14.2,2.4
53,Strongly disagree,4,17.8,18.0,19.3,16.2,1.6,2,17.1,18.0,14.8,19.5,2.4
54,Strongly disagree,5,30.4,34.0,32.0,28.8,1.6,2,29.9,34.0,27.6,32.3,2.4
55,Disagree,1,34.4,35.0,36.0,32.9,1.6,2,31.1,35.0,28.7,33.4,2.4
56,Disagree,2,18.5,17.0,20.1,17.0,1.6,2,17.0,17.0,14.6,19.4,2.4
57,Disagree,3,21.7,28.0,23.2,20.1,1.6,2,20.8,28.0,18.4,23.1,2.4
58,Disagree,4,23.7,25.0,25.2,22.1,1.6,2,23.8,25.0,21.5,26.2,2.4
59,Disagree,5,17.9,18.0,19.5,16.4,1.6,2,18.8,18.0,16.4,21.2,2.4
60,Neither agree nor disagree,1,77.7,76.0,79.3,76.2,1.6,2,77.5,76.0,75.1,79.9,2.4
61,Neither agree nor disagree,2,23.9,23.0,25.4,22.3,1.6,2,25.0,23.0,22.6,27.4,2.4
62,Neither agree nor disagree,3,75.6,71.0,77.2,74.1,1.6,2,77.6,71.0,75.2,79.9,2.4
63,Neither agree nor disagree,4,68.6,70.0,70.2,67.0,1.6,2,67.9,70.0,65.5,70.2,2.4
64,Neither agree nor disagree,5,35.8,36.0,37.3,34.2,1.6,2,32.6,36.0,30.3,35.0,2.4
65,Agree,1,35.4,45.0,37.0,33.9,1.6,2,40.2,45.0,37.8,42.5,2.4
66,Agree,2,23.7,26.0,25.3,22.1,1.6,2,25.8,26.0,23.4,28.1,2.4
67,Agree,3,136.3,129.0,137.8,134.7,1.6,2,140.2,129.0,137.8,142.5,2.4
68,Agree,4,71.5,72.0,73.1,70.0,1.6,2,71.3,72.0,69.0,73.7,2.4
69,Agree,5,27.3,27.0,28.9,25.7,1.6,2,27.2,27.0,24.8,29.5,2.4
70,Strongly agree,1,36.7,38.0,38.2,35.1,1.6,2,37.5,38.0,35.2,39.9,2.4
71,Strongly agree,2,14.4,14.0,16.0,12.9,1.6,2,15.0,14.0,12.6,17.3,2.4
72,Strongly agree,3,59.2,58.0,60.8,57.6,1.6,2,56.5,58.0,54.1,58.8,2.4
73,Strongly agree,4,30.5,31.0,32.0,28.9,1.6,2,30.7,31.0,28.4,33.1,2.4
74,Strongly agree,5,14.7,20.0,16.3,13.2,1.6,2,18.0,20.0,15.6,20.3,2.4
75,Strongly disagree,1,59.9,60.0,61.1,58.8,1.2,3,59.4,60.0,57.8,61.0,1.6
76,Strongly disagree,2,8.9,13.0,10.1,7.8,1.2,3,7.5,13.0,5.9,9.0,1.6
77,Strongly disagree,3,12.1,16.0,13.3,10.9,1.2,3,15.3,16.0,13.7,16.8,1.6
78,Strongly disagree,4,18.5,18.0,19.7,17.3,1.2,3,17.8,18.0,16.2,19.3,1.6
79,Strongly disagree,5,30.1,34.0,31.3,28.9,1.2,3,30.4,34.0,28.8,32.0,1.6
80,Disagree,1,34.9,35.0,36.1,33.7,1.2,3,34.4,35.0,32.9,36.0,1.6
81,Disagree,2,18.8,17.0,20.0,17.6,1.2,3,18.5,17.0,17.0,20.1,1.6
82,Disagree,3,25.0,28.0,26.2,23.8,1.2,3,21.7,28.0,20.1,23.2,1.6
83,Disagree,4,22.8,25.0,24.0,21.7,1.2,3,23.7,25.0,22.1,25.2,1.6
84,Disagree,5,17.2,18.0,18.4,16.1,1.2,3,17.9,18.0,16.4,19.5,1.6
85,Neither agree nor disagree,1,77.1,76.0,78.3,75.9,1.2,3,77.7,76.0,76.2,79.3,1.6
86,Neither agree nor disagree,2,23.8,23.0,25.0,22.6,1.2,3,23.9,23.0,22.3,25.4,1.6
87,Neither agree nor disagree,3,78.2,71.0,79.3,77.0,1.2,3,75.6,71.0,74.1,77.2,1.6
88,Neither agree nor disagree,4,69.2,70.0,70.3,68.0,1.2,3,68.6,70.0,67.0,70.2,1.6
89,Neither agree nor disagree,5,36.2,36.0,37.4,35.0,1.2,3,35.8,36.0,34.2,37.3,1.6
90,Agree,1,37.7,45.0,38.9,36.5,1.2,3,35.4,45.0,33.9,37.0,1.6
91,Agree,2,23.1,26.0,24.3,22.0,1.2,3,23.7,26.0,22.1,25.3,1.6
92,Agree,3,133.7,129.0,134.9,132.6,1.2,3,136.3,129.0,134.7,137.8,1.6
93,Agree,4,72.7,72.0,73.8,71.5,1.2,3,71.5,72.0,70.0,73.1,1.6
94,Agree,5,27.0,27.0,28.2,25.8,1.2,3,27.3,27.0,25.7,28.9,1.6
95,Strongly agree,1,38.1,38.0,39.2,36.9,1.2,3,36.7,38.0,35.1,38.2,1.6
96,Strongly agree,2,14.3,14.0,15.5,13.1,1.2,3,14.4,14.0,12.9,16.0,1.6
97,Strongly agree,3,59.3,58.0,60.5,58.1,1.2,3,59.2,58.0,57.6,60.8,1.6
98,Strongly agree,4,30.4,31.0,31.5,29.2,1.2,3,30.5,31.0,28.9,32.0,1.6
99,Strongly agree,5,16.5,20.0,17.7,15.4,1.2,3,14.7,20.0,13.2,16.3,1.6
100,Strongly disagree,1,60.1,60.0,61.1,59.2,0.9,4,59.9,60.0,58.8,61.1,1.2
101,Strongly disagree,2,10.4,13.0,11.3,9.5,0.9,4,8.9,13.0,7.8,10.1,1.2
102,Strongly disagree,3,11.5,16.0,12.5,10.6,0.9,4,12.1,16.0,10.9,13.3,1.2
103,Strongly disagree,4,18.0,18.0,19.0,17.1,0.9,4,18.5,18.0,17.3,19.7,1.2
104,Strongly disagree,5,31.1,34.0,32.0,30.1,0.9,4,30.1,34.0,28.9,31.3,1.2
105,Disagree,1,35.5,35.0,36.5,34.6,0.9,4,34.9,35.0,33.7,36.1,1.2
106,Disagree,2,19.2,17.0,20.1,18.2,0.9,4,18.8,17.0,17.6,20.0,1.2
107,Disagree,3,26.1,28.0,27.1,25.2,0.9,4,25.0,28.0,23.8,26.2,1.2
108,Disagree,4,22.3,25.0,23.3,21.4,0.9,4,22.8,25.0,21.7,24.0,1.2
109,Disagree,5,19.3,18.0,20.2,18.3,0.9,4,17.2,18.0,16.1,18.4,1.2
110,Neither agree nor disagree,1,75.8,76.0,76.8,74.9,0.9,4,77.1,76.0,75.9,78.3,1.2
111,Neither agree nor disagree,2,23.4,23.0,24.3,22.5,0.9,4,23.8,23.0,22.6,25.0,1.2
112,Neither agree nor disagree,3,75.0,71.0,75.9,74.0,0.9,4,78.2,71.0,77.0,79.3,1.2
113,Neither agree nor disagree,4,69.5,70.0,70.4,68.5,0.9,4,69.2,70.0,68.0,70.3,1.2
114,Neither agree nor disagree,5,36.8,36.0,37.7,35.8,0.9,4,36.2,36.0,35.0,37.4,1.2
115,Agree,1,41.0,45.0,42.0,40.1,0.9,4,37.7,45.0,36.5,38.9,1.2
116,Agree,2,22.5,26.0,23.4,21.5,0.9,4,23.1,26.0,22.0,24.3,1.2
117,Agree,3,132.1,129.0,133.1,131.2,0.9,4,133.7,129.0,132.6,134.9,1.2
118,Agree,4,73.5,72.0,74.4,72.6,0.9,4,72.7,72.0,71.5,73.8,1.2
119,Agree,5,27.4,27.0,28.4,26.5,0.9,4,27.0,27.0,25.8,28.2,1.2
120,Strongly agree,1,38.0,38.0,38.9,37.0,0.9,4,38.1,38.0,36.9,39.2,1.2
121,Strongly agree,2,14.2,14.0,15.2,13.3,0.9,4,14.3,14.0,13.1,15.5,1.2
122,Strongly agree,3,58.5,58.0,59.4,57.5,0.9,4,59.3,58.0,58.1,60.5,1.2
123,Strongly agree,4,29.4,31.0,30.4,28.5,0.9,4,30.4,31.0,29.2,31.5,1.2
124,Strongly agree,5,16.8,20.0,17.7,15.8,0.9,4,16.5,20.0,15.4,17.7,1.2
125,Strongly disagree,1,58.6,60.0,59.4,57.8,0.8,5,60.1,60.0,59.2,61.1,0.9
126,Strongly disagree,2,10.9,13.0,11.7,10.2,0.8,5,10.4,13.0,9.5,11.3,0.9
127,Strongly disagree,3,12.7,16.0,13.4,11.9,0.8,5,11.5,16.0,10.6,12.5,0.9
128,Strongly disagree,4,17.5,18.0,18.3,16.7,0.8,5,18.0,18.0,17.1,19.0,0.9
129,Strongly disagree,5,31.5,34.0,32.3,30.7,0.8,5,31.1,34.0,30.1,32.0,0.9
130,Disagree,1,36.0,35.0,36.8,35.2,0.8,5,35.5,35.0,34.6,36.5,0.9
131,Disagree,2,20.1,17.0,20.9,19.3,0.8,5,19.2,17.0,18.2,20.1,0.9
132,Disagree,3,26.1,28.0,26.9,25.3,0.8,5,26.1,28.0,25.2,27.1,0.9
133,Disagree,4,22.0,25.0,22.8,21.3,0.8,5,22.3,25.0,21.4,23.3,0.9
134,Disagree,5,18.4,18.0,19.2,17.7,0.8,5,19.3,18.0,18.3,20.2,0.9
135,Neither agree nor disagree,1,75.8,76.0,76.6,75.0,0.8,5,75.8,76.0,74.9,76.8,0.9
136,Neither agree nor disagree,2,22.7,23.0,23.4,21.9,0.8,5,23.4,23.0,22.5,24.3,0.9
137,Neither agree nor disagree,3,74.6,71.0,75.4,73.8,0.8,5,75.0,71.0,74.0,75.9,0.9
138,Neither agree nor disagree,4,69.4,70.0,70.2,68.6,0.8,5,69.5,70.0,68.5,70.4,0.9
139,Neither agree nor disagree,5,36.0,36.0,36.8,35.2,0.8,5,36.8,36.0,35.8,37.7,0.9
140,Agree,1,41.4,45.0,42.2,40.6,0.8,5,41.0,45.0,40.1,42.0,0.9
141,Agree,2,24.1,26.0,24.9,23.3,0.8,5,22.5,26.0,21.5,23.4,0.9
142,Agree,3,132.0,129.0,132.8,131.3,0.8,5,132.1,129.0,131.2,133.1,0.9
143,Agree,4,73.3,72.0,74.1,72.5,0.8,5,73.5,72.0,72.6,74.4,0.9
144,Agree,5,27.0,27.0,27.8,26.2,0.8,5,27.4,27.0,26.5,28.4,0.9
145,Strongly agree,1,35.6,38.0,36.4,34.8,0.8,5,38.0,38.0,37.0,38.9,0.9
146,Strongly agree,2,15.1,14.0,15.9,14.3,0.8,5,14.2,14.0,13.3,15.2,0.9
147,Strongly agree,3,57.9,58.0,58.7,57.1,0.8,5,58.5,58.0,57.5,59.4,0.9
148,Strongly agree,4,30.3,31.0,31.1,29.5,0.8,5,29.4,31.0,28.5,30.4,0.9
149,Strongly agree,5,17.3,20.0,18.1,16.5,0.8,5,16.8,20.0,15.8,17.7,0.9
150,Strongly disagree,1,59.6,60.0,60.3,58.9,0.7,6,58.6,60.0,57.8,59.4,0.8
151,Strongly disagree,2,11.3,13.0,12.0,10.6,0.7,6,10.9,13.0,10.2,11.7,0.8
152,Strongly disagree,3,13.4,16.0,14.1,12.7,0.7,6,12.7,16.0,11.9,13.4,0.8
153,Strongly disagree,4,17.2,18.0,17.8,16.5,0.7,6,17.5,18.0,16.7,18.3,0.8
154,Strongly disagree,5,31.6,34.0,32.2,30.9,0.7,6,31.5,34.0,30.7,32.3,0.8
155,Disagree,1,34.4,35.0,35.1,33.8,0.7,6,36.0,35.0,35.2,36.8,0.8
156,Disagree,2,19.9,17.0,20.6,19.2,0.7,6,20.1,17.0,19.3,20.9,0.8
157,Disagree,3,26.3,28.0,26.9,25.6,0.7,6,26.1,28.0,25.3,26.9,0.8
158,Disagree,4,20.9,25.0,21.6,20.3,0.7,6,22.0,25.0,21.3,22.8,0.8
159,Disagree,5,18.6,18.0,19.3,17.9,0.7,6,18.4,18.0,17.7,19.2,0.8
160,Neither agree nor disagree,1,75.5,76.0,76.1,74.8,0.7,6,75.8,76.0,75.0,76.6,0.8
161,Neither agree nor disagree,2,22.7,23.0,23.4,22.0,0.7,6,22.7,23.0,21.9,23.4,0.8
162,Neither agree nor disagree,3,73.5,71.0,74.2,72.8,0.7,6,74.6,71.0,73.8,75.4,0.8
163,Neither agree nor disagree,4,70.5,70.0,71.2,69.8,0.7,6,69.4,70.0,68.6,70.2,0.8
164,Neither agree nor disagree,5,34.4,36.0,35.0,33.7,0.7,6,36.0,36.0,35.2,36.8,0.8
165,Agree,1,42.5,45.0,43.2,41.9,0.7,6,41.4,45.0,40.6,42.2,0.8
166,Agree,2,25.0,26.0,25.7,24.4,0.7,6,24.1,26.0,23.3,24.9,0.8
167,Agree,3,131.6,129.0,132.3,131.0,0.7,6,132.0,129.0,131.3,132.8,0.8
168,Agree,4,73.0,72.0,73.7,72.3,0.7,6,73.3,72.0,72.5,74.1,0.8
169,Agree,5,27.3,27.0,28.0,26.7,0.7,6,27.0,27.0,26.2,27.8,0.8
170,Strongly agree,1,35.7,38.0,36.3,35.0,0.7,6,35.6,38.0,34.8,36.4,0.8
171,Strongly agree,2,14.6,14.0,15.3,13.9,0.7,6,15.1,14.0,14.3,15.9,0.8
172,Strongly agree,3,57.6,58.0,58.3,56.9,0.7,6,57.9,58.0,57.1,58.7,0.8
173,Strongly agree,4,31.0,31.0,31.7,30.4,0.7,6,30.3,31.0,29.5,31.1,0.8
174,Strongly agree,5,18.7,20.0,19.4,18.1,0.7,6,17.3,20.0,16.5,18.1,0.8
