,attendance,difficulty,noisy_count,true_count,plus_error,minus_error,error,nth_remeasure,noisy_count_prev,true_count_prev,minus_error_prev,plus_error_prev,error_prev
99,4,5,36.5,36.0,37.7,35.3,1.2,3,35.4,36.0,33.8,37.0,1.6
100,0,1,211.6,211.0,212.6,210.7,0.9,4,211.2,211.0,210.1,212.4,1.2
101,0,2,8.0,10.0,8.9,7.0,0.9,4,7.2,10.0,6.0,8.3,1.2
102,0,3,30.2,30.0,31.2,29.3,0.9,4,29.5,30.0,28.3,30.7,1.2
103,0,4,32.0,32.0,32.9,31.1,0.9,4,34.3,32.0,33.1,35.5,1.2
104,0,5,20.8,20.0,21.8,19.9,0.9,4,21.7,20.0,20.5,22.9,1.2
105,1,1,6.0,6.0,7.0,5.1,0.9,4,7.5,6.0,6.3,8.6,1.2
106,1,2,34.4,36.0,35.3,33.4,0.9,4,36.3,36.0,35.1,37.5,1.2
107,1,3,84.8,85.0,85.8,83.9,0.9,4,85.1,85.0,83.9,86.3,1.2
108,1,4,39.9,43.0,40.9,39.0,0.9,4,39.0,43.0,37.8,40.2,1.2
109,1,5,29.0,30.0,29.9,28.0,0.9,4,30.6,30.0,29.4,31.8,1.2
110,2,1,6.6,9.0,7.6,5.7,0.9,4,8.0,9.0,6.9,9.2,1.2
111,2,2,12.7,11.0,13.6,11.7,0.9,4,13.3,11.0,12.1,14.5,1.2
112,2,3,58.0,59.0,58.9,57.0,0.9,4,57.4,59.0,56.2,58.5,1.2
113,2,4,53.2,55.0,54.1,52.2,0.9,4,53.5,55.0,52.3,54.6,1.2
114,2,5,21.5,19.0,22.4,20.5,0.9,4,20.9,19.0,19.8,22.1,1.2
115,3,1,15.9,18.0,16.9,15.0,0.9,4,15.2,18.0,14.0,16.4,1.2
116,3,2,13.0,18.0,14.0,12.1,0.9,4,12.2,18.0,11.0,13.4,1.2
117,3,3,77.8,78.0,78.7,76.8,0.9,4,77.5,78.0,76.3,78.7,1.2
118,3,4,60.5,62.0,61.4,59.5,0.9,4,58.1,62.0,56.9,59.3,1.2
119,3,5,31.1,30.0,32.0,30.1,0.9,4,31.4,30.0,30.3,32.6,1.2
120,4,1,9.3,10.0,10.2,8.3,0.9,4,9.2,10.0,8.0,10.4,1.2
121,4,2,18.1,18.0,19.0,17.2,0.9,4,18.2,18.0,17.0,19.4,1.2
122,4,3,49.2,50.0,50.2,48.3,0.9,4,49.0,50.0,47.8,50.2,1.2
123,4,4,23.3,24.0,24.3,22.4,0.9,4,23.1,24.0,21.9,24.3,1.2
124,4,5,34.8,36.0,35.7,33.8,0.9,4,36.5,36.0,35.3,37.7,1.2
125,0,1,211.3,211.0,212.1,210.5,0.8,5,211.6,211.0,210.7,212.6,0.9
126,0,2,8.3,10.0,9.1,7.5,0.8,5,8.0,10.0,7.0,8.9,0.9
127,0,3,30.6,30.0,31.4,29.8,0.8,5,30.2,30.0,29.3,31.2,0.9
128,0,4,32.7,32.0,33.5,31.9,0.8,5,32.0,32.0,31.1,32.9,0.9
129,0,5,20.6,20.0,21.4,19.8,0.8,5,20.8,20.0,19.9,21.8,0.9
130,1,1,5.9,6.0,6.7,5.2,0.8,5,6.0,6.0,5.1,7.0,0.9
131,1,2,34.9,36.0,35.7,34.2,0.8,5,34.4,36.0,33.4,35.3,0.9
132,1,3,82.6,85.0,83.4,81.8,0.8,5,84.8,85.0,83.9,85.8,0.9
133,1,4,38.8,43.0,39.6,38.0,0.8,5,39.9,43.0,39.0,40.9,0.9
134,1,5,30.3,30.0,31.1,29.6,0.8,5,29.0,30.0,28.0,29.9,0.9
135,2,1,7.2,9.0,8.0,6.4,0.8,5,6.6,9.0,5.7,7.6,0.9
136,2,2,12.1,11.0,12.9,11.3,0.8,5,12.7,11.0,11.7,13.6,0.9
137,2,3,57.6,59.0,58.4,56.8,0.8,5,58.0,59.0,57.0,58.9,0.9
138,2,4,53.3,55.0,54.1,52.5,0.8,5,53.2,55.0,52.2,54.1,0.9
139,2,5,22.1,19.0,22.9,21.3,0.8,5,21.5,19.0,20.5,22.4,0.9
140,3,1,17.3,18.0,18.1,16.5,0.8,5,15.9,18.0,15.0,16.9,0.9
141,3,2,14.1,18.0,14.9,13.4,0.8,5,13.0,18.0,12.1,14.0,0.9
142,3,3,77.8,78.0,78.6,77.0,0.8,5,77.8,78.0,76.8,78.7,0.9
143,3,4,60.7,62.0,61.5,60.0,0.8,5,60.5,62.0,59.5,61.4,0.9
144,3,5,30.4,30.0,31.2,29.7,0.8,5,31.1,30.0,30.1,32.0,0.9
145,4,1,9.3,10.0,10.1,8.5,0.8,5,9.3,10.0,8.3,10.2,0.9
146,4,2,18.2,18.0,18.9,17.4,0.8,5,18.1,18.0,17.2,19.0,0.9
147,4,3,50.1,50.0,50.9,49.3,0.8,5,49.2,50.0,48.3,50.2,0.9
148,4,4,23.7,24.0,24.5,22.9,0.8,5,23.3,24.0,22.4,24.3,0.9
149,4,5,35.6,36.0,36.4,34.8,0.8,5,34.8,36.0,33.8,35.7,0.9
150,0,1,211.7,211.0,212.4,211.0,0.7,6,211.3,211.0,210.5,212.1,0.8
151,0,2,8.4,10.0,9.0,7.7,0.7,6,8.3,10.0,7.5,9.1,0.8
152,0,3,30.6,30.0,31.2,29.9,0.7,6,30.6,30.0,29.8,31.4,0.8
153,0,4,33.0,32.0,33.7,32.4,0.7,6,32.7,32.0,31.9,33.5,0.8
154,0,5,21.0,20.0,21.7,20.4,0.7,6,20.6,20.0,19.8,21.4,0.8
155,1,1,6.2,6.0,6.9,5.6,0.7,6,5.9,6.0,5.2,6.7,0.8
156,1,2,35.5,36.0,36.2,34.9,0.7,6,34.9,36.0,34.2,35.7,0.8
157,1,3,81.8,85.0,82.4,81.1,0.7,6,82.6,85.0,81.8,83.4,0.8
158,1,4,38.7,43.0,39.3,38.0,0.7,6,38.8,43.0,38.0,39.6,0.8
159,1,5,30.2,30.0,30.9,29.5,0.7,6,30.3,30.0,29.6,31.1,0.8
160,2,1,8.2,9.0,8.8,7.5,0.7,6,7.2,9.0,6.4,8.0,0.8
161,2,2,12.2,11.0,12.9,11.5,0.7,6,12.1,11.0,11.3,12.9,0.8
162,2,3,58.1,59.0,58.8,57.4,0.7,6,57.6,59.0,56.8,58.4,0.8
163,2,4,53.9,55.0,54.6,53.3,0.7,6,53.3,55.0,52.5,54.1,0.8
164,2,5,21.5,19.0,22.2,20.8,0.7,6,22.1,19.0,21.3,22.9,0.8
165,3,1,17.5,18.0,18.2,16.8,0.7,6,17.3,18.0,16.5,18.1,0.8
166,3,2,14.6,18.0,15.3,13.9,0.7,6,14.1,18.0,13.4,14.9,0.8
167,3,3,78.8,78.0,79.5,78.2,0.7,6,77.8,78.0,77.0,78.6,0.8
168,3,4,61.1,62.0,61.8,60.4,0.7,6,60.7,62.0,60.0,61.5,0.8
169,3,5,30.3,30.0,30.9,29.6,0.7,6,30.4,30.0,29.7,31.2,0.8
170,4,1,9.3,10.0,9.9,8.6,0.7,6,9.3,10.0,8.5,10.1,0.8
171,4,2,17.6,18.0,18.3,17.0,0.7,6,18.2,18.0,17.4,18.9,0.8
172,4,3,50.5,50.0,51.2,49.8,0.7,6,50.1,50.0,49.3,50.9,0.8
173,4,4,23.7,24.0,24.4,23.0,0.7,6,23.7,24.0,22.9,24.5,0.8
174,4,5,35.4,36.0,36.0,34.7,0.7,6,35.6,36.0,34.8,36.4,0.8
