,Q13,instr,noisy_count,true_count,plus_error,minus_error,error,nth_remeasure,noisy_count_prev,true_count_prev,minus_error_prev,plus_error_prev,error_prev
44,Strongly agree,Instructor 3,90.7,98.0,92.3,89.1,1.6,2,93.8,98.0,91.4,96.1,2.4
45,Strongly disagree,Instructor 1,23.0,26.0,24.2,21.8,1.2,3,22.5,26.0,20.9,24.1,1.6
46,Strongly disagree,Instructor 2,11.4,10.0,12.5,10.2,1.2,3,12.1,10.0,10.5,13.6,1.6
47,Strongly disagree,Instructor 3,33.0,32.0,34.1,31.8,1.2,3,32.1,32.0,30.6,33.7,1.6
48,Disagree,Instructor 1,56.8,55.0,57.9,55.6,1.2,3,57.1,55.0,55.6,58.7,1.6
49,Disagree,Instructor 2,33.8,35.0,35.0,32.6,1.2,3,32.8,35.0,31.2,34.4,1.6
50,Disagree,Instructor 3,20.5,22.0,21.6,19.3,1.2,3,18.7,22.0,17.2,20.3,1.6
51,Neither agree nor disagree,Instructor 1,15.7,17.0,16.9,14.5,1.2,3,14.6,17.0,13.0,16.2,1.6
52,Neither agree nor disagree,Instructor 2,66.4,65.0,67.6,65.2,1.2,3,65.4,65.0,63.9,67.0,1.6
53,Neither agree nor disagree,Instructor 3,87.6,86.0,88.8,86.4,1.2,3,89.1,86.0,87.6,90.7,1.6
54,Agree,Instructor 1,56.2,53.0,57.4,55.1,1.2,3,57.9,53.0,56.3,59.5,1.6
55,Agree,Instructor 2,102.7,102.0,103.8,101.5,1.2,3,102.9,102.0,101.3,104.5,1.6
56,Agree,Instructor 3,62.5,62.0,63.7,61.3,1.2,3,62.4,62.0,60.8,63.9,1.6
57,Strongly agree,Instructor 1,184.9,183.0,186.0,183.7,1.2,3,184.4,183.0,182.8,185.9,1.6
58,Strongly agree,Instructor 2,154.1,154.0,155.3,153.0,1.2,3,154.1,154.0,152.5,155.7,1.6
59,Strongly agree,Instructor 3,94.3,98.0,95.5,93.1,1.2,3,90.7,98.0,89.1,92.3,1.6
60,Strongly disagree,Instructor 1,22.7,26.0,23.7,21.8,0.9,4,23.0,26.0,21.8,24.2,1.2
61,Strongly disagree,Instructor 2,11.3,10.0,12.2,10.4,0.9,4,11.4,10.0,10.2,12.5,1.2
62,Strongly disagree,Instructor 3,30.0,32.0,31.0,29.1,0.9,4,33.0,32.0,31.8,34.1,1.2
63,Disagree,Instructor 1,57.0,55.0,57.9,56.0,0.9,4,56.8,55.0,55.6,57.9,1.2
64,Disagree,Instructor 2,34.0,35.0,35.0,33.1,0.9,4,33.8,35.0,32.6,35.0,1.2
65,Disagree,Instructor 3,23.1,22.0,24.0,22.1,0.9,4,20.5,22.0,19.3,21.6,1.2
66,Neither agree nor disagree,Instructor 1,15.4,17.0,16.4,14.5,0.9,4,15.7,17.0,14.5,16.9,1.2
67,Neither agree nor disagree,Instructor 2,66.9,65.0,67.9,66.0,0.9,4,66.4,65.0,65.2,67.6,1.2
68,Neither agree nor disagree,Instructor 3,87.9,86.0,88.9,87.0,0.9,4,87.6,86.0,86.4,88.8,1.2
69,Agree,Instructor 1,55.1,53.0,56.0,54.1,0.9,4,56.2,53.0,55.1,57.4,1.2
70,Agree,Instructor 2,104.6,102.0,105.5,103.6,0.9,4,102.7,102.0,101.5,103.8,1.2
71,Agree,Instructor 3,62.8,62.0,63.7,61.9,0.9,4,62.5,62.0,61.3,63.7,1.2
72,Strongly agree,Instructor 1,183.4,183.0,184.3,182.4,0.9,4,184.9,183.0,183.7,186.0,1.2
73,Strongly agree,Instructor 2,154.1,154.0,155.1,153.2,0.9,4,154.1,154.0,153.0,155.3,1.2
74,Strongly agree,Instructor 3,95.0,98.0,95.9,94.0,0.9,4,94.3,98.0,93.1,95.5,1.2
75,Strongly disagree,Instructor 1,23.3,26.0,24.1,22.5,0.8,5,22.7,26.0,21.8,23.7,0.9
76,Strongly disagree,Instructor 2,11.2,10.0,11.9,10.4,0.8,5,11.3,10.0,10.4,12.2,0.9
77,Strongly disagree,Instructor 3,31.0,32.0,31.8,30.2,0.8,5,30.0,32.0,29.1,31.0,0.9
78,Disagree,Instructor 1,55.5,55.0,56.3,54.7,0.8,5,57.0,55.0,56.0,57.9,0.9
79,Disagree,Instructor 2,34.3,35.0,35.1,33.5,0.8,5,34.0,35.0,33.1,35.0,0.9
80,Disagree,Instructor 3,22.3,22.0,23.0,21.5,0.8,5,23.1,22.0,22.1,24.0,0.9
81,Neither agree nor disagree,Instructor 1,15.0,17.0,15.8,14.2,0.8,5,15.4,17.0,14.5,16.4,0.9
82,Neither agree nor disagree,Instructor 2,66.8,65.0,67.6,66.0,0.8,5,66.9,65.0,66.0,67.9,0.9
83,Neither agree nor disagree,Instructor 3,88.4,86.0,89.2,87.6,0.8,5,87.9,86.0,87.0,88.9,0.9
84,Agree,Instructor 1,53.2,53.0,54.0,52.4,0.8,5,55.1,53.0,54.1,56.0,0.9
85,Agree,Instructor 2,104.9,102.0,105.7,104.2,0.8,5,104.6,102.0,103.6,105.5,0.9
86,Agree,Instructor 3,62.6,62.0,63.4,61.9,0.8,5,62.8,62.0,61.9,63.7,0.9
87,Strongly agree,Instructor 1,183.2,183.0,183.9,182.4,0.8,5,183.4,183.0,182.4,184.3,0.9
88,Strongly agree,Instructor 2,153.7,154.0,154.5,152.9,0.8,5,154.1,154.0,153.2,155.1,0.9
89,Strongly agree,Instructor 3,94.2,98.0,95.0,93.4,0.8,5,95.0,98.0,94.0,95.9,0.9
90,Strongly disagree,Instructor 1,23.7,26.0,24.3,23.0,0.7,6,23.3,26.0,22.5,24.1,0.8
91,Strongly disagree,Instructor 2,11.3,10.0,12.0,10.7,0.7,6,11.2,10.0,10.4,11.9,0.8
92,Strongly disagree,Instructor 3,31.5,32.0,32.2,30.9,0.7,6,31.0,32.0,30.2,31.8,0.8
93,Disagree,Instructor 1,55.3,55.0,56.0,54.6,0.7,6,55.5,55.0,54.7,56.3,0.8
94,Disagree,Instructor 2,33.9,35.0,34.6,33.3,0.7,6,34.3,35.0,33.5,35.1,0.8
95,Disagree,Instructor 3,21.9,22.0,22.5,21.2,0.7,6,22.3,22.0,21.5,23.0,0.8
96,Neither agree nor disagree,Instructor 1,15.2,17.0,15.8,14.5,0.7,6,15.0,17.0,14.2,15.8,0.8
97,Neither agree nor disagree,Instructor 2,64.5,65.0,65.2,63.9,0.7,6,66.8,65.0,66.0,67.6,0.8
98,Neither agree nor disagree,Instructor 3,87.8,86.0,88.5,87.1,0.7,6,88.4,86.0,87.6,89.2,0.8
99,Agree,Instructor 1,53.2,53.0,53.9,52.6,0.7,6,53.2,53.0,52.4,54.0,0.8
100,Agree,Instructor 2,104.5,102.0,105.2,103.9,0.7,6,104.9,102.0,104.2,105.7,0.8
101,Agree,Instructor 3,62.9,62.0,63.5,62.2,0.7,6,62.6,62.0,61.9,63.4,0.8
102,Strongly agree,Instructor 1,184.1,183.0,184.7,183.4,0.7,6,183.2,183.0,182.4,183.9,0.8
103,Strongly agree,Instructor 2,153.5,154.0,154.2,152.9,0.7,6,153.7,154.0,152.9,154.5,0.8
104,Strongly agree,Instructor 3,94.4,98.0,95.1,93.8,0.7,6,94.2,98.0,93.4,95.0,0.8
