,race,time_in_hospital,noisy_count,true_count,plus_error,minus_error,error,nth_remeasure,noisy_count_prev,true_count_prev,minus_error_prev,plus_error_prev,error_prev
40,African American,11-12,10.4,10.0,12.8,8.1,2.4,1,4.0,10.0,-0.7,8.7,4.7
41,African American,13-14,8.1,4.0,10.5,5.8,2.4,1,5.4,4.0,0.7,10.1,4.7
42,Asian,1-2,12.1,3.0,14.5,9.8,2.4,1,14.2,3.0,9.5,18.9,4.7
43,Asian,3-4,4.6,4.0,7.0,2.3,2.4,1,5.1,4.0,0.3,9.8,4.7
44,Asian,5-6,-1.6,0.0,0.8,-3.9,2.4,1,-2.8,0.0,-7.5,1.9,4.7
45,Asian,7-8,-4.4,0.0,-2.1,-6.8,2.4,1,0.3,0.0,-4.4,5.1,4.7
46,Asian,9-10,2.3,0.0,4.6,-0.1,2.4,1,0.3,0.0,-4.4,5.0,4.7
47,Asian,11-12,-2.9,0.0,-0.6,-5.3,2.4,1,-2.5,0.0,-7.2,2.2,4.7
48,Asian,13-14,-1.5,0.0,0.9,-3.8,2.4,1,-4.9,0.0,-9.7,-0.2,4.7
49,Caucasian,1-2,235.7,235.0,238.0,233.3,2.4,1,231.0,235.0,226.3,235.7,4.7
50,Caucasian,3-4,237.0,235.0,239.3,234.6,2.4,1,235.2,235.0,230.5,239.9,4.7
51,Caucasian,5-6,123.9,124.0,126.3,121.5,2.4,1,123.1,124.0,118.4,127.9,4.7
52,Caucasian,7-8,71.2,71.0,73.6,68.9,2.4,1,72.6,71.0,67.9,77.3,4.7
53,Caucasian,9-10,47.7,50.0,50.0,45.3,2.4,1,49.0,50.0,44.3,53.7,4.7
54,Caucasian,11-12,32.5,29.0,34.9,30.1,2.4,1,36.4,29.0,31.7,41.1,4.7
55,Caucasian,13-14,14.6,12.0,16.9,12.2,2.4,1,14.7,12.0,10.0,19.4,4.7
56,Hispanic,1-2,4.2,6.0,6.6,1.8,2.4,1,6.9,6.0,2.2,11.6,4.7
57,Hispanic,3-4,6.9,8.0,9.2,4.5,2.4,1,9.1,8.0,4.4,13.8,4.7
58,Hispanic,5-6,11.8,4.0,14.1,9.4,2.4,1,1.9,4.0,-2.8,6.6,4.7
59,Hispanic,7-8,0.1,0.0,2.5,-2.2,2.4,1,2.3,0.0,-2.4,7.0,4.7
60,Hispanic,9-10,2.4,1.0,4.8,0.1,2.4,1,-0.9,1.0,-5.6,3.9,4.7
61,Hispanic,11-12,-1.0,0.0,1.4,-3.3,2.4,1,1.8,0.0,-2.9,6.5,4.7
62,Hispanic,13-14,0.4,0.0,2.8,-1.9,2.4,1,-6.8,0.0,-11.5,-2.1,4.7
63,Other,1-2,4.8,4.0,7.1,2.4,2.4,1,4.4,4.0,-0.3,9.1,4.7
64,Other,3-4,6.1,5.0,8.5,3.7,2.4,1,5.4,5.0,0.7,10.1,4.7
65,Other,5-6,1.0,2.0,3.4,-1.3,2.4,1,0.8,2.0,-3.9,5.5,4.7
66,Other,7-8,5.1,4.0,7.5,2.8,2.4,1,0.5,4.0,-4.3,5.2,4.7
67,Other,9-10,-3.6,0.0,-1.2,-5.9,2.4,1,0.3,0.0,-4.4,5.0,4.7
68,Other,11-12,-2.8,1.0,-0.4,-5.2,2.4,1,-6.6,1.0,-11.3,-1.8,4.7
69,Other,13-14,0.6,0.0,3.0,-1.8,2.4,1,3.5,0.0,-1.2,8.2,4.7
70,African American,1-2,58.5,61.0,60.0,56.9,1.6,2,58.1,61.0,55.7,60.5,2.4
71,African American,3-4,66.7,63.0,68.3,65.1,1.6,2,69.0,63.0,66.6,71.4,2.4
72,African American,5-6,34.0,35.0,35.6,32.4,1.6,2,31.7,35.0,29.3,34.0,2.4
73,African American,7-8,14.2,17.0,15.8,12.6,1.6,2,15.8,17.0,13.4,18.2,2.4
74,African American,9-10,14.7,12.0,16.3,13.2,1.6,2,14.4,12.0,12.0,16.7,2.4
75,African American,11-12,11.4,10.0,13.0,9.8,1.6,2,10.4,10.0,8.1,12.8,2.4
76,African American,13-14,6.3,4.0,7.9,4.7,1.6,2,8.1,4.0,5.8,10.5,2.4
77,Asian,1-2,12.9,3.0,14.4,11.3,1.6,2,12.1,3.0,9.8,14.5,2.4
78,Asian,3-4,7.2,4.0,8.8,5.6,1.6,2,4.6,4.0,2.3,7.0,2.4
79,Asian,5-6,-0.6,0.0,1.0,-2.2,1.6,2,-1.6,0.0,-3.9,0.8,2.4
80,Asian,7-8,-1.3,0.0,0.3,-2.8,1.6,2,-4.4,0.0,-6.8,-2.1,2.4
81,Asian,9-10,1.1,0.0,2.7,-0.5,1.6,2,2.3,0.0,-0.1,4.6,2.4
82,Asian,11-12,-1.6,0.0,-0.1,-3.2,1.6,2,-2.9,0.0,-5.3,-0.6,2.4
83,Asian,13-14,-2.1,0.0,-0.5,-3.6,1.6,2,-1.5,0.0,-3.8,0.9,2.4
84,Caucasian,1-2,239.3,235.0,240.9,237.8,1.6,2,235.7,235.0,233.3,238.0,2.4
85,Caucasian,3-4,237.1,235.0,238.7,235.5,1.6,2,237.0,235.0,234.6,239.3,2.4
86,Caucasian,5-6,125.2,124.0,126.7,123.6,1.6,2,123.9,124.0,121.5,126.3,2.4
87,Caucasian,7-8,69.8,71.0,71.3,68.2,1.6,2,71.2,71.0,68.9,73.6,2.4
88,Caucasian,9-10,44.5,50.0,46.1,43.0,1.6,2,47.7,50.0,45.3,50.0,2.4
89,Caucasian,11-12,32.7,29.0,34.3,31.2,1.6,2,32.5,29.0,30.1,34.9,2.4
90,Caucasian,13-14,14.3,12.0,15.9,12.8,1.6,2,14.6,12.0,12.2,16.9,2.4
91,Hispanic,1-2,6.2,6.0,7.8,4.7,1.6,2,4.2,6.0,1.8,6.6,2.4
92,Hispanic,3-4,8.2,8.0,9.8,6.7,1.6,2,6.9,8.0,4.5,9.2,2.4
93,Hispanic,5-6,9.1,4.0,10.7,7.5,1.6,2,11.8,4.0,9.4,14.1,2.4
94,Hispanic,7-8,-1.8,0.0,-0.2,-3.4,1.6,2,0.1,0.0,-2.2,2.5,2.4
95,Hispanic,9-10,1.4,1.0,3.0,-0.1,1.6,2,2.4,1.0,0.1,4.8,2.4
96,Hispanic,11-12,-0.3,0.0,1.3,-1.8,1.6,2,-1.0,0.0,-3.3,1.4,2.4
97,Hispanic,13-14,0.5,0.0,2.1,-1.1,1.6,2,0.4,0.0,-1.9,2.8,2.4
98,Other,1-2,2.1,4.0,3.7,0.5,1.6,2,4.8,4.0,2.4,7.1,2.4
99,Other,3-4,7.6,5.0,9.2,6.1,1.6,2,6.1,5.0,3.7,8.5,2.4
100,Other,5-6,0.8,2.0,2.4,-0.8,1.6,2,1.0,2.0,-1.3,3.4,2.4
101,Other,7-8,4.3,4.0,5.9,2.7,1.6,2,5.1,4.0,2.8,7.5,2.4
102,Other,9-10,-4.8,0.0,-3.2,-6.4,1.6,2,-3.6,0.0,-5.9,-1.2,2.4
103,Other,11-12,-4.7,1.0,-3.1,-6.3,1.6,2,-2.8,1.0,-5.2,-0.4,2.4
104,Other,13-14,-1.1,0.0,0.4,-2.7,1.6,2,0.6,0.0,-1.8,3.0,2.4
105,African American,1-2,59.3,61.0,60.4,58.1,1.2,3,58.5,61.0,56.9,60.0,1.6
106,African American,3-4,65.4,63.0,66.6,64.2,1.2,3,66.7,63.0,65.1,68.3,1.6
107,African American,5-6,33.7,35.0,34.9,32.5,1.2,3,34.0,35.0,32.4,35.6,1.6
108,African American,7-8,14.9,17.0,16.1,13.8,1.2,3,14.2,17.0,12.6,15.8,1.6
109,African American,9-10,14.2,12.0,15.3,13.0,1.2,3,14.7,12.0,13.2,16.3,1.6
110,African American,11-12,11.2,10.0,12.4,10.0,1.2,3,11.4,10.0,9.8,13.0,1.6
111,African American,13-14,5.9,4.0,7.1,4.7,1.2,3,6.3,4.0,4.7,7.9,1.6
112,Asian,1-2,10.5,3.0,11.7,9.3,1.2,3,12.9,3.0,11.3,14.4,1.6
113,Asian,3-4,6.2,4.0,7.4,5.0,1.2,3,7.2,4.0,5.6,8.8,1.6
114,Asian,5-6,-1.2,0.0,0.0,-2.4,1.2,3,-0.6,0.0,-2.2,1.0,1.6
115,Asian,7-8,-1.2,0.0,0.0,-2.3,1.2,3,-1.3,0.0,-2.8,0.3,1.6
116,Asian,9-10,-0.0,0.0,1.2,-1.2,1.2,3,1.1,0.0,-0.5,2.7,1.6
117,Asian,11-12,-1.2,0.0,-0.1,-2.4,1.2,3,-1.6,0.0,-3.2,-0.1,1.6
118,Asian,13-14,-3.3,0.0,-2.1,-4.5,1.2,3,-2.1,0.0,-3.6,-0.5,1.6
119,Caucasian,1-2,238.6,235.0,239.8,237.4,1.2,3,239.3,235.0,237.8,240.9,1.6
120,Caucasian,3-4,234.9,235.0,236.1,233.7,1.2,3,237.1,235.0,235.5,238.7,1.6
121,Caucasian,5-6,125.0,124.0,126.2,123.9,1.2,3,125.2,124.0,123.6,126.7,1.6
122,Caucasian,7-8,70.6,71.0,71.8,69.5,1.2,3,69.8,71.0,68.2,71.3,1.6
123,Caucasian,9-10,46.9,50.0,48.1,45.7,1.2,3,44.5,50.0,43.0,46.1,1.6
124,Caucasian,11-12,31.8,29.0,33.0,30.6,1.2,3,32.7,29.0,31.2,34.3,1.6
125,Caucasian,13-14,12.6,12.0,13.8,11.4,1.2,3,14.3,12.0,12.8,15.9,1.6
126,Hispanic,1-2,5.7,6.0,6.8,4.5,1.2,3,6.2,6.0,4.7,7.8,1.6
127,Hispanic,3-4,9.1,8.0,10.3,7.9,1.2,3,8.2,8.0,6.7,9.8,1.6
128,Hispanic,5-6,8.4,4.0,9.6,7.3,1.2,3,9.1,4.0,7.5,10.7,1.6
129,Hispanic,7-8,-1.9,0.0,-0.7,-3.1,1.2,3,-1.8,0.0,-3.4,-0.2,1.6
130,Hispanic,9-10,2.5,1.0,3.6,1.3,1.2,3,1.4,1.0,-0.1,3.0,1.6
131,Hispanic,11-12,-0.8,0.0,0.4,-2.0,1.2,3,-0.3,0.0,-1.8,1.3,1.6
132,Hispanic,13-14,-1.6,0.0,-0.4,-2.7,1.2,3,0.5,0.0,-1.1,2.1,1.6
133,Other,1-2,2.5,4.0,3.7,1.4,1.2,3,2.1,4.0,0.5,3.7,1.6
134,Other,3-4,8.3,5.0,9.5,7.1,1.2,3,7.6,5.0,6.1,9.2,1.6
135,Other,5-6,0.8,2.0,2.0,-0.4,1.2,3,0.8,2.0,-0.8,2.4,1.6
136,Other,7-8,5.2,4.0,6.4,4.0,1.2,3,4.3,4.0,2.7,5.9,1.6
137,Other,9-10,-5.1,0.0,-3.9,-6.3,1.2,3,-4.8,0.0,-6.4,-3.2,1.6
138,Other,11-12,-4.6,1.0,-3.4,-5.7,1.2,3,-4.7,1.0,-6.3,-3.1,1.6
139,Other,13-14,-0.1,0.0,1.0,-1.3,1.2,3,-1.1,0.0,-2.7,0.4,1.6
140,African American,1-2,57.4,61.0,58.3,56.4,0.9,4,59.3,61.0,58.1,60.4,1.2
141,African American,3-4,64.8,63.0,65.7,63.8,0.9,4,65.4,63.0,64.2,66.6,1.2
142,African American,5-6,33.9,35.0,34.8,33.0,0.9,4,33.7,35.0,32.5,34.9,1.2
143,African American,7-8,14.1,17.0,15.1,13.2,0.9,4,14.9,17.0,13.8,16.1,1.2
144,African American,9-10,13.2,12.0,14.1,12.2,0.9,4,14.2,12.0,13.0,15.3,1.2
145,African American,11-12,11.5,10.0,12.4,10.5,0.9,4,11.2,10.0,10.0,12.4,1.2
146,African American,13-14,4.9,4.0,5.9,4.0,0.9,4,5.9,4.0,4.7,7.1,1.2
147,Asian,1-2,8.7,3.0,9.7,7.8,0.9,4,10.5,3.0,9.3,11.7,1.2
148,Asian,3-4,5.2,4.0,6.2,4.3,0.9,4,6.2,4.0,5.0,7.4,1.2
149,Asian,5-6,-1.2,0.0,-0.3,-2.2,0.9,4,-1.2,0.0,-2.4,0.0,1.2
150,Asian,7-8,-1.7,0.0,-0.8,-2.7,0.9,4,-1.2,0.0,-2.3,0.0,1.2
151,Asian,9-10,0.2,0.0,1.2,-0.7,0.9,4,-0.0,0.0,-1.2,1.2,1.2
152,Asian,11-12,-1.0,0.0,-0.0,-1.9,0.9,4,-1.2,0.0,-2.4,-0.1,1.2
153,Asian,13-14,-3.3,0.0,-2.3,-4.2,0.9,4,-3.3,0.0,-4.5,-2.1,1.2
154,Caucasian,1-2,237.1,235.0,238.0,236.1,0.9,4,238.6,235.0,237.4,239.8,1.2
155,Caucasian,3-4,235.8,235.0,236.7,234.8,0.9,4,234.9,235.0,233.7,236.1,1.2
156,Caucasian,5-6,125.1,124.0,126.0,124.2,0.9,4,125.0,124.0,123.9,126.2,1.2
157,Caucasian,7-8,70.2,71.0,71.1,69.3,0.9,4,70.6,71.0,69.5,71.8,1.2
158,Caucasian,9-10,48.0,50.0,48.9,47.0,0.9,4,46.9,50.0,45.7,48.1,1.2
159,Caucasian,11-12,29.8,29.0,30.7,28.9,0.9,4,31.8,29.0,30.6,33.0,1.2
160,Caucasian,13-14,12.5,12.0,13.4,11.5,0.9,4,12.6,12.0,11.4,13.8,1.2
161,Hispanic,1-2,5.9,6.0,6.8,4.9,0.9,4,5.7,6.0,4.5,6.8,1.2
162,Hispanic,3-4,7.8,8.0,8.7,6.8,0.9,4,9.1,8.0,7.9,10.3,1.2
163,Hispanic,5-6,9.0,4.0,9.9,8.0,0.9,4,8.4,4.0,7.3,9.6,1.2
164,Hispanic,7-8,0.1,0.0,1.0,-0.9,0.9,4,-1.9,0.0,-3.1,-0.7,1.2
165,Hispanic,9-10,2.2,1.0,3.1,1.2,0.9,4,2.5,1.0,1.3,3.6,1.2
166,Hispanic,11-12,-0.4,0.0,0.6,-1.3,0.9,4,-0.8,0.0,-2.0,0.4,1.2
167,Hispanic,13-14,-1.3,0.0,-0.3,-2.2,0.9,4,-1.6,0.0,-2.7,-0.4,1.2
168,Other,1-2,2.6,4.0,3.5,1.6,0.9,4,2.5,4.0,1.4,3.7,1.2
169,Other,3-4,8.2,5.0,9.1,7.3,0.9,4,8.3,5.0,7.1,9.5,1.2
170,Other,5-6,0.2,2.0,1.1,-0.8,0.9,4,0.8,2.0,-0.4,2.0,1.2
171,Other,7-8,6.6,4.0,7.6,5.7,0.9,4,5.2,4.0,4.0,6.4,1.2
172,Other,9-10,-3.3,0.0,-2.4,-4.3,0.9,4,-5.1,0.0,-6.3,-3.9,1.2
173,Other,11-12,-4.6,1.0,-3.6,-5.5,0.9,4,-4.6,1.0,-5.7,-3.4,1.2
174,Other,13-14,-0.2,0.0,0.7,-1.2,0.9,4,-0.1,0.0,-1.3,1.0,1.2
175,African American,1-2,57.5,61.0,58.3,56.7,0.8,5,57.4,61.0,56.4,58.3,0.9
176,African American,3-4,64.6,63.0,65.4,63.8,0.8,5,64.8,63.0,63.8,65.7,0.9
177,African American,5-6,35.3,35.0,36.1,34.5,0.8,5,33.9,35.0,33.0,34.8,0.9
178,African American,7-8,14.5,17.0,15.3,13.7,0.8,5,14.1,17.0,13.2,15.1,0.9
179,African American,9-10,13.5,12.0,14.3,12.7,0.8,5,13.2,12.0,12.2,14.1,0.9
180,African American,11-12,11.7,10.0,12.5,10.9,0.8,5,11.5,10.0,10.5,12.4,0.9
181,African American,13-14,4.5,4.0,5.2,3.7,0.8,5,4.9,4.0,4.0,5.9,0.9
182,Asian,1-2,7.8,3.0,8.6,7.1,0.8,5,8.7,3.0,7.8,9.7,0.9
183,Asian,3-4,4.8,4.0,5.6,4.0,0.8,5,5.2,4.0,4.3,6.2,0.9
184,Asian,5-6,-0.9,0.0,-0.1,-1.7,0.8,5,-1.2,0.0,-2.2,-0.3,0.9
185,Asian,7-8,-1.6,0.0,-0.8,-2.4,0.8,5,-1.7,0.0,-2.7,-0.8,0.9
186,Asian,9-10,1.1,0.0,1.8,0.3,0.8,5,0.2,0.0,-0.7,1.2,0.9
187,Asian,11-12,-0.4,0.0,0.3,-1.2,0.8,5,-1.0,0.0,-1.9,-0.0,0.9
188,Asian,13-14,-2.6,0.0,-1.8,-3.4,0.8,5,-3.3,0.0,-4.2,-2.3,0.9
189,Caucasian,1-2,237.0,235.0,237.8,236.2,0.8,5,237.1,235.0,236.1,238.0,0.9
190,Caucasian,3-4,236.0,235.0,236.7,235.2,0.8,5,235.8,235.0,234.8,236.7,0.9
191,Caucasian,5-6,125.4,124.0,126.1,124.6,0.8,5,125.1,124.0,124.2,126.0,0.9
192,Caucasian,7-8,70.7,71.0,71.4,69.9,0.8,5,70.2,71.0,69.3,71.1,0.9
193,Caucasian,9-10,48.1,50.0,48.9,47.3,0.8,5,48.0,50.0,47.0,48.9,0.9
194,Caucasian,11-12,29.2,29.0,30.0,28.5,0.8,5,29.8,29.0,28.9,30.7,0.9
195,Caucasian,13-14,11.9,12.0,12.7,11.1,0.8,5,12.5,12.0,11.5,13.4,0.9
196,Hispanic,1-2,6.2,6.0,7.0,5.5,0.8,5,5.9,6.0,4.9,6.8,0.9
197,Hispanic,3-4,7.8,8.0,8.6,7.1,0.8,5,7.8,8.0,6.8,8.7,0.9
198,Hispanic,5-6,7.6,4.0,8.4,6.8,0.8,5,9.0,4.0,8.0,9.9,0.9
199,Hispanic,7-8,0.1,0.0,0.9,-0.7,0.8,5,0.1,0.0,-0.9,1.0,0.9
200,Hispanic,9-10,1.7,1.0,2.5,0.9,0.8,5,2.2,1.0,1.2,3.1,0.9
201,Hispanic,11-12,0.3,0.0,1.0,-0.5,0.8,5,-0.4,0.0,-1.3,0.6,0.9
202,Hispanic,13-14,-1.0,0.0,-0.2,-1.7,0.8,5,-1.3,0.0,-2.2,-0.3,0.9
203,Other,1-2,2.3,4.0,3.0,1.5,0.8,5,2.6,4.0,1.6,3.5,0.9
204,Other,3-4,5.2,5.0,6.0,4.4,0.8,5,8.2,5.0,7.3,9.1,0.9
205,Other,5-6,0.1,2.0,0.9,-0.7,0.8,5,0.2,2.0,-0.8,1.1,0.9
206,Other,7-8,5.6,4.0,6.4,4.8,0.8,5,6.6,4.0,5.7,7.6,0.9
207,Other,9-10,-2.4,0.0,-1.6,-3.2,0.8,5,-3.3,0.0,-4.3,-2.4,0.9
208,Other,11-12,-3.0,1.0,-2.2,-3.8,0.8,5,-4.6,1.0,-5.5,-3.6,0.9
209,Other,13-14,-0.3,0.0,0.5,-1.1,0.8,5,-0.2,0.0,-1.2,0.7,0.9
210,African American,1-2,58.1,61.0,58.8,57.4,0.7,6,57.5,61.0,56.7,58.3,0.8
211,African American,3-4,64.2,63.0,64.9,63.5,0.7,6,64.6,63.0,63.8,65.4,0.8
212,African American,5-6,37.2,35.0,37.8,36.5,0.7,6,35.3,35.0,34.5,36.1,0.8
213,African American,7-8,14.1,17.0,14.8,13.5,0.7,6,14.5,17.0,13.7,15.3,0.8
214,African American,9-10,12.8,12.0,13.5,12.1,0.7,6,13.5,12.0,12.7,14.3,0.8
215,African American,11-12,11.4,10.0,12.1,10.7,0.7,6,11.7,10.0,10.9,12.5,0.8
216,African American,13-14,4.1,4.0,4.7,3.4,0.7,6,4.5,4.0,3.7,5.2,0.8
217,Asian,1-2,7.9,3.0,8.5,7.2,0.7,6,7.8,3.0,7.1,8.6,0.8
218,Asian,3-4,4.5,4.0,5.2,3.8,0.7,6,4.8,4.0,4.0,5.6,0.8
219,Asian,5-6,0.1,0.0,0.8,-0.5,0.7,6,-0.9,0.0,-1.7,-0.1,0.8
220,Asian,7-8,-1.9,0.0,-1.2,-2.5,0.7,6,-1.6,0.0,-2.4,-0.8,0.8
221,Asian,9-10,1.3,0.0,2.0,0.7,0.7,6,1.1,0.0,0.3,1.8,0.8
222,Asian,11-12,-1.1,0.0,-0.4,-1.7,0.7,6,-0.4,0.0,-1.2,0.3,0.8
223,Asian,13-14,-3.7,0.0,-3.0,-4.3,0.7,6,-2.6,0.0,-3.4,-1.8,0.8
224,Caucasian,1-2,237.2,235.0,237.9,236.6,0.7,6,237.0,235.0,236.2,237.8,0.8
225,Caucasian,3-4,236.0,235.0,236.7,235.3,0.7,6,236.0,235.0,235.2,236.7,0.8
226,Caucasian,5-6,125.4,124.0,126.0,124.7,0.7,6,125.4,124.0,124.6,126.1,0.8
227,Caucasian,7-8,70.0,71.0,70.7,69.4,0.7,6,70.7,71.0,69.9,71.4,0.8
228,Caucasian,9-10,48.7,50.0,49.4,48.1,0.7,6,48.1,50.0,47.3,48.9,0.8
229,Caucasian,11-12,29.1,29.0,29.8,28.5,0.7,6,29.2,29.0,28.5,30.0,0.8
230,Caucasian,13-14,11.6,12.0,12.3,11.0,0.7,6,11.9,12.0,11.1,12.7,0.8
231,Hispanic,1-2,6.2,6.0,6.9,5.5,0.7,6,6.2,6.0,5.5,7.0,0.8
232,Hispanic,3-4,8.2,8.0,8.8,7.5,0.7,6,7.8,8.0,7.1,8.6,0.8
233,Hispanic,5-6,7.0,4.0,7.7,6.3,0.7,6,7.6,4.0,6.8,8.4,0.8
234,Hispanic,7-8,-0.6,0.0,0.0,-1.3,0.7,6,0.1,0.0,-0.7,0.9,0.8
235,Hispanic,9-10,1.2,1.0,1.9,0.5,0.7,6,1.7,1.0,0.9,2.5,0.8
236,Hispanic,11-12,-2.0,0.0,-1.3,-2.6,0.7,6,0.3,0.0,-0.5,1.0,0.8
237,Hispanic,13-14,-1.2,0.0,-0.5,-1.9,0.7,6,-1.0,0.0,-1.7,-0.2,0.8
238,Other,1-2,1.9,4.0,2.5,1.2,0.7,6,2.3,4.0,1.5,3.0,0.8
239,Other,3-4,5.9,5.0,6.6,5.2,0.7,6,5.2,5.0,4.4,6.0,0.8
240,Other,5-6,0.7,2.0,1.4,0.0,0.7,6,0.1,2.0,-0.7,0.9,0.8
241,Other,7-8,5.3,4.0,6.0,4.7,0.7,6,5.6,4.0,4.8,6.4,0.8
242,Other,9-10,-1.4,0.0,-0.8,-2.1,0.7,6,-2.4,0.0,-3.2,-1.6,0.8
243,Other,11-12,-3.0,1.0,-2.3,-3.6,0.7,6,-3.0,1.0,-3.8,-2.2,0.8
244,Other,13-14,0.7,0.0,1.3,-0.0,0.7,6,-0.3,0.0,-1.1,0.5,0.8
