,attendance,difficulty,noisy_count,true_count,plus_error,minus_error,error,nth_remeasure,noisy_count_prev,true_count_prev,minus_error_prev,plus_error_prev,error_prev
53,0,4,25.6,25.0,27.2,24.1,1.6,2,25.6,25.0,23.3,28.0,2.4
54,0,5,17.5,20.0,19.1,16.0,1.6,2,15.4,20.0,13.1,17.8,2.4
55,1,1,21.0,19.0,22.6,19.5,1.6,2,20.2,19.0,17.9,22.6,2.4
56,1,2,29.4,32.0,30.9,27.8,1.6,2,27.1,32.0,24.7,29.4,2.4
57,1,3,61.4,60.0,63.0,59.8,1.6,2,59.9,60.0,57.6,62.3,2.4
58,1,4,37.9,38.0,39.5,36.3,1.6,2,39.4,38.0,37.0,41.7,2.4
59,1,5,23.8,20.0,25.3,22.2,1.6,2,26.5,20.0,24.1,28.9,2.4
60,2,1,6.0,8.0,7.5,4.4,1.6,2,5.0,8.0,2.6,7.3,2.4
61,2,2,9.8,9.0,11.3,8.2,1.6,2,9.7,9.0,7.4,12.1,2.4
62,2,3,57.3,57.0,58.9,55.8,1.6,2,55.8,57.0,53.5,58.2,2.4
63,2,4,29.2,29.0,30.8,27.6,1.6,2,29.2,29.0,26.9,31.6,2.4
64,2,5,22.8,22.0,24.4,21.2,1.6,2,19.7,22.0,17.3,22.0,2.4
65,3,1,22.5,24.0,24.1,20.9,1.6,2,23.5,24.0,21.1,25.8,2.4
66,3,2,19.6,22.0,21.2,18.0,1.6,2,17.9,22.0,15.6,20.3,2.4
67,3,3,79.6,81.0,81.2,78.0,1.6,2,78.7,81.0,76.3,81.0,2.4
68,3,4,75.9,69.0,77.5,74.4,1.6,2,78.1,69.0,75.8,80.5,2.4
69,3,5,41.0,39.0,42.5,39.4,1.6,2,40.4,39.0,38.0,42.7,2.4
70,4,1,11.6,15.0,13.2,10.1,1.6,2,12.1,15.0,9.7,14.5,2.4
71,4,2,17.9,18.0,19.5,16.3,1.6,2,17.3,18.0,15.0,19.7,2.4
72,4,3,47.2,52.0,48.8,45.6,1.6,2,51.6,52.0,49.3,54.0,2.4
73,4,4,31.6,29.0,33.2,30.1,1.6,2,31.5,29.0,29.2,33.9,2.4
74,4,5,27.1,32.0,28.7,25.5,1.6,2,24.7,32.0,22.3,27.0,2.4
75,0,1,223.2,220.0,224.4,222.0,1.2,3,220.8,220.0,219.2,222.4,1.6
76,0,2,19.1,17.0,20.3,18.0,1.2,3,19.2,17.0,17.6,20.7,1.6
77,0,3,44.4,43.0,45.5,43.2,1.2,3,46.7,43.0,45.1,48.2,1.6
78,0,4,25.5,25.0,26.7,24.3,1.2,3,25.6,25.0,24.1,27.2,1.6
79,0,5,18.1,20.0,19.3,16.9,1.2,3,17.5,20.0,16.0,19.1,1.6
80,1,1,23.7,19.0,24.9,22.5,1.2,3,21.0,19.0,19.5,22.6,1.6
81,1,2,31.2,32.0,32.4,30.0,1.2,3,29.4,32.0,27.8,30.9,1.6
82,1,3,60.4,60.0,61.5,59.2,1.2,3,61.4,60.0,59.8,63.0,1.6
83,1,4,38.1,38.0,39.3,37.0,1.2,3,37.9,38.0,36.3,39.5,1.6
84,1,5,22.8,20.0,23.9,21.6,1.2,3,23.8,20.0,22.2,25.3,1.6
85,2,1,6.5,8.0,7.7,5.3,1.2,3,6.0,8.0,4.4,7.5,1.6
86,2,2,9.7,9.0,10.9,8.5,1.2,3,9.8,9.0,8.2,11.3,1.6
87,2,3,58.2,57.0,59.4,57.0,1.2,3,57.3,57.0,55.8,58.9,1.6
88,2,4,27.4,29.0,28.6,26.3,1.2,3,29.2,29.0,27.6,30.8,1.6
89,2,5,22.8,22.0,24.0,21.6,1.2,3,22.8,22.0,21.2,24.4,1.6
90,3,1,21.9,24.0,23.1,20.7,1.2,3,22.5,24.0,20.9,24.1,1.6
91,3,2,19.2,22.0,20.4,18.0,1.2,3,19.6,22.0,18.0,21.2,1.6
92,3,3,80.2,81.0,81.4,79.0,1.2,3,79.6,81.0,78.0,81.2,1.6
93,3,4,75.4,69.0,76.6,74.2,1.2,3,75.9,69.0,74.4,77.5,1.6
94,3,5,38.2,39.0,39.4,37.0,1.2,3,41.0,39.0,39.4,42.5,1.6
95,4,1,13.7,15.0,14.8,12.5,1.2,3,11.6,15.0,10.1,13.2,1.6
96,4,2,17.9,18.0,19.1,16.7,1.2,3,17.9,18.0,16.3,19.5,1.6
97,4,3,48.1,52.0,49.3,47.0,1.2,3,47.2,52.0,45.6,48.8,1.6
98,4,4,30.4,29.0,31.5,29.2,1.2,3,31.6,29.0,30.1,33.2,1.6
99,4,5,26.4,32.0,27.6,25.2,1.2,3,27.1,32.0,25.5,28.7,1.6
100,0,1,222.5,220.0,223.4,221.6,0.9,4,223.2,220.0,222.0,224.4,1.2
101,0,2,19.2,17.0,20.1,18.2,0.9,4,19.1,17.0,18.0,20.3,1.2
102,0,3,44.7,43.0,45.6,43.7,0.9,4,44.4,43.0,43.2,45.5,1.2
103,0,4,25.2,25.0,26.1,24.2,0.9,4,25.5,25.0,24.3,26.7,1.2
104,0,5,17.8,20.0,18.7,16.8,0.9,4,18.1,20.0,16.9,19.3,1.2
105,1,1,22.3,19.0,23.2,21.3,0.9,4,23.7,19.0,22.5,24.9,1.2
106,1,2,31.2,32.0,32.1,30.2,0.9,4,31.2,32.0,30.0,32.4,1.2
107,1,3,57.5,60.0,58.4,56.5,0.9,4,60.4,60.0,59.2,61.5,1.2
108,1,4,37.7,38.0,38.7,36.8,0.9,4,38.1,38.0,37.0,39.3,1.2
109,1,5,22.3,20.0,23.2,21.3,0.9,4,22.8,20.0,21.6,23.9,1.2
110,2,1,6.9,8.0,7.8,5.9,0.9,4,6.5,8.0,5.3,7.7,1.2
111,2,2,10.0,9.0,10.9,9.0,0.9,4,9.7,9.0,8.5,10.9,1.2
112,2,3,59.3,57.0,60.2,58.3,0.9,4,58.2,57.0,57.0,59.4,1.2
113,2,4,27.5,29.0,28.4,26.5,0.9,4,27.4,29.0,26.3,28.6,1.2
114,2,5,22.2,22.0,23.2,21.3,0.9,4,22.8,22.0,21.6,24.0,1.2
115,3,1,22.5,24.0,23.4,21.6,0.9,4,21.9,24.0,20.7,23.1,1.2
116,3,2,19.1,22.0,20.0,18.1,0.9,4,19.2,22.0,18.0,20.4,1.2
117,3,3,78.4,81.0,79.4,77.5,0.9,4,80.2,81.0,79.0,81.4,1.2
118,3,4,73.5,69.0,74.5,72.6,0.9,4,75.4,69.0,74.2,76.6,1.2
119,3,5,37.9,39.0,38.8,36.9,0.9,4,38.2,39.0,37.0,39.4,1.2
120,4,1,14.1,15.0,15.1,13.2,0.9,4,13.7,15.0,12.5,14.8,1.2
121,4,2,17.6,18.0,18.5,16.6,0.9,4,17.9,18.0,16.7,19.1,1.2
122,4,3,50.9,52.0,51.9,50.0,0.9,4,48.1,52.0,47.0,49.3,1.2
123,4,4,31.0,29.0,31.9,30.1,0.9,4,30.4,29.0,29.2,31.5,1.2
124,4,5,27.7,32.0,28.6,26.8,0.9,4,26.4,32.0,25.2,27.6,1.2
125,0,1,222.3,220.0,223.0,221.5,0.8,5,222.5,220.0,221.6,223.4,0.9
126,0,2,19.1,17.0,19.9,18.3,0.8,5,19.2,17.0,18.2,20.1,0.9
127,0,3,45.1,43.0,45.9,44.3,0.8,5,44.7,43.0,43.7,45.6,0.9
128,0,4,26.4,25.0,27.2,25.6,0.8,5,25.2,25.0,24.2,26.1,0.9
129,0,5,18.0,20.0,18.7,17.2,0.8,5,17.8,20.0,16.8,18.7,0.9
130,1,1,21.5,19.0,22.2,20.7,0.8,5,22.3,19.0,21.3,23.2,0.9
131,1,2,30.7,32.0,31.5,29.9,0.8,5,31.2,32.0,30.2,32.1,0.9
132,1,3,57.7,60.0,58.5,56.9,0.8,5,57.5,60.0,56.5,58.4,0.9
133,1,4,37.8,38.0,38.6,37.0,0.8,5,37.7,38.0,36.8,38.7,0.9
134,1,5,22.4,20.0,23.2,21.6,0.8,5,22.3,20.0,21.3,23.2,0.9
135,2,1,6.8,8.0,7.5,6.0,0.8,5,6.9,8.0,5.9,7.8,0.9
136,2,2,11.1,9.0,11.9,10.3,0.8,5,10.0,9.0,9.0,10.9,0.9
137,2,3,58.3,57.0,59.1,57.5,0.8,5,59.3,57.0,58.3,60.2,0.9
138,2,4,27.6,29.0,28.4,26.9,0.8,5,27.5,29.0,26.5,28.4,0.9
139,2,5,21.6,22.0,22.4,20.8,0.8,5,22.2,22.0,21.3,23.2,0.9
140,3,1,20.9,24.0,21.7,20.1,0.8,5,22.5,24.0,21.6,23.4,0.9
141,3,2,19.2,22.0,20.0,18.4,0.8,5,19.1,22.0,18.1,20.0,0.9
142,3,3,78.7,81.0,79.5,77.9,0.8,5,78.4,81.0,77.5,79.4,0.9
143,3,4,72.8,69.0,73.6,72.0,0.8,5,73.5,69.0,72.6,74.5,0.9
144,3,5,37.8,39.0,38.6,37.0,0.8,5,37.9,39.0,36.9,38.8,0.9
145,4,1,15.0,15.0,15.8,14.3,0.8,5,14.1,15.0,13.2,15.1,0.9
146,4,2,17.2,18.0,18.0,16.4,0.8,5,17.6,18.0,16.6,18.5,0.9
147,4,3,50.6,52.0,51.4,49.9,0.8,5,50.9,52.0,50.0,51.9,0.9
148,4,4,28.0,29.0,28.8,27.2,0.8,5,31.0,29.0,30.1,31.9,0.9
149,4,5,28.0,32.0,28.8,27.3,0.8,5,27.7,32.0,26.8,28.6,0.9
150,0,1,222.9,220.0,223.6,222.2,0.7,6,222.3,220.0,221.5,223.0,0.8
151,0,2,19.3,17.0,20.0,18.6,0.7,6,19.1,17.0,18.3,19.9,0.8
152,0,3,44.3,43.0,45.0,43.7,0.7,6,45.1,43.0,44.3,45.9,0.8
153,0,4,26.5,25.0,27.1,25.8,0.7,6,26.4,25.0,25.6,27.2,0.8
154,0,5,19.1,20.0,19.8,18.4,0.7,6,18.0,20.0,17.2,18.7,0.8
155,1,1,21.7,19.0,22.4,21.0,0.7,6,21.5,19.0,20.7,22.2,0.8
156,1,2,31.1,32.0,31.7,30.4,0.7,6,30.7,32.0,29.9,31.5,0.8
157,1,3,59.3,60.0,59.9,58.6,0.7,6,57.7,60.0,56.9,58.5,0.8
158,1,4,37.5,38.0,38.1,36.8,0.7,6,37.8,38.0,37.0,38.6,0.8
159,1,5,22.3,20.0,22.9,21.6,0.7,6,22.4,20.0,21.6,23.2,0.8
160,2,1,7.1,8.0,7.8,6.4,0.7,6,6.8,8.0,6.0,7.5,0.8
161,2,2,11.1,9.0,11.8,10.4,0.7,6,11.1,9.0,10.3,11.9,0.8
162,2,3,58.3,57.0,59.0,57.7,0.7,6,58.3,57.0,57.5,59.1,0.8
163,2,4,27.8,29.0,28.5,27.2,0.7,6,27.6,29.0,26.9,28.4,0.8
164,2,5,21.6,22.0,22.3,20.9,0.7,6,21.6,22.0,20.8,22.4,0.8
165,3,1,21.3,24.0,22.0,20.6,0.7,6,20.9,24.0,20.1,21.7,0.8
166,3,2,19.4,22.0,20.0,18.7,0.7,6,19.2,22.0,18.4,20.0,0.8
167,3,3,77.9,81.0,78.6,77.3,0.7,6,78.7,81.0,77.9,79.5,0.8
168,3,4,72.4,69.0,73.1,71.7,0.7,6,72.8,69.0,72.0,73.6,0.8
169,3,5,38.3,39.0,39.0,37.6,0.7,6,37.8,39.0,37.0,38.6,0.8
170,4,1,15.3,15.0,16.0,14.7,0.7,6,15.0,15.0,14.3,15.8,0.8
171,4,2,17.5,18.0,18.2,16.8,0.7,6,17.2,18.0,16.4,18.0,0.8
172,4,3,50.8,52.0,51.5,50.2,0.7,6,50.6,52.0,49.9,51.4,0.8
173,4,4,27.7,29.0,28.4,27.0,0.7,6,28.0,29.0,27.2,28.8,0.8
174,4,5,28.5,32.0,29.1,27.8,0.7,6,28.0,32.0,27.3,28.8,0.8
