,Q13,instr,noisy_count,true_count,plus_error,minus_error,error,nth_remeasure,noisy_count_prev,true_count_prev,minus_error_prev,plus_error_prev,error_prev
82,Neither agree nor disagree,Instructor 2,51.8,53.0,52.6,51.0,0.8,5,52.1,53.0,51.2,53.1,0.9
83,Neither agree nor disagree,Instructor 3,89.9,89.0,90.7,89.1,0.8,5,89.3,89.0,88.3,90.2,0.9
84,Agree,Instructor 1,44.5,44.0,45.3,43.7,0.8,5,44.8,44.0,43.8,45.7,0.9
85,Agree,Instructor 2,106.4,105.0,107.2,105.6,0.8,5,105.8,105.0,104.9,106.7,0.9
86,Agree,Instructor 3,90.5,91.0,91.3,89.7,0.8,5,90.4,91.0,89.5,91.4,0.9
87,Strongly agree,Instructor 1,185.9,187.0,186.7,185.1,0.8,5,185.4,187.0,184.4,186.3,0.9
88,Strongly agree,Instructor 2,172.7,173.0,173.4,171.9,0.8,5,172.8,173.0,171.8,173.7,0.9
89,Strongly agree,Instructor 3,84.9,86.0,85.7,84.2,0.8,5,84.3,86.0,83.4,85.3,0.9
90,Strongly disagree,Instructor 1,17.6,18.0,18.3,16.9,0.7,6,17.4,18.0,16.6,18.2,0.8
91,Strongly disagree,Instructor 2,12.2,13.0,12.9,11.5,0.7,6,11.5,13.0,10.7,12.3,0.8
92,Strongly disagree,Instructor 3,38.6,36.0,39.3,37.9,0.7,6,40.1,36.0,39.4,40.9,0.8
93,Disagree,Instructor 1,36.5,37.0,37.2,35.8,0.7,6,36.7,37.0,35.9,37.5,0.8
94,Disagree,Instructor 2,28.0,31.0,28.6,27.3,0.7,6,27.3,31.0,26.5,28.1,0.8
95,Disagree,Instructor 3,18.7,18.0,19.4,18.0,0.7,6,18.3,18.0,17.6,19.1,0.8
96,Neither agree nor disagree,Instructor 1,21.1,19.0,21.8,20.4,0.7,6,20.8,19.0,20.0,21.6,0.8
97,Neither agree nor disagree,Instructor 2,52.3,53.0,53.0,51.7,0.7,6,51.8,53.0,51.0,52.6,0.8
98,Neither agree nor disagree,Instructor 3,89.1,89.0,89.8,88.4,0.7,6,89.9,89.0,89.1,90.7,0.8
99,Agree,Instructor 1,45.7,44.0,46.4,45.1,0.7,6,44.5,44.0,43.7,45.3,0.8
100,Agree,Instructor 2,105.4,105.0,106.1,104.7,0.7,6,106.4,105.0,105.6,107.2,0.8
101,Agree,Instructor 3,90.4,91.0,91.1,89.7,0.7,6,90.5,91.0,89.7,91.3,0.8
102,Strongly agree,Instructor 1,184.8,187.0,185.5,184.1,0.7,6,185.9,187.0,185.1,186.7,0.8
103,Strongly agree,Instructor 2,172.8,173.0,173.5,172.1,0.7,6,172.7,173.0,171.9,173.4,0.8
104,Strongly agree,Instructor 3,85.5,86.0,86.2,84.8,0.7,6,84.9,86.0,84.2,85.7,0.8
