,attendance,difficulty,noisy_count,true_count,plus_error,minus_error,error,nth_remeasure,noisy_count_prev,true_count_prev,minus_error_prev,plus_error_prev,error_prev
82,1,3,57.1,60.0,58.3,55.9,1.2,3,56.3,60.0,54.8,57.9,1.6
83,1,4,38.4,38.0,39.6,37.3,1.2,3,36.2,38.0,34.6,37.7,1.6
84,1,5,20.6,20.0,21.8,19.4,1.2,3,21.9,20.0,20.4,23.5,1.6
85,2,1,9.2,8.0,10.4,8.1,1.2,3,9.7,8.0,8.2,11.3,1.6
86,2,2,13.7,9.0,14.8,12.5,1.2,3,14.4,9.0,12.8,16.0,1.6
87,2,3,57.9,57.0,59.1,56.8,1.2,3,57.5,57.0,55.9,59.0,1.6
88,2,4,32.5,29.0,33.6,31.3,1.2,3,30.0,29.0,28.4,31.5,1.6
89,2,5,21.4,22.0,22.6,20.2,1.2,3,17.9,22.0,16.3,19.5,1.6
90,3,1,19.4,24.0,20.6,18.3,1.2,3,21.8,24.0,20.2,23.3,1.6
91,3,2,22.3,22.0,23.4,21.1,1.2,3,22.2,22.0,20.7,23.8,1.6
92,3,3,79.9,81.0,81.1,78.7,1.2,3,82.5,81.0,80.9,84.1,1.6
93,3,4,72.2,69.0,73.4,71.0,1.2,3,72.8,69.0,71.3,74.4,1.6
94,3,5,40.4,39.0,41.6,39.2,1.2,3,40.7,39.0,39.2,42.3,1.6
95,4,1,15.3,15.0,16.5,14.2,1.2,3,15.6,15.0,14.0,17.2,1.6
96,4,2,15.5,18.0,16.7,14.4,1.2,3,15.4,18.0,13.8,17.0,1.6
97,4,3,54.0,52.0,55.2,52.8,1.2,3,52.1,52.0,50.5,53.7,1.6
98,4,4,28.6,29.0,29.8,27.4,1.2,3,27.8,29.0,26.2,29.4,1.6
99,4,5,29.3,32.0,30.5,28.1,1.2,3,33.3,32.0,31.7,34.9,1.6
100,0,1,222.5,220.0,223.5,221.6,0.9,4,222.7,220.0,221.5,223.9,1.2
101,0,2,18.2,17.0,19.2,17.3,0.9,4,18.4,17.0,17.2,19.6,1.2
102,0,3,42.5,43.0,43.5,41.6,0.9,4,43.2,43.0,42.1,44.4,1.2
103,0,4,24.1,25.0,25.1,23.2,0.9,4,24.1,25.0,22.9,25.2,1.2
104,0,5,19.9,20.0,20.9,19.0,0.9,4,19.3,20.0,18.1,20.5,1.2
105,1,1,20.5,19.0,21.5,19.6,0.9,4,22.5,19.0,21.3,23.7,1.2
106,1,2,28.6,32.0,29.6,27.7,0.9,4,28.9,32.0,27.7,30.0,1.2
107,1,3,58.1,60.0,59.0,57.2,0.9,4,57.1,60.0,55.9,58.3,1.2
108,1,4,39.1,38.0,40.0,38.1,0.9,4,38.4,38.0,37.3,39.6,1.2
109,1,5,19.3,20.0,20.2,18.4,0.9,4,20.6,20.0,19.4,21.8,1.2
110,2,1,9.6,8.0,10.5,8.6,0.9,4,9.2,8.0,8.1,10.4,1.2
111,2,2,13.0,9.0,14.0,12.1,0.9,4,13.7,9.0,12.5,14.8,1.2
112,2,3,57.5,57.0,58.4,56.6,0.9,4,57.9,57.0,56.8,59.1,1.2
113,2,4,31.7,29.0,32.6,30.7,0.9,4,32.5,29.0,31.3,33.6,1.2
114,2,5,21.3,22.0,22.2,20.4,0.9,4,21.4,22.0,20.2,22.6,1.2
115,3,1,20.1,24.0,21.0,19.1,0.9,4,19.4,24.0,18.3,20.6,1.2
116,3,2,21.9,22.0,22.9,21.0,0.9,4,22.3,22.0,21.1,23.4,1.2
117,3,3,81.5,81.0,82.4,80.5,0.9,4,79.9,81.0,78.7,81.1,1.2
118,3,4,72.8,69.0,73.7,71.8,0.9,4,72.2,69.0,71.0,73.4,1.2
119,3,5,41.9,39.0,42.9,41.0,0.9,4,40.4,39.0,39.2,41.6,1.2
120,4,1,14.1,15.0,15.1,13.2,0.9,4,15.3,15.0,14.2,16.5,1.2
121,4,2,14.9,18.0,15.8,13.9,0.9,4,15.5,18.0,14.4,16.7,1.2
122,4,3,53.7,52.0,54.6,52.7,0.9,4,54.0,52.0,52.8,55.2,1.2
123,4,4,29.5,29.0,30.5,28.6,0.9,4,28.6,29.0,27.4,29.8,1.2
124,4,5,30.8,32.0,31.8,29.9,0.9,4,29.3,32.0,28.1,30.5,1.2
125,0,1,221.3,220.0,222.1,220.5,0.8,5,222.5,220.0,221.6,223.5,0.9
126,0,2,17.9,17.0,18.6,17.1,0.8,5,18.2,17.0,17.3,19.2,0.9
127,0,3,41.0,43.0,41.8,40.2,0.8,5,42.5,43.0,41.6,43.5,0.9
128,0,4,24.3,25.0,25.1,23.5,0.8,5,24.1,25.0,23.2,25.1,0.9
129,0,5,21.2,20.0,22.0,20.4,0.8,5,19.9,20.0,19.0,20.9,0.9
130,1,1,20.4,19.0,21.2,19.7,0.8,5,20.5,19.0,19.6,21.5,0.9
131,1,2,29.3,32.0,30.1,28.5,0.8,5,28.6,32.0,27.7,29.6,0.9
132,1,3,59.5,60.0,60.3,58.8,0.8,5,58.1,60.0,57.2,59.0,0.9
133,1,4,39.3,38.0,40.0,38.5,0.8,5,39.1,38.0,38.1,40.0,0.9
134,1,5,20.0,20.0,20.8,19.2,0.8,5,19.3,20.0,18.4,20.2,0.9
135,2,1,10.2,8.0,11.0,9.5,0.8,5,9.6,8.0,8.6,10.5,0.9
136,2,2,11.8,9.0,12.6,11.0,0.8,5,13.0,9.0,12.1,14.0,0.9
137,2,3,57.3,57.0,58.1,56.5,0.8,5,57.5,57.0,56.6,58.4,0.9
138,2,4,31.6,29.0,32.4,30.8,0.8,5,31.7,29.0,30.7,32.6,0.9
139,2,5,21.2,22.0,22.0,20.4,0.8,5,21.3,22.0,20.4,22.2,0.9
140,3,1,21.4,24.0,22.2,20.7,0.8,5,20.1,24.0,19.1,21.0,0.9
141,3,2,21.3,22.0,22.1,20.5,0.8,5,21.9,22.0,21.0,22.9,0.9
142,3,3,81.0,81.0,81.8,80.2,0.8,5,81.5,81.0,80.5,82.4,0.9
143,3,4,70.9,69.0,71.7,70.1,0.8,5,72.8,69.0,71.8,73.7,0.9
144,3,5,42.2,39.0,42.9,41.4,0.8,5,41.9,39.0,41.0,42.9,0.9
145,4,1,14.1,15.0,14.9,13.3,0.8,5,14.1,15.0,13.2,15.1,0.9
146,4,2,15.1,18.0,15.9,14.3,0.8,5,14.9,18.0,13.9,15.8,0.9
147,4,3,52.6,52.0,53.4,51.8,0.8,5,53.7,52.0,52.7,54.6,0.9
148,4,4,29.4,29.0,30.2,28.6,0.8,5,29.5,29.0,28.6,30.5,0.9
149,4,5,30.6,32.0,31.4,29.8,0.8,5,30.8,32.0,29.9,31.8,0.9
150,0,1,221.2,220.0,221.9,220.5,0.7,6,221.3,220.0,220.5,222.1,0.8
151,0,2,17.8,17.0,18.5,17.2,0.7,6,17.9,17.0,17.1,18.6,0.8
152,0,3,42.5,43.0,43.2,41.9,0.7,6,41.0,43.0,40.2,41.8,0.8
153,0,4,25.3,25.0,26.0,24.6,0.7,6,24.3,25.0,23.5,25.1,0.8
154,0,5,21.0,20.0,21.7,20.4,0.7,6,21.2,20.0,20.4,22.0,0.8
155,1,1,21.7,19.0,22.4,21.0,0.7,6,20.4,19.0,19.7,21.2,0.8
156,1,2,30.0,32.0,30.7,29.3,0.7,6,29.3,32.0,28.5,30.1,0.8
157,1,3,60.7,60.0,61.4,60.1,0.7,6,59.5,60.0,58.8,60.3,0.8
158,1,4,40.1,38.0,40.8,39.4,0.7,6,39.3,38.0,38.5,40.0,0.8
159,1,5,20.0,20.0,20.7,19.3,0.7,6,20.0,20.0,19.2,20.8,0.8
160,2,1,9.4,8.0,10.1,8.8,0.7,6,10.2,8.0,9.5,11.0,0.8
161,2,2,11.4,9.0,12.0,10.7,0.7,6,11.8,9.0,11.0,12.6,0.8
162,2,3,57.9,57.0,58.6,57.2,0.7,6,57.3,57.0,56.5,58.1,0.8
163,2,4,31.3,29.0,32.0,30.6,0.7,6,31.6,29.0,30.8,32.4,0.8
164,2,5,21.0,22.0,21.7,20.4,0.7,6,21.2,22.0,20.4,22.0,0.8
165,3,1,21.4,24.0,22.1,20.8,0.7,6,21.4,24.0,20.7,22.2,0.8
166,3,2,20.8,22.0,21.4,20.1,0.7,6,21.3,22.0,20.5,22.1,0.8
167,3,3,80.6,81.0,81.3,79.9,0.7,6,81.0,81.0,80.2,81.8,0.8
168,3,4,70.5,69.0,71.2,69.8,0.7,6,70.9,69.0,70.1,71.7,0.8
169,3,5,40.5,39.0,41.2,39.9,0.7,6,42.2,39.0,41.4,42.9,0.8
170,4,1,14.1,15.0,14.8,13.5,0.7,6,14.1,15.0,13.3,14.9,0.8
171,4,2,15.6,18.0,16.2,14.9,0.7,6,15.1,18.0,14.3,15.9,0.8
172,4,3,52.7,52.0,53.3,52.0,0.7,6,52.6,52.0,51.8,53.4,0.8
173,4,4,28.7,29.0,29.4,28.0,0.7,6,29.4,29.0,28.6,30.2,0.8
174,4,5,29.9,32.0,30.6,29.3,0.7,6,30.6,32.0,29.8,31.4,0.8
