,race,time_in_hospital,noisy_count,true_count,plus_error,minus_error,error,nth_remeasure,noisy_count_prev,true_count_prev,minus_error_prev,plus_error_prev,error_prev
80,Asian,7-8,1.3,1.0,2.9,-0.2,1.6,2,2.0,1.0,-0.4,4.4,2.4
81,Asian,9-10,0.7,0.0,2.3,-0.8,1.6,2,1.4,0.0,-1.0,3.8,2.4
82,Asian,11-12,-1.7,0.0,-0.2,-3.3,1.6,2,-2.3,0.0,-4.7,0.0,2.4
83,Asian,13-14,1.9,0.0,3.5,0.4,1.6,2,2.2,0.0,-0.1,4.6,2.4
84,Caucasian,1-2,234.9,235.0,236.5,233.4,1.6,2,233.9,235.0,231.6,236.3,2.4
85,Caucasian,3-4,240.9,241.0,242.5,239.4,1.6,2,242.0,241.0,239.7,244.4,2.4
86,Caucasian,5-6,133.8,132.0,135.3,132.2,1.6,2,130.3,132.0,128.0,132.7,2.4
87,Caucasian,7-8,79.2,82.0,80.8,77.6,1.6,2,80.0,82.0,77.6,82.3,2.4
88,Caucasian,9-10,29.6,27.0,31.2,28.0,1.6,2,29.3,27.0,26.9,31.7,2.4
89,Caucasian,11-12,22.2,22.0,23.8,20.6,1.6,2,22.9,22.0,20.5,25.2,2.4
90,Caucasian,13-14,14.5,16.0,16.1,12.9,1.6,2,16.7,16.0,14.4,19.1,2.4
91,Hispanic,1-2,19.1,11.0,20.7,17.5,1.6,2,14.8,11.0,12.5,17.2,2.4
92,Hispanic,3-4,5.2,8.0,6.7,3.6,1.6,2,10.3,8.0,8.0,12.7,2.4
93,Hispanic,5-6,3.1,4.0,4.7,1.5,1.6,2,3.9,4.0,1.5,6.2,2.4
94,Hispanic,7-8,1.8,0.0,3.3,0.2,1.6,2,2.8,0.0,0.4,5.1,2.4
95,Hispanic,9-10,1.8,1.0,3.4,0.2,1.6,2,1.0,1.0,-1.4,3.3,2.4
96,Hispanic,11-12,4.6,1.0,6.2,3.1,1.6,2,1.6,1.0,-0.7,4.0,2.4
97,Hispanic,13-14,2.8,1.0,4.4,1.2,1.6,2,0.7,1.0,-1.7,3.1,2.4
98,Other,1-2,1.6,5.0,3.2,0.0,1.6,2,0.1,5.0,-2.3,2.4,2.4
99,Other,3-4,5.2,7.0,6.8,3.6,1.6,2,4.5,7.0,2.1,6.8,2.4
100,Other,5-6,1.8,1.0,3.4,0.3,1.6,2,1.4,1.0,-0.9,3.8,2.4
101,Other,7-8,3.4,4.0,5.0,1.8,1.6,2,2.1,4.0,-0.3,4.5,2.4
102,Other,9-10,0.8,1.0,2.4,-0.8,1.6,2,-0.4,1.0,-2.7,2.0,2.4
103,Other,11-12,-1.5,0.0,0.1,-3.1,1.6,2,-1.8,0.0,-4.2,0.5,2.4
104,Other,13-14,3.7,0.0,5.3,2.1,1.6,2,1.9,0.0,-0.5,4.2,2.4
105,African American,1-2,62.7,59.0,63.9,61.5,1.2,3,62.5,59.0,60.9,64.1,1.6
106,African American,3-4,55.9,56.0,57.0,54.7,1.2,3,56.7,56.0,55.1,58.2,1.6
107,African American,5-6,34.2,33.0,35.3,33.0,1.2,3,36.3,33.0,34.7,37.9,1.6
108,African American,7-8,25.1,24.0,26.3,23.9,1.2,3,24.7,24.0,23.1,26.3,1.6
109,African American,9-10,9.3,10.0,10.5,8.1,1.2,3,9.1,10.0,7.6,10.7,1.6
110,African American,11-12,11.6,10.0,12.8,10.4,1.2,3,11.3,10.0,9.7,12.9,1.6
111,African American,13-14,3.2,3.0,4.3,2.0,1.2,3,3.3,3.0,1.7,4.8,1.6
112,Asian,1-2,4.2,4.0,5.4,3.0,1.2,3,4.6,4.0,3.0,6.2,1.6
113,Asian,3-4,0.8,0.0,2.0,-0.3,1.2,3,0.6,0.0,-0.9,2.2,1.6
114,Asian,5-6,0.7,1.0,1.8,-0.5,1.2,3,-0.2,1.0,-1.7,1.4,1.6
115,Asian,7-8,3.6,1.0,4.8,2.4,1.2,3,1.3,1.0,-0.2,2.9,1.6
116,Asian,9-10,0.9,0.0,2.1,-0.3,1.2,3,0.7,0.0,-0.8,2.3,1.6
117,Asian,11-12,-1.3,0.0,-0.1,-2.5,1.2,3,-1.7,0.0,-3.3,-0.2,1.6
118,Asian,13-14,0.3,0.0,1.5,-0.9,1.2,3,1.9,0.0,0.4,3.5,1.6
119,Caucasian,1-2,234.8,235.0,236.0,233.6,1.2,3,234.9,235.0,233.4,236.5,1.6
120,Caucasian,3-4,240.4,241.0,241.6,239.2,1.2,3,240.9,241.0,239.4,242.5,1.6
121,Caucasian,5-6,133.5,132.0,134.7,132.4,1.2,3,133.8,132.0,132.2,135.3,1.6
122,Caucasian,7-8,81.2,82.0,82.4,80.0,1.2,3,79.2,82.0,77.6,80.8,1.6
123,Caucasian,9-10,29.3,27.0,30.5,28.1,1.2,3,29.6,27.0,28.0,31.2,1.6
124,Caucasian,11-12,22.3,22.0,23.5,21.1,1.2,3,22.2,22.0,20.6,23.8,1.6
125,Caucasian,13-14,15.2,16.0,16.4,14.0,1.2,3,14.5,16.0,12.9,16.1,1.6
126,Hispanic,1-2,18.2,11.0,19.3,17.0,1.2,3,19.1,11.0,17.5,20.7,1.6
127,Hispanic,3-4,6.6,8.0,7.7,5.4,1.2,3,5.2,8.0,3.6,6.7,1.6
128,Hispanic,5-6,2.9,4.0,4.1,1.7,1.2,3,3.1,4.0,1.5,4.7,1.6
129,Hispanic,7-8,0.8,0.0,2.0,-0.4,1.2,3,1.8,0.0,0.2,3.3,1.6
130,Hispanic,9-10,3.7,1.0,4.8,2.5,1.2,3,1.8,1.0,0.2,3.4,1.6
131,Hispanic,11-12,3.8,1.0,4.9,2.6,1.2,3,4.6,1.0,3.1,6.2,1.6
132,Hispanic,13-14,2.2,1.0,3.4,1.0,1.2,3,2.8,1.0,1.2,4.4,1.6
133,Other,1-2,2.8,5.0,4.0,1.7,1.2,3,1.6,5.0,0.0,3.2,1.6
134,Other,3-4,6.3,7.0,7.5,5.1,1.2,3,5.2,7.0,3.6,6.8,1.6
135,Other,5-6,1.5,1.0,2.7,0.4,1.2,3,1.8,1.0,0.3,3.4,1.6
136,Other,7-8,5.5,4.0,6.7,4.3,1.2,3,3.4,4.0,1.8,5.0,1.6
137,Other,9-10,0.9,1.0,2.1,-0.3,1.2,3,0.8,1.0,-0.8,2.4,1.6
138,Other,11-12,-1.5,0.0,-0.3,-2.7,1.2,3,-1.5,0.0,-3.1,0.1,1.6
139,Other,13-14,2.0,0.0,3.2,0.9,1.2,3,3.7,0.0,2.1,5.3,1.6
140,African American,1-2,61.8,59.0,62.8,60.9,0.9,4,62.7,59.0,61.5,63.9,1.2
141,African American,3-4,57.1,56.0,58.1,56.2,0.9,4,55.9,56.0,54.7,57.0,1.2
142,African American,5-6,32.3,33.0,33.2,31.3,0.9,4,34.2,33.0,33.0,35.3,1.2
143,African American,7-8,25.5,24.0,26.4,24.5,0.9,4,25.1,24.0,23.9,26.3,1.2
144,African American,9-10,10.2,10.0,11.1,9.3,0.9,4,9.3,10.0,8.1,10.5,1.2
145,African American,11-12,11.3,10.0,12.3,10.4,0.9,4,11.6,10.0,10.4,12.8,1.2
146,African American,13-14,3.3,3.0,4.3,2.4,0.9,4,3.2,3.0,2.0,4.3,1.2
147,Asian,1-2,4.0,4.0,5.0,3.1,0.9,4,4.2,4.0,3.0,5.4,1.2
148,Asian,3-4,0.7,0.0,1.6,-0.3,0.9,4,0.8,0.0,-0.3,2.0,1.2
149,Asian,5-6,0.7,1.0,1.6,-0.2,0.9,4,0.7,1.0,-0.5,1.8,1.2
150,Asian,7-8,3.5,1.0,4.4,2.5,0.9,4,3.6,1.0,2.4,4.8,1.2
151,Asian,9-10,-1.5,0.0,-0.6,-2.4,0.9,4,0.9,0.0,-0.3,2.1,1.2
152,Asian,11-12,-2.4,0.0,-1.5,-3.4,0.9,4,-1.3,0.0,-2.5,-0.1,1.2
153,Asian,13-14,-0.7,0.0,0.2,-1.7,0.9,4,0.3,0.0,-0.9,1.5,1.2
154,Caucasian,1-2,234.5,235.0,235.4,233.6,0.9,4,234.8,235.0,233.6,236.0,1.2
155,Caucasian,3-4,240.7,241.0,241.6,239.7,0.9,4,240.4,241.0,239.2,241.6,1.2
156,Caucasian,5-6,133.3,132.0,134.3,132.4,0.9,4,133.5,132.0,132.4,134.7,1.2
157,Caucasian,7-8,81.9,82.0,82.9,81.0,0.9,4,81.2,82.0,80.0,82.4,1.2
158,Caucasian,9-10,29.5,27.0,30.5,28.6,0.9,4,29.3,27.0,28.1,30.5,1.2
159,Caucasian,11-12,22.9,22.0,23.8,22.0,0.9,4,22.3,22.0,21.1,23.5,1.2
160,Caucasian,13-14,13.9,16.0,14.8,12.9,0.9,4,15.2,16.0,14.0,16.4,1.2
161,Hispanic,1-2,18.3,11.0,19.2,17.3,0.9,4,18.2,11.0,17.0,19.3,1.2
162,Hispanic,3-4,6.3,8.0,7.3,5.4,0.9,4,6.6,8.0,5.4,7.7,1.2
163,Hispanic,5-6,3.7,4.0,4.6,2.7,0.9,4,2.9,4.0,1.7,4.1,1.2
164,Hispanic,7-8,0.5,0.0,1.5,-0.4,0.9,4,0.8,0.0,-0.4,2.0,1.2
165,Hispanic,9-10,3.1,1.0,4.0,2.1,0.9,4,3.7,1.0,2.5,4.8,1.2
166,Hispanic,11-12,3.5,1.0,4.5,2.6,0.9,4,3.8,1.0,2.6,4.9,1.2
167,Hispanic,13-14,3.3,1.0,4.2,2.3,0.9,4,2.2,1.0,1.0,3.4,1.2
168,Other,1-2,4.9,5.0,5.9,4.0,0.9,4,2.8,5.0,1.7,4.0,1.2
169,Other,3-4,6.6,7.0,7.6,5.7,0.9,4,6.3,7.0,5.1,7.5,1.2
170,Other,5-6,0.1,1.0,1.0,-0.9,0.9,4,1.5,1.0,0.4,2.7,1.2
171,Other,7-8,6.1,4.0,7.0,5.2,0.9,4,5.5,4.0,4.3,6.7,1.2
172,Other,9-10,0.7,1.0,1.6,-0.2,0.9,4,0.9,1.0,-0.3,2.1,1.2
173,Other,11-12,-1.0,0.0,-0.0,-1.9,0.9,4,-1.5,0.0,-2.7,-0.3,1.2
174,Other,13-14,2.8,0.0,3.7,1.8,0.9,4,2.0,0.0,0.9,3.2,1.2
175,African American,1-2,61.3,59.0,62.1,60.5,0.8,5,61.8,59.0,60.9,62.8,0.9
176,African American,3-4,56.5,56.0,57.3,55.7,0.8,5,57.1,56.0,56.2,58.1,0.9
177,African American,5-6,32.4,33.0,33.2,31.6,0.8,5,32.3,33.0,31.3,33.2,0.9
178,African American,7-8,26.3,24.0,27.1,25.5,0.8,5,25.5,24.0,24.5,26.4,0.9
179,African American,9-10,9.3,10.0,10.1,8.6,0.8,5,10.2,10.0,9.3,11.1,0.9
180,African American,11-12,11.0,10.0,11.7,10.2,0.8,5,11.3,10.0,10.4,12.3,0.9
181,African American,13-14,3.2,3.0,3.9,2.4,0.8,5,3.3,3.0,2.4,4.3,0.9
182,Asian,1-2,2.8,4.0,3.6,2.0,0.8,5,4.0,4.0,3.1,5.0,0.9
183,Asian,3-4,0.1,0.0,0.9,-0.7,0.8,5,0.7,0.0,-0.3,1.6,0.9
184,Asian,5-6,1.9,1.0,2.7,1.1,0.8,5,0.7,1.0,-0.2,1.6,0.9
185,Asian,7-8,2.6,1.0,3.4,1.9,0.8,5,3.5,1.0,2.5,4.4,0.9
186,Asian,9-10,-3.2,0.0,-2.4,-4.0,0.8,5,-1.5,0.0,-2.4,-0.6,0.9
187,Asian,11-12,-2.1,0.0,-1.3,-2.9,0.8,5,-2.4,0.0,-3.4,-1.5,0.9
188,Asian,13-14,-0.4,0.0,0.3,-1.2,0.8,5,-0.7,0.0,-1.7,0.2,0.9
189,Caucasian,1-2,236.0,235.0,236.8,235.2,0.8,5,234.5,235.0,233.6,235.4,0.9
190,Caucasian,3-4,240.1,241.0,240.9,239.3,0.8,5,240.7,241.0,239.7,241.6,0.9
191,Caucasian,5-6,134.4,132.0,135.2,133.6,0.8,5,133.3,132.0,132.4,134.3,0.9
192,Caucasian,7-8,81.9,82.0,82.7,81.1,0.8,5,81.9,82.0,81.0,82.9,0.9
193,Caucasian,9-10,29.6,27.0,30.4,28.8,0.8,5,29.5,27.0,28.6,30.5,0.9
194,Caucasian,11-12,22.9,22.0,23.7,22.1,0.8,5,22.9,22.0,22.0,23.8,0.9
195,Caucasian,13-14,13.7,16.0,14.5,12.9,0.8,5,13.9,16.0,12.9,14.8,0.9
196,Hispanic,1-2,18.3,11.0,19.1,17.5,0.8,5,18.3,11.0,17.3,19.2,0.9
197,Hispanic,3-4,7.4,8.0,8.2,6.6,0.8,5,6.3,8.0,5.4,7.3,0.9
198,Hispanic,5-6,4.1,4.0,4.9,3.3,0.8,5,3.7,4.0,2.7,4.6,0.9
199,Hispanic,7-8,0.4,0.0,1.2,-0.4,0.8,5,0.5,0.0,-0.4,1.5,0.9
200,Hispanic,9-10,2.6,1.0,3.4,1.8,0.8,5,3.1,1.0,2.1,4.0,0.9
201,Hispanic,11-12,3.7,1.0,4.5,2.9,0.8,5,3.5,1.0,2.6,4.5,0.9
202,Hispanic,13-14,2.9,1.0,3.7,2.1,0.8,5,3.3,1.0,2.3,4.2,0.9
203,Other,1-2,4.8,5.0,5.6,4.0,0.8,5,4.9,5.0,4.0,5.9,0.9
204,Other,3-4,7.9,7.0,8.7,7.1,0.8,5,6.6,7.0,5.7,7.6,0.9
205,Other,5-6,0.4,1.0,1.2,-0.3,0.8,5,0.1,1.0,-0.9,1.0,0.9
206,Other,7-8,5.1,4.0,5.9,4.4,0.8,5,6.1,4.0,5.2,7.0,0.9
207,Other,9-10,1.1,1.0,1.9,0.3,0.8,5,0.7,1.0,-0.2,1.6,0.9
208,Other,11-12,-1.0,0.0,-0.2,-1.8,0.8,5,-1.0,0.0,-1.9,-0.0,0.9
209,Other,13-14,2.8,0.0,3.6,2.0,0.8,5,2.8,0.0,1.8,3.7,0.9
210,African American,1-2,61.1,59.0,61.8,60.4,0.7,6,61.3,59.0,60.5,62.1,0.8
211,African American,3-4,55.8,56.0,56.4,55.1,0.7,6,56.5,56.0,55.7,57.3,0.8
212,African American,5-6,32.9,33.0,33.6,32.3,0.7,6,32.4,33.0,31.6,33.2,0.8
213,African American,7-8,25.5,24.0,26.2,24.9,0.7,6,26.3,24.0,25.5,27.1,0.8
214,African American,9-10,8.3,10.0,8.9,7.6,0.7,6,9.3,10.0,8.6,10.1,0.8
215,African American,11-12,10.6,10.0,11.3,10.0,0.7,6,11.0,10.0,10.2,11.7,0.8
216,African American,13-14,3.4,3.0,4.0,2.7,0.7,6,3.2,3.0,2.4,3.9,0.8
217,Asian,1-2,2.8,4.0,3.4,2.1,0.7,6,2.8,4.0,2.0,3.6,0.8
218,Asian,3-4,1.2,0.0,1.9,0.6,0.7,6,0.1,0.0,-0.7,0.9,0.8
219,Asian,5-6,3.4,1.0,4.1,2.7,0.7,6,1.9,1.0,1.1,2.7,0.8
220,Asian,7-8,2.6,1.0,3.2,1.9,0.7,6,2.6,1.0,1.9,3.4,0.8
221,Asian,9-10,-2.4,0.0,-1.7,-3.1,0.7,6,-3.2,0.0,-4.0,-2.4,0.8
222,Asian,11-12,-0.6,0.0,0.1,-1.3,0.7,6,-2.1,0.0,-2.9,-1.3,0.8
223,Asian,13-14,0.1,0.0,0.8,-0.6,0.7,6,-0.4,0.0,-1.2,0.3,0.8
224,Caucasian,1-2,235.5,235.0,236.2,234.8,0.7,6,236.0,235.0,235.2,236.8,0.8
225,Caucasian,3-4,240.0,241.0,240.7,239.3,0.7,6,240.1,241.0,239.3,240.9,0.8
226,Caucasian,5-6,135.6,132.0,136.3,134.9,0.7,6,134.4,132.0,133.6,135.2,0.8
227,Caucasian,7-8,82.1,82.0,82.7,81.4,0.7,6,81.9,82.0,81.1,82.7,0.8
228,Caucasian,9-10,30.0,27.0,30.7,29.4,0.7,6,29.6,27.0,28.8,30.4,0.8
229,Caucasian,11-12,21.1,22.0,21.8,20.4,0.7,6,22.9,22.0,22.1,23.7,0.8
230,Caucasian,13-14,14.4,16.0,15.0,13.7,0.7,6,13.7,16.0,12.9,14.5,0.8
231,Hispanic,1-2,16.1,11.0,16.8,15.4,0.7,6,18.3,11.0,17.5,19.1,0.8
232,Hispanic,3-4,5.3,8.0,6.0,4.6,0.7,6,7.4,8.0,6.6,8.2,0.8
233,Hispanic,5-6,3.6,4.0,4.3,3.0,0.7,6,4.1,4.0,3.3,4.9,0.8
234,Hispanic,7-8,0.1,0.0,0.8,-0.5,0.7,6,0.4,0.0,-0.4,1.2,0.8
235,Hispanic,9-10,3.6,1.0,4.3,2.9,0.7,6,2.6,1.0,1.8,3.4,0.8
236,Hispanic,11-12,4.1,1.0,4.8,3.5,0.7,6,3.7,1.0,2.9,4.5,0.8
237,Hispanic,13-14,2.7,1.0,3.4,2.0,0.7,6,2.9,1.0,2.1,3.7,0.8
238,Other,1-2,3.5,5.0,4.2,2.8,0.7,6,4.8,5.0,4.0,5.6,0.8
239,Other,3-4,8.1,7.0,8.8,7.5,0.7,6,7.9,7.0,7.1,8.7,0.8
240,Other,5-6,-0.3,1.0,0.3,-1.0,0.7,6,0.4,1.0,-0.3,1.2,0.8
241,Other,7-8,4.5,4.0,5.2,3.8,0.7,6,5.1,4.0,4.4,5.9,0.8
242,Other,9-10,2.0,1.0,2.7,1.4,0.7,6,1.1,1.0,0.3,1.9,0.8
243,Other,11-12,-1.1,0.0,-0.5,-1.8,0.7,6,-1.0,0.0,-1.8,-0.2,0.8
244,Other,13-14,2.8,0.0,3.5,2.2,0.7,6,2.8,0.0,2.0,3.6,0.8
