,Q9,instr,noisy_count,true_count,plus_error,minus_error,error,nth_remeasure,noisy_count_prev,true_count_prev,minus_error_prev,plus_error_prev,error_prev
53,Neither agree nor disagree,Instructor 3,192.6,193.0,193.8,191.4,1.2,3,193.0,193.0,191.4,194.6,1.6
54,Agree,Instructor 1,54.0,54.0,55.2,52.8,1.2,3,54.5,54.0,52.9,56.0,1.6
55,Agree,Instructor 2,80.9,83.0,82.1,79.8,1.2,3,81.5,83.0,79.9,83.0,1.6
56,Agree,Instructor 3,145.1,143.0,146.2,143.9,1.2,3,143.8,143.0,142.2,145.3,1.6
57,Strongly agree,Instructor 1,27.4,29.0,28.6,26.2,1.2,3,28.6,29.0,27.0,30.2,1.6
58,Strongly agree,Instructor 2,49.4,50.0,50.6,48.2,1.2,3,50.8,50.0,49.2,52.4,1.6
59,Strongly agree,Instructor 3,90.4,91.0,91.6,89.2,1.2,3,89.4,91.0,87.8,90.9,1.6
60,Strongly disagree,Instructor 1,33.6,30.0,34.6,32.7,0.9,4,33.0,30.0,31.8,34.1,1.2
61,Strongly disagree,Instructor 2,23.3,22.0,24.3,22.4,0.9,4,23.5,22.0,22.3,24.7,1.2
62,Strongly disagree,Instructor 3,106.9,105.0,107.9,106.0,0.9,4,106.7,105.0,105.6,107.9,1.2
63,Disagree,Instructor 1,7.5,8.0,8.4,6.5,0.9,4,6.5,8.0,5.3,7.6,1.2
64,Disagree,Instructor 2,24.0,23.0,25.0,23.1,0.9,4,24.5,23.0,23.3,25.7,1.2
65,Disagree,Instructor 3,67.0,67.0,68.0,66.1,0.9,4,67.3,67.0,66.1,68.5,1.2
66,Neither agree nor disagree,Instructor 1,35.4,37.0,36.3,34.4,0.9,4,35.2,37.0,34.0,36.4,1.2
67,Neither agree nor disagree,Instructor 2,64.4,65.0,65.3,63.4,0.9,4,63.2,65.0,62.1,64.4,1.2
68,Neither agree nor disagree,Instructor 3,192.5,193.0,193.4,191.5,0.9,4,192.6,193.0,191.4,193.8,1.2
69,Agree,Instructor 1,53.9,54.0,54.8,52.9,0.9,4,54.0,54.0,52.8,55.2,1.2
70,Agree,Instructor 2,81.2,83.0,82.2,80.3,0.9,4,80.9,83.0,79.8,82.1,1.2
71,Agree,Instructor 3,144.9,143.0,145.8,144.0,0.9,4,145.1,143.0,143.9,146.2,1.2
72,Strongly agree,Instructor 1,28.1,29.0,29.1,27.2,0.9,4,27.4,29.0,26.2,28.6,1.2
73,Strongly agree,Instructor 2,49.1,50.0,50.0,48.1,0.9,4,49.4,50.0,48.2,50.6,1.2
74,Strongly agree,Instructor 3,92.2,91.0,93.2,91.3,0.9,4,90.4,91.0,89.2,91.6,1.2
75,Strongly disagree,Instructor 1,35.8,30.0,36.6,35.0,0.8,5,33.6,30.0,32.7,34.6,0.9
76,Strongly disagree,Instructor 2,20.9,22.0,21.7,20.1,0.8,5,23.3,22.0,22.4,24.3,0.9
77,Strongly disagree,Instructor 3,106.2,105.0,107.0,105.4,0.8,5,106.9,105.0,106.0,107.9,0.9
78,Disagree,Instructor 1,8.0,8.0,8.8,7.2,0.8,5,7.5,8.0,6.5,8.4,0.9
79,Disagree,Instructor 2,25.5,23.0,26.3,24.7,0.8,5,24.0,23.0,23.1,25.0,0.9
80,Disagree,Instructor 3,68.0,67.0,68.8,67.2,0.8,5,67.0,67.0,66.1,68.0,0.9
81,Neither agree nor disagree,Instructor 1,35.6,37.0,36.4,34.8,0.8,5,35.4,37.0,34.4,36.3,0.9
82,Neither agree nor disagree,Instructor 2,64.4,65.0,65.2,63.6,0.8,5,64.4,65.0,63.4,65.3,0.9
83,Neither agree nor disagree,Instructor 3,192.8,193.0,193.6,192.0,0.8,5,192.5,193.0,191.5,193.4,0.9
84,Agree,Instructor 1,54.3,54.0,55.0,53.5,0.8,5,53.9,54.0,52.9,54.8,0.9
85,Agree,Instructor 2,81.4,83.0,82.2,80.6,0.8,5,81.2,83.0,80.3,82.2,0.9
86,Agree,Instructor 3,145.8,143.0,146.6,145.0,0.8,5,144.9,143.0,144.0,145.8,0.9
87,Strongly agree,Instructor 1,27.9,29.0,28.7,27.1,0.8,5,28.1,29.0,27.2,29.1,0.9
88,Strongly agree,Instructor 2,49.4,50.0,50.2,48.6,0.8,5,49.1,50.0,48.1,50.0,0.9
89,Strongly agree,Instructor 3,92.7,91.0,93.5,91.9,0.8,5,92.2,91.0,91.3,93.2,0.9
90,Strongly disagree,Instructor 1,35.6,30.0,36.3,34.9,0.7,6,35.8,30.0,35.0,36.6,0.8
91,Strongly disagree,Instructor 2,20.7,22.0,21.4,20.0,0.7,6,20.9,22.0,20.1,21.7,0.8
92,Strongly disagree,Instructor 3,105.3,105.0,106.0,104.6,0.7,6,106.2,105.0,105.4,107.0,0.8
93,Disagree,Instructor 1,8.0,8.0,8.6,7.3,0.7,6,8.0,8.0,7.2,8.8,0.8
94,Disagree,Instructor 2,25.5,23.0,26.1,24.8,0.7,6,25.5,23.0,24.7,26.3,0.8
95,Disagree,Instructor 3,67.9,67.0,68.5,67.2,0.7,6,68.0,67.0,67.2,68.8,0.8
96,Neither agree nor disagree,Instructor 1,35.7,37.0,36.3,35.0,0.7,6,35.6,37.0,34.8,36.4,0.8
97,Neither agree nor disagree,Instructor 2,64.7,65.0,65.4,64.0,0.7,6,64.4,65.0,63.6,65.2,0.8
98,Neither agree nor disagree,Instructor 3,193.2,193.0,193.8,192.5,0.7,6,192.8,193.0,192.0,193.6,0.8
99,Agree,Instructor 1,54.4,54.0,55.1,53.8,0.7,6,54.3,54.0,53.5,55.0,0.8
100,Agree,Instructor 2,81.6,83.0,82.3,80.9,0.7,6,81.4,83.0,80.6,82.2,0.8
101,Agree,Instructor 3,144.8,143.0,145.4,144.1,0.7,6,145.8,143.0,145.0,146.6,0.8
102,Strongly agree,Instructor 1,28.0,29.0,28.6,27.3,0.7,6,27.9,29.0,27.1,28.7,0.8
103,Strongly agree,Instructor 2,49.2,50.0,49.8,48.5,0.7,6,49.4,50.0,48.6,50.2,0.8
104,Strongly agree,Instructor 3,92.6,91.0,93.2,91.9,0.7,6,92.7,91.0,91.9,93.5,0.8
