,Q9,instr,noisy_count,true_count,plus_error,minus_error,error,nth_remeasure,noisy_count_prev,true_count_prev,minus_error_prev,plus_error_prev,error_prev
27,Strongly agree,Instructor 1,20.0,26.0,22.3,17.6,2.4,1,22.0,26.0,17.3,26.7,4.7
28,Strongly agree,Instructor 2,38.0,41.0,40.3,35.6,2.4,1,41.2,41.0,36.5,45.9,4.7
29,Strongly agree,Instructor 3,73.1,80.0,75.5,70.8,2.4,1,79.1,80.0,74.4,83.9,4.7
30,Strongly disagree,Instructor 1,16.4,18.0,17.9,14.8,1.6,2,15.7,18.0,13.4,18.1,2.4
31,Strongly disagree,Instructor 2,25.4,21.0,26.9,23.8,1.6,2,22.8,21.0,20.4,25.2,2.4
32,Strongly disagree,Instructor 3,112.1,115.0,113.6,110.5,1.6,2,112.8,115.0,110.4,115.1,2.4
33,Disagree,Instructor 1,16.0,15.0,17.5,14.4,1.6,2,13.4,15.0,11.0,15.7,2.4
34,Disagree,Instructor 2,20.9,20.0,22.5,19.3,1.6,2,17.9,20.0,15.6,20.3,2.4
35,Disagree,Instructor 3,93.5,93.0,95.1,91.9,1.6,2,90.3,93.0,87.9,92.7,2.4
36,Neither agree nor disagree,Instructor 1,45.2,39.0,46.8,43.6,1.6,2,44.8,39.0,42.4,47.2,2.4
37,Neither agree nor disagree,Instructor 2,63.5,63.0,65.1,62.0,1.6,2,63.7,63.0,61.4,66.1,2.4
38,Neither agree nor disagree,Instructor 3,193.5,195.0,195.1,192.0,1.6,2,193.0,195.0,190.6,195.3,2.4
39,Agree,Instructor 1,38.6,37.0,40.2,37.0,1.6,2,37.3,37.0,34.9,39.7,2.4
40,Agree,Instructor 2,73.5,78.0,75.1,71.9,1.6,2,73.0,78.0,70.6,75.3,2.4
41,Agree,Instructor 3,159.2,159.0,160.8,157.6,1.6,2,158.3,159.0,155.9,160.6,2.4
42,Strongly agree,Instructor 1,23.8,26.0,25.3,22.2,1.6,2,20.0,26.0,17.6,22.3,2.4
43,Strongly agree,Instructor 2,40.2,41.0,41.8,38.6,1.6,2,38.0,41.0,35.6,40.3,2.4
44,Strongly agree,Instructor 3,75.6,80.0,77.2,74.1,1.6,2,73.1,80.0,70.8,75.5,2.4
45,Strongly disagree,Instructor 1,15.6,18.0,16.8,14.5,1.2,3,16.4,18.0,14.8,17.9,1.6
46,Strongly disagree,Instructor 2,23.4,21.0,24.6,22.3,1.2,3,25.4,21.0,23.8,26.9,1.6
47,Strongly disagree,Instructor 3,117.2,115.0,118.4,116.0,1.2,3,112.1,115.0,110.5,113.6,1.6
48,Disagree,Instructor 1,16.9,15.0,18.1,15.7,1.2,3,16.0,15.0,14.4,17.5,1.6
49,Disagree,Instructor 2,19.7,20.0,20.9,18.6,1.2,3,20.9,20.0,19.3,22.5,1.6
50,Disagree,Instructor 3,95.3,93.0,96.5,94.1,1.2,3,93.5,93.0,91.9,95.1,1.6
51,Neither agree nor disagree,Instructor 1,44.0,39.0,45.1,42.8,1.2,3,45.2,39.0,43.6,46.8,1.6
52,Neither agree nor disagree,Instructor 2,63.9,63.0,65.0,62.7,1.2,3,63.5,63.0,62.0,65.1,1.6
53,Neither agree nor disagree,Instructor 3,193.7,195.0,194.9,192.5,1.2,3,193.5,195.0,192.0,195.1,1.6
54,Agree,Instructor 1,36.4,37.0,37.5,35.2,1.2,3,38.6,37.0,37.0,40.2,1.6
55,Agree,Instructor 2,74.6,78.0,75.8,73.5,1.2,3,73.5,78.0,71.9,75.1,1.6
56,Agree,Instructor 3,158.6,159.0,159.8,157.4,1.2,3,159.2,159.0,157.6,160.8,1.6
57,Strongly agree,Instructor 1,24.9,26.0,26.0,23.7,1.2,3,23.8,26.0,22.2,25.3,1.6
58,Strongly agree,Instructor 2,40.1,41.0,41.3,39.0,1.2,3,40.2,41.0,38.6,41.8,1.6
59,Strongly agree,Instructor 3,77.0,80.0,78.2,75.8,1.2,3,75.6,80.0,74.1,77.2,1.6
60,Strongly disagree,Instructor 1,15.8,18.0,16.7,14.8,0.9,4,15.6,18.0,14.5,16.8,1.2
61,Strongly disagree,Instructor 2,22.8,21.0,23.7,21.8,0.9,4,23.4,21.0,22.3,24.6,1.2
62,Strongly disagree,Instructor 3,117.5,115.0,118.4,116.6,0.9,4,117.2,115.0,116.0,118.4,1.2
63,Disagree,Instructor 1,17.2,15.0,18.1,16.3,0.9,4,16.9,15.0,15.7,18.1,1.2
64,Disagree,Instructor 2,20.5,20.0,21.4,19.5,0.9,4,19.7,20.0,18.6,20.9,1.2
65,Disagree,Instructor 3,94.5,93.0,95.5,93.6,0.9,4,95.3,93.0,94.1,96.5,1.2
66,Neither agree nor disagree,Instructor 1,45.2,39.0,46.2,44.3,0.9,4,44.0,39.0,42.8,45.1,1.2
67,Neither agree nor disagree,Instructor 2,65.4,63.0,66.3,64.4,0.9,4,63.9,63.0,62.7,65.0,1.2
68,Neither agree nor disagree,Instructor 3,194.3,195.0,195.2,193.3,0.9,4,193.7,195.0,192.5,194.9,1.2
69,Agree,Instructor 1,36.2,37.0,37.2,35.3,0.9,4,36.4,37.0,35.2,37.5,1.2
70,Agree,Instructor 2,75.5,78.0,76.5,74.6,0.9,4,74.6,78.0,73.5,75.8,1.2
71,Agree,Instructor 3,158.0,159.0,159.0,157.1,0.9,4,158.6,159.0,157.4,159.8,1.2
72,Strongly agree,Instructor 1,27.4,26.0,28.4,26.5,0.9,4,24.9,26.0,23.7,26.0,1.2
73,Strongly agree,Instructor 2,40.8,41.0,41.7,39.8,0.9,4,40.1,41.0,39.0,41.3,1.2
74,Strongly agree,Instructor 3,78.3,80.0,79.3,77.4,0.9,4,77.0,80.0,75.8,78.2,1.2
75,Strongly disagree,Instructor 1,16.8,18.0,17.6,16.1,0.8,5,15.8,18.0,14.8,16.7,0.9
76,Strongly disagree,Instructor 2,23.0,21.0,23.8,22.2,0.8,5,22.8,21.0,21.8,23.7,0.9
77,Strongly disagree,Instructor 3,117.1,115.0,117.8,116.3,0.8,5,117.5,115.0,116.6,118.4,0.9
78,Disagree,Instructor 1,16.6,15.0,17.4,15.8,0.8,5,17.2,15.0,16.3,18.1,0.9
79,Disagree,Instructor 2,20.6,20.0,21.3,19.8,0.8,5,20.5,20.0,19.5,21.4,0.9
80,Disagree,Instructor 3,94.4,93.0,95.2,93.6,0.8,5,94.5,93.0,93.6,95.5,0.9
81,Neither agree nor disagree,Instructor 1,43.0,39.0,43.8,42.2,0.8,5,45.2,39.0,44.3,46.2,0.9
82,Neither agree nor disagree,Instructor 2,65.9,63.0,66.7,65.1,0.8,5,65.4,63.0,64.4,66.3,0.9
83,Neither agree nor disagree,Instructor 3,194.1,195.0,194.9,193.3,0.8,5,194.3,195.0,193.3,195.2,0.9
84,Agree,Instructor 1,35.2,37.0,35.9,34.4,0.8,5,36.2,37.0,35.3,37.2,0.9
85,Agree,Instructor 2,74.3,78.0,75.1,73.6,0.8,5,75.5,78.0,74.6,76.5,0.9
86,Agree,Instructor 3,157.4,159.0,158.2,156.6,0.8,5,158.0,159.0,157.1,159.0,0.9
87,Strongly agree,Instructor 1,26.6,26.0,27.3,25.8,0.8,5,27.4,26.0,26.5,28.4,0.9
88,Strongly agree,Instructor 2,40.2,41.0,40.9,39.4,0.8,5,40.8,41.0,39.8,41.7,0.9
89,Strongly agree,Instructor 3,78.3,80.0,79.1,77.5,0.8,5,78.3,80.0,77.4,79.3,0.9
90,Strongly disagree,Instructor 1,17.1,18.0,17.8,16.4,0.7,6,16.8,18.0,16.1,17.6,0.8
91,Strongly disagree,Instructor 2,22.5,21.0,23.1,21.8,0.7,6,23.0,21.0,22.2,23.8,0.8
92,Strongly disagree,Instructor 3,116.4,115.0,117.1,115.8,0.7,6,117.1,115.0,116.3,117.8,0.8
93,Disagree,Instructor 1,16.4,15.0,17.1,15.7,0.7,6,16.6,15.0,15.8,17.4,0.8
94,Disagree,Instructor 2,20.6,20.0,21.3,19.9,0.7,6,20.6,20.0,19.8,21.3,0.8
95,Disagree,Instructor 3,94.3,93.0,95.0,93.6,0.7,6,94.4,93.0,93.6,95.2,0.8
96,Neither agree nor disagree,Instructor 1,42.5,39.0,43.1,41.8,0.7,6,43.0,39.0,42.2,43.8,0.8
97,Neither agree nor disagree,Instructor 2,65.4,63.0,66.1,64.7,0.7,6,65.9,63.0,65.1,66.7,0.8
98,Neither agree nor disagree,Instructor 3,193.8,195.0,194.5,193.1,0.7,6,194.1,195.0,193.3,194.9,0.8
99,Agree,Instructor 1,34.9,37.0,35.6,34.3,0.7,6,35.2,37.0,34.4,35.9,0.8
100,Agree,Instructor 2,74.9,78.0,75.5,74.2,0.7,6,74.3,78.0,73.6,75.1,0.8
101,Agree,Instructor 3,156.6,159.0,157.3,156.0,0.7,6,157.4,159.0,156.6,158.2,0.8
102,Strongly agree,Instructor 1,26.7,26.0,27.3,26.0,0.7,6,26.6,26.0,25.8,27.3,0.8
103,Strongly agree,Instructor 2,39.3,41.0,40.0,38.7,0.7,6,40.2,41.0,39.4,40.9,0.8
104,Strongly agree,Instructor 3,78.7,80.0,79.3,78.0,0.7,6,78.3,80.0,77.5,79.1,0.8
