,race,time_in_hospital,noisy_count,true_count,plus_error,minus_error,error,nth_remeasure,noisy_count_prev,true_count_prev,minus_error_prev,plus_error_prev,error_prev
172,Other,9-10,-7.3,1.0,-6.4,-8.3,0.9,4,-10.1,1.0,-11.2,-8.9,1.2
173,Other,11-12,-1.8,0.0,-0.8,-2.7,0.9,4,-2.6,0.0,-3.8,-1.4,1.2
174,Other,13-14,1.3,0.0,2.3,0.4,0.9,4,2.2,0.0,1.0,3.3,1.2
175,African American,1-2,58.5,59.0,59.3,57.7,0.8,5,58.4,59.0,57.4,59.3,0.9
176,African American,3-4,54.8,56.0,55.5,54.0,0.8,5,53.6,56.0,52.7,54.5,0.9
177,African American,5-6,33.4,33.0,34.2,32.6,0.8,5,32.7,33.0,31.8,33.7,0.9
178,African American,7-8,25.6,24.0,26.4,24.8,0.8,5,26.3,24.0,25.3,27.2,0.9
179,African American,9-10,9.9,10.0,10.7,9.1,0.8,5,11.8,10.0,10.9,12.8,0.9
180,African American,11-12,10.2,10.0,11.0,9.4,0.8,5,10.0,10.0,9.1,11.0,0.9
181,African American,13-14,3.1,3.0,3.9,2.4,0.8,5,2.3,3.0,1.3,3.2,0.9
182,Asian,1-2,5.1,4.0,5.8,4.3,0.8,5,7.6,4.0,6.7,8.6,0.9
183,Asian,3-4,-2.2,0.0,-1.4,-3.0,0.8,5,-1.8,0.0,-2.8,-0.9,0.9
184,Asian,5-6,-1.2,1.0,-0.4,-2.0,0.8,5,-1.0,1.0,-1.9,-0.0,0.9
185,Asian,7-8,-0.7,1.0,0.1,-1.5,0.8,5,-0.6,1.0,-1.6,0.3,0.9
186,Asian,9-10,-2.7,0.0,-1.9,-3.5,0.8,5,-2.9,0.0,-3.9,-2.0,0.9
187,Asian,11-12,-1.0,0.0,-0.2,-1.7,0.8,5,0.1,0.0,-0.9,1.0,0.9
188,Asian,13-14,-0.6,0.0,0.2,-1.3,0.8,5,-0.5,0.0,-1.4,0.5,0.9
189,Caucasian,1-2,233.8,235.0,234.6,233.0,0.8,5,234.5,235.0,233.6,235.5,0.9
190,Caucasian,3-4,240.4,241.0,241.2,239.6,0.8,5,239.7,241.0,238.8,240.6,0.9
191,Caucasian,5-6,127.0,132.0,127.7,126.2,0.8,5,127.4,132.0,126.5,128.3,0.9
192,Caucasian,7-8,80.5,82.0,81.3,79.7,0.8,5,81.6,82.0,80.6,82.5,0.9
193,Caucasian,9-10,30.2,27.0,31.0,29.5,0.8,5,31.0,27.0,30.0,31.9,0.9
194,Caucasian,11-12,26.0,22.0,26.8,25.2,0.8,5,25.0,22.0,24.0,25.9,0.9
195,Caucasian,13-14,15.0,16.0,15.8,14.2,0.8,5,15.4,16.0,14.4,16.3,0.9
196,Hispanic,1-2,10.3,11.0,11.1,9.6,0.8,5,11.8,11.0,10.9,12.8,0.9
197,Hispanic,3-4,8.6,8.0,9.3,7.8,0.8,5,7.7,8.0,6.7,8.6,0.9
198,Hispanic,5-6,4.1,4.0,4.9,3.3,0.8,5,4.1,4.0,3.1,5.0,0.9
199,Hispanic,7-8,1.6,0.0,2.4,0.8,0.8,5,1.3,0.0,0.3,2.2,0.9
200,Hispanic,9-10,-5.9,1.0,-5.1,-6.6,0.8,5,-7.2,1.0,-8.1,-6.3,0.9
201,Hispanic,11-12,5.0,1.0,5.8,4.3,0.8,5,6.3,1.0,5.4,7.3,0.9
202,Hispanic,13-14,3.2,1.0,4.0,2.4,0.8,5,2.9,1.0,1.9,3.8,0.9
203,Other,1-2,5.7,5.0,6.5,4.9,0.8,5,5.4,5.0,4.5,6.4,0.9
204,Other,3-4,8.8,7.0,9.6,8.0,0.8,5,7.5,7.0,6.6,8.5,0.9
205,Other,5-6,0.3,1.0,1.1,-0.5,0.8,5,-1.0,1.0,-2.0,-0.1,0.9
206,Other,7-8,5.5,4.0,6.3,4.7,0.8,5,5.8,4.0,4.8,6.7,0.9
207,Other,9-10,-6.4,1.0,-5.6,-7.1,0.8,5,-7.3,1.0,-8.3,-6.4,0.9
208,Other,11-12,-1.0,0.0,-0.2,-1.8,0.8,5,-1.8,0.0,-2.7,-0.8,0.9
209,Other,13-14,-0.2,0.0,0.6,-1.0,0.8,5,1.3,0.0,0.4,2.3,0.9
210,African American,1-2,58.6,59.0,59.3,57.9,0.7,6,58.5,59.0,57.7,59.3,0.8
211,African American,3-4,54.5,56.0,55.2,53.8,0.7,6,54.8,56.0,54.0,55.5,0.8
212,African American,5-6,33.0,33.0,33.6,32.3,0.7,6,33.4,33.0,32.6,34.2,0.8
213,African American,7-8,25.3,24.0,26.0,24.6,0.7,6,25.6,24.0,24.8,26.4,0.8
214,African American,9-10,8.9,10.0,9.6,8.2,0.7,6,9.9,10.0,9.1,10.7,0.8
215,African American,11-12,9.8,10.0,10.4,9.1,0.7,6,10.2,10.0,9.4,11.0,0.8
216,African American,13-14,2.2,3.0,2.9,1.5,0.7,6,3.1,3.0,2.4,3.9,0.8
217,Asian,1-2,4.9,4.0,5.6,4.2,0.7,6,5.1,4.0,4.3,5.8,0.8
218,Asian,3-4,-2.2,0.0,-1.5,-2.9,0.7,6,-2.2,0.0,-3.0,-1.4,0.8
219,Asian,5-6,-0.5,1.0,0.2,-1.1,0.7,6,-1.2,1.0,-2.0,-0.4,0.8
220,Asian,7-8,-1.0,1.0,-0.3,-1.7,0.7,6,-0.7,1.0,-1.5,0.1,0.8
221,Asian,9-10,-1.7,0.0,-1.0,-2.3,0.7,6,-2.7,0.0,-3.5,-1.9,0.8
222,Asian,11-12,-0.9,0.0,-0.2,-1.5,0.7,6,-1.0,0.0,-1.7,-0.2,0.8
223,Asian,13-14,-0.4,0.0,0.3,-1.1,0.7,6,-0.6,0.0,-1.3,0.2,0.8
224,Caucasian,1-2,233.6,235.0,234.3,233.0,0.7,6,233.8,235.0,233.0,234.6,0.8
225,Caucasian,3-4,240.2,241.0,240.9,239.5,0.7,6,240.4,241.0,239.6,241.2,0.8
226,Caucasian,5-6,127.5,132.0,128.2,126.8,0.7,6,127.0,132.0,126.2,127.7,0.8
227,Caucasian,7-8,80.8,82.0,81.4,80.1,0.7,6,80.5,82.0,79.7,81.3,0.8
228,Caucasian,9-10,28.4,27.0,29.1,27.8,0.7,6,30.2,27.0,29.5,31.0,0.8
229,Caucasian,11-12,25.3,22.0,26.0,24.6,0.7,6,26.0,22.0,25.2,26.8,0.8
230,Caucasian,13-14,15.0,16.0,15.6,14.3,0.7,6,15.0,16.0,14.2,15.8,0.8
231,Hispanic,1-2,11.1,11.0,11.7,10.4,0.7,6,10.3,11.0,9.6,11.1,0.8
232,Hispanic,3-4,8.9,8.0,9.5,8.2,0.7,6,8.6,8.0,7.8,9.3,0.8
233,Hispanic,5-6,6.0,4.0,6.7,5.4,0.7,6,4.1,4.0,3.3,4.9,0.8
234,Hispanic,7-8,1.3,0.0,2.0,0.6,0.7,6,1.6,0.0,0.8,2.4,0.8
235,Hispanic,9-10,-5.3,1.0,-4.6,-5.9,0.7,6,-5.9,1.0,-6.6,-5.1,0.8
236,Hispanic,11-12,5.3,1.0,6.0,4.7,0.7,6,5.0,1.0,4.3,5.8,0.8
237,Hispanic,13-14,3.3,1.0,4.0,2.7,0.7,6,3.2,1.0,2.4,4.0,0.8
238,Other,1-2,5.2,5.0,5.9,4.5,0.7,6,5.7,5.0,4.9,6.5,0.8
239,Other,3-4,8.5,7.0,9.2,7.8,0.7,6,8.8,7.0,8.0,9.6,0.8
240,Other,5-6,0.2,1.0,0.9,-0.5,0.7,6,0.3,1.0,-0.5,1.1,0.8
241,Other,7-8,5.2,4.0,5.9,4.5,0.7,6,5.5,4.0,4.7,6.3,0.8
242,Other,9-10,-5.0,1.0,-4.3,-5.7,0.7,6,-6.4,1.0,-7.1,-5.6,0.8
243,Other,11-12,-0.6,0.0,0.1,-1.2,0.7,6,-1.0,0.0,-1.8,-0.2,0.8
244,Other,13-14,-0.0,0.0,0.6,-0.7,0.7,6,-0.2,0.0,-1.0,0.6,0.8
