,AGEP,MSP,noisy_count,true_count,plus_error,minus_error,error,nth_remeasure,noisy_count_prev,true_count_prev,minus_error_prev,plus_error_prev,error_prev
60,35-44,"Now married, spouse present",73.3,72.0,75.7,71.0,2.4,1,73.1,72.0,68.4,77.9,4.7
61,35-44,"Now Married, spouse absent",10.7,6.0,13.1,8.3,2.4,1,19.1,6.0,14.4,23.8,4.7
62,35-44,Widowed,4.3,2.0,6.6,1.9,2.4,1,5.4,2.0,0.7,10.1,4.7
63,35-44,Divorced,8.5,10.0,10.9,6.2,2.4,1,9.4,10.0,4.7,14.1,4.7
64,35-44,Separated,2.2,4.0,4.5,-0.2,2.4,1,8.7,4.0,3.9,13.4,4.7
65,35-44,Never married,43.9,38.0,46.3,41.5,2.4,1,41.5,38.0,36.8,46.2,4.7
66,45-54,"Now married, spouse present",87.0,86.0,89.4,84.6,2.4,1,87.9,86.0,83.2,92.6,4.7
67,45-54,"Now Married, spouse absent",6.9,6.0,9.3,4.6,2.4,1,9.1,6.0,4.4,13.8,4.7
68,45-54,Widowed,1.7,0.0,4.1,-0.6,2.4,1,2.1,0.0,-2.6,6.8,4.7
69,45-54,Divorced,23.8,21.0,26.2,21.5,2.4,1,22.8,21.0,18.1,27.5,4.7
70,45-54,Separated,5.5,5.0,7.9,3.2,2.4,1,5.3,5.0,0.6,10.0,4.7
71,45-54,Never married,32.0,34.0,34.4,29.6,2.4,1,29.4,34.0,24.7,34.1,4.7
72,55-64,"Now married, spouse present",77.6,77.0,79.9,75.2,2.4,1,76.3,77.0,71.6,81.0,4.7
73,55-64,"Now Married, spouse absent",3.1,6.0,5.5,0.8,2.4,1,3.2,6.0,-1.5,7.9,4.7
74,55-64,Widowed,11.9,11.0,14.3,9.6,2.4,1,12.9,11.0,8.2,17.6,4.7
75,55-64,Divorced,37.1,34.0,39.4,34.7,2.4,1,48.9,34.0,44.1,53.6,4.7
76,55-64,Separated,2.1,4.0,4.5,-0.2,2.4,1,1.8,4.0,-3.0,6.5,4.7
77,55-64,Never married,29.9,27.0,32.2,27.5,2.4,1,28.4,27.0,23.7,33.1,4.7
78,65-74,"Now married, spouse present",76.1,75.0,78.5,73.8,2.4,1,76.9,75.0,72.2,81.6,4.7
79,65-74,"Now Married, spouse absent",7.0,4.0,9.3,4.6,2.4,1,10.9,4.0,6.2,15.6,4.7
80,65-74,Widowed,17.2,16.0,19.6,14.8,2.4,1,14.8,16.0,10.1,19.5,4.7
81,65-74,Divorced,14.9,17.0,17.2,12.5,2.4,1,14.7,17.0,10.0,19.5,4.7
82,65-74,Separated,1.3,4.0,3.7,-1.0,2.4,1,3.3,4.0,-1.4,8.0,4.7
83,65-74,Never married,18.4,17.0,20.7,16.0,2.4,1,19.3,17.0,14.6,24.0,4.7
84,75-84,"Now married, spouse present",41.0,40.0,43.3,38.6,2.4,1,39.3,40.0,34.6,44.0,4.7
85,75-84,"Now Married, spouse absent",7.7,3.0,10.1,5.4,2.4,1,15.8,3.0,11.1,20.6,4.7
86,75-84,Widowed,16.2,15.0,18.6,13.9,2.4,1,14.7,15.0,9.9,19.4,4.7
87,75-84,Divorced,11.9,12.0,14.3,9.6,2.4,1,11.0,12.0,6.3,15.7,4.7
88,75-84,Separated,-2.2,1.0,0.1,-4.6,2.4,1,2.8,1.0,-1.9,7.5,4.7
89,75-84,Never married,0.2,3.0,2.6,-2.1,2.4,1,-3.0,3.0,-7.7,1.7,4.7
90,85-99,"Now married, spouse present",15.8,11.0,18.1,13.4,2.4,1,13.6,11.0,8.9,18.3,4.7
91,85-99,"Now Married, spouse absent",2.7,0.0,5.0,0.3,2.4,1,2.5,0.0,-2.2,7.2,4.7
92,85-99,Widowed,16.2,16.0,18.6,13.9,2.4,1,14.1,16.0,9.4,18.8,4.7
93,85-99,Divorced,0.4,2.0,2.7,-2.0,2.4,1,-1.2,2.0,-5.9,3.5,4.7
94,85-99,Separated,-4.2,0.0,-1.8,-6.6,2.4,1,-0.2,0.0,-4.9,4.5,4.7
95,85-99,Never married,4.0,3.0,6.4,1.6,2.4,1,1.7,3.0,-3.1,6.4,4.7
96,15-24,"Now married, spouse present",-0.2,2.0,1.3,-1.8,1.6,2,2.9,2.0,0.5,5.2,2.4
97,15-24,"Now Married, spouse absent",1.2,1.0,2.8,-0.4,1.6,2,0.8,1.0,-1.6,3.1,2.4
98,15-24,Widowed,-0.5,0.0,1.1,-2.0,1.6,2,1.6,0.0,-0.7,4.0,2.4
99,15-24,Divorced,-7.2,0.0,-5.6,-8.7,1.6,2,-4.5,0.0,-6.9,-2.1,2.4
100,15-24,Separated,-1.6,0.0,-0.1,-3.2,1.6,2,-1.5,0.0,-3.8,0.9,2.4
101,15-24,Never married,140.8,140.0,142.4,139.3,1.6,2,142.1,140.0,139.8,144.5,2.4
102,25-34,"Now married, spouse present",45.1,49.0,46.7,43.6,1.6,2,46.6,49.0,44.2,48.9,2.4
103,25-34,"Now Married, spouse absent",6.0,5.0,7.6,4.5,1.6,2,5.2,5.0,2.8,7.6,2.4
104,25-34,Widowed,-2.3,0.0,-0.7,-3.9,1.6,2,-3.1,0.0,-5.5,-0.7,2.4
105,25-34,Divorced,3.0,5.0,4.6,1.4,1.6,2,3.2,5.0,0.8,5.5,2.4
106,25-34,Separated,4.9,2.0,6.4,3.3,1.6,2,6.2,2.0,3.9,8.6,2.4
107,25-34,Never married,113.1,114.0,114.6,111.5,1.6,2,113.7,114.0,111.4,116.1,2.4
108,35-44,"Now married, spouse present",72.8,72.0,74.4,71.3,1.6,2,73.3,72.0,71.0,75.7,2.4
109,35-44,"Now Married, spouse absent",9.4,6.0,11.0,7.9,1.6,2,10.7,6.0,8.3,13.1,2.4
110,35-44,Widowed,6.8,2.0,8.3,5.2,1.6,2,4.3,2.0,1.9,6.6,2.4
111,35-44,Divorced,8.6,10.0,10.2,7.1,1.6,2,8.5,10.0,6.2,10.9,2.4
112,35-44,Separated,1.9,4.0,3.5,0.3,1.6,2,2.2,4.0,-0.2,4.5,2.4
113,35-44,Never married,45.4,38.0,47.0,43.9,1.6,2,43.9,38.0,41.5,46.3,2.4
114,45-54,"Now married, spouse present",90.3,86.0,91.9,88.8,1.6,2,87.0,86.0,84.6,89.4,2.4
115,45-54,"Now Married, spouse absent",9.7,6.0,11.3,8.1,1.6,2,6.9,6.0,4.6,9.3,2.4
116,45-54,Widowed,1.7,0.0,3.3,0.2,1.6,2,1.7,0.0,-0.6,4.1,2.4
117,45-54,Divorced,19.3,21.0,20.9,17.7,1.6,2,23.8,21.0,21.5,26.2,2.4
118,45-54,Separated,5.6,5.0,7.2,4.1,1.6,2,5.5,5.0,3.2,7.9,2.4
119,45-54,Never married,31.9,34.0,33.5,30.3,1.6,2,32.0,34.0,29.6,34.4,2.4
120,55-64,"Now married, spouse present",77.0,77.0,78.6,75.5,1.6,2,77.6,77.0,75.2,79.9,2.4
121,55-64,"Now Married, spouse absent",3.1,6.0,4.6,1.5,1.6,2,3.1,6.0,0.8,5.5,2.4
122,55-64,Widowed,12.5,11.0,14.0,10.9,1.6,2,11.9,11.0,9.6,14.3,2.4
123,55-64,Divorced,38.3,34.0,39.9,36.7,1.6,2,37.1,34.0,34.7,39.4,2.4
124,55-64,Separated,-0.5,4.0,1.0,-2.1,1.6,2,2.1,4.0,-0.2,4.5,2.4
125,55-64,Never married,28.2,27.0,29.7,26.6,1.6,2,29.9,27.0,27.5,32.2,2.4
126,65-74,"Now married, spouse present",74.3,75.0,75.9,72.8,1.6,2,76.1,75.0,73.8,78.5,2.4
127,65-74,"Now Married, spouse absent",8.6,4.0,10.1,7.0,1.6,2,7.0,4.0,4.6,9.3,2.4
128,65-74,Widowed,16.0,16.0,17.6,14.4,1.6,2,17.2,16.0,14.8,19.6,2.4
129,65-74,Divorced,15.2,17.0,16.8,13.6,1.6,2,14.9,17.0,12.5,17.2,2.4
130,65-74,Separated,-0.4,4.0,1.2,-1.9,1.6,2,1.3,4.0,-1.0,3.7,2.4
131,65-74,Never married,17.1,17.0,18.7,15.5,1.6,2,18.4,17.0,16.0,20.7,2.4
132,75-84,"Now married, spouse present",43.6,40.0,45.2,42.0,1.6,2,41.0,40.0,38.6,43.3,2.4
133,75-84,"Now Married, spouse absent",6.6,3.0,8.1,5.0,1.6,2,7.7,3.0,5.4,10.1,2.4
134,75-84,Widowed,15.2,15.0,16.8,13.7,1.6,2,16.2,15.0,13.9,18.6,2.4
135,75-84,Divorced,9.6,12.0,11.2,8.0,1.6,2,11.9,12.0,9.6,14.3,2.4
136,75-84,Separated,0.3,1.0,1.9,-1.3,1.6,2,-2.2,1.0,-4.6,0.1,2.4
137,75-84,Never married,-0.2,3.0,1.4,-1.7,1.6,2,0.2,3.0,-2.1,2.6,2.4
138,85-99,"Now married, spouse present",14.3,11.0,15.9,12.7,1.6,2,15.8,11.0,13.4,18.1,2.4
139,85-99,"Now Married, spouse absent",1.0,0.0,2.6,-0.6,1.6,2,2.7,0.0,0.3,5.0,2.4
140,85-99,Widowed,17.4,16.0,19.0,15.9,1.6,2,16.2,16.0,13.9,18.6,2.4
141,85-99,Divorced,0.9,2.0,2.5,-0.7,1.6,2,0.4,2.0,-2.0,2.7,2.4
142,85-99,Separated,-2.8,0.0,-1.3,-4.4,1.6,2,-4.2,0.0,-6.6,-1.8,2.4
143,85-99,Never married,5.5,3.0,7.1,3.9,1.6,2,4.0,3.0,1.6,6.4,2.4
144,15-24,"Now married, spouse present",-0.9,2.0,0.3,-2.0,1.2,3,-0.2,2.0,-1.8,1.3,1.6
145,15-24,"Now Married, spouse absent",0.4,1.0,1.6,-0.8,1.2,3,1.2,1.0,-0.4,2.8,1.6
146,15-24,Widowed,0.2,0.0,1.4,-1.0,1.2,3,-0.5,0.0,-2.0,1.1,1.6
147,15-24,Divorced,-5.5,0.0,-4.3,-6.6,1.2,3,-7.2,0.0,-8.7,-5.6,1.6
148,15-24,Separated,-2.5,0.0,-1.3,-3.6,1.2,3,-1.6,0.0,-3.2,-0.1,1.6
149,15-24,Never married,139.9,140.0,141.1,138.8,1.2,3,140.8,140.0,139.3,142.4,1.6
150,25-34,"Now married, spouse present",42.7,49.0,43.8,41.5,1.2,3,45.1,49.0,43.6,46.7,1.6
151,25-34,"Now Married, spouse absent",6.1,5.0,7.2,4.9,1.2,3,6.0,5.0,4.5,7.6,1.6
152,25-34,Widowed,-1.4,0.0,-0.3,-2.6,1.2,3,-2.3,0.0,-3.9,-0.7,1.6
153,25-34,Divorced,3.9,5.0,5.1,2.7,1.2,3,3.0,5.0,1.4,4.6,1.6
154,25-34,Separated,4.3,2.0,5.5,3.1,1.2,3,4.9,2.0,3.3,6.4,1.6
155,25-34,Never married,114.0,114.0,115.2,112.8,1.2,3,113.1,114.0,111.5,114.6,1.6
156,35-44,"Now married, spouse present",72.9,72.0,74.1,71.7,1.2,3,72.8,72.0,71.3,74.4,1.6
157,35-44,"Now Married, spouse absent",7.7,6.0,8.9,6.6,1.2,3,9.4,6.0,7.9,11.0,1.6
158,35-44,Widowed,6.1,2.0,7.3,4.9,1.2,3,6.8,2.0,5.2,8.3,1.6
159,35-44,Divorced,8.5,10.0,9.7,7.3,1.2,3,8.6,10.0,7.1,10.2,1.6
160,35-44,Separated,3.4,4.0,4.6,2.2,1.2,3,1.9,4.0,0.3,3.5,1.6
161,35-44,Never married,43.7,38.0,44.9,42.5,1.2,3,45.4,38.0,43.9,47.0,1.6
162,45-54,"Now married, spouse present",90.7,86.0,91.9,89.5,1.2,3,90.3,86.0,88.8,91.9,1.6
163,45-54,"Now Married, spouse absent",8.7,6.0,9.9,7.5,1.2,3,9.7,6.0,8.1,11.3,1.6
164,45-54,Widowed,3.1,0.0,4.3,1.9,1.2,3,1.7,0.0,0.2,3.3,1.6
165,45-54,Divorced,17.6,21.0,18.8,16.4,1.2,3,19.3,21.0,17.7,20.9,1.6
166,45-54,Separated,4.2,5.0,5.4,3.0,1.2,3,5.6,5.0,4.1,7.2,1.6
167,45-54,Never married,33.0,34.0,34.2,31.8,1.2,3,31.9,34.0,30.3,33.5,1.6
168,55-64,"Now married, spouse present",76.9,77.0,78.1,75.8,1.2,3,77.0,77.0,75.5,78.6,1.6
169,55-64,"Now Married, spouse absent",4.6,6.0,5.8,3.5,1.2,3,3.1,6.0,1.5,4.6,1.6
170,55-64,Widowed,11.9,11.0,13.1,10.8,1.2,3,12.5,11.0,10.9,14.0,1.6
171,55-64,Divorced,36.4,34.0,37.6,35.2,1.2,3,38.3,34.0,36.7,39.9,1.6
172,55-64,Separated,1.6,4.0,2.8,0.4,1.2,3,-0.5,4.0,-2.1,1.0,1.6
173,55-64,Never married,26.6,27.0,27.8,25.4,1.2,3,28.2,27.0,26.6,29.7,1.6
174,65-74,"Now married, spouse present",73.8,75.0,75.0,72.6,1.2,3,74.3,75.0,72.8,75.9,1.6
175,65-74,"Now Married, spouse absent",7.4,4.0,8.5,6.2,1.2,3,8.6,4.0,7.0,10.1,1.6
176,65-74,Widowed,15.6,16.0,16.8,14.5,1.2,3,16.0,16.0,14.4,17.6,1.6
177,65-74,Divorced,17.1,17.0,18.3,15.9,1.2,3,15.2,17.0,13.6,16.8,1.6
178,65-74,Separated,1.4,4.0,2.6,0.3,1.2,3,-0.4,4.0,-1.9,1.2,1.6
179,65-74,Never married,17.5,17.0,18.7,16.3,1.2,3,17.1,17.0,15.5,18.7,1.6
180,75-84,"Now married, spouse present",42.9,40.0,44.1,41.7,1.2,3,43.6,40.0,42.0,45.2,1.6
181,75-84,"Now Married, spouse absent",6.7,3.0,7.9,5.5,1.2,3,6.6,3.0,5.0,8.1,1.6
182,75-84,Widowed,16.7,15.0,17.9,15.6,1.2,3,15.2,15.0,13.7,16.8,1.6
183,75-84,Divorced,10.5,12.0,11.7,9.3,1.2,3,9.6,12.0,8.0,11.2,1.6
184,75-84,Separated,-0.1,1.0,1.1,-1.3,1.2,3,0.3,1.0,-1.3,1.9,1.6
185,75-84,Never married,0.1,3.0,1.3,-1.0,1.2,3,-0.2,3.0,-1.7,1.4,1.6
186,85-99,"Now married, spouse present",14.0,11.0,15.2,12.8,1.2,3,14.3,11.0,12.7,15.9,1.6
187,85-99,"Now Married, spouse absent",0.4,0.0,1.5,-0.8,1.2,3,1.0,0.0,-0.6,2.6,1.6
188,85-99,Widowed,17.4,16.0,18.6,16.3,1.2,3,17.4,16.0,15.9,19.0,1.6
189,85-99,Divorced,1.2,2.0,2.4,0.0,1.2,3,0.9,2.0,-0.7,2.5,1.6
190,85-99,Separated,-1.2,0.0,-0.1,-2.4,1.2,3,-2.8,0.0,-4.4,-1.3,1.6
191,85-99,Never married,5.3,3.0,6.4,4.1,1.2,3,5.5,3.0,3.9,7.1,1.6
192,15-24,"Now married, spouse present",-0.3,2.0,0.6,-1.3,0.9,4,-0.9,2.0,-2.0,0.3,1.2
193,15-24,"Now Married, spouse absent",0.5,1.0,1.4,-0.4,0.9,4,0.4,1.0,-0.8,1.6,1.2
194,15-24,Widowed,0.5,0.0,1.4,-0.5,0.9,4,0.2,0.0,-1.0,1.4,1.2
195,15-24,Divorced,-3.9,0.0,-3.0,-4.8,0.9,4,-5.5,0.0,-6.6,-4.3,1.2
196,15-24,Separated,-1.3,0.0,-0.3,-2.2,0.9,4,-2.5,0.0,-3.6,-1.3,1.2
197,15-24,Never married,139.7,140.0,140.6,138.8,0.9,4,139.9,140.0,138.8,141.1,1.2
198,25-34,"Now married, spouse present",43.8,49.0,44.7,42.8,0.9,4,42.7,49.0,41.5,43.8,1.2
199,25-34,"Now Married, spouse absent",6.2,5.0,7.2,5.3,0.9,4,6.1,5.0,4.9,7.2,1.2
200,25-34,Widowed,-1.1,0.0,-0.1,-2.0,0.9,4,-1.4,0.0,-2.6,-0.3,1.2
201,25-34,Divorced,4.2,5.0,5.2,3.3,0.9,4,3.9,5.0,2.7,5.1,1.2
202,25-34,Separated,3.7,2.0,4.6,2.7,0.9,4,4.3,2.0,3.1,5.5,1.2
203,25-34,Never married,114.2,114.0,115.1,113.3,0.9,4,114.0,114.0,112.8,115.2,1.2
204,35-44,"Now married, spouse present",73.0,72.0,73.9,72.0,0.9,4,72.9,72.0,71.7,74.1,1.2
205,35-44,"Now Married, spouse absent",6.5,6.0,7.4,5.5,0.9,4,7.7,6.0,6.6,8.9,1.2
206,35-44,Widowed,4.1,2.0,5.1,3.2,0.9,4,6.1,2.0,4.9,7.3,1.2
207,35-44,Divorced,9.1,10.0,10.0,8.2,0.9,4,8.5,10.0,7.3,9.7,1.2
208,35-44,Separated,3.3,4.0,4.2,2.3,0.9,4,3.4,4.0,2.2,4.6,1.2
209,35-44,Never married,42.3,38.0,43.2,41.3,0.9,4,43.7,38.0,42.5,44.9,1.2
210,45-54,"Now married, spouse present",90.6,86.0,91.6,89.7,0.9,4,90.7,86.0,89.5,91.9,1.2
211,45-54,"Now Married, spouse absent",8.8,6.0,9.7,7.8,0.9,4,8.7,6.0,7.5,9.9,1.2
212,45-54,Widowed,2.3,0.0,3.2,1.3,0.9,4,3.1,0.0,1.9,4.3,1.2
213,45-54,Divorced,18.5,21.0,19.5,17.6,0.9,4,17.6,21.0,16.4,18.8,1.2
214,45-54,Separated,4.5,5.0,5.4,3.6,0.9,4,4.2,5.0,3.0,5.4,1.2
215,45-54,Never married,32.7,34.0,33.7,31.8,0.9,4,33.0,34.0,31.8,34.2,1.2
216,55-64,"Now married, spouse present",80.4,77.0,81.3,79.4,0.9,4,76.9,77.0,75.8,78.1,1.2
217,55-64,"Now Married, spouse absent",3.4,6.0,4.3,2.5,0.9,4,4.6,6.0,3.5,5.8,1.2
218,55-64,Widowed,11.3,11.0,12.2,10.3,0.9,4,11.9,11.0,10.8,13.1,1.2
219,55-64,Divorced,35.7,34.0,36.6,34.7,0.9,4,36.4,34.0,35.2,37.6,1.2
220,55-64,Separated,2.7,4.0,3.6,1.7,0.9,4,1.6,4.0,0.4,2.8,1.2
221,55-64,Never married,26.6,27.0,27.5,25.6,0.9,4,26.6,27.0,25.4,27.8,1.2
222,65-74,"Now married, spouse present",73.8,75.0,74.7,72.8,0.9,4,73.8,75.0,72.6,75.0,1.2
223,65-74,"Now Married, spouse absent",7.4,4.0,8.4,6.5,0.9,4,7.4,4.0,6.2,8.5,1.2
224,65-74,Widowed,16.1,16.0,17.1,15.2,0.9,4,15.6,16.0,14.5,16.8,1.2
225,65-74,Divorced,16.7,17.0,17.6,15.7,0.9,4,17.1,17.0,15.9,18.3,1.2
226,65-74,Separated,2.4,4.0,3.3,1.4,0.9,4,1.4,4.0,0.3,2.6,1.2
227,65-74,Never married,17.1,17.0,18.0,16.2,0.9,4,17.5,17.0,16.3,18.7,1.2
228,75-84,"Now married, spouse present",44.7,40.0,45.6,43.7,0.9,4,42.9,40.0,41.7,44.1,1.2
229,75-84,"Now Married, spouse absent",5.5,3.0,6.5,4.6,0.9,4,6.7,3.0,5.5,7.9,1.2
230,75-84,Widowed,16.6,15.0,17.5,15.6,0.9,4,16.7,15.0,15.6,17.9,1.2
231,75-84,Divorced,12.0,12.0,13.0,11.1,0.9,4,10.5,12.0,9.3,11.7,1.2
232,75-84,Separated,0.4,1.0,1.3,-0.6,0.9,4,-0.1,1.0,-1.3,1.1,1.2
233,75-84,Never married,0.6,3.0,1.5,-0.3,0.9,4,0.1,3.0,-1.0,1.3,1.2
234,85-99,"Now married, spouse present",11.8,11.0,12.8,10.9,0.9,4,14.0,11.0,12.8,15.2,1.2
235,85-99,"Now Married, spouse absent",-0.9,0.0,0.0,-1.9,0.9,4,0.4,0.0,-0.8,1.5,1.2
236,85-99,Widowed,17.1,16.0,18.0,16.1,0.9,4,17.4,16.0,16.3,18.6,1.2
237,85-99,Divorced,2.6,2.0,3.5,1.7,0.9,4,1.2,2.0,0.0,2.4,1.2
238,85-99,Separated,-1.5,0.0,-0.5,-2.4,0.9,4,-1.2,0.0,-2.4,-0.1,1.2
239,85-99,Never married,5.7,3.0,6.7,4.8,0.9,4,5.3,3.0,4.1,6.4,1.2
240,15-24,"Now married, spouse present",0.1,2.0,0.9,-0.6,0.8,5,-0.3,2.0,-1.3,0.6,0.9
241,15-24,"Now Married, spouse absent",0.5,1.0,1.3,-0.3,0.8,5,0.5,1.0,-0.4,1.4,0.9
242,15-24,Widowed,0.0,0.0,0.8,-0.8,0.8,5,0.5,0.0,-0.5,1.4,0.9
243,15-24,Divorced,-3.1,0.0,-2.3,-3.9,0.8,5,-3.9,0.0,-4.8,-3.0,0.9
244,15-24,Separated,-1.0,0.0,-0.2,-1.8,0.8,5,-1.3,0.0,-2.2,-0.3,0.9
245,15-24,Never married,140.5,140.0,141.3,139.7,0.8,5,139.7,140.0,138.8,140.6,0.9
246,25-34,"Now married, spouse present",44.7,49.0,45.5,43.9,0.8,5,43.8,49.0,42.8,44.7,0.9
247,25-34,"Now Married, spouse absent",6.3,5.0,7.1,5.5,0.8,5,6.2,5.0,5.3,7.2,0.9
248,25-34,Widowed,-1.0,0.0,-0.2,-1.8,0.8,5,-1.1,0.0,-2.0,-0.1,0.9
249,25-34,Divorced,4.6,5.0,5.4,3.8,0.8,5,4.2,5.0,3.3,5.2,0.9
250,25-34,Separated,6.5,2.0,7.3,5.7,0.8,5,3.7,2.0,2.7,4.6,0.9
251,25-34,Never married,115.4,114.0,116.1,114.6,0.8,5,114.2,114.0,113.3,115.1,0.9
252,35-44,"Now married, spouse present",74.0,72.0,74.8,73.2,0.8,5,73.0,72.0,72.0,73.9,0.9
253,35-44,"Now Married, spouse absent",5.0,6.0,5.8,4.2,0.8,5,6.5,6.0,5.5,7.4,0.9
254,35-44,Widowed,2.1,2.0,2.9,1.3,0.8,5,4.1,2.0,3.2,5.1,0.9
255,35-44,Divorced,8.7,10.0,9.5,7.9,0.8,5,9.1,10.0,8.2,10.0,0.9
256,35-44,Separated,3.1,4.0,3.9,2.3,0.8,5,3.3,4.0,2.3,4.2,0.9
257,35-44,Never married,43.5,38.0,44.3,42.7,0.8,5,42.3,38.0,41.3,43.2,0.9
258,45-54,"Now married, spouse present",90.3,86.0,91.1,89.5,0.8,5,90.6,86.0,89.7,91.6,0.9
259,45-54,"Now Married, spouse absent",8.5,6.0,9.3,7.7,0.8,5,8.8,6.0,7.8,9.7,0.9
260,45-54,Widowed,3.4,0.0,4.2,2.6,0.8,5,2.3,0.0,1.3,3.2,0.9
261,45-54,Divorced,19.0,21.0,19.8,18.2,0.8,5,18.5,21.0,17.6,19.5,0.9
