,Q13,instr,noisy_count,true_count,plus_error,minus_error,error,nth_remeasure,noisy_count_prev,true_count_prev,minus_error_prev,plus_error_prev,error_prev
37,Neither agree nor disagree,Instructor 2,63.7,61.0,65.2,62.1,1.6,2,64.7,61.0,62.4,67.1,2.4
38,Neither agree nor disagree,Instructor 3,86.8,88.0,88.4,85.2,1.6,2,88.2,88.0,85.9,90.6,2.4
39,Agree,Instructor 1,52.6,52.0,54.1,51.0,1.6,2,52.5,52.0,50.2,54.9,2.4
40,Agree,Instructor 2,103.8,106.0,105.3,102.2,1.6,2,105.3,106.0,102.9,107.6,2.4
41,Agree,Instructor 3,80.6,78.0,82.2,79.0,1.6,2,82.2,78.0,79.8,84.6,2.4
42,Strongly agree,Instructor 1,170.6,177.0,172.2,169.1,1.6,2,166.6,177.0,164.3,169.0,2.4
43,Strongly agree,Instructor 2,171.0,170.0,172.6,169.5,1.6,2,171.9,170.0,169.5,174.2,2.4
44,Strongly agree,Instructor 3,98.5,97.0,100.0,96.9,1.6,2,103.0,97.0,100.7,105.4,2.4
45,Strongly disagree,Instructor 1,18.5,19.0,19.7,17.3,1.2,3,19.7,19.0,18.2,21.3,1.6
46,Strongly disagree,Instructor 2,10.5,9.0,11.6,9.3,1.2,3,9.9,9.0,8.3,11.5,1.6
47,Strongly disagree,Instructor 3,22.6,34.0,23.8,21.5,1.2,3,19.1,34.0,17.5,20.7,1.6
48,Disagree,Instructor 1,32.9,36.0,34.1,31.7,1.2,3,33.1,36.0,31.5,34.7,1.6
49,Disagree,Instructor 2,23.0,24.0,24.1,21.8,1.2,3,20.5,24.0,18.9,22.1,1.6
50,Disagree,Instructor 3,22.4,24.0,23.6,21.2,1.2,3,21.1,24.0,19.5,22.6,1.6
51,Neither agree nor disagree,Instructor 1,23.2,25.0,24.4,22.0,1.2,3,21.9,25.0,20.3,23.5,1.6
52,Neither agree nor disagree,Instructor 2,64.2,61.0,65.4,63.0,1.2,3,63.7,61.0,62.1,65.2,1.6
53,Neither agree nor disagree,Instructor 3,87.3,88.0,88.5,86.2,1.2,3,86.8,88.0,85.2,88.4,1.6
54,Agree,Instructor 1,53.0,52.0,54.2,51.8,1.2,3,52.6,52.0,51.0,54.1,1.6
55,Agree,Instructor 2,103.8,106.0,105.0,102.6,1.2,3,103.8,106.0,102.2,105.3,1.6
56,Agree,Instructor 3,81.2,78.0,82.4,80.1,1.2,3,80.6,78.0,79.0,82.2,1.6
57,Strongly agree,Instructor 1,172.1,177.0,173.3,170.9,1.2,3,170.6,177.0,169.1,172.2,1.6
58,Strongly agree,Instructor 2,173.0,170.0,174.2,171.8,1.2,3,171.0,170.0,169.5,172.6,1.6
59,Strongly agree,Instructor 3,98.4,97.0,99.6,97.3,1.2,3,98.5,97.0,96.9,100.0,1.6
60,Strongly disagree,Instructor 1,19.7,19.0,20.6,18.7,0.9,4,18.5,19.0,17.3,19.7,1.2
61,Strongly disagree,Instructor 2,10.3,9.0,11.2,9.3,0.9,4,10.5,9.0,9.3,11.6,1.2
62,Strongly disagree,Instructor 3,21.5,34.0,22.4,20.5,0.9,4,22.6,34.0,21.5,23.8,1.2
63,Disagree,Instructor 1,33.7,36.0,34.6,32.8,0.9,4,32.9,36.0,31.7,34.1,1.2
64,Disagree,Instructor 2,22.9,24.0,23.8,22.0,0.9,4,23.0,24.0,21.8,24.1,1.2
65,Disagree,Instructor 3,23.7,24.0,24.6,22.8,0.9,4,22.4,24.0,21.2,23.6,1.2
66,Neither agree nor disagree,Instructor 1,23.3,25.0,24.3,22.4,0.9,4,23.2,25.0,22.0,24.4,1.2
67,Neither agree nor disagree,Instructor 2,64.7,61.0,65.6,63.8,0.9,4,64.2,61.0,63.0,65.4,1.2
68,Neither agree nor disagree,Instructor 3,87.7,88.0,88.6,86.7,0.9,4,87.3,88.0,86.2,88.5,1.2
69,Agree,Instructor 1,50.5,52.0,51.4,49.6,0.9,4,53.0,52.0,51.8,54.2,1.2
70,Agree,Instructor 2,104.6,106.0,105.5,103.6,0.9,4,103.8,106.0,102.6,105.0,1.2
71,Agree,Instructor 3,84.1,78.0,85.0,83.1,0.9,4,81.2,78.0,80.1,82.4,1.2
72,Strongly agree,Instructor 1,172.4,177.0,173.3,171.4,0.9,4,172.1,177.0,170.9,173.3,1.2
73,Strongly agree,Instructor 2,171.5,170.0,172.5,170.6,0.9,4,173.0,170.0,171.8,174.2,1.2
74,Strongly agree,Instructor 3,99.5,97.0,100.4,98.5,0.9,4,98.4,97.0,97.3,99.6,1.2
75,Strongly disagree,Instructor 1,17.8,19.0,18.6,17.0,0.8,5,19.7,19.0,18.7,20.6,0.9
76,Strongly disagree,Instructor 2,8.4,9.0,9.2,7.6,0.8,5,10.3,9.0,9.3,11.2,0.9
77,Strongly disagree,Instructor 3,22.0,34.0,22.7,21.2,0.8,5,21.5,34.0,20.5,22.4,0.9
78,Disagree,Instructor 1,33.7,36.0,34.5,32.9,0.8,5,33.7,36.0,32.8,34.6,0.9
79,Disagree,Instructor 2,23.8,24.0,24.6,23.0,0.8,5,22.9,24.0,22.0,23.8,0.9
80,Disagree,Instructor 3,23.8,24.0,24.6,23.0,0.8,5,23.7,24.0,22.8,24.6,0.9
81,Neither agree nor disagree,Instructor 1,24.2,25.0,25.0,23.5,0.8,5,23.3,25.0,22.4,24.3,0.9
82,Neither agree nor disagree,Instructor 2,63.3,61.0,64.1,62.5,0.8,5,64.7,61.0,63.8,65.6,0.9
83,Neither agree nor disagree,Instructor 3,87.4,88.0,88.2,86.6,0.8,5,87.7,88.0,86.7,88.6,0.9
84,Agree,Instructor 1,50.9,52.0,51.6,50.1,0.8,5,50.5,52.0,49.6,51.4,0.9
85,Agree,Instructor 2,104.9,106.0,105.7,104.1,0.8,5,104.6,106.0,103.6,105.5,0.9
86,Agree,Instructor 3,81.2,78.0,82.0,80.5,0.8,5,84.1,78.0,83.1,85.0,0.9
87,Strongly agree,Instructor 1,173.7,177.0,174.4,172.9,0.8,5,172.4,177.0,171.4,173.3,0.9
88,Strongly agree,Instructor 2,170.8,170.0,171.6,170.1,0.8,5,171.5,170.0,170.6,172.5,0.9
89,Strongly agree,Instructor 3,99.6,97.0,100.4,98.8,0.8,5,99.5,97.0,98.5,100.4,0.9
90,Strongly disagree,Instructor 1,16.8,19.0,17.5,16.1,0.7,6,17.8,19.0,17.0,18.6,0.8
91,Strongly disagree,Instructor 2,7.8,9.0,8.4,7.1,0.7,6,8.4,9.0,7.6,9.2,0.8
92,Strongly disagree,Instructor 3,23.3,34.0,24.0,22.6,0.7,6,22.0,34.0,21.2,22.7,0.8
93,Disagree,Instructor 1,34.3,36.0,35.0,33.6,0.7,6,33.7,36.0,32.9,34.5,0.8
94,Disagree,Instructor 2,23.9,24.0,24.5,23.2,0.7,6,23.8,24.0,23.0,24.6,0.8
95,Disagree,Instructor 3,22.9,24.0,23.6,22.2,0.7,6,23.8,24.0,23.0,24.6,0.8
96,Neither agree nor disagree,Instructor 1,25.7,25.0,26.3,25.0,0.7,6,24.2,25.0,23.5,25.0,0.8
97,Neither agree nor disagree,Instructor 2,63.1,61.0,63.7,62.4,0.7,6,63.3,61.0,62.5,64.1,0.8
98,Neither agree nor disagree,Instructor 3,87.1,88.0,87.7,86.4,0.7,6,87.4,88.0,86.6,88.2,0.8
99,Agree,Instructor 1,50.7,52.0,51.4,50.0,0.7,6,50.9,52.0,50.1,51.6,0.8
100,Agree,Instructor 2,104.6,106.0,105.3,103.9,0.7,6,104.9,106.0,104.1,105.7,0.8
101,Agree,Instructor 3,80.9,78.0,81.5,80.2,0.7,6,81.2,78.0,80.5,82.0,0.8
102,Strongly agree,Instructor 1,175.5,177.0,176.1,174.8,0.7,6,173.7,177.0,172.9,174.4,0.8
103,Strongly agree,Instructor 2,171.3,170.0,172.0,170.6,0.7,6,170.8,170.0,170.1,171.6,0.8
104,Strongly agree,Instructor 3,98.9,97.0,99.5,98.2,0.7,6,99.6,97.0,98.8,100.4,0.8
