,race,time_in_hospital,noisy_count,true_count,plus_error,minus_error,error,nth_remeasure,noisy_count_prev,true_count_prev,minus_error_prev,plus_error_prev,error_prev
75,African American,11-12,4.5,4.0,6.0,2.9,1.6,2,3.7,4.0,1.4,6.1,2.4
76,African American,13-14,8.4,9.0,9.9,6.8,1.6,2,6.6,9.0,4.3,9.0,2.4
77,Asian,1-2,1.4,2.0,3.0,-0.2,1.6,2,-0.9,2.0,-3.3,1.5,2.4
78,Asian,3-4,2.7,2.0,4.3,1.1,1.6,2,2.9,2.0,0.6,5.3,2.4
79,Asian,5-6,-4.5,0.0,-2.9,-6.1,1.6,2,-3.9,0.0,-6.3,-1.5,2.4
80,Asian,7-8,0.4,0.0,2.0,-1.2,1.6,2,0.6,0.0,-1.7,3.0,2.4
81,Asian,9-10,2.2,0.0,3.8,0.7,1.6,2,0.1,0.0,-2.3,2.5,2.4
82,Asian,11-12,0.8,0.0,2.3,-0.8,1.6,2,-0.3,0.0,-2.6,2.1,2.4
83,Asian,13-14,0.0,0.0,1.6,-1.6,1.6,2,0.1,0.0,-2.3,2.4,2.4
84,Caucasian,1-2,221.2,226.0,222.8,219.7,1.6,2,220.2,226.0,217.9,222.6,2.4
85,Caucasian,3-4,246.9,248.0,248.4,245.3,1.6,2,248.0,248.0,245.7,250.4,2.4
86,Caucasian,5-6,137.8,143.0,139.4,136.2,1.6,2,138.4,143.0,136.1,140.8,2.4
87,Caucasian,7-8,70.7,70.0,72.3,69.1,1.6,2,68.5,70.0,66.1,70.8,2.4
88,Caucasian,9-10,40.9,38.0,42.5,39.4,1.6,2,41.8,38.0,39.5,44.2,2.4
89,Caucasian,11-12,39.3,41.0,40.9,37.7,1.6,2,40.5,41.0,38.2,42.9,2.4
90,Caucasian,13-14,11.2,11.0,12.8,9.6,1.6,2,11.6,11.0,9.2,14.0,2.4
91,Hispanic,1-2,5.8,6.0,7.4,4.2,1.6,2,7.1,6.0,4.8,9.5,2.4
92,Hispanic,3-4,9.5,8.0,11.1,8.0,1.6,2,9.3,8.0,6.9,11.6,2.4
93,Hispanic,5-6,4.1,4.0,5.7,2.5,1.6,2,3.5,4.0,1.2,5.9,2.4
94,Hispanic,7-8,-2.2,1.0,-0.6,-3.8,1.6,2,-3.7,1.0,-6.1,-1.3,2.4
95,Hispanic,9-10,-2.1,1.0,-0.5,-3.7,1.6,2,-2.6,1.0,-5.0,-0.3,2.4
96,Hispanic,11-12,2.7,1.0,4.2,1.1,1.6,2,2.9,1.0,0.5,5.3,2.4
97,Hispanic,13-14,5.8,1.0,7.3,4.2,1.6,2,4.1,1.0,1.7,6.4,2.4
98,Other,1-2,1.1,3.0,2.7,-0.4,1.6,2,3.5,3.0,1.1,5.8,2.4
99,Other,3-4,4.0,5.0,5.6,2.5,1.6,2,7.1,5.0,4.8,9.5,2.4
100,Other,5-6,-1.4,2.0,0.2,-3.0,1.6,2,-0.1,2.0,-2.5,2.3,2.4
101,Other,7-8,5.5,2.0,7.1,4.0,1.6,2,3.1,2.0,0.7,5.4,2.4
102,Other,9-10,1.0,0.0,2.6,-0.6,1.6,2,1.4,0.0,-1.0,3.7,2.4
103,Other,11-12,1.5,0.0,3.1,-0.1,1.6,2,0.3,0.0,-2.0,2.7,2.4
104,Other,13-14,0.0,1.0,1.6,-1.5,1.6,2,1.4,1.0,-1.0,3.7,2.4
105,African American,1-2,55.3,55.0,56.4,54.1,1.2,3,54.8,55.0,53.2,56.4,1.6
106,African American,3-4,48.1,47.0,49.2,46.9,1.2,3,47.1,47.0,45.6,48.7,1.6
107,African American,5-6,28.4,29.0,29.6,27.2,1.2,3,27.5,29.0,26.0,29.1,1.6
108,African American,7-8,25.2,27.0,26.4,24.0,1.2,3,25.0,27.0,23.4,26.5,1.6
109,African American,9-10,14.0,13.0,15.2,12.8,1.2,3,13.7,13.0,12.1,15.3,1.6
110,African American,11-12,3.3,4.0,4.5,2.1,1.2,3,4.5,4.0,2.9,6.0,1.6
111,African American,13-14,8.1,9.0,9.3,7.0,1.2,3,8.4,9.0,6.8,9.9,1.6
112,Asian,1-2,2.7,2.0,3.9,1.6,1.2,3,1.4,2.0,-0.2,3.0,1.6
113,Asian,3-4,1.6,2.0,2.7,0.4,1.2,3,2.7,2.0,1.1,4.3,1.6
114,Asian,5-6,-2.2,0.0,-1.0,-3.4,1.2,3,-4.5,0.0,-6.1,-2.9,1.6
115,Asian,7-8,1.1,0.0,2.2,-0.1,1.2,3,0.4,0.0,-1.2,2.0,1.6
116,Asian,9-10,4.1,0.0,5.2,2.9,1.2,3,2.2,0.0,0.7,3.8,1.6
117,Asian,11-12,0.3,0.0,1.5,-0.9,1.2,3,0.8,0.0,-0.8,2.3,1.6
118,Asian,13-14,-0.7,0.0,0.5,-1.9,1.2,3,0.0,0.0,-1.6,1.6,1.6
119,Caucasian,1-2,223.3,226.0,224.5,222.1,1.2,3,221.2,226.0,219.7,222.8,1.6
120,Caucasian,3-4,249.4,248.0,250.5,248.2,1.2,3,246.9,248.0,245.3,248.4,1.6
121,Caucasian,5-6,139.5,143.0,140.7,138.4,1.2,3,137.8,143.0,136.2,139.4,1.6
122,Caucasian,7-8,70.5,70.0,71.7,69.3,1.2,3,70.7,70.0,69.1,72.3,1.6
123,Caucasian,9-10,39.7,38.0,40.9,38.6,1.2,3,40.9,38.0,39.4,42.5,1.6
124,Caucasian,11-12,40.6,41.0,41.8,39.5,1.2,3,39.3,41.0,37.7,40.9,1.6
125,Caucasian,13-14,12.3,11.0,13.5,11.1,1.2,3,11.2,11.0,9.6,12.8,1.6
126,Hispanic,1-2,5.1,6.0,6.3,4.0,1.2,3,5.8,6.0,4.2,7.4,1.6
127,Hispanic,3-4,10.1,8.0,11.2,8.9,1.2,3,9.5,8.0,8.0,11.1,1.6
128,Hispanic,5-6,5.1,4.0,6.2,3.9,1.2,3,4.1,4.0,2.5,5.7,1.6
129,Hispanic,7-8,-1.8,1.0,-0.6,-3.0,1.2,3,-2.2,1.0,-3.8,-0.6,1.6
130,Hispanic,9-10,-1.8,1.0,-0.6,-3.0,1.2,3,-2.1,1.0,-3.7,-0.5,1.6
131,Hispanic,11-12,2.1,1.0,3.3,1.0,1.2,3,2.7,1.0,1.1,4.2,1.6
132,Hispanic,13-14,4.6,1.0,5.8,3.5,1.2,3,5.8,1.0,4.2,7.3,1.6
133,Other,1-2,2.5,3.0,3.7,1.4,1.2,3,1.1,3.0,-0.4,2.7,1.6
134,Other,3-4,4.3,5.0,5.5,3.2,1.2,3,4.0,5.0,2.5,5.6,1.6
135,Other,5-6,0.1,2.0,1.3,-1.1,1.2,3,-1.4,2.0,-3.0,0.2,1.6
136,Other,7-8,4.0,2.0,5.2,2.8,1.2,3,5.5,2.0,4.0,7.1,1.6
137,Other,9-10,3.0,0.0,4.2,1.8,1.2,3,1.0,0.0,-0.6,2.6,1.6
138,Other,11-12,1.7,0.0,2.9,0.5,1.2,3,1.5,0.0,-0.1,3.1,1.6
139,Other,13-14,-0.0,1.0,1.1,-1.2,1.2,3,0.0,1.0,-1.5,1.6,1.6
140,African American,1-2,57.3,55.0,58.2,56.4,0.9,4,55.3,55.0,54.1,56.4,1.2
141,African American,3-4,47.9,47.0,48.8,46.9,0.9,4,48.1,47.0,46.9,49.2,1.2
142,African American,5-6,29.2,29.0,30.2,28.3,0.9,4,28.4,29.0,27.2,29.6,1.2
143,African American,7-8,24.3,27.0,25.2,23.3,0.9,4,25.2,27.0,24.0,26.4,1.2
144,African American,9-10,13.8,13.0,14.7,12.8,0.9,4,14.0,13.0,12.8,15.2,1.2
145,African American,11-12,2.0,4.0,3.0,1.1,0.9,4,3.3,4.0,2.1,4.5,1.2
146,African American,13-14,9.3,9.0,10.2,8.3,0.9,4,8.1,9.0,7.0,9.3,1.2
147,Asian,1-2,1.3,2.0,2.2,0.3,0.9,4,2.7,2.0,1.6,3.9,1.2
148,Asian,3-4,0.4,2.0,1.3,-0.6,0.9,4,1.6,2.0,0.4,2.7,1.2
149,Asian,5-6,-1.7,0.0,-0.8,-2.6,0.9,4,-2.2,0.0,-3.4,-1.0,1.2
150,Asian,7-8,-0.4,0.0,0.5,-1.4,0.9,4,1.1,0.0,-0.1,2.2,1.2
151,Asian,9-10,2.6,0.0,3.5,1.6,0.9,4,4.1,0.0,2.9,5.2,1.2
152,Asian,11-12,0.2,0.0,1.1,-0.8,0.9,4,0.3,0.0,-0.9,1.5,1.2
153,Asian,13-14,-0.6,0.0,0.4,-1.5,0.9,4,-0.7,0.0,-1.9,0.5,1.2
154,Caucasian,1-2,224.0,226.0,225.0,223.1,0.9,4,223.3,226.0,222.1,224.5,1.2
155,Caucasian,3-4,248.9,248.0,249.8,248.0,0.9,4,249.4,248.0,248.2,250.5,1.2
156,Caucasian,5-6,140.4,143.0,141.3,139.5,0.9,4,139.5,143.0,138.4,140.7,1.2
157,Caucasian,7-8,69.6,70.0,70.6,68.7,0.9,4,70.5,70.0,69.3,71.7,1.2
158,Caucasian,9-10,39.0,38.0,39.9,38.0,0.9,4,39.7,38.0,38.6,40.9,1.2
159,Caucasian,11-12,41.3,41.0,42.3,40.4,0.9,4,40.6,41.0,39.5,41.8,1.2
160,Caucasian,13-14,11.2,11.0,12.2,10.3,0.9,4,12.3,11.0,11.1,13.5,1.2
161,Hispanic,1-2,4.8,6.0,5.8,3.9,0.9,4,5.1,6.0,4.0,6.3,1.2
162,Hispanic,3-4,9.6,8.0,10.6,8.7,0.9,4,10.1,8.0,8.9,11.2,1.2
163,Hispanic,5-6,0.5,4.0,1.5,-0.4,0.9,4,5.1,4.0,3.9,6.2,1.2
164,Hispanic,7-8,-3.1,1.0,-2.1,-4.0,0.9,4,-1.8,1.0,-3.0,-0.6,1.2
165,Hispanic,9-10,-1.3,1.0,-0.4,-2.2,0.9,4,-1.8,1.0,-3.0,-0.6,1.2
166,Hispanic,11-12,1.2,1.0,2.1,0.2,0.9,4,2.1,1.0,1.0,3.3,1.2
167,Hispanic,13-14,4.2,1.0,5.2,3.3,0.9,4,4.6,1.0,3.5,5.8,1.2
168,Other,1-2,2.7,3.0,3.7,1.8,0.9,4,2.5,3.0,1.4,3.7,1.2
169,Other,3-4,4.8,5.0,5.7,3.9,0.9,4,4.3,5.0,3.2,5.5,1.2
170,Other,5-6,0.3,2.0,1.3,-0.6,0.9,4,0.1,2.0,-1.1,1.3,1.2
171,Other,7-8,2.0,2.0,3.0,1.1,0.9,4,4.0,2.0,2.8,5.2,1.2
172,Other,9-10,2.3,0.0,3.2,1.4,0.9,4,3.0,0.0,1.8,4.2,1.2
173,Other,11-12,1.2,0.0,2.1,0.2,0.9,4,1.7,0.0,0.5,2.9,1.2
174,Other,13-14,0.3,1.0,1.3,-0.6,0.9,4,-0.0,1.0,-1.2,1.1,1.2
175,African American,1-2,57.0,55.0,57.8,56.2,0.8,5,57.3,55.0,56.4,58.2,0.9
176,African American,3-4,47.9,47.0,48.6,47.1,0.8,5,47.9,47.0,46.9,48.8,0.9
177,African American,5-6,27.8,29.0,28.6,27.0,0.8,5,29.2,29.0,28.3,30.2,0.9
178,African American,7-8,24.6,27.0,25.4,23.9,0.8,5,24.3,27.0,23.3,25.2,0.9
179,African American,9-10,11.0,13.0,11.8,10.2,0.8,5,13.8,13.0,12.8,14.7,0.9
180,African American,11-12,2.0,4.0,2.8,1.2,0.8,5,2.0,4.0,1.1,3.0,0.9
181,African American,13-14,9.5,9.0,10.3,8.7,0.8,5,9.3,9.0,8.3,10.2,0.9
182,Asian,1-2,1.1,2.0,1.9,0.3,0.8,5,1.3,2.0,0.3,2.2,0.9
183,Asian,3-4,2.7,2.0,3.5,2.0,0.8,5,0.4,2.0,-0.6,1.3,0.9
184,Asian,5-6,0.2,0.0,1.0,-0.6,0.8,5,-1.7,0.0,-2.6,-0.8,0.9
185,Asian,7-8,-0.4,0.0,0.4,-1.1,0.8,5,-0.4,0.0,-1.4,0.5,0.9
186,Asian,9-10,2.5,0.0,3.3,1.7,0.8,5,2.6,0.0,1.6,3.5,0.9
187,Asian,11-12,0.3,0.0,1.1,-0.5,0.8,5,0.2,0.0,-0.8,1.1,0.9
188,Asian,13-14,-0.5,0.0,0.3,-1.3,0.8,5,-0.6,0.0,-1.5,0.4,0.9
189,Caucasian,1-2,223.8,226.0,224.6,223.0,0.8,5,224.0,226.0,223.1,225.0,0.9
190,Caucasian,3-4,249.3,248.0,250.1,248.6,0.8,5,248.9,248.0,248.0,249.8,0.9
191,Caucasian,5-6,139.5,143.0,140.2,138.7,0.8,5,140.4,143.0,139.5,141.3,0.9
192,Caucasian,7-8,70.4,70.0,71.2,69.6,0.8,5,69.6,70.0,68.7,70.6,0.9
193,Caucasian,9-10,39.1,38.0,39.8,38.3,0.8,5,39.0,38.0,38.0,39.9,0.9
194,Caucasian,11-12,41.2,41.0,42.0,40.4,0.8,5,41.3,41.0,40.4,42.3,0.9
195,Caucasian,13-14,11.4,11.0,12.2,10.6,0.8,5,11.2,11.0,10.3,12.2,0.9
196,Hispanic,1-2,5.5,6.0,6.3,4.7,0.8,5,4.8,6.0,3.9,5.8,0.9
197,Hispanic,3-4,8.5,8.0,9.3,7.7,0.8,5,9.6,8.0,8.7,10.6,0.9
198,Hispanic,5-6,1.1,4.0,1.9,0.3,0.8,5,0.5,4.0,-0.4,1.5,0.9
199,Hispanic,7-8,-1.7,1.0,-0.9,-2.4,0.8,5,-3.1,1.0,-4.0,-2.1,0.9
200,Hispanic,9-10,0.2,1.0,0.9,-0.6,0.8,5,-1.3,1.0,-2.2,-0.4,0.9
201,Hispanic,11-12,0.7,1.0,1.5,-0.1,0.8,5,1.2,1.0,0.2,2.1,0.9
202,Hispanic,13-14,3.3,1.0,4.1,2.5,0.8,5,4.2,1.0,3.3,5.2,0.9
203,Other,1-2,2.6,3.0,3.4,1.8,0.8,5,2.7,3.0,1.8,3.7,0.9
204,Other,3-4,3.6,5.0,4.4,2.8,0.8,5,4.8,5.0,3.9,5.7,0.9
205,Other,5-6,0.9,2.0,1.7,0.1,0.8,5,0.3,2.0,-0.6,1.3,0.9
206,Other,7-8,1.9,2.0,2.7,1.1,0.8,5,2.0,2.0,1.1,3.0,0.9
207,Other,9-10,2.3,0.0,3.1,1.5,0.8,5,2.3,0.0,1.4,3.2,0.9
208,Other,11-12,0.9,0.0,1.7,0.2,0.8,5,1.2,0.0,0.2,2.1,0.9
209,Other,13-14,0.4,1.0,1.2,-0.4,0.8,5,0.3,1.0,-0.6,1.3,0.9
210,African American,1-2,56.7,55.0,57.4,56.0,0.7,6,57.0,55.0,56.2,57.8,0.8
211,African American,3-4,47.8,47.0,48.5,47.1,0.7,6,47.9,47.0,47.1,48.6,0.8
212,African American,5-6,27.3,29.0,28.0,26.6,0.7,6,27.8,29.0,27.0,28.6,0.8
213,African American,7-8,25.3,27.0,26.0,24.7,0.7,6,24.6,27.0,23.9,25.4,0.8
214,African American,9-10,10.8,13.0,11.5,10.1,0.7,6,11.0,13.0,10.2,11.8,0.8
215,African American,11-12,2.3,4.0,3.0,1.6,0.7,6,2.0,4.0,1.2,2.8,0.8
216,African American,13-14,8.8,9.0,9.5,8.1,0.7,6,9.5,9.0,8.7,10.3,0.8
217,Asian,1-2,1.3,2.0,2.0,0.7,0.7,6,1.1,2.0,0.3,1.9,0.8
218,Asian,3-4,2.6,2.0,3.3,2.0,0.7,6,2.7,2.0,2.0,3.5,0.8
219,Asian,5-6,0.4,0.0,1.0,-0.3,0.7,6,0.2,0.0,-0.6,1.0,0.8
220,Asian,7-8,0.1,0.0,0.8,-0.6,0.7,6,-0.4,0.0,-1.1,0.4,0.8
221,Asian,9-10,3.7,0.0,4.4,3.1,0.7,6,2.5,0.0,1.7,3.3,0.8
222,Asian,11-12,-0.6,0.0,0.1,-1.3,0.7,6,0.3,0.0,-0.5,1.1,0.8
223,Asian,13-14,-0.3,0.0,0.4,-1.0,0.7,6,-0.5,0.0,-1.3,0.3,0.8
224,Caucasian,1-2,224.3,226.0,224.9,223.6,0.7,6,223.8,226.0,223.0,224.6,0.8
225,Caucasian,3-4,249.2,248.0,249.9,248.5,0.7,6,249.3,248.0,248.6,250.1,0.8
226,Caucasian,5-6,140.0,143.0,140.7,139.4,0.7,6,139.5,143.0,138.7,140.2,0.8
227,Caucasian,7-8,71.0,70.0,71.7,70.3,0.7,6,70.4,70.0,69.6,71.2,0.8
228,Caucasian,9-10,38.9,38.0,39.5,38.2,0.7,6,39.1,38.0,38.3,39.8,0.8
229,Caucasian,11-12,41.2,41.0,41.9,40.5,0.7,6,41.2,41.0,40.4,42.0,0.8
230,Caucasian,13-14,11.6,11.0,12.3,10.9,0.7,6,11.4,11.0,10.6,12.2,0.8
231,Hispanic,1-2,5.5,6.0,6.2,4.8,0.7,6,5.5,6.0,4.7,6.3,0.8
232,Hispanic,3-4,7.7,8.0,8.4,7.0,0.7,6,8.5,8.0,7.7,9.3,0.8
233,Hispanic,5-6,0.9,4.0,1.6,0.2,0.7,6,1.1,4.0,0.3,1.9,0.8
234,Hispanic,7-8,-3.9,1.0,-3.2,-4.5,0.7,6,-1.7,1.0,-2.4,-0.9,0.8
235,Hispanic,9-10,-0.1,1.0,0.5,-0.8,0.7,6,0.2,1.0,-0.6,0.9,0.8
236,Hispanic,11-12,0.3,1.0,1.0,-0.4,0.7,6,0.7,1.0,-0.1,1.5,0.8
237,Hispanic,13-14,3.0,1.0,3.7,2.3,0.7,6,3.3,1.0,2.5,4.1,0.8
238,Other,1-2,3.1,3.0,3.8,2.5,0.7,6,2.6,3.0,1.8,3.4,0.8
239,Other,3-4,3.8,5.0,4.5,3.1,0.7,6,3.6,5.0,2.8,4.4,0.8
240,Other,5-6,1.8,2.0,2.5,1.1,0.7,6,0.9,2.0,0.1,1.7,0.8
241,Other,7-8,1.8,2.0,2.5,1.1,0.7,6,1.9,2.0,1.1,2.7,0.8
242,Other,9-10,2.3,0.0,2.9,1.6,0.7,6,2.3,0.0,1.5,3.1,0.8
243,Other,11-12,0.9,0.0,1.5,0.2,0.7,6,0.9,0.0,0.2,1.7,0.8
244,Other,13-14,0.6,1.0,1.3,-0.0,0.7,6,0.4,1.0,-0.4,1.2,0.8
