,Q9,instr,noisy_count,true_count,plus_error,minus_error,error,nth_remeasure,noisy_count_prev,true_count_prev,minus_error_prev,plus_error_prev,error_prev
79,Disagree,Instructor 2,20.4,20.0,21.2,19.6,0.8,5,21.5,20.0,20.6,22.5,0.9
80,Disagree,Instructor 3,93.3,93.0,94.1,92.6,0.8,5,93.5,93.0,92.6,94.4,0.9
81,Neither agree nor disagree,Instructor 1,37.8,39.0,38.6,37.0,0.8,5,38.1,39.0,37.2,39.1,0.9
82,Neither agree nor disagree,Instructor 2,63.9,63.0,64.7,63.1,0.8,5,63.3,63.0,62.3,64.2,0.9
83,Neither agree nor disagree,Instructor 3,195.5,195.0,196.3,194.7,0.8,5,195.8,195.0,194.8,196.7,0.9
84,Agree,Instructor 1,38.4,37.0,39.2,37.6,0.8,5,37.8,37.0,36.9,38.7,0.9
85,Agree,Instructor 2,77.5,78.0,78.3,76.7,0.8,5,77.4,78.0,76.5,78.4,0.9
86,Agree,Instructor 3,157.9,159.0,158.7,157.1,0.8,5,157.4,159.0,156.4,158.3,0.9
87,Strongly agree,Instructor 1,24.9,26.0,25.7,24.2,0.8,5,24.3,26.0,23.4,25.3,0.9
88,Strongly agree,Instructor 2,38.1,41.0,38.9,37.3,0.8,5,37.7,41.0,36.8,38.6,0.9
89,Strongly agree,Instructor 3,74.6,80.0,75.4,73.8,0.8,5,73.4,80.0,72.5,74.4,0.9
90,Strongly disagree,Instructor 1,17.6,18.0,18.3,16.9,0.7,6,17.4,18.0,16.6,18.2,0.8
91,Strongly disagree,Instructor 2,20.2,21.0,20.9,19.5,0.7,6,19.5,21.0,18.7,20.3,0.8
92,Strongly disagree,Instructor 3,117.6,115.0,118.3,116.9,0.7,6,119.1,115.0,118.4,119.9,0.8
93,Disagree,Instructor 1,12.0,15.0,12.6,11.3,0.7,6,11.3,15.0,10.5,12.1,0.8
94,Disagree,Instructor 2,20.3,20.0,21.0,19.6,0.7,6,20.4,20.0,19.6,21.2,0.8
95,Disagree,Instructor 3,93.7,93.0,94.4,93.0,0.7,6,93.3,93.0,92.6,94.1,0.8
96,Neither agree nor disagree,Instructor 1,38.3,39.0,39.0,37.7,0.7,6,37.8,39.0,37.0,38.6,0.8
97,Neither agree nor disagree,Instructor 2,63.1,63.0,63.8,62.4,0.7,6,63.9,63.0,63.1,64.7,0.8
98,Neither agree nor disagree,Instructor 3,196.7,195.0,197.4,196.1,0.7,6,195.5,195.0,194.7,196.3,0.8
99,Agree,Instructor 1,37.4,37.0,38.1,36.7,0.7,6,38.4,37.0,37.6,39.2,0.8
100,Agree,Instructor 2,77.4,78.0,78.1,76.7,0.7,6,77.5,78.0,76.7,78.3,0.8
101,Agree,Instructor 3,156.8,159.0,157.5,156.1,0.7,6,157.9,159.0,157.1,158.7,0.8
102,Strongly agree,Instructor 1,25.5,26.0,26.2,24.8,0.7,6,24.9,26.0,24.2,25.7,0.8
103,Strongly agree,Instructor 2,39.8,41.0,40.5,39.1,0.7,6,38.1,41.0,37.3,38.9,0.8
104,Strongly agree,Instructor 3,76.7,80.0,77.3,76.0,0.7,6,74.6,80.0,73.8,75.4,0.8
