,admission_type_id,time_in_hospital,noisy_count,true_count,plus_error,minus_error,error,nth_remeasure,noisy_count_prev,true_count_prev,minus_error_prev,plus_error_prev,error_prev
44,Not Mapped,5-6,-5.9,0.0,-1.2,-10.6,4.7,0,,,,,
45,Not Mapped,7-8,2.1,0.0,6.8,-2.6,4.7,0,,,,,
46,Not Mapped,9-10,1.1,0.0,5.8,-3.7,4.7,0,,,,,
47,Not Mapped,11-12,-9.6,0.0,-4.9,-14.3,4.7,0,,,,,
48,Not Mapped,13-14,-1.7,0.0,3.0,-6.4,4.7,0,,,,,
49,Emergency,1-2,150.6,152.0,153.0,148.2,2.4,1,148.1,152.0,143.4,152.8,4.7
50,Emergency,3-4,172.1,171.0,174.4,169.7,2.4,1,173.2,171.0,168.5,177.9,4.7
51,Emergency,5-6,87.0,88.0,89.3,84.6,2.4,1,85.9,88.0,81.1,90.6,4.7
52,Emergency,7-8,57.0,57.0,59.3,54.6,2.4,1,57.2,57.0,52.5,61.9,4.7
53,Emergency,9-10,21.7,25.0,24.1,19.3,2.4,1,13.2,25.0,8.5,17.9,4.7
54,Emergency,11-12,31.4,28.0,33.8,29.1,2.4,1,34.1,28.0,29.3,38.8,4.7
55,Emergency,13-14,17.1,14.0,19.4,14.7,2.4,1,19.4,14.0,14.7,24.1,4.7
56,Urgent,1-2,46.0,42.0,48.4,43.7,2.4,1,50.2,42.0,45.5,54.9,4.7
57,Urgent,3-4,59.3,59.0,61.7,57.0,2.4,1,54.7,59.0,50.0,59.4,4.7
58,Urgent,5-6,39.6,42.0,42.0,37.2,2.4,1,40.1,42.0,35.4,44.8,4.7
59,Urgent,7-8,26.1,22.0,28.4,23.7,2.4,1,22.8,22.0,18.1,27.5,4.7
60,Urgent,9-10,18.5,18.0,20.8,16.1,2.4,1,25.3,18.0,20.6,30.0,4.7
61,Urgent,11-12,11.4,9.0,13.7,9.0,2.4,1,13.1,9.0,8.4,17.8,4.7
62,Urgent,13-14,-9.6,4.0,-7.3,-12.0,2.4,1,-14.0,4.0,-18.7,-9.3,4.7
63,Elective,1-2,73.7,73.0,76.1,71.4,2.4,1,73.4,73.0,68.7,78.1,4.7
64,Elective,3-4,61.1,59.0,63.5,58.7,2.4,1,58.9,59.0,54.2,63.6,4.7
65,Elective,5-6,46.9,42.0,49.2,44.5,2.4,1,44.6,42.0,39.8,49.3,4.7
66,Elective,7-8,12.9,15.0,15.3,10.6,2.4,1,11.2,15.0,6.5,15.9,4.7
67,Elective,9-10,8.9,7.0,11.3,6.6,2.4,1,9.5,7.0,4.8,14.2,4.7
68,Elective,11-12,4.8,7.0,7.2,2.5,2.4,1,-3.6,7.0,-8.3,1.1,4.7
69,Elective,13-14,2.3,4.0,4.6,-0.1,2.4,1,-0.4,4.0,-5.1,4.4,4.7
70,Newborn,1-2,-1.5,0.0,0.8,-3.9,2.4,1,-1.6,0.0,-6.3,3.1,4.7
71,Newborn,3-4,-0.2,0.0,2.2,-2.6,2.4,1,1.4,0.0,-3.3,6.1,4.7
72,Newborn,5-6,4.0,0.0,6.4,1.6,2.4,1,-0.2,0.0,-4.9,4.5,4.7
73,Newborn,7-8,1.3,0.0,3.7,-1.0,2.4,1,3.3,0.0,-1.4,8.0,4.7
74,Newborn,9-10,2.8,0.0,5.2,0.5,2.4,1,-1.8,0.0,-6.5,2.9,4.7
75,Newborn,11-12,3.1,0.0,5.5,0.8,2.4,1,2.1,0.0,-2.6,6.8,4.7
76,Newborn,13-14,1.7,0.0,4.0,-0.7,2.4,1,1.7,0.0,-3.0,6.4,4.7
77,Not Available,1-2,27.0,25.0,29.4,24.7,2.4,1,23.7,25.0,18.9,28.4,4.7
78,Not Available,3-4,27.3,19.0,29.6,24.9,2.4,1,29.4,19.0,24.7,34.1,4.7
79,Not Available,5-6,-0.9,6.0,1.4,-3.3,2.4,1,7.0,6.0,2.2,11.7,4.7
80,Not Available,7-8,10.4,6.0,12.8,8.1,2.4,1,13.7,6.0,9.0,18.4,4.7
81,Not Available,9-10,2.8,2.0,5.2,0.5,2.4,1,4.6,2.0,-0.2,9.3,4.7
82,Not Available,11-12,4.1,2.0,6.5,1.7,2.4,1,5.5,2.0,0.8,10.2,4.7
83,Not Available,13-14,0.1,0.0,2.4,-2.3,2.4,1,-0.7,0.0,-5.4,4.0,4.7
84,Trauma Center,1-2,-1.2,0.0,1.2,-3.5,2.4,1,-0.7,0.0,-5.5,4.0,4.7
85,Trauma Center,3-4,4.4,0.0,6.8,2.1,2.4,1,15.4,0.0,10.7,20.2,4.7
86,Trauma Center,5-6,-0.2,0.0,2.2,-2.5,2.4,1,-3.5,0.0,-8.2,1.3,4.7
87,Trauma Center,7-8,7.2,0.0,9.6,4.8,2.4,1,8.6,0.0,3.9,13.4,4.7
88,Trauma Center,9-10,-1.9,0.0,0.5,-4.2,2.4,1,-0.6,0.0,-5.3,4.1,4.7
89,Trauma Center,11-12,-1.7,0.0,0.6,-4.1,2.4,1,-0.5,0.0,-5.3,4.2,4.7
90,Trauma Center,13-14,-0.6,0.0,1.8,-3.0,2.4,1,-0.3,0.0,-5.0,4.5,4.7
91,Not Mapped,1-2,2.3,0.0,4.7,-0.0,2.4,1,-0.2,0.0,-5.0,4.5,4.7
92,Not Mapped,3-4,-3.9,2.0,-1.6,-6.3,2.4,1,-6.8,2.0,-11.6,-2.1,4.7
93,Not Mapped,5-6,-3.3,0.0,-0.9,-5.6,2.4,1,-5.9,0.0,-10.6,-1.2,4.7
94,Not Mapped,7-8,1.6,0.0,4.0,-0.7,2.4,1,2.1,0.0,-2.6,6.8,4.7
95,Not Mapped,9-10,0.6,0.0,2.9,-1.8,2.4,1,1.1,0.0,-3.7,5.8,4.7
96,Not Mapped,11-12,-5.5,0.0,-3.1,-7.8,2.4,1,-9.6,0.0,-14.3,-4.9,4.7
97,Not Mapped,13-14,0.5,0.0,2.9,-1.9,2.4,1,-1.7,0.0,-6.4,3.0,4.7
98,Emergency,1-2,150.5,152.0,152.0,148.9,1.6,2,150.6,152.0,148.2,153.0,2.4
99,Emergency,3-4,172.0,171.0,173.6,170.5,1.6,2,172.1,171.0,169.7,174.4,2.4
100,Emergency,5-6,87.7,88.0,89.3,86.2,1.6,2,87.0,88.0,84.6,89.3,2.4
101,Emergency,7-8,54.8,57.0,56.3,53.2,1.6,2,57.0,57.0,54.6,59.3,2.4
102,Emergency,9-10,22.4,25.0,24.0,20.9,1.6,2,21.7,25.0,19.3,24.1,2.4
103,Emergency,11-12,29.8,28.0,31.4,28.3,1.6,2,31.4,28.0,29.1,33.8,2.4
104,Emergency,13-14,14.9,14.0,16.5,13.3,1.6,2,17.1,14.0,14.7,19.4,2.4
105,Urgent,1-2,40.4,42.0,42.0,38.8,1.6,2,46.0,42.0,43.7,48.4,2.4
106,Urgent,3-4,59.5,59.0,61.0,57.9,1.6,2,59.3,59.0,57.0,61.7,2.4
107,Urgent,5-6,38.4,42.0,40.0,36.9,1.6,2,39.6,42.0,37.2,42.0,2.4
108,Urgent,7-8,24.2,22.0,25.8,22.6,1.6,2,26.1,22.0,23.7,28.4,2.4
109,Urgent,9-10,21.4,18.0,23.0,19.8,1.6,2,18.5,18.0,16.1,20.8,2.4
110,Urgent,11-12,12.1,9.0,13.7,10.5,1.6,2,11.4,9.0,9.0,13.7,2.4
111,Urgent,13-14,-3.1,4.0,-1.6,-4.7,1.6,2,-9.6,4.0,-12.0,-7.3,2.4
112,Elective,1-2,73.0,73.0,74.5,71.4,1.6,2,73.7,73.0,71.4,76.1,2.4
113,Elective,3-4,59.6,59.0,61.2,58.0,1.6,2,61.1,59.0,58.7,63.5,2.4
114,Elective,5-6,45.2,42.0,46.8,43.6,1.6,2,46.9,42.0,44.5,49.2,2.4
115,Elective,7-8,13.7,15.0,15.3,12.1,1.6,2,12.9,15.0,10.6,15.3,2.4
116,Elective,9-10,8.1,7.0,9.6,6.5,1.6,2,8.9,7.0,6.6,11.3,2.4
117,Elective,11-12,6.3,7.0,7.9,4.7,1.6,2,4.8,7.0,2.5,7.2,2.4
118,Elective,13-14,3.2,4.0,4.8,1.7,1.6,2,2.3,4.0,-0.1,4.6,2.4
119,Newborn,1-2,-2.4,0.0,-0.8,-3.9,1.6,2,-1.5,0.0,-3.9,0.8,2.4
120,Newborn,3-4,0.6,0.0,2.2,-0.9,1.6,2,-0.2,0.0,-2.6,2.2,2.4
121,Newborn,5-6,3.0,0.0,4.6,1.5,1.6,2,4.0,0.0,1.6,6.4,2.4
122,Newborn,7-8,0.3,0.0,1.9,-1.3,1.6,2,1.3,0.0,-1.0,3.7,2.4
123,Newborn,9-10,1.6,0.0,3.1,-0.0,1.6,2,2.8,0.0,0.5,5.2,2.4
124,Newborn,11-12,6.3,0.0,7.9,4.7,1.6,2,3.1,0.0,0.8,5.5,2.4
125,Newborn,13-14,0.7,0.0,2.3,-0.9,1.6,2,1.7,0.0,-0.7,4.0,2.4
126,Not Available,1-2,26.6,25.0,28.2,25.1,1.6,2,27.0,25.0,24.7,29.4,2.4
127,Not Available,3-4,24.8,19.0,26.4,23.2,1.6,2,27.3,19.0,24.9,29.6,2.4
128,Not Available,5-6,-2.6,6.0,-1.1,-4.2,1.6,2,-0.9,6.0,-3.3,1.4,2.4
129,Not Available,7-8,9.1,6.0,10.7,7.5,1.6,2,10.4,6.0,8.1,12.8,2.4
130,Not Available,9-10,3.5,2.0,5.0,1.9,1.6,2,2.8,2.0,0.5,5.2,2.4
131,Not Available,11-12,6.0,2.0,7.5,4.4,1.6,2,4.1,2.0,1.7,6.5,2.4
132,Not Available,13-14,0.6,0.0,2.2,-0.9,1.6,2,0.1,0.0,-2.3,2.4,2.4
133,Trauma Center,1-2,-1.6,0.0,0.0,-3.1,1.6,2,-1.2,0.0,-3.5,1.2,2.4
134,Trauma Center,3-4,2.8,0.0,4.3,1.2,1.6,2,4.4,0.0,2.1,6.8,2.4
135,Trauma Center,5-6,0.2,0.0,1.8,-1.4,1.6,2,-0.2,0.0,-2.5,2.2,2.4
136,Trauma Center,7-8,3.0,0.0,4.5,1.4,1.6,2,7.2,0.0,4.8,9.6,2.4
137,Trauma Center,9-10,-1.5,0.0,0.1,-3.1,1.6,2,-1.9,0.0,-4.2,0.5,2.4
138,Trauma Center,11-12,-1.6,0.0,-0.1,-3.2,1.6,2,-1.7,0.0,-4.1,0.6,2.4
139,Trauma Center,13-14,2.8,0.0,4.4,1.2,1.6,2,-0.6,0.0,-3.0,1.8,2.4
140,Not Mapped,1-2,2.3,0.0,3.9,0.7,1.6,2,2.3,0.0,-0.0,4.7,2.4
141,Not Mapped,3-4,-1.9,2.0,-0.3,-3.5,1.6,2,-3.9,2.0,-6.3,-1.6,2.4
142,Not Mapped,5-6,-3.4,0.0,-1.8,-5.0,1.6,2,-3.3,0.0,-5.6,-0.9,2.4
143,Not Mapped,7-8,3.6,0.0,5.2,2.1,1.6,2,1.6,0.0,-0.7,4.0,2.4
144,Not Mapped,9-10,2.4,0.0,4.0,0.9,1.6,2,0.6,0.0,-1.8,2.9,2.4
145,Not Mapped,11-12,-2.0,0.0,-0.5,-3.6,1.6,2,-5.5,0.0,-7.8,-3.1,2.4
146,Not Mapped,13-14,-2.2,0.0,-0.6,-3.8,1.6,2,0.5,0.0,-1.9,2.9,2.4
147,Emergency,1-2,151.1,152.0,152.3,149.9,1.2,3,150.5,152.0,148.9,152.0,1.6
148,Emergency,3-4,172.7,171.0,173.8,171.5,1.2,3,172.0,171.0,170.5,173.6,1.6
149,Emergency,5-6,87.8,88.0,89.0,86.7,1.2,3,87.7,88.0,86.2,89.3,1.6
150,Emergency,7-8,55.2,57.0,56.4,54.0,1.2,3,54.8,57.0,53.2,56.3,1.6
151,Emergency,9-10,23.1,25.0,24.3,21.9,1.2,3,22.4,25.0,20.9,24.0,1.6
152,Emergency,11-12,31.2,28.0,32.4,30.1,1.2,3,29.8,28.0,28.3,31.4,1.6
153,Emergency,13-14,20.1,14.0,21.3,18.9,1.2,3,14.9,14.0,13.3,16.5,1.6
154,Urgent,1-2,41.5,42.0,42.7,40.3,1.2,3,40.4,42.0,38.8,42.0,1.6
155,Urgent,3-4,62.1,59.0,63.3,60.9,1.2,3,59.5,59.0,57.9,61.0,1.6
156,Urgent,5-6,38.3,42.0,39.4,37.1,1.2,3,38.4,42.0,36.9,40.0,1.6
157,Urgent,7-8,21.2,22.0,22.4,20.0,1.2,3,24.2,22.0,22.6,25.8,1.6
158,Urgent,9-10,21.1,18.0,22.3,19.9,1.2,3,21.4,18.0,19.8,23.0,1.6
159,Urgent,11-12,11.6,9.0,12.7,10.4,1.2,3,12.1,9.0,10.5,13.7,1.6
160,Urgent,13-14,-2.7,4.0,-1.5,-3.9,1.2,3,-3.1,4.0,-4.7,-1.6,1.6
161,Elective,1-2,73.0,73.0,74.2,71.8,1.2,3,73.0,73.0,71.4,74.5,1.6
162,Elective,3-4,59.0,59.0,60.2,57.8,1.2,3,59.6,59.0,58.0,61.2,1.6
163,Elective,5-6,43.8,42.0,45.0,42.7,1.2,3,45.2,42.0,43.6,46.8,1.6
164,Elective,7-8,13.2,15.0,14.4,12.0,1.2,3,13.7,15.0,12.1,15.3,1.6
165,Elective,9-10,8.0,7.0,9.1,6.8,1.2,3,8.1,7.0,6.5,9.6,1.6
166,Elective,11-12,5.5,7.0,6.7,4.3,1.2,3,6.3,7.0,4.7,7.9,1.6
167,Elective,13-14,3.9,4.0,5.1,2.7,1.2,3,3.2,4.0,1.7,4.8,1.6
168,Newborn,1-2,-1.4,0.0,-0.2,-2.6,1.2,3,-2.4,0.0,-3.9,-0.8,1.6
169,Newborn,3-4,-0.1,0.0,1.1,-1.2,1.2,3,0.6,0.0,-0.9,2.2,1.6
170,Newborn,5-6,2.1,0.0,3.3,0.9,1.2,3,3.0,0.0,1.5,4.6,1.6
171,Newborn,7-8,0.3,0.0,1.4,-0.9,1.2,3,0.3,0.0,-1.3,1.9,1.6
172,Newborn,9-10,0.9,0.0,2.0,-0.3,1.2,3,1.6,0.0,-0.0,3.1,1.6
173,Newborn,11-12,4.8,0.0,6.0,3.6,1.2,3,6.3,0.0,4.7,7.9,1.6
174,Newborn,13-14,0.9,0.0,2.1,-0.3,1.2,3,0.7,0.0,-0.9,2.3,1.6
175,Not Available,1-2,25.5,25.0,26.7,24.3,1.2,3,26.6,25.0,25.1,28.2,1.6
176,Not Available,3-4,24.1,19.0,25.3,22.9,1.2,3,24.8,19.0,23.2,26.4,1.6
177,Not Available,5-6,0.2,6.0,1.4,-1.0,1.2,3,-2.6,6.0,-4.2,-1.1,1.6
178,Not Available,7-8,6.3,6.0,7.4,5.1,1.2,3,9.1,6.0,7.5,10.7,1.6
179,Not Available,9-10,3.4,2.0,4.6,2.2,1.2,3,3.5,2.0,1.9,5.0,1.6
180,Not Available,11-12,3.8,2.0,5.0,2.7,1.2,3,6.0,2.0,4.4,7.5,1.6
181,Not Available,13-14,0.6,0.0,1.7,-0.6,1.2,3,0.6,0.0,-0.9,2.2,1.6
182,Trauma Center,1-2,-0.3,0.0,0.9,-1.5,1.2,3,-1.6,0.0,-3.1,0.0,1.6
183,Trauma Center,3-4,0.7,0.0,1.9,-0.5,1.2,3,2.8,0.0,1.2,4.3,1.6
184,Trauma Center,5-6,1.5,0.0,2.7,0.3,1.2,3,0.2,0.0,-1.4,1.8,1.6
185,Trauma Center,7-8,1.9,0.0,3.1,0.7,1.2,3,3.0,0.0,1.4,4.5,1.6
186,Trauma Center,9-10,-2.2,0.0,-1.1,-3.4,1.2,3,-1.5,0.0,-3.1,0.1,1.6
187,Trauma Center,11-12,-1.3,0.0,-0.1,-2.5,1.2,3,-1.6,0.0,-3.2,-0.1,1.6
188,Trauma Center,13-14,0.6,0.0,1.8,-0.6,1.2,3,2.8,0.0,1.2,4.4,1.6
189,Not Mapped,1-2,1.5,0.0,2.6,0.3,1.2,3,2.3,0.0,0.7,3.9,1.6
190,Not Mapped,3-4,-1.3,2.0,-0.1,-2.5,1.2,3,-1.9,2.0,-3.5,-0.3,1.6
191,Not Mapped,5-6,-3.8,0.0,-2.7,-5.0,1.2,3,-3.4,0.0,-5.0,-1.8,1.6
192,Not Mapped,7-8,1.9,0.0,3.1,0.7,1.2,3,3.6,0.0,2.1,5.2,1.6
193,Not Mapped,9-10,1.9,0.0,3.0,0.7,1.2,3,2.4,0.0,0.9,4.0,1.6
194,Not Mapped,11-12,-2.8,0.0,-1.6,-4.0,1.2,3,-2.0,0.0,-3.6,-0.5,1.6
195,Not Mapped,13-14,-1.7,0.0,-0.5,-2.9,1.2,3,-2.2,0.0,-3.8,-0.6,1.6
196,Emergency,1-2,151.1,152.0,152.0,150.2,0.9,4,151.1,152.0,149.9,152.3,1.2
197,Emergency,3-4,171.8,171.0,172.7,170.8,0.9,4,172.7,171.0,171.5,173.8,1.2
198,Emergency,5-6,87.3,88.0,88.3,86.4,0.9,4,87.8,88.0,86.7,89.0,1.2
199,Emergency,7-8,54.7,57.0,55.7,53.8,0.9,4,55.2,57.0,54.0,56.4,1.2
200,Emergency,9-10,23.9,25.0,24.8,23.0,0.9,4,23.1,25.0,21.9,24.3,1.2
201,Emergency,11-12,29.7,28.0,30.6,28.7,0.9,4,31.2,28.0,30.1,32.4,1.2
202,Emergency,13-14,18.6,14.0,19.5,17.7,0.9,4,20.1,14.0,18.9,21.3,1.2
203,Urgent,1-2,39.9,42.0,40.8,38.9,0.9,4,41.5,42.0,40.3,42.7,1.2
204,Urgent,3-4,60.7,59.0,61.6,59.8,0.9,4,62.1,59.0,60.9,63.3,1.2
205,Urgent,5-6,38.3,42.0,39.2,37.4,0.9,4,38.3,42.0,37.1,39.4,1.2
206,Urgent,7-8,21.9,22.0,22.8,20.9,0.9,4,21.2,22.0,20.0,22.4,1.2
207,Urgent,9-10,20.0,18.0,20.9,19.0,0.9,4,21.1,18.0,19.9,22.3,1.2
208,Urgent,11-12,11.5,9.0,12.4,10.6,0.9,4,11.6,9.0,10.4,12.7,1.2
209,Urgent,13-14,-1.6,4.0,-0.7,-2.5,0.9,4,-2.7,4.0,-3.9,-1.5,1.2
210,Elective,1-2,73.2,73.0,74.2,72.3,0.9,4,73.0,73.0,71.8,74.2,1.2
211,Elective,3-4,58.5,59.0,59.4,57.5,0.9,4,59.0,59.0,57.8,60.2,1.2
212,Elective,5-6,43.4,42.0,44.3,42.4,0.9,4,43.8,42.0,42.7,45.0,1.2
213,Elective,7-8,13.8,15.0,14.8,12.9,0.9,4,13.2,15.0,12.0,14.4,1.2
214,Elective,9-10,7.9,7.0,8.9,7.0,0.9,4,8.0,7.0,6.8,9.1,1.2
215,Elective,11-12,6.0,7.0,6.9,5.0,0.9,4,5.5,7.0,4.3,6.7,1.2
216,Elective,13-14,2.2,4.0,3.2,1.3,0.9,4,3.9,4.0,2.7,5.1,1.2
217,Newborn,1-2,-0.1,0.0,0.8,-1.1,0.9,4,-1.4,0.0,-2.6,-0.2,1.2
218,Newborn,3-4,-0.7,0.0,0.2,-1.7,0.9,4,-0.1,0.0,-1.2,1.1,1.2
219,Newborn,5-6,1.5,0.0,2.4,0.6,0.9,4,2.1,0.0,0.9,3.3,1.2
220,Newborn,7-8,1.3,0.0,2.3,0.4,0.9,4,0.3,0.0,-0.9,1.4,1.2
221,Newborn,9-10,0.6,0.0,1.6,-0.3,0.9,4,0.9,0.0,-0.3,2.0,1.2
222,Newborn,11-12,3.7,0.0,4.7,2.8,0.9,4,4.8,0.0,3.6,6.0,1.2
223,Newborn,13-14,1.1,0.0,2.0,0.1,0.9,4,0.9,0.0,-0.3,2.1,1.2
224,Not Available,1-2,26.3,25.0,27.2,25.3,0.9,4,25.5,25.0,24.3,26.7,1.2
225,Not Available,3-4,20.7,19.0,21.6,19.7,0.9,4,24.1,19.0,22.9,25.3,1.2
226,Not Available,5-6,0.1,6.0,1.0,-0.9,0.9,4,0.2,6.0,-1.0,1.4,1.2
227,Not Available,7-8,6.0,6.0,7.0,5.1,0.9,4,6.3,6.0,5.1,7.4,1.2
228,Not Available,9-10,2.6,2.0,3.6,1.7,0.9,4,3.4,2.0,2.2,4.6,1.2
229,Not Available,11-12,3.5,2.0,4.4,2.5,0.9,4,3.8,2.0,2.7,5.0,1.2
230,Not Available,13-14,-0.4,0.0,0.6,-1.3,0.9,4,0.6,0.0,-0.6,1.7,1.2
231,Trauma Center,1-2,-0.2,0.0,0.8,-1.1,0.9,4,-0.3,0.0,-1.5,0.9,1.2
232,Trauma Center,3-4,1.3,0.0,2.2,0.3,0.9,4,0.7,0.0,-0.5,1.9,1.2
233,Trauma Center,5-6,0.8,0.0,1.7,-0.2,0.9,4,1.5,0.0,0.3,2.7,1.2
234,Trauma Center,7-8,0.8,0.0,1.8,-0.1,0.9,4,1.9,0.0,0.7,3.1,1.2
235,Trauma Center,9-10,-1.8,0.0,-0.8,-2.7,0.9,4,-2.2,0.0,-3.4,-1.1,1.2
236,Trauma Center,11-12,-1.5,0.0,-0.6,-2.5,0.9,4,-1.3,0.0,-2.5,-0.1,1.2
237,Trauma Center,13-14,0.4,0.0,1.4,-0.5,0.9,4,0.6,0.0,-0.6,1.8,1.2
238,Not Mapped,1-2,1.3,0.0,2.3,0.4,0.9,4,1.5,0.0,0.3,2.6,1.2
239,Not Mapped,3-4,0.1,2.0,1.1,-0.8,0.9,4,-1.3,2.0,-2.5,-0.1,1.2
240,Not Mapped,5-6,-1.9,0.0,-1.0,-2.9,0.9,4,-3.8,0.0,-5.0,-2.7,1.2
241,Not Mapped,7-8,3.1,0.0,4.0,2.1,0.9,4,1.9,0.0,0.7,3.1,1.2
242,Not Mapped,9-10,1.6,0.0,2.6,0.7,0.9,4,1.9,0.0,0.7,3.0,1.2
243,Not Mapped,11-12,-2.2,0.0,-1.3,-3.1,0.9,4,-2.8,0.0,-4.0,-1.6,1.2
244,Not Mapped,13-14,-0.8,0.0,0.1,-1.7,0.9,4,-1.7,0.0,-2.9,-0.5,1.2
245,Emergency,1-2,150.6,152.0,151.4,149.8,0.8,5,151.1,152.0,150.2,152.0,0.9
246,Emergency,3-4,171.8,171.0,172.6,171.0,0.8,5,171.8,171.0,170.8,172.7,0.9
247,Emergency,5-6,87.4,88.0,88.2,86.6,0.8,5,87.3,88.0,86.4,88.3,0.9
248,Emergency,7-8,55.7,57.0,56.5,54.9,0.8,5,54.7,57.0,53.8,55.7,0.9
249,Emergency,9-10,25.2,25.0,26.0,24.4,0.8,5,23.9,25.0,23.0,24.8,0.9
250,Emergency,11-12,30.0,28.0,30.8,29.2,0.8,5,29.7,28.0,28.7,30.6,0.9
251,Emergency,13-14,16.2,14.0,17.0,15.4,0.8,5,18.6,14.0,17.7,19.5,0.9
252,Urgent,1-2,39.6,42.0,40.4,38.8,0.8,5,39.9,42.0,38.9,40.8,0.9
253,Urgent,3-4,60.2,59.0,61.0,59.4,0.8,5,60.7,59.0,59.8,61.6,0.9
254,Urgent,5-6,38.8,42.0,39.5,38.0,0.8,5,38.3,42.0,37.4,39.2,0.9
255,Urgent,7-8,22.5,22.0,23.2,21.7,0.8,5,21.9,22.0,20.9,22.8,0.9
256,Urgent,9-10,19.1,18.0,19.9,18.4,0.8,5,20.0,18.0,19.0,20.9,0.9
257,Urgent,11-12,10.5,9.0,11.3,9.7,0.8,5,11.5,9.0,10.6,12.4,0.9
258,Urgent,13-14,1.7,4.0,2.4,0.9,0.8,5,-1.6,4.0,-2.5,-0.7,0.9
259,Elective,1-2,72.9,73.0,73.7,72.2,0.8,5,73.2,73.0,72.3,74.2,0.9
260,Elective,3-4,58.5,59.0,59.2,57.7,0.8,5,58.5,59.0,57.5,59.4,0.9
261,Elective,5-6,42.7,42.0,43.5,41.9,0.8,5,43.4,42.0,42.4,44.3,0.9
262,Elective,7-8,13.7,15.0,14.5,12.9,0.8,5,13.8,15.0,12.9,14.8,0.9
263,Elective,9-10,6.9,7.0,7.7,6.1,0.8,5,7.9,7.0,7.0,8.9,0.9
264,Elective,11-12,6.7,7.0,7.5,5.9,0.8,5,6.0,7.0,5.0,6.9,0.9
265,Elective,13-14,2.1,4.0,2.9,1.3,0.8,5,2.2,4.0,1.3,3.2,0.9
