,Q13,difficulty,noisy_count,true_count,plus_error,minus_error,error,nth_remeasure,noisy_count_prev,true_count_prev,minus_error_prev,plus_error_prev,error_prev
52,Strongly disagree,3,21.9,21.0,23.5,20.3,1.6,2,23.7,21.0,21.3,26.0,2.4
53,Strongly disagree,4,21.0,17.0,22.6,19.4,1.6,2,20.7,17.0,18.4,23.1,2.4
54,Strongly disagree,5,30.1,29.0,31.7,28.6,1.6,2,32.9,29.0,30.5,35.2,2.4
55,Disagree,1,29.5,27.0,31.1,28.0,1.6,2,30.4,27.0,28.1,32.8,2.4
56,Disagree,2,6.2,6.0,7.8,4.7,1.6,2,6.1,6.0,3.8,8.5,2.4
57,Disagree,3,29.0,26.0,30.6,27.5,1.6,2,26.4,26.0,24.1,28.8,2.4
58,Disagree,4,15.8,16.0,17.4,14.2,1.6,2,15.8,16.0,13.5,18.2,2.4
59,Disagree,5,9.2,14.0,10.8,7.7,1.6,2,9.1,14.0,6.8,11.5,2.4
60,Neither agree nor disagree,1,80.5,83.0,82.1,78.9,1.6,2,80.7,83.0,78.4,83.1,2.4
61,Neither agree nor disagree,2,25.0,27.0,26.6,23.4,1.6,2,25.8,27.0,23.4,28.1,2.4
62,Neither agree nor disagree,3,76.0,76.0,77.6,74.5,1.6,2,76.3,76.0,73.9,78.6,2.4
63,Neither agree nor disagree,4,54.2,54.0,55.8,52.6,1.6,2,54.9,54.0,52.6,57.3,2.4
64,Neither agree nor disagree,5,40.9,40.0,42.4,39.3,1.6,2,36.7,40.0,34.4,39.1,2.4
65,Agree,1,55.1,59.0,56.7,53.5,1.6,2,51.2,59.0,48.8,53.6,2.4
66,Agree,2,31.8,33.0,33.3,30.2,1.6,2,30.5,33.0,28.1,32.8,2.4
67,Agree,3,115.0,112.0,116.5,113.4,1.6,2,119.0,112.0,116.6,121.3,2.4
68,Agree,4,60.6,63.0,62.2,59.1,1.6,2,62.4,63.0,60.0,64.7,2.4
69,Agree,5,29.7,28.0,31.2,28.1,1.6,2,26.0,28.0,23.7,28.4,2.4
70,Strongly agree,1,40.1,45.0,41.6,38.5,1.6,2,40.6,45.0,38.3,43.0,2.4
71,Strongly agree,2,15.9,21.0,17.5,14.3,1.6,2,14.4,21.0,12.0,16.7,2.4
72,Strongly agree,3,60.0,58.0,61.6,58.4,1.6,2,60.4,58.0,58.0,62.8,2.4
73,Strongly agree,4,41.4,40.0,43.0,39.8,1.6,2,41.9,40.0,39.6,44.3,2.4
74,Strongly agree,5,16.7,22.0,18.3,15.1,1.6,2,13.2,22.0,10.8,15.5,2.4
75,Strongly disagree,1,64.5,72.0,65.7,63.3,1.2,3,63.0,72.0,61.5,64.6,1.6
76,Strongly disagree,2,7.9,11.0,9.0,6.7,1.2,3,9.0,11.0,7.5,10.6,1.6
77,Strongly disagree,3,22.2,21.0,23.4,21.1,1.2,3,21.9,21.0,20.3,23.5,1.6
78,Strongly disagree,4,19.2,17.0,20.3,18.0,1.2,3,21.0,17.0,19.4,22.6,1.6
79,Strongly disagree,5,28.7,29.0,29.9,27.5,1.2,3,30.1,29.0,28.6,31.7,1.6
80,Disagree,1,28.4,27.0,29.6,27.2,1.2,3,29.5,27.0,28.0,31.1,1.6
81,Disagree,2,3.9,6.0,5.1,2.8,1.2,3,6.2,6.0,4.7,7.8,1.6
82,Disagree,3,27.7,26.0,28.9,26.5,1.2,3,29.0,26.0,27.5,30.6,1.6
83,Disagree,4,16.2,16.0,17.4,15.0,1.2,3,15.8,16.0,14.2,17.4,1.6
84,Disagree,5,11.0,14.0,12.2,9.9,1.2,3,9.2,14.0,7.7,10.8,1.6
85,Neither agree nor disagree,1,81.3,83.0,82.5,80.1,1.2,3,80.5,83.0,78.9,82.1,1.6
86,Neither agree nor disagree,2,27.0,27.0,28.1,25.8,1.2,3,25.0,27.0,23.4,26.6,1.6
87,Neither agree nor disagree,3,76.1,76.0,77.3,74.9,1.2,3,76.0,76.0,74.5,77.6,1.6
88,Neither agree nor disagree,4,53.9,54.0,55.1,52.7,1.2,3,54.2,54.0,52.6,55.8,1.6
89,Neither agree nor disagree,5,37.6,40.0,38.8,36.4,1.2,3,40.9,40.0,39.3,42.4,1.6
90,Agree,1,56.9,59.0,58.1,55.7,1.2,3,55.1,59.0,53.5,56.7,1.6
91,Agree,2,30.5,33.0,31.7,29.4,1.2,3,31.8,33.0,30.2,33.3,1.6
92,Agree,3,113.3,112.0,114.5,112.2,1.2,3,115.0,112.0,113.4,116.5,1.6
93,Agree,4,62.2,63.0,63.4,61.0,1.2,3,60.6,63.0,59.1,62.2,1.6
94,Agree,5,29.4,28.0,30.6,28.2,1.2,3,29.7,28.0,28.1,31.2,1.6
95,Strongly agree,1,40.3,45.0,41.4,39.1,1.2,3,40.1,45.0,38.5,41.6,1.6
96,Strongly agree,2,15.8,21.0,17.0,14.6,1.2,3,15.9,21.0,14.3,17.5,1.6
97,Strongly agree,3,59.6,58.0,60.8,58.4,1.2,3,60.0,58.0,58.4,61.6,1.6
98,Strongly agree,4,41.5,40.0,42.7,40.3,1.2,3,41.4,40.0,39.8,43.0,1.6
99,Strongly agree,5,19.9,22.0,21.1,18.8,1.2,3,16.7,22.0,15.1,18.3,1.6
100,Strongly disagree,1,65.9,72.0,66.8,64.9,0.9,4,64.5,72.0,63.3,65.7,1.2
101,Strongly disagree,2,7.7,11.0,8.7,6.8,0.9,4,7.9,11.0,6.7,9.0,1.2
102,Strongly disagree,3,21.6,21.0,22.5,20.7,0.9,4,22.2,21.0,21.1,23.4,1.2
103,Strongly disagree,4,18.2,17.0,19.1,17.3,0.9,4,19.2,17.0,18.0,20.3,1.2
104,Strongly disagree,5,28.4,29.0,29.4,27.5,0.9,4,28.7,29.0,27.5,29.9,1.2
105,Disagree,1,28.5,27.0,29.4,27.5,0.9,4,28.4,27.0,27.2,29.6,1.2
106,Disagree,2,2.9,6.0,3.8,1.9,0.9,4,3.9,6.0,2.8,5.1,1.2
107,Disagree,3,27.5,26.0,28.4,26.6,0.9,4,27.7,26.0,26.5,28.9,1.2
108,Disagree,4,15.5,16.0,16.4,14.5,0.9,4,16.2,16.0,15.0,17.4,1.2
109,Disagree,5,11.6,14.0,12.6,10.7,0.9,4,11.0,14.0,9.9,12.2,1.2
110,Neither agree nor disagree,1,81.5,83.0,82.4,80.5,0.9,4,81.3,83.0,80.1,82.5,1.2
111,Neither agree nor disagree,2,27.0,27.0,27.9,26.0,0.9,4,27.0,27.0,25.8,28.1,1.2
112,Neither agree nor disagree,3,75.1,76.0,76.1,74.2,0.9,4,76.1,76.0,74.9,77.3,1.2
113,Neither agree nor disagree,4,53.0,54.0,54.0,52.1,0.9,4,53.9,54.0,52.7,55.1,1.2
114,Neither agree nor disagree,5,38.9,40.0,39.8,37.9,0.9,4,37.6,40.0,36.4,38.8,1.2
115,Agree,1,56.6,59.0,57.5,55.7,0.9,4,56.9,59.0,55.7,58.1,1.2
116,Agree,2,31.6,33.0,32.6,30.7,0.9,4,30.5,33.0,29.4,31.7,1.2
117,Agree,3,114.2,112.0,115.2,113.3,0.9,4,113.3,112.0,112.2,114.5,1.2
118,Agree,4,63.1,63.0,64.0,62.1,0.9,4,62.2,63.0,61.0,63.4,1.2
119,Agree,5,29.5,28.0,30.4,28.5,0.9,4,29.4,28.0,28.2,30.6,1.2
120,Strongly agree,1,42.4,45.0,43.3,41.4,0.9,4,40.3,45.0,39.1,41.4,1.2
121,Strongly agree,2,17.0,21.0,17.9,16.0,0.9,4,15.8,21.0,14.6,17.0,1.2
122,Strongly agree,3,60.4,58.0,61.3,59.4,0.9,4,59.6,58.0,58.4,60.8,1.2
123,Strongly agree,4,41.3,40.0,42.2,40.4,0.9,4,41.5,40.0,40.3,42.7,1.2
124,Strongly agree,5,17.7,22.0,18.7,16.8,0.9,4,19.9,22.0,18.8,21.1,1.2
125,Strongly disagree,1,66.6,72.0,67.4,65.8,0.8,5,65.9,72.0,64.9,66.8,0.9
126,Strongly disagree,2,8.4,11.0,9.2,7.6,0.8,5,7.7,11.0,6.8,8.7,0.9
127,Strongly disagree,3,22.6,21.0,23.4,21.9,0.8,5,21.6,21.0,20.7,22.5,0.9
128,Strongly disagree,4,17.5,17.0,18.3,16.7,0.8,5,18.2,17.0,17.3,19.1,0.9
129,Strongly disagree,5,27.7,29.0,28.5,26.9,0.8,5,28.4,29.0,27.5,29.4,0.9
130,Disagree,1,28.5,27.0,29.3,27.7,0.8,5,28.5,27.0,27.5,29.4,0.9
131,Disagree,2,4.6,6.0,5.4,3.8,0.8,5,2.9,6.0,1.9,3.8,0.9
132,Disagree,3,26.6,26.0,27.4,25.8,0.8,5,27.5,26.0,26.6,28.4,0.9
133,Disagree,4,15.5,16.0,16.3,14.7,0.8,5,15.5,16.0,14.5,16.4,0.9
134,Disagree,5,11.7,14.0,12.5,10.9,0.8,5,11.6,14.0,10.7,12.6,0.9
135,Neither agree nor disagree,1,81.4,83.0,82.2,80.7,0.8,5,81.5,83.0,80.5,82.4,0.9
136,Neither agree nor disagree,2,27.5,27.0,28.3,26.7,0.8,5,27.0,27.0,26.0,27.9,0.9
137,Neither agree nor disagree,3,74.4,76.0,75.1,73.6,0.8,5,75.1,76.0,74.2,76.1,0.9
138,Neither agree nor disagree,4,53.9,54.0,54.7,53.1,0.8,5,53.0,54.0,52.1,54.0,0.9
139,Neither agree nor disagree,5,39.7,40.0,40.5,38.9,0.8,5,38.9,40.0,37.9,39.8,0.9
140,Agree,1,56.7,59.0,57.5,55.9,0.8,5,56.6,59.0,55.7,57.5,0.9
141,Agree,2,31.3,33.0,32.0,30.5,0.8,5,31.6,33.0,30.7,32.6,0.9
142,Agree,3,114.9,112.0,115.6,114.1,0.8,5,114.2,112.0,113.3,115.2,0.9
143,Agree,4,62.0,63.0,62.8,61.2,0.8,5,63.1,63.0,62.1,64.0,0.9
144,Agree,5,29.2,28.0,30.0,28.4,0.8,5,29.5,28.0,28.5,30.4,0.9
145,Strongly agree,1,42.2,45.0,43.0,41.4,0.8,5,42.4,45.0,41.4,43.3,0.9
146,Strongly agree,2,19.2,21.0,20.0,18.4,0.8,5,17.0,21.0,16.0,17.9,0.9
147,Strongly agree,3,59.5,58.0,60.3,58.7,0.8,5,60.4,58.0,59.4,61.3,0.9
148,Strongly agree,4,41.4,40.0,42.2,40.6,0.8,5,41.3,40.0,40.4,42.2,0.9
149,Strongly agree,5,19.2,22.0,20.0,18.4,0.8,5,17.7,22.0,16.8,18.7,0.9
150,Strongly disagree,1,67.5,72.0,68.2,66.8,0.7,6,66.6,72.0,65.8,67.4,0.8
151,Strongly disagree,2,8.8,11.0,9.4,8.1,0.7,6,8.4,11.0,7.6,9.2,0.8
152,Strongly disagree,3,21.9,21.0,22.6,21.2,0.7,6,22.6,21.0,21.9,23.4,0.8
153,Strongly disagree,4,17.1,17.0,17.8,16.4,0.7,6,17.5,17.0,16.7,18.3,0.8
154,Strongly disagree,5,28.2,29.0,28.9,27.5,0.7,6,27.7,29.0,26.9,28.5,0.8
155,Disagree,1,29.2,27.0,29.9,28.5,0.7,6,28.5,27.0,27.7,29.3,0.8
156,Disagree,2,5.1,6.0,5.8,4.4,0.7,6,4.6,6.0,3.8,5.4,0.8
157,Disagree,3,26.2,26.0,26.8,25.5,0.7,6,26.6,26.0,25.8,27.4,0.8
158,Disagree,4,15.9,16.0,16.6,15.3,0.7,6,15.5,16.0,14.7,16.3,0.8
159,Disagree,5,11.8,14.0,12.5,11.1,0.7,6,11.7,14.0,10.9,12.5,0.8
160,Neither agree nor disagree,1,82.0,83.0,82.7,81.4,0.7,6,81.4,83.0,80.7,82.2,0.8
161,Neither agree nor disagree,2,27.6,27.0,28.3,27.0,0.7,6,27.5,27.0,26.7,28.3,0.8
162,Neither agree nor disagree,3,74.3,76.0,75.0,73.6,0.7,6,74.4,76.0,73.6,75.1,0.8
163,Neither agree nor disagree,4,53.4,54.0,54.1,52.7,0.7,6,53.9,54.0,53.1,54.7,0.8
164,Neither agree nor disagree,5,39.0,40.0,39.6,38.3,0.7,6,39.7,40.0,38.9,40.5,0.8
165,Agree,1,57.6,59.0,58.2,56.9,0.7,6,56.7,59.0,55.9,57.5,0.8
166,Agree,2,31.3,33.0,32.0,30.6,0.7,6,31.3,33.0,30.5,32.0,0.8
167,Agree,3,114.5,112.0,115.2,113.9,0.7,6,114.9,112.0,114.1,115.6,0.8
168,Agree,4,61.6,63.0,62.3,61.0,0.7,6,62.0,63.0,61.2,62.8,0.8
169,Agree,5,28.8,28.0,29.5,28.1,0.7,6,29.2,28.0,28.4,30.0,0.8
170,Strongly agree,1,42.6,45.0,43.3,41.9,0.7,6,42.2,45.0,41.4,43.0,0.8
171,Strongly agree,2,20.1,21.0,20.7,19.4,0.7,6,19.2,21.0,18.4,20.0,0.8
172,Strongly agree,3,59.8,58.0,60.5,59.1,0.7,6,59.5,58.0,58.7,60.3,0.8
173,Strongly agree,4,40.9,40.0,41.6,40.3,0.7,6,41.4,40.0,40.6,42.2,0.8
174,Strongly agree,5,18.3,22.0,18.9,17.6,0.7,6,19.2,22.0,18.4,20.0,0.8
