,Q13,instr,noisy_count,true_count,plus_error,minus_error,error,nth_remeasure,noisy_count_prev,true_count_prev,minus_error_prev,plus_error_prev,error_prev
30,Strongly disagree,Instructor 1,26.1,26.0,27.7,24.5,1.6,2,24.8,26.0,22.5,27.2,2.4
31,Strongly disagree,Instructor 2,9.9,10.0,11.5,8.4,1.6,2,8.0,10.0,5.7,10.4,2.4
32,Strongly disagree,Instructor 3,30.8,32.0,32.4,29.2,1.6,2,28.4,32.0,26.0,30.8,2.4
33,Disagree,Instructor 1,47.2,55.0,48.7,45.6,1.6,2,48.0,55.0,45.6,50.4,2.4
34,Disagree,Instructor 2,36.3,35.0,37.9,34.7,1.6,2,37.4,35.0,35.0,39.7,2.4
35,Disagree,Instructor 3,21.4,22.0,23.0,19.8,1.6,2,21.0,22.0,18.6,23.4,2.4
36,Neither agree nor disagree,Instructor 1,18.4,17.0,19.9,16.8,1.6,2,19.1,17.0,16.7,21.4,2.4
37,Neither agree nor disagree,Instructor 2,60.8,65.0,62.4,59.3,1.6,2,61.0,65.0,58.6,63.4,2.4
38,Neither agree nor disagree,Instructor 3,87.5,86.0,89.0,85.9,1.6,2,82.4,86.0,80.1,84.8,2.4
39,Agree,Instructor 1,53.3,53.0,54.9,51.7,1.6,2,56.9,53.0,54.5,59.2,2.4
40,Agree,Instructor 2,104.1,102.0,105.7,102.6,1.6,2,104.9,102.0,102.5,107.3,2.4
41,Agree,Instructor 3,64.6,62.0,66.2,63.0,1.6,2,61.9,62.0,59.6,64.3,2.4
42,Strongly agree,Instructor 1,179.3,183.0,180.9,177.7,1.6,2,179.0,183.0,176.7,181.4,2.4
43,Strongly agree,Instructor 2,154.1,154.0,155.6,152.5,1.6,2,157.1,154.0,154.7,159.5,2.4
44,Strongly agree,Instructor 3,100.7,98.0,102.3,99.2,1.6,2,99.7,98.0,97.3,102.0,2.4
45,Strongly disagree,Instructor 1,25.7,26.0,26.9,24.5,1.2,3,26.1,26.0,24.5,27.7,1.6
46,Strongly disagree,Instructor 2,10.4,10.0,11.6,9.2,1.2,3,9.9,10.0,8.4,11.5,1.6
47,Strongly disagree,Instructor 3,29.6,32.0,30.8,28.4,1.2,3,30.8,32.0,29.2,32.4,1.6
48,Disagree,Instructor 1,49.5,55.0,50.7,48.3,1.2,3,47.2,55.0,45.6,48.7,1.6
49,Disagree,Instructor 2,37.0,35.0,38.2,35.9,1.2,3,36.3,35.0,34.7,37.9,1.6
50,Disagree,Instructor 3,22.2,22.0,23.4,21.1,1.2,3,21.4,22.0,19.8,23.0,1.6
51,Neither agree nor disagree,Instructor 1,17.7,17.0,18.9,16.6,1.2,3,18.4,17.0,16.8,19.9,1.6
52,Neither agree nor disagree,Instructor 2,61.2,65.0,62.4,60.0,1.2,3,60.8,65.0,59.3,62.4,1.6
53,Neither agree nor disagree,Instructor 3,86.5,86.0,87.7,85.3,1.2,3,87.5,86.0,85.9,89.0,1.6
54,Agree,Instructor 1,53.7,53.0,54.9,52.6,1.2,3,53.3,53.0,51.7,54.9,1.6
55,Agree,Instructor 2,103.5,102.0,104.7,102.3,1.2,3,104.1,102.0,102.6,105.7,1.6
56,Agree,Instructor 3,63.9,62.0,65.1,62.8,1.2,3,64.6,62.0,63.0,66.2,1.6
57,Strongly agree,Instructor 1,180.5,183.0,181.7,179.3,1.2,3,179.3,183.0,177.7,180.9,1.6
58,Strongly agree,Instructor 2,152.8,154.0,153.9,151.6,1.2,3,154.1,154.0,152.5,155.6,1.6
59,Strongly agree,Instructor 3,100.2,98.0,101.4,99.0,1.2,3,100.7,98.0,99.2,102.3,1.6
60,Strongly disagree,Instructor 1,26.7,26.0,27.6,25.7,0.9,4,25.7,26.0,24.5,26.9,1.2
61,Strongly disagree,Instructor 2,10.7,10.0,11.7,9.8,0.9,4,10.4,10.0,9.2,11.6,1.2
62,Strongly disagree,Instructor 3,30.5,32.0,31.4,29.6,0.9,4,29.6,32.0,28.4,30.8,1.2
63,Disagree,Instructor 1,51.3,55.0,52.2,50.3,0.9,4,49.5,55.0,48.3,50.7,1.2
64,Disagree,Instructor 2,37.1,35.0,38.0,36.1,0.9,4,37.0,35.0,35.9,38.2,1.2
65,Disagree,Instructor 3,22.2,22.0,23.2,21.3,0.9,4,22.2,22.0,21.1,23.4,1.2
66,Neither agree nor disagree,Instructor 1,18.4,17.0,19.3,17.4,0.9,4,17.7,17.0,16.6,18.9,1.2
67,Neither agree nor disagree,Instructor 2,62.8,65.0,63.7,61.9,0.9,4,61.2,65.0,60.0,62.4,1.2
68,Neither agree nor disagree,Instructor 3,86.1,86.0,87.0,85.2,0.9,4,86.5,86.0,85.3,87.7,1.2
69,Agree,Instructor 1,52.6,53.0,53.6,51.7,0.9,4,53.7,53.0,52.6,54.9,1.2
70,Agree,Instructor 2,103.1,102.0,104.1,102.2,0.9,4,103.5,102.0,102.3,104.7,1.2
71,Agree,Instructor 3,64.6,62.0,65.6,63.7,0.9,4,63.9,62.0,62.8,65.1,1.2
72,Strongly agree,Instructor 1,181.0,183.0,181.9,180.1,0.9,4,180.5,183.0,179.3,181.7,1.2
73,Strongly agree,Instructor 2,153.0,154.0,154.0,152.1,0.9,4,152.8,154.0,151.6,153.9,1.2
74,Strongly agree,Instructor 3,99.5,98.0,100.5,98.6,0.9,4,100.2,98.0,99.0,101.4,1.2
75,Strongly disagree,Instructor 1,26.5,26.0,27.3,25.7,0.8,5,26.7,26.0,25.7,27.6,0.9
76,Strongly disagree,Instructor 2,10.6,10.0,11.4,9.9,0.8,5,10.7,10.0,9.8,11.7,0.9
77,Strongly disagree,Instructor 3,31.1,32.0,31.8,30.3,0.8,5,30.5,32.0,29.6,31.4,0.9
78,Disagree,Instructor 1,52.2,55.0,53.0,51.4,0.8,5,51.3,55.0,50.3,52.2,0.9
79,Disagree,Instructor 2,35.3,35.0,36.1,34.5,0.8,5,37.1,35.0,36.1,38.0,0.9
80,Disagree,Instructor 3,21.6,22.0,22.4,20.8,0.8,5,22.2,22.0,21.3,23.2,0.9
81,Neither agree nor disagree,Instructor 1,18.6,17.0,19.4,17.8,0.8,5,18.4,17.0,17.4,19.3,0.9
82,Neither agree nor disagree,Instructor 2,63.4,65.0,64.1,62.6,0.8,5,62.8,65.0,61.9,63.7,0.9
83,Neither agree nor disagree,Instructor 3,86.1,86.0,86.8,85.3,0.8,5,86.1,86.0,85.2,87.0,0.9
84,Agree,Instructor 1,53.8,53.0,54.6,53.0,0.8,5,52.6,53.0,51.7,53.6,0.9
85,Agree,Instructor 2,103.5,102.0,104.3,102.7,0.8,5,103.1,102.0,102.2,104.1,0.9
86,Agree,Instructor 3,64.5,62.0,65.2,63.7,0.8,5,64.6,62.0,63.7,65.6,0.9
87,Strongly agree,Instructor 1,180.9,183.0,181.7,180.1,0.8,5,181.0,183.0,180.1,181.9,0.9
88,Strongly agree,Instructor 2,154.5,154.0,155.3,153.7,0.8,5,153.0,154.0,152.1,154.0,0.9
89,Strongly agree,Instructor 3,99.4,98.0,100.2,98.6,0.8,5,99.5,98.0,98.6,100.5,0.9
90,Strongly disagree,Instructor 1,26.3,26.0,26.9,25.6,0.7,6,26.5,26.0,25.7,27.3,0.8
91,Strongly disagree,Instructor 2,10.1,10.0,10.8,9.5,0.7,6,10.6,10.0,9.9,11.4,0.8
92,Strongly disagree,Instructor 3,31.6,32.0,32.3,30.9,0.7,6,31.1,32.0,30.3,31.8,0.8
93,Disagree,Instructor 1,53.0,55.0,53.7,52.3,0.7,6,52.2,55.0,51.4,53.0,0.8
94,Disagree,Instructor 2,34.7,35.0,35.4,34.0,0.7,6,35.3,35.0,34.5,36.1,0.8
95,Disagree,Instructor 3,20.6,22.0,21.3,20.0,0.7,6,21.6,22.0,20.8,22.4,0.8
96,Neither agree nor disagree,Instructor 1,18.0,17.0,18.7,17.3,0.7,6,18.6,17.0,17.8,19.4,0.8
97,Neither agree nor disagree,Instructor 2,63.8,65.0,64.4,63.1,0.7,6,63.4,65.0,62.6,64.1,0.8
98,Neither agree nor disagree,Instructor 3,86.3,86.0,87.0,85.7,0.7,6,86.1,86.0,85.3,86.8,0.8
99,Agree,Instructor 1,53.7,53.0,54.3,53.0,0.7,6,53.8,53.0,53.0,54.6,0.8
100,Agree,Instructor 2,103.2,102.0,103.8,102.5,0.7,6,103.5,102.0,102.7,104.3,0.8
101,Agree,Instructor 3,64.7,62.0,65.4,64.0,0.7,6,64.5,62.0,63.7,65.2,0.8
102,Strongly agree,Instructor 1,181.2,183.0,181.9,180.5,0.7,6,180.9,183.0,180.1,181.7,0.8
103,Strongly agree,Instructor 2,155.1,154.0,155.8,154.4,0.7,6,154.5,154.0,153.7,155.3,0.8
104,Strongly agree,Instructor 3,100.3,98.0,100.9,99.6,0.7,6,99.4,98.0,98.6,100.2,0.8
