,Q9,instr,noisy_count,true_count,plus_error,minus_error,error,nth_remeasure,noisy_count_prev,true_count_prev,minus_error_prev,plus_error_prev,error_prev
52,Neither agree nor disagree,Instructor 2,66.6,65.0,67.8,65.4,1.2,3,68.1,65.0,66.6,69.7,1.6
53,Neither agree nor disagree,Instructor 3,196.2,193.0,197.4,195.1,1.2,3,197.9,193.0,196.3,199.5,1.6
54,Agree,Instructor 1,54.7,54.0,55.8,53.5,1.2,3,54.9,54.0,53.3,56.5,1.6
55,Agree,Instructor 2,83.5,83.0,84.7,82.3,1.2,3,83.4,83.0,81.8,84.9,1.6
56,Agree,Instructor 3,144.9,143.0,146.0,143.7,1.2,3,144.4,143.0,142.8,145.9,1.6
57,Strongly agree,Instructor 1,25.3,29.0,26.5,24.1,1.2,3,21.7,29.0,20.1,23.3,1.6
58,Strongly agree,Instructor 2,51.5,50.0,52.7,50.3,1.2,3,51.3,50.0,49.7,52.9,1.6
59,Strongly agree,Instructor 3,90.4,91.0,91.6,89.3,1.2,3,91.4,91.0,89.8,93.0,1.6
60,Strongly disagree,Instructor 1,26.7,30.0,27.7,25.8,0.9,4,27.0,30.0,25.8,28.2,1.2
61,Strongly disagree,Instructor 2,23.3,22.0,24.2,22.4,0.9,4,23.4,22.0,22.2,24.5,1.2
62,Strongly disagree,Instructor 3,103.0,105.0,104.0,102.1,0.9,4,106.0,105.0,104.8,107.1,1.2
63,Disagree,Instructor 1,7.0,8.0,8.0,6.1,0.9,4,6.8,8.0,5.6,8.0,1.2
64,Disagree,Instructor 2,25.5,23.0,26.4,24.5,0.9,4,21.8,23.0,20.6,23.0,1.2
65,Disagree,Instructor 3,68.1,67.0,69.0,67.1,0.9,4,65.5,67.0,64.3,66.6,1.2
66,Neither agree nor disagree,Instructor 1,38.9,37.0,39.9,38.0,0.9,4,38.4,37.0,37.2,39.6,1.2
67,Neither agree nor disagree,Instructor 2,66.9,65.0,67.9,66.0,0.9,4,66.6,65.0,65.4,67.8,1.2
68,Neither agree nor disagree,Instructor 3,195.1,193.0,196.0,194.1,0.9,4,196.2,193.0,195.1,197.4,1.2
69,Agree,Instructor 1,56.6,54.0,57.5,55.6,0.9,4,54.7,54.0,53.5,55.8,1.2
70,Agree,Instructor 2,83.8,83.0,84.7,82.9,0.9,4,83.5,83.0,82.3,84.7,1.2
71,Agree,Instructor 3,143.4,143.0,144.3,142.4,0.9,4,144.9,143.0,143.7,146.0,1.2
72,Strongly agree,Instructor 1,26.0,29.0,26.9,25.0,0.9,4,25.3,29.0,24.1,26.5,1.2
73,Strongly agree,Instructor 2,46.8,50.0,47.8,45.9,0.9,4,51.5,50.0,50.3,52.7,1.2
74,Strongly agree,Instructor 3,93.1,91.0,94.0,92.1,0.9,4,90.4,91.0,89.3,91.6,1.2
75,Strongly disagree,Instructor 1,27.3,30.0,28.1,26.5,0.8,5,26.7,30.0,25.8,27.7,0.9
76,Strongly disagree,Instructor 2,23.2,22.0,23.9,22.4,0.8,5,23.3,22.0,22.4,24.2,0.9
77,Strongly disagree,Instructor 3,104.0,105.0,104.8,103.2,0.8,5,103.0,105.0,102.1,104.0,0.9
78,Disagree,Instructor 1,7.3,8.0,8.1,6.5,0.8,5,7.0,8.0,6.1,8.0,0.9
79,Disagree,Instructor 2,25.1,23.0,25.8,24.3,0.8,5,25.5,23.0,24.5,26.4,0.9
80,Disagree,Instructor 3,67.3,67.0,68.0,66.5,0.8,5,68.1,67.0,67.1,69.0,0.9
81,Neither agree nor disagree,Instructor 1,38.8,37.0,39.6,38.0,0.8,5,38.9,37.0,38.0,39.9,0.9
82,Neither agree nor disagree,Instructor 2,67.4,65.0,68.2,66.6,0.8,5,66.9,65.0,66.0,67.9,0.9
83,Neither agree nor disagree,Instructor 3,193.2,193.0,194.0,192.4,0.8,5,195.1,193.0,194.1,196.0,0.9
84,Agree,Instructor 1,56.9,54.0,57.7,56.2,0.8,5,56.6,54.0,55.6,57.5,0.9
85,Agree,Instructor 2,83.6,83.0,84.4,82.9,0.8,5,83.8,83.0,82.9,84.7,0.9
86,Agree,Instructor 3,143.2,143.0,143.9,142.4,0.8,5,143.4,143.0,142.4,144.3,0.9
87,Strongly agree,Instructor 1,25.2,29.0,26.0,24.4,0.8,5,26.0,29.0,25.0,26.9,0.9
88,Strongly agree,Instructor 2,46.8,50.0,47.6,46.0,0.8,5,46.8,50.0,45.9,47.8,0.9
89,Strongly agree,Instructor 3,92.8,91.0,93.6,92.0,0.8,5,93.1,91.0,92.1,94.0,0.9
90,Strongly disagree,Instructor 1,27.7,30.0,28.3,27.0,0.7,6,27.3,30.0,26.5,28.1,0.8
91,Strongly disagree,Instructor 2,23.3,22.0,24.0,22.7,0.7,6,23.2,22.0,22.4,23.9,0.8
92,Strongly disagree,Instructor 3,104.5,105.0,105.2,103.9,0.7,6,104.0,105.0,103.2,104.8,0.8
93,Disagree,Instructor 1,6.9,8.0,7.6,6.3,0.7,6,7.3,8.0,6.5,8.1,0.8
94,Disagree,Instructor 2,24.4,23.0,25.1,23.8,0.7,6,25.1,23.0,24.3,25.8,0.8
95,Disagree,Instructor 3,66.9,67.0,67.5,66.2,0.7,6,67.3,67.0,66.5,68.0,0.8
96,Neither agree nor disagree,Instructor 1,36.5,37.0,37.2,35.9,0.7,6,38.8,37.0,38.0,39.6,0.8
97,Neither agree nor disagree,Instructor 2,66.8,65.0,67.5,66.1,0.7,6,67.4,65.0,66.6,68.2,0.8
98,Neither agree nor disagree,Instructor 3,193.2,193.0,193.9,192.6,0.7,6,193.2,193.0,192.4,194.0,0.8
99,Agree,Instructor 1,56.5,54.0,57.2,55.9,0.7,6,56.9,54.0,56.2,57.7,0.8
100,Agree,Instructor 2,83.9,83.0,84.5,83.2,0.7,6,83.6,83.0,82.9,84.4,0.8
101,Agree,Instructor 3,144.1,143.0,144.7,143.4,0.7,6,143.2,143.0,142.4,143.9,0.8
102,Strongly agree,Instructor 1,25.4,29.0,26.1,24.8,0.7,6,25.2,29.0,24.4,26.0,0.8
103,Strongly agree,Instructor 2,47.2,50.0,47.9,46.6,0.7,6,46.8,50.0,46.0,47.6,0.8
104,Strongly agree,Instructor 3,92.7,91.0,93.3,92.0,0.7,6,92.8,91.0,92.0,93.6,0.8
