,admission_type_id,age,noisy_count,true_count,plus_error,minus_error,error,nth_remeasure,noisy_count_prev,true_count_prev,minus_error_prev,plus_error_prev,error_prev
87,Urgent,70 - 79,52.3,52.0,54.7,50.0,2.4,1,49.2,52.0,44.5,53.9,4.7
88,Urgent,80 - 89,33.6,31.0,36.0,31.3,2.4,1,30.6,31.0,25.9,35.3,4.7
89,Urgent,90 - 99,2.1,4.0,4.5,-0.2,2.4,1,-0.7,4.0,-5.4,4.0,4.7
90,Elective,0 - 9,-0.7,0.0,1.6,-3.1,2.4,1,0.5,0.0,-4.2,5.2,4.7
91,Elective,10 - 19,1.2,1.0,3.6,-1.1,2.4,1,0.8,1.0,-3.9,5.5,4.7
92,Elective,20 - 29,-2.3,1.0,0.1,-4.6,2.4,1,-0.5,1.0,-5.3,4.2,4.7
93,Elective,30 - 39,5.9,11.0,8.2,3.5,2.4,1,2.8,11.0,-1.9,7.6,4.7
94,Elective,40 - 49,9.0,17.0,11.3,6.6,2.4,1,19.3,17.0,14.6,24.1,4.7
95,Elective,50 - 59,38.8,36.0,41.1,36.4,2.4,1,36.3,36.0,31.6,41.0,4.7
96,Elective,60 - 69,60.6,56.0,62.9,58.2,2.4,1,58.5,56.0,53.8,63.3,4.7
97,Elective,70 - 79,52.8,52.0,55.2,50.5,2.4,1,54.9,52.0,50.2,59.6,4.7
98,Elective,80 - 89,25.5,29.0,27.9,23.1,2.4,1,22.6,29.0,17.8,27.3,4.7
99,Elective,90 - 99,5.3,4.0,7.7,3.0,2.4,1,5.3,4.0,0.6,10.0,4.7
100,Newborn,0 - 9,1.4,0.0,3.8,-0.9,2.4,1,1.5,0.0,-3.2,6.3,4.7
101,Newborn,10 - 19,-0.2,0.0,2.2,-2.5,2.4,1,-0.4,0.0,-5.1,4.3,4.7
102,Newborn,20 - 29,0.4,0.0,2.8,-1.9,2.4,1,-0.2,0.0,-4.9,4.5,4.7
103,Newborn,30 - 39,-1.9,0.0,0.5,-4.3,2.4,1,1.3,0.0,-3.4,6.0,4.7
104,Newborn,40 - 49,4.7,0.0,7.0,2.3,2.4,1,1.6,0.0,-3.1,6.3,4.7
105,Newborn,50 - 59,-5.6,0.0,-3.2,-7.9,2.4,1,-2.1,0.0,-6.9,2.6,4.7
106,Newborn,60 - 69,-9.0,0.0,-6.7,-11.4,2.4,1,-12.6,0.0,-17.3,-7.9,4.7
107,Newborn,70 - 79,3.3,0.0,5.6,0.9,2.4,1,2.6,0.0,-2.1,7.3,4.7
108,Newborn,80 - 89,2.1,0.0,4.4,-0.3,2.4,1,3.3,0.0,-1.4,8.0,4.7
109,Newborn,90 - 99,-1.3,0.0,1.1,-3.6,2.4,1,-4.3,0.0,-9.0,0.5,4.7
110,Not Available,0 - 9,1.0,0.0,3.3,-1.4,2.4,1,-1.3,0.0,-6.0,3.4,4.7
111,Not Available,10 - 19,-0.7,0.0,1.6,-3.1,2.4,1,-2.6,0.0,-7.3,2.2,4.7
112,Not Available,20 - 29,-2.1,1.0,0.3,-4.4,2.4,1,-2.1,1.0,-6.8,2.6,4.7
113,Not Available,30 - 39,3.3,3.0,5.7,0.9,2.4,1,1.0,3.0,-3.7,5.7,4.7
114,Not Available,40 - 49,9.5,5.0,11.9,7.1,2.4,1,15.2,5.0,10.5,20.0,4.7
115,Not Available,50 - 59,9.6,9.0,12.0,7.3,2.4,1,6.2,9.0,1.5,10.9,4.7
116,Not Available,60 - 69,7.8,9.0,10.2,5.4,2.4,1,7.9,9.0,3.2,12.6,4.7
117,Not Available,70 - 79,17.3,18.0,19.6,14.9,2.4,1,7.0,18.0,2.3,11.7,4.7
118,Not Available,80 - 89,12.1,13.0,14.5,9.7,2.4,1,13.9,13.0,9.2,18.6,4.7
119,Not Available,90 - 99,1.2,2.0,3.6,-1.1,2.4,1,-0.6,2.0,-5.3,4.1,4.7
120,Trauma Center,0 - 9,-1.9,0.0,0.4,-4.3,2.4,1,0.6,0.0,-4.1,5.3,4.7
121,Trauma Center,10 - 19,0.3,0.0,2.7,-2.0,2.4,1,-0.6,0.0,-5.3,4.1,4.7
122,Trauma Center,20 - 29,1.9,0.0,4.2,-0.5,2.4,1,1.8,0.0,-2.9,6.5,4.7
123,Trauma Center,30 - 39,2.1,0.0,4.5,-0.2,2.4,1,9.6,0.0,4.9,14.3,4.7
124,Trauma Center,40 - 49,1.9,0.0,4.3,-0.5,2.4,1,3.2,0.0,-1.5,7.9,4.7
125,Trauma Center,50 - 59,-0.6,0.0,1.8,-2.9,2.4,1,-0.5,0.0,-5.2,4.2,4.7
126,Trauma Center,60 - 69,1.9,0.0,4.3,-0.4,2.4,1,8.2,0.0,3.5,12.9,4.7
127,Trauma Center,70 - 79,-3.9,0.0,-1.5,-6.2,2.4,1,-7.8,0.0,-12.5,-3.1,4.7
128,Trauma Center,80 - 89,-2.4,0.0,-0.0,-4.7,2.4,1,2.1,0.0,-2.6,6.8,4.7
129,Trauma Center,90 - 99,3.4,0.0,5.7,1.0,2.4,1,1.4,0.0,-3.3,6.2,4.7
130,Not Mapped,0 - 9,2.4,0.0,4.8,0.0,2.4,1,0.5,0.0,-4.2,5.2,4.7
131,Not Mapped,10 - 19,2.1,0.0,4.4,-0.3,2.4,1,2.0,0.0,-2.7,6.7,4.7
132,Not Mapped,20 - 29,-1.7,0.0,0.7,-4.1,2.4,1,1.5,0.0,-3.2,6.2,4.7
133,Not Mapped,30 - 39,1.6,0.0,4.0,-0.7,2.4,1,3.0,0.0,-1.7,7.7,4.7
134,Not Mapped,40 - 49,2.2,0.0,4.6,-0.1,2.4,1,-5.0,0.0,-9.7,-0.2,4.7
135,Not Mapped,50 - 59,-1.7,1.0,0.6,-4.1,2.4,1,-2.1,1.0,-6.8,2.6,4.7
136,Not Mapped,60 - 69,1.2,0.0,3.6,-1.1,2.4,1,1.9,0.0,-2.8,6.7,4.7
137,Not Mapped,70 - 79,0.8,1.0,3.2,-1.5,2.4,1,0.2,1.0,-4.5,4.9,4.7
138,Not Mapped,80 - 89,-1.3,0.0,1.1,-3.6,2.4,1,-1.3,0.0,-6.0,3.4,4.7
139,Not Mapped,90 - 99,-4.4,0.0,-2.0,-6.7,2.4,1,-3.9,0.0,-8.7,0.8,4.7
140,Emergency,0 - 9,-1.3,2.0,0.3,-2.9,1.6,2,-2.7,2.0,-5.0,-0.3,2.4
141,Emergency,10 - 19,4.7,4.0,6.2,3.1,1.6,2,4.5,4.0,2.1,6.8,2.4
142,Emergency,20 - 29,1.5,4.0,3.1,-0.0,1.6,2,7.7,4.0,5.3,10.0,2.4
143,Emergency,30 - 39,8.3,12.0,9.8,6.7,1.6,2,5.4,12.0,3.0,7.7,2.4
144,Emergency,40 - 49,67.2,63.0,68.8,65.7,1.6,2,67.6,63.0,65.3,70.0,2.4
145,Emergency,50 - 59,80.1,84.0,81.6,78.5,1.6,2,82.1,84.0,79.7,84.4,2.4
146,Emergency,60 - 69,101.6,101.0,103.1,100.0,1.6,2,102.4,101.0,100.0,104.8,2.4
147,Emergency,70 - 79,135.3,139.0,136.9,133.7,1.6,2,134.8,139.0,132.4,137.2,2.4
148,Emergency,80 - 89,102.1,101.0,103.6,100.5,1.6,2,102.0,101.0,99.6,104.4,2.4
149,Emergency,90 - 99,25.8,25.0,27.4,24.3,1.6,2,29.2,25.0,26.8,31.5,2.4
150,Urgent,0 - 9,1.3,1.0,2.8,-0.3,1.6,2,0.7,1.0,-1.6,3.1,2.4
151,Urgent,10 - 19,3.7,2.0,5.3,2.1,1.6,2,2.8,2.0,0.4,5.1,2.4
152,Urgent,20 - 29,0.9,1.0,2.5,-0.7,1.6,2,2.4,1.0,0.1,4.8,2.4
153,Urgent,30 - 39,1.9,6.0,3.5,0.3,1.6,2,5.7,6.0,3.4,8.1,2.4
154,Urgent,40 - 49,10.8,13.0,12.4,9.2,1.6,2,11.1,13.0,8.7,13.4,2.4
155,Urgent,50 - 59,30.3,30.0,31.9,28.8,1.6,2,29.1,30.0,26.8,31.5,2.4
156,Urgent,60 - 69,51.0,56.0,52.6,49.4,1.6,2,56.5,56.0,54.1,58.9,2.4
157,Urgent,70 - 79,52.7,52.0,54.3,51.2,1.6,2,52.3,52.0,50.0,54.7,2.4
158,Urgent,80 - 89,31.8,31.0,33.4,30.2,1.6,2,33.6,31.0,31.3,36.0,2.4
159,Urgent,90 - 99,3.9,4.0,5.5,2.4,1.6,2,2.1,4.0,-0.2,4.5,2.4
160,Elective,0 - 9,1.9,0.0,3.5,0.3,1.6,2,-0.7,0.0,-3.1,1.6,2.4
161,Elective,10 - 19,1.1,1.0,2.7,-0.4,1.6,2,1.2,1.0,-1.1,3.6,2.4
162,Elective,20 - 29,-1.2,1.0,0.3,-2.8,1.6,2,-2.3,1.0,-4.6,0.1,2.4
163,Elective,30 - 39,8.7,11.0,10.3,7.1,1.6,2,5.9,11.0,3.5,8.2,2.4
164,Elective,40 - 49,11.8,17.0,13.4,10.2,1.6,2,9.0,17.0,6.6,11.3,2.4
165,Elective,50 - 59,39.1,36.0,40.6,37.5,1.6,2,38.8,36.0,36.4,41.1,2.4
166,Elective,60 - 69,59.3,56.0,60.9,57.7,1.6,2,60.6,56.0,58.2,62.9,2.4
167,Elective,70 - 79,52.2,52.0,53.8,50.6,1.6,2,52.8,52.0,50.5,55.2,2.4
168,Elective,80 - 89,27.6,29.0,29.2,26.1,1.6,2,25.5,29.0,23.1,27.9,2.4
169,Elective,90 - 99,5.1,4.0,6.7,3.5,1.6,2,5.3,4.0,3.0,7.7,2.4
170,Newborn,0 - 9,-1.4,0.0,0.2,-3.0,1.6,2,1.4,0.0,-0.9,3.8,2.4
171,Newborn,10 - 19,-1.2,0.0,0.4,-2.8,1.6,2,-0.2,0.0,-2.5,2.2,2.4
172,Newborn,20 - 29,0.0,0.0,1.6,-1.5,1.6,2,0.4,0.0,-1.9,2.8,2.4
173,Newborn,30 - 39,-0.6,0.0,1.0,-2.1,1.6,2,-1.9,0.0,-4.3,0.5,2.4
174,Newborn,40 - 49,3.2,0.0,4.8,1.7,1.6,2,4.7,0.0,2.3,7.0,2.4
175,Newborn,50 - 59,-4.5,0.0,-3.0,-6.1,1.6,2,-5.6,0.0,-7.9,-3.2,2.4
176,Newborn,60 - 69,-4.1,0.0,-2.5,-5.7,1.6,2,-9.0,0.0,-11.4,-6.7,2.4
177,Newborn,70 - 79,-1.1,0.0,0.4,-2.7,1.6,2,3.3,0.0,0.9,5.6,2.4
178,Newborn,80 - 89,0.8,0.0,2.4,-0.8,1.6,2,2.1,0.0,-0.3,4.4,2.4
179,Newborn,90 - 99,-1.9,0.0,-0.3,-3.4,1.6,2,-1.3,0.0,-3.6,1.1,2.4
180,Not Available,0 - 9,2.3,0.0,3.9,0.7,1.6,2,1.0,0.0,-1.4,3.3,2.4
181,Not Available,10 - 19,0.0,0.0,1.6,-1.5,1.6,2,-0.7,0.0,-3.1,1.6,2.4
182,Not Available,20 - 29,-2.5,1.0,-0.9,-4.0,1.6,2,-2.1,1.0,-4.4,0.3,2.4
183,Not Available,30 - 39,2.1,3.0,3.7,0.5,1.6,2,3.3,3.0,0.9,5.7,2.4
184,Not Available,40 - 49,5.2,5.0,6.8,3.6,1.6,2,9.5,5.0,7.1,11.9,2.4
185,Not Available,50 - 59,8.3,9.0,9.9,6.8,1.6,2,9.6,9.0,7.3,12.0,2.4
186,Not Available,60 - 69,7.1,9.0,8.6,5.5,1.6,2,7.8,9.0,5.4,10.2,2.4
187,Not Available,70 - 79,17.0,18.0,18.6,15.4,1.6,2,17.3,18.0,14.9,19.6,2.4
188,Not Available,80 - 89,12.7,13.0,14.3,11.2,1.6,2,12.1,13.0,9.7,14.5,2.4
189,Not Available,90 - 99,2.1,2.0,3.7,0.6,1.6,2,1.2,2.0,-1.1,3.6,2.4
190,Trauma Center,0 - 9,-1.2,0.0,0.4,-2.8,1.6,2,-1.9,0.0,-4.3,0.4,2.4
191,Trauma Center,10 - 19,1.4,0.0,3.0,-0.1,1.6,2,0.3,0.0,-2.0,2.7,2.4
192,Trauma Center,20 - 29,0.9,0.0,2.5,-0.7,1.6,2,1.9,0.0,-0.5,4.2,2.4
193,Trauma Center,30 - 39,1.6,0.0,3.1,-0.0,1.6,2,2.1,0.0,-0.2,4.5,2.4
194,Trauma Center,40 - 49,1.3,0.0,2.9,-0.3,1.6,2,1.9,0.0,-0.5,4.3,2.4
195,Trauma Center,50 - 59,-0.2,0.0,1.4,-1.8,1.6,2,-0.6,0.0,-2.9,1.8,2.4
196,Trauma Center,60 - 69,3.1,0.0,4.7,1.5,1.6,2,1.9,0.0,-0.4,4.3,2.4
197,Trauma Center,70 - 79,-3.2,0.0,-1.7,-4.8,1.6,2,-3.9,0.0,-6.2,-1.5,2.4
198,Trauma Center,80 - 89,-1.6,0.0,-0.0,-3.1,1.6,2,-2.4,0.0,-4.7,-0.0,2.4
199,Trauma Center,90 - 99,-10.7,0.0,-9.1,-12.2,1.6,2,3.4,0.0,1.0,5.7,2.4
200,Not Mapped,0 - 9,1.1,0.0,2.7,-0.5,1.6,2,2.4,0.0,0.0,4.8,2.4
201,Not Mapped,10 - 19,1.6,0.0,3.2,0.0,1.6,2,2.1,0.0,-0.3,4.4,2.4
202,Not Mapped,20 - 29,-4.4,0.0,-2.8,-5.9,1.6,2,-1.7,0.0,-4.1,0.7,2.4
203,Not Mapped,30 - 39,0.8,0.0,2.4,-0.8,1.6,2,1.6,0.0,-0.7,4.0,2.4
204,Not Mapped,40 - 49,2.3,0.0,3.9,0.8,1.6,2,2.2,0.0,-0.1,4.6,2.4
205,Not Mapped,50 - 59,-5.8,1.0,-4.3,-7.4,1.6,2,-1.7,1.0,-4.1,0.6,2.4
206,Not Mapped,60 - 69,2.0,0.0,3.6,0.5,1.6,2,1.2,0.0,-1.1,3.6,2.4
207,Not Mapped,70 - 79,1.6,1.0,3.2,0.1,1.6,2,0.8,1.0,-1.5,3.2,2.4
208,Not Mapped,80 - 89,-0.2,0.0,1.4,-1.7,1.6,2,-1.3,0.0,-3.6,1.1,2.4
209,Not Mapped,90 - 99,-2.0,0.0,-0.4,-3.6,1.6,2,-4.4,0.0,-6.7,-2.0,2.4
210,Emergency,0 - 9,0.9,2.0,2.1,-0.2,1.2,3,-1.3,2.0,-2.9,0.3,1.6
211,Emergency,10 - 19,4.5,4.0,5.7,3.3,1.2,3,4.7,4.0,3.1,6.2,1.6
212,Emergency,20 - 29,2.3,4.0,3.4,1.1,1.2,3,1.5,4.0,-0.0,3.1,1.6
213,Emergency,30 - 39,7.2,12.0,8.3,6.0,1.2,3,8.3,12.0,6.7,9.8,1.6
214,Emergency,40 - 49,65.3,63.0,66.5,64.1,1.2,3,67.2,63.0,65.7,68.8,1.6
215,Emergency,50 - 59,81.3,84.0,82.5,80.2,1.2,3,80.1,84.0,78.5,81.6,1.6
216,Emergency,60 - 69,101.4,101.0,102.5,100.2,1.2,3,101.6,101.0,100.0,103.1,1.6
217,Emergency,70 - 79,134.6,139.0,135.7,133.4,1.2,3,135.3,139.0,133.7,136.9,1.6
218,Emergency,80 - 89,100.5,101.0,101.7,99.3,1.2,3,102.1,101.0,100.5,103.6,1.6
219,Emergency,90 - 99,24.3,25.0,25.5,23.1,1.2,3,25.8,25.0,24.3,27.4,1.6
220,Urgent,0 - 9,1.4,1.0,2.5,0.2,1.2,3,1.3,1.0,-0.3,2.8,1.6
221,Urgent,10 - 19,4.1,2.0,5.2,2.9,1.2,3,3.7,2.0,2.1,5.3,1.6
222,Urgent,20 - 29,1.5,1.0,2.6,0.3,1.2,3,0.9,1.0,-0.7,2.5,1.6
223,Urgent,30 - 39,2.6,6.0,3.8,1.4,1.2,3,1.9,6.0,0.3,3.5,1.6
224,Urgent,40 - 49,9.8,13.0,10.9,8.6,1.2,3,10.8,13.0,9.2,12.4,1.6
225,Urgent,50 - 59,28.6,30.0,29.8,27.4,1.2,3,30.3,30.0,28.8,31.9,1.6
226,Urgent,60 - 69,51.3,56.0,52.5,50.1,1.2,3,51.0,56.0,49.4,52.6,1.6
227,Urgent,70 - 79,52.7,52.0,53.9,51.5,1.2,3,52.7,52.0,51.2,54.3,1.6
228,Urgent,80 - 89,31.2,31.0,32.3,30.0,1.2,3,31.8,31.0,30.2,33.4,1.6
229,Urgent,90 - 99,4.2,4.0,5.4,3.0,1.2,3,3.9,4.0,2.4,5.5,1.6
230,Elective,0 - 9,1.7,0.0,2.9,0.5,1.2,3,1.9,0.0,0.3,3.5,1.6
231,Elective,10 - 19,0.6,1.0,1.8,-0.6,1.2,3,1.1,1.0,-0.4,2.7,1.6
232,Elective,20 - 29,-1.7,1.0,-0.5,-2.9,1.2,3,-1.2,1.0,-2.8,0.3,1.6
233,Elective,30 - 39,11.4,11.0,12.6,10.2,1.2,3,8.7,11.0,7.1,10.3,1.6
234,Elective,40 - 49,14.0,17.0,15.2,12.9,1.2,3,11.8,17.0,10.2,13.4,1.6
235,Elective,50 - 59,37.1,36.0,38.2,35.9,1.2,3,39.1,36.0,37.5,40.6,1.6
236,Elective,60 - 69,58.3,56.0,59.5,57.1,1.2,3,59.3,56.0,57.7,60.9,1.6
237,Elective,70 - 79,50.5,52.0,51.7,49.4,1.2,3,52.2,52.0,50.6,53.8,1.6
238,Elective,80 - 89,29.7,29.0,30.9,28.5,1.2,3,27.6,29.0,26.1,29.2,1.6
239,Elective,90 - 99,5.7,4.0,6.8,4.5,1.2,3,5.1,4.0,3.5,6.7,1.6
240,Newborn,0 - 9,0.6,0.0,1.8,-0.6,1.2,3,-1.4,0.0,-3.0,0.2,1.6
241,Newborn,10 - 19,-0.9,0.0,0.2,-2.1,1.2,3,-1.2,0.0,-2.8,0.4,1.6
242,Newborn,20 - 29,-1.3,0.0,-0.1,-2.5,1.2,3,0.0,0.0,-1.5,1.6,1.6
243,Newborn,30 - 39,-0.7,0.0,0.5,-1.8,1.2,3,-0.6,0.0,-2.1,1.0,1.6
244,Newborn,40 - 49,4.6,0.0,5.7,3.4,1.2,3,3.2,0.0,1.7,4.8,1.6
245,Newborn,50 - 59,-5.9,0.0,-4.7,-7.0,1.2,3,-4.5,0.0,-6.1,-3.0,1.6
246,Newborn,60 - 69,-3.2,0.0,-2.1,-4.4,1.2,3,-4.1,0.0,-5.7,-2.5,1.6
247,Newborn,70 - 79,-1.4,0.0,-0.3,-2.6,1.2,3,-1.1,0.0,-2.7,0.4,1.6
248,Newborn,80 - 89,-0.8,0.0,0.4,-2.0,1.2,3,0.8,0.0,-0.8,2.4,1.6
249,Newborn,90 - 99,-1.2,0.0,0.0,-2.3,1.2,3,-1.9,0.0,-3.4,-0.3,1.6
250,Not Available,0 - 9,-0.1,0.0,1.1,-1.2,1.2,3,2.3,0.0,0.7,3.9,1.6
251,Not Available,10 - 19,-0.7,0.0,0.5,-1.9,1.2,3,0.0,0.0,-1.5,1.6,1.6
252,Not Available,20 - 29,-2.5,1.0,-1.3,-3.7,1.2,3,-2.5,1.0,-4.0,-0.9,1.6
253,Not Available,30 - 39,3.0,3.0,4.2,1.9,1.2,3,2.1,3.0,0.5,3.7,1.6
254,Not Available,40 - 49,7.4,5.0,8.5,6.2,1.2,3,5.2,5.0,3.6,6.8,1.6
255,Not Available,50 - 59,7.4,9.0,8.6,6.2,1.2,3,8.3,9.0,6.8,9.9,1.6
256,Not Available,60 - 69,6.9,9.0,8.1,5.8,1.2,3,7.1,9.0,5.5,8.6,1.6
257,Not Available,70 - 79,16.3,18.0,17.5,15.1,1.2,3,17.0,18.0,15.4,18.6,1.6
258,Not Available,80 - 89,12.9,13.0,14.1,11.8,1.2,3,12.7,13.0,11.2,14.3,1.6
259,Not Available,90 - 99,0.4,2.0,1.6,-0.8,1.2,3,2.1,2.0,0.6,3.7,1.6
260,Trauma Center,0 - 9,1.1,0.0,2.3,-0.0,1.2,3,-1.2,0.0,-2.8,0.4,1.6
261,Trauma Center,10 - 19,4.9,0.0,6.0,3.7,1.2,3,1.4,0.0,-0.1,3.0,1.6
