,age,num_medications,noisy_count,true_count,plus_error,minus_error,error,nth_remeasure,noisy_count_prev,true_count_prev,minus_error_prev,plus_error_prev,error_prev
109,80 - 89,10-19,104.6,101.0,106.9,102.2,2.4,1,100.5,101.0,95.8,105.2,4.7
110,80 - 89,20-29,33.8,31.0,36.2,31.5,2.4,1,34.6,31.0,29.9,39.3,4.7
111,80 - 89,30-39,-5.6,2.0,-3.2,-7.9,2.4,1,1.4,2.0,-3.3,6.1,4.7
112,80 - 89,40-49,1.1,1.0,3.4,-1.3,2.4,1,6.5,1.0,1.8,11.2,4.7
113,80 - 89,50-89,0.2,0.0,2.5,-2.2,2.4,1,-0.7,0.0,-5.4,4.0,4.7
114,90 - 99,1-9,9.9,10.0,12.3,7.6,2.4,1,10.5,10.0,5.8,15.2,4.7
115,90 - 99,10-19,13.3,10.0,15.7,11.0,2.4,1,13.9,10.0,9.2,18.6,4.7
116,90 - 99,20-29,7.6,6.0,9.9,5.2,2.4,1,10.3,6.0,5.6,15.0,4.7
117,90 - 99,30-39,4.5,1.0,6.9,2.2,2.4,1,1.7,1.0,-3.0,6.4,4.7
118,90 - 99,40-49,-2.0,0.0,0.4,-4.3,2.4,1,-5.9,0.0,-10.6,-1.2,4.7
119,90 - 99,50-89,0.5,0.0,2.9,-1.8,2.4,1,0.7,0.0,-4.0,5.4,4.7
120,0 - 9,1-9,5.4,4.0,7.0,3.8,1.6,2,9.0,4.0,6.6,11.3,2.4
121,0 - 9,10-19,1.0,0.0,2.5,-0.6,1.6,2,-0.4,0.0,-2.7,2.0,2.4
122,0 - 9,20-29,5.0,0.0,6.6,3.5,1.6,2,6.1,0.0,3.8,8.5,2.4
123,0 - 9,30-39,-1.4,0.0,0.1,-3.0,1.6,2,-3.0,0.0,-5.3,-0.6,2.4
124,0 - 9,40-49,-1.6,0.0,0.0,-3.1,1.6,2,-1.7,0.0,-4.0,0.7,2.4
125,0 - 9,50-89,-0.6,0.0,1.0,-2.1,1.6,2,-0.6,0.0,-3.0,1.7,2.4
126,10 - 19,1-9,-0.4,3.0,1.1,-2.0,1.6,2,-4.1,3.0,-6.4,-1.7,2.4
127,10 - 19,10-19,1.1,1.0,2.6,-0.5,1.6,2,1.8,1.0,-0.6,4.2,2.4
128,10 - 19,20-29,-0.7,0.0,0.9,-2.2,1.6,2,-0.3,0.0,-2.6,2.1,2.4
129,10 - 19,30-39,4.3,0.0,5.8,2.7,1.6,2,3.0,0.0,0.6,5.3,2.4
130,10 - 19,40-49,1.0,0.0,2.6,-0.5,1.6,2,-1.5,0.0,-3.9,0.8,2.4
131,10 - 19,50-89,6.7,0.0,8.2,5.1,1.6,2,5.4,0.0,3.0,7.7,2.4
132,20 - 29,1-9,6.5,11.0,8.0,4.9,1.6,2,7.1,11.0,4.8,9.5,2.4
133,20 - 29,10-19,3.0,5.0,4.6,1.4,1.6,2,4.8,5.0,2.5,7.2,2.4
134,20 - 29,20-29,-0.9,2.0,0.7,-2.4,1.6,2,-2.5,2.0,-4.9,-0.1,2.4
135,20 - 29,30-39,1.7,1.0,3.3,0.1,1.6,2,-0.0,1.0,-2.4,2.3,2.4
136,20 - 29,40-49,-2.2,0.0,-0.6,-3.7,1.6,2,-5.7,0.0,-8.0,-3.3,2.4
137,20 - 29,50-89,3.0,0.0,4.6,1.4,1.6,2,4.0,0.0,1.6,6.3,2.4
138,30 - 39,1-9,12.5,11.0,14.1,10.9,1.6,2,15.3,11.0,12.9,17.6,2.4
139,30 - 39,10-19,19.9,20.0,21.5,18.3,1.6,2,21.2,20.0,18.8,23.5,2.4
140,30 - 39,20-29,9.3,9.0,10.9,7.7,1.6,2,10.1,9.0,7.8,12.5,2.4
141,30 - 39,30-39,-0.1,2.0,1.4,-1.7,1.6,2,-0.1,2.0,-2.4,2.3,2.4
142,30 - 39,40-49,-2.8,0.0,-1.3,-4.4,1.6,2,-3.5,0.0,-5.8,-1.1,2.4
143,30 - 39,50-89,1.5,1.0,3.0,-0.1,1.6,2,4.1,1.0,1.7,6.5,2.4
144,40 - 49,1-9,24.9,27.0,26.5,23.3,1.6,2,28.5,27.0,26.2,30.9,2.4
145,40 - 49,10-19,52.9,55.0,54.4,51.3,1.6,2,51.7,55.0,49.3,54.0,2.4
146,40 - 49,20-29,29.2,26.0,30.8,27.7,1.6,2,27.1,26.0,24.8,29.5,2.4
147,40 - 49,30-39,5.7,3.0,7.2,4.1,1.6,2,7.2,3.0,4.8,9.6,2.4
148,40 - 49,40-49,1.5,0.0,3.1,-0.0,1.6,2,1.8,0.0,-0.5,4.2,2.4
149,40 - 49,50-89,-0.8,1.0,0.7,-2.4,1.6,2,-2.2,1.0,-4.5,0.2,2.4
150,50 - 59,1-9,33.1,32.0,34.7,31.5,1.6,2,32.6,32.0,30.2,34.9,2.4
151,50 - 59,10-19,79.7,80.0,81.2,78.1,1.6,2,77.8,80.0,75.4,80.1,2.4
152,50 - 59,20-29,33.7,33.0,35.3,32.2,1.6,2,34.8,33.0,32.4,37.1,2.4
153,50 - 59,30-39,12.6,10.0,14.2,11.0,1.6,2,11.1,10.0,8.8,13.5,2.4
154,50 - 59,40-49,2.1,3.0,3.6,0.5,1.6,2,3.3,3.0,0.9,5.6,2.4
155,50 - 59,50-89,1.9,0.0,3.5,0.4,1.6,2,3.3,0.0,0.9,5.6,2.4
156,60 - 69,1-9,38.8,36.0,40.4,37.2,1.6,2,40.9,36.0,38.5,43.2,2.4
157,60 - 69,10-19,89.4,89.0,91.0,87.9,1.6,2,87.2,89.0,84.8,89.5,2.4
158,60 - 69,20-29,59.9,58.0,61.5,58.4,1.6,2,58.8,58.0,56.4,61.1,2.4
159,60 - 69,30-39,14.6,15.0,16.1,13.0,1.6,2,16.2,15.0,13.8,18.5,2.4
160,60 - 69,40-49,5.3,2.0,6.9,3.7,1.6,2,8.2,2.0,5.9,10.6,2.4
161,60 - 69,50-89,2.0,2.0,3.6,0.4,1.6,2,5.8,2.0,3.4,8.1,2.4
162,70 - 79,1-9,46.1,50.0,47.6,44.5,1.6,2,44.7,50.0,42.4,47.1,2.4
163,70 - 79,10-19,146.6,145.0,148.1,145.0,1.6,2,147.8,145.0,145.4,150.1,2.4
164,70 - 79,20-29,42.0,46.0,43.5,40.4,1.6,2,41.0,46.0,38.6,43.3,2.4
165,70 - 79,30-39,11.2,12.0,12.8,9.7,1.6,2,13.2,12.0,10.8,15.5,2.4
166,70 - 79,40-49,-0.1,1.0,1.5,-1.7,1.6,2,-0.5,1.0,-2.8,1.9,2.4
167,70 - 79,50-89,0.6,1.0,2.2,-1.0,1.6,2,1.7,1.0,-0.7,4.0,2.4
168,80 - 89,1-9,41.3,41.0,42.9,39.8,1.6,2,43.0,41.0,40.7,45.4,2.4
169,80 - 89,10-19,103.4,101.0,105.0,101.8,1.6,2,104.6,101.0,102.2,106.9,2.4
170,80 - 89,20-29,35.4,31.0,37.0,33.8,1.6,2,33.8,31.0,31.5,36.2,2.4
171,80 - 89,30-39,-3.4,2.0,-1.8,-5.0,1.6,2,-5.6,2.0,-7.9,-3.2,2.4
172,80 - 89,40-49,3.7,1.0,5.3,2.1,1.6,2,1.1,1.0,-1.3,3.4,2.4
173,80 - 89,50-89,-2.3,0.0,-0.7,-3.9,1.6,2,0.2,0.0,-2.2,2.5,2.4
174,90 - 99,1-9,10.2,10.0,11.8,8.6,1.6,2,9.9,10.0,7.6,12.3,2.4
175,90 - 99,10-19,15.1,10.0,16.7,13.5,1.6,2,13.3,10.0,11.0,15.7,2.4
176,90 - 99,20-29,9.1,6.0,10.7,7.6,1.6,2,7.6,6.0,5.2,9.9,2.4
177,90 - 99,30-39,3.4,1.0,5.0,1.8,1.6,2,4.5,1.0,2.2,6.9,2.4
178,90 - 99,40-49,-0.5,0.0,1.1,-2.1,1.6,2,-2.0,0.0,-4.3,0.4,2.4
179,90 - 99,50-89,3.7,0.0,5.3,2.2,1.6,2,0.5,0.0,-1.8,2.9,2.4
180,0 - 9,1-9,5.2,4.0,6.4,4.0,1.2,3,5.4,4.0,3.8,7.0,1.6
181,0 - 9,10-19,0.2,0.0,1.4,-0.9,1.2,3,1.0,0.0,-0.6,2.5,1.6
182,0 - 9,20-29,2.6,0.0,3.8,1.4,1.2,3,5.0,0.0,3.5,6.6,1.6
183,0 - 9,30-39,-1.7,0.0,-0.5,-2.9,1.2,3,-1.4,0.0,-3.0,0.1,1.6
184,0 - 9,40-49,-2.3,0.0,-1.1,-3.5,1.2,3,-1.6,0.0,-3.1,0.0,1.6
185,0 - 9,50-89,-1.0,0.0,0.1,-2.2,1.2,3,-0.6,0.0,-2.1,1.0,1.6
186,10 - 19,1-9,-1.6,3.0,-0.4,-2.8,1.2,3,-0.4,3.0,-2.0,1.1,1.6
187,10 - 19,10-19,2.0,1.0,3.2,0.8,1.2,3,1.1,1.0,-0.5,2.6,1.6
188,10 - 19,20-29,-0.7,0.0,0.5,-1.9,1.2,3,-0.7,0.0,-2.2,0.9,1.6
189,10 - 19,30-39,3.3,0.0,4.5,2.1,1.2,3,4.3,0.0,2.7,5.8,1.6
190,10 - 19,40-49,1.0,0.0,2.2,-0.1,1.2,3,1.0,0.0,-0.5,2.6,1.6
191,10 - 19,50-89,3.9,0.0,5.1,2.7,1.2,3,6.7,0.0,5.1,8.2,1.6
192,20 - 29,1-9,6.6,11.0,7.8,5.5,1.2,3,6.5,11.0,4.9,8.0,1.6
193,20 - 29,10-19,6.5,5.0,7.7,5.3,1.2,3,3.0,5.0,1.4,4.6,1.6
194,20 - 29,20-29,-1.5,2.0,-0.3,-2.6,1.2,3,-0.9,2.0,-2.4,0.7,1.6
195,20 - 29,30-39,1.4,1.0,2.6,0.2,1.2,3,1.7,1.0,0.1,3.3,1.6
196,20 - 29,40-49,-0.5,0.0,0.7,-1.6,1.2,3,-2.2,0.0,-3.7,-0.6,1.6
197,20 - 29,50-89,2.4,0.0,3.6,1.2,1.2,3,3.0,0.0,1.4,4.6,1.6
198,30 - 39,1-9,13.4,11.0,14.6,12.2,1.2,3,12.5,11.0,10.9,14.1,1.6
199,30 - 39,10-19,19.7,20.0,20.9,18.5,1.2,3,19.9,20.0,18.3,21.5,1.6
200,30 - 39,20-29,8.3,9.0,9.5,7.1,1.2,3,9.3,9.0,7.7,10.9,1.6
201,30 - 39,30-39,0.1,2.0,1.3,-1.1,1.2,3,-0.1,2.0,-1.7,1.4,1.6
202,30 - 39,40-49,-1.9,0.0,-0.8,-3.1,1.2,3,-2.8,0.0,-4.4,-1.3,1.6
203,30 - 39,50-89,-0.8,1.0,0.4,-2.0,1.2,3,1.5,1.0,-0.1,3.0,1.6
204,40 - 49,1-9,25.6,27.0,26.8,24.4,1.2,3,24.9,27.0,23.3,26.5,1.6
205,40 - 49,10-19,52.8,55.0,53.9,51.6,1.2,3,52.9,55.0,51.3,54.4,1.6
206,40 - 49,20-29,28.3,26.0,29.5,27.1,1.2,3,29.2,26.0,27.7,30.8,1.6
207,40 - 49,30-39,4.2,3.0,5.4,3.0,1.2,3,5.7,3.0,4.1,7.2,1.6
208,40 - 49,40-49,-1.5,0.0,-0.3,-2.7,1.2,3,1.5,0.0,-0.0,3.1,1.6
209,40 - 49,50-89,-0.2,1.0,1.0,-1.4,1.2,3,-0.8,1.0,-2.4,0.7,1.6
210,50 - 59,1-9,33.8,32.0,35.0,32.6,1.2,3,33.1,32.0,31.5,34.7,1.6
211,50 - 59,10-19,79.0,80.0,80.2,77.8,1.2,3,79.7,80.0,78.1,81.2,1.6
212,50 - 59,20-29,33.4,33.0,34.6,32.3,1.2,3,33.7,33.0,32.2,35.3,1.6
213,50 - 59,30-39,12.3,10.0,13.5,11.1,1.2,3,12.6,10.0,11.0,14.2,1.6
214,50 - 59,40-49,0.6,3.0,1.8,-0.5,1.2,3,2.1,3.0,0.5,3.6,1.6
215,50 - 59,50-89,1.2,0.0,2.4,-0.0,1.2,3,1.9,0.0,0.4,3.5,1.6
216,60 - 69,1-9,37.5,36.0,38.7,36.3,1.2,3,38.8,36.0,37.2,40.4,1.6
217,60 - 69,10-19,89.1,89.0,90.2,87.9,1.2,3,89.4,89.0,87.9,91.0,1.6
218,60 - 69,20-29,59.6,58.0,60.8,58.4,1.2,3,59.9,58.0,58.4,61.5,1.6
219,60 - 69,30-39,14.5,15.0,15.7,13.3,1.2,3,14.6,15.0,13.0,16.1,1.6
220,60 - 69,40-49,5.6,2.0,6.8,4.5,1.2,3,5.3,2.0,3.7,6.9,1.6
221,60 - 69,50-89,3.1,2.0,4.2,1.9,1.2,3,2.0,2.0,0.4,3.6,1.6
222,70 - 79,1-9,46.9,50.0,48.1,45.7,1.2,3,46.1,50.0,44.5,47.6,1.6
223,70 - 79,10-19,145.4,145.0,146.6,144.2,1.2,3,146.6,145.0,145.0,148.1,1.6
224,70 - 79,20-29,43.2,46.0,44.4,42.1,1.2,3,42.0,46.0,40.4,43.5,1.6
225,70 - 79,30-39,11.3,12.0,12.5,10.1,1.2,3,11.2,12.0,9.7,12.8,1.6
226,70 - 79,40-49,0.2,1.0,1.4,-1.0,1.2,3,-0.1,1.0,-1.7,1.5,1.6
227,70 - 79,50-89,1.0,1.0,2.2,-0.2,1.2,3,0.6,1.0,-1.0,2.2,1.6
228,80 - 89,1-9,42.1,41.0,43.2,40.9,1.2,3,41.3,41.0,39.8,42.9,1.6
229,80 - 89,10-19,101.6,101.0,102.8,100.5,1.2,3,103.4,101.0,101.8,105.0,1.6
230,80 - 89,20-29,35.7,31.0,36.9,34.5,1.2,3,35.4,31.0,33.8,37.0,1.6
231,80 - 89,30-39,-1.7,2.0,-0.5,-2.9,1.2,3,-3.4,2.0,-5.0,-1.8,1.6
232,80 - 89,40-49,2.7,1.0,3.8,1.5,1.2,3,3.7,1.0,2.1,5.3,1.6
233,80 - 89,50-89,-1.2,0.0,-0.0,-2.4,1.2,3,-2.3,0.0,-3.9,-0.7,1.6
234,90 - 99,1-9,10.3,10.0,11.4,9.1,1.2,3,10.2,10.0,8.6,11.8,1.6
235,90 - 99,10-19,13.9,10.0,15.1,12.8,1.2,3,15.1,10.0,13.5,16.7,1.6
236,90 - 99,20-29,7.4,6.0,8.5,6.2,1.2,3,9.1,6.0,7.6,10.7,1.6
237,90 - 99,30-39,2.5,1.0,3.7,1.3,1.2,3,3.4,1.0,1.8,5.0,1.6
238,90 - 99,40-49,-0.5,0.0,0.7,-1.7,1.2,3,-0.5,0.0,-2.1,1.1,1.6
239,90 - 99,50-89,1.0,0.0,2.2,-0.2,1.2,3,3.7,0.0,2.2,5.3,1.6
240,0 - 9,1-9,4.0,4.0,4.9,3.0,0.9,4,5.2,4.0,4.0,6.4,1.2
241,0 - 9,10-19,0.8,0.0,1.7,-0.2,0.9,4,0.2,0.0,-0.9,1.4,1.2
242,0 - 9,20-29,1.8,0.0,2.7,0.8,0.9,4,2.6,0.0,1.4,3.8,1.2
243,0 - 9,30-39,-2.4,0.0,-1.4,-3.3,0.9,4,-1.7,0.0,-2.9,-0.5,1.2
244,0 - 9,40-49,-1.5,0.0,-0.6,-2.4,0.9,4,-2.3,0.0,-3.5,-1.1,1.2
245,0 - 9,50-89,-0.8,0.0,0.1,-1.8,0.9,4,-1.0,0.0,-2.2,0.1,1.2
246,10 - 19,1-9,-0.6,3.0,0.3,-1.5,0.9,4,-1.6,3.0,-2.8,-0.4,1.2
247,10 - 19,10-19,2.3,1.0,3.2,1.4,0.9,4,2.0,1.0,0.8,3.2,1.2
248,10 - 19,20-29,-2.4,0.0,-1.5,-3.3,0.9,4,-0.7,0.0,-1.9,0.5,1.2
249,10 - 19,30-39,2.9,0.0,3.8,2.0,0.9,4,3.3,0.0,2.1,4.5,1.2
250,10 - 19,40-49,0.4,0.0,1.3,-0.6,0.9,4,1.0,0.0,-0.1,2.2,1.2
251,10 - 19,50-89,3.0,0.0,4.0,2.1,0.9,4,3.9,0.0,2.7,5.1,1.2
252,20 - 29,1-9,7.6,11.0,8.5,6.6,0.9,4,6.6,11.0,5.5,7.8,1.2
253,20 - 29,10-19,7.6,5.0,8.5,6.6,0.9,4,6.5,5.0,5.3,7.7,1.2
254,20 - 29,20-29,-1.1,2.0,-0.2,-2.0,0.9,4,-1.5,2.0,-2.6,-0.3,1.2
255,20 - 29,30-39,-0.1,1.0,0.9,-1.0,0.9,4,1.4,1.0,0.2,2.6,1.2
256,20 - 29,40-49,0.4,0.0,1.4,-0.5,0.9,4,-0.5,0.0,-1.6,0.7,1.2
257,20 - 29,50-89,3.4,0.0,4.4,2.5,0.9,4,2.4,0.0,1.2,3.6,1.2
258,30 - 39,1-9,14.0,11.0,15.0,13.1,0.9,4,13.4,11.0,12.2,14.6,1.2
259,30 - 39,10-19,20.9,20.0,21.8,19.9,0.9,4,19.7,20.0,18.5,20.9,1.2
260,30 - 39,20-29,8.9,9.0,9.8,7.9,0.9,4,8.3,9.0,7.1,9.5,1.2
261,30 - 39,30-39,1.2,2.0,2.1,0.2,0.9,4,0.1,2.0,-1.1,1.3,1.2
262,30 - 39,40-49,-2.3,0.0,-1.4,-3.3,0.9,4,-1.9,0.0,-3.1,-0.8,1.2
263,30 - 39,50-89,0.3,1.0,1.3,-0.6,0.9,4,-0.8,1.0,-2.0,0.4,1.2
264,40 - 49,1-9,25.5,27.0,26.5,24.6,0.9,4,25.6,27.0,24.4,26.8,1.2
265,40 - 49,10-19,53.3,55.0,54.2,52.3,0.9,4,52.8,55.0,51.6,53.9,1.2
