,AGEP,MSP,noisy_count,true_count,plus_error,minus_error,error,nth_remeasure,noisy_count_prev,true_count_prev,minus_error_prev,plus_error_prev,error_prev
43,85-99,"Now Married, spouse absent",1.7,0.0,6.4,-3.0,4.7,0,,,,,
44,85-99,Widowed,13.7,14.0,18.4,9.0,4.7,0,,,,,
45,85-99,Divorced,1.4,3.0,6.1,-3.4,4.7,0,,,,,
46,85-99,Separated,4.4,1.0,9.1,-0.3,4.7,0,,,,,
47,85-99,Never married,-4.3,0.0,0.5,-9.0,4.7,0,,,,,
48,15-24,"Now married, spouse present",-1.1,4.0,1.3,-3.4,2.4,1,-3.8,4.0,-8.5,1.0,4.7
49,15-24,"Now Married, spouse absent",2.8,2.0,5.1,0.4,2.4,1,0.2,2.0,-4.5,4.9,4.7
50,15-24,Widowed,0.9,0.0,3.2,-1.5,2.4,1,1.9,0.0,-2.8,6.7,4.7
51,15-24,Divorced,-4.2,0.0,-1.8,-6.5,2.4,1,-10.5,0.0,-15.2,-5.8,4.7
52,15-24,Separated,-1.6,0.0,0.7,-4.0,2.4,1,-3.0,0.0,-7.7,1.8,4.7
53,15-24,Never married,135.4,137.0,137.7,133.0,2.4,1,129.4,137.0,124.7,134.1,4.7
54,25-34,"Now married, spouse present",45.8,47.0,48.2,43.5,2.4,1,48.3,47.0,43.6,53.0,4.7
55,25-34,"Now Married, spouse absent",3.5,6.0,5.8,1.1,2.4,1,4.4,6.0,-0.3,9.1,4.7
56,25-34,Widowed,2.3,0.0,4.7,-0.0,2.4,1,0.6,0.0,-4.1,5.3,4.7
57,25-34,Divorced,-1.8,2.0,0.5,-4.2,2.4,1,-4.6,2.0,-9.3,0.1,4.7
58,25-34,Separated,2.8,1.0,5.1,0.4,2.4,1,5.4,1.0,0.7,10.1,4.7
59,25-34,Never married,95.6,102.0,98.0,93.3,2.4,1,97.6,102.0,92.9,102.3,4.7
60,35-44,"Now married, spouse present",85.5,84.0,87.9,83.2,2.4,1,84.0,84.0,79.3,88.7,4.7
61,35-44,"Now Married, spouse absent",12.8,8.0,15.2,10.4,2.4,1,12.3,8.0,7.6,17.0,4.7
62,35-44,Widowed,-0.4,0.0,2.0,-2.7,2.4,1,2.4,0.0,-2.3,7.1,4.7
63,35-44,Divorced,16.8,10.0,19.2,14.4,2.4,1,19.4,10.0,14.7,24.1,4.7
64,35-44,Separated,6.5,7.0,8.8,4.1,2.4,1,9.4,7.0,4.7,14.2,4.7
65,35-44,Never married,42.1,43.0,44.4,39.7,2.4,1,42.1,43.0,37.4,46.8,4.7
66,45-54,"Now married, spouse present",83.2,82.0,85.5,80.8,2.4,1,83.9,82.0,79.1,88.6,4.7
67,45-54,"Now Married, spouse absent",3.0,4.0,5.4,0.7,2.4,1,2.0,4.0,-2.8,6.7,4.7
68,45-54,Widowed,5.2,3.0,7.5,2.8,2.4,1,7.1,3.0,2.4,11.8,4.7
69,45-54,Divorced,21.0,18.0,23.4,18.6,2.4,1,23.8,18.0,19.1,28.5,4.7
70,45-54,Separated,11.6,7.0,13.9,9.2,2.4,1,9.5,7.0,4.7,14.2,4.7
71,45-54,Never married,31.9,33.0,34.2,29.5,2.4,1,33.1,33.0,28.4,37.8,4.7
72,55-64,"Now married, spouse present",92.8,92.0,95.2,90.5,2.4,1,90.3,92.0,85.6,95.0,4.7
73,55-64,"Now Married, spouse absent",5.2,7.0,7.6,2.9,2.4,1,5.1,7.0,0.4,9.8,4.7
74,55-64,Widowed,8.0,8.0,10.4,5.7,2.4,1,6.6,8.0,1.9,11.3,4.7
75,55-64,Divorced,28.0,25.0,30.4,25.6,2.4,1,24.7,25.0,20.0,29.4,4.7
76,55-64,Separated,3.9,7.0,6.2,1.5,2.4,1,7.3,7.0,2.6,12.0,4.7
77,55-64,Never married,25.0,25.0,27.4,22.6,2.4,1,22.2,25.0,17.5,26.9,4.7
78,65-74,"Now married, spouse present",92.0,91.0,94.4,89.7,2.4,1,93.0,91.0,88.3,97.7,4.7
79,65-74,"Now Married, spouse absent",5.8,4.0,8.1,3.4,2.4,1,8.0,4.0,3.3,12.7,4.7
80,65-74,Widowed,23.8,24.0,26.1,21.4,2.4,1,21.9,24.0,17.2,26.6,4.7
81,65-74,Divorced,25.8,24.0,28.2,23.4,2.4,1,24.9,24.0,20.2,29.6,4.7
82,65-74,Separated,-2.3,1.0,0.0,-4.7,2.4,1,2.2,1.0,-2.5,6.9,4.7
83,65-74,Never married,13.4,17.0,15.8,11.0,2.4,1,16.1,17.0,11.4,20.9,4.7
84,75-84,"Now married, spouse present",22.5,20.0,24.9,20.2,2.4,1,23.2,20.0,18.5,27.9,4.7
85,75-84,"Now Married, spouse absent",0.4,2.0,2.7,-2.0,2.4,1,2.7,2.0,-2.0,7.5,4.7
86,75-84,Widowed,18.1,15.0,20.4,15.7,2.4,1,20.3,15.0,15.6,25.0,4.7
87,75-84,Divorced,11.0,13.0,13.3,8.6,2.4,1,12.9,13.0,8.2,17.6,4.7
88,75-84,Separated,1.6,0.0,4.0,-0.7,2.4,1,3.6,0.0,-1.2,8.3,4.7
89,75-84,Never married,10.5,3.0,12.9,8.1,2.4,1,7.2,3.0,2.5,11.9,4.7
90,85-99,"Now married, spouse present",7.3,4.0,9.7,4.9,2.4,1,9.0,4.0,4.3,13.7,4.7
91,85-99,"Now Married, spouse absent",0.7,0.0,3.1,-1.6,2.4,1,1.7,0.0,-3.0,6.4,4.7
92,85-99,Widowed,16.8,14.0,19.2,14.5,2.4,1,13.7,14.0,9.0,18.4,4.7
93,85-99,Divorced,3.2,3.0,5.6,0.9,2.4,1,1.4,3.0,-3.4,6.1,4.7
94,85-99,Separated,-6.4,1.0,-4.1,-8.8,2.4,1,4.4,1.0,-0.3,9.1,4.7
95,85-99,Never married,-1.4,0.0,0.9,-3.8,2.4,1,-4.3,0.0,-9.0,0.5,4.7
96,15-24,"Now married, spouse present",1.4,4.0,3.0,-0.1,1.6,2,-1.1,4.0,-3.4,1.3,2.4
97,15-24,"Now Married, spouse absent",3.5,2.0,5.0,1.9,1.6,2,2.8,2.0,0.4,5.1,2.4
98,15-24,Widowed,1.3,0.0,2.9,-0.3,1.6,2,0.9,0.0,-1.5,3.2,2.4
99,15-24,Divorced,-3.6,0.0,-2.1,-5.2,1.6,2,-4.2,0.0,-6.5,-1.8,2.4
100,15-24,Separated,-1.5,0.0,0.0,-3.1,1.6,2,-1.6,0.0,-4.0,0.7,2.4
101,15-24,Never married,135.2,137.0,136.8,133.7,1.6,2,135.4,137.0,133.0,137.7,2.4
102,25-34,"Now married, spouse present",48.3,47.0,49.9,46.8,1.6,2,45.8,47.0,43.5,48.2,2.4
103,25-34,"Now Married, spouse absent",4.6,6.0,6.2,3.1,1.6,2,3.5,6.0,1.1,5.8,2.4
104,25-34,Widowed,0.1,0.0,1.7,-1.5,1.6,2,2.3,0.0,-0.0,4.7,2.4
105,25-34,Divorced,-2.0,2.0,-0.4,-3.5,1.6,2,-1.8,2.0,-4.2,0.5,2.4
106,25-34,Separated,1.8,1.0,3.4,0.3,1.6,2,2.8,1.0,0.4,5.1,2.4
107,25-34,Never married,96.1,102.0,97.7,94.6,1.6,2,95.6,102.0,93.3,98.0,2.4
108,35-44,"Now married, spouse present",84.3,84.0,85.9,82.7,1.6,2,85.5,84.0,83.2,87.9,2.4
109,35-44,"Now Married, spouse absent",9.5,8.0,11.1,8.0,1.6,2,12.8,8.0,10.4,15.2,2.4
110,35-44,Widowed,-1.3,0.0,0.2,-2.9,1.6,2,-0.4,0.0,-2.7,2.0,2.4
111,35-44,Divorced,14.1,10.0,15.6,12.5,1.6,2,16.8,10.0,14.4,19.2,2.4
112,35-44,Separated,7.1,7.0,8.7,5.5,1.6,2,6.5,7.0,4.1,8.8,2.4
113,35-44,Never married,41.9,43.0,43.4,40.3,1.6,2,42.1,43.0,39.7,44.4,2.4
114,45-54,"Now married, spouse present",82.3,82.0,83.9,80.8,1.6,2,83.2,82.0,80.8,85.5,2.4
115,45-54,"Now Married, spouse absent",1.4,4.0,3.0,-0.2,1.6,2,3.0,4.0,0.7,5.4,2.4
116,45-54,Widowed,2.5,3.0,4.1,0.9,1.6,2,5.2,3.0,2.8,7.5,2.4
117,45-54,Divorced,19.2,18.0,20.8,17.7,1.6,2,21.0,18.0,18.6,23.4,2.4
118,45-54,Separated,9.1,7.0,10.7,7.5,1.6,2,11.6,7.0,9.2,13.9,2.4
119,45-54,Never married,29.9,33.0,31.5,28.4,1.6,2,31.9,33.0,29.5,34.2,2.4
120,55-64,"Now married, spouse present",92.5,92.0,94.1,91.0,1.6,2,92.8,92.0,90.5,95.2,2.4
121,55-64,"Now Married, spouse absent",5.2,7.0,6.7,3.6,1.6,2,5.2,7.0,2.9,7.6,2.4
122,55-64,Widowed,9.1,8.0,10.7,7.5,1.6,2,8.0,8.0,5.7,10.4,2.4
123,55-64,Divorced,26.6,25.0,28.1,25.0,1.6,2,28.0,25.0,25.6,30.4,2.4
124,55-64,Separated,3.9,7.0,5.4,2.3,1.6,2,3.9,7.0,1.5,6.2,2.4
125,55-64,Never married,24.6,25.0,26.1,23.0,1.6,2,25.0,25.0,22.6,27.4,2.4
126,65-74,"Now married, spouse present",91.1,91.0,92.6,89.5,1.6,2,92.0,91.0,89.7,94.4,2.4
127,65-74,"Now Married, spouse absent",4.5,4.0,6.1,2.9,1.6,2,5.8,4.0,3.4,8.1,2.4
128,65-74,Widowed,25.4,24.0,27.0,23.9,1.6,2,23.8,24.0,21.4,26.1,2.4
129,65-74,Divorced,25.3,24.0,26.9,23.7,1.6,2,25.8,24.0,23.4,28.2,2.4
130,65-74,Separated,-0.5,1.0,1.1,-2.0,1.6,2,-2.3,1.0,-4.7,0.0,2.4
131,65-74,Never married,16.4,17.0,17.9,14.8,1.6,2,13.4,17.0,11.0,15.8,2.4
132,75-84,"Now married, spouse present",21.8,20.0,23.3,20.2,1.6,2,22.5,20.0,20.2,24.9,2.4
133,75-84,"Now Married, spouse absent",-0.6,2.0,1.0,-2.1,1.6,2,0.4,2.0,-2.0,2.7,2.4
134,75-84,Widowed,19.9,15.0,21.5,18.3,1.6,2,18.1,15.0,15.7,20.4,2.4
135,75-84,Divorced,12.7,13.0,14.3,11.2,1.6,2,11.0,13.0,8.6,13.3,2.4
136,75-84,Separated,1.5,0.0,3.1,-0.1,1.6,2,1.6,0.0,-0.7,4.0,2.4
137,75-84,Never married,7.0,3.0,8.6,5.4,1.6,2,10.5,3.0,8.1,12.9,2.4
138,85-99,"Now married, spouse present",3.3,4.0,4.8,1.7,1.6,2,7.3,4.0,4.9,9.7,2.4
139,85-99,"Now Married, spouse absent",0.3,0.0,1.9,-1.3,1.6,2,0.7,0.0,-1.6,3.1,2.4
140,85-99,Widowed,18.3,14.0,19.9,16.8,1.6,2,16.8,14.0,14.5,19.2,2.4
141,85-99,Divorced,2.7,3.0,4.2,1.1,1.6,2,3.2,3.0,0.9,5.6,2.4
142,85-99,Separated,-3.0,1.0,-1.5,-4.6,1.6,2,-6.4,1.0,-8.8,-4.1,2.4
143,85-99,Never married,2.4,0.0,4.0,0.8,1.6,2,-1.4,0.0,-3.8,0.9,2.4
144,15-24,"Now married, spouse present",0.1,4.0,1.3,-1.1,1.2,3,1.4,4.0,-0.1,3.0,1.6
145,15-24,"Now Married, spouse absent",3.4,2.0,4.6,2.2,1.2,3,3.5,2.0,1.9,5.0,1.6
146,15-24,Widowed,0.3,0.0,1.5,-0.9,1.2,3,1.3,0.0,-0.3,2.9,1.6
147,15-24,Divorced,-2.7,0.0,-1.5,-3.9,1.2,3,-3.6,0.0,-5.2,-2.1,1.6
148,15-24,Separated,-1.1,0.0,0.0,-2.3,1.2,3,-1.5,0.0,-3.1,0.0,1.6
149,15-24,Never married,134.4,137.0,135.6,133.2,1.2,3,135.2,137.0,133.7,136.8,1.6
150,25-34,"Now married, spouse present",50.2,47.0,51.3,49.0,1.2,3,48.3,47.0,46.8,49.9,1.6
151,25-34,"Now Married, spouse absent",5.1,6.0,6.3,4.0,1.2,3,4.6,6.0,3.1,6.2,1.6
152,25-34,Widowed,-0.1,0.0,1.1,-1.3,1.2,3,0.1,0.0,-1.5,1.7,1.6
153,25-34,Divorced,-0.7,2.0,0.5,-1.8,1.2,3,-2.0,2.0,-3.5,-0.4,1.6
154,25-34,Separated,1.4,1.0,2.6,0.2,1.2,3,1.8,1.0,0.3,3.4,1.6
155,25-34,Never married,97.8,102.0,99.0,96.6,1.2,3,96.1,102.0,94.6,97.7,1.6
156,35-44,"Now married, spouse present",83.2,84.0,84.4,82.1,1.2,3,84.3,84.0,82.7,85.9,1.6
157,35-44,"Now Married, spouse absent",10.2,8.0,11.4,9.0,1.2,3,9.5,8.0,8.0,11.1,1.6
158,35-44,Widowed,-1.3,0.0,-0.1,-2.4,1.2,3,-1.3,0.0,-2.9,0.2,1.6
159,35-44,Divorced,11.7,10.0,12.9,10.5,1.2,3,14.1,10.0,12.5,15.6,1.6
160,35-44,Separated,4.9,7.0,6.1,3.7,1.2,3,7.1,7.0,5.5,8.7,1.6
161,35-44,Never married,42.1,43.0,43.2,40.9,1.2,3,41.9,43.0,40.3,43.4,1.6
162,45-54,"Now married, spouse present",82.7,82.0,83.9,81.5,1.2,3,82.3,82.0,80.8,83.9,1.6
163,45-54,"Now Married, spouse absent",0.3,4.0,1.5,-0.8,1.2,3,1.4,4.0,-0.2,3.0,1.6
164,45-54,Widowed,-1.6,3.0,-0.4,-2.8,1.2,3,2.5,3.0,0.9,4.1,1.6
165,45-54,Divorced,17.5,18.0,18.7,16.3,1.2,3,19.2,18.0,17.7,20.8,1.6
166,45-54,Separated,9.4,7.0,10.6,8.2,1.2,3,9.1,7.0,7.5,10.7,1.6
167,45-54,Never married,31.1,33.0,32.3,30.0,1.2,3,29.9,33.0,28.4,31.5,1.6
168,55-64,"Now married, spouse present",93.2,92.0,94.3,92.0,1.2,3,92.5,92.0,91.0,94.1,1.6
169,55-64,"Now Married, spouse absent",5.0,7.0,6.1,3.8,1.2,3,5.2,7.0,3.6,6.7,1.6
170,55-64,Widowed,8.8,8.0,10.0,7.6,1.2,3,9.1,8.0,7.5,10.7,1.6
171,55-64,Divorced,26.2,25.0,27.4,25.1,1.2,3,26.6,25.0,25.0,28.1,1.6
172,55-64,Separated,4.2,7.0,5.4,3.0,1.2,3,3.9,7.0,2.3,5.4,1.6
173,55-64,Never married,24.4,25.0,25.6,23.2,1.2,3,24.6,25.0,23.0,26.1,1.6
174,65-74,"Now married, spouse present",89.6,91.0,90.8,88.5,1.2,3,91.1,91.0,89.5,92.6,1.6
175,65-74,"Now Married, spouse absent",5.0,4.0,6.1,3.8,1.2,3,4.5,4.0,2.9,6.1,1.6
176,65-74,Widowed,25.6,24.0,26.8,24.4,1.2,3,25.4,24.0,23.9,27.0,1.6
177,65-74,Divorced,20.9,24.0,22.0,19.7,1.2,3,25.3,24.0,23.7,26.9,1.6
178,65-74,Separated,-0.7,1.0,0.5,-1.9,1.2,3,-0.5,1.0,-2.0,1.1,1.6
179,65-74,Never married,16.0,17.0,17.2,14.8,1.2,3,16.4,17.0,14.8,17.9,1.6
180,75-84,"Now married, spouse present",21.3,20.0,22.5,20.2,1.2,3,21.8,20.0,20.2,23.3,1.6
181,75-84,"Now Married, spouse absent",0.0,2.0,1.2,-1.2,1.2,3,-0.6,2.0,-2.1,1.0,1.6
182,75-84,Widowed,18.2,15.0,19.3,17.0,1.2,3,19.9,15.0,18.3,21.5,1.6
183,75-84,Divorced,13.0,13.0,14.2,11.8,1.2,3,12.7,13.0,11.2,14.3,1.6
184,75-84,Separated,2.3,0.0,3.5,1.1,1.2,3,1.5,0.0,-0.1,3.1,1.6
185,75-84,Never married,9.6,3.0,10.8,8.4,1.2,3,7.0,3.0,5.4,8.6,1.6
186,85-99,"Now married, spouse present",3.5,4.0,4.7,2.3,1.2,3,3.3,4.0,1.7,4.8,1.6
187,85-99,"Now Married, spouse absent",-1.8,0.0,-0.6,-3.0,1.2,3,0.3,0.0,-1.3,1.9,1.6
188,85-99,Widowed,18.2,14.0,19.4,17.0,1.2,3,18.3,14.0,16.8,19.9,1.6
189,85-99,Divorced,3.0,3.0,4.2,1.8,1.2,3,2.7,3.0,1.1,4.2,1.6
190,85-99,Separated,-2.2,1.0,-1.1,-3.4,1.2,3,-3.0,1.0,-4.6,-1.5,1.6
191,85-99,Never married,1.4,0.0,2.6,0.2,1.2,3,2.4,0.0,0.8,4.0,1.6
192,15-24,"Now married, spouse present",3.0,4.0,4.0,2.1,0.9,4,0.1,4.0,-1.1,1.3,1.2
193,15-24,"Now Married, spouse absent",3.6,2.0,4.6,2.7,0.9,4,3.4,2.0,2.2,4.6,1.2
194,15-24,Widowed,1.3,0.0,2.2,0.3,0.9,4,0.3,0.0,-0.9,1.5,1.2
195,15-24,Divorced,-1.7,0.0,-0.7,-2.6,0.9,4,-2.7,0.0,-3.9,-1.5,1.2
196,15-24,Separated,0.2,0.0,1.1,-0.7,0.9,4,-1.1,0.0,-2.3,0.0,1.2
197,15-24,Never married,135.4,137.0,136.3,134.4,0.9,4,134.4,137.0,133.2,135.6,1.2
198,25-34,"Now married, spouse present",47.6,47.0,48.5,46.7,0.9,4,50.2,47.0,49.0,51.3,1.2
199,25-34,"Now Married, spouse absent",5.6,6.0,6.5,4.7,0.9,4,5.1,6.0,4.0,6.3,1.2
200,25-34,Widowed,0.7,0.0,1.7,-0.2,0.9,4,-0.1,0.0,-1.3,1.1,1.2
201,25-34,Divorced,0.9,2.0,1.8,-0.1,0.9,4,-0.7,2.0,-1.8,0.5,1.2
202,25-34,Separated,-0.3,1.0,0.6,-1.3,0.9,4,1.4,1.0,0.2,2.6,1.2
203,25-34,Never married,98.6,102.0,99.5,97.6,0.9,4,97.8,102.0,96.6,99.0,1.2
204,35-44,"Now married, spouse present",82.9,84.0,83.8,81.9,0.9,4,83.2,84.0,82.1,84.4,1.2
205,35-44,"Now Married, spouse absent",9.6,8.0,10.6,8.7,0.9,4,10.2,8.0,9.0,11.4,1.2
206,35-44,Widowed,-0.3,0.0,0.7,-1.2,0.9,4,-1.3,0.0,-2.4,-0.1,1.2
207,35-44,Divorced,13.5,10.0,14.4,12.5,0.9,4,11.7,10.0,10.5,12.9,1.2
208,35-44,Separated,5.6,7.0,6.5,4.7,0.9,4,4.9,7.0,3.7,6.1,1.2
209,35-44,Never married,43.5,43.0,44.4,42.5,0.9,4,42.1,43.0,40.9,43.2,1.2
210,45-54,"Now married, spouse present",82.5,82.0,83.4,81.5,0.9,4,82.7,82.0,81.5,83.9,1.2
211,45-54,"Now Married, spouse absent",-0.1,4.0,0.9,-1.0,0.9,4,0.3,4.0,-0.8,1.5,1.2
212,45-54,Widowed,-1.4,3.0,-0.4,-2.3,0.9,4,-1.6,3.0,-2.8,-0.4,1.2
213,45-54,Divorced,17.6,18.0,18.6,16.7,0.9,4,17.5,18.0,16.3,18.7,1.2
214,45-54,Separated,9.2,7.0,10.1,8.2,0.9,4,9.4,7.0,8.2,10.6,1.2
215,45-54,Never married,31.1,33.0,32.0,30.2,0.9,4,31.1,33.0,30.0,32.3,1.2
216,55-64,"Now married, spouse present",93.9,92.0,94.8,92.9,0.9,4,93.2,92.0,92.0,94.3,1.2
217,55-64,"Now Married, spouse absent",5.8,7.0,6.8,4.9,0.9,4,5.0,7.0,3.8,6.1,1.2
218,55-64,Widowed,8.8,8.0,9.7,7.8,0.9,4,8.8,8.0,7.6,10.0,1.2
219,55-64,Divorced,26.3,25.0,27.3,25.4,0.9,4,26.2,25.0,25.1,27.4,1.2
220,55-64,Separated,4.5,7.0,5.4,3.6,0.9,4,4.2,7.0,3.0,5.4,1.2
221,55-64,Never married,24.7,25.0,25.7,23.8,0.9,4,24.4,25.0,23.2,25.6,1.2
222,65-74,"Now married, spouse present",88.3,91.0,89.3,87.4,0.9,4,89.6,91.0,88.5,90.8,1.2
223,65-74,"Now Married, spouse absent",3.0,4.0,4.0,2.1,0.9,4,5.0,4.0,3.8,6.1,1.2
224,65-74,Widowed,25.0,24.0,26.0,24.1,0.9,4,25.6,24.0,24.4,26.8,1.2
225,65-74,Divorced,22.1,24.0,23.1,21.2,0.9,4,20.9,24.0,19.7,22.0,1.2
226,65-74,Separated,-0.5,1.0,0.5,-1.4,0.9,4,-0.7,1.0,-1.9,0.5,1.2
227,65-74,Never married,17.1,17.0,18.0,16.1,0.9,4,16.0,17.0,14.8,17.2,1.2
228,75-84,"Now married, spouse present",20.7,20.0,21.7,19.8,0.9,4,21.3,20.0,20.2,22.5,1.2
229,75-84,"Now Married, spouse absent",1.4,2.0,2.3,0.4,0.9,4,0.0,2.0,-1.2,1.2,1.2
230,75-84,Widowed,17.3,15.0,18.3,16.4,0.9,4,18.2,15.0,17.0,19.3,1.2
231,75-84,Divorced,13.0,13.0,13.9,12.1,0.9,4,13.0,13.0,11.8,14.2,1.2
232,75-84,Separated,2.4,0.0,3.4,1.5,0.9,4,2.3,0.0,1.1,3.5,1.2
233,75-84,Never married,8.0,3.0,8.9,7.1,0.9,4,9.6,3.0,8.4,10.8,1.2
234,85-99,"Now married, spouse present",3.7,4.0,4.7,2.8,0.9,4,3.5,4.0,2.3,4.7,1.2
235,85-99,"Now Married, spouse absent",-1.7,0.0,-0.7,-2.6,0.9,4,-1.8,0.0,-3.0,-0.6,1.2
236,85-99,Widowed,17.3,14.0,18.2,16.4,0.9,4,18.2,14.0,17.0,19.4,1.2
237,85-99,Divorced,2.6,3.0,3.6,1.7,0.9,4,3.0,3.0,1.8,4.2,1.2
238,85-99,Separated,-1.3,1.0,-0.4,-2.3,0.9,4,-2.2,1.0,-3.4,-1.1,1.2
239,85-99,Never married,1.1,0.0,2.0,0.2,0.9,4,1.4,0.0,0.2,2.6,1.2
240,15-24,"Now married, spouse present",3.1,4.0,3.8,2.3,0.8,5,3.0,4.0,2.1,4.0,0.9
241,15-24,"Now Married, spouse absent",3.7,2.0,4.5,2.9,0.8,5,3.6,2.0,2.7,4.6,0.9
242,15-24,Widowed,1.2,0.0,2.0,0.4,0.8,5,1.3,0.0,0.3,2.2,0.9
243,15-24,Divorced,-1.0,0.0,-0.2,-1.8,0.8,5,-1.7,0.0,-2.6,-0.7,0.9
244,15-24,Separated,0.2,0.0,1.0,-0.6,0.8,5,0.2,0.0,-0.7,1.1,0.9
245,15-24,Never married,135.4,137.0,136.2,134.6,0.8,5,135.4,137.0,134.4,136.3,0.9
246,25-34,"Now married, spouse present",47.9,47.0,48.7,47.1,0.8,5,47.6,47.0,46.7,48.5,0.9
247,25-34,"Now Married, spouse absent",5.8,6.0,6.6,5.1,0.8,5,5.6,6.0,4.7,6.5,0.9
248,25-34,Widowed,-1.1,0.0,-0.4,-1.9,0.8,5,0.7,0.0,-0.2,1.7,0.9
249,25-34,Divorced,0.8,2.0,1.6,0.0,0.8,5,0.9,2.0,-0.1,1.8,0.9
250,25-34,Separated,-0.1,1.0,0.6,-0.9,0.8,5,-0.3,1.0,-1.3,0.6,0.9
251,25-34,Never married,98.9,102.0,99.7,98.2,0.8,5,98.6,102.0,97.6,99.5,0.9
252,35-44,"Now married, spouse present",83.3,84.0,84.1,82.5,0.8,5,82.9,84.0,81.9,83.8,0.9
253,35-44,"Now Married, spouse absent",7.4,8.0,8.2,6.7,0.8,5,9.6,8.0,8.7,10.6,0.9
254,35-44,Widowed,-0.2,0.0,0.5,-1.0,0.8,5,-0.3,0.0,-1.2,0.7,0.9
255,35-44,Divorced,11.4,10.0,12.1,10.6,0.8,5,13.5,10.0,12.5,14.4,0.9
256,35-44,Separated,5.6,7.0,6.4,4.8,0.8,5,5.6,7.0,4.7,6.5,0.9
257,35-44,Never married,44.8,43.0,45.6,44.0,0.8,5,43.5,43.0,42.5,44.4,0.9
258,45-54,"Now married, spouse present",82.3,82.0,83.1,81.5,0.8,5,82.5,82.0,81.5,83.4,0.9
259,45-54,"Now Married, spouse absent",-0.2,4.0,0.6,-1.0,0.8,5,-0.1,4.0,-1.0,0.9,0.9
260,45-54,Widowed,0.6,3.0,1.4,-0.2,0.8,5,-1.4,3.0,-2.3,-0.4,0.9
