,Q13,difficulty,noisy_count,true_count,plus_error,minus_error,error,nth_remeasure,noisy_count_prev,true_count_prev,minus_error_prev,plus_error_prev,error_prev
25,Strongly disagree,1,60.3,64.0,62.7,58.0,2.4,1,51.1,64.0,46.4,55.8,4.7
26,Strongly disagree,2,12.2,11.0,14.6,9.9,2.4,1,11.0,11.0,6.3,15.7,4.7
27,Strongly disagree,3,28.4,29.0,30.7,26.0,2.4,1,29.0,29.0,24.3,33.7,4.7
28,Strongly disagree,4,13.7,16.0,16.0,11.3,2.4,1,11.6,16.0,6.9,16.3,4.7
29,Strongly disagree,5,27.3,29.0,29.7,25.0,2.4,1,24.8,29.0,20.1,29.5,4.7
30,Disagree,1,25.6,26.0,28.0,23.3,2.4,1,25.4,26.0,20.7,30.1,4.7
31,Disagree,2,13.6,15.0,16.0,11.2,2.4,1,12.7,15.0,8.0,17.4,4.7
32,Disagree,3,25.3,26.0,27.6,22.9,2.4,1,20.1,26.0,15.3,24.8,4.7
33,Disagree,4,26.7,29.0,29.1,24.4,2.4,1,27.8,29.0,23.1,32.5,4.7
34,Disagree,5,15.0,16.0,17.3,12.6,2.4,1,12.3,16.0,7.6,17.1,4.7
35,Neither agree nor disagree,1,67.0,60.0,69.4,64.7,2.4,1,67.7,60.0,63.0,72.5,4.7
36,Neither agree nor disagree,2,16.5,25.0,18.9,14.1,2.4,1,16.5,25.0,11.8,21.2,4.7
37,Neither agree nor disagree,3,72.4,71.0,74.8,70.1,2.4,1,72.7,71.0,68.0,77.4,4.7
38,Neither agree nor disagree,4,71.8,71.0,74.2,69.4,2.4,1,71.5,71.0,66.8,76.2,4.7
39,Neither agree nor disagree,5,47.5,45.0,49.9,45.2,2.4,1,50.3,45.0,45.6,55.0,4.7
40,Agree,1,55.9,60.0,58.3,53.5,2.4,1,60.3,60.0,55.6,65.0,4.7
41,Agree,2,23.1,24.0,25.4,20.7,2.4,1,25.7,24.0,21.0,30.4,4.7
42,Agree,3,119.1,118.0,121.4,116.7,2.4,1,117.1,118.0,112.4,121.9,4.7
43,Agree,4,73.9,75.0,76.3,71.6,2.4,1,76.6,75.0,71.9,81.4,4.7
44,Agree,5,16.6,17.0,19.0,14.3,2.4,1,20.5,17.0,15.8,25.2,4.7
45,Strongly agree,1,49.5,46.0,51.9,47.1,2.4,1,53.1,46.0,48.4,57.8,4.7
46,Strongly agree,2,20.4,18.0,22.8,18.0,2.4,1,21.1,18.0,16.4,25.8,4.7
47,Strongly agree,3,65.2,58.0,67.6,62.9,2.4,1,69.3,58.0,64.6,74.1,4.7
48,Strongly agree,4,28.2,31.0,30.5,25.8,2.4,1,27.4,31.0,22.7,32.1,4.7
49,Strongly agree,5,22.9,20.0,25.3,20.6,2.4,1,20.1,20.0,15.4,24.9,4.7
50,Strongly disagree,1,60.6,64.0,62.2,59.0,1.6,2,60.3,64.0,58.0,62.7,2.4
51,Strongly disagree,2,10.9,11.0,12.5,9.3,1.6,2,12.2,11.0,9.9,14.6,2.4
52,Strongly disagree,3,27.7,29.0,29.3,26.2,1.6,2,28.4,29.0,26.0,30.7,2.4
53,Strongly disagree,4,15.1,16.0,16.7,13.6,1.6,2,13.7,16.0,11.3,16.0,2.4
54,Strongly disagree,5,27.7,29.0,29.2,26.1,1.6,2,27.3,29.0,25.0,29.7,2.4
55,Disagree,1,25.7,26.0,27.3,24.2,1.6,2,25.6,26.0,23.3,28.0,2.4
56,Disagree,2,13.9,15.0,15.5,12.3,1.6,2,13.6,15.0,11.2,16.0,2.4
57,Disagree,3,26.2,26.0,27.8,24.7,1.6,2,25.3,26.0,22.9,27.6,2.4
58,Disagree,4,27.6,29.0,29.2,26.1,1.6,2,26.7,29.0,24.4,29.1,2.4
59,Disagree,5,14.7,16.0,16.3,13.2,1.6,2,15.0,16.0,12.6,17.3,2.4
60,Neither agree nor disagree,1,63.8,60.0,65.4,62.2,1.6,2,67.0,60.0,64.7,69.4,2.4
61,Neither agree nor disagree,2,17.9,25.0,19.5,16.3,1.6,2,16.5,25.0,14.1,18.9,2.4
62,Neither agree nor disagree,3,72.2,71.0,73.8,70.7,1.6,2,72.4,71.0,70.1,74.8,2.4
63,Neither agree nor disagree,4,71.5,71.0,73.1,69.9,1.6,2,71.8,71.0,69.4,74.2,2.4
64,Neither agree nor disagree,5,45.6,45.0,47.1,44.0,1.6,2,47.5,45.0,45.2,49.9,2.4
65,Agree,1,57.4,60.0,58.9,55.8,1.6,2,55.9,60.0,53.5,58.3,2.4
66,Agree,2,22.8,24.0,24.3,21.2,1.6,2,23.1,24.0,20.7,25.4,2.4
67,Agree,3,116.9,118.0,118.5,115.4,1.6,2,119.1,118.0,116.7,121.4,2.4
68,Agree,4,74.3,75.0,75.8,72.7,1.6,2,73.9,75.0,71.6,76.3,2.4
69,Agree,5,17.1,17.0,18.7,15.5,1.6,2,16.6,17.0,14.3,19.0,2.4
70,Strongly agree,1,48.3,46.0,49.9,46.8,1.6,2,49.5,46.0,47.1,51.9,2.4
71,Strongly agree,2,17.6,18.0,19.2,16.0,1.6,2,20.4,18.0,18.0,22.8,2.4
72,Strongly agree,3,63.8,58.0,65.3,62.2,1.6,2,65.2,58.0,62.9,67.6,2.4
73,Strongly agree,4,29.9,31.0,31.5,28.3,1.6,2,28.2,31.0,25.8,30.5,2.4
74,Strongly agree,5,21.2,20.0,22.8,19.7,1.6,2,22.9,20.0,20.6,25.3,2.4
75,Strongly disagree,1,60.9,64.0,62.1,59.7,1.2,3,60.6,64.0,59.0,62.2,1.6
76,Strongly disagree,2,11.0,11.0,12.2,9.9,1.2,3,10.9,11.0,9.3,12.5,1.6
77,Strongly disagree,3,27.7,29.0,28.8,26.5,1.2,3,27.7,29.0,26.2,29.3,1.6
78,Strongly disagree,4,16.1,16.0,17.3,14.9,1.2,3,15.1,16.0,13.6,16.7,1.6
79,Strongly disagree,5,28.0,29.0,29.2,26.8,1.2,3,27.7,29.0,26.1,29.2,1.6
80,Disagree,1,25.8,26.0,27.0,24.7,1.2,3,25.7,26.0,24.2,27.3,1.6
81,Disagree,2,15.5,15.0,16.7,14.4,1.2,3,13.9,15.0,12.3,15.5,1.6
82,Disagree,3,25.6,26.0,26.8,24.4,1.2,3,26.2,26.0,24.7,27.8,1.6
83,Disagree,4,28.0,29.0,29.2,26.8,1.2,3,27.6,29.0,26.1,29.2,1.6
84,Disagree,5,15.1,16.0,16.2,13.9,1.2,3,14.7,16.0,13.2,16.3,1.6
85,Neither agree nor disagree,1,61.3,60.0,62.4,60.1,1.2,3,63.8,60.0,62.2,65.4,1.6
86,Neither agree nor disagree,2,20.6,25.0,21.8,19.4,1.2,3,17.9,25.0,16.3,19.5,1.6
87,Neither agree nor disagree,3,72.7,71.0,73.9,71.5,1.2,3,72.2,71.0,70.7,73.8,1.6
88,Neither agree nor disagree,4,71.2,71.0,72.4,70.0,1.2,3,71.5,71.0,69.9,73.1,1.6
89,Neither agree nor disagree,5,43.2,45.0,44.4,42.1,1.2,3,45.6,45.0,44.0,47.1,1.6
90,Agree,1,58.4,60.0,59.6,57.2,1.2,3,57.4,60.0,55.8,58.9,1.6
91,Agree,2,24.6,24.0,25.8,23.4,1.2,3,22.8,24.0,21.2,24.3,1.6
92,Agree,3,117.3,118.0,118.5,116.1,1.2,3,116.9,118.0,115.4,118.5,1.6
93,Agree,4,76.7,75.0,77.9,75.6,1.2,3,74.3,75.0,72.7,75.8,1.6
94,Agree,5,16.7,17.0,17.8,15.5,1.2,3,17.1,17.0,15.5,18.7,1.6
95,Strongly agree,1,48.3,46.0,49.4,47.1,1.2,3,48.3,46.0,46.8,49.9,1.6
96,Strongly agree,2,18.1,18.0,19.3,17.0,1.2,3,17.6,18.0,16.0,19.2,1.6
97,Strongly agree,3,62.8,58.0,64.0,61.7,1.2,3,63.8,58.0,62.2,65.3,1.6
98,Strongly agree,4,31.5,31.0,32.7,30.3,1.2,3,29.9,31.0,28.3,31.5,1.6
99,Strongly agree,5,21.4,20.0,22.6,20.2,1.2,3,21.2,20.0,19.7,22.8,1.6
100,Strongly disagree,1,61.6,64.0,62.5,60.6,0.9,4,60.9,64.0,59.7,62.1,1.2
101,Strongly disagree,2,10.9,11.0,11.8,9.9,0.9,4,11.0,11.0,9.9,12.2,1.2
102,Strongly disagree,3,27.2,29.0,28.2,26.3,0.9,4,27.7,29.0,26.5,28.8,1.2
103,Strongly disagree,4,17.0,16.0,18.0,16.1,0.9,4,16.1,16.0,14.9,17.3,1.2
104,Strongly disagree,5,27.0,29.0,27.9,26.0,0.9,4,28.0,29.0,26.8,29.2,1.2
105,Disagree,1,26.2,26.0,27.1,25.2,0.9,4,25.8,26.0,24.7,27.0,1.2
106,Disagree,2,15.4,15.0,16.3,14.4,0.9,4,15.5,15.0,14.4,16.7,1.2
107,Disagree,3,25.9,26.0,26.9,25.0,0.9,4,25.6,26.0,24.4,26.8,1.2
108,Disagree,4,27.8,29.0,28.8,26.9,0.9,4,28.0,29.0,26.8,29.2,1.2
109,Disagree,5,16.1,16.0,17.1,15.2,0.9,4,15.1,16.0,13.9,16.2,1.2
110,Neither agree nor disagree,1,61.1,60.0,62.1,60.2,0.9,4,61.3,60.0,60.1,62.4,1.2
111,Neither agree nor disagree,2,21.4,25.0,22.4,20.5,0.9,4,20.6,25.0,19.4,21.8,1.2
112,Neither agree nor disagree,3,72.7,71.0,73.6,71.7,0.9,4,72.7,71.0,71.5,73.9,1.2
113,Neither agree nor disagree,4,71.1,71.0,72.1,70.2,0.9,4,71.2,71.0,70.0,72.4,1.2
114,Neither agree nor disagree,5,45.2,45.0,46.1,44.2,0.9,4,43.2,45.0,42.1,44.4,1.2
115,Agree,1,59.8,60.0,60.7,58.8,0.9,4,58.4,60.0,57.2,59.6,1.2
116,Agree,2,22.5,24.0,23.4,21.5,0.9,4,24.6,24.0,23.4,25.8,1.2
117,Agree,3,116.7,118.0,117.6,115.7,0.9,4,117.3,118.0,116.1,118.5,1.2
118,Agree,4,76.4,75.0,77.3,75.4,0.9,4,76.7,75.0,75.6,77.9,1.2
119,Agree,5,17.1,17.0,18.1,16.2,0.9,4,16.7,17.0,15.5,17.8,1.2
120,Strongly agree,1,47.9,46.0,48.8,47.0,0.9,4,48.3,46.0,47.1,49.4,1.2
121,Strongly agree,2,16.5,18.0,17.5,15.6,0.9,4,18.1,18.0,17.0,19.3,1.2
122,Strongly agree,3,62.1,58.0,63.0,61.1,0.9,4,62.8,58.0,61.7,64.0,1.2
123,Strongly agree,4,31.7,31.0,32.6,30.7,0.9,4,31.5,31.0,30.3,32.7,1.2
124,Strongly agree,5,21.0,20.0,21.9,20.0,0.9,4,21.4,20.0,20.2,22.6,1.2
125,Strongly disagree,1,62.1,64.0,62.9,61.3,0.8,5,61.6,64.0,60.6,62.5,0.9
126,Strongly disagree,2,9.6,11.0,10.4,8.9,0.8,5,10.9,11.0,9.9,11.8,0.9
127,Strongly disagree,3,27.9,29.0,28.7,27.1,0.8,5,27.2,29.0,26.3,28.2,0.9
128,Strongly disagree,4,16.4,16.0,17.2,15.6,0.8,5,17.0,16.0,16.1,18.0,0.9
129,Strongly disagree,5,28.2,29.0,29.0,27.4,0.8,5,27.0,29.0,26.0,27.9,0.9
130,Disagree,1,26.1,26.0,26.9,25.3,0.8,5,26.2,26.0,25.2,27.1,0.9
131,Disagree,2,14.6,15.0,15.4,13.8,0.8,5,15.4,15.0,14.4,16.3,0.9
132,Disagree,3,26.5,26.0,27.3,25.7,0.8,5,25.9,26.0,25.0,26.9,0.9
133,Disagree,4,29.0,29.0,29.8,28.2,0.8,5,27.8,29.0,26.9,28.8,0.9
134,Disagree,5,16.4,16.0,17.2,15.6,0.8,5,16.1,16.0,15.2,17.1,0.9
135,Neither agree nor disagree,1,61.2,60.0,62.0,60.4,0.8,5,61.1,60.0,60.2,62.1,0.9
136,Neither agree nor disagree,2,22.4,25.0,23.2,21.6,0.8,5,21.4,25.0,20.5,22.4,0.9
137,Neither agree nor disagree,3,72.7,71.0,73.5,71.9,0.8,5,72.7,71.0,71.7,73.6,0.9
138,Neither agree nor disagree,4,70.4,71.0,71.2,69.6,0.8,5,71.1,71.0,70.2,72.1,0.9
139,Neither agree nor disagree,5,45.4,45.0,46.1,44.6,0.8,5,45.2,45.0,44.2,46.1,0.9
140,Agree,1,58.3,60.0,59.1,57.5,0.8,5,59.8,60.0,58.8,60.7,0.9
141,Agree,2,22.2,24.0,23.0,21.4,0.8,5,22.5,24.0,21.5,23.4,0.9
142,Agree,3,117.3,118.0,118.1,116.5,0.8,5,116.7,118.0,115.7,117.6,0.9
143,Agree,4,74.8,75.0,75.5,74.0,0.8,5,76.4,75.0,75.4,77.3,0.9
144,Agree,5,16.8,17.0,17.6,16.0,0.8,5,17.1,17.0,16.2,18.1,0.9
145,Strongly agree,1,47.4,46.0,48.2,46.6,0.8,5,47.9,46.0,47.0,48.8,0.9
146,Strongly agree,2,17.6,18.0,18.4,16.9,0.8,5,16.5,18.0,15.6,17.5,0.9
147,Strongly agree,3,61.1,58.0,61.9,60.3,0.8,5,62.1,58.0,61.1,63.0,0.9
148,Strongly agree,4,31.4,31.0,32.2,30.6,0.8,5,31.7,31.0,30.7,32.6,0.9
149,Strongly agree,5,20.0,20.0,20.7,19.2,0.8,5,21.0,20.0,20.0,21.9,0.9
150,Strongly disagree,1,62.2,64.0,62.8,61.5,0.7,6,62.1,64.0,61.3,62.9,0.8
151,Strongly disagree,2,9.7,11.0,10.4,9.0,0.7,6,9.6,11.0,8.9,10.4,0.8
152,Strongly disagree,3,28.1,29.0,28.8,27.4,0.7,6,27.9,29.0,27.1,28.7,0.8
153,Strongly disagree,4,16.4,16.0,17.0,15.7,0.7,6,16.4,16.0,15.6,17.2,0.8
154,Strongly disagree,5,28.1,29.0,28.8,27.5,0.7,6,28.2,29.0,27.4,29.0,0.8
155,Disagree,1,25.7,26.0,26.4,25.1,0.7,6,26.1,26.0,25.3,26.9,0.8
156,Disagree,2,14.2,15.0,14.9,13.5,0.7,6,14.6,15.0,13.8,15.4,0.8
157,Disagree,3,26.8,26.0,27.5,26.1,0.7,6,26.5,26.0,25.7,27.3,0.8
158,Disagree,4,28.4,29.0,29.1,27.7,0.7,6,29.0,29.0,28.2,29.8,0.8
159,Disagree,5,16.3,16.0,16.9,15.6,0.7,6,16.4,16.0,15.6,17.2,0.8
160,Neither agree nor disagree,1,61.5,60.0,62.2,60.9,0.7,6,61.2,60.0,60.4,62.0,0.8
161,Neither agree nor disagree,2,23.3,25.0,24.0,22.7,0.7,6,22.4,25.0,21.6,23.2,0.8
162,Neither agree nor disagree,3,71.7,71.0,72.4,71.1,0.7,6,72.7,71.0,71.9,73.5,0.8
163,Neither agree nor disagree,4,70.8,71.0,71.5,70.1,0.7,6,70.4,71.0,69.6,71.2,0.8
164,Neither agree nor disagree,5,46.2,45.0,46.9,45.5,0.7,6,45.4,45.0,44.6,46.1,0.8
165,Agree,1,58.9,60.0,59.6,58.2,0.7,6,58.3,60.0,57.5,59.1,0.8
166,Agree,2,23.3,24.0,24.0,22.7,0.7,6,22.2,24.0,21.4,23.0,0.8
167,Agree,3,115.2,118.0,115.9,114.5,0.7,6,117.3,118.0,116.5,118.1,0.8
168,Agree,4,74.5,75.0,75.2,73.8,0.7,6,74.8,75.0,74.0,75.5,0.8
169,Agree,5,15.6,17.0,16.3,14.9,0.7,6,16.8,17.0,16.0,17.6,0.8
170,Strongly agree,1,45.4,46.0,46.1,44.7,0.7,6,47.4,46.0,46.6,48.2,0.8
171,Strongly agree,2,16.6,18.0,17.3,15.9,0.7,6,17.6,18.0,16.9,18.4,0.8
172,Strongly agree,3,60.8,58.0,61.5,60.2,0.7,6,61.1,58.0,60.3,61.9,0.8
173,Strongly agree,4,31.1,31.0,31.8,30.4,0.7,6,31.4,31.0,30.6,32.2,0.8
174,Strongly agree,5,20.5,20.0,21.2,19.8,0.7,6,20.0,20.0,19.2,20.7,0.8
