,attendance,difficulty,noisy_count,true_count,plus_error,minus_error,error,nth_remeasure,noisy_count_prev,true_count_prev,minus_error_prev,plus_error_prev,error_prev
47,4,3,54.4,52.0,56.8,52.0,2.4,1,53.0,52.0,48.3,57.7,4.7
48,4,4,30.9,29.0,33.3,28.6,2.4,1,33.6,29.0,28.9,38.3,4.7
49,4,5,23.2,32.0,25.5,20.8,2.4,1,18.5,32.0,13.8,23.2,4.7
50,0,1,211.0,220.0,212.6,209.5,1.6,2,203.6,220.0,201.3,206.0,2.4
51,0,2,15.0,17.0,16.6,13.5,1.6,2,14.6,17.0,12.2,16.9,2.4
52,0,3,43.9,43.0,45.5,42.3,1.6,2,45.7,43.0,43.3,48.0,2.4
53,0,4,29.0,25.0,30.6,27.4,1.6,2,28.7,25.0,26.4,31.1,2.4
54,0,5,21.1,20.0,22.7,19.6,1.6,2,23.9,20.0,21.5,26.2,2.4
55,1,1,21.5,19.0,23.1,20.0,1.6,2,22.4,19.0,20.1,24.8,2.4
56,1,2,32.2,32.0,33.8,30.7,1.6,2,32.1,32.0,29.8,34.5,2.4
57,1,3,63.0,60.0,64.6,61.5,1.6,2,60.4,60.0,58.1,62.8,2.4
58,1,4,37.8,38.0,39.4,36.2,1.6,2,37.8,38.0,35.5,40.2,2.4
59,1,5,15.2,20.0,16.8,13.7,1.6,2,15.1,20.0,12.8,17.5,2.4
60,2,1,5.5,8.0,7.1,3.9,1.6,2,5.7,8.0,3.4,8.1,2.4
61,2,2,7.0,9.0,8.6,5.4,1.6,2,7.8,9.0,5.4,10.1,2.4
62,2,3,57.0,57.0,58.6,55.5,1.6,2,57.3,57.0,54.9,59.6,2.4
63,2,4,29.2,29.0,30.8,27.6,1.6,2,29.9,29.0,27.6,32.3,2.4
64,2,5,22.9,22.0,24.4,21.3,1.6,2,18.7,22.0,16.4,21.1,2.4
65,3,1,20.1,24.0,21.7,18.5,1.6,2,16.2,24.0,13.8,18.6,2.4
66,3,2,20.8,22.0,22.3,19.2,1.6,2,19.5,22.0,17.1,21.8,2.4
67,3,3,84.0,81.0,85.5,82.4,1.6,2,88.0,81.0,85.6,90.3,2.4
68,3,4,66.6,69.0,68.2,65.1,1.6,2,68.4,69.0,66.0,70.7,2.4
69,3,5,40.7,39.0,42.2,39.1,1.6,2,37.0,39.0,34.7,39.4,2.4
70,4,1,10.1,15.0,11.6,8.5,1.6,2,10.6,15.0,8.3,13.0,2.4
71,4,2,12.9,18.0,14.5,11.3,1.6,2,11.4,18.0,9.0,13.7,2.4
72,4,3,54.0,52.0,55.6,52.4,1.6,2,54.4,52.0,52.0,56.8,2.4
73,4,4,30.4,29.0,32.0,28.8,1.6,2,30.9,29.0,28.6,33.3,2.4
74,4,5,26.7,32.0,28.3,25.1,1.6,2,23.2,32.0,20.8,25.5,2.4
75,0,1,212.5,220.0,213.7,211.3,1.2,3,211.0,220.0,209.5,212.6,1.6
76,0,2,13.9,17.0,15.0,12.7,1.2,3,15.0,17.0,13.5,16.6,1.6
77,0,3,44.2,43.0,45.4,43.1,1.2,3,43.9,43.0,42.3,45.5,1.6
78,0,4,27.2,25.0,28.3,26.0,1.2,3,29.0,25.0,27.4,30.6,1.6
79,0,5,19.7,20.0,20.9,18.5,1.2,3,21.1,20.0,19.6,22.7,1.6
80,1,1,20.4,19.0,21.6,19.2,1.2,3,21.5,19.0,20.0,23.1,1.6
81,1,2,29.9,32.0,31.1,28.8,1.2,3,32.2,32.0,30.7,33.8,1.6
82,1,3,61.7,60.0,62.9,60.5,1.2,3,63.0,60.0,61.5,64.6,1.6
83,1,4,38.2,38.0,39.4,37.0,1.2,3,37.8,38.0,36.2,39.4,1.6
84,1,5,17.0,20.0,18.2,15.9,1.2,3,15.2,20.0,13.7,16.8,1.6
85,2,1,6.3,8.0,7.5,5.1,1.2,3,5.5,8.0,3.9,7.1,1.6
86,2,2,9.0,9.0,10.1,7.8,1.2,3,7.0,9.0,5.4,8.6,1.6
87,2,3,57.1,57.0,58.3,55.9,1.2,3,57.0,57.0,55.5,58.6,1.6
88,2,4,28.9,29.0,30.1,27.7,1.2,3,29.2,29.0,27.6,30.8,1.6
89,2,5,19.6,22.0,20.8,18.4,1.2,3,22.9,22.0,21.3,24.4,1.6
90,3,1,21.9,24.0,23.1,20.7,1.2,3,20.1,24.0,18.5,21.7,1.6
91,3,2,19.5,22.0,20.7,18.4,1.2,3,20.8,22.0,19.2,22.3,1.6
92,3,3,82.3,81.0,83.5,81.2,1.2,3,84.0,81.0,82.4,85.5,1.6
93,3,4,68.2,69.0,69.4,67.0,1.2,3,66.6,69.0,65.1,68.2,1.6
94,3,5,40.4,39.0,41.6,39.2,1.2,3,40.7,39.0,39.1,42.2,1.6
95,4,1,10.3,15.0,11.4,9.1,1.2,3,10.1,15.0,8.5,11.6,1.6
96,4,2,12.8,18.0,14.0,11.6,1.2,3,12.9,18.0,11.3,14.5,1.6
97,4,3,53.6,52.0,54.8,52.4,1.2,3,54.0,52.0,52.4,55.6,1.6
98,4,4,30.5,29.0,31.7,29.3,1.2,3,30.4,29.0,28.8,32.0,1.6
99,4,5,29.9,32.0,31.1,28.8,1.2,3,26.7,32.0,25.1,28.3,1.6
100,0,1,213.9,220.0,214.8,212.9,0.9,4,212.5,220.0,211.3,213.7,1.2
101,0,2,13.7,17.0,14.7,12.8,0.9,4,13.9,17.0,12.7,15.0,1.2
102,0,3,43.6,43.0,44.5,42.7,0.9,4,44.2,43.0,43.1,45.4,1.2
103,0,4,26.2,25.0,27.1,25.3,0.9,4,27.2,25.0,26.0,28.3,1.2
104,0,5,19.4,20.0,20.4,18.5,0.9,4,19.7,20.0,18.5,20.9,1.2
105,1,1,20.5,19.0,21.4,19.5,0.9,4,20.4,19.0,19.2,21.6,1.2
106,1,2,28.9,32.0,29.8,27.9,0.9,4,29.9,32.0,28.8,31.1,1.2
107,1,3,61.5,60.0,62.4,60.6,0.9,4,61.7,60.0,60.5,62.9,1.2
108,1,4,37.5,38.0,38.4,36.5,0.9,4,38.2,38.0,37.0,39.4,1.2
109,1,5,17.6,20.0,18.6,16.7,0.9,4,17.0,20.0,15.9,18.2,1.2
110,2,1,6.5,8.0,7.4,5.5,0.9,4,6.3,8.0,5.1,7.5,1.2
111,2,2,9.0,9.0,9.9,8.0,0.9,4,9.0,9.0,7.8,10.1,1.2
112,2,3,56.1,57.0,57.1,55.2,0.9,4,57.1,57.0,55.9,58.3,1.2
113,2,4,28.0,29.0,29.0,27.1,0.9,4,28.9,29.0,27.7,30.1,1.2
114,2,5,20.9,22.0,21.8,19.9,0.9,4,19.6,22.0,18.4,20.8,1.2
115,3,1,21.6,24.0,22.5,20.7,0.9,4,21.9,24.0,20.7,23.1,1.2
116,3,2,20.6,22.0,21.6,19.7,0.9,4,19.5,22.0,18.4,20.7,1.2
117,3,3,83.2,81.0,84.2,82.3,0.9,4,82.3,81.0,81.2,83.5,1.2
118,3,4,69.1,69.0,70.0,68.1,0.9,4,68.2,69.0,67.0,69.4,1.2
119,3,5,40.5,39.0,41.4,39.5,0.9,4,40.4,39.0,39.2,41.6,1.2
120,4,1,12.4,15.0,13.3,11.4,0.9,4,10.3,15.0,9.1,11.4,1.2
121,4,2,14.0,18.0,14.9,13.0,0.9,4,12.8,18.0,11.6,14.0,1.2
122,4,3,54.4,52.0,55.3,53.4,0.9,4,53.6,52.0,52.4,54.8,1.2
123,4,4,30.3,29.0,31.2,29.4,0.9,4,30.5,29.0,29.3,31.7,1.2
124,4,5,27.7,32.0,28.7,26.8,0.9,4,29.9,32.0,28.8,31.1,1.2
125,0,1,214.6,220.0,215.4,213.8,0.8,5,213.9,220.0,212.9,214.8,0.9
126,0,2,14.4,17.0,15.2,13.6,0.8,5,13.7,17.0,12.8,14.7,0.9
127,0,3,44.6,43.0,45.4,43.9,0.8,5,43.6,43.0,42.7,44.5,0.9
128,0,4,25.5,25.0,26.3,24.7,0.8,5,26.2,25.0,25.3,27.1,0.9
129,0,5,18.7,20.0,19.5,17.9,0.8,5,19.4,20.0,18.5,20.4,0.9
130,1,1,20.5,19.0,21.3,19.7,0.8,5,20.5,19.0,19.5,21.4,0.9
131,1,2,30.6,32.0,31.4,29.8,0.8,5,28.9,32.0,27.9,29.8,0.9
132,1,3,60.6,60.0,61.4,59.8,0.8,5,61.5,60.0,60.6,62.4,0.9
133,1,4,37.5,38.0,38.3,36.7,0.8,5,37.5,38.0,36.5,38.4,0.9
134,1,5,17.7,20.0,18.5,16.9,0.8,5,17.6,20.0,16.7,18.6,0.9
135,2,1,6.4,8.0,7.2,5.7,0.8,5,6.5,8.0,5.5,7.4,0.9
136,2,2,9.5,9.0,10.3,8.7,0.8,5,9.0,9.0,8.0,9.9,0.9
137,2,3,55.4,57.0,56.1,54.6,0.8,5,56.1,57.0,55.2,57.1,0.9
138,2,4,28.9,29.0,29.7,28.1,0.8,5,28.0,29.0,27.1,29.0,0.9
139,2,5,21.7,22.0,22.5,20.9,0.8,5,20.9,22.0,19.9,21.8,0.9
140,3,1,21.7,24.0,22.5,20.9,0.8,5,21.6,24.0,20.7,22.5,0.9
141,3,2,20.3,22.0,21.0,19.5,0.8,5,20.6,22.0,19.7,21.6,0.9
142,3,3,83.9,81.0,84.6,83.1,0.8,5,83.2,81.0,82.3,84.2,0.9
143,3,4,68.0,69.0,68.8,67.2,0.8,5,69.1,69.0,68.1,70.0,0.9
144,3,5,40.2,39.0,41.0,39.4,0.8,5,40.5,39.0,39.5,41.4,0.9
145,4,1,12.2,15.0,13.0,11.4,0.8,5,12.4,15.0,11.4,13.3,0.9
146,4,2,16.2,18.0,17.0,15.4,0.8,5,14.0,18.0,13.0,14.9,0.9
147,4,3,53.5,52.0,54.3,52.7,0.8,5,54.4,52.0,53.4,55.3,0.9
148,4,4,30.4,29.0,31.2,29.6,0.8,5,30.3,29.0,29.4,31.2,0.9
149,4,5,29.2,32.0,30.0,28.4,0.8,5,27.7,32.0,26.8,28.7,0.9
150,0,1,215.5,220.0,216.2,214.8,0.7,6,214.6,220.0,213.8,215.4,0.8
151,0,2,14.8,17.0,15.4,14.1,0.7,6,14.4,17.0,13.6,15.2,0.8
152,0,3,43.9,43.0,44.6,43.2,0.7,6,44.6,43.0,43.9,45.4,0.8
153,0,4,25.1,25.0,25.8,24.4,0.7,6,25.5,25.0,24.7,26.3,0.8
154,0,5,19.2,20.0,19.9,18.5,0.7,6,18.7,20.0,17.9,19.5,0.8
155,1,1,21.2,19.0,21.9,20.5,0.7,6,20.5,19.0,19.7,21.3,0.8
156,1,2,31.1,32.0,31.8,30.4,0.7,6,30.6,32.0,29.8,31.4,0.8
157,1,3,60.2,60.0,60.8,59.5,0.7,6,60.6,60.0,59.8,61.4,0.8
158,1,4,37.9,38.0,38.6,37.3,0.7,6,37.5,38.0,36.7,38.3,0.8
159,1,5,17.8,20.0,18.5,17.1,0.7,6,17.7,20.0,16.9,18.5,0.8
160,2,1,7.0,8.0,7.7,6.4,0.7,6,6.4,8.0,5.7,7.2,0.8
161,2,2,9.6,9.0,10.3,9.0,0.7,6,9.5,9.0,8.7,10.3,0.8
162,2,3,55.3,57.0,56.0,54.6,0.7,6,55.4,57.0,54.6,56.1,0.8
163,2,4,28.4,29.0,29.1,27.7,0.7,6,28.9,29.0,28.1,29.7,0.8
164,2,5,21.0,22.0,21.6,20.3,0.7,6,21.7,22.0,20.9,22.5,0.8
165,3,1,22.6,24.0,23.2,21.9,0.7,6,21.7,24.0,20.9,22.5,0.8
166,3,2,20.3,22.0,21.0,19.6,0.7,6,20.3,22.0,19.5,21.0,0.8
167,3,3,83.5,81.0,84.2,82.9,0.7,6,83.9,81.0,83.1,84.6,0.8
168,3,4,67.6,69.0,68.3,67.0,0.7,6,68.0,69.0,67.2,68.8,0.8
169,3,5,39.8,39.0,40.5,39.1,0.7,6,40.2,39.0,39.4,41.0,0.8
170,4,1,12.6,15.0,13.3,11.9,0.7,6,12.2,15.0,11.4,13.0,0.8
171,4,2,17.1,18.0,17.7,16.4,0.7,6,16.2,18.0,15.4,17.0,0.8
172,4,3,53.8,52.0,54.5,53.1,0.7,6,53.5,52.0,52.7,54.3,0.8
173,4,4,29.9,29.0,30.6,29.3,0.7,6,30.4,29.0,29.6,31.2,0.8
174,4,5,28.3,32.0,28.9,27.6,0.7,6,29.2,32.0,28.4,30.0,0.8
