,Q9,instr,noisy_count,true_count,plus_error,minus_error,error,nth_remeasure,noisy_count_prev,true_count_prev,minus_error_prev,plus_error_prev,error_prev
46,Strongly disagree,Instructor 2,20.5,21.0,21.7,19.3,1.2,3,20.6,21.0,19.0,22.2,1.6
47,Strongly disagree,Instructor 3,115.4,115.0,116.6,114.2,1.2,3,114.3,115.0,112.8,115.9,1.6
48,Disagree,Instructor 1,13.7,15.0,14.9,12.5,1.2,3,13.6,15.0,12.0,15.1,1.6
49,Disagree,Instructor 2,17.3,20.0,18.5,16.1,1.2,3,20.5,20.0,18.9,22.1,1.6
50,Disagree,Instructor 3,92.8,93.0,94.0,91.6,1.2,3,91.7,93.0,90.1,93.3,1.6
51,Neither agree nor disagree,Instructor 1,38.4,39.0,39.6,37.2,1.2,3,38.0,39.0,36.4,39.6,1.6
52,Neither agree nor disagree,Instructor 2,58.3,63.0,59.5,57.1,1.2,3,60.0,63.0,58.5,61.6,1.6
53,Neither agree nor disagree,Instructor 3,199.2,195.0,200.4,198.1,1.2,3,200.2,195.0,198.6,201.8,1.6
54,Agree,Instructor 1,37.4,37.0,38.6,36.2,1.2,3,37.5,37.0,36.0,39.1,1.6
55,Agree,Instructor 2,78.2,78.0,79.4,77.0,1.2,3,78.5,78.0,76.9,80.0,1.6
56,Agree,Instructor 3,157.6,159.0,158.7,156.4,1.2,3,157.5,159.0,155.9,159.1,1.6
57,Strongly agree,Instructor 1,31.2,26.0,32.4,30.0,1.2,3,29.7,26.0,28.1,31.3,1.6
58,Strongly agree,Instructor 2,39.8,41.0,41.0,38.6,1.2,3,41.0,41.0,39.5,42.6,1.6
59,Strongly agree,Instructor 3,81.6,80.0,82.7,80.4,1.2,3,82.6,80.0,81.0,84.2,1.6
60,Strongly disagree,Instructor 1,16.8,18.0,17.8,15.9,0.9,4,16.3,18.0,15.1,17.4,1.2
61,Strongly disagree,Instructor 2,20.8,21.0,21.8,19.9,0.9,4,20.5,21.0,19.3,21.7,1.2
62,Strongly disagree,Instructor 3,114.6,115.0,115.6,113.7,0.9,4,115.4,115.0,114.2,116.6,1.2
63,Disagree,Instructor 1,14.5,15.0,15.4,13.5,0.9,4,13.7,15.0,12.5,14.9,1.2
64,Disagree,Instructor 2,17.0,20.0,17.9,16.0,0.9,4,17.3,20.0,16.1,18.5,1.2
65,Disagree,Instructor 3,93.7,93.0,94.7,92.8,0.9,4,92.8,93.0,91.6,94.0,1.2
66,Neither agree nor disagree,Instructor 1,39.1,39.0,40.1,38.2,0.9,4,38.4,39.0,37.2,39.6,1.2
67,Neither agree nor disagree,Instructor 2,59.3,63.0,60.2,58.4,0.9,4,58.3,63.0,57.1,59.5,1.2
68,Neither agree nor disagree,Instructor 3,197.8,195.0,198.8,196.9,0.9,4,199.2,195.0,198.1,200.4,1.2
69,Agree,Instructor 1,37.5,37.0,38.4,36.5,0.9,4,37.4,37.0,36.2,38.6,1.2
70,Agree,Instructor 2,77.9,78.0,78.9,77.0,0.9,4,78.2,78.0,77.0,79.4,1.2
71,Agree,Instructor 3,157.4,159.0,158.4,156.5,0.9,4,157.6,159.0,156.4,158.7,1.2
72,Strongly agree,Instructor 1,30.1,26.0,31.0,29.1,0.9,4,31.2,26.0,30.0,32.4,1.2
73,Strongly agree,Instructor 2,40.1,41.0,41.0,39.1,0.9,4,39.8,41.0,38.6,41.0,1.2
74,Strongly agree,Instructor 3,81.4,80.0,82.4,80.5,0.9,4,81.6,80.0,80.4,82.7,1.2
75,Strongly disagree,Instructor 1,17.1,18.0,17.9,16.3,0.8,5,16.8,18.0,15.9,17.8,0.9
76,Strongly disagree,Instructor 2,21.2,21.0,21.9,20.4,0.8,5,20.8,21.0,19.9,21.8,0.9
77,Strongly disagree,Instructor 3,114.3,115.0,115.1,113.5,0.8,5,114.6,115.0,113.7,115.6,0.9
78,Disagree,Instructor 1,13.7,15.0,14.5,12.9,0.8,5,14.5,15.0,13.5,15.4,0.9
79,Disagree,Instructor 2,17.2,20.0,17.9,16.4,0.8,5,17.0,20.0,16.0,17.9,0.9
80,Disagree,Instructor 3,91.4,93.0,92.2,90.7,0.8,5,93.7,93.0,92.8,94.7,0.9
81,Neither agree nor disagree,Instructor 1,38.8,39.0,39.6,38.0,0.8,5,39.1,39.0,38.2,40.1,0.9
82,Neither agree nor disagree,Instructor 2,59.4,63.0,60.2,58.6,0.8,5,59.3,63.0,58.4,60.2,0.9
83,Neither agree nor disagree,Instructor 3,196.4,195.0,197.2,195.7,0.8,5,197.8,195.0,196.9,198.8,0.9
84,Agree,Instructor 1,36.9,37.0,37.7,36.1,0.8,5,37.5,37.0,36.5,38.4,0.9
85,Agree,Instructor 2,77.6,78.0,78.4,76.8,0.8,5,77.9,78.0,77.0,78.9,0.9
86,Agree,Instructor 3,157.7,159.0,158.4,156.9,0.8,5,157.4,159.0,156.5,158.4,0.9
87,Strongly agree,Instructor 1,30.0,26.0,30.8,29.2,0.8,5,30.1,26.0,29.1,31.0,0.9
88,Strongly agree,Instructor 2,42.3,41.0,43.1,41.6,0.8,5,40.1,41.0,39.1,41.0,0.9
89,Strongly agree,Instructor 3,79.9,80.0,80.7,79.1,0.8,5,81.4,80.0,80.5,82.4,0.9
90,Strongly disagree,Instructor 1,17.5,18.0,18.2,16.9,0.7,6,17.1,18.0,16.3,17.9,0.8
91,Strongly disagree,Instructor 2,21.3,21.0,22.0,20.6,0.7,6,21.2,21.0,20.4,21.9,0.8
92,Strongly disagree,Instructor 3,114.8,115.0,115.5,114.1,0.7,6,114.3,115.0,113.5,115.1,0.8
93,Disagree,Instructor 1,13.5,15.0,14.2,12.9,0.7,6,13.7,15.0,12.9,14.5,0.8
94,Disagree,Instructor 2,17.8,20.0,18.5,17.1,0.7,6,17.2,20.0,16.4,17.9,0.8
95,Disagree,Instructor 3,90.8,93.0,91.5,90.2,0.7,6,91.4,93.0,90.7,92.2,0.8
96,Neither agree nor disagree,Instructor 1,38.7,39.0,39.4,38.0,0.7,6,38.8,39.0,38.0,39.6,0.8
97,Neither agree nor disagree,Instructor 2,60.0,63.0,60.7,59.3,0.7,6,59.4,63.0,58.6,60.2,0.8
98,Neither agree nor disagree,Instructor 3,195.2,195.0,195.8,194.5,0.7,6,196.4,195.0,195.7,197.2,0.8
99,Agree,Instructor 1,35.8,37.0,36.4,35.1,0.7,6,36.9,37.0,36.1,37.7,0.8
100,Agree,Instructor 2,77.6,78.0,78.2,76.9,0.7,6,77.6,78.0,76.8,78.4,0.8
101,Agree,Instructor 3,158.0,159.0,158.7,157.4,0.7,6,157.7,159.0,156.9,158.4,0.8
102,Strongly agree,Instructor 1,30.1,26.0,30.8,29.4,0.7,6,30.0,26.0,29.2,30.8,0.8
103,Strongly agree,Instructor 2,42.1,41.0,42.7,41.4,0.7,6,42.3,41.0,41.6,43.1,0.8
104,Strongly agree,Instructor 3,80.0,80.0,80.7,79.4,0.7,6,79.9,80.0,79.1,80.7,0.8
