,AGEP,MSP,noisy_count,true_count,plus_error,minus_error,error,nth_remeasure,noisy_count_prev,true_count_prev,minus_error_prev,plus_error_prev,error_prev
47,85-99,Never married,-0.0,0.0,4.7,-4.7,4.7,0,,,,,
48,15-24,"Now married, spouse present",7.8,3.0,10.1,5.4,2.4,1,12.1,3.0,7.3,16.8,4.7
49,15-24,"Now Married, spouse absent",3.1,1.0,5.5,0.8,2.4,1,1.3,1.0,-3.4,6.0,4.7
50,15-24,Widowed,8.0,1.0,10.3,5.6,2.4,1,10.7,1.0,6.0,15.4,4.7
51,15-24,Divorced,1.3,0.0,3.6,-1.1,2.4,1,1.9,0.0,-2.8,6.6,4.7
52,15-24,Separated,-1.1,1.0,1.2,-3.5,2.4,1,2.7,1.0,-2.0,7.4,4.7
53,15-24,Never married,142.0,143.0,144.3,139.6,2.4,1,140.2,143.0,135.5,144.9,4.7
54,25-34,"Now married, spouse present",38.7,45.0,41.1,36.4,2.4,1,30.4,45.0,25.7,35.1,4.7
55,25-34,"Now Married, spouse absent",3.5,2.0,5.8,1.1,2.4,1,-0.3,2.0,-5.0,4.4,4.7
56,25-34,Widowed,-0.2,0.0,2.2,-2.5,2.4,1,-0.5,0.0,-5.2,4.2,4.7
57,25-34,Divorced,8.8,7.0,11.1,6.4,2.4,1,9.7,7.0,5.0,14.4,4.7
58,25-34,Separated,-3.9,1.0,-1.6,-6.3,2.4,1,-2.1,1.0,-6.8,2.6,4.7
59,25-34,Never married,100.3,98.0,102.7,97.9,2.4,1,102.3,98.0,97.6,107.0,4.7
60,35-44,"Now married, spouse present",85.6,87.0,87.9,83.2,2.4,1,83.3,87.0,78.6,88.0,4.7
61,35-44,"Now Married, spouse absent",5.8,6.0,8.2,3.5,2.4,1,6.7,6.0,2.0,11.4,4.7
62,35-44,Widowed,-5.4,0.0,-3.1,-7.8,2.4,1,-13.4,0.0,-18.1,-8.7,4.7
63,35-44,Divorced,6.7,11.0,9.0,4.3,2.4,1,10.1,11.0,5.4,14.9,4.7
64,35-44,Separated,-3.6,3.0,-1.2,-5.9,2.4,1,-5.1,3.0,-9.8,-0.4,4.7
65,35-44,Never married,43.8,39.0,46.2,41.5,2.4,1,47.2,39.0,42.4,51.9,4.7
66,45-54,"Now married, spouse present",81.1,77.0,83.4,78.7,2.4,1,84.6,77.0,79.9,89.3,4.7
67,45-54,"Now Married, spouse absent",7.4,4.0,9.7,5.0,2.4,1,6.8,4.0,2.1,11.5,4.7
68,45-54,Widowed,6.2,4.0,8.5,3.8,2.4,1,8.4,4.0,3.7,13.1,4.7
69,45-54,Divorced,18.8,19.0,21.2,16.5,2.4,1,15.5,19.0,10.8,20.2,4.7
70,45-54,Separated,2.9,6.0,5.2,0.5,2.4,1,-0.3,6.0,-5.0,4.4,4.7
71,45-54,Never married,30.6,27.0,32.9,28.2,2.4,1,27.8,27.0,23.0,32.5,4.7
72,55-64,"Now married, spouse present",98.0,99.0,100.4,95.7,2.4,1,101.1,99.0,96.4,105.8,4.7
73,55-64,"Now Married, spouse absent",8.1,9.0,10.5,5.8,2.4,1,8.3,9.0,3.6,13.0,4.7
74,55-64,Widowed,12.3,10.0,14.6,9.9,2.4,1,10.2,10.0,5.5,14.9,4.7
75,55-64,Divorced,35.9,33.0,38.2,33.5,2.4,1,39.9,33.0,35.2,44.6,4.7
76,55-64,Separated,1.5,3.0,3.8,-0.9,2.4,1,3.1,3.0,-1.6,7.9,4.7
77,55-64,Never married,15.4,18.0,17.7,13.0,2.4,1,12.9,18.0,8.2,17.6,4.7
78,65-74,"Now married, spouse present",80.6,80.0,83.0,78.3,2.4,1,80.3,80.0,75.6,85.0,4.7
79,65-74,"Now Married, spouse absent",2.9,3.0,5.2,0.5,2.4,1,3.2,3.0,-1.5,7.9,4.7
80,65-74,Widowed,16.5,17.0,18.8,14.1,2.4,1,18.1,17.0,13.4,22.8,4.7
81,65-74,Divorced,20.3,21.0,22.7,18.0,2.4,1,20.3,21.0,15.6,25.0,4.7
82,65-74,Separated,6.3,6.0,8.7,3.9,2.4,1,7.2,6.0,2.5,11.9,4.7
83,65-74,Never married,24.3,22.0,26.7,22.0,2.4,1,21.2,22.0,16.5,25.9,4.7
84,75-84,"Now married, spouse present",32.7,31.0,35.1,30.4,2.4,1,33.6,31.0,28.8,38.3,4.7
85,75-84,"Now Married, spouse absent",-2.7,2.0,-0.3,-5.1,2.4,1,-1.4,2.0,-6.1,3.3,4.7
86,75-84,Widowed,15.6,15.0,17.9,13.2,2.4,1,14.0,15.0,9.3,18.8,4.7
87,75-84,Divorced,16.7,16.0,19.1,14.4,2.4,1,16.0,16.0,11.3,20.7,4.7
88,75-84,Separated,5.5,3.0,7.9,3.2,2.4,1,4.6,3.0,-0.2,9.3,4.7
89,75-84,Never married,2.3,4.0,4.6,-0.1,2.4,1,1.7,4.0,-3.0,6.5,4.7
90,85-99,"Now married, spouse present",5.9,5.0,8.3,3.5,2.4,1,6.0,5.0,1.2,10.7,4.7
91,85-99,"Now Married, spouse absent",1.3,1.0,3.6,-1.1,2.4,1,6.2,1.0,1.5,10.9,4.7
92,85-99,Widowed,13.7,13.0,16.0,11.3,2.4,1,11.9,13.0,7.2,16.6,4.7
93,85-99,Divorced,6.0,4.0,8.4,3.7,2.4,1,5.1,4.0,0.4,9.8,4.7
94,85-99,Separated,-1.9,0.0,0.4,-4.3,2.4,1,-3.2,0.0,-7.9,1.5,4.7
95,85-99,Never married,3.6,0.0,6.0,1.3,2.4,1,-0.0,0.0,-4.7,4.7,4.7
96,15-24,"Now married, spouse present",2.4,3.0,3.9,0.8,1.6,2,7.8,3.0,5.4,10.1,2.4
97,15-24,"Now Married, spouse absent",2.5,1.0,4.1,0.9,1.6,2,3.1,1.0,0.8,5.5,2.4
98,15-24,Widowed,2.7,1.0,4.2,1.1,1.6,2,8.0,1.0,5.6,10.3,2.4
99,15-24,Divorced,1.3,0.0,2.9,-0.3,1.6,2,1.3,0.0,-1.1,3.6,2.4
100,15-24,Separated,-0.3,1.0,1.2,-1.9,1.6,2,-1.1,1.0,-3.5,1.2,2.4
101,15-24,Never married,142.8,143.0,144.3,141.2,1.6,2,142.0,143.0,139.6,144.3,2.4
102,25-34,"Now married, spouse present",40.1,45.0,41.7,38.6,1.6,2,38.7,45.0,36.4,41.1,2.4
103,25-34,"Now Married, spouse absent",5.5,2.0,7.1,4.0,1.6,2,3.5,2.0,1.1,5.8,2.4
104,25-34,Widowed,0.6,0.0,2.1,-1.0,1.6,2,-0.2,0.0,-2.5,2.2,2.4
105,25-34,Divorced,3.3,7.0,4.9,1.7,1.6,2,8.8,7.0,6.4,11.1,2.4
106,25-34,Separated,-4.1,1.0,-2.5,-5.7,1.6,2,-3.9,1.0,-6.3,-1.6,2.4
107,25-34,Never married,99.9,98.0,101.4,98.3,1.6,2,100.3,98.0,97.9,102.7,2.4
108,35-44,"Now married, spouse present",85.8,87.0,87.4,84.3,1.6,2,85.6,87.0,83.2,87.9,2.4
109,35-44,"Now Married, spouse absent",6.8,6.0,8.4,5.2,1.6,2,5.8,6.0,3.5,8.2,2.4
110,35-44,Widowed,-4.0,0.0,-2.4,-5.6,1.6,2,-5.4,0.0,-7.8,-3.1,2.4
111,35-44,Divorced,10.2,11.0,11.8,8.7,1.6,2,6.7,11.0,4.3,9.0,2.4
112,35-44,Separated,-0.7,3.0,0.8,-2.3,1.6,2,-3.6,3.0,-5.9,-1.2,2.4
113,35-44,Never married,42.3,39.0,43.9,40.8,1.6,2,43.8,39.0,41.5,46.2,2.4
114,45-54,"Now married, spouse present",79.5,77.0,81.1,77.9,1.6,2,81.1,77.0,78.7,83.4,2.4
115,45-54,"Now Married, spouse absent",7.1,4.0,8.6,5.5,1.6,2,7.4,4.0,5.0,9.7,2.4
116,45-54,Widowed,9.9,4.0,11.4,8.3,1.6,2,6.2,4.0,3.8,8.5,2.4
117,45-54,Divorced,16.8,19.0,18.3,15.2,1.6,2,18.8,19.0,16.5,21.2,2.4
118,45-54,Separated,2.5,6.0,4.0,0.9,1.6,2,2.9,6.0,0.5,5.2,2.4
119,45-54,Never married,30.1,27.0,31.7,28.5,1.6,2,30.6,27.0,28.2,32.9,2.4
120,55-64,"Now married, spouse present",96.4,99.0,98.0,94.9,1.6,2,98.0,99.0,95.7,100.4,2.4
121,55-64,"Now Married, spouse absent",9.6,9.0,11.2,8.0,1.6,2,8.1,9.0,5.8,10.5,2.4
122,55-64,Widowed,12.5,10.0,14.0,10.9,1.6,2,12.3,10.0,9.9,14.6,2.4
123,55-64,Divorced,35.4,33.0,37.0,33.9,1.6,2,35.9,33.0,33.5,38.2,2.4
124,55-64,Separated,1.5,3.0,3.1,-0.0,1.6,2,1.5,3.0,-0.9,3.8,2.4
125,55-64,Never married,16.1,18.0,17.7,14.5,1.6,2,15.4,18.0,13.0,17.7,2.4
126,65-74,"Now married, spouse present",81.7,80.0,83.2,80.1,1.6,2,80.6,80.0,78.3,83.0,2.4
127,65-74,"Now Married, spouse absent",2.4,3.0,4.0,0.9,1.6,2,2.9,3.0,0.5,5.2,2.4
128,65-74,Widowed,16.1,17.0,17.7,14.6,1.6,2,16.5,17.0,14.1,18.8,2.4
129,65-74,Divorced,22.8,21.0,24.4,21.2,1.6,2,20.3,21.0,18.0,22.7,2.4
130,65-74,Separated,8.2,6.0,9.8,6.7,1.6,2,6.3,6.0,3.9,8.7,2.4
131,65-74,Never married,26.6,22.0,28.2,25.1,1.6,2,24.3,22.0,22.0,26.7,2.4
132,75-84,"Now married, spouse present",30.2,31.0,31.8,28.7,1.6,2,32.7,31.0,30.4,35.1,2.4
133,75-84,"Now Married, spouse absent",-3.0,2.0,-1.5,-4.6,1.6,2,-2.7,2.0,-5.1,-0.3,2.4
134,75-84,Widowed,15.5,15.0,17.1,13.9,1.6,2,15.6,15.0,13.2,17.9,2.4
135,75-84,Divorced,17.9,16.0,19.5,16.3,1.6,2,16.7,16.0,14.4,19.1,2.4
136,75-84,Separated,6.3,3.0,7.9,4.7,1.6,2,5.5,3.0,3.2,7.9,2.4
137,75-84,Never married,3.2,4.0,4.8,1.6,1.6,2,2.3,4.0,-0.1,4.6,2.4
138,85-99,"Now married, spouse present",4.3,5.0,5.8,2.7,1.6,2,5.9,5.0,3.5,8.3,2.4
139,85-99,"Now Married, spouse absent",0.3,1.0,1.9,-1.3,1.6,2,1.3,1.0,-1.1,3.6,2.4
140,85-99,Widowed,13.0,13.0,14.6,11.4,1.6,2,13.7,13.0,11.3,16.0,2.4
141,85-99,Divorced,4.6,4.0,6.2,3.0,1.6,2,6.0,4.0,3.7,8.4,2.4
142,85-99,Separated,-1.8,0.0,-0.2,-3.4,1.6,2,-1.9,0.0,-4.3,0.4,2.4
143,85-99,Never married,0.8,0.0,2.4,-0.7,1.6,2,3.6,0.0,1.3,6.0,2.4
144,15-24,"Now married, spouse present",3.1,3.0,4.2,1.9,1.2,3,2.4,3.0,0.8,3.9,1.6
145,15-24,"Now Married, spouse absent",3.0,1.0,4.2,1.8,1.2,3,2.5,1.0,0.9,4.1,1.6
146,15-24,Widowed,1.9,1.0,3.1,0.7,1.2,3,2.7,1.0,1.1,4.2,1.6
147,15-24,Divorced,2.4,0.0,3.5,1.2,1.2,3,1.3,0.0,-0.3,2.9,1.6
148,15-24,Separated,-0.8,1.0,0.4,-2.0,1.2,3,-0.3,1.0,-1.9,1.2,1.6
149,15-24,Never married,142.6,143.0,143.8,141.5,1.2,3,142.8,143.0,141.2,144.3,1.6
150,25-34,"Now married, spouse present",41.0,45.0,42.2,39.8,1.2,3,40.1,45.0,38.6,41.7,1.6
151,25-34,"Now Married, spouse absent",5.9,2.0,7.1,4.7,1.2,3,5.5,2.0,4.0,7.1,1.6
152,25-34,Widowed,1.5,0.0,2.7,0.3,1.2,3,0.6,0.0,-1.0,2.1,1.6
153,25-34,Divorced,3.3,7.0,4.5,2.1,1.2,3,3.3,7.0,1.7,4.9,1.6
154,25-34,Separated,-3.5,1.0,-2.3,-4.6,1.2,3,-4.1,1.0,-5.7,-2.5,1.6
155,25-34,Never married,97.5,98.0,98.7,96.3,1.2,3,99.9,98.0,98.3,101.4,1.6
156,35-44,"Now married, spouse present",85.8,87.0,87.0,84.6,1.2,3,85.8,87.0,84.3,87.4,1.6
157,35-44,"Now Married, spouse absent",6.4,6.0,7.6,5.2,1.2,3,6.8,6.0,5.2,8.4,1.6
158,35-44,Widowed,-3.5,0.0,-2.3,-4.7,1.2,3,-4.0,0.0,-5.6,-2.4,1.6
159,35-44,Divorced,9.3,11.0,10.4,8.1,1.2,3,10.2,11.0,8.7,11.8,1.6
160,35-44,Separated,0.1,3.0,1.3,-1.1,1.2,3,-0.7,3.0,-2.3,0.8,1.6
161,35-44,Never married,40.9,39.0,42.1,39.7,1.2,3,42.3,39.0,40.8,43.9,1.6
162,45-54,"Now married, spouse present",78.1,77.0,79.3,76.9,1.2,3,79.5,77.0,77.9,81.1,1.6
163,45-54,"Now Married, spouse absent",6.3,4.0,7.5,5.1,1.2,3,7.1,4.0,5.5,8.6,1.6
164,45-54,Widowed,10.3,4.0,11.5,9.1,1.2,3,9.9,4.0,8.3,11.4,1.6
165,45-54,Divorced,17.1,19.0,18.3,15.9,1.2,3,16.8,19.0,15.2,18.3,1.6
166,45-54,Separated,5.3,6.0,6.5,4.2,1.2,3,2.5,6.0,0.9,4.0,1.6
167,45-54,Never married,27.5,27.0,28.7,26.3,1.2,3,30.1,27.0,28.5,31.7,1.6
168,55-64,"Now married, spouse present",97.3,99.0,98.4,96.1,1.2,3,96.4,99.0,94.9,98.0,1.6
169,55-64,"Now Married, spouse absent",11.6,9.0,12.8,10.4,1.2,3,9.6,9.0,8.0,11.2,1.6
170,55-64,Widowed,13.4,10.0,14.6,12.3,1.2,3,12.5,10.0,10.9,14.0,1.6
171,55-64,Divorced,34.8,33.0,36.0,33.7,1.2,3,35.4,33.0,33.9,37.0,1.6
172,55-64,Separated,2.5,3.0,3.7,1.3,1.2,3,1.5,3.0,-0.0,3.1,1.6
173,55-64,Never married,19.1,18.0,20.3,17.9,1.2,3,16.1,18.0,14.5,17.7,1.6
174,65-74,"Now married, spouse present",83.2,80.0,84.4,82.1,1.2,3,81.7,80.0,80.1,83.2,1.6
175,65-74,"Now Married, spouse absent",4.3,3.0,5.5,3.2,1.2,3,2.4,3.0,0.9,4.0,1.6
176,65-74,Widowed,16.3,17.0,17.5,15.2,1.2,3,16.1,17.0,14.6,17.7,1.6
177,65-74,Divorced,22.7,21.0,23.9,21.5,1.2,3,22.8,21.0,21.2,24.4,1.6
178,65-74,Separated,6.8,6.0,8.0,5.6,1.2,3,8.2,6.0,6.7,9.8,1.6
179,65-74,Never married,25.4,22.0,26.5,24.2,1.2,3,26.6,22.0,25.1,28.2,1.6
180,75-84,"Now married, spouse present",30.6,31.0,31.7,29.4,1.2,3,30.2,31.0,28.7,31.8,1.6
181,75-84,"Now Married, spouse absent",-2.3,2.0,-1.1,-3.4,1.2,3,-3.0,2.0,-4.6,-1.5,1.6
182,75-84,Widowed,14.2,15.0,15.4,13.0,1.2,3,15.5,15.0,13.9,17.1,1.6
183,75-84,Divorced,16.8,16.0,17.9,15.6,1.2,3,17.9,16.0,16.3,19.5,1.6
184,75-84,Separated,4.3,3.0,5.5,3.2,1.2,3,6.3,3.0,4.7,7.9,1.6
185,75-84,Never married,2.8,4.0,3.9,1.6,1.2,3,3.2,4.0,1.6,4.8,1.6
186,85-99,"Now married, spouse present",2.4,5.0,3.6,1.2,1.2,3,4.3,5.0,2.7,5.8,1.6
187,85-99,"Now Married, spouse absent",1.4,1.0,2.6,0.2,1.2,3,0.3,1.0,-1.3,1.9,1.6
188,85-99,Widowed,12.8,13.0,14.0,11.6,1.2,3,13.0,13.0,11.4,14.6,1.6
189,85-99,Divorced,4.6,4.0,5.8,3.4,1.2,3,4.6,4.0,3.0,6.2,1.6
190,85-99,Separated,-1.1,0.0,0.1,-2.3,1.2,3,-1.8,0.0,-3.4,-0.2,1.6
191,85-99,Never married,-0.5,0.0,0.7,-1.7,1.2,3,0.8,0.0,-0.7,2.4,1.6
192,15-24,"Now married, spouse present",4.0,3.0,5.0,3.1,0.9,4,3.1,3.0,1.9,4.2,1.2
193,15-24,"Now Married, spouse absent",2.4,1.0,3.4,1.5,0.9,4,3.0,1.0,1.8,4.2,1.2
194,15-24,Widowed,1.0,1.0,1.9,0.1,0.9,4,1.9,1.0,0.7,3.1,1.2
195,15-24,Divorced,1.6,0.0,2.6,0.7,0.9,4,2.4,0.0,1.2,3.5,1.2
196,15-24,Separated,-0.3,1.0,0.6,-1.3,0.9,4,-0.8,1.0,-2.0,0.4,1.2
197,15-24,Never married,141.0,143.0,141.9,140.1,0.9,4,142.6,143.0,141.5,143.8,1.2
198,25-34,"Now married, spouse present",42.0,45.0,42.9,41.0,0.9,4,41.0,45.0,39.8,42.2,1.2
199,25-34,"Now Married, spouse absent",4.6,2.0,5.5,3.6,0.9,4,5.9,2.0,4.7,7.1,1.2
200,25-34,Widowed,1.1,0.0,2.0,0.1,0.9,4,1.5,0.0,0.3,2.7,1.2
201,25-34,Divorced,3.4,7.0,4.4,2.5,0.9,4,3.3,7.0,2.1,4.5,1.2
202,25-34,Separated,-4.7,1.0,-3.7,-5.6,0.9,4,-3.5,1.0,-4.6,-2.3,1.2
203,25-34,Never married,97.7,98.0,98.7,96.8,0.9,4,97.5,98.0,96.3,98.7,1.2
204,35-44,"Now married, spouse present",86.8,87.0,87.7,85.9,0.9,4,85.8,87.0,84.6,87.0,1.2
205,35-44,"Now Married, spouse absent",5.7,6.0,6.7,4.8,0.9,4,6.4,6.0,5.2,7.6,1.2
206,35-44,Widowed,-2.9,0.0,-1.9,-3.8,0.9,4,-3.5,0.0,-4.7,-2.3,1.2
207,35-44,Divorced,9.9,11.0,10.8,8.9,0.9,4,9.3,11.0,8.1,10.4,1.2
208,35-44,Separated,-0.6,3.0,0.3,-1.6,0.9,4,0.1,3.0,-1.1,1.3,1.2
209,35-44,Never married,40.3,39.0,41.2,39.3,0.9,4,40.9,39.0,39.7,42.1,1.2
210,45-54,"Now married, spouse present",77.4,77.0,78.4,76.5,0.9,4,78.1,77.0,76.9,79.3,1.2
211,45-54,"Now Married, spouse absent",5.6,4.0,6.6,4.7,0.9,4,6.3,4.0,5.1,7.5,1.2
212,45-54,Widowed,9.2,4.0,10.1,8.2,0.9,4,10.3,4.0,9.1,11.5,1.2
213,45-54,Divorced,17.3,19.0,18.3,16.4,0.9,4,17.1,19.0,15.9,18.3,1.2
214,45-54,Separated,6.4,6.0,7.3,5.5,0.9,4,5.3,6.0,4.2,6.5,1.2
215,45-54,Never married,28.3,27.0,29.2,27.3,0.9,4,27.5,27.0,26.3,28.7,1.2
216,55-64,"Now married, spouse present",97.5,99.0,98.4,96.6,0.9,4,97.3,99.0,96.1,98.4,1.2
217,55-64,"Now Married, spouse absent",10.4,9.0,11.4,9.5,0.9,4,11.6,9.0,10.4,12.8,1.2
218,55-64,Widowed,13.0,10.0,13.9,12.0,0.9,4,13.4,10.0,12.3,14.6,1.2
219,55-64,Divorced,34.4,33.0,35.3,33.4,0.9,4,34.8,33.0,33.7,36.0,1.2
220,55-64,Separated,2.6,3.0,3.6,1.7,0.9,4,2.5,3.0,1.3,3.7,1.2
221,55-64,Never married,19.1,18.0,20.1,18.2,0.9,4,19.1,18.0,17.9,20.3,1.2
222,65-74,"Now married, spouse present",83.2,80.0,84.2,82.3,0.9,4,83.2,80.0,82.1,84.4,1.2
223,65-74,"Now Married, spouse absent",3.1,3.0,4.1,2.2,0.9,4,4.3,3.0,3.2,5.5,1.2
224,65-74,Widowed,17.6,17.0,18.5,16.6,0.9,4,16.3,17.0,15.2,17.5,1.2
225,65-74,Divorced,22.6,21.0,23.6,21.7,0.9,4,22.7,21.0,21.5,23.9,1.2
226,65-74,Separated,6.4,6.0,7.3,5.4,0.9,4,6.8,6.0,5.6,8.0,1.2
227,65-74,Never married,25.1,22.0,26.0,24.2,0.9,4,25.4,22.0,24.2,26.5,1.2
228,75-84,"Now married, spouse present",30.7,31.0,31.7,29.8,0.9,4,30.6,31.0,29.4,31.7,1.2
229,75-84,"Now Married, spouse absent",-1.3,2.0,-0.4,-2.2,0.9,4,-2.3,2.0,-3.4,-1.1,1.2
230,75-84,Widowed,13.6,15.0,14.5,12.6,0.9,4,14.2,15.0,13.0,15.4,1.2
231,75-84,Divorced,16.4,16.0,17.3,15.5,0.9,4,16.8,16.0,15.6,17.9,1.2
232,75-84,Separated,4.0,3.0,4.9,3.0,0.9,4,4.3,3.0,3.2,5.5,1.2
233,75-84,Never married,1.6,4.0,2.5,0.6,0.9,4,2.8,4.0,1.6,3.9,1.2
234,85-99,"Now married, spouse present",2.6,5.0,3.6,1.7,0.9,4,2.4,5.0,1.2,3.6,1.2
235,85-99,"Now Married, spouse absent",1.3,1.0,2.2,0.4,0.9,4,1.4,1.0,0.2,2.6,1.2
236,85-99,Widowed,14.4,13.0,15.3,13.4,0.9,4,12.8,13.0,11.6,14.0,1.2
237,85-99,Divorced,5.3,4.0,6.3,4.4,0.9,4,4.6,4.0,3.4,5.8,1.2
238,85-99,Separated,-1.3,0.0,-0.3,-2.2,0.9,4,-1.1,0.0,-2.3,0.1,1.2
239,85-99,Never married,-0.5,0.0,0.4,-1.5,0.9,4,-0.5,0.0,-1.7,0.7,1.2
240,15-24,"Now married, spouse present",3.9,3.0,4.7,3.2,0.8,5,4.0,3.0,3.1,5.0,0.9
241,15-24,"Now Married, spouse absent",2.6,1.0,3.4,1.8,0.8,5,2.4,1.0,1.5,3.4,0.9
242,15-24,Widowed,-0.5,1.0,0.2,-1.3,0.8,5,1.0,1.0,0.1,1.9,0.9
243,15-24,Divorced,1.6,0.0,2.4,0.8,0.8,5,1.6,0.0,0.7,2.6,0.9
244,15-24,Separated,-0.5,1.0,0.3,-1.3,0.8,5,-0.3,1.0,-1.3,0.6,0.9
245,15-24,Never married,141.3,143.0,142.0,140.5,0.8,5,141.0,143.0,140.1,141.9,0.9
246,25-34,"Now married, spouse present",42.5,45.0,43.3,41.7,0.8,5,42.0,45.0,41.0,42.9,0.9
247,25-34,"Now Married, spouse absent",5.3,2.0,6.1,4.5,0.8,5,4.6,2.0,3.6,5.5,0.9
248,25-34,Widowed,0.6,0.0,1.4,-0.2,0.8,5,1.1,0.0,0.1,2.0,0.9
249,25-34,Divorced,2.9,7.0,3.7,2.1,0.8,5,3.4,7.0,2.5,4.4,0.9
250,25-34,Separated,-3.1,1.0,-2.3,-3.9,0.8,5,-4.7,1.0,-5.6,-3.7,0.9
251,25-34,Never married,99.0,98.0,99.8,98.3,0.8,5,97.7,98.0,96.8,98.7,0.9
252,35-44,"Now married, spouse present",87.8,87.0,88.6,87.0,0.8,5,86.8,87.0,85.9,87.7,0.9
253,35-44,"Now Married, spouse absent",6.7,6.0,7.5,5.9,0.8,5,5.7,6.0,4.8,6.7,0.9
254,35-44,Widowed,-2.1,0.0,-1.3,-2.8,0.8,5,-2.9,0.0,-3.8,-1.9,0.9
255,35-44,Divorced,10.7,11.0,11.5,9.9,0.8,5,9.9,11.0,8.9,10.8,0.9
256,35-44,Separated,-0.6,3.0,0.1,-1.4,0.8,5,-0.6,3.0,-1.6,0.3,0.9
257,35-44,Never married,40.7,39.0,41.5,39.9,0.8,5,40.3,39.0,39.3,41.2,0.9
258,45-54,"Now married, spouse present",77.0,77.0,77.8,76.3,0.8,5,77.4,77.0,76.5,78.4,0.9
259,45-54,"Now Married, spouse absent",5.4,4.0,6.2,4.7,0.8,5,5.6,4.0,4.7,6.6,0.9
260,45-54,Widowed,9.0,4.0,9.8,8.2,0.8,5,9.2,4.0,8.2,10.1,0.9
261,45-54,Divorced,17.5,19.0,18.3,16.7,0.8,5,17.3,19.0,16.4,18.3,0.9
