,attendance,difficulty,noisy_count,true_count,plus_error,minus_error,error,nth_remeasure,noisy_count_prev,true_count_prev,minus_error_prev,plus_error_prev,error_prev
87,2,3,58.0,61.0,59.2,56.8,1.2,3,58.6,61.0,57.0,60.2,1.6
88,2,4,38.6,38.0,39.8,37.4,1.2,3,38.4,38.0,36.8,40.0,1.6
89,2,5,19.4,20.0,20.6,18.2,1.2,3,17.5,20.0,16.0,19.1,1.6
90,3,1,16.9,15.0,18.1,15.8,1.2,3,17.9,15.0,16.3,19.4,1.6
91,3,2,12.9,16.0,14.1,11.7,1.2,3,11.8,16.0,10.2,13.4,1.6
92,3,3,100.1,101.0,101.3,98.9,1.2,3,99.9,101.0,98.3,101.5,1.6
93,3,4,71.0,71.0,72.2,69.9,1.2,3,70.3,71.0,68.7,71.9,1.6
94,3,5,31.1,31.0,32.3,29.9,1.2,3,31.0,31.0,29.4,32.5,1.6
95,4,1,12.3,12.0,13.5,11.1,1.2,3,12.6,12.0,11.1,14.2,1.6
96,4,2,17.7,15.0,18.9,16.5,1.2,3,19.3,15.0,17.8,20.9,1.6
97,4,3,42.6,44.0,43.8,41.4,1.2,3,44.9,44.0,43.4,46.5,1.6
98,4,4,51.5,48.0,52.6,50.3,1.2,3,51.5,48.0,49.9,53.1,1.6
99,4,5,28.9,29.0,30.1,27.7,1.2,3,28.5,29.0,26.9,30.0,1.6
100,0,1,207.5,205.0,208.4,206.6,0.9,4,207.4,205.0,206.2,208.6,1.2
101,0,2,17.2,16.0,18.2,16.3,0.9,4,16.3,16.0,15.1,17.5,1.2
102,0,3,35.2,34.0,36.1,34.2,0.9,4,34.6,34.0,33.5,35.8,1.2
103,0,4,21.0,22.0,22.0,20.1,0.9,4,20.8,22.0,19.6,22.0,1.2
104,0,5,21.1,23.0,22.0,20.1,0.9,4,20.7,23.0,19.6,21.9,1.2
105,1,1,16.4,16.0,17.4,15.5,0.9,4,16.5,16.0,15.3,17.7,1.2
106,1,2,30.2,29.0,31.1,29.3,0.9,4,28.2,29.0,27.0,29.4,1.2
107,1,3,60.1,62.0,61.1,59.2,0.9,4,58.0,62.0,56.9,59.2,1.2
108,1,4,45.2,43.0,46.1,44.2,0.9,4,44.6,43.0,43.4,45.8,1.2
109,1,5,28.0,24.0,29.0,27.1,0.9,4,29.4,24.0,28.2,30.5,1.2
110,2,1,3.7,8.0,4.6,2.7,0.9,4,2.8,8.0,1.6,4.0,1.2
111,2,2,11.4,17.0,12.3,10.5,0.9,4,13.5,17.0,12.3,14.7,1.2
112,2,3,57.6,61.0,58.6,56.7,0.9,4,58.0,61.0,56.8,59.2,1.2
113,2,4,38.8,38.0,39.7,37.8,0.9,4,38.6,38.0,37.4,39.8,1.2
114,2,5,20.0,20.0,20.9,19.0,0.9,4,19.4,20.0,18.2,20.6,1.2
115,3,1,16.2,15.0,17.1,15.3,0.9,4,16.9,15.0,15.8,18.1,1.2
116,3,2,13.8,16.0,14.7,12.8,0.9,4,12.9,16.0,11.7,14.1,1.2
117,3,3,101.4,101.0,102.3,100.4,0.9,4,100.1,101.0,98.9,101.3,1.2
118,3,4,71.5,71.0,72.5,70.6,0.9,4,71.0,71.0,69.9,72.2,1.2
119,3,5,34.2,31.0,35.2,33.3,0.9,4,31.1,31.0,29.9,32.3,1.2
120,4,1,13.2,12.0,14.1,12.2,0.9,4,12.3,12.0,11.1,13.5,1.2
121,4,2,18.6,15.0,19.6,17.7,0.9,4,17.7,15.0,16.5,18.9,1.2
122,4,3,43.2,44.0,44.2,42.3,0.9,4,42.6,44.0,41.4,43.8,1.2
123,4,4,51.6,48.0,52.5,50.6,0.9,4,51.5,48.0,50.3,52.6,1.2
124,4,5,28.7,29.0,29.6,27.7,0.9,4,28.9,29.0,27.7,30.1,1.2
125,0,1,207.4,205.0,208.2,206.6,0.8,5,207.5,205.0,206.6,208.4,0.9
126,0,2,17.1,16.0,17.9,16.3,0.8,5,17.2,16.0,16.3,18.2,0.9
127,0,3,35.1,34.0,35.9,34.4,0.8,5,35.2,34.0,34.2,36.1,0.9
128,0,4,19.8,22.0,20.6,19.0,0.8,5,21.0,22.0,20.1,22.0,0.9
129,0,5,21.9,23.0,22.7,21.1,0.8,5,21.1,23.0,20.1,22.0,0.9
130,1,1,16.1,16.0,16.9,15.3,0.8,5,16.4,16.0,15.5,17.4,0.9
131,1,2,30.1,29.0,30.9,29.4,0.8,5,30.2,29.0,29.3,31.1,0.9
132,1,3,63.3,62.0,64.1,62.5,0.8,5,60.1,62.0,59.2,61.1,0.9
133,1,4,44.7,43.0,45.5,43.9,0.8,5,45.2,43.0,44.2,46.1,0.9
134,1,5,27.3,24.0,28.1,26.5,0.8,5,28.0,24.0,27.1,29.0,0.9
135,2,1,4.2,8.0,5.0,3.4,0.8,5,3.7,8.0,2.7,4.6,0.9
136,2,2,13.3,17.0,14.1,12.5,0.8,5,11.4,17.0,10.5,12.3,0.9
137,2,3,57.9,61.0,58.7,57.2,0.8,5,57.6,61.0,56.7,58.6,0.9
138,2,4,38.6,38.0,39.4,37.9,0.8,5,38.8,38.0,37.8,39.7,0.9
139,2,5,19.4,20.0,20.2,18.6,0.8,5,20.0,20.0,19.0,20.9,0.9
140,3,1,15.9,15.0,16.7,15.1,0.8,5,16.2,15.0,15.3,17.1,0.9
141,3,2,15.4,16.0,16.2,14.6,0.8,5,13.8,16.0,12.8,14.7,0.9
142,3,3,100.4,101.0,101.2,99.6,0.8,5,101.4,101.0,100.4,102.3,0.9
143,3,4,71.0,71.0,71.8,70.2,0.8,5,71.5,71.0,70.6,72.5,0.9
144,3,5,33.8,31.0,34.5,33.0,0.8,5,34.2,31.0,33.3,35.2,0.9
145,4,1,12.2,12.0,13.0,11.4,0.8,5,13.2,12.0,12.2,14.1,0.9
146,4,2,18.3,15.0,19.1,17.6,0.8,5,18.6,15.0,17.7,19.6,0.9
147,4,3,43.8,44.0,44.6,43.0,0.8,5,43.2,44.0,42.3,44.2,0.9
148,4,4,51.0,48.0,51.8,50.2,0.8,5,51.6,48.0,50.6,52.5,0.9
149,4,5,29.1,29.0,29.9,28.3,0.8,5,28.7,29.0,27.7,29.6,0.9
150,0,1,205.9,205.0,206.6,205.2,0.7,6,207.4,205.0,206.6,208.2,0.8
151,0,2,16.9,16.0,17.6,16.2,0.7,6,17.1,16.0,16.3,17.9,0.8
152,0,3,34.6,34.0,35.3,33.9,0.7,6,35.1,34.0,34.4,35.9,0.8
153,0,4,21.4,22.0,22.1,20.8,0.7,6,19.8,22.0,19.0,20.6,0.8
154,0,5,23.0,23.0,23.7,22.3,0.7,6,21.9,23.0,21.1,22.7,0.8
155,1,1,14.8,16.0,15.5,14.1,0.7,6,16.1,16.0,15.3,16.9,0.8
156,1,2,29.8,29.0,30.5,29.1,0.7,6,30.1,29.0,29.4,30.9,0.8
157,1,3,63.4,62.0,64.1,62.7,0.7,6,63.3,62.0,62.5,64.1,0.8
158,1,4,43.5,43.0,44.1,42.8,0.7,6,44.7,43.0,43.9,45.5,0.8
159,1,5,26.6,24.0,27.3,25.9,0.7,6,27.3,24.0,26.5,28.1,0.8
160,2,1,4.5,8.0,5.2,3.8,0.7,6,4.2,8.0,3.4,5.0,0.8
161,2,2,13.9,17.0,14.5,13.2,0.7,6,13.3,17.0,12.5,14.1,0.8
162,2,3,58.3,61.0,59.0,57.7,0.7,6,57.9,61.0,57.2,58.7,0.8
163,2,4,36.8,38.0,37.5,36.2,0.7,6,38.6,38.0,37.9,39.4,0.8
164,2,5,19.6,20.0,20.3,18.9,0.7,6,19.4,20.0,18.6,20.2,0.8
165,3,1,14.2,15.0,14.9,13.6,0.7,6,15.9,15.0,15.1,16.7,0.8
166,3,2,13.6,16.0,14.3,12.9,0.7,6,15.4,16.0,14.6,16.2,0.8
167,3,3,99.9,101.0,100.6,99.2,0.7,6,100.4,101.0,99.6,101.2,0.8
168,3,4,71.7,71.0,72.3,71.0,0.7,6,71.0,71.0,70.2,71.8,0.8
169,3,5,33.7,31.0,34.3,33.0,0.7,6,33.8,31.0,33.0,34.5,0.8
170,4,1,13.2,12.0,13.9,12.6,0.7,6,12.2,12.0,11.4,13.0,0.8
171,4,2,17.5,15.0,18.2,16.8,0.7,6,18.3,15.0,17.6,19.1,0.8
172,4,3,43.9,44.0,44.6,43.2,0.7,6,43.8,44.0,43.0,44.6,0.8
173,4,4,49.7,48.0,50.4,49.0,0.7,6,51.0,48.0,50.2,51.8,0.8
174,4,5,29.5,29.0,30.1,28.8,0.7,6,29.1,29.0,28.3,29.9,0.8
