,admission_type_id,time_in_hospital,noisy_count,true_count,plus_error,minus_error,error,nth_remeasure,noisy_count_prev,true_count_prev,minus_error_prev,plus_error_prev,error_prev
54,Emergency,11-12,15.9,14.0,18.3,13.6,2.4,1,16.3,14.0,11.6,21.0,4.7
55,Emergency,13-14,9.3,8.0,11.7,7.0,2.4,1,9.3,8.0,4.6,14.1,4.7
56,Urgent,1-2,59.7,58.0,62.0,57.3,2.4,1,55.8,58.0,51.1,60.5,4.7
57,Urgent,3-4,44.9,50.0,47.3,42.6,2.4,1,40.4,50.0,35.7,45.1,4.7
58,Urgent,5-6,44.4,44.0,46.8,42.1,2.4,1,45.1,44.0,40.3,49.8,4.7
59,Urgent,7-8,35.8,36.0,38.2,33.4,2.4,1,40.0,36.0,35.2,44.7,4.7
60,Urgent,9-10,9.5,9.0,11.9,7.2,2.4,1,11.1,9.0,6.4,15.8,4.7
61,Urgent,11-12,-1.0,5.0,1.3,-3.4,2.4,1,-5.6,5.0,-10.3,-0.9,4.7
62,Urgent,13-14,0.5,5.0,2.8,-1.9,2.4,1,0.0,5.0,-4.7,4.7,4.7
63,Elective,1-2,67.9,67.0,70.2,65.5,2.4,1,68.6,67.0,63.8,73.3,4.7
64,Elective,3-4,65.7,61.0,68.1,63.4,2.4,1,65.3,61.0,60.6,70.0,4.7
65,Elective,5-6,29.9,30.0,32.3,27.6,2.4,1,26.9,30.0,22.2,31.6,4.7
66,Elective,7-8,17.1,16.0,19.5,14.8,2.4,1,17.3,16.0,12.5,22.0,4.7
67,Elective,9-10,6.5,9.0,8.9,4.1,2.4,1,10.7,9.0,6.0,15.4,4.7
68,Elective,11-12,8.8,8.0,11.2,6.5,2.4,1,6.8,8.0,2.1,11.5,4.7
69,Elective,13-14,6.0,5.0,8.3,3.6,2.4,1,7.9,5.0,3.2,12.6,4.7
70,Newborn,1-2,-4.6,0.0,-2.3,-7.0,2.4,1,-3.1,0.0,-7.8,1.6,4.7
71,Newborn,3-4,1.9,0.0,4.2,-0.5,2.4,1,7.6,0.0,2.9,12.4,4.7
72,Newborn,5-6,-0.5,0.0,1.8,-2.9,2.4,1,-0.2,0.0,-4.9,4.6,4.7
73,Newborn,7-8,0.1,0.0,2.4,-2.3,2.4,1,1.4,0.0,-3.4,6.1,4.7
74,Newborn,9-10,-5.4,0.0,-3.0,-7.7,2.4,1,-2.9,0.0,-7.6,1.8,4.7
75,Newborn,11-12,0.3,0.0,2.7,-2.0,2.4,1,3.2,0.0,-1.5,7.9,4.7
76,Newborn,13-14,-2.3,0.0,0.1,-4.7,2.4,1,-1.5,0.0,-6.2,3.2,4.7
77,Not Available,1-2,19.0,18.0,21.4,16.6,2.4,1,16.3,18.0,11.6,21.0,4.7
78,Not Available,3-4,24.1,21.0,26.5,21.8,2.4,1,24.6,21.0,19.8,29.3,4.7
79,Not Available,5-6,8.7,7.0,11.1,6.4,2.4,1,7.4,7.0,2.7,12.1,4.7
80,Not Available,7-8,1.8,5.0,4.2,-0.6,2.4,1,1.8,5.0,-2.9,6.5,4.7
81,Not Available,9-10,1.6,0.0,3.9,-0.8,2.4,1,1.9,0.0,-2.8,6.6,4.7
82,Not Available,11-12,1.7,1.0,4.0,-0.7,2.4,1,2.1,1.0,-2.6,6.8,4.7
83,Not Available,13-14,0.0,0.0,2.4,-2.3,2.4,1,0.2,0.0,-4.5,4.9,4.7
84,Trauma Center,1-2,-6.2,0.0,-3.9,-8.6,2.4,1,-12.3,0.0,-17.1,-7.6,4.7
85,Trauma Center,3-4,1.0,0.0,3.3,-1.4,2.4,1,1.7,0.0,-3.1,6.4,4.7
86,Trauma Center,5-6,3.2,0.0,5.5,0.8,2.4,1,0.2,0.0,-4.5,5.0,4.7
87,Trauma Center,7-8,-3.2,0.0,-0.9,-5.6,2.4,1,-6.1,0.0,-10.9,-1.4,4.7
88,Trauma Center,9-10,-5.5,0.0,-3.1,-7.8,2.4,1,-12.0,0.0,-16.7,-7.3,4.7
89,Trauma Center,11-12,-0.6,0.0,1.8,-3.0,2.4,1,-2.0,0.0,-6.7,2.8,4.7
90,Trauma Center,13-14,7.6,0.0,10.0,5.3,2.4,1,17.5,0.0,12.8,22.2,4.7
91,Not Mapped,1-2,2.5,5.0,4.9,0.2,2.4,1,-0.2,5.0,-4.9,4.5,4.7
92,Not Mapped,3-4,-5.6,1.0,-3.2,-8.0,2.4,1,-10.4,1.0,-15.1,-5.7,4.7
93,Not Mapped,5-6,1.6,0.0,3.9,-0.8,2.4,1,-1.3,0.0,-6.0,3.4,4.7
94,Not Mapped,7-8,-4.7,0.0,-2.3,-7.0,2.4,1,3.2,0.0,-1.5,7.9,4.7
95,Not Mapped,9-10,-2.3,0.0,0.1,-4.6,2.4,1,-2.8,0.0,-7.5,1.9,4.7
96,Not Mapped,11-12,9.7,0.0,12.1,7.4,2.4,1,6.8,0.0,2.1,11.5,4.7
97,Not Mapped,13-14,6.2,0.0,8.6,3.9,2.4,1,12.6,0.0,7.9,17.3,4.7
98,Emergency,1-2,158.3,158.0,159.9,156.8,1.6,2,158.6,158.0,156.2,160.9,2.4
99,Emergency,3-4,186.2,185.0,187.8,184.7,1.6,2,185.7,185.0,183.4,188.1,2.4
100,Emergency,5-6,95.6,94.0,97.2,94.0,1.6,2,96.1,94.0,93.8,98.5,2.4
101,Emergency,7-8,46.2,48.0,47.8,44.7,1.6,2,45.2,48.0,42.9,47.6,2.4
102,Emergency,9-10,35.6,32.0,37.2,34.0,1.6,2,37.7,32.0,35.3,40.0,2.4
103,Emergency,11-12,14.6,14.0,16.2,13.0,1.6,2,15.9,14.0,13.6,18.3,2.4
104,Emergency,13-14,6.1,8.0,7.7,4.5,1.6,2,9.3,8.0,7.0,11.7,2.4
105,Urgent,1-2,59.5,58.0,61.1,58.0,1.6,2,59.7,58.0,57.3,62.0,2.4
106,Urgent,3-4,45.8,50.0,47.4,44.2,1.6,2,44.9,50.0,42.6,47.3,2.4
107,Urgent,5-6,44.7,44.0,46.3,43.2,1.6,2,44.4,44.0,42.1,46.8,2.4
108,Urgent,7-8,36.7,36.0,38.3,35.2,1.6,2,35.8,36.0,33.4,38.2,2.4
109,Urgent,9-10,9.4,9.0,11.0,7.8,1.6,2,9.5,9.0,7.2,11.9,2.4
110,Urgent,11-12,2.3,5.0,3.9,0.7,1.6,2,-1.0,5.0,-3.4,1.3,2.4
111,Urgent,13-14,1.5,5.0,3.1,-0.1,1.6,2,0.5,5.0,-1.9,2.8,2.4
112,Elective,1-2,68.5,67.0,70.1,66.9,1.6,2,67.9,67.0,65.5,70.2,2.4
113,Elective,3-4,65.8,61.0,67.3,64.2,1.6,2,65.7,61.0,63.4,68.1,2.4
114,Elective,5-6,31.1,30.0,32.7,29.5,1.6,2,29.9,30.0,27.6,32.3,2.4
115,Elective,7-8,16.8,16.0,18.3,15.2,1.6,2,17.1,16.0,14.8,19.5,2.4
116,Elective,9-10,7.2,9.0,8.7,5.6,1.6,2,6.5,9.0,4.1,8.9,2.4
117,Elective,11-12,8.1,8.0,9.7,6.5,1.6,2,8.8,8.0,6.5,11.2,2.4
118,Elective,13-14,5.7,5.0,7.3,4.2,1.6,2,6.0,5.0,3.6,8.3,2.4
119,Newborn,1-2,-0.9,0.0,0.7,-2.5,1.6,2,-4.6,0.0,-7.0,-2.3,2.4
120,Newborn,3-4,2.8,0.0,4.3,1.2,1.6,2,1.9,0.0,-0.5,4.2,2.4
121,Newborn,5-6,-0.8,0.0,0.8,-2.4,1.6,2,-0.5,0.0,-2.9,1.8,2.4
122,Newborn,7-8,1.2,0.0,2.7,-0.4,1.6,2,0.1,0.0,-2.3,2.4,2.4
123,Newborn,9-10,-3.9,0.0,-2.3,-5.4,1.6,2,-5.4,0.0,-7.7,-3.0,2.4
124,Newborn,11-12,-4.4,0.0,-2.8,-6.0,1.6,2,0.3,0.0,-2.0,2.7,2.4
125,Newborn,13-14,-3.2,0.0,-1.6,-4.8,1.6,2,-2.3,0.0,-4.7,0.1,2.4
126,Not Available,1-2,19.4,18.0,21.0,17.8,1.6,2,19.0,18.0,16.6,21.4,2.4
127,Not Available,3-4,22.8,21.0,24.4,21.2,1.6,2,24.1,21.0,21.8,26.5,2.4
128,Not Available,5-6,7.6,7.0,9.1,6.0,1.6,2,8.7,7.0,6.4,11.1,2.4
129,Not Available,7-8,3.2,5.0,4.8,1.7,1.6,2,1.8,5.0,-0.6,4.2,2.4
130,Not Available,9-10,2.9,0.0,4.4,1.3,1.6,2,1.6,0.0,-0.8,3.9,2.4
131,Not Available,11-12,2.3,1.0,3.9,0.7,1.6,2,1.7,1.0,-0.7,4.0,2.4
132,Not Available,13-14,5.2,0.0,6.8,3.7,1.6,2,0.0,0.0,-2.3,2.4,2.4
133,Trauma Center,1-2,-2.6,0.0,-1.0,-4.2,1.6,2,-6.2,0.0,-8.6,-3.9,2.4
134,Trauma Center,3-4,3.1,0.0,4.7,1.5,1.6,2,1.0,0.0,-1.4,3.3,2.4
135,Trauma Center,5-6,2.7,0.0,4.3,1.1,1.6,2,3.2,0.0,0.8,5.5,2.4
136,Trauma Center,7-8,-0.8,0.0,0.8,-2.4,1.6,2,-3.2,0.0,-5.6,-0.9,2.4
137,Trauma Center,9-10,-4.1,0.0,-2.5,-5.7,1.6,2,-5.5,0.0,-7.8,-3.1,2.4
138,Trauma Center,11-12,-0.4,0.0,1.2,-1.9,1.6,2,-0.6,0.0,-3.0,1.8,2.4
139,Trauma Center,13-14,4.8,0.0,6.4,3.2,1.6,2,7.6,0.0,5.3,10.0,2.4
140,Not Mapped,1-2,2.7,5.0,4.3,1.2,1.6,2,2.5,5.0,0.2,4.9,2.4
141,Not Mapped,3-4,3.5,1.0,5.0,1.9,1.6,2,-5.6,1.0,-8.0,-3.2,2.4
142,Not Mapped,5-6,1.5,0.0,3.1,-0.0,1.6,2,1.6,0.0,-0.8,3.9,2.4
143,Not Mapped,7-8,-0.8,0.0,0.8,-2.4,1.6,2,-4.7,0.0,-7.0,-2.3,2.4
144,Not Mapped,9-10,-1.0,0.0,0.6,-2.5,1.6,2,-2.3,0.0,-4.6,0.1,2.4
145,Not Mapped,11-12,6.6,0.0,8.2,5.1,1.6,2,9.7,0.0,7.4,12.1,2.4
146,Not Mapped,13-14,4.5,0.0,6.0,2.9,1.6,2,6.2,0.0,3.9,8.6,2.4
147,Emergency,1-2,158.0,158.0,159.2,156.8,1.2,3,158.3,158.0,156.8,159.9,1.6
148,Emergency,3-4,187.4,185.0,188.6,186.2,1.2,3,186.2,185.0,184.7,187.8,1.6
149,Emergency,5-6,94.8,94.0,96.0,93.6,1.2,3,95.6,94.0,94.0,97.2,1.6
150,Emergency,7-8,46.7,48.0,47.8,45.5,1.2,3,46.2,48.0,44.7,47.8,1.6
151,Emergency,9-10,33.9,32.0,35.1,32.7,1.2,3,35.6,32.0,34.0,37.2,1.6
152,Emergency,11-12,14.0,14.0,15.2,12.8,1.2,3,14.6,14.0,13.0,16.2,1.6
153,Emergency,13-14,6.5,8.0,7.6,5.3,1.2,3,6.1,8.0,4.5,7.7,1.6
154,Urgent,1-2,57.8,58.0,58.9,56.6,1.2,3,59.5,58.0,58.0,61.1,1.6
155,Urgent,3-4,46.2,50.0,47.4,45.0,1.2,3,45.8,50.0,44.2,47.4,1.6
156,Urgent,5-6,44.7,44.0,45.9,43.5,1.2,3,44.7,44.0,43.2,46.3,1.6
157,Urgent,7-8,38.9,36.0,40.1,37.8,1.2,3,36.7,36.0,35.2,38.3,1.6
158,Urgent,9-10,8.1,9.0,9.3,6.9,1.2,3,9.4,9.0,7.8,11.0,1.6
159,Urgent,11-12,3.4,5.0,4.6,2.2,1.2,3,2.3,5.0,0.7,3.9,1.6
160,Urgent,13-14,3.0,5.0,4.2,1.8,1.2,3,1.5,5.0,-0.1,3.1,1.6
161,Elective,1-2,68.7,67.0,69.8,67.5,1.2,3,68.5,67.0,66.9,70.1,1.6
162,Elective,3-4,66.2,61.0,67.4,65.0,1.2,3,65.8,61.0,64.2,67.3,1.6
163,Elective,5-6,30.1,30.0,31.3,29.0,1.2,3,31.1,30.0,29.5,32.7,1.6
164,Elective,7-8,16.8,16.0,18.0,15.6,1.2,3,16.8,16.0,15.2,18.3,1.6
165,Elective,9-10,8.1,9.0,9.2,6.9,1.2,3,7.2,9.0,5.6,8.7,1.6
166,Elective,11-12,7.9,8.0,9.1,6.7,1.2,3,8.1,8.0,6.5,9.7,1.6
167,Elective,13-14,7.8,5.0,8.9,6.6,1.2,3,5.7,5.0,4.2,7.3,1.6
168,Newborn,1-2,-2.6,0.0,-1.5,-3.8,1.2,3,-0.9,0.0,-2.5,0.7,1.6
169,Newborn,3-4,2.0,0.0,3.2,0.9,1.2,3,2.8,0.0,1.2,4.3,1.6
170,Newborn,5-6,-1.3,0.0,-0.1,-2.4,1.2,3,-0.8,0.0,-2.4,0.8,1.6
171,Newborn,7-8,3.2,0.0,4.4,2.0,1.2,3,1.2,0.0,-0.4,2.7,1.6
172,Newborn,9-10,-1.2,0.0,-0.1,-2.4,1.2,3,-3.9,0.0,-5.4,-2.3,1.6
173,Newborn,11-12,-5.9,0.0,-4.7,-7.1,1.2,3,-4.4,0.0,-6.0,-2.8,1.6
174,Newborn,13-14,-4.7,0.0,-3.5,-5.9,1.2,3,-3.2,0.0,-4.8,-1.6,1.6
175,Not Available,1-2,19.6,18.0,20.7,18.4,1.2,3,19.4,18.0,17.8,21.0,1.6
176,Not Available,3-4,20.7,21.0,21.8,19.5,1.2,3,22.8,21.0,21.2,24.4,1.6
177,Not Available,5-6,7.1,7.0,8.2,5.9,1.2,3,7.6,7.0,6.0,9.1,1.6
178,Not Available,7-8,2.9,5.0,4.1,1.7,1.2,3,3.2,5.0,1.7,4.8,1.6
179,Not Available,9-10,1.7,0.0,2.9,0.5,1.2,3,2.9,0.0,1.3,4.4,1.6
180,Not Available,11-12,2.0,1.0,3.2,0.8,1.2,3,2.3,1.0,0.7,3.9,1.6
181,Not Available,13-14,3.8,0.0,5.0,2.6,1.2,3,5.2,0.0,3.7,6.8,1.6
182,Trauma Center,1-2,-1.8,0.0,-0.6,-2.9,1.2,3,-2.6,0.0,-4.2,-1.0,1.6
183,Trauma Center,3-4,2.1,0.0,3.2,0.9,1.2,3,3.1,0.0,1.5,4.7,1.6
184,Trauma Center,5-6,-0.7,0.0,0.5,-1.9,1.2,3,2.7,0.0,1.1,4.3,1.6
185,Trauma Center,7-8,-3.9,0.0,-2.7,-5.1,1.2,3,-0.8,0.0,-2.4,0.8,1.6
186,Trauma Center,9-10,-4.1,0.0,-2.9,-5.3,1.2,3,-4.1,0.0,-5.7,-2.5,1.6
187,Trauma Center,11-12,0.9,0.0,2.1,-0.3,1.2,3,-0.4,0.0,-1.9,1.2,1.6
188,Trauma Center,13-14,4.1,0.0,5.3,2.9,1.2,3,4.8,0.0,3.2,6.4,1.6
189,Not Mapped,1-2,5.2,5.0,6.4,4.0,1.2,3,2.7,5.0,1.2,4.3,1.6
190,Not Mapped,3-4,2.2,1.0,3.4,1.0,1.2,3,3.5,1.0,1.9,5.0,1.6
191,Not Mapped,5-6,1.3,0.0,2.5,0.1,1.2,3,1.5,0.0,-0.0,3.1,1.6
192,Not Mapped,7-8,-2.2,0.0,-1.0,-3.3,1.2,3,-0.8,0.0,-2.4,0.8,1.6
193,Not Mapped,9-10,-0.0,0.0,1.2,-1.2,1.2,3,-1.0,0.0,-2.5,0.6,1.6
194,Not Mapped,11-12,5.0,0.0,6.1,3.8,1.2,3,6.6,0.0,5.1,8.2,1.6
195,Not Mapped,13-14,3.4,0.0,4.6,2.2,1.2,3,4.5,0.0,2.9,6.0,1.6
196,Emergency,1-2,158.3,158.0,159.3,157.4,0.9,4,158.0,158.0,156.8,159.2,1.2
197,Emergency,3-4,188.1,185.0,189.0,187.2,0.9,4,187.4,185.0,186.2,188.6,1.2
198,Emergency,5-6,95.4,94.0,96.3,94.5,0.9,4,94.8,94.0,93.6,96.0,1.2
199,Emergency,7-8,47.0,48.0,48.0,46.1,0.9,4,46.7,48.0,45.5,47.8,1.2
200,Emergency,9-10,33.2,32.0,34.1,32.3,0.9,4,33.9,32.0,32.7,35.1,1.2
201,Emergency,11-12,13.7,14.0,14.6,12.7,0.9,4,14.0,14.0,12.8,15.2,1.2
202,Emergency,13-14,7.1,8.0,8.1,6.2,0.9,4,6.5,8.0,5.3,7.6,1.2
203,Urgent,1-2,57.0,58.0,58.0,56.1,0.9,4,57.8,58.0,56.6,58.9,1.2
204,Urgent,3-4,46.6,50.0,47.5,45.6,0.9,4,46.2,50.0,45.0,47.4,1.2
205,Urgent,5-6,44.8,44.0,45.8,43.9,0.9,4,44.7,44.0,43.5,45.9,1.2
206,Urgent,7-8,38.1,36.0,39.1,37.2,0.9,4,38.9,36.0,37.8,40.1,1.2
207,Urgent,9-10,7.9,9.0,8.9,7.0,0.9,4,8.1,9.0,6.9,9.3,1.2
208,Urgent,11-12,4.7,5.0,5.6,3.7,0.9,4,3.4,5.0,2.2,4.6,1.2
209,Urgent,13-14,3.4,5.0,4.4,2.5,0.9,4,3.0,5.0,1.8,4.2,1.2
210,Elective,1-2,69.1,67.0,70.0,68.2,0.9,4,68.7,67.0,67.5,69.8,1.2
211,Elective,3-4,64.7,61.0,65.6,63.7,0.9,4,66.2,61.0,65.0,67.4,1.2
212,Elective,5-6,29.4,30.0,30.4,28.5,0.9,4,30.1,30.0,29.0,31.3,1.2
213,Elective,7-8,16.2,16.0,17.1,15.2,0.9,4,16.8,16.0,15.6,18.0,1.2
214,Elective,9-10,8.0,9.0,9.0,7.1,0.9,4,8.1,9.0,6.9,9.2,1.2
215,Elective,11-12,9.0,8.0,9.9,8.0,0.9,4,7.9,8.0,6.7,9.1,1.2
216,Elective,13-14,7.2,5.0,8.2,6.3,0.9,4,7.8,5.0,6.6,8.9,1.2
217,Newborn,1-2,-2.0,0.0,-1.0,-2.9,0.9,4,-2.6,0.0,-3.8,-1.5,1.2
218,Newborn,3-4,1.1,0.0,2.0,0.1,0.9,4,2.0,0.0,0.9,3.2,1.2
219,Newborn,5-6,-1.2,0.0,-0.3,-2.1,0.9,4,-1.3,0.0,-2.4,-0.1,1.2
220,Newborn,7-8,2.9,0.0,3.8,1.9,0.9,4,3.2,0.0,2.0,4.4,1.2
221,Newborn,9-10,-2.0,0.0,-1.1,-3.0,0.9,4,-1.2,0.0,-2.4,-0.1,1.2
222,Newborn,11-12,-4.7,0.0,-3.7,-5.6,0.9,4,-5.9,0.0,-7.1,-4.7,1.2
223,Newborn,13-14,-3.5,0.0,-2.6,-4.5,0.9,4,-4.7,0.0,-5.9,-3.5,1.2
224,Not Available,1-2,18.6,18.0,19.6,17.7,0.9,4,19.6,18.0,18.4,20.7,1.2
225,Not Available,3-4,21.0,21.0,21.9,20.1,0.9,4,20.7,21.0,19.5,21.8,1.2
226,Not Available,5-6,7.4,7.0,8.4,6.5,0.9,4,7.1,7.0,5.9,8.2,1.2
227,Not Available,7-8,3.0,5.0,3.9,2.0,0.9,4,2.9,5.0,1.7,4.1,1.2
228,Not Available,9-10,0.7,0.0,1.7,-0.2,0.9,4,1.7,0.0,0.5,2.9,1.2
229,Not Available,11-12,1.8,1.0,2.8,0.9,0.9,4,2.0,1.0,0.8,3.2,1.2
230,Not Available,13-14,3.2,0.0,4.1,2.2,0.9,4,3.8,0.0,2.6,5.0,1.2
231,Trauma Center,1-2,-1.2,0.0,-0.3,-2.1,0.9,4,-1.8,0.0,-2.9,-0.6,1.2
232,Trauma Center,3-4,2.4,0.0,3.4,1.5,0.9,4,2.1,0.0,0.9,3.2,1.2
233,Trauma Center,5-6,-1.2,0.0,-0.3,-2.2,0.9,4,-0.7,0.0,-1.9,0.5,1.2
234,Trauma Center,7-8,-3.0,0.0,-2.1,-4.0,0.9,4,-3.9,0.0,-5.1,-2.7,1.2
235,Trauma Center,9-10,-5.0,0.0,-4.0,-5.9,0.9,4,-4.1,0.0,-5.3,-2.9,1.2
236,Trauma Center,11-12,0.7,0.0,1.6,-0.3,0.9,4,0.9,0.0,-0.3,2.1,1.2
237,Trauma Center,13-14,3.1,0.0,4.0,2.1,0.9,4,4.1,0.0,2.9,5.3,1.2
238,Not Mapped,1-2,5.2,5.0,6.2,4.3,0.9,4,5.2,5.0,4.0,6.4,1.2
239,Not Mapped,3-4,2.6,1.0,3.6,1.7,0.9,4,2.2,1.0,1.0,3.4,1.2
240,Not Mapped,5-6,2.0,0.0,2.9,1.0,0.9,4,1.3,0.0,0.1,2.5,1.2
241,Not Mapped,7-8,-2.7,0.0,-1.7,-3.6,0.9,4,-2.2,0.0,-3.3,-1.0,1.2
242,Not Mapped,9-10,-0.3,0.0,0.7,-1.2,0.9,4,-0.0,0.0,-1.2,1.2,1.2
243,Not Mapped,11-12,4.3,0.0,5.3,3.4,0.9,4,5.0,0.0,3.8,6.1,1.2
244,Not Mapped,13-14,2.7,0.0,3.6,1.7,0.9,4,3.4,0.0,2.2,4.6,1.2
245,Emergency,1-2,158.5,158.0,159.2,157.7,0.8,5,158.3,158.0,157.4,159.3,0.9
246,Emergency,3-4,188.3,185.0,189.1,187.5,0.8,5,188.1,185.0,187.2,189.0,0.9
247,Emergency,5-6,95.2,94.0,96.0,94.4,0.8,5,95.4,94.0,94.5,96.3,0.9
248,Emergency,7-8,45.5,48.0,46.3,44.7,0.8,5,47.0,48.0,46.1,48.0,0.9
249,Emergency,9-10,33.4,32.0,34.2,32.6,0.8,5,33.2,32.0,32.3,34.1,0.9
250,Emergency,11-12,13.5,14.0,14.3,12.7,0.8,5,13.7,14.0,12.7,14.6,0.9
251,Emergency,13-14,7.3,8.0,8.1,6.5,0.8,5,7.1,8.0,6.2,8.1,0.9
252,Urgent,1-2,57.1,58.0,57.9,56.4,0.8,5,57.0,58.0,56.1,58.0,0.9
253,Urgent,3-4,48.2,50.0,49.0,47.4,0.8,5,46.6,50.0,45.6,47.5,0.9
254,Urgent,5-6,44.1,44.0,44.9,43.3,0.8,5,44.8,44.0,43.9,45.8,0.9
255,Urgent,7-8,37.3,36.0,38.1,36.5,0.8,5,38.1,36.0,37.2,39.1,0.9
256,Urgent,9-10,7.5,9.0,8.3,6.7,0.8,5,7.9,9.0,7.0,8.9,0.9
257,Urgent,11-12,3.2,5.0,4.0,2.4,0.8,5,4.7,5.0,3.7,5.6,0.9
258,Urgent,13-14,3.5,5.0,4.3,2.7,0.8,5,3.4,5.0,2.5,4.4,0.9
259,Elective,1-2,69.2,67.0,70.0,68.4,0.8,5,69.1,67.0,68.2,70.0,0.9
260,Elective,3-4,61.8,61.0,62.6,61.0,0.8,5,64.7,61.0,63.7,65.6,0.9
261,Elective,5-6,29.6,30.0,30.4,28.9,0.8,5,29.4,30.0,28.5,30.4,0.9
262,Elective,7-8,16.3,16.0,17.1,15.5,0.8,5,16.2,16.0,15.2,17.1,0.9
263,Elective,9-10,7.1,9.0,7.8,6.3,0.8,5,8.0,9.0,7.1,9.0,0.9
264,Elective,11-12,9.1,8.0,9.9,8.3,0.8,5,9.0,8.0,8.0,9.9,0.9
265,Elective,13-14,6.9,5.0,7.7,6.1,0.8,5,7.2,5.0,6.3,8.2,0.9
