,age,num_medications,noisy_count,true_count,plus_error,minus_error,error,nth_remeasure,noisy_count_prev,true_count_prev,minus_error_prev,plus_error_prev,error_prev
114,90 - 99,1-9,7.9,8.0,10.2,5.5,2.4,1,8.3,8.0,3.6,13.0,4.7
115,90 - 99,10-19,12.8,11.0,15.1,10.4,2.4,1,6.3,11.0,1.5,11.0,4.7
116,90 - 99,20-29,-0.5,3.0,1.8,-2.9,2.4,1,-0.9,3.0,-5.7,3.8,4.7
117,90 - 99,30-39,-0.1,0.0,2.2,-2.5,2.4,1,-0.3,0.0,-5.1,4.4,4.7
118,90 - 99,40-49,-0.6,0.0,1.7,-3.0,2.4,1,-0.5,0.0,-5.2,4.2,4.7
119,90 - 99,50-89,0.1,0.0,2.4,-2.3,2.4,1,2.1,0.0,-2.6,6.8,4.7
120,0 - 9,1-9,3.7,0.0,5.2,2.1,1.6,2,-0.1,0.0,-2.4,2.3,2.4
121,0 - 9,10-19,-1.2,0.0,0.3,-2.8,1.6,2,-1.7,0.0,-4.0,0.7,2.4
122,0 - 9,20-29,4.4,0.0,6.0,2.9,1.6,2,2.5,0.0,0.1,4.9,2.4
123,0 - 9,30-39,-3.7,0.0,-2.1,-5.3,1.6,2,-8.2,0.0,-10.5,-5.8,2.4
124,0 - 9,40-49,-3.6,0.0,-2.0,-5.2,1.6,2,-5.2,0.0,-7.6,-2.8,2.4
125,0 - 9,50-89,5.5,0.0,7.0,3.9,1.6,2,8.5,0.0,6.2,10.9,2.4
126,10 - 19,1-9,13.4,11.0,15.0,11.9,1.6,2,11.3,11.0,8.9,13.6,2.4
127,10 - 19,10-19,3.1,2.0,4.7,1.6,1.6,2,2.1,2.0,-0.2,4.5,2.4
128,10 - 19,20-29,-2.8,0.0,-1.3,-4.4,1.6,2,-4.2,0.0,-6.5,-1.8,2.4
129,10 - 19,30-39,1.1,0.0,2.7,-0.5,1.6,2,1.7,0.0,-0.7,4.0,2.4
130,10 - 19,40-49,-1.3,0.0,0.2,-2.9,1.6,2,-0.9,0.0,-3.2,1.5,2.4
131,10 - 19,50-89,0.5,0.0,2.0,-1.1,1.6,2,0.3,0.0,-2.1,2.7,2.4
132,20 - 29,1-9,12.8,7.0,14.3,11.2,1.6,2,15.4,7.0,13.0,17.8,2.4
133,20 - 29,10-19,4.6,7.0,6.2,3.0,1.6,2,6.2,7.0,3.9,8.6,2.4
134,20 - 29,20-29,1.9,0.0,3.5,0.3,1.6,2,2.8,0.0,0.4,5.1,2.4
135,20 - 29,30-39,-0.2,0.0,1.3,-1.8,1.6,2,-0.7,0.0,-3.1,1.7,2.4
136,20 - 29,40-49,2.5,0.0,4.1,1.0,1.6,2,2.5,0.0,0.1,4.9,2.4
137,20 - 29,50-89,1.2,0.0,2.8,-0.4,1.6,2,1.7,0.0,-0.6,4.1,2.4
138,30 - 39,1-9,13.8,15.0,15.4,12.2,1.6,2,13.1,15.0,10.7,15.4,2.4
139,30 - 39,10-19,36.8,35.0,38.4,35.2,1.6,2,38.8,35.0,36.4,41.1,2.4
140,30 - 39,20-29,7.6,9.0,9.2,6.0,1.6,2,7.7,9.0,5.3,10.0,2.4
141,30 - 39,30-39,3.1,3.0,4.6,1.5,1.6,2,3.3,3.0,0.9,5.7,2.4
142,30 - 39,40-49,-3.1,0.0,-1.5,-4.6,1.6,2,-4.1,0.0,-6.5,-1.7,2.4
143,30 - 39,50-89,1.9,0.0,3.5,0.3,1.6,2,2.6,0.0,0.2,5.0,2.4
144,40 - 49,1-9,21.3,21.0,22.8,19.7,1.6,2,17.5,21.0,15.1,19.8,2.4
145,40 - 49,10-19,43.5,45.0,45.1,41.9,1.6,2,42.4,45.0,40.0,44.8,2.4
146,40 - 49,20-29,20.9,20.0,22.5,19.4,1.6,2,21.5,20.0,19.2,23.9,2.4
147,40 - 49,30-39,5.5,7.0,7.1,3.9,1.6,2,-3.1,7.0,-5.4,-0.7,2.4
148,40 - 49,40-49,1.6,1.0,3.2,0.1,1.6,2,3.3,1.0,0.9,5.6,2.4
149,40 - 49,50-89,1.9,3.0,3.5,0.4,1.6,2,1.6,3.0,-0.8,3.9,2.4
150,50 - 59,1-9,34.0,33.0,35.6,32.4,1.6,2,33.3,33.0,30.9,35.6,2.4
151,50 - 59,10-19,95.9,96.0,97.5,94.3,1.6,2,95.6,96.0,93.2,97.9,2.4
152,50 - 59,20-29,39.8,34.0,41.3,38.2,1.6,2,41.9,34.0,39.5,44.2,2.4
153,50 - 59,30-39,11.1,11.0,12.6,9.5,1.6,2,11.4,11.0,9.1,13.8,2.4
154,50 - 59,40-49,1.3,4.0,2.9,-0.3,1.6,2,1.3,4.0,-1.0,3.7,2.4
155,50 - 59,50-89,-0.0,2.0,1.5,-1.6,1.6,2,1.0,2.0,-1.4,3.4,2.4
156,60 - 69,1-9,39.1,39.0,40.6,37.5,1.6,2,39.5,39.0,37.1,41.8,2.4
157,60 - 69,10-19,87.2,94.0,88.7,85.6,1.6,2,87.1,94.0,84.7,89.4,2.4
158,60 - 69,20-29,49.5,50.0,51.1,48.0,1.6,2,47.8,50.0,45.4,50.1,2.4
159,60 - 69,30-39,16.2,10.0,17.7,14.6,1.6,2,22.6,10.0,20.2,24.9,2.4
160,60 - 69,40-49,1.3,5.0,2.9,-0.3,1.6,2,3.8,5.0,1.4,6.1,2.4
161,60 - 69,50-89,-1.1,1.0,0.5,-2.7,1.6,2,-0.6,1.0,-3.0,1.7,2.4
162,70 - 79,1-9,37.5,36.0,39.1,35.9,1.6,2,39.3,36.0,37.0,41.7,2.4
163,70 - 79,10-19,123.7,128.0,125.3,122.1,1.6,2,127.4,128.0,125.1,129.8,2.4
164,70 - 79,20-29,60.3,63.0,61.9,58.7,1.6,2,59.4,63.0,57.0,61.7,2.4
165,70 - 79,30-39,8.4,8.0,10.0,6.8,1.6,2,7.8,8.0,5.5,10.2,2.4
166,70 - 79,40-49,2.9,6.0,4.5,1.3,1.6,2,4.1,6.0,1.7,6.4,2.4
167,70 - 79,50-89,6.8,1.0,8.3,5.2,1.6,2,8.8,1.0,6.5,11.2,2.4
168,80 - 89,1-9,21.2,22.0,22.8,19.7,1.6,2,18.5,22.0,16.1,20.8,2.4
169,80 - 89,10-19,111.4,109.0,112.9,109.8,1.6,2,112.7,109.0,110.4,115.1,2.4
170,80 - 89,20-29,35.0,35.0,36.6,33.4,1.6,2,34.8,35.0,32.4,37.1,2.4
171,80 - 89,30-39,4.2,5.0,5.8,2.6,1.6,2,4.1,5.0,1.7,6.4,2.4
172,80 - 89,40-49,1.5,0.0,3.0,-0.1,1.6,2,0.6,0.0,-1.7,3.0,2.4
173,80 - 89,50-89,0.2,0.0,1.7,-1.4,1.6,2,0.9,0.0,-1.4,3.3,2.4
174,90 - 99,1-9,6.3,8.0,7.9,4.7,1.6,2,7.9,8.0,5.5,10.2,2.4
175,90 - 99,10-19,13.3,11.0,14.9,11.7,1.6,2,12.8,11.0,10.4,15.1,2.4
176,90 - 99,20-29,-1.1,3.0,0.4,-2.7,1.6,2,-0.5,3.0,-2.9,1.8,2.4
177,90 - 99,30-39,-1.9,0.0,-0.3,-3.5,1.6,2,-0.1,0.0,-2.5,2.2,2.4
178,90 - 99,40-49,0.1,0.0,1.7,-1.4,1.6,2,-0.6,0.0,-3.0,1.7,2.4
179,90 - 99,50-89,2.4,0.0,4.0,0.8,1.6,2,0.1,0.0,-2.3,2.4,2.4
180,0 - 9,1-9,2.5,0.0,3.7,1.4,1.2,3,3.7,0.0,2.1,5.2,1.6
181,0 - 9,10-19,-1.0,0.0,0.2,-2.2,1.2,3,-1.2,0.0,-2.8,0.3,1.6
182,0 - 9,20-29,3.2,0.0,4.4,2.1,1.2,3,4.4,0.0,2.9,6.0,1.6
183,0 - 9,30-39,-3.4,0.0,-2.2,-4.6,1.2,3,-3.7,0.0,-5.3,-2.1,1.6
184,0 - 9,40-49,-3.1,0.0,-1.9,-4.3,1.2,3,-3.6,0.0,-5.2,-2.0,1.6
185,0 - 9,50-89,6.5,0.0,7.7,5.3,1.2,3,5.5,0.0,3.9,7.0,1.6
186,10 - 19,1-9,13.1,11.0,14.3,11.9,1.2,3,13.4,11.0,11.9,15.0,1.6
187,10 - 19,10-19,1.8,2.0,3.0,0.6,1.2,3,3.1,2.0,1.6,4.7,1.6
188,10 - 19,20-29,-2.1,0.0,-0.9,-3.3,1.2,3,-2.8,0.0,-4.4,-1.3,1.6
189,10 - 19,30-39,0.0,0.0,1.2,-1.2,1.2,3,1.1,0.0,-0.5,2.7,1.6
190,10 - 19,40-49,-3.5,0.0,-2.3,-4.7,1.2,3,-1.3,0.0,-2.9,0.2,1.6
191,10 - 19,50-89,0.4,0.0,1.6,-0.8,1.2,3,0.5,0.0,-1.1,2.0,1.6
192,20 - 29,1-9,11.7,7.0,12.9,10.5,1.2,3,12.8,7.0,11.2,14.3,1.6
193,20 - 29,10-19,4.6,7.0,5.8,3.4,1.2,3,4.6,7.0,3.0,6.2,1.6
194,20 - 29,20-29,3.7,0.0,4.8,2.5,1.2,3,1.9,0.0,0.3,3.5,1.6
195,20 - 29,30-39,-0.3,0.0,0.9,-1.5,1.2,3,-0.2,0.0,-1.8,1.3,1.6
196,20 - 29,40-49,2.2,0.0,3.4,1.0,1.2,3,2.5,0.0,1.0,4.1,1.6
197,20 - 29,50-89,1.3,0.0,2.5,0.1,1.2,3,1.2,0.0,-0.4,2.8,1.6
198,30 - 39,1-9,14.5,15.0,15.6,13.3,1.2,3,13.8,15.0,12.2,15.4,1.6
199,30 - 39,10-19,35.5,35.0,36.7,34.3,1.2,3,36.8,35.0,35.2,38.4,1.6
200,30 - 39,20-29,8.2,9.0,9.4,7.1,1.2,3,7.6,9.0,6.0,9.2,1.6
201,30 - 39,30-39,3.9,3.0,5.0,2.7,1.2,3,3.1,3.0,1.5,4.6,1.6
202,30 - 39,40-49,-1.3,0.0,-0.2,-2.5,1.2,3,-3.1,0.0,-4.6,-1.5,1.6
203,30 - 39,50-89,1.4,0.0,2.5,0.2,1.2,3,1.9,0.0,0.3,3.5,1.6
204,40 - 49,1-9,22.7,21.0,23.9,21.6,1.2,3,21.3,21.0,19.7,22.8,1.6
205,40 - 49,10-19,43.9,45.0,45.0,42.7,1.2,3,43.5,45.0,41.9,45.1,1.6
206,40 - 49,20-29,20.6,20.0,21.8,19.5,1.2,3,20.9,20.0,19.4,22.5,1.6
207,40 - 49,30-39,8.0,7.0,9.1,6.8,1.2,3,5.5,7.0,3.9,7.1,1.6
208,40 - 49,40-49,4.6,1.0,5.7,3.4,1.2,3,1.6,1.0,0.1,3.2,1.6
209,40 - 49,50-89,4.0,3.0,5.2,2.9,1.2,3,1.9,3.0,0.4,3.5,1.6
210,50 - 59,1-9,33.2,33.0,34.4,32.0,1.2,3,34.0,33.0,32.4,35.6,1.6
211,50 - 59,10-19,96.1,96.0,97.3,95.0,1.2,3,95.9,96.0,94.3,97.5,1.6
212,50 - 59,20-29,38.3,34.0,39.5,37.1,1.2,3,39.8,34.0,38.2,41.3,1.6
213,50 - 59,30-39,11.0,11.0,12.2,9.8,1.2,3,11.1,11.0,9.5,12.6,1.6
214,50 - 59,40-49,1.6,4.0,2.8,0.5,1.2,3,1.3,4.0,-0.3,2.9,1.6
215,50 - 59,50-89,0.4,2.0,1.6,-0.8,1.2,3,-0.0,2.0,-1.6,1.5,1.6
216,60 - 69,1-9,37.4,39.0,38.6,36.2,1.2,3,39.1,39.0,37.5,40.6,1.6
217,60 - 69,10-19,88.6,94.0,89.8,87.4,1.2,3,87.2,94.0,85.6,88.7,1.6
218,60 - 69,20-29,49.2,50.0,50.4,48.0,1.2,3,49.5,50.0,48.0,51.1,1.6
219,60 - 69,30-39,14.4,10.0,15.5,13.2,1.2,3,16.2,10.0,14.6,17.7,1.6
220,60 - 69,40-49,3.1,5.0,4.3,1.9,1.2,3,1.3,5.0,-0.3,2.9,1.6
221,60 - 69,50-89,-0.5,1.0,0.7,-1.7,1.2,3,-1.1,1.0,-2.7,0.5,1.6
222,70 - 79,1-9,36.6,36.0,37.8,35.4,1.2,3,37.5,36.0,35.9,39.1,1.6
223,70 - 79,10-19,126.4,128.0,127.5,125.2,1.2,3,123.7,128.0,122.1,125.3,1.6
224,70 - 79,20-29,59.9,63.0,61.1,58.7,1.2,3,60.3,63.0,58.7,61.9,1.6
225,70 - 79,30-39,8.1,8.0,9.2,6.9,1.2,3,8.4,8.0,6.8,10.0,1.6
226,70 - 79,40-49,3.6,6.0,4.8,2.5,1.2,3,2.9,6.0,1.3,4.5,1.6
227,70 - 79,50-89,5.4,1.0,6.6,4.3,1.2,3,6.8,1.0,5.2,8.3,1.6
228,80 - 89,1-9,21.3,22.0,22.5,20.1,1.2,3,21.2,22.0,19.7,22.8,1.6
229,80 - 89,10-19,110.4,109.0,111.6,109.2,1.2,3,111.4,109.0,109.8,112.9,1.6
230,80 - 89,20-29,35.9,35.0,37.1,34.7,1.2,3,35.0,35.0,33.4,36.6,1.6
231,80 - 89,30-39,6.6,5.0,7.7,5.4,1.2,3,4.2,5.0,2.6,5.8,1.6
232,80 - 89,40-49,-0.7,0.0,0.5,-1.8,1.2,3,1.5,0.0,-0.1,3.0,1.6
233,80 - 89,50-89,3.7,0.0,4.8,2.5,1.2,3,0.2,0.0,-1.4,1.7,1.6
234,90 - 99,1-9,5.9,8.0,7.1,4.7,1.2,3,6.3,8.0,4.7,7.9,1.6
235,90 - 99,10-19,11.5,11.0,12.7,10.3,1.2,3,13.3,11.0,11.7,14.9,1.6
236,90 - 99,20-29,-1.7,3.0,-0.5,-2.9,1.2,3,-1.1,3.0,-2.7,0.4,1.6
237,90 - 99,30-39,-1.2,0.0,-0.0,-2.4,1.2,3,-1.9,0.0,-3.5,-0.3,1.6
238,90 - 99,40-49,-0.3,0.0,0.9,-1.5,1.2,3,0.1,0.0,-1.4,1.7,1.6
239,90 - 99,50-89,1.8,0.0,3.0,0.7,1.2,3,2.4,0.0,0.8,4.0,1.6
240,0 - 9,1-9,2.6,0.0,3.6,1.7,0.9,4,2.5,0.0,1.4,3.7,1.2
241,0 - 9,10-19,-0.9,0.0,0.0,-1.9,0.9,4,-1.0,0.0,-2.2,0.2,1.2
242,0 - 9,20-29,3.6,0.0,4.5,2.6,0.9,4,3.2,0.0,2.1,4.4,1.2
243,0 - 9,30-39,-2.9,0.0,-1.9,-3.8,0.9,4,-3.4,0.0,-4.6,-2.2,1.2
244,0 - 9,40-49,-3.6,0.0,-2.6,-4.5,0.9,4,-3.1,0.0,-4.3,-1.9,1.2
245,0 - 9,50-89,5.2,0.0,6.1,4.2,0.9,4,6.5,0.0,5.3,7.7,1.2
246,10 - 19,1-9,11.8,11.0,12.8,10.9,0.9,4,13.1,11.0,11.9,14.3,1.2
247,10 - 19,10-19,1.2,2.0,2.1,0.2,0.9,4,1.8,2.0,0.6,3.0,1.2
248,10 - 19,20-29,-1.4,0.0,-0.4,-2.3,0.9,4,-2.1,0.0,-3.3,-0.9,1.2
249,10 - 19,30-39,2.3,0.0,3.3,1.4,0.9,4,0.0,0.0,-1.2,1.2,1.2
250,10 - 19,40-49,-3.5,0.0,-2.6,-4.5,0.9,4,-3.5,0.0,-4.7,-2.3,1.2
251,10 - 19,50-89,3.7,0.0,4.7,2.8,0.9,4,0.4,0.0,-0.8,1.6,1.2
252,20 - 29,1-9,11.3,7.0,12.2,10.3,0.9,4,11.7,7.0,10.5,12.9,1.2
253,20 - 29,10-19,5.3,7.0,6.3,4.4,0.9,4,4.6,7.0,3.4,5.8,1.2
254,20 - 29,20-29,4.7,0.0,5.7,3.8,0.9,4,3.7,0.0,2.5,4.8,1.2
255,20 - 29,30-39,0.6,0.0,1.5,-0.4,0.9,4,-0.3,0.0,-1.5,0.9,1.2
256,20 - 29,40-49,1.6,0.0,2.5,0.6,0.9,4,2.2,0.0,1.0,3.4,1.2
257,20 - 29,50-89,0.7,0.0,1.6,-0.2,0.9,4,1.3,0.0,0.1,2.5,1.2
258,30 - 39,1-9,14.5,15.0,15.4,13.5,0.9,4,14.5,15.0,13.3,15.6,1.2
259,30 - 39,10-19,34.9,35.0,35.9,34.0,0.9,4,35.5,35.0,34.3,36.7,1.2
260,30 - 39,20-29,8.4,9.0,9.3,7.5,0.9,4,8.2,9.0,7.1,9.4,1.2
261,30 - 39,30-39,3.7,3.0,4.6,2.7,0.9,4,3.9,3.0,2.7,5.0,1.2
262,30 - 39,40-49,-0.8,0.0,0.1,-1.7,0.9,4,-1.3,0.0,-2.5,-0.2,1.2
263,30 - 39,50-89,4.0,0.0,5.0,3.1,0.9,4,1.4,0.0,0.2,2.5,1.2
264,40 - 49,1-9,24.7,21.0,25.6,23.7,0.9,4,22.7,21.0,21.6,23.9,1.2
265,40 - 49,10-19,44.8,45.0,45.8,43.9,0.9,4,43.9,45.0,42.7,45.0,1.2
266,40 - 49,20-29,20.3,20.0,21.2,19.3,0.9,4,20.6,20.0,19.5,21.8,1.2
