,attendance,difficulty,noisy_count,true_count,plus_error,minus_error,error,nth_remeasure,noisy_count_prev,true_count_prev,minus_error_prev,plus_error_prev,error_prev
61,2,2,15.5,17.0,17.1,14.0,1.6,2,15.2,17.0,12.9,17.6,2.4
62,2,3,63.5,61.0,65.0,61.9,1.6,2,64.7,61.0,62.3,67.0,2.4
63,2,4,40.1,38.0,41.7,38.6,1.6,2,36.9,38.0,34.6,39.3,2.4
64,2,5,16.3,20.0,17.9,14.7,1.6,2,14.9,20.0,12.6,17.3,2.4
65,3,1,15.1,15.0,16.6,13.5,1.6,2,13.0,15.0,10.6,15.4,2.4
66,3,2,13.8,16.0,15.3,12.2,1.6,2,15.1,16.0,12.8,17.5,2.4
67,3,3,104.2,101.0,105.7,102.6,1.6,2,105.8,101.0,103.4,108.2,2.4
68,3,4,72.0,71.0,73.5,70.4,1.6,2,70.5,71.0,68.1,72.8,2.4
69,3,5,31.5,31.0,33.1,30.0,1.6,2,31.7,31.0,29.4,34.1,2.4
70,4,1,12.9,12.0,14.5,11.3,1.6,2,11.8,12.0,9.5,14.2,2.4
71,4,2,11.1,15.0,12.7,9.6,1.6,2,14.6,15.0,12.2,16.9,2.4
72,4,3,45.1,44.0,46.7,43.5,1.6,2,45.4,44.0,43.0,47.7,2.4
73,4,4,52.6,48.0,54.2,51.1,1.6,2,55.3,48.0,52.9,57.6,2.4
74,4,5,36.9,29.0,38.5,35.3,1.6,2,35.0,29.0,32.6,37.3,2.4
75,0,1,200.8,205.0,202.0,199.7,1.2,3,197.4,205.0,195.8,199.0,1.6
76,0,2,18.5,16.0,19.7,17.4,1.2,3,16.7,16.0,15.2,18.3,1.6
77,0,3,34.1,34.0,35.3,32.9,1.2,3,34.4,34.0,32.8,35.9,1.6
78,0,4,27.5,22.0,28.7,26.3,1.2,3,27.6,22.0,26.0,29.1,1.6
79,0,5,22.4,23.0,23.5,21.2,1.2,3,22.6,23.0,21.0,24.2,1.6
80,1,1,18.0,16.0,19.1,16.8,1.2,3,18.5,16.0,17.0,20.1,1.6
81,1,2,32.7,29.0,33.8,31.5,1.2,3,33.5,29.0,31.9,35.0,1.6
82,1,3,60.2,62.0,61.3,59.0,1.2,3,57.8,62.0,56.3,59.4,1.6
83,1,4,43.1,43.0,44.3,41.9,1.2,3,40.2,43.0,38.6,41.7,1.6
84,1,5,26.8,24.0,28.0,25.7,1.2,3,26.9,24.0,25.4,28.5,1.6
85,2,1,7.8,8.0,9.0,6.7,1.2,3,7.2,8.0,5.6,8.8,1.6
86,2,2,16.3,17.0,17.5,15.2,1.2,3,15.5,17.0,14.0,17.1,1.6
87,2,3,63.5,61.0,64.7,62.3,1.2,3,63.5,61.0,61.9,65.0,1.6
88,2,4,42.1,38.0,43.3,40.9,1.2,3,40.1,38.0,38.6,41.7,1.6
89,2,5,17.0,20.0,18.2,15.8,1.2,3,16.3,20.0,14.7,17.9,1.6
90,3,1,14.4,15.0,15.6,13.3,1.2,3,15.1,15.0,13.5,16.6,1.6
91,3,2,13.6,16.0,14.8,12.5,1.2,3,13.8,16.0,12.2,15.3,1.6
92,3,3,103.1,101.0,104.3,101.9,1.2,3,104.2,101.0,102.6,105.7,1.6
93,3,4,72.5,71.0,73.7,71.4,1.2,3,72.0,71.0,70.4,73.5,1.6
94,3,5,29.6,31.0,30.8,28.4,1.2,3,31.5,31.0,30.0,33.1,1.6
95,4,1,13.5,12.0,14.7,12.3,1.2,3,12.9,12.0,11.3,14.5,1.6
96,4,2,11.6,15.0,12.8,10.4,1.2,3,11.1,15.0,9.6,12.7,1.6
97,4,3,43.1,44.0,44.3,41.9,1.2,3,45.1,44.0,43.5,46.7,1.6
98,4,4,50.9,48.0,52.1,49.7,1.2,3,52.6,48.0,51.1,54.2,1.6
99,4,5,33.4,29.0,34.6,32.3,1.2,3,36.9,29.0,35.3,38.5,1.6
100,0,1,200.3,205.0,201.2,199.3,0.9,4,200.8,205.0,199.7,202.0,1.2
101,0,2,19.8,16.0,20.7,18.9,0.9,4,18.5,16.0,17.4,19.7,1.2
102,0,3,34.2,34.0,35.1,33.2,0.9,4,34.1,34.0,32.9,35.3,1.2
103,0,4,26.1,22.0,27.0,25.1,0.9,4,27.5,22.0,26.3,28.7,1.2
104,0,5,23.2,23.0,24.1,22.2,0.9,4,22.4,23.0,21.2,23.5,1.2
105,1,1,20.0,16.0,20.9,19.0,0.9,4,18.0,16.0,16.8,19.1,1.2
106,1,2,30.9,29.0,31.9,30.0,0.9,4,32.7,29.0,31.5,33.8,1.2
107,1,3,60.6,62.0,61.6,59.7,0.9,4,60.2,62.0,59.0,61.3,1.2
108,1,4,43.0,43.0,44.0,42.1,0.9,4,43.1,43.0,41.9,44.3,1.2
109,1,5,26.5,24.0,27.5,25.6,0.9,4,26.8,24.0,25.7,28.0,1.2
110,2,1,6.0,8.0,7.0,5.1,0.9,4,7.8,8.0,6.7,9.0,1.2
111,2,2,16.5,17.0,17.5,15.6,0.9,4,16.3,17.0,15.2,17.5,1.2
112,2,3,62.8,61.0,63.7,61.8,0.9,4,63.5,61.0,62.3,64.7,1.2
113,2,4,42.3,38.0,43.2,41.3,0.9,4,42.1,38.0,40.9,43.3,1.2
114,2,5,17.5,20.0,18.5,16.6,0.9,4,17.0,20.0,15.8,18.2,1.2
115,3,1,14.8,15.0,15.7,13.8,0.9,4,14.4,15.0,13.3,15.6,1.2
116,3,2,14.1,16.0,15.1,13.2,0.9,4,13.6,16.0,12.5,14.8,1.2
117,3,3,104.4,101.0,105.3,103.4,0.9,4,103.1,101.0,101.9,104.3,1.2
118,3,4,72.8,71.0,73.7,71.9,0.9,4,72.5,71.0,71.4,73.7,1.2
119,3,5,29.9,31.0,30.8,29.0,0.9,4,29.6,31.0,28.4,30.8,1.2
120,4,1,13.4,12.0,14.3,12.4,0.9,4,13.5,12.0,12.3,14.7,1.2
121,4,2,12.7,15.0,13.7,11.8,0.9,4,11.6,15.0,10.4,12.8,1.2
122,4,3,43.7,44.0,44.7,42.8,0.9,4,43.1,44.0,41.9,44.3,1.2
123,4,4,53.2,48.0,54.1,52.3,0.9,4,50.9,48.0,49.7,52.1,1.2
124,4,5,32.0,29.0,32.9,31.1,0.9,4,33.4,29.0,32.3,34.6,1.2
125,0,1,200.3,205.0,201.1,199.5,0.8,5,200.3,205.0,199.3,201.2,0.9
126,0,2,18.9,16.0,19.7,18.1,0.8,5,19.8,16.0,18.9,20.7,0.9
127,0,3,33.4,34.0,34.2,32.7,0.8,5,34.2,34.0,33.2,35.1,0.9
128,0,4,25.1,22.0,25.9,24.4,0.8,5,26.1,22.0,25.1,27.0,0.9
129,0,5,23.4,23.0,24.2,22.6,0.8,5,23.2,23.0,22.2,24.1,0.9
130,1,1,22.2,16.0,23.0,21.4,0.8,5,20.0,16.0,19.0,20.9,0.9
131,1,2,30.7,29.0,31.4,29.9,0.8,5,30.9,29.0,30.0,31.9,0.9
132,1,3,60.9,62.0,61.7,60.1,0.8,5,60.6,62.0,59.7,61.6,0.9
133,1,4,43.2,43.0,44.0,42.4,0.8,5,43.0,43.0,42.1,44.0,0.9
134,1,5,26.4,24.0,27.2,25.6,0.8,5,26.5,24.0,25.6,27.5,0.9
135,2,1,6.5,8.0,7.2,5.7,0.8,5,6.0,8.0,5.1,7.0,0.9
136,2,2,16.7,17.0,17.5,16.0,0.8,5,16.5,17.0,15.6,17.5,0.9
137,2,3,62.3,61.0,63.1,61.5,0.8,5,62.8,61.0,61.8,63.7,0.9
138,2,4,42.0,38.0,42.8,41.2,0.8,5,42.3,38.0,41.3,43.2,0.9
139,2,5,18.1,20.0,18.9,17.3,0.8,5,17.5,20.0,16.6,18.5,0.9
140,3,1,14.4,15.0,15.2,13.6,0.8,5,14.8,15.0,13.8,15.7,0.9
141,3,2,13.4,16.0,14.2,12.6,0.8,5,14.1,16.0,13.2,15.1,0.9
142,3,3,103.6,101.0,104.4,102.8,0.8,5,104.4,101.0,103.4,105.3,0.9
143,3,4,70.5,71.0,71.3,69.7,0.8,5,72.8,71.0,71.9,73.7,0.9
144,3,5,29.5,31.0,30.3,28.7,0.8,5,29.9,31.0,29.0,30.8,0.9
145,4,1,12.8,12.0,13.6,12.0,0.8,5,13.4,12.0,12.4,14.3,0.9
146,4,2,12.9,15.0,13.7,12.1,0.8,5,12.7,15.0,11.8,13.7,0.9
147,4,3,43.9,44.0,44.7,43.1,0.8,5,43.7,44.0,42.8,44.7,0.9
148,4,4,52.8,48.0,53.6,52.0,0.8,5,53.2,48.0,52.3,54.1,0.9
149,4,5,31.7,29.0,32.4,30.9,0.8,5,32.0,29.0,31.1,32.9,0.9
150,0,1,201.1,205.0,201.8,200.5,0.7,6,200.3,205.0,199.5,201.1,0.8
151,0,2,20.3,16.0,20.9,19.6,0.7,6,18.9,16.0,18.1,19.7,0.8
152,0,3,33.9,34.0,34.6,33.2,0.7,6,33.4,34.0,32.7,34.2,0.8
153,0,4,24.2,22.0,24.9,23.5,0.7,6,25.1,22.0,24.4,25.9,0.8
154,0,5,22.7,23.0,23.3,22.0,0.7,6,23.4,23.0,22.6,24.2,0.8
155,1,1,22.1,16.0,22.8,21.5,0.7,6,22.2,16.0,21.4,23.0,0.8
156,1,2,30.8,29.0,31.4,30.1,0.7,6,30.7,29.0,29.9,31.4,0.8
157,1,3,61.4,62.0,62.1,60.8,0.7,6,60.9,62.0,60.1,61.7,0.8
158,1,4,42.6,43.0,43.3,41.9,0.7,6,43.2,43.0,42.4,44.0,0.8
159,1,5,26.6,24.0,27.2,25.9,0.7,6,26.4,24.0,25.6,27.2,0.8
160,2,1,6.1,8.0,6.8,5.4,0.7,6,6.5,8.0,5.7,7.2,0.8
161,2,2,16.7,17.0,17.3,16.0,0.7,6,16.7,17.0,16.0,17.5,0.8
162,2,3,58.7,61.0,59.4,58.0,0.7,6,62.3,61.0,61.5,63.1,0.8
163,2,4,42.0,38.0,42.7,41.3,0.7,6,42.0,38.0,41.2,42.8,0.8
164,2,5,17.8,20.0,18.5,17.1,0.7,6,18.1,20.0,17.3,18.9,0.8
165,3,1,14.6,15.0,15.3,13.9,0.7,6,14.4,15.0,13.6,15.2,0.8
166,3,2,14.1,16.0,14.8,13.4,0.7,6,13.4,16.0,12.6,14.2,0.8
167,3,3,103.3,101.0,104.0,102.7,0.7,6,103.6,101.0,102.8,104.4,0.8
168,3,4,71.8,71.0,72.4,71.1,0.7,6,70.5,71.0,69.7,71.3,0.8
169,3,5,29.6,31.0,30.2,28.9,0.7,6,29.5,31.0,28.7,30.3,0.8
170,4,1,12.5,12.0,13.2,11.8,0.7,6,12.8,12.0,12.0,13.6,0.8
171,4,2,13.5,15.0,14.2,12.8,0.7,6,12.9,15.0,12.1,13.7,0.8
172,4,3,43.7,44.0,44.3,43.0,0.7,6,43.9,44.0,43.1,44.7,0.8
173,4,4,52.5,48.0,53.2,51.9,0.7,6,52.8,48.0,52.0,53.6,0.8
174,4,5,30.4,29.0,31.1,29.8,0.7,6,31.7,29.0,30.9,32.4,0.8
