,Q13,difficulty,noisy_count,true_count,plus_error,minus_error,error,nth_remeasure,noisy_count_prev,true_count_prev,minus_error_prev,plus_error_prev,error_prev
33,Disagree,4,15.8,16.0,18.1,13.4,2.4,1,15.5,16.0,10.8,20.2,4.7
34,Disagree,5,16.1,14.0,18.5,13.8,2.4,1,16.7,14.0,12.0,21.4,4.7
35,Neither agree nor disagree,1,85.4,83.0,87.7,83.0,2.4,1,87.3,83.0,82.6,92.0,4.7
36,Neither agree nor disagree,2,33.2,27.0,35.5,30.8,2.4,1,38.4,27.0,33.6,43.1,4.7
37,Neither agree nor disagree,3,76.7,76.0,79.1,74.4,2.4,1,72.3,76.0,67.6,77.0,4.7
38,Neither agree nor disagree,4,53.8,54.0,56.2,51.5,2.4,1,54.7,54.0,50.0,59.4,4.7
39,Neither agree nor disagree,5,33.8,40.0,36.2,31.5,2.4,1,26.6,40.0,21.9,31.3,4.7
40,Agree,1,54.9,59.0,57.3,52.6,2.4,1,50.9,59.0,46.2,55.6,4.7
41,Agree,2,35.4,33.0,37.8,33.0,2.4,1,41.2,33.0,36.4,45.9,4.7
42,Agree,3,114.8,112.0,117.2,112.4,2.4,1,111.5,112.0,106.8,116.3,4.7
43,Agree,4,66.6,63.0,68.9,64.2,2.4,1,70.6,63.0,65.9,75.3,4.7
44,Agree,5,31.2,28.0,33.6,28.9,2.4,1,30.8,28.0,26.1,35.5,4.7
45,Strongly agree,1,46.0,45.0,48.4,43.6,2.4,1,41.5,45.0,36.8,46.2,4.7
46,Strongly agree,2,17.5,21.0,19.8,15.1,2.4,1,14.7,21.0,10.0,19.4,4.7
47,Strongly agree,3,57.7,58.0,60.0,55.3,2.4,1,58.8,58.0,54.0,63.5,4.7
48,Strongly agree,4,38.4,40.0,40.8,36.1,2.4,1,36.4,40.0,31.6,41.1,4.7
49,Strongly agree,5,25.0,22.0,27.4,22.6,2.4,1,24.1,22.0,19.4,28.8,4.7
50,Strongly disagree,1,75.1,72.0,76.7,73.5,1.6,2,76.6,72.0,74.3,79.0,2.4
51,Strongly disagree,2,11.7,11.0,13.3,10.2,1.6,2,11.7,11.0,9.3,14.1,2.4
52,Strongly disagree,3,21.7,21.0,23.3,20.1,1.6,2,25.5,21.0,23.1,27.8,2.4
53,Strongly disagree,4,18.1,17.0,19.7,16.5,1.6,2,18.5,17.0,16.2,20.9,2.4
54,Strongly disagree,5,27.8,29.0,29.4,26.2,1.6,2,29.5,29.0,27.1,31.8,2.4
55,Disagree,1,30.9,27.0,32.5,29.3,1.6,2,33.4,27.0,31.0,35.7,2.4
56,Disagree,2,0.8,6.0,2.4,-0.7,1.6,2,-3.0,6.0,-5.4,-0.7,2.4
57,Disagree,3,22.3,26.0,23.9,20.8,1.6,2,24.4,26.0,22.0,26.7,2.4
58,Disagree,4,14.2,16.0,15.7,12.6,1.6,2,15.8,16.0,13.4,18.1,2.4
59,Disagree,5,15.9,14.0,17.5,14.4,1.6,2,16.1,14.0,13.8,18.5,2.4
60,Neither agree nor disagree,1,84.7,83.0,86.3,83.2,1.6,2,85.4,83.0,83.0,87.7,2.4
61,Neither agree nor disagree,2,32.4,27.0,34.0,30.8,1.6,2,33.2,27.0,30.8,35.5,2.4
62,Neither agree nor disagree,3,76.5,76.0,78.0,74.9,1.6,2,76.7,76.0,74.4,79.1,2.4
63,Neither agree nor disagree,4,55.0,54.0,56.5,53.4,1.6,2,53.8,54.0,51.5,56.2,2.4
64,Neither agree nor disagree,5,35.9,40.0,37.5,34.3,1.6,2,33.8,40.0,31.5,36.2,2.4
65,Agree,1,56.8,59.0,58.3,55.2,1.6,2,54.9,59.0,52.6,57.3,2.4
66,Agree,2,33.2,33.0,34.8,31.7,1.6,2,35.4,33.0,33.0,37.8,2.4
67,Agree,3,113.5,112.0,115.1,111.9,1.6,2,114.8,112.0,112.4,117.2,2.4
68,Agree,4,66.8,63.0,68.4,65.3,1.6,2,66.6,63.0,64.2,68.9,2.4
69,Agree,5,29.7,28.0,31.3,28.2,1.6,2,31.2,28.0,28.9,33.6,2.4
70,Strongly agree,1,45.6,45.0,47.2,44.0,1.6,2,46.0,45.0,43.6,48.4,2.4
71,Strongly agree,2,18.4,21.0,20.0,16.8,1.6,2,17.5,21.0,15.1,19.8,2.4
72,Strongly agree,3,58.1,58.0,59.7,56.5,1.6,2,57.7,58.0,55.3,60.0,2.4
73,Strongly agree,4,38.8,40.0,40.4,37.2,1.6,2,38.4,40.0,36.1,40.8,2.4
74,Strongly agree,5,23.3,22.0,24.9,21.7,1.6,2,25.0,22.0,22.6,27.4,2.4
75,Strongly disagree,1,74.7,72.0,75.9,73.5,1.2,3,75.1,72.0,73.5,76.7,1.6
76,Strongly disagree,2,12.4,11.0,13.6,11.2,1.2,3,11.7,11.0,10.2,13.3,1.6
77,Strongly disagree,3,21.2,21.0,22.4,20.1,1.2,3,21.7,21.0,20.1,23.3,1.6
78,Strongly disagree,4,16.1,17.0,17.2,14.9,1.2,3,18.1,17.0,16.5,19.7,1.6
79,Strongly disagree,5,28.3,29.0,29.5,27.1,1.2,3,27.8,29.0,26.2,29.4,1.6
80,Disagree,1,30.5,27.0,31.7,29.3,1.2,3,30.9,27.0,29.3,32.5,1.6
81,Disagree,2,2.9,6.0,4.0,1.7,1.2,3,0.8,6.0,-0.7,2.4,1.6
82,Disagree,3,23.1,26.0,24.3,21.9,1.2,3,22.3,26.0,20.8,23.9,1.6
83,Disagree,4,16.4,16.0,17.6,15.3,1.2,3,14.2,16.0,12.6,15.7,1.6
84,Disagree,5,14.6,14.0,15.8,13.4,1.2,3,15.9,14.0,14.4,17.5,1.6
85,Neither agree nor disagree,1,84.2,83.0,85.4,83.1,1.2,3,84.7,83.0,83.2,86.3,1.6
86,Neither agree nor disagree,2,31.7,27.0,32.8,30.5,1.2,3,32.4,27.0,30.8,34.0,1.6
87,Neither agree nor disagree,3,76.9,76.0,78.1,75.8,1.2,3,76.5,76.0,74.9,78.0,1.6
88,Neither agree nor disagree,4,57.5,54.0,58.6,56.3,1.2,3,55.0,54.0,53.4,56.5,1.6
89,Neither agree nor disagree,5,39.4,40.0,40.6,38.2,1.2,3,35.9,40.0,34.3,37.5,1.6
90,Agree,1,54.4,59.0,55.6,53.3,1.2,3,56.8,59.0,55.2,58.3,1.6
91,Agree,2,33.3,33.0,34.4,32.1,1.2,3,33.2,33.0,31.7,34.8,1.6
92,Agree,3,110.9,112.0,112.1,109.7,1.2,3,113.5,112.0,111.9,115.1,1.6
93,Agree,4,66.2,63.0,67.4,65.0,1.2,3,66.8,63.0,65.3,68.4,1.6
94,Agree,5,29.4,28.0,30.6,28.2,1.2,3,29.7,28.0,28.2,31.3,1.6
95,Strongly agree,1,45.3,45.0,46.5,44.2,1.2,3,45.6,45.0,44.0,47.2,1.6
96,Strongly agree,2,18.5,21.0,19.7,17.4,1.2,3,18.4,21.0,16.8,20.0,1.6
97,Strongly agree,3,60.0,58.0,61.2,58.8,1.2,3,58.1,58.0,56.5,59.7,1.6
98,Strongly agree,4,39.6,40.0,40.8,38.4,1.2,3,38.8,40.0,37.2,40.4,1.6
99,Strongly agree,5,19.3,22.0,20.5,18.1,1.2,3,23.3,22.0,21.7,24.9,1.6
100,Strongly disagree,1,74.5,72.0,75.5,73.6,0.9,4,74.7,72.0,73.5,75.9,1.2
101,Strongly disagree,2,12.2,11.0,13.2,11.3,0.9,4,12.4,11.0,11.2,13.6,1.2
102,Strongly disagree,3,20.5,21.0,21.5,19.6,0.9,4,21.2,21.0,20.1,22.4,1.2
103,Strongly disagree,4,16.1,17.0,17.1,15.2,0.9,4,16.1,17.0,14.9,17.2,1.2
104,Strongly disagree,5,28.9,29.0,29.9,28.0,0.9,4,28.3,29.0,27.1,29.5,1.2
105,Disagree,1,28.5,27.0,29.5,27.6,0.9,4,30.5,27.0,29.3,31.7,1.2
106,Disagree,2,2.6,6.0,3.6,1.7,0.9,4,2.9,6.0,1.7,4.0,1.2
107,Disagree,3,24.1,26.0,25.0,23.2,0.9,4,23.1,26.0,21.9,24.3,1.2
108,Disagree,4,17.1,16.0,18.0,16.1,0.9,4,16.4,16.0,15.3,17.6,1.2
109,Disagree,5,13.3,14.0,14.2,12.4,0.9,4,14.6,14.0,13.4,15.8,1.2
110,Neither agree nor disagree,1,84.6,83.0,85.5,83.6,0.9,4,84.2,83.0,83.1,85.4,1.2
111,Neither agree nor disagree,2,31.0,27.0,32.0,30.1,0.9,4,31.7,27.0,30.5,32.8,1.2
112,Neither agree nor disagree,3,76.5,76.0,77.4,75.6,0.9,4,76.9,76.0,75.8,78.1,1.2
113,Neither agree nor disagree,4,56.7,54.0,57.6,55.7,0.9,4,57.5,54.0,56.3,58.6,1.2
114,Neither agree nor disagree,5,39.3,40.0,40.2,38.4,0.9,4,39.4,40.0,38.2,40.6,1.2
115,Agree,1,55.1,59.0,56.0,54.1,0.9,4,54.4,59.0,53.3,55.6,1.2
116,Agree,2,32.9,33.0,33.9,32.0,0.9,4,33.3,33.0,32.1,34.4,1.2
117,Agree,3,112.5,112.0,113.4,111.5,0.9,4,110.9,112.0,109.7,112.1,1.2
118,Agree,4,66.8,63.0,67.7,65.8,0.9,4,66.2,63.0,65.0,67.4,1.2
119,Agree,5,30.9,28.0,31.9,30.0,0.9,4,29.4,28.0,28.2,30.6,1.2
120,Strongly agree,1,44.1,45.0,45.1,43.2,0.9,4,45.3,45.0,44.2,46.5,1.2
121,Strongly agree,2,17.9,21.0,18.8,16.9,0.9,4,18.5,21.0,17.4,19.7,1.2
122,Strongly agree,3,59.7,58.0,60.6,58.7,0.9,4,60.0,58.0,58.8,61.2,1.2
123,Strongly agree,4,40.5,40.0,41.5,39.6,0.9,4,39.6,40.0,38.4,40.8,1.2
124,Strongly agree,5,20.8,22.0,21.8,19.9,0.9,4,19.3,22.0,18.1,20.5,1.2
125,Strongly disagree,1,73.3,72.0,74.1,72.5,0.8,5,74.5,72.0,73.6,75.5,0.9
126,Strongly disagree,2,11.9,11.0,12.6,11.1,0.8,5,12.2,11.0,11.3,13.2,0.9
127,Strongly disagree,3,19.0,21.0,19.8,18.2,0.8,5,20.5,21.0,19.6,21.5,0.9
128,Strongly disagree,4,16.3,17.0,17.1,15.5,0.8,5,16.1,17.0,15.2,17.1,0.9
129,Strongly disagree,5,30.2,29.0,31.0,29.4,0.8,5,28.9,29.0,28.0,29.9,0.9
130,Disagree,1,28.4,27.0,29.2,27.7,0.8,5,28.5,27.0,27.6,29.5,0.9
131,Disagree,2,3.3,6.0,4.1,2.5,0.8,5,2.6,6.0,1.7,3.6,0.9
132,Disagree,3,25.5,26.0,26.3,24.8,0.8,5,24.1,26.0,23.2,25.0,0.9
133,Disagree,4,17.3,16.0,18.0,16.5,0.8,5,17.1,16.0,16.1,18.0,0.9
134,Disagree,5,14.0,14.0,14.8,13.2,0.8,5,13.3,14.0,12.4,14.2,0.9
135,Neither agree nor disagree,1,85.2,83.0,86.0,84.5,0.8,5,84.6,83.0,83.6,85.5,0.9
136,Neither agree nor disagree,2,29.8,27.0,30.6,29.0,0.8,5,31.0,27.0,30.1,32.0,0.9
137,Neither agree nor disagree,3,76.3,76.0,77.1,75.5,0.8,5,76.5,76.0,75.6,77.4,0.9
138,Neither agree nor disagree,4,56.6,54.0,57.4,55.8,0.8,5,56.7,54.0,55.7,57.6,0.9
139,Neither agree nor disagree,5,39.2,40.0,40.0,38.4,0.8,5,39.3,40.0,38.4,40.2,0.9
140,Agree,1,56.4,59.0,57.2,55.7,0.8,5,55.1,59.0,54.1,56.0,0.9
141,Agree,2,32.3,33.0,33.1,31.5,0.8,5,32.9,33.0,32.0,33.9,0.9
142,Agree,3,112.0,112.0,112.8,111.2,0.8,5,112.5,112.0,111.5,113.4,0.9
143,Agree,4,64.9,63.0,65.7,64.1,0.8,5,66.8,63.0,65.8,67.7,0.9
144,Agree,5,31.2,28.0,31.9,30.4,0.8,5,30.9,28.0,30.0,31.9,0.9
145,Strongly agree,1,44.1,45.0,44.9,43.3,0.8,5,44.1,45.0,43.2,45.1,0.9
146,Strongly agree,2,18.1,21.0,18.9,17.3,0.8,5,17.9,21.0,16.9,18.8,0.9
147,Strongly agree,3,58.6,58.0,59.4,57.8,0.8,5,59.7,58.0,58.7,60.6,0.9
148,Strongly agree,4,40.4,40.0,41.2,39.6,0.8,5,40.5,40.0,39.6,41.5,0.9
149,Strongly agree,5,20.6,22.0,21.4,19.8,0.8,5,20.8,22.0,19.9,21.8,0.9
150,Strongly disagree,1,73.2,72.0,73.9,72.5,0.7,6,73.3,72.0,72.5,74.1,0.8
151,Strongly disagree,2,11.8,11.0,12.5,11.2,0.7,6,11.9,11.0,11.1,12.6,0.8
152,Strongly disagree,3,20.5,21.0,21.2,19.9,0.7,6,19.0,21.0,18.2,19.8,0.8
153,Strongly disagree,4,17.3,17.0,18.0,16.6,0.7,6,16.3,17.0,15.5,17.1,0.8
154,Strongly disagree,5,30.0,29.0,30.7,29.4,0.7,6,30.2,29.0,29.4,31.0,0.8
155,Disagree,1,29.7,27.0,30.4,29.0,0.7,6,28.4,27.0,27.7,29.2,0.8
156,Disagree,2,4.0,6.0,4.7,3.3,0.7,6,3.3,6.0,2.5,4.1,0.8
157,Disagree,3,26.7,26.0,27.4,26.1,0.7,6,25.5,26.0,24.8,26.3,0.8
158,Disagree,4,18.1,16.0,18.8,17.4,0.7,6,17.3,16.0,16.5,18.0,0.8
159,Disagree,5,14.0,14.0,14.7,13.3,0.7,6,14.0,14.0,13.2,14.8,0.8
160,Neither agree nor disagree,1,84.4,83.0,85.1,83.8,0.7,6,85.2,83.0,84.5,86.0,0.8
161,Neither agree nor disagree,2,29.4,27.0,30.0,28.7,0.7,6,29.8,27.0,29.0,30.6,0.8
162,Neither agree nor disagree,3,76.9,76.0,77.6,76.2,0.7,6,76.3,76.0,75.5,77.1,0.8
163,Neither agree nor disagree,4,56.3,54.0,57.0,55.6,0.7,6,56.6,54.0,55.8,57.4,0.8
164,Neither agree nor disagree,5,39.0,40.0,39.7,38.4,0.7,6,39.2,40.0,38.4,40.0,0.8
165,Agree,1,56.4,59.0,57.1,55.8,0.7,6,56.4,59.0,55.7,57.2,0.8
166,Agree,2,31.8,33.0,32.4,31.1,0.7,6,32.3,33.0,31.5,33.1,0.8
167,Agree,3,111.6,112.0,112.3,110.9,0.7,6,112.0,112.0,111.2,112.8,0.8
168,Agree,4,64.5,63.0,65.2,63.8,0.7,6,64.9,63.0,64.1,65.7,0.8
169,Agree,5,29.5,28.0,30.2,28.9,0.7,6,31.2,28.0,30.4,31.9,0.8
170,Strongly agree,1,44.1,45.0,44.8,43.5,0.7,6,44.1,45.0,43.3,44.9,0.8
171,Strongly agree,2,18.6,21.0,19.2,17.9,0.7,6,18.1,21.0,17.3,18.9,0.8
172,Strongly agree,3,58.7,58.0,59.3,58.0,0.7,6,58.6,58.0,57.8,59.4,0.8
173,Strongly agree,4,39.7,40.0,40.4,39.0,0.7,6,40.4,40.0,39.6,41.2,0.8
174,Strongly agree,5,19.9,22.0,20.6,19.3,0.7,6,20.6,22.0,19.8,21.4,0.8
