,Q13,instr,noisy_count,true_count,plus_error,minus_error,error,nth_remeasure,noisy_count_prev,true_count_prev,minus_error_prev,plus_error_prev,error_prev
46,Strongly disagree,Instructor 2,10.1,9.0,11.3,9.0,1.2,3,10.9,9.0,9.3,12.4,1.6
47,Strongly disagree,Instructor 3,34.7,34.0,35.9,33.5,1.2,3,35.2,34.0,33.7,36.8,1.6
48,Disagree,Instructor 1,30.3,36.0,31.5,29.1,1.2,3,31.2,36.0,29.6,32.8,1.6
49,Disagree,Instructor 2,22.7,24.0,23.9,21.5,1.2,3,21.9,24.0,20.3,23.5,1.6
50,Disagree,Instructor 3,23.5,24.0,24.7,22.3,1.2,3,21.6,24.0,20.0,23.1,1.6
51,Neither agree nor disagree,Instructor 1,24.3,25.0,25.5,23.1,1.2,3,25.1,25.0,23.5,26.7,1.6
52,Neither agree nor disagree,Instructor 2,61.1,61.0,62.3,59.9,1.2,3,59.7,61.0,58.1,61.3,1.6
53,Neither agree nor disagree,Instructor 3,86.8,88.0,87.9,85.6,1.2,3,87.5,88.0,85.9,89.1,1.6
54,Agree,Instructor 1,52.1,52.0,53.3,50.9,1.2,3,52.5,52.0,50.9,54.0,1.6
55,Agree,Instructor 2,106.8,106.0,108.0,105.6,1.2,3,106.9,106.0,105.3,108.5,1.6
56,Agree,Instructor 3,77.4,78.0,78.6,76.2,1.2,3,77.2,78.0,75.6,78.7,1.6
57,Strongly agree,Instructor 1,177.6,177.0,178.8,176.4,1.2,3,177.7,177.0,176.2,179.3,1.6
58,Strongly agree,Instructor 2,170.8,170.0,172.0,169.7,1.2,3,171.1,170.0,169.5,172.6,1.6
59,Strongly agree,Instructor 3,99.9,97.0,101.1,98.7,1.2,3,98.7,97.0,97.1,100.2,1.6
60,Strongly disagree,Instructor 1,20.5,19.0,21.5,19.6,0.9,4,20.2,19.0,19.1,21.4,1.2
61,Strongly disagree,Instructor 2,8.1,9.0,9.1,7.2,0.9,4,10.1,9.0,9.0,11.3,1.2
62,Strongly disagree,Instructor 3,34.6,34.0,35.5,33.6,0.9,4,34.7,34.0,33.5,35.9,1.2
63,Disagree,Instructor 1,31.4,36.0,32.3,30.4,0.9,4,30.3,36.0,29.1,31.5,1.2
64,Disagree,Instructor 2,23.3,24.0,24.2,22.3,0.9,4,22.7,24.0,21.5,23.9,1.2
65,Disagree,Instructor 3,22.0,24.0,23.0,21.1,0.9,4,23.5,24.0,22.3,24.7,1.2
66,Neither agree nor disagree,Instructor 1,23.2,25.0,24.1,22.2,0.9,4,24.3,25.0,23.1,25.5,1.2
67,Neither agree nor disagree,Instructor 2,61.2,61.0,62.2,60.3,0.9,4,61.1,61.0,59.9,62.3,1.2
68,Neither agree nor disagree,Instructor 3,87.4,88.0,88.3,86.4,0.9,4,86.8,88.0,85.6,87.9,1.2
69,Agree,Instructor 1,51.3,52.0,52.2,50.3,0.9,4,52.1,52.0,50.9,53.3,1.2
70,Agree,Instructor 2,105.8,106.0,106.8,104.9,0.9,4,106.8,106.0,105.6,108.0,1.2
71,Agree,Instructor 3,77.5,78.0,78.4,76.5,0.9,4,77.4,78.0,76.2,78.6,1.2
72,Strongly agree,Instructor 1,179.6,177.0,180.6,178.7,0.9,4,177.6,177.0,176.4,178.8,1.2
73,Strongly agree,Instructor 2,171.4,170.0,172.4,170.5,0.9,4,170.8,170.0,169.7,172.0,1.2
74,Strongly agree,Instructor 3,99.6,97.0,100.6,98.7,0.9,4,99.9,97.0,98.7,101.1,1.2
75,Strongly disagree,Instructor 1,20.2,19.0,21.0,19.4,0.8,5,20.5,19.0,19.6,21.5,0.9
76,Strongly disagree,Instructor 2,8.1,9.0,8.9,7.3,0.8,5,8.1,9.0,7.2,9.1,0.9
77,Strongly disagree,Instructor 3,34.2,34.0,35.0,33.4,0.8,5,34.6,34.0,33.6,35.5,0.9
78,Disagree,Instructor 1,32.6,36.0,33.4,31.8,0.8,5,31.4,36.0,30.4,32.3,0.9
79,Disagree,Instructor 2,23.7,24.0,24.5,22.9,0.8,5,23.3,24.0,22.3,24.2,0.9
80,Disagree,Instructor 3,22.8,24.0,23.5,22.0,0.8,5,22.0,24.0,21.1,23.0,0.9
81,Neither agree nor disagree,Instructor 1,23.9,25.0,24.7,23.2,0.8,5,23.2,25.0,22.2,24.1,0.9
82,Neither agree nor disagree,Instructor 2,61.5,61.0,62.3,60.8,0.8,5,61.2,61.0,60.3,62.2,0.9
83,Neither agree nor disagree,Instructor 3,87.0,88.0,87.8,86.3,0.8,5,87.4,88.0,86.4,88.3,0.9
84,Agree,Instructor 1,51.2,52.0,52.0,50.4,0.8,5,51.3,52.0,50.3,52.2,0.9
85,Agree,Instructor 2,106.8,106.0,107.5,106.0,0.8,5,105.8,106.0,104.9,106.8,0.9
86,Agree,Instructor 3,78.6,78.0,79.4,77.8,0.8,5,77.5,78.0,76.5,78.4,0.9
87,Strongly agree,Instructor 1,179.3,177.0,180.1,178.6,0.8,5,179.6,177.0,178.7,180.6,0.9
88,Strongly agree,Instructor 2,170.5,170.0,171.3,169.7,0.8,5,171.4,170.0,170.5,172.4,0.9
89,Strongly agree,Instructor 3,98.5,97.0,99.3,97.7,0.8,5,99.6,97.0,98.7,100.6,0.9
90,Strongly disagree,Instructor 1,20.2,19.0,20.9,19.6,0.7,6,20.2,19.0,19.4,21.0,0.8
91,Strongly disagree,Instructor 2,8.0,9.0,8.7,7.3,0.7,6,8.1,9.0,7.3,8.9,0.8
92,Strongly disagree,Instructor 3,34.2,34.0,34.8,33.5,0.7,6,34.2,34.0,33.4,35.0,0.8
93,Disagree,Instructor 1,32.9,36.0,33.5,32.2,0.7,6,32.6,36.0,31.8,33.4,0.8
94,Disagree,Instructor 2,22.9,24.0,23.6,22.2,0.7,6,23.7,24.0,22.9,24.5,0.8
95,Disagree,Instructor 3,22.6,24.0,23.3,21.9,0.7,6,22.8,24.0,22.0,23.5,0.8
96,Neither agree nor disagree,Instructor 1,23.7,25.0,24.4,23.0,0.7,6,23.9,25.0,23.2,24.7,0.8
97,Neither agree nor disagree,Instructor 2,60.5,61.0,61.1,59.8,0.7,6,61.5,61.0,60.8,62.3,0.8
98,Neither agree nor disagree,Instructor 3,87.6,88.0,88.2,86.9,0.7,6,87.0,88.0,86.3,87.8,0.8
99,Agree,Instructor 1,51.3,52.0,52.0,50.6,0.7,6,51.2,52.0,50.4,52.0,0.8
100,Agree,Instructor 2,107.1,106.0,107.8,106.4,0.7,6,106.8,106.0,106.0,107.5,0.8
101,Agree,Instructor 3,78.3,78.0,79.0,77.7,0.7,6,78.6,78.0,77.8,79.4,0.8
102,Strongly agree,Instructor 1,178.6,177.0,179.2,177.9,0.7,6,179.3,177.0,178.6,180.1,0.8
103,Strongly agree,Instructor 2,170.2,170.0,170.9,169.6,0.7,6,170.5,170.0,169.7,171.3,0.8
104,Strongly agree,Instructor 3,98.5,97.0,99.2,97.8,0.7,6,98.5,97.0,97.7,99.3,0.8
