,attendance,difficulty,noisy_count,true_count,plus_error,minus_error,error,nth_remeasure,noisy_count_prev,true_count_prev,minus_error_prev,plus_error_prev,error_prev
27,0,3,35.4,34.0,37.8,33.0,2.4,1,35.9,34.0,31.2,40.7,4.7
28,0,4,17.4,22.0,19.7,15.0,2.4,1,11.5,22.0,6.8,16.2,4.7
29,0,5,21.1,23.0,23.5,18.7,2.4,1,20.0,23.0,15.3,24.8,4.7
30,1,1,16.8,16.0,19.1,14.4,2.4,1,14.3,16.0,9.6,19.0,4.7
31,1,2,30.0,29.0,32.4,27.7,2.4,1,30.3,29.0,25.6,35.0,4.7
32,1,3,63.8,62.0,66.2,61.5,2.4,1,60.4,62.0,55.7,65.1,4.7
33,1,4,43.3,43.0,45.6,40.9,2.4,1,43.6,43.0,38.9,48.3,4.7
34,1,5,22.5,24.0,24.9,20.1,2.4,1,17.4,24.0,12.7,22.1,4.7
35,2,1,7.2,8.0,9.6,4.9,2.4,1,3.6,8.0,-1.1,8.3,4.7
36,2,2,17.8,17.0,20.1,15.4,2.4,1,13.6,17.0,8.8,18.3,4.7
37,2,3,61.8,61.0,64.2,59.5,2.4,1,61.0,61.0,56.3,65.7,4.7
38,2,4,40.0,38.0,42.4,37.6,2.4,1,42.3,38.0,37.6,47.0,4.7
39,2,5,20.4,20.0,22.8,18.0,2.4,1,22.4,20.0,17.7,27.1,4.7
40,3,1,14.1,15.0,16.4,11.7,2.4,1,17.4,15.0,12.7,22.2,4.7
41,3,2,15.2,16.0,17.6,12.8,2.4,1,15.1,16.0,10.4,19.8,4.7
42,3,3,99.4,101.0,101.7,97.0,2.4,1,100.3,101.0,95.6,105.0,4.7
43,3,4,72.3,71.0,74.6,69.9,2.4,1,72.9,71.0,68.1,77.6,4.7
44,3,5,32.4,31.0,34.8,30.1,2.4,1,29.0,31.0,24.2,33.7,4.7
45,4,1,16.5,12.0,18.8,14.1,2.4,1,17.8,12.0,13.1,22.5,4.7
46,4,2,17.7,15.0,20.1,15.4,2.4,1,17.5,15.0,12.7,22.2,4.7
47,4,3,44.7,44.0,47.1,42.4,2.4,1,44.1,44.0,39.4,48.8,4.7
48,4,4,45.0,48.0,47.3,42.6,2.4,1,44.4,48.0,39.6,49.1,4.7
49,4,5,29.8,29.0,32.2,27.5,2.4,1,27.3,29.0,22.6,32.0,4.7
50,0,1,205.1,205.0,206.7,203.5,1.6,2,203.1,205.0,200.8,205.5,2.4
51,0,2,14.3,16.0,15.9,12.8,1.6,2,14.0,16.0,11.7,16.4,2.4
52,0,3,34.6,34.0,36.2,33.1,1.6,2,35.4,34.0,33.0,37.8,2.4
53,0,4,16.1,22.0,17.7,14.6,1.6,2,17.4,22.0,15.0,19.7,2.4
54,0,5,22.1,23.0,23.6,20.5,1.6,2,21.1,23.0,18.7,23.5,2.4
55,1,1,18.3,16.0,19.8,16.7,1.6,2,16.8,16.0,14.4,19.1,2.4
56,1,2,28.6,29.0,30.2,27.1,1.6,2,30.0,29.0,27.7,32.4,2.4
57,1,3,64.6,62.0,66.2,63.1,1.6,2,63.8,62.0,61.5,66.2,2.4
58,1,4,42.0,43.0,43.6,40.5,1.6,2,43.3,43.0,40.9,45.6,2.4
59,1,5,22.7,24.0,24.2,21.1,1.6,2,22.5,24.0,20.1,24.9,2.4
60,2,1,7.7,8.0,9.2,6.1,1.6,2,7.2,8.0,4.9,9.6,2.4
61,2,2,17.5,17.0,19.1,16.0,1.6,2,17.8,17.0,15.4,20.1,2.4
62,2,3,61.6,61.0,63.2,60.0,1.6,2,61.8,61.0,59.5,64.2,2.4
63,2,4,39.4,38.0,41.0,37.8,1.6,2,40.0,38.0,37.6,42.4,2.4
64,2,5,22.5,20.0,24.1,20.9,1.6,2,20.4,20.0,18.0,22.8,2.4
65,3,1,13.4,15.0,15.0,11.9,1.6,2,14.1,15.0,11.7,16.4,2.4
66,3,2,16.6,16.0,18.1,15.0,1.6,2,15.2,16.0,12.8,17.6,2.4
67,3,3,99.4,101.0,100.9,97.8,1.6,2,99.4,101.0,97.0,101.7,2.4
68,3,4,72.3,71.0,73.9,70.7,1.6,2,72.3,71.0,69.9,74.6,2.4
69,3,5,34.1,31.0,35.6,32.5,1.6,2,32.4,31.0,30.1,34.8,2.4
70,4,1,15.9,12.0,17.5,14.3,1.6,2,16.5,12.0,14.1,18.8,2.4
71,4,2,13.9,15.0,15.4,12.3,1.6,2,17.7,15.0,15.4,20.1,2.4
72,4,3,44.5,44.0,46.1,42.9,1.6,2,44.7,44.0,42.4,47.1,2.4
73,4,4,45.8,48.0,47.4,44.3,1.6,2,45.0,48.0,42.6,47.3,2.4
74,4,5,30.1,29.0,31.7,28.5,1.6,2,29.8,29.0,27.5,32.2,2.4
75,0,1,204.1,205.0,205.2,202.9,1.2,3,205.1,205.0,203.5,206.7,1.6
76,0,2,14.7,16.0,15.9,13.5,1.2,3,14.3,16.0,12.8,15.9,1.6
77,0,3,37.2,34.0,38.3,36.0,1.2,3,34.6,34.0,33.1,36.2,1.6
78,0,4,18.6,22.0,19.8,17.4,1.2,3,16.1,22.0,14.6,17.7,1.6
79,0,5,22.7,23.0,23.9,21.5,1.2,3,22.1,23.0,20.5,23.6,1.6
80,1,1,19.2,16.0,20.4,18.0,1.2,3,18.3,16.0,16.7,19.8,1.6
81,1,2,29.3,29.0,30.4,28.1,1.2,3,28.6,29.0,27.1,30.2,1.6
82,1,3,59.4,62.0,60.6,58.2,1.2,3,64.6,62.0,63.1,66.2,1.6
83,1,4,42.6,43.0,43.8,41.4,1.2,3,42.0,43.0,40.5,43.6,1.6
84,1,5,23.1,24.0,24.3,22.0,1.2,3,22.7,24.0,21.1,24.2,1.6
85,2,1,7.6,8.0,8.8,6.4,1.2,3,7.7,8.0,6.1,9.2,1.6
86,2,2,17.1,17.0,18.3,16.0,1.2,3,17.5,17.0,16.0,19.1,1.6
87,2,3,61.0,61.0,62.2,59.8,1.2,3,61.6,61.0,60.0,63.2,1.6
88,2,4,39.7,38.0,40.9,38.5,1.2,3,39.4,38.0,37.8,41.0,1.6
89,2,5,22.3,20.0,23.5,21.2,1.2,3,22.5,20.0,20.9,24.1,1.6
90,3,1,14.4,15.0,15.6,13.3,1.2,3,13.4,15.0,11.9,15.0,1.6
91,3,2,17.1,16.0,18.3,16.0,1.2,3,16.6,16.0,15.0,18.1,1.6
92,3,3,100.3,101.0,101.5,99.1,1.2,3,99.4,101.0,97.8,100.9,1.6
93,3,4,71.3,71.0,72.5,70.2,1.2,3,72.3,71.0,70.7,73.9,1.6
94,3,5,32.9,31.0,34.1,31.8,1.2,3,34.1,31.0,32.5,35.6,1.6
95,4,1,16.3,12.0,17.4,15.1,1.2,3,15.9,12.0,14.3,17.5,1.6
96,4,2,15.7,15.0,16.9,14.6,1.2,3,13.9,15.0,12.3,15.4,1.6
97,4,3,44.6,44.0,45.8,43.4,1.2,3,44.5,44.0,42.9,46.1,1.6
98,4,4,45.3,48.0,46.5,44.1,1.2,3,45.8,48.0,44.3,47.4,1.6
99,4,5,28.7,29.0,29.9,27.6,1.2,3,30.1,29.0,28.5,31.7,1.6
100,0,1,204.5,205.0,205.5,203.6,0.9,4,204.1,205.0,202.9,205.2,1.2
101,0,2,14.6,16.0,15.6,13.7,0.9,4,14.7,16.0,13.5,15.9,1.2
102,0,3,36.6,34.0,37.5,35.6,0.9,4,37.2,34.0,36.0,38.3,1.2
103,0,4,19.0,22.0,19.9,18.0,0.9,4,18.6,22.0,17.4,19.8,1.2
104,0,5,21.6,23.0,22.6,20.7,0.9,4,22.7,23.0,21.5,23.9,1.2
105,1,1,18.1,16.0,19.0,17.2,0.9,4,19.2,16.0,18.0,20.4,1.2
106,1,2,28.7,29.0,29.6,27.7,0.9,4,29.3,29.0,28.1,30.4,1.2
107,1,3,58.5,62.0,59.5,57.6,0.9,4,59.4,62.0,58.2,60.6,1.2
108,1,4,43.2,43.0,44.2,42.3,0.9,4,42.6,43.0,41.4,43.8,1.2
109,1,5,23.3,24.0,24.3,22.4,0.9,4,23.1,24.0,22.0,24.3,1.2
110,2,1,8.3,8.0,9.3,7.4,0.9,4,7.6,8.0,6.4,8.8,1.2
111,2,2,16.8,17.0,17.8,15.9,0.9,4,17.1,17.0,16.0,18.3,1.2
112,2,3,60.4,61.0,61.3,59.4,0.9,4,61.0,61.0,59.8,62.2,1.2
113,2,4,39.1,38.0,40.0,38.2,0.9,4,39.7,38.0,38.5,40.9,1.2
114,2,5,22.1,20.0,23.1,21.2,0.9,4,22.3,20.0,21.2,23.5,1.2
115,3,1,14.1,15.0,15.1,13.2,0.9,4,14.4,15.0,13.3,15.6,1.2
116,3,2,17.9,16.0,18.8,16.9,0.9,4,17.1,16.0,16.0,18.3,1.2
117,3,3,100.5,101.0,101.4,99.6,0.9,4,100.3,101.0,99.1,101.5,1.2
118,3,4,71.7,71.0,72.7,70.8,0.9,4,71.3,71.0,70.2,72.5,1.2
119,3,5,33.6,31.0,34.6,32.7,0.9,4,32.9,31.0,31.8,34.1,1.2
120,4,1,15.4,12.0,16.4,14.5,0.9,4,16.3,12.0,15.1,17.4,1.2
121,4,2,14.7,15.0,15.6,13.8,0.9,4,15.7,15.0,14.6,16.9,1.2
122,4,3,46.2,44.0,47.1,45.3,0.9,4,44.6,44.0,43.4,45.8,1.2
123,4,4,46.5,48.0,47.5,45.6,0.9,4,45.3,48.0,44.1,46.5,1.2
124,4,5,29.0,29.0,30.0,28.1,0.9,4,28.7,29.0,27.6,29.9,1.2
125,0,1,206.3,205.0,207.1,205.5,0.8,5,204.5,205.0,203.6,205.5,0.9
126,0,2,15.2,16.0,15.9,14.4,0.8,5,14.6,16.0,13.7,15.6,0.9
127,0,3,35.9,34.0,36.6,35.1,0.8,5,36.6,34.0,35.6,37.5,0.9
128,0,4,21.0,22.0,21.8,20.2,0.8,5,19.0,22.0,18.0,19.9,0.9
129,0,5,21.7,23.0,22.5,20.9,0.8,5,21.6,23.0,20.7,22.6,0.9
130,1,1,17.0,16.0,17.8,16.2,0.8,5,18.1,16.0,17.2,19.0,0.9
131,1,2,29.9,29.0,30.6,29.1,0.8,5,28.7,29.0,27.7,29.6,0.9
132,1,3,59.5,62.0,60.3,58.7,0.8,5,58.5,62.0,57.6,59.5,0.9
133,1,4,41.9,43.0,42.7,41.1,0.8,5,43.2,43.0,42.3,44.2,0.9
134,1,5,23.6,24.0,24.4,22.9,0.8,5,23.3,24.0,22.4,24.3,0.9
135,2,1,8.3,8.0,9.1,7.5,0.8,5,8.3,8.0,7.4,9.3,0.9
136,2,2,16.9,17.0,17.7,16.1,0.8,5,16.8,17.0,15.9,17.8,0.9
137,2,3,59.6,61.0,60.4,58.8,0.8,5,60.4,61.0,59.4,61.3,0.9
138,2,4,39.5,38.0,40.3,38.7,0.8,5,39.1,38.0,38.2,40.0,0.9
139,2,5,23.2,20.0,24.0,22.4,0.8,5,22.1,20.0,21.2,23.1,0.9
140,3,1,14.2,15.0,14.9,13.4,0.8,5,14.1,15.0,13.2,15.1,0.9
141,3,2,17.8,16.0,18.5,17.0,0.8,5,17.9,16.0,16.9,18.8,0.9
142,3,3,100.5,101.0,101.2,99.7,0.8,5,100.5,101.0,99.6,101.4,0.9
143,3,4,71.7,71.0,72.5,70.9,0.8,5,71.7,71.0,70.8,72.7,0.9
144,3,5,33.1,31.0,33.9,32.3,0.8,5,33.6,31.0,32.7,34.6,0.9
145,4,1,15.6,12.0,16.3,14.8,0.8,5,15.4,12.0,14.5,16.4,0.9
146,4,2,14.6,15.0,15.4,13.8,0.8,5,14.7,15.0,13.8,15.6,0.9
147,4,3,45.0,44.0,45.7,44.2,0.8,5,46.2,44.0,45.3,47.1,0.9
148,4,4,45.3,48.0,46.1,44.5,0.8,5,46.5,48.0,45.6,47.5,0.9
149,4,5,29.0,29.0,29.8,28.2,0.8,5,29.0,29.0,28.1,30.0,0.9
150,0,1,206.7,205.0,207.4,206.0,0.7,6,206.3,205.0,205.5,207.1,0.8
151,0,2,15.7,16.0,16.4,15.0,0.7,6,15.2,16.0,14.4,15.9,0.8
152,0,3,35.2,34.0,35.9,34.5,0.7,6,35.9,34.0,35.1,36.6,0.8
153,0,4,21.2,22.0,21.9,20.5,0.7,6,21.0,22.0,20.2,21.8,0.8
154,0,5,21.9,23.0,22.6,21.3,0.7,6,21.7,23.0,20.9,22.5,0.8
155,1,1,16.7,16.0,17.4,16.0,0.7,6,17.0,16.0,16.2,17.8,0.8
156,1,2,29.4,29.0,30.1,28.8,0.7,6,29.9,29.0,29.1,30.6,0.8
157,1,3,59.1,62.0,59.7,58.4,0.7,6,59.5,62.0,58.7,60.3,0.8
158,1,4,42.4,43.0,43.0,41.7,0.7,6,41.9,43.0,41.1,42.7,0.8
159,1,5,24.0,24.0,24.7,23.3,0.7,6,23.6,24.0,22.9,24.4,0.8
160,2,1,7.9,8.0,8.6,7.2,0.7,6,8.3,8.0,7.5,9.1,0.8
161,2,2,16.6,17.0,17.3,15.9,0.7,6,16.9,17.0,16.1,17.7,0.8
162,2,3,60.2,61.0,60.9,59.6,0.7,6,59.6,61.0,58.8,60.4,0.8
163,2,4,39.3,38.0,39.9,38.6,0.7,6,39.5,38.0,38.7,40.3,0.8
164,2,5,22.7,20.0,23.4,22.1,0.7,6,23.2,20.0,22.4,24.0,0.8
165,3,1,14.4,15.0,15.1,13.7,0.7,6,14.2,15.0,13.4,14.9,0.8
166,3,2,18.2,16.0,18.8,17.5,0.7,6,17.8,16.0,17.0,18.5,0.8
167,3,3,102.6,101.0,103.3,101.9,0.7,6,100.5,101.0,99.7,101.2,0.8
168,3,4,70.2,71.0,70.9,69.5,0.7,6,71.7,71.0,70.9,72.5,0.8
169,3,5,32.8,31.0,33.5,32.1,0.7,6,33.1,31.0,32.3,33.9,0.8
170,4,1,15.6,12.0,16.3,14.9,0.7,6,15.6,12.0,14.8,16.3,0.8
171,4,2,14.8,15.0,15.5,14.1,0.7,6,14.6,15.0,13.8,15.4,0.8
172,4,3,44.7,44.0,45.4,44.0,0.7,6,45.0,44.0,44.2,45.7,0.8
173,4,4,45.5,48.0,46.1,44.8,0.7,6,45.3,48.0,44.5,46.1,0.8
174,4,5,28.0,29.0,28.7,27.3,0.7,6,29.0,29.0,28.2,29.8,0.8
