,race,time_in_hospital,noisy_count,true_count,plus_error,minus_error,error,nth_remeasure,noisy_count_prev,true_count_prev,minus_error_prev,plus_error_prev,error_prev
28,Other,1-2,5.9,4.0,10.6,1.2,4.7,0,,,,,
29,Other,3-4,5.8,5.0,10.5,1.0,4.7,0,,,,,
30,Other,5-6,2.4,2.0,7.1,-2.3,4.7,0,,,,,
31,Other,7-8,11.6,4.0,16.3,6.9,4.7,0,,,,,
32,Other,9-10,12.1,0.0,16.8,7.4,4.7,0,,,,,
33,Other,11-12,-0.3,1.0,4.4,-5.0,4.7,0,,,,,
34,Other,13-14,-2.4,0.0,2.3,-7.2,4.7,0,,,,,
35,African American,1-2,60.8,61.0,63.1,58.4,2.4,1,57.6,61.0,52.9,62.3,4.7
36,African American,3-4,57.8,63.0,60.2,55.5,2.4,1,52.2,63.0,47.5,56.9,4.7
37,African American,5-6,35.3,35.0,37.7,33.0,2.4,1,34.7,35.0,30.0,39.5,4.7
38,African American,7-8,17.5,17.0,19.8,15.1,2.4,1,19.0,17.0,14.3,23.7,4.7
39,African American,9-10,9.9,12.0,12.3,7.5,2.4,1,11.4,12.0,6.7,16.1,4.7
40,African American,11-12,9.7,10.0,12.1,7.4,2.4,1,9.9,10.0,5.2,14.6,4.7
41,African American,13-14,-1.1,4.0,1.3,-3.4,2.4,1,-8.2,4.0,-12.9,-3.5,4.7
42,Asian,1-2,1.3,3.0,3.6,-1.1,2.4,1,10.2,3.0,5.5,14.9,4.7
43,Asian,3-4,7.3,4.0,9.7,5.0,2.4,1,8.0,4.0,3.3,12.7,4.7
44,Asian,5-6,0.2,0.0,2.5,-2.2,2.4,1,2.1,0.0,-2.7,6.8,4.7
45,Asian,7-8,-1.7,0.0,0.7,-4.0,2.4,1,-5.1,0.0,-9.8,-0.4,4.7
46,Asian,9-10,3.6,0.0,6.0,1.3,2.4,1,5.2,0.0,0.5,9.9,4.7
47,Asian,11-12,5.4,0.0,7.8,3.1,2.4,1,4.2,0.0,-0.5,8.9,4.7
48,Asian,13-14,-2.2,0.0,0.1,-4.6,2.4,1,-3.7,0.0,-8.4,1.0,4.7
49,Caucasian,1-2,231.3,235.0,233.6,228.9,2.4,1,224.4,235.0,219.6,229.1,4.7
50,Caucasian,3-4,233.8,235.0,236.2,231.5,2.4,1,230.2,235.0,225.4,234.9,4.7
51,Caucasian,5-6,123.8,124.0,126.2,121.5,2.4,1,122.5,124.0,117.8,127.2,4.7
52,Caucasian,7-8,70.7,71.0,73.1,68.3,2.4,1,67.2,71.0,62.4,71.9,4.7
53,Caucasian,9-10,51.8,50.0,54.1,49.4,2.4,1,52.4,50.0,47.7,57.1,4.7
54,Caucasian,11-12,34.8,29.0,37.2,32.4,2.4,1,32.4,29.0,27.7,37.1,4.7
55,Caucasian,13-14,10.7,12.0,13.1,8.3,2.4,1,10.8,12.0,6.0,15.5,4.7
56,Hispanic,1-2,7.3,6.0,9.7,5.0,2.4,1,1.0,6.0,-3.7,5.7,4.7
57,Hispanic,3-4,4.4,8.0,6.7,2.0,2.4,1,2.1,8.0,-2.7,6.8,4.7
58,Hispanic,5-6,5.3,4.0,7.7,3.0,2.4,1,5.8,4.0,1.1,10.6,4.7
59,Hispanic,7-8,-0.2,0.0,2.2,-2.5,2.4,1,0.7,0.0,-4.0,5.5,4.7
60,Hispanic,9-10,-2.8,1.0,-0.4,-5.1,2.4,1,-6.3,1.0,-11.0,-1.6,4.7
61,Hispanic,11-12,-3.2,0.0,-0.9,-5.6,2.4,1,-0.1,0.0,-4.9,4.6,4.7
62,Hispanic,13-14,-5.8,0.0,-3.4,-8.1,2.4,1,-0.7,0.0,-5.4,4.0,4.7
63,Other,1-2,4.8,4.0,7.1,2.4,2.4,1,5.9,4.0,1.2,10.6,4.7
64,Other,3-4,5.9,5.0,8.2,3.5,2.4,1,5.8,5.0,1.0,10.5,4.7
65,Other,5-6,3.3,2.0,5.6,0.9,2.4,1,2.4,2.0,-2.3,7.1,4.7
66,Other,7-8,7.5,4.0,9.9,5.2,2.4,1,11.6,4.0,6.9,16.3,4.7
67,Other,9-10,5.5,0.0,7.9,3.2,2.4,1,12.1,0.0,7.4,16.8,4.7
68,Other,11-12,-1.5,1.0,0.9,-3.8,2.4,1,-0.3,1.0,-5.0,4.4,4.7
69,Other,13-14,0.3,0.0,2.6,-2.1,2.4,1,-2.4,0.0,-7.2,2.3,4.7
70,African American,1-2,60.3,61.0,61.9,58.8,1.6,2,60.8,61.0,58.4,63.1,2.4
71,African American,3-4,59.7,63.0,61.3,58.1,1.6,2,57.8,63.0,55.5,60.2,2.4
72,African American,5-6,35.6,35.0,37.2,34.1,1.6,2,35.3,35.0,33.0,37.7,2.4
73,African American,7-8,17.5,17.0,19.1,15.9,1.6,2,17.5,17.0,15.1,19.8,2.4
74,African American,9-10,10.1,12.0,11.7,8.5,1.6,2,9.9,12.0,7.5,12.3,2.4
75,African American,11-12,8.9,10.0,10.5,7.3,1.6,2,9.7,10.0,7.4,12.1,2.4
76,African American,13-14,1.9,4.0,3.5,0.4,1.6,2,-1.1,4.0,-3.4,1.3,2.4
77,Asian,1-2,1.7,3.0,3.3,0.1,1.6,2,1.3,3.0,-1.1,3.6,2.4
78,Asian,3-4,4.3,4.0,5.9,2.7,1.6,2,7.3,4.0,5.0,9.7,2.4
79,Asian,5-6,-0.4,0.0,1.1,-2.0,1.6,2,0.2,0.0,-2.2,2.5,2.4
80,Asian,7-8,-3.1,0.0,-1.5,-4.7,1.6,2,-1.7,0.0,-4.0,0.7,2.4
81,Asian,9-10,2.0,0.0,3.6,0.4,1.6,2,3.6,0.0,1.3,6.0,2.4
82,Asian,11-12,4.2,0.0,5.8,2.7,1.6,2,5.4,0.0,3.1,7.8,2.4
83,Asian,13-14,1.8,0.0,3.4,0.2,1.6,2,-2.2,0.0,-4.6,0.1,2.4
84,Caucasian,1-2,231.8,235.0,233.4,230.2,1.6,2,231.3,235.0,228.9,233.6,2.4
85,Caucasian,3-4,234.6,235.0,236.2,233.1,1.6,2,233.8,235.0,231.5,236.2,2.4
86,Caucasian,5-6,124.2,124.0,125.8,122.7,1.6,2,123.8,124.0,121.5,126.2,2.4
87,Caucasian,7-8,72.0,71.0,73.5,70.4,1.6,2,70.7,71.0,68.3,73.1,2.4
88,Caucasian,9-10,51.3,50.0,52.8,49.7,1.6,2,51.8,50.0,49.4,54.1,2.4
89,Caucasian,11-12,34.8,29.0,36.4,33.2,1.6,2,34.8,29.0,32.4,37.2,2.4
90,Caucasian,13-14,10.9,12.0,12.5,9.4,1.6,2,10.7,12.0,8.3,13.1,2.4
91,Hispanic,1-2,6.9,6.0,8.5,5.4,1.6,2,7.3,6.0,5.0,9.7,2.4
92,Hispanic,3-4,7.6,8.0,9.2,6.1,1.6,2,4.4,8.0,2.0,6.7,2.4
93,Hispanic,5-6,5.6,4.0,7.1,4.0,1.6,2,5.3,4.0,3.0,7.7,2.4
94,Hispanic,7-8,-0.1,0.0,1.5,-1.7,1.6,2,-0.2,0.0,-2.5,2.2,2.4
95,Hispanic,9-10,-1.5,1.0,0.0,-3.1,1.6,2,-2.8,1.0,-5.1,-0.4,2.4
96,Hispanic,11-12,-1.8,0.0,-0.2,-3.3,1.6,2,-3.2,0.0,-5.6,-0.9,2.4
97,Hispanic,13-14,-4.0,0.0,-2.4,-5.6,1.6,2,-5.8,0.0,-8.1,-3.4,2.4
98,Other,1-2,7.7,4.0,9.3,6.1,1.6,2,4.8,4.0,2.4,7.1,2.4
99,Other,3-4,7.8,5.0,9.4,6.2,1.6,2,5.9,5.0,3.5,8.2,2.4
100,Other,5-6,4.1,2.0,5.7,2.5,1.6,2,3.3,2.0,0.9,5.6,2.4
101,Other,7-8,4.8,4.0,6.4,3.2,1.6,2,7.5,4.0,5.2,9.9,2.4
102,Other,9-10,3.8,0.0,5.4,2.2,1.6,2,5.5,0.0,3.2,7.9,2.4
103,Other,11-12,-1.0,1.0,0.6,-2.6,1.6,2,-1.5,1.0,-3.8,0.9,2.4
104,Other,13-14,2.1,0.0,3.7,0.5,1.6,2,0.3,0.0,-2.1,2.6,2.4
105,African American,1-2,61.0,61.0,62.1,59.8,1.2,3,60.3,61.0,58.8,61.9,1.6
106,African American,3-4,60.6,63.0,61.7,59.4,1.2,3,59.7,63.0,58.1,61.3,1.6
107,African American,5-6,35.5,35.0,36.7,34.3,1.2,3,35.6,35.0,34.1,37.2,1.6
108,African American,7-8,16.3,17.0,17.5,15.1,1.2,3,17.5,17.0,15.9,19.1,1.6
109,African American,9-10,9.5,12.0,10.7,8.4,1.2,3,10.1,12.0,8.5,11.7,1.6
110,African American,11-12,10.8,10.0,12.0,9.6,1.2,3,8.9,10.0,7.3,10.5,1.6
111,African American,13-14,4.5,4.0,5.6,3.3,1.2,3,1.9,4.0,0.4,3.5,1.6
112,Asian,1-2,1.8,3.0,2.9,0.6,1.2,3,1.7,3.0,0.1,3.3,1.6
113,Asian,3-4,2.3,4.0,3.4,1.1,1.2,3,4.3,4.0,2.7,5.9,1.6
114,Asian,5-6,-0.2,0.0,0.9,-1.4,1.2,3,-0.4,0.0,-2.0,1.1,1.6
115,Asian,7-8,-1.8,0.0,-0.6,-3.0,1.2,3,-3.1,0.0,-4.7,-1.5,1.6
116,Asian,9-10,1.8,0.0,3.0,0.6,1.2,3,2.0,0.0,0.4,3.6,1.6
117,Asian,11-12,1.3,0.0,2.5,0.1,1.2,3,4.2,0.0,2.7,5.8,1.6
118,Asian,13-14,0.7,0.0,1.9,-0.5,1.2,3,1.8,0.0,0.2,3.4,1.6
119,Caucasian,1-2,230.8,235.0,232.0,229.6,1.2,3,231.8,235.0,230.2,233.4,1.6
120,Caucasian,3-4,235.7,235.0,236.9,234.5,1.2,3,234.6,235.0,233.1,236.2,1.6
121,Caucasian,5-6,127.4,124.0,128.5,126.2,1.2,3,124.2,124.0,122.7,125.8,1.6
122,Caucasian,7-8,71.1,71.0,72.3,70.0,1.2,3,72.0,71.0,70.4,73.5,1.6
123,Caucasian,9-10,49.1,50.0,50.3,47.9,1.2,3,51.3,50.0,49.7,52.8,1.6
124,Caucasian,11-12,36.0,29.0,37.2,34.8,1.2,3,34.8,29.0,33.2,36.4,1.6
125,Caucasian,13-14,11.8,12.0,13.0,10.7,1.2,3,10.9,12.0,9.4,12.5,1.6
126,Hispanic,1-2,6.7,6.0,7.8,5.5,1.2,3,6.9,6.0,5.4,8.5,1.6
127,Hispanic,3-4,9.2,8.0,10.4,8.0,1.2,3,7.6,8.0,6.1,9.2,1.6
128,Hispanic,5-6,4.9,4.0,6.1,3.7,1.2,3,5.6,4.0,4.0,7.1,1.6
129,Hispanic,7-8,-2.0,0.0,-0.8,-3.1,1.2,3,-0.1,0.0,-1.7,1.5,1.6
130,Hispanic,9-10,-0.7,1.0,0.5,-1.9,1.2,3,-1.5,1.0,-3.1,0.0,1.6
131,Hispanic,11-12,-1.7,0.0,-0.5,-2.9,1.2,3,-1.8,0.0,-3.3,-0.2,1.6
132,Hispanic,13-14,-2.6,0.0,-1.4,-3.8,1.2,3,-4.0,0.0,-5.6,-2.4,1.6
133,Other,1-2,6.5,4.0,7.7,5.3,1.2,3,7.7,4.0,6.1,9.3,1.6
134,Other,3-4,6.5,5.0,7.7,5.3,1.2,3,7.8,5.0,6.2,9.4,1.6
135,Other,5-6,1.7,2.0,2.9,0.5,1.2,3,4.1,2.0,2.5,5.7,1.6
136,Other,7-8,5.5,4.0,6.7,4.3,1.2,3,4.8,4.0,3.2,6.4,1.6
137,Other,9-10,1.3,0.0,2.5,0.1,1.2,3,3.8,0.0,2.2,5.4,1.6
138,Other,11-12,1.5,1.0,2.6,0.3,1.2,3,-1.0,1.0,-2.6,0.6,1.6
139,Other,13-14,2.0,0.0,3.2,0.8,1.2,3,2.1,0.0,0.5,3.7,1.6
140,African American,1-2,61.3,61.0,62.2,60.3,0.9,4,61.0,61.0,59.8,62.1,1.2
141,African American,3-4,60.6,63.0,61.5,59.6,0.9,4,60.6,63.0,59.4,61.7,1.2
142,African American,5-6,35.9,35.0,36.8,34.9,0.9,4,35.5,35.0,34.3,36.7,1.2
143,African American,7-8,17.4,17.0,18.3,16.4,0.9,4,16.3,17.0,15.1,17.5,1.2
144,African American,9-10,9.7,12.0,10.7,8.8,0.9,4,9.5,12.0,8.4,10.7,1.2
145,African American,11-12,10.3,10.0,11.2,9.4,0.9,4,10.8,10.0,9.6,12.0,1.2
146,African American,13-14,2.4,4.0,3.4,1.5,0.9,4,4.5,4.0,3.3,5.6,1.2
147,Asian,1-2,0.6,3.0,1.6,-0.3,0.9,4,1.8,3.0,0.6,2.9,1.2
148,Asian,3-4,2.7,4.0,3.7,1.8,0.9,4,2.3,4.0,1.1,3.4,1.2
149,Asian,5-6,0.1,0.0,1.1,-0.8,0.9,4,-0.2,0.0,-1.4,0.9,1.2
150,Asian,7-8,-1.3,0.0,-0.4,-2.3,0.9,4,-1.8,0.0,-3.0,-0.6,1.2
151,Asian,9-10,1.6,0.0,2.5,0.7,0.9,4,1.8,0.0,0.6,3.0,1.2
152,Asian,11-12,1.2,0.0,2.1,0.2,0.9,4,1.3,0.0,0.1,2.5,1.2
153,Asian,13-14,1.7,0.0,2.6,0.7,0.9,4,0.7,0.0,-0.5,1.9,1.2
154,Caucasian,1-2,232.5,235.0,233.4,231.5,0.9,4,230.8,235.0,229.6,232.0,1.2
155,Caucasian,3-4,235.3,235.0,236.3,234.4,0.9,4,235.7,235.0,234.5,236.9,1.2
156,Caucasian,5-6,125.8,124.0,126.8,124.9,0.9,4,127.4,124.0,126.2,128.5,1.2
157,Caucasian,7-8,70.6,71.0,71.5,69.6,0.9,4,71.1,71.0,70.0,72.3,1.2
158,Caucasian,9-10,49.9,50.0,50.8,48.9,0.9,4,49.1,50.0,47.9,50.3,1.2
159,Caucasian,11-12,34.1,29.0,35.0,33.1,0.9,4,36.0,29.0,34.8,37.2,1.2
160,Caucasian,13-14,12.4,12.0,13.3,11.5,0.9,4,11.8,12.0,10.7,13.0,1.2
161,Hispanic,1-2,6.6,6.0,7.5,5.6,0.9,4,6.7,6.0,5.5,7.8,1.2
162,Hispanic,3-4,8.1,8.0,9.1,7.2,0.9,4,9.2,8.0,8.0,10.4,1.2
163,Hispanic,5-6,4.9,4.0,5.8,4.0,0.9,4,4.9,4.0,3.7,6.1,1.2
164,Hispanic,7-8,-1.7,0.0,-0.8,-2.7,0.9,4,-2.0,0.0,-3.1,-0.8,1.2
165,Hispanic,9-10,0.8,1.0,1.7,-0.2,0.9,4,-0.7,1.0,-1.9,0.5,1.2
166,Hispanic,11-12,-1.9,0.0,-1.0,-2.8,0.9,4,-1.7,0.0,-2.9,-0.5,1.2
167,Hispanic,13-14,-2.6,0.0,-1.6,-3.5,0.9,4,-2.6,0.0,-3.8,-1.4,1.2
168,Other,1-2,6.0,4.0,6.9,5.0,0.9,4,6.5,4.0,5.3,7.7,1.2
169,Other,3-4,5.6,5.0,6.5,4.6,0.9,4,6.5,5.0,5.3,7.7,1.2
170,Other,5-6,1.6,2.0,2.5,0.6,0.9,4,1.7,2.0,0.5,2.9,1.2
171,Other,7-8,5.5,4.0,6.4,4.5,0.9,4,5.5,4.0,4.3,6.7,1.2
172,Other,9-10,1.0,0.0,2.0,0.1,0.9,4,1.3,0.0,0.1,2.5,1.2
173,Other,11-12,-0.0,1.0,0.9,-1.0,0.9,4,1.5,1.0,0.3,2.6,1.2
174,Other,13-14,1.5,0.0,2.4,0.5,0.9,4,2.0,0.0,0.8,3.2,1.2
175,African American,1-2,62.4,61.0,63.2,61.6,0.8,5,61.3,61.0,60.3,62.2,0.9
176,African American,3-4,60.7,63.0,61.5,59.9,0.8,5,60.6,63.0,59.6,61.5,0.9
177,African American,5-6,35.8,35.0,36.6,35.0,0.8,5,35.9,35.0,34.9,36.8,0.9
178,African American,7-8,17.4,17.0,18.2,16.6,0.8,5,17.4,17.0,16.4,18.3,0.9
179,African American,9-10,10.0,12.0,10.8,9.3,0.8,5,9.7,12.0,8.8,10.7,0.9
180,African American,11-12,9.9,10.0,10.7,9.1,0.8,5,10.3,10.0,9.4,11.2,0.9
181,African American,13-14,2.5,4.0,3.3,1.7,0.8,5,2.4,4.0,1.5,3.4,0.9
182,Asian,1-2,0.7,3.0,1.5,-0.1,0.8,5,0.6,3.0,-0.3,1.6,0.9
183,Asian,3-4,2.7,4.0,3.5,1.9,0.8,5,2.7,4.0,1.8,3.7,0.9
184,Asian,5-6,-0.1,0.0,0.7,-0.9,0.8,5,0.1,0.0,-0.8,1.1,0.9
185,Asian,7-8,-1.3,0.0,-0.6,-2.1,0.8,5,-1.3,0.0,-2.3,-0.4,0.9
186,Asian,9-10,1.9,0.0,2.7,1.1,0.8,5,1.6,0.0,0.7,2.5,0.9
187,Asian,11-12,1.0,0.0,1.8,0.3,0.8,5,1.2,0.0,0.2,2.1,0.9
188,Asian,13-14,-0.4,0.0,0.3,-1.2,0.8,5,1.7,0.0,0.7,2.6,0.9
189,Caucasian,1-2,232.9,235.0,233.7,232.1,0.8,5,232.5,235.0,231.5,233.4,0.9
190,Caucasian,3-4,235.7,235.0,236.5,234.9,0.8,5,235.3,235.0,234.4,236.3,0.9
191,Caucasian,5-6,125.5,124.0,126.3,124.7,0.8,5,125.8,124.0,124.9,126.8,0.9
192,Caucasian,7-8,70.4,71.0,71.2,69.6,0.8,5,70.6,71.0,69.6,71.5,0.9
193,Caucasian,9-10,50.5,50.0,51.3,49.7,0.8,5,49.9,50.0,48.9,50.8,0.9
194,Caucasian,11-12,32.6,29.0,33.4,31.9,0.8,5,34.1,29.0,33.1,35.0,0.9
195,Caucasian,13-14,12.0,12.0,12.8,11.2,0.8,5,12.4,12.0,11.5,13.3,0.9
196,Hispanic,1-2,7.2,6.0,8.0,6.4,0.8,5,6.6,6.0,5.6,7.5,0.9
197,Hispanic,3-4,7.3,8.0,8.1,6.5,0.8,5,8.1,8.0,7.2,9.1,0.9
198,Hispanic,5-6,4.5,4.0,5.3,3.7,0.8,5,4.9,4.0,4.0,5.8,0.9
199,Hispanic,7-8,-1.4,0.0,-0.6,-2.2,0.8,5,-1.7,0.0,-2.7,-0.8,0.9
200,Hispanic,9-10,1.1,1.0,1.9,0.3,0.8,5,0.8,1.0,-0.2,1.7,0.9
201,Hispanic,11-12,-2.5,0.0,-1.7,-3.2,0.8,5,-1.9,0.0,-2.8,-1.0,0.9
202,Hispanic,13-14,-1.8,0.0,-1.0,-2.5,0.8,5,-2.6,0.0,-3.5,-1.6,0.9
203,Other,1-2,5.7,4.0,6.5,4.9,0.8,5,6.0,4.0,5.0,6.9,0.9
204,Other,3-4,5.3,5.0,6.1,4.5,0.8,5,5.6,5.0,4.6,6.5,0.9
205,Other,5-6,1.4,2.0,2.2,0.6,0.8,5,1.6,2.0,0.6,2.5,0.9
206,Other,7-8,6.1,4.0,6.9,5.3,0.8,5,5.5,4.0,4.5,6.4,0.9
207,Other,9-10,3.3,0.0,4.1,2.5,0.8,5,1.0,0.0,0.1,2.0,0.9
208,Other,11-12,-0.5,1.0,0.3,-1.2,0.8,5,-0.0,1.0,-1.0,0.9,0.9
209,Other,13-14,0.8,0.0,1.5,-0.0,0.8,5,1.5,0.0,0.5,2.4,0.9
210,African American,1-2,60.9,61.0,61.6,60.2,0.7,6,62.4,61.0,61.6,63.2,0.8
211,African American,3-4,60.2,63.0,60.9,59.5,0.7,6,60.7,63.0,59.9,61.5,0.8
212,African American,5-6,35.9,35.0,36.6,35.2,0.7,6,35.8,35.0,35.0,36.6,0.8
213,African American,7-8,17.6,17.0,18.2,16.9,0.7,6,17.4,17.0,16.6,18.2,0.8
214,African American,9-10,9.7,12.0,10.3,9.0,0.7,6,10.0,12.0,9.3,10.8,0.8
215,African American,11-12,9.1,10.0,9.8,8.4,0.7,6,9.9,10.0,9.1,10.7,0.8
216,African American,13-14,1.3,4.0,2.0,0.6,0.7,6,2.5,4.0,1.7,3.3,0.8
217,Asian,1-2,0.8,3.0,1.4,0.1,0.7,6,0.7,3.0,-0.1,1.5,0.8
218,Asian,3-4,2.6,4.0,3.2,1.9,0.7,6,2.7,4.0,1.9,3.5,0.8
219,Asian,5-6,0.1,0.0,0.8,-0.6,0.7,6,-0.1,0.0,-0.9,0.7,0.8
220,Asian,7-8,-1.8,0.0,-1.2,-2.5,0.7,6,-1.3,0.0,-2.1,-0.6,0.8
221,Asian,9-10,1.7,0.0,2.4,1.0,0.7,6,1.9,0.0,1.1,2.7,0.8
222,Asian,11-12,0.1,0.0,0.8,-0.6,0.7,6,1.0,0.0,0.3,1.8,0.8
223,Asian,13-14,-1.4,0.0,-0.7,-2.0,0.7,6,-0.4,0.0,-1.2,0.3,0.8
224,Caucasian,1-2,233.6,235.0,234.3,232.9,0.7,6,232.9,235.0,232.1,233.7,0.8
225,Caucasian,3-4,235.6,235.0,236.3,234.9,0.7,6,235.7,235.0,234.9,236.5,0.8
226,Caucasian,5-6,125.2,124.0,125.9,124.5,0.7,6,125.5,124.0,124.7,126.3,0.8
227,Caucasian,7-8,70.7,71.0,71.4,70.0,0.7,6,70.4,71.0,69.6,71.2,0.8
228,Caucasian,9-10,49.5,50.0,50.2,48.9,0.7,6,50.5,50.0,49.7,51.3,0.8
229,Caucasian,11-12,31.8,29.0,32.5,31.2,0.7,6,32.6,29.0,31.9,33.4,0.8
230,Caucasian,13-14,12.8,12.0,13.5,12.1,0.7,6,12.0,12.0,11.2,12.8,0.8
231,Hispanic,1-2,5.8,6.0,6.5,5.1,0.7,6,7.2,6.0,6.4,8.0,0.8
232,Hispanic,3-4,5.0,8.0,5.6,4.3,0.7,6,7.3,8.0,6.5,8.1,0.8
233,Hispanic,5-6,4.8,4.0,5.5,4.1,0.7,6,4.5,4.0,3.7,5.3,0.8
234,Hispanic,7-8,-1.3,0.0,-0.6,-1.9,0.7,6,-1.4,0.0,-2.2,-0.6,0.8
235,Hispanic,9-10,1.4,1.0,2.1,0.7,0.7,6,1.1,1.0,0.3,1.9,0.8
236,Hispanic,11-12,-1.9,0.0,-1.3,-2.6,0.7,6,-2.5,0.0,-3.2,-1.7,0.8
237,Hispanic,13-14,-1.6,0.0,-0.9,-2.2,0.7,6,-1.8,0.0,-2.5,-1.0,0.8
238,Other,1-2,5.6,4.0,6.2,4.9,0.7,6,5.7,4.0,4.9,6.5,0.8
239,Other,3-4,3.6,5.0,4.3,2.9,0.7,6,5.3,5.0,4.5,6.1,0.8
240,Other,5-6,1.4,2.0,2.1,0.8,0.7,6,1.4,2.0,0.6,2.2,0.8
241,Other,7-8,6.5,4.0,7.1,5.8,0.7,6,6.1,4.0,5.3,6.9,0.8
242,Other,9-10,3.2,0.0,3.9,2.5,0.7,6,3.3,0.0,2.5,4.1,0.8
243,Other,11-12,-0.1,1.0,0.6,-0.7,0.7,6,-0.5,1.0,-1.2,0.3,0.8
244,Other,13-14,0.8,0.0,1.5,0.1,0.7,6,0.8,0.0,-0.0,1.5,0.8
