,attendance,difficulty,noisy_count,true_count,plus_error,minus_error,error,nth_remeasure,noisy_count_prev,true_count_prev,minus_error_prev,plus_error_prev,error_prev
33,1,4,43.0,43.0,45.3,40.6,2.4,1,43.9,43.0,39.2,48.7,4.7
34,1,5,30.7,30.0,33.0,28.3,2.4,1,29.6,30.0,24.8,34.3,4.7
35,2,1,8.7,9.0,11.0,6.3,2.4,1,9.1,9.0,4.4,13.8,4.7
36,2,2,12.6,11.0,14.9,10.2,2.4,1,11.6,11.0,6.9,16.3,4.7
37,2,3,60.8,59.0,63.2,58.5,2.4,1,60.1,59.0,55.4,64.9,4.7
38,2,4,60.6,55.0,63.0,58.3,2.4,1,68.1,55.0,63.4,72.8,4.7
39,2,5,19.1,19.0,21.4,16.7,2.4,1,22.4,19.0,17.7,27.1,4.7
40,3,1,19.7,18.0,22.0,17.3,2.4,1,22.7,18.0,17.9,27.4,4.7
41,3,2,20.8,18.0,23.2,18.4,2.4,1,21.5,18.0,16.8,26.2,4.7
42,3,3,72.7,78.0,75.0,70.3,2.4,1,70.6,78.0,65.9,75.3,4.7
43,3,4,62.3,62.0,64.6,59.9,2.4,1,63.9,62.0,59.2,68.6,4.7
44,3,5,33.5,30.0,35.8,31.1,2.4,1,33.1,30.0,28.4,37.8,4.7
45,4,1,13.4,10.0,15.7,11.0,2.4,1,11.8,10.0,7.1,16.5,4.7
46,4,2,23.2,18.0,25.6,20.9,2.4,1,18.3,18.0,13.6,23.0,4.7
47,4,3,49.6,50.0,51.9,47.2,2.4,1,45.4,50.0,40.7,50.1,4.7
48,4,4,26.4,24.0,28.8,24.1,2.4,1,32.2,24.0,27.5,36.9,4.7
49,4,5,36.1,36.0,38.4,33.7,2.4,1,35.3,36.0,30.6,40.0,4.7
50,0,1,212.6,211.0,214.2,211.1,1.6,2,217.0,211.0,214.7,219.4,2.4
51,0,2,8.1,10.0,9.7,6.5,1.6,2,8.7,10.0,6.4,11.1,2.4
52,0,3,32.5,30.0,34.1,30.9,1.6,2,30.6,30.0,28.2,32.9,2.4
53,0,4,28.8,32.0,30.3,27.2,1.6,2,27.5,32.0,25.1,29.9,2.4
54,0,5,17.7,20.0,19.3,16.1,1.6,2,18.6,20.0,16.2,20.9,2.4
55,1,1,4.6,6.0,6.2,3.0,1.6,2,5.8,6.0,3.4,8.1,2.4
56,1,2,40.5,36.0,42.0,38.9,1.6,2,42.1,36.0,39.8,44.5,2.4
57,1,3,83.7,85.0,85.2,82.1,1.6,2,84.2,85.0,81.8,86.5,2.4
58,1,4,40.2,43.0,41.8,38.6,1.6,2,43.0,43.0,40.6,45.3,2.4
59,1,5,33.2,30.0,34.8,31.7,1.6,2,30.7,30.0,28.3,33.0,2.4
60,2,1,8.8,9.0,10.4,7.2,1.6,2,8.7,9.0,6.3,11.0,2.4
61,2,2,11.6,11.0,13.2,10.1,1.6,2,12.6,11.0,10.2,14.9,2.4
62,2,3,60.6,59.0,62.2,59.1,1.6,2,60.8,59.0,58.5,63.2,2.4
63,2,4,60.0,55.0,61.6,58.5,1.6,2,60.6,55.0,58.3,63.0,2.4
64,2,5,19.3,19.0,20.9,17.7,1.6,2,19.1,19.0,16.7,21.4,2.4
65,3,1,17.5,18.0,19.1,15.9,1.6,2,19.7,18.0,17.3,22.0,2.4
66,3,2,20.5,18.0,22.0,18.9,1.6,2,20.8,18.0,18.4,23.2,2.4
67,3,3,73.5,78.0,75.0,71.9,1.6,2,72.7,78.0,70.3,75.0,2.4
68,3,4,62.2,62.0,63.7,60.6,1.6,2,62.3,62.0,59.9,64.6,2.4
69,3,5,29.4,30.0,31.0,27.8,1.6,2,33.5,30.0,31.1,35.8,2.4
70,4,1,13.7,10.0,15.2,12.1,1.6,2,13.4,10.0,11.0,15.7,2.4
71,4,2,21.6,18.0,23.2,20.1,1.6,2,23.2,18.0,20.9,25.6,2.4
72,4,3,49.8,50.0,51.4,48.2,1.6,2,49.6,50.0,47.2,51.9,2.4
73,4,4,25.3,24.0,26.8,23.7,1.6,2,26.4,24.0,24.1,28.8,2.4
74,4,5,37.2,36.0,38.8,35.7,1.6,2,36.1,36.0,33.7,38.4,2.4
75,0,1,212.4,211.0,213.6,211.3,1.2,3,212.6,211.0,211.1,214.2,1.6
76,0,2,6.5,10.0,7.7,5.3,1.2,3,8.1,10.0,6.5,9.7,1.6
77,0,3,32.0,30.0,33.2,30.8,1.2,3,32.5,30.0,30.9,34.1,1.6
78,0,4,29.9,32.0,31.1,28.7,1.2,3,28.8,32.0,27.2,30.3,1.6
79,0,5,20.0,20.0,21.2,18.8,1.2,3,17.7,20.0,16.1,19.3,1.6
80,1,1,5.5,6.0,6.7,4.3,1.2,3,4.6,6.0,3.0,6.2,1.6
81,1,2,39.4,36.0,40.5,38.2,1.2,3,40.5,36.0,38.9,42.0,1.6
82,1,3,82.0,85.0,83.1,80.8,1.2,3,83.7,85.0,82.1,85.2,1.6
83,1,4,41.8,43.0,42.9,40.6,1.2,3,40.2,43.0,38.6,41.8,1.6
84,1,5,29.4,30.0,30.6,28.2,1.2,3,33.2,30.0,31.7,34.8,1.6
85,2,1,9.0,9.0,10.2,7.8,1.2,3,8.8,9.0,7.2,10.4,1.6
86,2,2,10.2,11.0,11.4,9.1,1.2,3,11.6,11.0,10.1,13.2,1.6
87,2,3,58.5,59.0,59.7,57.3,1.2,3,60.6,59.0,59.1,62.2,1.6
88,2,4,58.9,55.0,60.1,57.7,1.2,3,60.0,55.0,58.5,61.6,1.6
89,2,5,19.2,19.0,20.4,18.0,1.2,3,19.3,19.0,17.7,20.9,1.6
90,3,1,15.5,18.0,16.7,14.3,1.2,3,17.5,18.0,15.9,19.1,1.6
91,3,2,20.1,18.0,21.3,18.9,1.2,3,20.5,18.0,18.9,22.0,1.6
92,3,3,73.4,78.0,74.6,72.3,1.2,3,73.5,78.0,71.9,75.0,1.6
93,3,4,59.0,62.0,60.2,57.8,1.2,3,62.2,62.0,60.6,63.7,1.6
94,3,5,29.1,30.0,30.3,27.9,1.2,3,29.4,30.0,27.8,31.0,1.6
95,4,1,11.9,10.0,13.1,10.7,1.2,3,13.7,10.0,12.1,15.2,1.6
96,4,2,19.0,18.0,20.2,17.9,1.2,3,21.6,18.0,20.1,23.2,1.6
97,4,3,50.5,50.0,51.7,49.4,1.2,3,49.8,50.0,48.2,51.4,1.6
98,4,4,24.8,24.0,25.9,23.6,1.2,3,25.3,24.0,23.7,26.8,1.6
99,4,5,36.3,36.0,37.5,35.2,1.2,3,37.2,36.0,35.7,38.8,1.6
100,0,1,211.6,211.0,212.6,210.7,0.9,4,212.4,211.0,211.3,213.6,1.2
101,0,2,9.3,10.0,10.2,8.4,0.9,4,6.5,10.0,5.3,7.7,1.2
102,0,3,31.7,30.0,32.7,30.8,0.9,4,32.0,30.0,30.8,33.2,1.2
103,0,4,32.5,32.0,33.5,31.6,0.9,4,29.9,32.0,28.7,31.1,1.2
104,0,5,21.9,20.0,22.8,20.9,0.9,4,20.0,20.0,18.8,21.2,1.2
105,1,1,3.5,6.0,4.4,2.5,0.9,4,5.5,6.0,4.3,6.7,1.2
106,1,2,38.9,36.0,39.8,37.9,0.9,4,39.4,36.0,38.2,40.5,1.2
107,1,3,82.1,85.0,83.0,81.2,0.9,4,82.0,85.0,80.8,83.1,1.2
108,1,4,41.1,43.0,42.0,40.2,0.9,4,41.8,43.0,40.6,42.9,1.2
109,1,5,29.3,30.0,30.3,28.4,0.9,4,29.4,30.0,28.2,30.6,1.2
110,2,1,9.5,9.0,10.4,8.6,0.9,4,9.0,9.0,7.8,10.2,1.2
111,2,2,11.7,11.0,12.7,10.8,0.9,4,10.2,11.0,9.1,11.4,1.2
112,2,3,56.6,59.0,57.6,55.7,0.9,4,58.5,59.0,57.3,59.7,1.2
113,2,4,57.7,55.0,58.6,56.7,0.9,4,58.9,55.0,57.7,60.1,1.2
114,2,5,18.7,19.0,19.7,17.8,0.9,4,19.2,19.0,18.0,20.4,1.2
115,3,1,17.6,18.0,18.5,16.6,0.9,4,15.5,18.0,14.3,16.7,1.2
116,3,2,19.2,18.0,20.2,18.3,0.9,4,20.1,18.0,18.9,21.3,1.2
117,3,3,74.1,78.0,75.1,73.2,0.9,4,73.4,78.0,72.3,74.6,1.2
118,3,4,58.0,62.0,59.0,57.1,0.9,4,59.0,62.0,57.8,60.2,1.2
119,3,5,28.8,30.0,29.7,27.8,0.9,4,29.1,30.0,27.9,30.3,1.2
120,4,1,13.3,10.0,14.2,12.3,0.9,4,11.9,10.0,10.7,13.1,1.2
121,4,2,19.1,18.0,20.0,18.1,0.9,4,19.0,18.0,17.9,20.2,1.2
122,4,3,50.1,50.0,51.0,49.1,0.9,4,50.5,50.0,49.4,51.7,1.2
123,4,4,23.2,24.0,24.1,22.3,0.9,4,24.8,24.0,23.6,25.9,1.2
124,4,5,37.1,36.0,38.1,36.2,0.9,4,36.3,36.0,35.2,37.5,1.2
125,0,1,212.4,211.0,213.2,211.7,0.8,5,211.6,211.0,210.7,212.6,0.9
126,0,2,10.4,10.0,11.2,9.6,0.8,5,9.3,10.0,8.4,10.2,0.9
127,0,3,31.0,30.0,31.8,30.2,0.8,5,31.7,30.0,30.8,32.7,0.9
128,0,4,30.6,32.0,31.4,29.8,0.8,5,32.5,32.0,31.6,33.5,0.9
129,0,5,21.8,20.0,22.6,21.0,0.8,5,21.9,20.0,20.9,22.8,0.9
130,1,1,1.9,6.0,2.7,1.1,0.8,5,3.5,6.0,2.5,4.4,0.9
131,1,2,37.5,36.0,38.3,36.7,0.8,5,38.9,36.0,37.9,39.8,0.9
132,1,3,82.5,85.0,83.3,81.7,0.8,5,82.1,85.0,81.2,83.0,0.9
133,1,4,40.6,43.0,41.4,39.8,0.8,5,41.1,43.0,40.2,42.0,0.9
134,1,5,29.0,30.0,29.7,28.2,0.8,5,29.3,30.0,28.4,30.3,0.9
135,2,1,9.4,9.0,10.1,8.6,0.8,5,9.5,9.0,8.6,10.4,0.9
136,2,2,10.8,11.0,11.6,10.0,0.8,5,11.7,11.0,10.8,12.7,0.9
137,2,3,56.6,59.0,57.4,55.8,0.8,5,56.6,59.0,55.7,57.6,0.9
138,2,4,58.3,55.0,59.1,57.5,0.8,5,57.7,55.0,56.7,58.6,0.9
139,2,5,16.5,19.0,17.3,15.7,0.8,5,18.7,19.0,17.8,19.7,0.9
140,3,1,17.8,18.0,18.6,17.0,0.8,5,17.6,18.0,16.6,18.5,0.9
141,3,2,19.3,18.0,20.1,18.5,0.8,5,19.2,18.0,18.3,20.2,0.9
142,3,3,74.9,78.0,75.7,74.1,0.8,5,74.1,78.0,73.2,75.1,0.9
143,3,4,59.2,62.0,60.0,58.4,0.8,5,58.0,62.0,57.1,59.0,0.9
144,3,5,29.5,30.0,30.3,28.8,0.8,5,28.8,30.0,27.8,29.7,0.9
145,4,1,12.2,10.0,13.0,11.4,0.8,5,13.3,10.0,12.3,14.2,0.9
146,4,2,19.2,18.0,20.0,18.5,0.8,5,19.1,18.0,18.1,20.0,0.9
147,4,3,49.8,50.0,50.5,49.0,0.8,5,50.1,50.0,49.1,51.0,0.9
148,4,4,24.0,24.0,24.8,23.2,0.8,5,23.2,24.0,22.3,24.1,0.9
149,4,5,37.0,36.0,37.8,36.3,0.8,5,37.1,36.0,36.2,38.1,0.9
150,0,1,211.0,211.0,211.7,210.4,0.7,6,212.4,211.0,211.7,213.2,0.8
151,0,2,10.3,10.0,11.0,9.6,0.7,6,10.4,10.0,9.6,11.2,0.8
152,0,3,31.4,30.0,32.0,30.7,0.7,6,31.0,30.0,30.2,31.8,0.8
153,0,4,30.7,32.0,31.4,30.1,0.7,6,30.6,32.0,29.8,31.4,0.8
154,0,5,21.1,20.0,21.7,20.4,0.7,6,21.8,20.0,21.0,22.6,0.8
155,1,1,1.8,6.0,2.4,1.1,0.7,6,1.9,6.0,1.1,2.7,0.8
156,1,2,37.0,36.0,37.7,36.3,0.7,6,37.5,36.0,36.7,38.3,0.8
157,1,3,82.4,85.0,83.1,81.8,0.7,6,82.5,85.0,81.7,83.3,0.8
158,1,4,40.9,43.0,41.6,40.3,0.7,6,40.6,43.0,39.8,41.4,0.8
159,1,5,28.9,30.0,29.6,28.2,0.7,6,29.0,30.0,28.2,29.7,0.8
160,2,1,9.7,9.0,10.4,9.0,0.7,6,9.4,9.0,8.6,10.1,0.8
161,2,2,11.1,11.0,11.7,10.4,0.7,6,10.8,11.0,10.0,11.6,0.8
162,2,3,56.3,59.0,57.0,55.6,0.7,6,56.6,59.0,55.8,57.4,0.8
163,2,4,58.0,55.0,58.7,57.3,0.7,6,58.3,55.0,57.5,59.1,0.8
164,2,5,17.4,19.0,18.1,16.8,0.7,6,16.5,19.0,15.7,17.3,0.8
165,3,1,18.0,18.0,18.7,17.4,0.7,6,17.8,18.0,17.0,18.6,0.8
166,3,2,18.8,18.0,19.4,18.1,0.7,6,19.3,18.0,18.5,20.1,0.8
167,3,3,75.0,78.0,75.7,74.4,0.7,6,74.9,78.0,74.1,75.7,0.8
168,3,4,59.7,62.0,60.4,59.0,0.7,6,59.2,62.0,58.4,60.0,0.8
169,3,5,29.9,30.0,30.6,29.2,0.7,6,29.5,30.0,28.8,30.3,0.8
170,4,1,12.1,10.0,12.7,11.4,0.7,6,12.2,10.0,11.4,13.0,0.8
171,4,2,19.1,18.0,19.7,18.4,0.7,6,19.2,18.0,18.5,20.0,0.8
172,4,3,50.3,50.0,51.0,49.6,0.7,6,49.8,50.0,49.0,50.5,0.8
173,4,4,24.2,24.0,24.9,23.5,0.7,6,24.0,24.0,23.2,24.8,0.8
174,4,5,37.7,36.0,38.4,37.0,0.7,6,37.0,36.0,36.3,37.8,0.8
