,Q9,instr,noisy_count,true_count,plus_error,minus_error,error,nth_remeasure,noisy_count_prev,true_count_prev,minus_error_prev,plus_error_prev,error_prev
70,Agree,Instructor 2,77.2,76.0,78.1,76.2,0.9,4,78.4,76.0,77.2,79.6,1.2
71,Agree,Instructor 3,144.3,146.0,145.2,143.4,0.9,4,144.4,146.0,143.2,145.5,1.2
72,Strongly agree,Instructor 1,35.8,37.0,36.8,34.9,0.9,4,36.8,37.0,35.6,37.9,1.2
73,Strongly agree,Instructor 2,54.4,54.0,55.3,53.5,0.9,4,55.0,54.0,53.8,56.2,1.2
74,Strongly agree,Instructor 3,76.4,80.0,77.3,75.5,0.9,4,80.1,80.0,78.9,81.3,1.2
75,Strongly disagree,Instructor 1,25.9,23.0,26.7,25.1,0.8,5,26.3,23.0,25.4,27.2,0.9
76,Strongly disagree,Instructor 2,30.5,32.0,31.3,29.7,0.8,5,29.9,32.0,29.0,30.9,0.9
77,Strongly disagree,Instructor 3,84.2,83.0,85.0,83.4,0.8,5,84.4,83.0,83.5,85.4,0.9
78,Disagree,Instructor 1,17.6,19.0,18.4,16.8,0.8,5,18.3,19.0,17.4,19.3,0.9
79,Disagree,Instructor 2,21.9,20.0,22.7,21.1,0.8,5,20.7,20.0,19.8,21.7,0.9
80,Disagree,Instructor 3,73.5,75.0,74.2,72.7,0.8,5,74.9,75.0,74.0,75.9,0.9
81,Neither agree nor disagree,Instructor 1,29.4,31.0,30.2,28.6,0.8,5,28.3,31.0,27.4,29.2,0.9
82,Neither agree nor disagree,Instructor 2,71.6,68.0,72.4,70.8,0.8,5,72.1,68.0,71.2,73.1,0.9
83,Neither agree nor disagree,Instructor 3,219.4,217.0,220.2,218.6,0.8,5,219.6,217.0,218.6,220.5,0.9
84,Agree,Instructor 1,39.9,39.0,40.7,39.1,0.8,5,39.4,39.0,38.5,40.3,0.9
85,Agree,Instructor 2,77.2,76.0,77.9,76.4,0.8,5,77.2,76.0,76.2,78.1,0.9
86,Agree,Instructor 3,144.1,146.0,144.9,143.3,0.8,5,144.3,146.0,143.4,145.2,0.9
87,Strongly agree,Instructor 1,35.8,37.0,36.6,35.0,0.8,5,35.8,37.0,34.9,36.8,0.9
88,Strongly agree,Instructor 2,55.0,54.0,55.8,54.2,0.8,5,54.4,54.0,53.5,55.3,0.9
89,Strongly agree,Instructor 3,76.8,80.0,77.6,76.0,0.8,5,76.4,80.0,75.5,77.3,0.9
90,Strongly disagree,Instructor 1,25.6,23.0,26.3,25.0,0.7,6,25.9,23.0,25.1,26.7,0.8
91,Strongly disagree,Instructor 2,31.0,32.0,31.6,30.3,0.7,6,30.5,32.0,29.7,31.3,0.8
92,Strongly disagree,Instructor 3,83.3,83.0,83.9,82.6,0.7,6,84.2,83.0,83.4,85.0,0.8
93,Disagree,Instructor 1,17.7,19.0,18.4,17.0,0.7,6,17.6,19.0,16.8,18.4,0.8
94,Disagree,Instructor 2,21.0,20.0,21.7,20.3,0.7,6,21.9,20.0,21.1,22.7,0.8
95,Disagree,Instructor 3,73.7,75.0,74.4,73.0,0.7,6,73.5,75.0,72.7,74.2,0.8
96,Neither agree nor disagree,Instructor 1,30.4,31.0,31.1,29.7,0.7,6,29.4,31.0,28.6,30.2,0.8
97,Neither agree nor disagree,Instructor 2,70.3,68.0,71.0,69.6,0.7,6,71.6,68.0,70.8,72.4,0.8
98,Neither agree nor disagree,Instructor 3,219.7,217.0,220.4,219.0,0.7,6,219.4,217.0,218.6,220.2,0.8
99,Agree,Instructor 1,39.1,39.0,39.7,38.4,0.7,6,39.9,39.0,39.1,40.7,0.8
100,Agree,Instructor 2,77.0,76.0,77.7,76.4,0.7,6,77.2,76.0,76.4,77.9,0.8
101,Agree,Instructor 3,145.7,146.0,146.4,145.0,0.7,6,144.1,146.0,143.3,144.9,0.8
102,Strongly agree,Instructor 1,36.1,37.0,36.7,35.4,0.7,6,35.8,37.0,35.0,36.6,0.8
103,Strongly agree,Instructor 2,54.9,54.0,55.6,54.3,0.7,6,55.0,54.0,54.2,55.8,0.8
104,Strongly agree,Instructor 3,77.1,80.0,77.7,76.4,0.7,6,76.8,80.0,76.0,77.6,0.8
