,Q13,instr,noisy_count,true_count,plus_error,minus_error,error,nth_remeasure,noisy_count_prev,true_count_prev,minus_error_prev,plus_error_prev,error_prev
23,Neither agree nor disagree,Instructor 3,85.7,88.0,88.1,83.4,2.4,1,86.8,88.0,82.1,91.5,4.7
24,Agree,Instructor 1,49.0,52.0,51.3,46.6,2.4,1,48.3,52.0,43.6,53.1,4.7
25,Agree,Instructor 2,112.7,106.0,115.0,110.3,2.4,1,113.7,106.0,109.0,118.5,4.7
26,Agree,Instructor 3,74.9,78.0,77.3,72.6,2.4,1,69.5,78.0,64.8,74.2,4.7
27,Strongly agree,Instructor 1,177.2,177.0,179.6,174.9,2.4,1,178.7,177.0,174.0,183.4,4.7
28,Strongly agree,Instructor 2,170.1,170.0,172.5,167.8,2.4,1,170.5,170.0,165.8,175.2,4.7
29,Strongly agree,Instructor 3,100.1,97.0,102.4,97.7,2.4,1,102.3,97.0,97.6,107.0,4.7
30,Strongly disagree,Instructor 1,19.2,19.0,20.7,17.6,1.6,2,16.1,19.0,13.7,18.4,2.4
31,Strongly disagree,Instructor 2,7.2,9.0,8.8,5.7,1.6,2,10.6,9.0,8.2,12.9,2.4
32,Strongly disagree,Instructor 3,38.2,34.0,39.7,36.6,1.6,2,39.7,34.0,37.3,42.0,2.4
33,Disagree,Instructor 1,33.7,36.0,35.3,32.1,1.6,2,32.0,36.0,29.6,34.4,2.4
34,Disagree,Instructor 2,22.6,24.0,24.1,21.0,1.6,2,22.0,24.0,19.6,24.3,2.4
35,Disagree,Instructor 3,21.4,24.0,22.9,19.8,1.6,2,24.3,24.0,21.9,26.7,2.4
36,Neither agree nor disagree,Instructor 1,24.4,25.0,26.0,22.9,1.6,2,26.0,25.0,23.6,28.3,2.4
37,Neither agree nor disagree,Instructor 2,63.2,61.0,64.7,61.6,1.6,2,62.8,61.0,60.4,65.1,2.4
38,Neither agree nor disagree,Instructor 3,85.2,88.0,86.8,83.7,1.6,2,85.7,88.0,83.4,88.1,2.4
39,Agree,Instructor 1,48.6,52.0,50.1,47.0,1.6,2,49.0,52.0,46.6,51.3,2.4
40,Agree,Instructor 2,110.4,106.0,112.0,108.8,1.6,2,112.7,106.0,110.3,115.0,2.4
41,Agree,Instructor 3,76.5,78.0,78.1,75.0,1.6,2,74.9,78.0,72.6,77.3,2.4
42,Strongly agree,Instructor 1,178.2,177.0,179.8,176.6,1.6,2,177.2,177.0,174.9,179.6,2.4
43,Strongly agree,Instructor 2,169.4,170.0,171.0,167.8,1.6,2,170.1,170.0,167.8,172.5,2.4
44,Strongly agree,Instructor 3,100.9,97.0,102.5,99.4,1.6,2,100.1,97.0,97.7,102.4,2.4
45,Strongly disagree,Instructor 1,18.4,19.0,19.6,17.2,1.2,3,19.2,19.0,17.6,20.7,1.6
46,Strongly disagree,Instructor 2,7.0,9.0,8.1,5.8,1.2,3,7.2,9.0,5.7,8.8,1.6
47,Strongly disagree,Instructor 3,36.5,34.0,37.7,35.3,1.2,3,38.2,34.0,36.6,39.7,1.6
48,Disagree,Instructor 1,34.8,36.0,36.0,33.6,1.2,3,33.7,36.0,32.1,35.3,1.6
49,Disagree,Instructor 2,22.8,24.0,23.9,21.6,1.2,3,22.6,24.0,21.0,24.1,1.6
50,Disagree,Instructor 3,22.0,24.0,23.2,20.8,1.2,3,21.4,24.0,19.8,22.9,1.6
51,Neither agree nor disagree,Instructor 1,24.5,25.0,25.6,23.3,1.2,3,24.4,25.0,22.9,26.0,1.6
52,Neither agree nor disagree,Instructor 2,63.2,61.0,64.3,62.0,1.2,3,63.2,61.0,61.6,64.7,1.6
53,Neither agree nor disagree,Instructor 3,86.0,88.0,87.2,84.9,1.2,3,85.2,88.0,83.7,86.8,1.6
54,Agree,Instructor 1,49.0,52.0,50.2,47.8,1.2,3,48.6,52.0,47.0,50.1,1.6
55,Agree,Instructor 2,108.6,106.0,109.8,107.5,1.2,3,110.4,106.0,108.8,112.0,1.6
56,Agree,Instructor 3,75.8,78.0,77.0,74.6,1.2,3,76.5,78.0,75.0,78.1,1.6
57,Strongly agree,Instructor 1,178.1,177.0,179.3,176.9,1.2,3,178.2,177.0,176.6,179.8,1.6
58,Strongly agree,Instructor 2,169.5,170.0,170.7,168.4,1.2,3,169.4,170.0,167.8,171.0,1.6
59,Strongly agree,Instructor 3,99.1,97.0,100.3,97.9,1.2,3,100.9,97.0,99.4,102.5,1.6
60,Strongly disagree,Instructor 1,18.5,19.0,19.5,17.6,0.9,4,18.4,19.0,17.2,19.6,1.2
61,Strongly disagree,Instructor 2,6.2,9.0,7.1,5.2,0.9,4,7.0,9.0,5.8,8.1,1.2
62,Strongly disagree,Instructor 3,36.6,34.0,37.5,35.6,0.9,4,36.5,34.0,35.3,37.7,1.2
63,Disagree,Instructor 1,35.5,36.0,36.5,34.6,0.9,4,34.8,36.0,33.6,36.0,1.2
64,Disagree,Instructor 2,22.6,24.0,23.5,21.6,0.9,4,22.8,24.0,21.6,23.9,1.2
65,Disagree,Instructor 3,23.6,24.0,24.5,22.7,0.9,4,22.0,24.0,20.8,23.2,1.2
66,Neither agree nor disagree,Instructor 1,24.6,25.0,25.5,23.6,0.9,4,24.5,25.0,23.3,25.6,1.2
67,Neither agree nor disagree,Instructor 2,61.8,61.0,62.8,60.9,0.9,4,63.2,61.0,62.0,64.3,1.2
68,Neither agree nor disagree,Instructor 3,85.4,88.0,86.4,84.5,0.9,4,86.0,88.0,84.9,87.2,1.2
69,Agree,Instructor 1,50.4,52.0,51.3,49.4,0.9,4,49.0,52.0,47.8,50.2,1.2
70,Agree,Instructor 2,107.7,106.0,108.6,106.7,0.9,4,108.6,106.0,107.5,109.8,1.2
71,Agree,Instructor 3,76.4,78.0,77.3,75.4,0.9,4,75.8,78.0,74.6,77.0,1.2
72,Strongly agree,Instructor 1,177.6,177.0,178.5,176.6,0.9,4,178.1,177.0,176.9,179.3,1.2
73,Strongly agree,Instructor 2,170.2,170.0,171.2,169.3,0.9,4,169.5,170.0,168.4,170.7,1.2
74,Strongly agree,Instructor 3,98.7,97.0,99.6,97.7,0.9,4,99.1,97.0,97.9,100.3,1.2
75,Strongly disagree,Instructor 1,17.5,19.0,18.3,16.8,0.8,5,18.5,19.0,17.6,19.5,0.9
76,Strongly disagree,Instructor 2,7.3,9.0,8.1,6.5,0.8,5,6.2,9.0,5.2,7.1,0.9
77,Strongly disagree,Instructor 3,36.7,34.0,37.4,35.9,0.8,5,36.6,34.0,35.6,37.5,0.9
78,Disagree,Instructor 1,35.5,36.0,36.3,34.7,0.8,5,35.5,36.0,34.6,36.5,0.9
79,Disagree,Instructor 2,21.4,24.0,22.2,20.6,0.8,5,22.6,24.0,21.6,23.5,0.9
80,Disagree,Instructor 3,23.9,24.0,24.7,23.1,0.8,5,23.6,24.0,22.7,24.5,0.9
81,Neither agree nor disagree,Instructor 1,25.7,25.0,26.5,24.9,0.8,5,24.6,25.0,23.6,25.5,0.9
82,Neither agree nor disagree,Instructor 2,61.8,61.0,62.6,61.0,0.8,5,61.8,61.0,60.9,62.8,0.9
83,Neither agree nor disagree,Instructor 3,87.4,88.0,88.2,86.6,0.8,5,85.4,88.0,84.5,86.4,0.9
84,Agree,Instructor 1,50.4,52.0,51.2,49.6,0.8,5,50.4,52.0,49.4,51.3,0.9
85,Agree,Instructor 2,107.7,106.0,108.5,107.0,0.8,5,107.7,106.0,106.7,108.6,0.9
86,Agree,Instructor 3,76.9,78.0,77.7,76.1,0.8,5,76.4,78.0,75.4,77.3,0.9
87,Strongly agree,Instructor 1,177.8,177.0,178.6,177.0,0.8,5,177.6,177.0,176.6,178.5,0.9
88,Strongly agree,Instructor 2,171.0,170.0,171.8,170.2,0.8,5,170.2,170.0,169.3,171.2,0.9
89,Strongly agree,Instructor 3,98.7,97.0,99.5,97.9,0.8,5,98.7,97.0,97.7,99.6,0.9
90,Strongly disagree,Instructor 1,17.8,19.0,18.5,17.1,0.7,6,17.5,19.0,16.8,18.3,0.8
91,Strongly disagree,Instructor 2,7.4,9.0,8.1,6.7,0.7,6,7.3,9.0,6.5,8.1,0.8
92,Strongly disagree,Instructor 3,35.8,34.0,36.5,35.1,0.7,6,36.7,34.0,35.9,37.4,0.8
93,Disagree,Instructor 1,36.3,36.0,36.9,35.6,0.7,6,35.5,36.0,34.7,36.3,0.8
94,Disagree,Instructor 2,20.9,24.0,21.5,20.2,0.7,6,21.4,24.0,20.6,22.2,0.8
95,Disagree,Instructor 3,24.1,24.0,24.8,23.5,0.7,6,23.9,24.0,23.1,24.7,0.8
96,Neither agree nor disagree,Instructor 1,25.5,25.0,26.2,24.9,0.7,6,25.7,25.0,24.9,26.5,0.8
97,Neither agree nor disagree,Instructor 2,61.9,61.0,62.5,61.2,0.7,6,61.8,61.0,61.0,62.6,0.8
98,Neither agree nor disagree,Instructor 3,87.2,88.0,87.9,86.5,0.7,6,87.4,88.0,86.6,88.2,0.8
99,Agree,Instructor 1,51.2,52.0,51.9,50.5,0.7,6,50.4,52.0,49.6,51.2,0.8
100,Agree,Instructor 2,107.6,106.0,108.2,106.9,0.7,6,107.7,106.0,107.0,108.5,0.8
101,Agree,Instructor 3,77.0,78.0,77.7,76.4,0.7,6,76.9,78.0,76.1,77.7,0.8
102,Strongly agree,Instructor 1,177.9,177.0,178.6,177.2,0.7,6,177.8,177.0,177.0,178.6,0.8
103,Strongly agree,Instructor 2,170.9,170.0,171.5,170.2,0.7,6,171.0,170.0,170.2,171.8,0.8
104,Strongly agree,Instructor 3,99.6,97.0,100.3,98.9,0.7,6,98.7,97.0,97.9,99.5,0.8
