,Q13,instr,noisy_count,true_count,plus_error,minus_error,error,nth_remeasure,noisy_count_prev,true_count_prev,minus_error_prev,plus_error_prev,error_prev
43,Strongly agree,Instructor 2,158.5,159.0,160.1,156.9,1.6,2,158.0,159.0,155.6,160.4,2.4
44,Strongly agree,Instructor 3,75.9,80.0,77.5,74.3,1.6,2,74.6,80.0,72.2,76.9,2.4
45,Strongly disagree,Instructor 1,23.2,23.0,24.4,22.0,1.2,3,22.6,23.0,21.0,24.1,1.6
46,Strongly disagree,Instructor 2,17.0,16.0,18.2,15.8,1.2,3,17.4,16.0,15.8,19.0,1.6
47,Strongly disagree,Instructor 3,24.6,26.0,25.8,23.4,1.2,3,23.9,26.0,22.3,25.4,1.6
48,Disagree,Instructor 1,39.9,43.0,41.1,38.7,1.2,3,41.1,43.0,39.5,42.7,1.6
49,Disagree,Instructor 2,40.5,41.0,41.7,39.3,1.2,3,42.5,41.0,40.9,44.0,1.6
50,Disagree,Instructor 3,26.4,26.0,27.5,25.2,1.2,3,27.8,26.0,26.2,29.4,1.6
51,Neither agree nor disagree,Instructor 1,21.0,23.0,22.2,19.8,1.2,3,22.1,23.0,20.6,23.7,1.6
52,Neither agree nor disagree,Instructor 2,57.8,59.0,59.0,56.6,1.2,3,58.9,59.0,57.3,60.5,1.6
53,Neither agree nor disagree,Instructor 3,92.5,91.0,93.7,91.4,1.2,3,92.9,91.0,91.4,94.5,1.6
54,Agree,Instructor 1,48.0,51.0,49.2,46.8,1.2,3,48.1,51.0,46.5,49.7,1.6
55,Agree,Instructor 2,86.7,86.0,87.9,85.6,1.2,3,86.5,86.0,84.9,88.0,1.6
56,Agree,Instructor 3,67.0,67.0,68.2,65.8,1.2,3,66.9,67.0,65.4,68.5,1.6
57,Strongly agree,Instructor 1,209.2,209.0,210.4,208.0,1.2,3,208.7,209.0,207.1,210.3,1.6
58,Strongly agree,Instructor 2,158.1,159.0,159.3,156.9,1.2,3,158.5,159.0,156.9,160.1,1.6
59,Strongly agree,Instructor 3,78.5,80.0,79.7,77.4,1.2,3,75.9,80.0,74.3,77.5,1.6
60,Strongly disagree,Instructor 1,23.3,23.0,24.3,22.4,0.9,4,23.2,23.0,22.0,24.4,1.2
61,Strongly disagree,Instructor 2,16.6,16.0,17.5,15.7,0.9,4,17.0,16.0,15.8,18.2,1.2
62,Strongly disagree,Instructor 3,24.9,26.0,25.9,24.0,0.9,4,24.6,26.0,23.4,25.8,1.2
63,Disagree,Instructor 1,39.9,43.0,40.8,39.0,0.9,4,39.9,43.0,38.7,41.1,1.2
64,Disagree,Instructor 2,40.0,41.0,40.9,39.0,0.9,4,40.5,41.0,39.3,41.7,1.2
65,Disagree,Instructor 3,26.8,26.0,27.8,25.9,0.9,4,26.4,26.0,25.2,27.5,1.2
66,Neither agree nor disagree,Instructor 1,23.3,23.0,24.3,22.4,0.9,4,21.0,23.0,19.8,22.2,1.2
67,Neither agree nor disagree,Instructor 2,58.8,59.0,59.8,57.9,0.9,4,57.8,59.0,56.6,59.0,1.2
68,Neither agree nor disagree,Instructor 3,92.3,91.0,93.2,91.3,0.9,4,92.5,91.0,91.4,93.7,1.2
69,Agree,Instructor 1,47.5,51.0,48.4,46.5,0.9,4,48.0,51.0,46.8,49.2,1.2
70,Agree,Instructor 2,87.9,86.0,88.8,86.9,0.9,4,86.7,86.0,85.6,87.9,1.2
71,Agree,Instructor 3,67.6,67.0,68.5,66.7,0.9,4,67.0,67.0,65.8,68.2,1.2
72,Strongly agree,Instructor 1,209.2,209.0,210.1,208.2,0.9,4,209.2,209.0,208.0,210.4,1.2
73,Strongly agree,Instructor 2,158.2,159.0,159.2,157.3,0.9,4,158.1,159.0,156.9,159.3,1.2
74,Strongly agree,Instructor 3,78.3,80.0,79.2,77.3,0.9,4,78.5,80.0,77.4,79.7,1.2
75,Strongly disagree,Instructor 1,22.8,23.0,23.6,22.0,0.8,5,23.3,23.0,22.4,24.3,0.9
76,Strongly disagree,Instructor 2,16.8,16.0,17.6,16.1,0.8,5,16.6,16.0,15.7,17.5,0.9
77,Strongly disagree,Instructor 3,25.3,26.0,26.1,24.5,0.8,5,24.9,26.0,24.0,25.9,0.9
78,Disagree,Instructor 1,40.4,43.0,41.2,39.6,0.8,5,39.9,43.0,39.0,40.8,0.9
79,Disagree,Instructor 2,39.8,41.0,40.6,39.0,0.8,5,40.0,41.0,39.0,40.9,0.9
80,Disagree,Instructor 3,28.1,26.0,28.8,27.3,0.8,5,26.8,26.0,25.9,27.8,0.9
81,Neither agree nor disagree,Instructor 1,23.2,23.0,24.0,22.4,0.8,5,23.3,23.0,22.4,24.3,0.9
82,Neither agree nor disagree,Instructor 2,57.8,59.0,58.6,57.0,0.8,5,58.8,59.0,57.9,59.8,0.9
83,Neither agree nor disagree,Instructor 3,90.9,91.0,91.7,90.1,0.8,5,92.3,91.0,91.3,93.2,0.9
84,Agree,Instructor 1,47.1,51.0,47.8,46.3,0.8,5,47.5,51.0,46.5,48.4,0.9
85,Agree,Instructor 2,87.6,86.0,88.4,86.8,0.8,5,87.9,86.0,86.9,88.8,0.9
86,Agree,Instructor 3,68.1,67.0,68.9,67.3,0.8,5,67.6,67.0,66.7,68.5,0.9
87,Strongly agree,Instructor 1,208.5,209.0,209.3,207.7,0.8,5,209.2,209.0,208.2,210.1,0.9
88,Strongly agree,Instructor 2,158.0,159.0,158.8,157.2,0.8,5,158.2,159.0,157.3,159.2,0.9
89,Strongly agree,Instructor 3,78.8,80.0,79.6,78.0,0.8,5,78.3,80.0,77.3,79.2,0.9
90,Strongly disagree,Instructor 1,23.1,23.0,23.7,22.4,0.7,6,22.8,23.0,22.0,23.6,0.8
91,Strongly disagree,Instructor 2,17.3,16.0,17.9,16.6,0.7,6,16.8,16.0,16.1,17.6,0.8
92,Strongly disagree,Instructor 3,25.7,26.0,26.4,25.0,0.7,6,25.3,26.0,24.5,26.1,0.8
93,Disagree,Instructor 1,40.6,43.0,41.3,39.9,0.7,6,40.4,43.0,39.6,41.2,0.8
94,Disagree,Instructor 2,40.3,41.0,40.9,39.6,0.7,6,39.8,41.0,39.0,40.6,0.8
95,Disagree,Instructor 3,27.5,26.0,28.2,26.9,0.7,6,28.1,26.0,27.3,28.8,0.8
96,Neither agree nor disagree,Instructor 1,23.1,23.0,23.8,22.4,0.7,6,23.2,23.0,22.4,24.0,0.8
97,Neither agree nor disagree,Instructor 2,58.6,59.0,59.3,57.9,0.7,6,57.8,59.0,57.0,58.6,0.8
98,Neither agree nor disagree,Instructor 3,90.3,91.0,91.0,89.7,0.7,6,90.9,91.0,90.1,91.7,0.8
99,Agree,Instructor 1,48.3,51.0,49.0,47.6,0.7,6,47.1,51.0,46.3,47.8,0.8
100,Agree,Instructor 2,88.7,86.0,89.4,88.1,0.7,6,87.6,86.0,86.8,88.4,0.8
101,Agree,Instructor 3,67.8,67.0,68.5,67.1,0.7,6,68.1,67.0,67.3,68.9,0.8
102,Strongly agree,Instructor 1,208.2,209.0,208.8,207.5,0.7,6,208.5,209.0,207.7,209.3,0.8
103,Strongly agree,Instructor 2,157.8,159.0,158.5,157.1,0.7,6,158.0,159.0,157.2,158.8,0.8
104,Strongly agree,Instructor 3,79.5,80.0,80.2,78.8,0.7,6,78.8,80.0,78.0,79.6,0.8
