,race,time_in_hospital,noisy_count,true_count,plus_error,minus_error,error,nth_remeasure,noisy_count_prev,true_count_prev,minus_error_prev,plus_error_prev,error_prev
32,Other,9-10,2.5,1.0,7.2,-2.3,4.7,0,,,,,
33,Other,11-12,-4.8,0.0,-0.1,-9.5,4.7,0,,,,,
34,Other,13-14,-0.4,0.0,4.3,-5.1,4.7,0,,,,,
35,African American,1-2,59.5,59.0,61.8,57.1,2.4,1,57.2,59.0,52.5,62.0,4.7
36,African American,3-4,58.0,56.0,60.3,55.6,2.4,1,56.2,56.0,51.5,60.9,4.7
37,African American,5-6,33.2,33.0,35.5,30.8,2.4,1,29.8,33.0,25.1,34.5,4.7
38,African American,7-8,15.9,24.0,18.3,13.6,2.4,1,17.3,24.0,12.6,22.1,4.7
39,African American,9-10,11.0,10.0,13.4,8.7,2.4,1,12.8,10.0,8.1,17.6,4.7
40,African American,11-12,10.4,10.0,12.8,8.0,2.4,1,11.2,10.0,6.5,16.0,4.7
41,African American,13-14,3.6,3.0,6.0,1.2,2.4,1,4.1,3.0,-0.6,8.8,4.7
42,Asian,1-2,-2.5,4.0,-0.1,-4.8,2.4,1,-4.5,4.0,-9.2,0.2,4.7
43,Asian,3-4,5.2,0.0,7.6,2.9,2.4,1,-1.1,0.0,-5.8,3.6,4.7
44,Asian,5-6,1.3,1.0,3.7,-1.0,2.4,1,8.4,1.0,3.7,13.1,4.7
45,Asian,7-8,-2.2,1.0,0.1,-4.6,2.4,1,-6.1,1.0,-10.8,-1.4,4.7
46,Asian,9-10,2.5,0.0,4.8,0.1,2.4,1,4.3,0.0,-0.4,9.1,4.7
47,Asian,11-12,6.3,0.0,8.7,4.0,2.4,1,4.7,0.0,-0.0,9.4,4.7
48,Asian,13-14,-5.3,0.0,-3.0,-7.7,2.4,1,-7.6,0.0,-12.3,-2.9,4.7
49,Caucasian,1-2,237.6,235.0,240.0,235.3,2.4,1,235.4,235.0,230.7,240.1,4.7
50,Caucasian,3-4,235.6,241.0,237.9,233.2,2.4,1,241.7,241.0,237.0,246.4,4.7
51,Caucasian,5-6,133.4,132.0,135.8,131.1,2.4,1,131.9,132.0,127.2,136.6,4.7
52,Caucasian,7-8,82.3,82.0,84.7,80.0,2.4,1,80.1,82.0,75.4,84.8,4.7
53,Caucasian,9-10,28.4,27.0,30.8,26.1,2.4,1,25.3,27.0,20.6,30.0,4.7
54,Caucasian,11-12,25.2,22.0,27.6,22.8,2.4,1,22.4,22.0,17.7,27.2,4.7
55,Caucasian,13-14,14.6,16.0,17.0,12.3,2.4,1,15.2,16.0,10.5,19.9,4.7
56,Hispanic,1-2,9.9,11.0,12.3,7.6,2.4,1,10.4,11.0,5.7,15.1,4.7
57,Hispanic,3-4,6.9,8.0,9.2,4.5,2.4,1,3.8,8.0,-0.9,8.6,4.7
58,Hispanic,5-6,-1.0,4.0,1.4,-3.4,2.4,1,0.0,4.0,-4.7,4.7,4.7
59,Hispanic,7-8,-3.0,0.0,-0.6,-5.3,2.4,1,-7.3,0.0,-12.1,-2.6,4.7
60,Hispanic,9-10,4.1,1.0,6.4,1.7,2.4,1,2.9,1.0,-1.8,7.6,4.7
61,Hispanic,11-12,0.9,1.0,3.3,-1.4,2.4,1,-0.8,1.0,-5.5,3.9,4.7
62,Hispanic,13-14,0.9,1.0,3.2,-1.5,2.4,1,-2.1,1.0,-6.8,2.6,4.7
63,Other,1-2,3.9,5.0,6.2,1.5,2.4,1,5.5,5.0,0.8,10.2,4.7
64,Other,3-4,2.8,7.0,5.2,0.5,2.4,1,1.0,7.0,-3.7,5.7,4.7
65,Other,5-6,2.2,1.0,4.5,-0.2,2.4,1,1.3,1.0,-3.4,6.0,4.7
66,Other,7-8,-1.3,4.0,1.0,-3.7,2.4,1,0.2,4.0,-4.5,4.9,4.7
67,Other,9-10,1.6,1.0,3.9,-0.8,2.4,1,2.5,1.0,-2.3,7.2,4.7
68,Other,11-12,-2.4,0.0,-0.1,-4.8,2.4,1,-4.8,0.0,-9.5,-0.1,4.7
69,Other,13-14,0.4,0.0,2.7,-2.0,2.4,1,-0.4,0.0,-5.1,4.3,4.7
70,African American,1-2,60.8,59.0,62.4,59.2,1.6,2,59.5,59.0,57.1,61.8,2.4
71,African American,3-4,57.9,56.0,59.5,56.4,1.6,2,58.0,56.0,55.6,60.3,2.4
72,African American,5-6,33.8,33.0,35.4,32.2,1.6,2,33.2,33.0,30.8,35.5,2.4
73,African American,7-8,19.8,24.0,21.4,18.2,1.6,2,15.9,24.0,13.6,18.3,2.4
74,African American,9-10,11.4,10.0,13.0,9.8,1.6,2,11.0,10.0,8.7,13.4,2.4
75,African American,11-12,10.1,10.0,11.6,8.5,1.6,2,10.4,10.0,8.0,12.8,2.4
76,African American,13-14,3.4,3.0,5.0,1.9,1.6,2,3.6,3.0,1.2,6.0,2.4
77,Asian,1-2,1.1,4.0,2.7,-0.5,1.6,2,-2.5,4.0,-4.8,-0.1,2.4
78,Asian,3-4,3.0,0.0,4.5,1.4,1.6,2,5.2,0.0,2.9,7.6,2.4
79,Asian,5-6,-0.4,1.0,1.2,-2.0,1.6,2,1.3,1.0,-1.0,3.7,2.4
80,Asian,7-8,-1.1,1.0,0.5,-2.7,1.6,2,-2.2,1.0,-4.6,0.1,2.4
81,Asian,9-10,1.5,0.0,3.1,-0.0,1.6,2,2.5,0.0,0.1,4.8,2.4
82,Asian,11-12,6.0,0.0,7.6,4.4,1.6,2,6.3,0.0,4.0,8.7,2.4
83,Asian,13-14,-3.6,0.0,-2.0,-5.2,1.6,2,-5.3,0.0,-7.7,-3.0,2.4
84,Caucasian,1-2,236.4,235.0,238.0,234.8,1.6,2,237.6,235.0,235.3,240.0,2.4
85,Caucasian,3-4,238.3,241.0,239.9,236.8,1.6,2,235.6,241.0,233.2,237.9,2.4
86,Caucasian,5-6,135.5,132.0,137.0,133.9,1.6,2,133.4,132.0,131.1,135.8,2.4
87,Caucasian,7-8,80.7,82.0,82.3,79.2,1.6,2,82.3,82.0,80.0,84.7,2.4
88,Caucasian,9-10,28.4,27.0,29.9,26.8,1.6,2,28.4,27.0,26.1,30.8,2.4
89,Caucasian,11-12,22.9,22.0,24.5,21.3,1.6,2,25.2,22.0,22.8,27.6,2.4
90,Caucasian,13-14,14.5,16.0,16.1,13.0,1.6,2,14.6,16.0,12.3,17.0,2.4
91,Hispanic,1-2,10.2,11.0,11.8,8.7,1.6,2,9.9,11.0,7.6,12.3,2.4
92,Hispanic,3-4,7.3,8.0,8.9,5.8,1.6,2,6.9,8.0,4.5,9.2,2.4
93,Hispanic,5-6,1.3,4.0,2.9,-0.3,1.6,2,-1.0,4.0,-3.4,1.4,2.4
94,Hispanic,7-8,-1.4,0.0,0.1,-3.0,1.6,2,-3.0,0.0,-5.3,-0.6,2.4
95,Hispanic,9-10,0.1,1.0,1.7,-1.4,1.6,2,4.1,1.0,1.7,6.4,2.4
96,Hispanic,11-12,2.6,1.0,4.2,1.0,1.6,2,0.9,1.0,-1.4,3.3,2.4
97,Hispanic,13-14,-0.2,1.0,1.4,-1.7,1.6,2,0.9,1.0,-1.5,3.2,2.4
98,Other,1-2,4.6,5.0,6.2,3.1,1.6,2,3.9,5.0,1.5,6.2,2.4
99,Other,3-4,4.2,7.0,5.7,2.6,1.6,2,2.8,7.0,0.5,5.2,2.4
100,Other,5-6,3.9,1.0,5.5,2.4,1.6,2,2.2,1.0,-0.2,4.5,2.4
101,Other,7-8,-0.2,4.0,1.3,-1.8,1.6,2,-1.3,4.0,-3.7,1.0,2.4
102,Other,9-10,2.5,1.0,4.0,0.9,1.6,2,1.6,1.0,-0.8,3.9,2.4
103,Other,11-12,-1.1,0.0,0.5,-2.6,1.6,2,-2.4,0.0,-4.8,-0.1,2.4
104,Other,13-14,-0.6,0.0,1.0,-2.2,1.6,2,0.4,0.0,-2.0,2.7,2.4
105,African American,1-2,60.1,59.0,61.2,58.9,1.2,3,60.8,59.0,59.2,62.4,1.6
106,African American,3-4,56.7,56.0,57.9,55.6,1.2,3,57.9,56.0,56.4,59.5,1.6
107,African American,5-6,34.4,33.0,35.5,33.2,1.2,3,33.8,33.0,32.2,35.4,1.6
108,African American,7-8,21.6,24.0,22.7,20.4,1.2,3,19.8,24.0,18.2,21.4,1.6
109,African American,9-10,10.1,10.0,11.3,9.0,1.2,3,11.4,10.0,9.8,13.0,1.6
110,African American,11-12,10.6,10.0,11.8,9.4,1.2,3,10.1,10.0,8.5,11.6,1.6
111,African American,13-14,1.5,3.0,2.7,0.3,1.2,3,3.4,3.0,1.9,5.0,1.6
112,Asian,1-2,2.1,4.0,3.3,0.9,1.2,3,1.1,4.0,-0.5,2.7,1.6
113,Asian,3-4,2.7,0.0,3.9,1.5,1.2,3,3.0,0.0,1.4,4.5,1.6
114,Asian,5-6,-0.1,1.0,1.1,-1.2,1.2,3,-0.4,1.0,-2.0,1.2,1.6
115,Asian,7-8,-0.9,1.0,0.3,-2.1,1.2,3,-1.1,1.0,-2.7,0.5,1.6
116,Asian,9-10,0.9,0.0,2.1,-0.2,1.2,3,1.5,0.0,-0.0,3.1,1.6
117,Asian,11-12,5.5,0.0,6.7,4.4,1.2,3,6.0,0.0,4.4,7.6,1.6
118,Asian,13-14,-2.7,0.0,-1.5,-3.8,1.2,3,-3.6,0.0,-5.2,-2.0,1.6
119,Caucasian,1-2,237.9,235.0,239.1,236.7,1.2,3,236.4,235.0,234.8,238.0,1.6
120,Caucasian,3-4,240.7,241.0,241.9,239.5,1.2,3,238.3,241.0,236.8,239.9,1.6
121,Caucasian,5-6,134.6,132.0,135.8,133.4,1.2,3,135.5,132.0,133.9,137.0,1.6
122,Caucasian,7-8,81.2,82.0,82.4,80.1,1.2,3,80.7,82.0,79.2,82.3,1.6
123,Caucasian,9-10,27.3,27.0,28.5,26.1,1.2,3,28.4,27.0,26.8,29.9,1.6
124,Caucasian,11-12,24.7,22.0,25.9,23.5,1.2,3,22.9,22.0,21.3,24.5,1.6
125,Caucasian,13-14,17.9,16.0,19.1,16.8,1.2,3,14.5,16.0,13.0,16.1,1.6
126,Hispanic,1-2,10.5,11.0,11.7,9.3,1.2,3,10.2,11.0,8.7,11.8,1.6
127,Hispanic,3-4,6.0,8.0,7.2,4.8,1.2,3,7.3,8.0,5.8,8.9,1.6
128,Hispanic,5-6,1.6,4.0,2.8,0.4,1.2,3,1.3,4.0,-0.3,2.9,1.6
129,Hispanic,7-8,-2.4,0.0,-1.2,-3.6,1.2,3,-1.4,0.0,-3.0,0.1,1.6
130,Hispanic,9-10,-0.4,1.0,0.8,-1.6,1.2,3,0.1,1.0,-1.4,1.7,1.6
131,Hispanic,11-12,1.8,1.0,3.0,0.7,1.2,3,2.6,1.0,1.0,4.2,1.6
132,Hispanic,13-14,0.1,1.0,1.3,-1.1,1.2,3,-0.2,1.0,-1.7,1.4,1.6
133,Other,1-2,4.2,5.0,5.4,3.0,1.2,3,4.6,5.0,3.1,6.2,1.6
134,Other,3-4,4.9,7.0,6.1,3.8,1.2,3,4.2,7.0,2.6,5.7,1.6
135,Other,5-6,4.2,1.0,5.4,3.0,1.2,3,3.9,1.0,2.4,5.5,1.6
136,Other,7-8,-0.3,4.0,0.9,-1.4,1.2,3,-0.2,4.0,-1.8,1.3,1.6
137,Other,9-10,1.9,1.0,3.1,0.7,1.2,3,2.5,1.0,0.9,4.0,1.6
138,Other,11-12,-0.7,0.0,0.5,-1.9,1.2,3,-1.1,0.0,-2.6,0.5,1.6
139,Other,13-14,-1.3,0.0,-0.1,-2.5,1.2,3,-0.6,0.0,-2.2,1.0,1.6
140,African American,1-2,59.1,59.0,60.1,58.2,0.9,4,60.1,59.0,58.9,61.2,1.2
141,African American,3-4,57.0,56.0,57.9,56.0,0.9,4,56.7,56.0,55.6,57.9,1.2
142,African American,5-6,33.6,33.0,34.5,32.6,0.9,4,34.4,33.0,33.2,35.5,1.2
143,African American,7-8,23.3,24.0,24.2,22.3,0.9,4,21.6,24.0,20.4,22.7,1.2
144,African American,9-10,10.5,10.0,11.4,9.6,0.9,4,10.1,10.0,9.0,11.3,1.2
145,African American,11-12,10.8,10.0,11.7,9.8,0.9,4,10.6,10.0,9.4,11.8,1.2
146,African American,13-14,4.2,3.0,5.2,3.3,0.9,4,1.5,3.0,0.3,2.7,1.2
147,Asian,1-2,2.5,4.0,3.4,1.5,0.9,4,2.1,4.0,0.9,3.3,1.2
148,Asian,3-4,3.2,0.0,4.2,2.3,0.9,4,2.7,0.0,1.5,3.9,1.2
149,Asian,5-6,1.9,1.0,2.8,0.9,0.9,4,-0.1,1.0,-1.2,1.1,1.2
150,Asian,7-8,-4.1,1.0,-3.2,-5.1,0.9,4,-0.9,1.0,-2.1,0.3,1.2
151,Asian,9-10,1.5,0.0,2.4,0.5,0.9,4,0.9,0.0,-0.2,2.1,1.2
152,Asian,11-12,4.5,0.0,5.5,3.6,0.9,4,5.5,0.0,4.4,6.7,1.2
153,Asian,13-14,-0.8,0.0,0.2,-1.7,0.9,4,-2.7,0.0,-3.8,-1.5,1.2
154,Caucasian,1-2,239.0,235.0,239.9,238.0,0.9,4,237.9,235.0,236.7,239.1,1.2
155,Caucasian,3-4,241.2,241.0,242.2,240.3,0.9,4,240.7,241.0,239.5,241.9,1.2
156,Caucasian,5-6,133.6,132.0,134.6,132.7,0.9,4,134.6,132.0,133.4,135.8,1.2
157,Caucasian,7-8,80.5,82.0,81.5,79.6,0.9,4,81.2,82.0,80.1,82.4,1.2
158,Caucasian,9-10,28.3,27.0,29.3,27.4,0.9,4,27.3,27.0,26.1,28.5,1.2
159,Caucasian,11-12,24.2,22.0,25.1,23.2,0.9,4,24.7,22.0,23.5,25.9,1.2
160,Caucasian,13-14,18.3,16.0,19.3,17.4,0.9,4,17.9,16.0,16.8,19.1,1.2
161,Hispanic,1-2,10.5,11.0,11.4,9.5,0.9,4,10.5,11.0,9.3,11.7,1.2
162,Hispanic,3-4,5.8,8.0,6.8,4.9,0.9,4,6.0,8.0,4.8,7.2,1.2
163,Hispanic,5-6,3.0,4.0,3.9,2.0,0.9,4,1.6,4.0,0.4,2.8,1.2
164,Hispanic,7-8,-1.6,0.0,-0.6,-2.5,0.9,4,-2.4,0.0,-3.6,-1.2,1.2
165,Hispanic,9-10,-1.5,1.0,-0.6,-2.4,0.9,4,-0.4,1.0,-1.6,0.8,1.2
166,Hispanic,11-12,1.9,1.0,2.8,0.9,0.9,4,1.8,1.0,0.7,3.0,1.2
167,Hispanic,13-14,1.1,1.0,2.0,0.1,0.9,4,0.1,1.0,-1.1,1.3,1.2
168,Other,1-2,4.5,5.0,5.5,3.6,0.9,4,4.2,5.0,3.0,5.4,1.2
169,Other,3-4,6.6,7.0,7.6,5.7,0.9,4,4.9,7.0,3.8,6.1,1.2
170,Other,5-6,2.7,1.0,3.7,1.8,0.9,4,4.2,1.0,3.0,5.4,1.2
171,Other,7-8,1.0,4.0,1.9,0.1,0.9,4,-0.3,4.0,-1.4,0.9,1.2
172,Other,9-10,0.9,1.0,1.9,-0.0,0.9,4,1.9,1.0,0.7,3.1,1.2
173,Other,11-12,0.2,0.0,1.2,-0.7,0.9,4,-0.7,0.0,-1.9,0.5,1.2
174,Other,13-14,-1.7,0.0,-0.7,-2.6,0.9,4,-1.3,0.0,-2.5,-0.1,1.2
175,African American,1-2,59.5,59.0,60.3,58.7,0.8,5,59.1,59.0,58.2,60.1,0.9
176,African American,3-4,61.1,56.0,61.9,60.3,0.8,5,57.0,56.0,56.0,57.9,0.9
177,African American,5-6,34.1,33.0,34.8,33.3,0.8,5,33.6,33.0,32.6,34.5,0.9
178,African American,7-8,23.3,24.0,24.1,22.6,0.8,5,23.3,24.0,22.3,24.2,0.9
179,African American,9-10,10.2,10.0,11.0,9.4,0.8,5,10.5,10.0,9.6,11.4,0.9
180,African American,11-12,10.4,10.0,11.2,9.6,0.8,5,10.8,10.0,9.8,11.7,0.9
181,African American,13-14,4.8,3.0,5.6,4.0,0.8,5,4.2,3.0,3.3,5.2,0.9
182,Asian,1-2,1.7,4.0,2.5,0.9,0.8,5,2.5,4.0,1.5,3.4,0.9
183,Asian,3-4,2.7,0.0,3.5,1.9,0.8,5,3.2,0.0,2.3,4.2,0.9
184,Asian,5-6,1.9,1.0,2.7,1.2,0.8,5,1.9,1.0,0.9,2.8,0.9
185,Asian,7-8,-3.3,1.0,-2.5,-4.1,0.8,5,-4.1,1.0,-5.1,-3.2,0.9
186,Asian,9-10,1.3,0.0,2.0,0.5,0.8,5,1.5,0.0,0.5,2.4,0.9
187,Asian,11-12,4.5,0.0,5.2,3.7,0.8,5,4.5,0.0,3.6,5.5,0.9
188,Asian,13-14,-0.9,0.0,-0.1,-1.7,0.8,5,-0.8,0.0,-1.7,0.2,0.9
189,Caucasian,1-2,238.5,235.0,239.2,237.7,0.8,5,239.0,235.0,238.0,239.9,0.9
190,Caucasian,3-4,241.4,241.0,242.2,240.6,0.8,5,241.2,241.0,240.3,242.2,0.9
191,Caucasian,5-6,135.1,132.0,135.9,134.3,0.8,5,133.6,132.0,132.7,134.6,0.9
192,Caucasian,7-8,81.3,82.0,82.1,80.6,0.8,5,80.5,82.0,79.6,81.5,0.9
193,Caucasian,9-10,28.6,27.0,29.3,27.8,0.8,5,28.3,27.0,27.4,29.3,0.9
194,Caucasian,11-12,25.0,22.0,25.8,24.2,0.8,5,24.2,22.0,23.2,25.1,0.9
195,Caucasian,13-14,17.8,16.0,18.6,17.0,0.8,5,18.3,16.0,17.4,19.3,0.9
196,Hispanic,1-2,10.8,11.0,11.6,10.1,0.8,5,10.5,11.0,9.5,11.4,0.9
197,Hispanic,3-4,6.3,8.0,7.0,5.5,0.8,5,5.8,8.0,4.9,6.8,0.9
198,Hispanic,5-6,3.2,4.0,3.9,2.4,0.8,5,3.0,4.0,2.0,3.9,0.9
199,Hispanic,7-8,-1.8,0.0,-1.0,-2.5,0.8,5,-1.6,0.0,-2.5,-0.6,0.9
200,Hispanic,9-10,-0.9,1.0,-0.1,-1.7,0.8,5,-1.5,1.0,-2.4,-0.6,0.9
201,Hispanic,11-12,2.0,1.0,2.7,1.2,0.8,5,1.9,1.0,0.9,2.8,0.9
202,Hispanic,13-14,0.9,1.0,1.7,0.1,0.8,5,1.1,1.0,0.1,2.0,0.9
203,Other,1-2,7.9,5.0,8.7,7.1,0.8,5,4.5,5.0,3.6,5.5,0.9
204,Other,3-4,6.3,7.0,7.1,5.5,0.8,5,6.6,7.0,5.7,7.6,0.9
205,Other,5-6,1.8,1.0,2.6,1.1,0.8,5,2.7,1.0,1.8,3.7,0.9
206,Other,7-8,2.0,4.0,2.7,1.2,0.8,5,1.0,4.0,0.1,1.9,0.9
207,Other,9-10,0.9,1.0,1.7,0.1,0.8,5,0.9,1.0,-0.0,1.9,0.9
208,Other,11-12,1.5,0.0,2.3,0.7,0.8,5,0.2,0.0,-0.7,1.2,0.9
209,Other,13-14,-1.6,0.0,-0.8,-2.4,0.8,5,-1.7,0.0,-2.6,-0.7,0.9
210,African American,1-2,59.0,59.0,59.6,58.3,0.7,6,59.5,59.0,58.7,60.3,0.8
211,African American,3-4,61.2,56.0,61.8,60.5,0.7,6,61.1,56.0,60.3,61.9,0.8
212,African American,5-6,34.1,33.0,34.8,33.4,0.7,6,34.1,33.0,33.3,34.8,0.8
213,African American,7-8,23.0,24.0,23.7,22.4,0.7,6,23.3,24.0,22.6,24.1,0.8
214,African American,9-10,9.9,10.0,10.6,9.2,0.7,6,10.2,10.0,9.4,11.0,0.8
215,African American,11-12,9.8,10.0,10.5,9.1,0.7,6,10.4,10.0,9.6,11.2,0.8
216,African American,13-14,4.7,3.0,5.4,4.1,0.7,6,4.8,3.0,4.0,5.6,0.8
217,Asian,1-2,1.0,4.0,1.7,0.4,0.7,6,1.7,4.0,0.9,2.5,0.8
218,Asian,3-4,3.8,0.0,4.4,3.1,0.7,6,2.7,0.0,1.9,3.5,0.8
219,Asian,5-6,1.6,1.0,2.2,0.9,0.7,6,1.9,1.0,1.2,2.7,0.8
220,Asian,7-8,-2.5,1.0,-1.8,-3.2,0.7,6,-3.3,1.0,-4.1,-2.5,0.8
221,Asian,9-10,1.5,0.0,2.2,0.8,0.7,6,1.3,0.0,0.5,2.0,0.8
222,Asian,11-12,4.5,0.0,5.2,3.8,0.7,6,4.5,0.0,3.7,5.2,0.8
223,Asian,13-14,-0.5,0.0,0.2,-1.2,0.7,6,-0.9,0.0,-1.7,-0.1,0.8
224,Caucasian,1-2,237.9,235.0,238.6,237.3,0.7,6,238.5,235.0,237.7,239.2,0.8
225,Caucasian,3-4,241.2,241.0,241.9,240.5,0.7,6,241.4,241.0,240.6,242.2,0.8
226,Caucasian,5-6,135.8,132.0,136.5,135.1,0.7,6,135.1,132.0,134.3,135.9,0.8
227,Caucasian,7-8,81.5,82.0,82.2,80.9,0.7,6,81.3,82.0,80.6,82.1,0.8
228,Caucasian,9-10,28.9,27.0,29.6,28.3,0.7,6,28.6,27.0,27.8,29.3,0.8
229,Caucasian,11-12,25.3,22.0,25.9,24.6,0.7,6,25.0,22.0,24.2,25.8,0.8
230,Caucasian,13-14,17.1,16.0,17.8,16.4,0.7,6,17.8,16.0,17.0,18.6,0.8
231,Hispanic,1-2,9.6,11.0,10.3,8.9,0.7,6,10.8,11.0,10.1,11.6,0.8
232,Hispanic,3-4,5.9,8.0,6.6,5.3,0.7,6,6.3,8.0,5.5,7.0,0.8
233,Hispanic,5-6,2.6,4.0,3.2,1.9,0.7,6,3.2,4.0,2.4,3.9,0.8
234,Hispanic,7-8,-0.7,0.0,-0.1,-1.4,0.7,6,-1.8,0.0,-2.5,-1.0,0.8
235,Hispanic,9-10,0.9,1.0,1.6,0.3,0.7,6,-0.9,1.0,-1.7,-0.1,0.8
236,Hispanic,11-12,1.8,1.0,2.5,1.2,0.7,6,2.0,1.0,1.2,2.7,0.8
237,Hispanic,13-14,0.9,1.0,1.5,0.2,0.7,6,0.9,1.0,0.1,1.7,0.8
238,Other,1-2,6.8,5.0,7.5,6.2,0.7,6,7.9,5.0,7.1,8.7,0.8
239,Other,3-4,6.7,7.0,7.3,6.0,0.7,6,6.3,7.0,5.5,7.1,0.8
240,Other,5-6,1.7,1.0,2.3,1.0,0.7,6,1.8,1.0,1.1,2.6,0.8
241,Other,7-8,2.4,4.0,3.1,1.8,0.7,6,2.0,4.0,1.2,2.7,0.8
242,Other,9-10,1.4,1.0,2.0,0.7,0.7,6,0.9,1.0,0.1,1.7,0.8
243,Other,11-12,1.3,0.0,2.0,0.7,0.7,6,1.5,0.0,0.7,2.3,0.8
244,Other,13-14,-1.6,0.0,-0.9,-2.3,0.7,6,-1.6,0.0,-2.4,-0.8,0.8
