,attendance,difficulty,noisy_count,true_count,plus_error,minus_error,error,nth_remeasure,noisy_count_prev,true_count_prev,minus_error_prev,plus_error_prev,error_prev
84,1,5,23.2,20.0,24.4,22.0,1.2,3,24.8,20.0,23.2,26.4,1.6
85,2,1,9.6,8.0,10.8,8.5,1.2,3,10.2,8.0,8.7,11.8,1.6
86,2,2,11.2,9.0,12.3,10.0,1.2,3,11.8,9.0,10.2,13.4,1.6
87,2,3,56.7,57.0,57.9,55.6,1.2,3,56.0,57.0,54.5,57.6,1.6
88,2,4,26.0,29.0,27.2,24.9,1.2,3,24.5,29.0,23.0,26.1,1.6
89,2,5,19.8,22.0,21.0,18.7,1.2,3,22.0,22.0,20.5,23.6,1.6
90,3,1,23.2,24.0,24.4,22.0,1.2,3,24.0,24.0,22.5,25.6,1.6
91,3,2,22.3,22.0,23.5,21.2,1.2,3,21.5,22.0,19.9,23.1,1.6
92,3,3,82.8,81.0,84.0,81.7,1.2,3,83.1,81.0,81.5,84.6,1.6
93,3,4,72.9,69.0,74.1,71.7,1.2,3,74.2,69.0,72.6,75.8,1.6
94,3,5,38.7,39.0,39.9,37.6,1.2,3,36.5,39.0,34.9,38.1,1.6
95,4,1,17.0,15.0,18.1,15.8,1.2,3,16.5,15.0,14.9,18.1,1.6
96,4,2,19.8,18.0,21.0,18.7,1.2,3,19.9,18.0,18.3,21.5,1.6
97,4,3,50.1,52.0,51.3,48.9,1.2,3,50.3,52.0,48.8,51.9,1.6
98,4,4,28.5,29.0,29.7,27.3,1.2,3,25.7,29.0,24.1,27.3,1.6
99,4,5,34.4,32.0,35.6,33.2,1.2,3,35.0,32.0,33.4,36.6,1.6
100,0,1,219.3,220.0,220.2,218.4,0.9,4,219.4,220.0,218.3,220.6,1.2
101,0,2,16.9,17.0,17.9,16.0,0.9,4,17.6,17.0,16.5,18.8,1.2
102,0,3,41.7,43.0,42.6,40.7,0.9,4,40.6,43.0,39.4,41.8,1.2
103,0,4,25.5,25.0,26.5,24.6,0.9,4,25.0,25.0,23.8,26.1,1.2
104,0,5,21.1,20.0,22.0,20.1,0.9,4,22.3,20.0,21.1,23.4,1.2
105,1,1,21.5,19.0,22.5,20.6,0.9,4,24.0,19.0,22.8,25.2,1.2
106,1,2,30.7,32.0,31.7,29.8,0.9,4,31.0,32.0,29.9,32.2,1.2
107,1,3,58.6,60.0,59.6,57.7,0.9,4,58.0,60.0,56.8,59.2,1.2
108,1,4,37.4,38.0,38.3,36.4,0.9,4,36.8,38.0,35.6,37.9,1.2
109,1,5,22.5,20.0,23.5,21.6,0.9,4,23.2,20.0,22.0,24.4,1.2
110,2,1,9.2,8.0,10.1,8.2,0.9,4,9.6,8.0,8.5,10.8,1.2
111,2,2,11.6,9.0,12.5,10.6,0.9,4,11.2,9.0,10.0,12.3,1.2
112,2,3,56.8,57.0,57.7,55.9,0.9,4,56.7,57.0,55.6,57.9,1.2
113,2,4,27.6,29.0,28.5,26.6,0.9,4,26.0,29.0,24.9,27.2,1.2
114,2,5,21.8,22.0,22.7,20.8,0.9,4,19.8,22.0,18.7,21.0,1.2
115,3,1,23.4,24.0,24.3,22.4,0.9,4,23.2,24.0,22.0,24.4,1.2
116,3,2,22.4,22.0,23.4,21.5,0.9,4,22.3,22.0,21.2,23.5,1.2
117,3,3,81.9,81.0,82.8,80.9,0.9,4,82.8,81.0,81.7,84.0,1.2
118,3,4,73.7,69.0,74.7,72.8,0.9,4,72.9,69.0,71.7,74.1,1.2
119,3,5,41.2,39.0,42.2,40.3,0.9,4,38.7,39.0,37.6,39.9,1.2
120,4,1,16.6,15.0,17.6,15.7,0.9,4,17.0,15.0,15.8,18.1,1.2
121,4,2,18.3,18.0,19.2,17.3,0.9,4,19.8,18.0,18.7,21.0,1.2
122,4,3,50.2,52.0,51.1,49.2,0.9,4,50.1,52.0,48.9,51.3,1.2
123,4,4,27.6,29.0,28.5,26.6,0.9,4,28.5,29.0,27.3,29.7,1.2
124,4,5,33.3,32.0,34.3,32.4,0.9,4,34.4,32.0,33.2,35.6,1.2
125,0,1,219.3,220.0,220.1,218.5,0.8,5,219.3,220.0,218.4,220.2,0.9
126,0,2,17.0,17.0,17.8,16.3,0.8,5,16.9,17.0,16.0,17.9,0.9
127,0,3,41.3,43.0,42.1,40.6,0.8,5,41.7,43.0,40.7,42.6,0.9
128,0,4,23.5,25.0,24.2,22.7,0.8,5,25.5,25.0,24.6,26.5,0.9
129,0,5,21.0,20.0,21.8,20.2,0.8,5,21.1,20.0,20.1,22.0,0.9
130,1,1,21.2,19.0,22.0,20.4,0.8,5,21.5,19.0,20.6,22.5,0.9
131,1,2,30.8,32.0,31.6,30.0,0.8,5,30.7,32.0,29.8,31.7,0.9
132,1,3,58.4,60.0,59.2,57.6,0.8,5,58.6,60.0,57.7,59.6,0.9
133,1,4,37.0,38.0,37.7,36.2,0.8,5,37.4,38.0,36.4,38.3,0.9
134,1,5,23.1,20.0,23.9,22.3,0.8,5,22.5,20.0,21.6,23.5,0.9
135,2,1,8.4,8.0,9.2,7.6,0.8,5,9.2,8.0,8.2,10.1,0.9
136,2,2,11.5,9.0,12.2,10.7,0.8,5,11.6,9.0,10.6,12.5,0.9
137,2,3,56.4,57.0,57.2,55.6,0.8,5,56.8,57.0,55.9,57.7,0.9
138,2,4,28.8,29.0,29.6,28.0,0.8,5,27.6,29.0,26.6,28.5,0.9
139,2,5,22.1,22.0,22.9,21.3,0.8,5,21.8,22.0,20.8,22.7,0.9
140,3,1,25.5,24.0,26.3,24.7,0.8,5,23.4,24.0,22.4,24.3,0.9
141,3,2,22.4,22.0,23.2,21.6,0.8,5,22.4,22.0,21.5,23.4,0.9
142,3,3,81.7,81.0,82.5,80.9,0.8,5,81.9,81.0,80.9,82.8,0.9
143,3,4,73.8,69.0,74.6,73.0,0.8,5,73.7,69.0,72.8,74.7,0.9
144,3,5,42.3,39.0,43.1,41.5,0.8,5,41.2,39.0,40.3,42.2,0.9
145,4,1,16.9,15.0,17.7,16.2,0.8,5,16.6,15.0,15.7,17.6,0.9
146,4,2,18.3,18.0,19.1,17.5,0.8,5,18.3,18.0,17.3,19.2,0.9
147,4,3,51.6,52.0,52.4,50.8,0.8,5,50.2,52.0,49.2,51.1,0.9
148,4,4,28.1,29.0,28.9,27.3,0.8,5,27.6,29.0,26.6,28.5,0.9
149,4,5,34.5,32.0,35.3,33.7,0.8,5,33.3,32.0,32.4,34.3,0.9
150,0,1,219.3,220.0,220.0,218.7,0.7,6,219.3,220.0,218.5,220.1,0.8
151,0,2,16.6,17.0,17.3,15.9,0.7,6,17.0,17.0,16.3,17.8,0.8
152,0,3,42.2,43.0,42.9,41.5,0.7,6,41.3,43.0,40.6,42.1,0.8
153,0,4,23.9,25.0,24.6,23.2,0.7,6,23.5,25.0,22.7,24.2,0.8
154,0,5,19.9,20.0,20.5,19.2,0.7,6,21.0,20.0,20.2,21.8,0.8
155,1,1,21.4,19.0,22.1,20.8,0.7,6,21.2,19.0,20.4,22.0,0.8
156,1,2,29.7,32.0,30.4,29.0,0.7,6,30.8,32.0,30.0,31.6,0.8
157,1,3,58.8,60.0,59.4,58.1,0.7,6,58.4,60.0,57.6,59.2,0.8
158,1,4,38.0,38.0,38.7,37.3,0.7,6,37.0,38.0,36.2,37.7,0.8
159,1,5,22.1,20.0,22.7,21.4,0.7,6,23.1,20.0,22.3,23.9,0.8
160,2,1,7.7,8.0,8.4,7.1,0.7,6,8.4,8.0,7.6,9.2,0.8
161,2,2,11.6,9.0,12.3,11.0,0.7,6,11.5,9.0,10.7,12.2,0.8
162,2,3,56.0,57.0,56.7,55.4,0.7,6,56.4,57.0,55.6,57.2,0.8
163,2,4,28.7,29.0,29.4,28.1,0.7,6,28.8,29.0,28.0,29.6,0.8
164,2,5,22.0,22.0,22.6,21.3,0.7,6,22.1,22.0,21.3,22.9,0.8
165,3,1,27.2,24.0,27.8,26.5,0.7,6,25.5,24.0,24.7,26.3,0.8
166,3,2,21.9,22.0,22.6,21.2,0.7,6,22.4,22.0,21.6,23.2,0.8
167,3,3,81.5,81.0,82.2,80.8,0.7,6,81.7,81.0,80.9,82.5,0.8
168,3,4,73.5,69.0,74.2,72.8,0.7,6,73.8,69.0,73.0,74.6,0.8
169,3,5,41.7,39.0,42.4,41.1,0.7,6,42.3,39.0,41.5,43.1,0.8
170,4,1,17.0,15.0,17.7,16.4,0.7,6,16.9,15.0,16.2,17.7,0.8
171,4,2,21.9,18.0,22.6,21.3,0.7,6,18.3,18.0,17.5,19.1,0.8
172,4,3,52.2,52.0,52.8,51.5,0.7,6,51.6,52.0,50.8,52.4,0.8
173,4,4,28.2,29.0,28.9,27.5,0.7,6,28.1,29.0,27.3,28.9,0.8
174,4,5,34.0,32.0,34.6,33.3,0.7,6,34.5,32.0,33.7,35.3,0.8
