,Q13,instr,noisy_count,true_count,plus_error,minus_error,error,nth_remeasure,noisy_count_prev,true_count_prev,minus_error_prev,plus_error_prev,error_prev
67,Neither agree nor disagree,Instructor 2,66.4,65.0,67.3,65.4,0.9,4,64.0,65.0,62.9,65.2,1.2
68,Neither agree nor disagree,Instructor 3,84.0,86.0,84.9,83.0,0.9,4,83.2,86.0,82.0,84.4,1.2
69,Agree,Instructor 1,52.6,53.0,53.6,51.7,0.9,4,54.0,53.0,52.8,55.2,1.2
70,Agree,Instructor 2,104.4,102.0,105.3,103.5,0.9,4,104.6,102.0,103.5,105.8,1.2
71,Agree,Instructor 3,65.8,62.0,66.8,64.9,0.9,4,65.9,62.0,64.7,67.1,1.2
72,Strongly agree,Instructor 1,181.6,183.0,182.5,180.6,0.9,4,181.5,183.0,180.3,182.7,1.2
73,Strongly agree,Instructor 2,153.7,154.0,154.6,152.8,0.9,4,155.4,154.0,154.2,156.6,1.2
74,Strongly agree,Instructor 3,96.1,98.0,97.1,95.2,0.9,4,95.5,98.0,94.3,96.6,1.2
75,Strongly disagree,Instructor 1,26.9,26.0,27.7,26.1,0.8,5,27.2,26.0,26.2,28.1,0.9
76,Strongly disagree,Instructor 2,9.6,10.0,10.4,8.8,0.8,5,9.0,10.0,8.0,9.9,0.9
77,Strongly disagree,Instructor 3,34.0,32.0,34.8,33.2,0.8,5,34.0,32.0,33.0,34.9,0.9
78,Disagree,Instructor 1,56.3,55.0,57.1,55.5,0.8,5,54.4,55.0,53.5,55.3,0.9
79,Disagree,Instructor 2,36.3,35.0,37.1,35.5,0.8,5,34.6,35.0,33.7,35.6,0.9
80,Disagree,Instructor 3,21.5,22.0,22.3,20.7,0.8,5,23.7,22.0,22.8,24.7,0.9
81,Neither agree nor disagree,Instructor 1,16.5,17.0,17.3,15.8,0.8,5,16.4,17.0,15.4,17.3,0.9
82,Neither agree nor disagree,Instructor 2,64.6,65.0,65.4,63.9,0.8,5,66.4,65.0,65.4,67.3,0.9
83,Neither agree nor disagree,Instructor 3,84.5,86.0,85.3,83.7,0.8,5,84.0,86.0,83.0,84.9,0.9
84,Agree,Instructor 1,52.7,53.0,53.5,51.9,0.8,5,52.6,53.0,51.7,53.6,0.9
85,Agree,Instructor 2,103.9,102.0,104.7,103.1,0.8,5,104.4,102.0,103.5,105.3,0.9
86,Agree,Instructor 3,64.8,62.0,65.6,64.1,0.8,5,65.8,62.0,64.9,66.8,0.9
87,Strongly agree,Instructor 1,183.1,183.0,183.9,182.3,0.8,5,181.6,183.0,180.6,182.5,0.9
88,Strongly agree,Instructor 2,154.1,154.0,154.9,153.3,0.8,5,153.7,154.0,152.8,154.6,0.9
89,Strongly agree,Instructor 3,94.0,98.0,94.8,93.2,0.8,5,96.1,98.0,95.2,97.1,0.9
90,Strongly disagree,Instructor 1,27.1,26.0,27.7,26.4,0.7,6,26.9,26.0,26.1,27.7,0.8
91,Strongly disagree,Instructor 2,9.7,10.0,10.4,9.0,0.7,6,9.6,10.0,8.8,10.4,0.8
92,Strongly disagree,Instructor 3,33.2,32.0,33.9,32.6,0.7,6,34.0,32.0,33.2,34.8,0.8
93,Disagree,Instructor 1,56.0,55.0,56.7,55.4,0.7,6,56.3,55.0,55.5,57.1,0.8
94,Disagree,Instructor 2,36.5,35.0,37.2,35.8,0.7,6,36.3,35.0,35.5,37.1,0.8
95,Disagree,Instructor 3,20.7,22.0,21.4,20.0,0.7,6,21.5,22.0,20.7,22.3,0.8
96,Neither agree nor disagree,Instructor 1,16.0,17.0,16.7,15.3,0.7,6,16.5,17.0,15.8,17.3,0.8
97,Neither agree nor disagree,Instructor 2,65.0,65.0,65.7,64.3,0.7,6,64.6,65.0,63.9,65.4,0.8
98,Neither agree nor disagree,Instructor 3,85.3,86.0,85.9,84.6,0.7,6,84.5,86.0,83.7,85.3,0.8
99,Agree,Instructor 1,51.9,53.0,52.6,51.3,0.7,6,52.7,53.0,51.9,53.5,0.8
100,Agree,Instructor 2,104.1,102.0,104.7,103.4,0.7,6,103.9,102.0,103.1,104.7,0.8
101,Agree,Instructor 3,64.7,62.0,65.3,64.0,0.7,6,64.8,62.0,64.1,65.6,0.8
102,Strongly agree,Instructor 1,182.9,183.0,183.6,182.2,0.7,6,183.1,183.0,182.3,183.9,0.8
103,Strongly agree,Instructor 2,154.0,154.0,154.7,153.4,0.7,6,154.1,154.0,153.3,154.9,0.8
104,Strongly agree,Instructor 3,94.4,98.0,95.1,93.8,0.7,6,94.0,98.0,93.2,94.8,0.8
