,age,num_medications,noisy_count,true_count,plus_error,minus_error,error,nth_remeasure,noisy_count_prev,true_count_prev,minus_error_prev,plus_error_prev,error_prev
46,70 - 79,40-49,2.2,2.0,6.9,-2.6,4.7,0,,,,,
47,70 - 79,50-89,-0.6,0.0,4.1,-5.3,4.7,0,,,,,
48,80 - 89,1-9,40.4,46.0,45.1,35.7,4.7,0,,,,,
49,80 - 89,10-19,91.8,90.0,96.5,87.1,4.7,0,,,,,
50,80 - 89,20-29,29.2,29.0,33.9,24.5,4.7,0,,,,,
51,80 - 89,30-39,10.7,9.0,15.4,5.9,4.7,0,,,,,
52,80 - 89,40-49,8.1,0.0,12.8,3.3,4.7,0,,,,,
53,80 - 89,50-89,1.5,0.0,6.2,-3.2,4.7,0,,,,,
54,90 - 99,1-9,5.4,7.0,10.1,0.7,4.7,0,,,,,
55,90 - 99,10-19,21.7,21.0,26.4,17.0,4.7,0,,,,,
56,90 - 99,20-29,3.5,6.0,8.2,-1.2,4.7,0,,,,,
57,90 - 99,30-39,8.9,0.0,13.6,4.1,4.7,0,,,,,
58,90 - 99,40-49,8.4,1.0,13.1,3.6,4.7,0,,,,,
59,90 - 99,50-89,4.0,0.0,8.7,-0.7,4.7,0,,,,,
60,0 - 9,1-9,-0.8,3.0,1.6,-3.1,2.4,1,-3.3,3.0,-8.0,1.4,4.7
61,0 - 9,10-19,0.6,0.0,3.0,-1.7,2.4,1,2.7,0.0,-2.0,7.4,4.7
62,0 - 9,20-29,-1.1,0.0,1.3,-3.4,2.4,1,-0.4,0.0,-5.2,4.3,4.7
63,0 - 9,30-39,-0.9,0.0,1.5,-3.2,2.4,1,2.0,0.0,-2.7,6.7,4.7
64,0 - 9,40-49,4.9,0.0,7.3,2.5,2.4,1,10.4,0.0,5.7,15.1,4.7
65,0 - 9,50-89,-0.0,0.0,2.3,-2.4,2.4,1,0.3,0.0,-4.4,5.0,4.7
66,10 - 19,1-9,2.3,4.0,4.6,-0.1,2.4,1,-2.5,4.0,-7.2,2.3,4.7
67,10 - 19,10-19,1.0,2.0,3.4,-1.3,2.4,1,-0.1,2.0,-4.8,4.6,4.7
68,10 - 19,20-29,0.9,1.0,3.2,-1.5,2.4,1,1.0,1.0,-3.7,5.7,4.7
69,10 - 19,30-39,2.1,0.0,4.5,-0.3,2.4,1,1.5,0.0,-3.2,6.2,4.7
70,10 - 19,40-49,4.0,0.0,6.4,1.7,2.4,1,3.1,0.0,-1.6,7.8,4.7
71,10 - 19,50-89,0.3,0.0,2.6,-2.1,2.4,1,-0.9,0.0,-5.6,3.8,4.7
72,20 - 29,1-9,5.6,3.0,7.9,3.2,2.4,1,1.2,3.0,-3.6,5.9,4.7
73,20 - 29,10-19,2.7,4.0,5.0,0.3,2.4,1,9.7,4.0,5.0,14.4,4.7
74,20 - 29,20-29,0.9,0.0,3.3,-1.5,2.4,1,-2.8,0.0,-7.6,1.9,4.7
75,20 - 29,30-39,-1.2,0.0,1.2,-3.5,2.4,1,-0.3,0.0,-5.0,4.4,4.7
76,20 - 29,40-49,3.2,0.0,5.6,0.9,2.4,1,6.6,0.0,1.9,11.3,4.7
77,20 - 29,50-89,-3.5,0.0,-1.1,-5.9,2.4,1,-10.0,0.0,-14.7,-5.3,4.7
78,30 - 39,1-9,2.8,1.0,5.2,0.4,2.4,1,8.7,1.0,4.0,13.4,4.7
79,30 - 39,10-19,24.3,25.0,26.7,22.0,2.4,1,22.4,25.0,17.7,27.1,4.7
80,30 - 39,20-29,1.9,5.0,4.2,-0.5,2.4,1,5.3,5.0,0.6,10.1,4.7
81,30 - 39,30-39,3.3,1.0,5.6,0.9,2.4,1,6.7,1.0,2.0,11.4,4.7
82,30 - 39,40-49,-0.6,0.0,1.8,-2.9,2.4,1,-4.4,0.0,-9.1,0.3,4.7
83,30 - 39,50-89,-0.2,0.0,2.2,-2.5,2.4,1,0.2,0.0,-4.6,4.9,4.7
84,40 - 49,1-9,23.7,22.0,26.1,21.3,2.4,1,23.4,22.0,18.7,28.1,4.7
85,40 - 49,10-19,48.6,47.0,51.0,46.2,2.4,1,46.8,47.0,42.1,51.5,4.7
86,40 - 49,20-29,19.7,20.0,22.1,17.4,2.4,1,17.0,20.0,12.3,21.7,4.7
87,40 - 49,30-39,-0.1,7.0,2.2,-2.5,2.4,1,6.9,7.0,2.2,11.7,4.7
88,40 - 49,40-49,1.2,2.0,3.6,-1.1,2.4,1,1.0,2.0,-3.7,5.7,4.7
89,40 - 49,50-89,-0.2,0.0,2.2,-2.6,2.4,1,-0.2,0.0,-4.9,4.6,4.7
90,50 - 59,1-9,38.0,36.0,40.4,35.7,2.4,1,39.8,36.0,35.0,44.5,4.7
91,50 - 59,10-19,79.7,78.0,82.0,77.3,2.4,1,80.6,78.0,75.9,85.3,4.7
92,50 - 59,20-29,37.0,36.0,39.4,34.7,2.4,1,34.4,36.0,29.7,39.2,4.7
93,50 - 59,30-39,12.8,9.0,15.2,10.5,2.4,1,9.5,9.0,4.8,14.2,4.7
94,50 - 59,40-49,-2.3,1.0,0.1,-4.6,2.4,1,-1.0,1.0,-5.7,3.7,4.7
95,50 - 59,50-89,-1.5,0.0,0.9,-3.8,2.4,1,-0.3,0.0,-5.0,4.4,4.7
96,60 - 69,1-9,29.4,31.0,31.8,27.1,2.4,1,32.3,31.0,27.5,37.0,4.7
97,60 - 69,10-19,96.2,98.0,98.5,93.8,2.4,1,97.0,98.0,92.3,101.7,4.7
98,60 - 69,20-29,71.1,71.0,73.5,68.8,2.4,1,70.7,71.0,66.0,75.4,4.7
99,60 - 69,30-39,14.2,15.0,16.5,11.8,2.4,1,16.9,15.0,12.2,21.6,4.7
100,60 - 69,40-49,5.1,4.0,7.4,2.7,2.4,1,3.4,4.0,-1.4,8.1,4.7
101,60 - 69,50-89,7.9,3.0,10.2,5.5,2.4,1,8.6,3.0,3.9,13.3,4.7
102,70 - 79,1-9,42.2,41.0,44.6,39.9,2.4,1,43.2,41.0,38.5,47.9,4.7
103,70 - 79,10-19,152.2,151.0,154.6,149.9,2.4,1,150.4,151.0,145.7,155.2,4.7
104,70 - 79,20-29,59.7,55.0,62.1,57.4,2.4,1,54.5,55.0,49.8,59.2,4.7
105,70 - 79,30-39,12.5,13.0,14.9,10.2,2.4,1,14.0,13.0,9.3,18.8,4.7
106,70 - 79,40-49,0.3,2.0,2.6,-2.1,2.4,1,2.2,2.0,-2.6,6.9,4.7
107,70 - 79,50-89,2.0,0.0,4.4,-0.3,2.4,1,-0.6,0.0,-5.3,4.1,4.7
108,80 - 89,1-9,41.6,46.0,44.0,39.3,2.4,1,40.4,46.0,35.7,45.1,4.7
109,80 - 89,10-19,90.7,90.0,93.1,88.3,2.4,1,91.8,90.0,87.1,96.5,4.7
110,80 - 89,20-29,30.0,29.0,32.4,27.7,2.4,1,29.2,29.0,24.5,33.9,4.7
111,80 - 89,30-39,11.8,9.0,14.1,9.4,2.4,1,10.7,9.0,5.9,15.4,4.7
112,80 - 89,40-49,2.2,0.0,4.6,-0.1,2.4,1,8.1,0.0,3.3,12.8,4.7
113,80 - 89,50-89,1.4,0.0,3.8,-0.9,2.4,1,1.5,0.0,-3.2,6.2,4.7
114,90 - 99,1-9,6.4,7.0,8.7,4.0,2.4,1,5.4,7.0,0.7,10.1,4.7
115,90 - 99,10-19,19.5,21.0,21.8,17.1,2.4,1,21.7,21.0,17.0,26.4,4.7
116,90 - 99,20-29,0.3,6.0,2.7,-2.0,2.4,1,3.5,6.0,-1.2,8.2,4.7
117,90 - 99,30-39,3.5,0.0,5.8,1.1,2.4,1,8.9,0.0,4.1,13.6,4.7
118,90 - 99,40-49,6.3,1.0,8.6,3.9,2.4,1,8.4,1.0,3.6,13.1,4.7
119,90 - 99,50-89,-2.0,0.0,0.3,-4.4,2.4,1,4.0,0.0,-0.7,8.7,4.7
120,0 - 9,1-9,-1.0,3.0,0.6,-2.5,1.6,2,-0.8,3.0,-3.1,1.6,2.4
121,0 - 9,10-19,-0.0,0.0,1.5,-1.6,1.6,2,0.6,0.0,-1.7,3.0,2.4
122,0 - 9,20-29,-0.5,0.0,1.1,-2.1,1.6,2,-1.1,0.0,-3.4,1.3,2.4
123,0 - 9,30-39,1.8,0.0,3.4,0.2,1.6,2,-0.9,0.0,-3.2,1.5,2.4
124,0 - 9,40-49,7.9,0.0,9.5,6.4,1.6,2,4.9,0.0,2.5,7.3,2.4
125,0 - 9,50-89,-0.8,0.0,0.7,-2.4,1.6,2,-0.0,0.0,-2.4,2.3,2.4
126,10 - 19,1-9,4.0,4.0,5.6,2.5,1.6,2,2.3,4.0,-0.1,4.6,2.4
127,10 - 19,10-19,3.5,2.0,5.1,1.9,1.6,2,1.0,2.0,-1.3,3.4,2.4
128,10 - 19,20-29,0.8,1.0,2.4,-0.8,1.6,2,0.9,1.0,-1.5,3.2,2.4
129,10 - 19,30-39,2.3,0.0,3.8,0.7,1.6,2,2.1,0.0,-0.3,4.5,2.4
130,10 - 19,40-49,4.2,0.0,5.7,2.6,1.6,2,4.0,0.0,1.7,6.4,2.4
131,10 - 19,50-89,0.5,0.0,2.0,-1.1,1.6,2,0.3,0.0,-2.1,2.6,2.4
132,20 - 29,1-9,1.3,3.0,2.9,-0.2,1.6,2,5.6,3.0,3.2,7.9,2.4
133,20 - 29,10-19,2.4,4.0,4.0,0.9,1.6,2,2.7,4.0,0.3,5.0,2.4
134,20 - 29,20-29,-0.1,0.0,1.5,-1.6,1.6,2,0.9,0.0,-1.5,3.3,2.4
135,20 - 29,30-39,-2.3,0.0,-0.8,-3.9,1.6,2,-1.2,0.0,-3.5,1.2,2.4
136,20 - 29,40-49,4.1,0.0,5.6,2.5,1.6,2,3.2,0.0,0.9,5.6,2.4
137,20 - 29,50-89,-5.4,0.0,-3.9,-7.0,1.6,2,-3.5,0.0,-5.9,-1.1,2.4
138,30 - 39,1-9,0.0,1.0,1.6,-1.5,1.6,2,2.8,1.0,0.4,5.2,2.4
139,30 - 39,10-19,24.2,25.0,25.8,22.6,1.6,2,24.3,25.0,22.0,26.7,2.4
140,30 - 39,20-29,2.7,5.0,4.3,1.1,1.6,2,1.9,5.0,-0.5,4.2,2.4
141,30 - 39,30-39,1.4,1.0,3.0,-0.2,1.6,2,3.3,1.0,0.9,5.6,2.4
142,30 - 39,40-49,-0.3,0.0,1.2,-1.9,1.6,2,-0.6,0.0,-2.9,1.8,2.4
143,30 - 39,50-89,-0.0,0.0,1.5,-1.6,1.6,2,-0.2,0.0,-2.5,2.2,2.4
144,40 - 49,1-9,23.8,22.0,25.4,22.3,1.6,2,23.7,22.0,21.3,26.1,2.4
145,40 - 49,10-19,46.8,47.0,48.4,45.2,1.6,2,48.6,47.0,46.2,51.0,2.4
146,40 - 49,20-29,18.8,20.0,20.3,17.2,1.6,2,19.7,20.0,17.4,22.1,2.4
147,40 - 49,30-39,1.9,7.0,3.4,0.3,1.6,2,-0.1,7.0,-2.5,2.2,2.4
148,40 - 49,40-49,1.2,2.0,2.7,-0.4,1.6,2,1.2,2.0,-1.1,3.6,2.4
149,40 - 49,50-89,-1.1,0.0,0.5,-2.7,1.6,2,-0.2,0.0,-2.6,2.2,2.4
150,50 - 59,1-9,38.5,36.0,40.1,37.0,1.6,2,38.0,36.0,35.7,40.4,2.4
151,50 - 59,10-19,77.4,78.0,79.0,75.8,1.6,2,79.7,78.0,77.3,82.0,2.4
152,50 - 59,20-29,36.3,36.0,37.9,34.8,1.6,2,37.0,36.0,34.7,39.4,2.4
153,50 - 59,30-39,10.7,9.0,12.3,9.1,1.6,2,12.8,9.0,10.5,15.2,2.4
154,50 - 59,40-49,-1.3,1.0,0.3,-2.9,1.6,2,-2.3,1.0,-4.6,0.1,2.4
155,50 - 59,50-89,-1.6,0.0,-0.1,-3.2,1.6,2,-1.5,0.0,-3.8,0.9,2.4
156,60 - 69,1-9,32.0,31.0,33.6,30.4,1.6,2,29.4,31.0,27.1,31.8,2.4
157,60 - 69,10-19,96.5,98.0,98.0,94.9,1.6,2,96.2,98.0,93.8,98.5,2.4
158,60 - 69,20-29,71.5,71.0,73.1,69.9,1.6,2,71.1,71.0,68.8,73.5,2.4
159,60 - 69,30-39,14.7,15.0,16.2,13.1,1.6,2,14.2,15.0,11.8,16.5,2.4
160,60 - 69,40-49,5.5,4.0,7.1,3.9,1.6,2,5.1,4.0,2.7,7.4,2.4
161,60 - 69,50-89,3.9,3.0,5.5,2.4,1.6,2,7.9,3.0,5.5,10.2,2.4
162,70 - 79,1-9,44.3,41.0,45.9,42.7,1.6,2,42.2,41.0,39.9,44.6,2.4
163,70 - 79,10-19,152.1,151.0,153.6,150.5,1.6,2,152.2,151.0,149.9,154.6,2.4
164,70 - 79,20-29,57.5,55.0,59.1,56.0,1.6,2,59.7,55.0,57.4,62.1,2.4
165,70 - 79,30-39,13.2,13.0,14.7,11.6,1.6,2,12.5,13.0,10.2,14.9,2.4
166,70 - 79,40-49,1.5,2.0,3.0,-0.1,1.6,2,0.3,2.0,-2.1,2.6,2.4
167,70 - 79,50-89,1.8,0.0,3.3,0.2,1.6,2,2.0,0.0,-0.3,4.4,2.4
168,80 - 89,1-9,46.4,46.0,47.9,44.8,1.6,2,41.6,46.0,39.3,44.0,2.4
169,80 - 89,10-19,93.1,90.0,94.7,91.6,1.6,2,90.7,90.0,88.3,93.1,2.4
170,80 - 89,20-29,29.5,29.0,31.1,27.9,1.6,2,30.0,29.0,27.7,32.4,2.4
171,80 - 89,30-39,11.1,9.0,12.7,9.5,1.6,2,11.8,9.0,9.4,14.1,2.4
172,80 - 89,40-49,-1.3,0.0,0.2,-2.9,1.6,2,2.2,0.0,-0.1,4.6,2.4
173,80 - 89,50-89,5.2,0.0,6.7,3.6,1.6,2,1.4,0.0,-0.9,3.8,2.4
174,90 - 99,1-9,6.9,7.0,8.5,5.4,1.6,2,6.4,7.0,4.0,8.7,2.4
175,90 - 99,10-19,20.8,21.0,22.4,19.2,1.6,2,19.5,21.0,17.1,21.8,2.4
176,90 - 99,20-29,1.1,6.0,2.7,-0.4,1.6,2,0.3,6.0,-2.0,2.7,2.4
177,90 - 99,30-39,1.8,0.0,3.3,0.2,1.6,2,3.5,0.0,1.1,5.8,2.4
178,90 - 99,40-49,3.7,1.0,5.3,2.2,1.6,2,6.3,1.0,3.9,8.6,2.4
179,90 - 99,50-89,-1.1,0.0,0.5,-2.7,1.6,2,-2.0,0.0,-4.4,0.3,2.4
180,0 - 9,1-9,-0.6,3.0,0.6,-1.8,1.2,3,-1.0,3.0,-2.5,0.6,1.6
181,0 - 9,10-19,0.7,0.0,1.9,-0.5,1.2,3,-0.0,0.0,-1.6,1.5,1.6
182,0 - 9,20-29,-1.4,0.0,-0.2,-2.6,1.2,3,-0.5,0.0,-2.1,1.1,1.6
183,0 - 9,30-39,2.2,0.0,3.4,1.1,1.2,3,1.8,0.0,0.2,3.4,1.6
184,0 - 9,40-49,6.1,0.0,7.3,4.9,1.2,3,7.9,0.0,6.4,9.5,1.6
185,0 - 9,50-89,-1.1,0.0,0.1,-2.3,1.2,3,-0.8,0.0,-2.4,0.7,1.6
186,10 - 19,1-9,4.3,4.0,5.5,3.1,1.2,3,4.0,4.0,2.5,5.6,1.6
187,10 - 19,10-19,2.6,2.0,3.7,1.4,1.2,3,3.5,2.0,1.9,5.1,1.6
188,10 - 19,20-29,1.8,1.0,3.0,0.7,1.2,3,0.8,1.0,-0.8,2.4,1.6
189,10 - 19,30-39,1.6,0.0,2.7,0.4,1.2,3,2.3,0.0,0.7,3.8,1.6
190,10 - 19,40-49,4.4,0.0,5.6,3.2,1.2,3,4.2,0.0,2.6,5.7,1.6
191,10 - 19,50-89,1.3,0.0,2.4,0.1,1.2,3,0.5,0.0,-1.1,2.0,1.6
192,20 - 29,1-9,2.0,3.0,3.2,0.9,1.2,3,1.3,3.0,-0.2,2.9,1.6
193,20 - 29,10-19,2.4,4.0,3.6,1.2,1.2,3,2.4,4.0,0.9,4.0,1.6
194,20 - 29,20-29,0.5,0.0,1.7,-0.6,1.2,3,-0.1,0.0,-1.6,1.5,1.6
195,20 - 29,30-39,-1.7,0.0,-0.5,-2.9,1.2,3,-2.3,0.0,-3.9,-0.8,1.6
196,20 - 29,40-49,3.0,0.0,4.2,1.8,1.2,3,4.1,0.0,2.5,5.6,1.6
197,20 - 29,50-89,-2.8,0.0,-1.6,-4.0,1.2,3,-5.4,0.0,-7.0,-3.9,1.6
198,30 - 39,1-9,0.4,1.0,1.6,-0.8,1.2,3,0.0,1.0,-1.5,1.6,1.6
199,30 - 39,10-19,24.0,25.0,25.2,22.9,1.2,3,24.2,25.0,22.6,25.8,1.6
200,30 - 39,20-29,1.1,5.0,2.3,-0.1,1.2,3,2.7,5.0,1.1,4.3,1.6
201,30 - 39,30-39,1.9,1.0,3.1,0.7,1.2,3,1.4,1.0,-0.2,3.0,1.6
202,30 - 39,40-49,-0.1,0.0,1.0,-1.3,1.2,3,-0.3,0.0,-1.9,1.2,1.6
203,30 - 39,50-89,1.3,0.0,2.4,0.1,1.2,3,-0.0,0.0,-1.6,1.5,1.6
204,40 - 49,1-9,23.1,22.0,24.2,21.9,1.2,3,23.8,22.0,22.3,25.4,1.6
205,40 - 49,10-19,49.8,47.0,51.0,48.6,1.2,3,46.8,47.0,45.2,48.4,1.6
206,40 - 49,20-29,17.9,20.0,19.0,16.7,1.2,3,18.8,20.0,17.2,20.3,1.6
207,40 - 49,30-39,1.3,7.0,2.5,0.1,1.2,3,1.9,7.0,0.3,3.4,1.6
208,40 - 49,40-49,1.9,2.0,3.1,0.7,1.2,3,1.2,2.0,-0.4,2.7,1.6
209,40 - 49,50-89,-1.1,0.0,0.1,-2.3,1.2,3,-1.1,0.0,-2.7,0.5,1.6
210,50 - 59,1-9,39.1,36.0,40.2,37.9,1.2,3,38.5,36.0,37.0,40.1,1.6
211,50 - 59,10-19,77.2,78.0,78.4,76.0,1.2,3,77.4,78.0,75.8,79.0,1.6
212,50 - 59,20-29,37.5,36.0,38.7,36.3,1.2,3,36.3,36.0,34.8,37.9,1.6
213,50 - 59,30-39,10.6,9.0,11.7,9.4,1.2,3,10.7,9.0,9.1,12.3,1.6
214,50 - 59,40-49,-1.1,1.0,0.1,-2.2,1.2,3,-1.3,1.0,-2.9,0.3,1.6
215,50 - 59,50-89,-3.0,0.0,-1.8,-4.2,1.2,3,-1.6,0.0,-3.2,-0.1,1.6
216,60 - 69,1-9,34.1,31.0,35.2,32.9,1.2,3,32.0,31.0,30.4,33.6,1.6
217,60 - 69,10-19,96.7,98.0,97.9,95.5,1.2,3,96.5,98.0,94.9,98.0,1.6
218,60 - 69,20-29,70.4,71.0,71.6,69.2,1.2,3,71.5,71.0,69.9,73.1,1.6
219,60 - 69,30-39,14.3,15.0,15.5,13.1,1.2,3,14.7,15.0,13.1,16.2,1.6
220,60 - 69,40-49,6.5,4.0,7.6,5.3,1.2,3,5.5,4.0,3.9,7.1,1.6
221,60 - 69,50-89,2.8,3.0,3.9,1.6,1.2,3,3.9,3.0,2.4,5.5,1.6
222,70 - 79,1-9,42.4,41.0,43.6,41.2,1.2,3,44.3,41.0,42.7,45.9,1.6
223,70 - 79,10-19,153.9,151.0,155.1,152.8,1.2,3,152.1,151.0,150.5,153.6,1.6
224,70 - 79,20-29,57.0,55.0,58.1,55.8,1.2,3,57.5,55.0,56.0,59.1,1.6
225,70 - 79,30-39,11.1,13.0,12.2,9.9,1.2,3,13.2,13.0,11.6,14.7,1.6
226,70 - 79,40-49,3.2,2.0,4.4,2.1,1.2,3,1.5,2.0,-0.1,3.0,1.6
227,70 - 79,50-89,1.0,0.0,2.2,-0.1,1.2,3,1.8,0.0,0.2,3.3,1.6
228,80 - 89,1-9,46.3,46.0,47.5,45.1,1.2,3,46.4,46.0,44.8,47.9,1.6
229,80 - 89,10-19,91.0,90.0,92.1,89.8,1.2,3,93.1,90.0,91.6,94.7,1.6
230,80 - 89,20-29,28.1,29.0,29.3,26.9,1.2,3,29.5,29.0,27.9,31.1,1.6
231,80 - 89,30-39,9.6,9.0,10.7,8.4,1.2,3,11.1,9.0,9.5,12.7,1.6
232,80 - 89,40-49,-1.9,0.0,-0.8,-3.1,1.2,3,-1.3,0.0,-2.9,0.2,1.6
233,80 - 89,50-89,2.0,0.0,3.2,0.8,1.2,3,5.2,0.0,3.6,6.7,1.6
234,90 - 99,1-9,8.8,7.0,10.0,7.7,1.2,3,6.9,7.0,5.4,8.5,1.6
235,90 - 99,10-19,19.4,21.0,20.6,18.3,1.2,3,20.8,21.0,19.2,22.4,1.6
236,90 - 99,20-29,2.4,6.0,3.5,1.2,1.2,3,1.1,6.0,-0.4,2.7,1.6
237,90 - 99,30-39,0.1,0.0,1.3,-1.0,1.2,3,1.8,0.0,0.2,3.3,1.6
238,90 - 99,40-49,2.3,1.0,3.5,1.2,1.2,3,3.7,1.0,2.2,5.3,1.6
239,90 - 99,50-89,-0.2,0.0,1.0,-1.4,1.2,3,-1.1,0.0,-2.7,0.5,1.6
240,0 - 9,1-9,0.8,3.0,1.8,-0.1,0.9,4,-0.6,3.0,-1.8,0.6,1.2
241,0 - 9,10-19,0.7,0.0,1.7,-0.2,0.9,4,0.7,0.0,-0.5,1.9,1.2
242,0 - 9,20-29,-1.3,0.0,-0.3,-2.2,0.9,4,-1.4,0.0,-2.6,-0.2,1.2
243,0 - 9,30-39,2.5,0.0,3.5,1.6,0.9,4,2.2,0.0,1.1,3.4,1.2
244,0 - 9,40-49,5.8,0.0,6.7,4.8,0.9,4,6.1,0.0,4.9,7.3,1.2
245,0 - 9,50-89,0.0,0.0,1.0,-0.9,0.9,4,-1.1,0.0,-2.3,0.1,1.2
246,10 - 19,1-9,3.1,4.0,4.1,2.2,0.9,4,4.3,4.0,3.1,5.5,1.2
247,10 - 19,10-19,2.1,2.0,3.1,1.2,0.9,4,2.6,2.0,1.4,3.7,1.2
248,10 - 19,20-29,1.7,1.0,2.6,0.7,0.9,4,1.8,1.0,0.7,3.0,1.2
249,10 - 19,30-39,1.3,0.0,2.2,0.3,0.9,4,1.6,0.0,0.4,2.7,1.2
250,10 - 19,40-49,4.2,0.0,5.2,3.3,0.9,4,4.4,0.0,3.2,5.6,1.2
251,10 - 19,50-89,0.5,0.0,1.5,-0.4,0.9,4,1.3,0.0,0.1,2.4,1.2
252,20 - 29,1-9,2.0,3.0,3.0,1.1,0.9,4,2.0,3.0,0.9,3.2,1.2
253,20 - 29,10-19,3.3,4.0,4.2,2.3,0.9,4,2.4,4.0,1.2,3.6,1.2
254,20 - 29,20-29,-0.2,0.0,0.8,-1.1,0.9,4,0.5,0.0,-0.6,1.7,1.2
255,20 - 29,30-39,-1.4,0.0,-0.4,-2.3,0.9,4,-1.7,0.0,-2.9,-0.5,1.2
256,20 - 29,40-49,1.3,0.0,2.3,0.4,0.9,4,3.0,0.0,1.8,4.2,1.2
257,20 - 29,50-89,-2.8,0.0,-1.9,-3.7,0.9,4,-2.8,0.0,-4.0,-1.6,1.2
258,30 - 39,1-9,0.2,1.0,1.1,-0.7,0.9,4,0.4,1.0,-0.8,1.6,1.2
259,30 - 39,10-19,25.3,25.0,26.2,24.3,0.9,4,24.0,25.0,22.9,25.2,1.2
260,30 - 39,20-29,1.9,5.0,2.8,1.0,0.9,4,1.1,5.0,-0.1,2.3,1.2
261,30 - 39,30-39,0.0,1.0,1.0,-0.9,0.9,4,1.9,1.0,0.7,3.1,1.2
262,30 - 39,40-49,0.5,0.0,1.4,-0.5,0.9,4,-0.1,0.0,-1.3,1.0,1.2
263,30 - 39,50-89,-0.5,0.0,0.4,-1.4,0.9,4,1.3,0.0,0.1,2.4,1.2
264,40 - 49,1-9,20.2,22.0,21.1,19.2,0.9,4,23.1,22.0,21.9,24.2,1.2
265,40 - 49,10-19,49.5,47.0,50.5,48.6,0.9,4,49.8,47.0,48.6,51.0,1.2
266,40 - 49,20-29,17.5,20.0,18.5,16.6,0.9,4,17.9,20.0,16.7,19.0,1.2
