,race,time_in_hospital,noisy_count,true_count,plus_error,minus_error,error,nth_remeasure,noisy_count_prev,true_count_prev,minus_error_prev,plus_error_prev,error_prev
25,Hispanic,9-10,-0.8,1.0,3.9,-5.5,4.7,0,,,,,
26,Hispanic,11-12,3.1,1.0,7.8,-1.6,4.7,0,,,,,
27,Hispanic,13-14,2.7,1.0,7.4,-2.0,4.7,0,,,,,
28,Other,1-2,1.7,3.0,6.4,-3.1,4.7,0,,,,,
29,Other,3-4,15.4,5.0,20.1,10.7,4.7,0,,,,,
30,Other,5-6,3.0,2.0,7.7,-1.8,4.7,0,,,,,
31,Other,7-8,9.7,2.0,14.4,5.0,4.7,0,,,,,
32,Other,9-10,2.6,0.0,7.3,-2.2,4.7,0,,,,,
33,Other,11-12,3.5,0.0,8.2,-1.2,4.7,0,,,,,
34,Other,13-14,0.3,1.0,5.0,-4.4,4.7,0,,,,,
35,African American,1-2,52.9,55.0,55.3,50.6,2.4,1,51.1,55.0,46.4,55.8,4.7
36,African American,3-4,43.7,47.0,46.0,41.3,2.4,1,49.2,47.0,44.5,53.9,4.7
37,African American,5-6,25.0,29.0,27.3,22.6,2.4,1,26.9,29.0,22.1,31.6,4.7
38,African American,7-8,28.2,27.0,30.5,25.8,2.4,1,27.2,27.0,22.5,31.9,4.7
39,African American,9-10,7.6,13.0,10.0,5.3,2.4,1,1.2,13.0,-3.5,5.9,4.7
40,African American,11-12,2.2,4.0,4.6,-0.1,2.4,1,10.1,4.0,5.3,14.8,4.7
41,African American,13-14,10.8,9.0,13.2,8.5,2.4,1,14.4,9.0,9.7,19.1,4.7
42,Asian,1-2,2.4,2.0,4.8,0.1,2.4,1,10.2,2.0,5.5,14.9,4.7
43,Asian,3-4,-0.1,2.0,2.3,-2.4,2.4,1,-2.3,2.0,-7.0,2.4,4.7
44,Asian,5-6,-1.2,0.0,1.1,-3.6,2.4,1,-1.9,0.0,-6.6,2.8,4.7
45,Asian,7-8,-3.5,0.0,-1.1,-5.9,2.4,1,0.8,0.0,-3.9,5.5,4.7
46,Asian,9-10,3.9,0.0,6.3,1.6,2.4,1,7.3,0.0,2.6,12.0,4.7
47,Asian,11-12,3.6,0.0,6.0,1.2,2.4,1,4.1,0.0,-0.6,8.8,4.7
48,Asian,13-14,-11.5,0.0,-9.1,-13.8,2.4,1,-18.0,0.0,-22.7,-13.3,4.7
49,Caucasian,1-2,226.7,226.0,229.1,224.4,2.4,1,226.4,226.0,221.7,231.1,4.7
50,Caucasian,3-4,247.9,248.0,250.3,245.6,2.4,1,247.9,248.0,243.2,252.6,4.7
51,Caucasian,5-6,144.3,143.0,146.7,141.9,2.4,1,145.6,143.0,140.8,150.3,4.7
52,Caucasian,7-8,68.0,70.0,70.3,65.6,2.4,1,66.2,70.0,61.5,70.9,4.7
53,Caucasian,9-10,41.9,38.0,44.2,39.5,2.4,1,40.5,38.0,35.8,45.2,4.7
54,Caucasian,11-12,36.1,41.0,38.5,33.7,2.4,1,30.4,41.0,25.7,35.1,4.7
55,Caucasian,13-14,9.2,11.0,11.6,6.8,2.4,1,6.6,11.0,1.9,11.4,4.7
56,Hispanic,1-2,5.1,6.0,7.5,2.8,2.4,1,4.4,6.0,-0.3,9.1,4.7
57,Hispanic,3-4,11.2,8.0,13.6,8.8,2.4,1,9.4,8.0,4.7,14.1,4.7
58,Hispanic,5-6,2.4,4.0,4.8,0.1,2.4,1,3.8,4.0,-0.9,8.5,4.7
59,Hispanic,7-8,6.3,1.0,8.7,4.0,2.4,1,4.3,1.0,-0.4,9.0,4.7
60,Hispanic,9-10,-3.1,1.0,-0.7,-5.5,2.4,1,-0.8,1.0,-5.5,3.9,4.7
61,Hispanic,11-12,2.4,1.0,4.8,0.0,2.4,1,3.1,1.0,-1.6,7.8,4.7
62,Hispanic,13-14,-2.8,1.0,-0.4,-5.1,2.4,1,2.7,1.0,-2.0,7.4,4.7
63,Other,1-2,2.9,3.0,5.2,0.5,2.4,1,1.7,3.0,-3.1,6.4,4.7
64,Other,3-4,12.4,5.0,14.7,10.0,2.4,1,15.4,5.0,10.7,20.1,4.7
65,Other,5-6,6.1,2.0,8.4,3.7,2.4,1,3.0,2.0,-1.8,7.7,4.7
66,Other,7-8,5.7,2.0,8.0,3.3,2.4,1,9.7,2.0,5.0,14.4,4.7
67,Other,9-10,2.0,0.0,4.3,-0.4,2.4,1,2.6,0.0,-2.2,7.3,4.7
68,Other,11-12,4.9,0.0,7.3,2.5,2.4,1,3.5,0.0,-1.2,8.2,4.7
69,Other,13-14,1.1,1.0,3.5,-1.2,2.4,1,0.3,1.0,-4.4,5.0,4.7
70,African American,1-2,55.4,55.0,57.0,53.8,1.6,2,52.9,55.0,50.6,55.3,2.4
71,African American,3-4,46.8,47.0,48.4,45.2,1.6,2,43.7,47.0,41.3,46.0,2.4
72,African American,5-6,21.4,29.0,22.9,19.8,1.6,2,25.0,29.0,22.6,27.3,2.4
73,African American,7-8,28.1,27.0,29.7,26.6,1.6,2,28.2,27.0,25.8,30.5,2.4
74,African American,9-10,9.1,13.0,10.7,7.6,1.6,2,7.6,13.0,5.3,10.0,2.4
75,African American,11-12,3.0,4.0,4.6,1.5,1.6,2,2.2,4.0,-0.1,4.6,2.4
76,African American,13-14,10.5,9.0,12.1,8.9,1.6,2,10.8,9.0,8.5,13.2,2.4
77,Asian,1-2,1.7,2.0,3.3,0.2,1.6,2,2.4,2.0,0.1,4.8,2.4
78,Asian,3-4,-1.6,2.0,0.0,-3.1,1.6,2,-0.1,2.0,-2.4,2.3,2.4
79,Asian,5-6,0.2,0.0,1.8,-1.4,1.6,2,-1.2,0.0,-3.6,1.1,2.4
80,Asian,7-8,-0.4,0.0,1.2,-2.0,1.6,2,-3.5,0.0,-5.9,-1.1,2.4
81,Asian,9-10,1.6,0.0,3.1,-0.0,1.6,2,3.9,0.0,1.6,6.3,2.4
82,Asian,11-12,1.4,0.0,3.0,-0.1,1.6,2,3.6,0.0,1.2,6.0,2.4
83,Asian,13-14,-8.0,0.0,-6.4,-9.5,1.6,2,-11.5,0.0,-13.8,-9.1,2.4
84,Caucasian,1-2,228.1,226.0,229.7,226.6,1.6,2,226.7,226.0,224.4,229.1,2.4
85,Caucasian,3-4,246.9,248.0,248.5,245.4,1.6,2,247.9,248.0,245.6,250.3,2.4
86,Caucasian,5-6,143.7,143.0,145.2,142.1,1.6,2,144.3,143.0,141.9,146.7,2.4
87,Caucasian,7-8,69.0,70.0,70.6,67.5,1.6,2,68.0,70.0,65.6,70.3,2.4
88,Caucasian,9-10,40.6,38.0,42.2,39.0,1.6,2,41.9,38.0,39.5,44.2,2.4
89,Caucasian,11-12,37.3,41.0,38.9,35.7,1.6,2,36.1,41.0,33.7,38.5,2.4
90,Caucasian,13-14,10.7,11.0,12.3,9.1,1.6,2,9.2,11.0,6.8,11.6,2.4
91,Hispanic,1-2,4.4,6.0,5.9,2.8,1.6,2,5.1,6.0,2.8,7.5,2.4
92,Hispanic,3-4,9.9,8.0,11.5,8.3,1.6,2,11.2,8.0,8.8,13.6,2.4
93,Hispanic,5-6,3.9,4.0,5.5,2.3,1.6,2,2.4,4.0,0.1,4.8,2.4
94,Hispanic,7-8,3.8,1.0,5.4,2.2,1.6,2,6.3,1.0,4.0,8.7,2.4
95,Hispanic,9-10,-3.4,1.0,-1.9,-5.0,1.6,2,-3.1,1.0,-5.5,-0.7,2.4
96,Hispanic,11-12,4.1,1.0,5.7,2.6,1.6,2,2.4,1.0,0.0,4.8,2.4
97,Hispanic,13-14,-3.0,1.0,-1.5,-4.6,1.6,2,-2.8,1.0,-5.1,-0.4,2.4
98,Other,1-2,2.3,3.0,3.9,0.7,1.6,2,2.9,3.0,0.5,5.2,2.4
99,Other,3-4,10.2,5.0,11.8,8.7,1.6,2,12.4,5.0,10.0,14.7,2.4
100,Other,5-6,5.1,2.0,6.7,3.6,1.6,2,6.1,2.0,3.7,8.4,2.4
101,Other,7-8,2.2,2.0,3.8,0.6,1.6,2,5.7,2.0,3.3,8.0,2.4
102,Other,9-10,0.9,0.0,2.5,-0.6,1.6,2,2.0,0.0,-0.4,4.3,2.4
103,Other,11-12,2.8,0.0,4.4,1.2,1.6,2,4.9,0.0,2.5,7.3,2.4
104,Other,13-14,-0.1,1.0,1.5,-1.6,1.6,2,1.1,1.0,-1.2,3.5,2.4
105,African American,1-2,54.9,55.0,56.1,53.7,1.2,3,55.4,55.0,53.8,57.0,1.6
106,African American,3-4,46.3,47.0,47.4,45.1,1.2,3,46.8,47.0,45.2,48.4,1.6
107,African American,5-6,23.3,29.0,24.4,22.1,1.2,3,21.4,29.0,19.8,22.9,1.6
108,African American,7-8,27.9,27.0,29.1,26.8,1.2,3,28.1,27.0,26.6,29.7,1.6
109,African American,9-10,9.9,13.0,11.1,8.7,1.2,3,9.1,13.0,7.6,10.7,1.6
110,African American,11-12,3.8,4.0,5.0,2.7,1.2,3,3.0,4.0,1.5,4.6,1.6
111,African American,13-14,10.4,9.0,11.6,9.2,1.2,3,10.5,9.0,8.9,12.1,1.6
112,Asian,1-2,0.8,2.0,2.0,-0.4,1.2,3,1.7,2.0,0.2,3.3,1.6
113,Asian,3-4,-0.1,2.0,1.1,-1.3,1.2,3,-1.6,2.0,-3.1,0.0,1.6
114,Asian,5-6,0.4,0.0,1.6,-0.8,1.2,3,0.2,0.0,-1.4,1.8,1.6
115,Asian,7-8,-0.7,0.0,0.4,-1.9,1.2,3,-0.4,0.0,-2.0,1.2,1.6
116,Asian,9-10,0.9,0.0,2.1,-0.2,1.2,3,1.6,0.0,-0.0,3.1,1.6
117,Asian,11-12,4.2,0.0,5.4,3.1,1.2,3,1.4,0.0,-0.1,3.0,1.6
118,Asian,13-14,-6.3,0.0,-5.1,-7.5,1.2,3,-8.0,0.0,-9.5,-6.4,1.6
119,Caucasian,1-2,227.8,226.0,229.0,226.6,1.2,3,228.1,226.0,226.6,229.7,1.6
120,Caucasian,3-4,247.4,248.0,248.6,246.3,1.2,3,246.9,248.0,245.4,248.5,1.6
121,Caucasian,5-6,140.5,143.0,141.7,139.3,1.2,3,143.7,143.0,142.1,145.2,1.6
122,Caucasian,7-8,69.4,70.0,70.6,68.2,1.2,3,69.0,70.0,67.5,70.6,1.6
123,Caucasian,9-10,40.6,38.0,41.8,39.4,1.2,3,40.6,38.0,39.0,42.2,1.6
124,Caucasian,11-12,40.1,41.0,41.3,39.0,1.2,3,37.3,41.0,35.7,38.9,1.6
125,Caucasian,13-14,11.2,11.0,12.4,10.0,1.2,3,10.7,11.0,9.1,12.3,1.6
126,Hispanic,1-2,4.2,6.0,5.4,3.0,1.2,3,4.4,6.0,2.8,5.9,1.6
127,Hispanic,3-4,9.3,8.0,10.5,8.1,1.2,3,9.9,8.0,8.3,11.5,1.6
128,Hispanic,5-6,4.2,4.0,5.4,3.0,1.2,3,3.9,4.0,2.3,5.5,1.6
129,Hispanic,7-8,1.7,1.0,2.9,0.5,1.2,3,3.8,1.0,2.2,5.4,1.6
130,Hispanic,9-10,-2.5,1.0,-1.3,-3.7,1.2,3,-3.4,1.0,-5.0,-1.9,1.6
131,Hispanic,11-12,3.0,1.0,4.2,1.8,1.2,3,4.1,1.0,2.6,5.7,1.6
132,Hispanic,13-14,0.4,1.0,1.5,-0.8,1.2,3,-3.0,1.0,-4.6,-1.5,1.6
133,Other,1-2,3.0,3.0,4.2,1.9,1.2,3,2.3,3.0,0.7,3.9,1.6
134,Other,3-4,9.0,5.0,10.1,7.8,1.2,3,10.2,5.0,8.7,11.8,1.6
135,Other,5-6,3.4,2.0,4.6,2.2,1.2,3,5.1,2.0,3.6,6.7,1.6
136,Other,7-8,4.1,2.0,5.2,2.9,1.2,3,2.2,2.0,0.6,3.8,1.6
137,Other,9-10,2.2,0.0,3.4,1.1,1.2,3,0.9,0.0,-0.6,2.5,1.6
138,Other,11-12,3.3,0.0,4.5,2.1,1.2,3,2.8,0.0,1.2,4.4,1.6
139,Other,13-14,-1.7,1.0,-0.5,-2.9,1.2,3,-0.1,1.0,-1.6,1.5,1.6
140,African American,1-2,55.2,55.0,56.1,54.2,0.9,4,54.9,55.0,53.7,56.1,1.2
141,African American,3-4,47.1,47.0,48.1,46.2,0.9,4,46.3,47.0,45.1,47.4,1.2
142,African American,5-6,24.4,29.0,25.4,23.5,0.9,4,23.3,29.0,22.1,24.4,1.2
143,African American,7-8,27.6,27.0,28.6,26.7,0.9,4,27.9,27.0,26.8,29.1,1.2
144,African American,9-10,10.6,13.0,11.5,9.6,0.9,4,9.9,13.0,8.7,11.1,1.2
145,African American,11-12,5.4,4.0,6.3,4.4,0.9,4,3.8,4.0,2.7,5.0,1.2
146,African American,13-14,14.5,9.0,15.4,13.5,0.9,4,10.4,9.0,9.2,11.6,1.2
147,Asian,1-2,1.6,2.0,2.6,0.7,0.9,4,0.8,2.0,-0.4,2.0,1.2
148,Asian,3-4,2.5,2.0,3.5,1.6,0.9,4,-0.1,2.0,-1.3,1.1,1.2
149,Asian,5-6,-0.5,0.0,0.4,-1.4,0.9,4,0.4,0.0,-0.8,1.6,1.2
150,Asian,7-8,-2.6,0.0,-1.6,-3.5,0.9,4,-0.7,0.0,-1.9,0.4,1.2
151,Asian,9-10,1.2,0.0,2.1,0.3,0.9,4,0.9,0.0,-0.2,2.1,1.2
152,Asian,11-12,3.6,0.0,4.5,2.6,0.9,4,4.2,0.0,3.1,5.4,1.2
153,Asian,13-14,-6.1,0.0,-5.2,-7.0,0.9,4,-6.3,0.0,-7.5,-5.1,1.2
154,Caucasian,1-2,227.5,226.0,228.4,226.5,0.9,4,227.8,226.0,226.6,229.0,1.2
155,Caucasian,3-4,247.2,248.0,248.1,246.2,0.9,4,247.4,248.0,246.3,248.6,1.2
156,Caucasian,5-6,140.5,143.0,141.5,139.6,0.9,4,140.5,143.0,139.3,141.7,1.2
157,Caucasian,7-8,68.9,70.0,69.8,67.9,0.9,4,69.4,70.0,68.2,70.6,1.2
158,Caucasian,9-10,40.2,38.0,41.2,39.3,0.9,4,40.6,38.0,39.4,41.8,1.2
159,Caucasian,11-12,39.5,41.0,40.5,38.6,0.9,4,40.1,41.0,39.0,41.3,1.2
160,Caucasian,13-14,11.5,11.0,12.5,10.6,0.9,4,11.2,11.0,10.0,12.4,1.2
161,Hispanic,1-2,4.9,6.0,5.8,3.9,0.9,4,4.2,6.0,3.0,5.4,1.2
162,Hispanic,3-4,8.6,8.0,9.5,7.7,0.9,4,9.3,8.0,8.1,10.5,1.2
163,Hispanic,5-6,4.0,4.0,4.9,3.1,0.9,4,4.2,4.0,3.0,5.4,1.2
164,Hispanic,7-8,1.6,1.0,2.5,0.7,0.9,4,1.7,1.0,0.5,2.9,1.2
165,Hispanic,9-10,-2.1,1.0,-1.1,-3.0,0.9,4,-2.5,1.0,-3.7,-1.3,1.2
166,Hispanic,11-12,2.6,1.0,3.6,1.7,0.9,4,3.0,1.0,1.8,4.2,1.2
167,Hispanic,13-14,0.8,1.0,1.7,-0.1,0.9,4,0.4,1.0,-0.8,1.5,1.2
168,Other,1-2,2.5,3.0,3.4,1.5,0.9,4,3.0,3.0,1.9,4.2,1.2
169,Other,3-4,8.7,5.0,9.7,7.8,0.9,4,9.0,5.0,7.8,10.1,1.2
170,Other,5-6,3.7,2.0,4.6,2.7,0.9,4,3.4,2.0,2.2,4.6,1.2
171,Other,7-8,2.0,2.0,2.9,1.1,0.9,4,4.1,2.0,2.9,5.2,1.2
172,Other,9-10,2.0,0.0,3.0,1.1,0.9,4,2.2,0.0,1.1,3.4,1.2
173,Other,11-12,1.7,0.0,2.7,0.8,0.9,4,3.3,0.0,2.1,4.5,1.2
174,Other,13-14,-1.1,1.0,-0.2,-2.0,0.9,4,-1.7,1.0,-2.9,-0.5,1.2
175,African American,1-2,55.0,55.0,55.7,54.2,0.8,5,55.2,55.0,54.2,56.1,0.9
176,African American,3-4,46.9,47.0,47.7,46.1,0.8,5,47.1,47.0,46.2,48.1,0.9
177,African American,5-6,24.3,29.0,25.1,23.6,0.8,5,24.4,29.0,23.5,25.4,0.9
178,African American,7-8,27.0,27.0,27.8,26.2,0.8,5,27.6,27.0,26.7,28.6,0.9
179,African American,9-10,11.0,13.0,11.8,10.2,0.8,5,10.6,13.0,9.6,11.5,0.9
180,African American,11-12,4.3,4.0,5.1,3.5,0.8,5,5.4,4.0,4.4,6.3,0.9
181,African American,13-14,13.6,9.0,14.3,12.8,0.8,5,14.5,9.0,13.5,15.4,0.9
182,Asian,1-2,1.6,2.0,2.3,0.8,0.8,5,1.6,2.0,0.7,2.6,0.9
183,Asian,3-4,1.9,2.0,2.6,1.1,0.8,5,2.5,2.0,1.6,3.5,0.9
184,Asian,5-6,0.1,0.0,0.9,-0.7,0.8,5,-0.5,0.0,-1.4,0.4,0.9
185,Asian,7-8,-1.9,0.0,-1.1,-2.7,0.8,5,-2.6,0.0,-3.5,-1.6,0.9
186,Asian,9-10,1.1,0.0,1.9,0.4,0.8,5,1.2,0.0,0.3,2.1,0.9
187,Asian,11-12,2.2,0.0,3.0,1.4,0.8,5,3.6,0.0,2.6,4.5,0.9
188,Asian,13-14,-5.3,0.0,-4.5,-6.1,0.8,5,-6.1,0.0,-7.0,-5.2,0.9
189,Caucasian,1-2,227.1,226.0,227.8,226.3,0.8,5,227.5,226.0,226.5,228.4,0.9
190,Caucasian,3-4,246.9,248.0,247.6,246.1,0.8,5,247.2,248.0,246.2,248.1,0.9
191,Caucasian,5-6,140.5,143.0,141.3,139.7,0.8,5,140.5,143.0,139.6,141.5,0.9
192,Caucasian,7-8,68.3,70.0,69.1,67.6,0.8,5,68.9,70.0,67.9,69.8,0.9
193,Caucasian,9-10,40.2,38.0,41.0,39.4,0.8,5,40.2,38.0,39.3,41.2,0.9
194,Caucasian,11-12,39.0,41.0,39.8,38.2,0.8,5,39.5,41.0,38.6,40.5,0.9
195,Caucasian,13-14,11.2,11.0,12.0,10.4,0.8,5,11.5,11.0,10.6,12.5,0.9
196,Hispanic,1-2,3.6,6.0,4.4,2.8,0.8,5,4.9,6.0,3.9,5.8,0.9
197,Hispanic,3-4,7.8,8.0,8.6,7.1,0.8,5,8.6,8.0,7.7,9.5,0.9
198,Hispanic,5-6,3.4,4.0,4.2,2.6,0.8,5,4.0,4.0,3.1,4.9,0.9
199,Hispanic,7-8,1.9,1.0,2.7,1.1,0.8,5,1.6,1.0,0.7,2.5,0.9
200,Hispanic,9-10,-2.0,1.0,-1.2,-2.8,0.8,5,-2.1,1.0,-3.0,-1.1,0.9
201,Hispanic,11-12,2.8,1.0,3.5,2.0,0.8,5,2.6,1.0,1.7,3.6,0.9
202,Hispanic,13-14,0.6,1.0,1.4,-0.2,0.8,5,0.8,1.0,-0.1,1.7,0.9
203,Other,1-2,2.8,3.0,3.5,2.0,0.8,5,2.5,3.0,1.5,3.4,0.9
204,Other,3-4,7.7,5.0,8.5,6.9,0.8,5,8.7,5.0,7.8,9.7,0.9
205,Other,5-6,3.3,2.0,4.1,2.5,0.8,5,3.7,2.0,2.7,4.6,0.9
206,Other,7-8,2.2,2.0,3.0,1.5,0.8,5,2.0,2.0,1.1,2.9,0.9
207,Other,9-10,1.8,0.0,2.6,1.0,0.8,5,2.0,0.0,1.1,3.0,0.9
208,Other,11-12,1.6,0.0,2.4,0.8,0.8,5,1.7,0.0,0.8,2.7,0.9
209,Other,13-14,-2.2,1.0,-1.4,-2.9,0.8,5,-1.1,1.0,-2.0,-0.2,0.9
210,African American,1-2,55.6,55.0,56.3,54.9,0.7,6,55.0,55.0,54.2,55.7,0.8
211,African American,3-4,45.2,47.0,45.9,44.5,0.7,6,46.9,47.0,46.1,47.7,0.8
212,African American,5-6,24.1,29.0,24.8,23.4,0.7,6,24.3,29.0,23.6,25.1,0.8
213,African American,7-8,26.9,27.0,27.5,26.2,0.7,6,27.0,27.0,26.2,27.8,0.8
214,African American,9-10,11.0,13.0,11.6,10.3,0.7,6,11.0,13.0,10.2,11.8,0.8
215,African American,11-12,4.3,4.0,4.9,3.6,0.7,6,4.3,4.0,3.5,5.1,0.8
216,African American,13-14,12.3,9.0,13.0,11.6,0.7,6,13.6,9.0,12.8,14.3,0.8
217,Asian,1-2,1.7,2.0,2.3,1.0,0.7,6,1.6,2.0,0.8,2.3,0.8
218,Asian,3-4,2.4,2.0,3.1,1.7,0.7,6,1.9,2.0,1.1,2.6,0.8
219,Asian,5-6,-0.2,0.0,0.5,-0.9,0.7,6,0.1,0.0,-0.7,0.9,0.8
220,Asian,7-8,-2.2,0.0,-1.5,-2.8,0.7,6,-1.9,0.0,-2.7,-1.1,0.8
221,Asian,9-10,1.0,0.0,1.7,0.3,0.7,6,1.1,0.0,0.4,1.9,0.8
222,Asian,11-12,1.5,0.0,2.2,0.9,0.7,6,2.2,0.0,1.4,3.0,0.8
223,Asian,13-14,-4.6,0.0,-3.9,-5.2,0.7,6,-5.3,0.0,-6.1,-4.5,0.8
224,Caucasian,1-2,227.0,226.0,227.7,226.3,0.7,6,227.1,226.0,226.3,227.8,0.8
225,Caucasian,3-4,247.6,248.0,248.2,246.9,0.7,6,246.9,248.0,246.1,247.6,0.8
226,Caucasian,5-6,141.7,143.0,142.4,141.0,0.7,6,140.5,143.0,139.7,141.3,0.8
227,Caucasian,7-8,69.7,70.0,70.4,69.0,0.7,6,68.3,70.0,67.6,69.1,0.8
228,Caucasian,9-10,40.0,38.0,40.6,39.3,0.7,6,40.2,38.0,39.4,41.0,0.8
229,Caucasian,11-12,39.3,41.0,40.0,38.6,0.7,6,39.0,41.0,38.2,39.8,0.8
230,Caucasian,13-14,11.6,11.0,12.2,10.9,0.7,6,11.2,11.0,10.4,12.0,0.8
231,Hispanic,1-2,3.4,6.0,4.1,2.7,0.7,6,3.6,6.0,2.8,4.4,0.8
232,Hispanic,3-4,7.8,8.0,8.5,7.1,0.7,6,7.8,8.0,7.1,8.6,0.8
233,Hispanic,5-6,2.9,4.0,3.6,2.3,0.7,6,3.4,4.0,2.6,4.2,0.8
234,Hispanic,7-8,1.9,1.0,2.5,1.2,0.7,6,1.9,1.0,1.1,2.7,0.8
235,Hispanic,9-10,-1.5,1.0,-0.9,-2.2,0.7,6,-2.0,1.0,-2.8,-1.2,0.8
236,Hispanic,11-12,2.5,1.0,3.1,1.8,0.7,6,2.8,1.0,2.0,3.5,0.8
237,Hispanic,13-14,2.6,1.0,3.3,1.9,0.7,6,0.6,1.0,-0.2,1.4,0.8
238,Other,1-2,2.2,3.0,2.9,1.6,0.7,6,2.8,3.0,2.0,3.5,0.8
239,Other,3-4,7.4,5.0,8.1,6.7,0.7,6,7.7,5.0,6.9,8.5,0.8
240,Other,5-6,3.1,2.0,3.8,2.4,0.7,6,3.3,2.0,2.5,4.1,0.8
241,Other,7-8,2.7,2.0,3.4,2.0,0.7,6,2.2,2.0,1.5,3.0,0.8
242,Other,9-10,2.5,0.0,3.2,1.8,0.7,6,1.8,0.0,1.0,2.6,0.8
243,Other,11-12,1.9,0.0,2.6,1.2,0.7,6,1.6,0.0,0.8,2.4,0.8
244,Other,13-14,-3.1,1.0,-2.4,-3.8,0.7,6,-2.2,1.0,-2.9,-1.4,0.8
