,attendance,difficulty,noisy_count,true_count,plus_error,minus_error,error,nth_remeasure,noisy_count_prev,true_count_prev,minus_error_prev,plus_error_prev,error_prev
56,1,2,36.3,36.0,37.9,34.7,1.6,2,35.2,36.0,32.9,37.6,2.4
57,1,3,85.1,85.0,86.7,83.5,1.6,2,85.3,85.0,83.0,87.7,2.4
58,1,4,44.1,43.0,45.6,42.5,1.6,2,44.1,43.0,41.8,46.5,2.4
59,1,5,32.4,30.0,33.9,30.8,1.6,2,32.5,30.0,30.1,34.8,2.4
60,2,1,11.4,9.0,12.9,9.8,1.6,2,13.1,9.0,10.7,15.4,2.4
61,2,2,11.3,11.0,12.9,9.8,1.6,2,13.3,11.0,11.0,15.7,2.4
62,2,3,59.0,59.0,60.6,57.5,1.6,2,57.6,59.0,55.2,60.0,2.4
63,2,4,56.2,55.0,57.8,54.6,1.6,2,55.0,55.0,52.6,57.3,2.4
64,2,5,14.9,19.0,16.5,13.4,1.6,2,11.9,19.0,9.5,14.2,2.4
65,3,1,18.6,18.0,20.1,17.0,1.6,2,18.3,18.0,15.9,20.6,2.4
66,3,2,15.0,18.0,16.5,13.4,1.6,2,12.6,18.0,10.3,15.0,2.4
67,3,3,74.2,78.0,75.8,72.6,1.6,2,73.9,78.0,71.6,76.3,2.4
68,3,4,64.8,62.0,66.4,63.3,1.6,2,65.0,62.0,62.6,67.3,2.4
69,3,5,28.6,30.0,30.1,27.0,1.6,2,28.5,30.0,26.2,30.9,2.4
70,4,1,8.5,10.0,10.1,7.0,1.6,2,8.6,10.0,6.2,10.9,2.4
71,4,2,18.4,18.0,20.0,16.8,1.6,2,18.4,18.0,16.0,20.7,2.4
72,4,3,50.8,50.0,52.4,49.2,1.6,2,50.6,50.0,48.2,52.9,2.4
73,4,4,24.1,24.0,25.6,22.5,1.6,2,23.8,24.0,21.5,26.2,2.4
74,4,5,34.1,36.0,35.7,32.5,1.6,2,33.9,36.0,31.6,36.3,2.4
75,0,1,214.8,211.0,216.0,213.6,1.2,3,216.4,211.0,214.9,218.0,1.6
76,0,2,7.1,10.0,8.3,5.9,1.2,3,5.5,10.0,3.9,7.1,1.6
77,0,3,32.0,30.0,33.2,30.8,1.2,3,29.4,30.0,27.8,31.0,1.6
78,0,4,33.2,32.0,34.4,32.0,1.2,3,33.3,32.0,31.7,34.9,1.6
79,0,5,17.6,20.0,18.7,16.4,1.2,3,17.4,20.0,15.9,19.0,1.6
80,1,1,-1.2,6.0,0.0,-2.3,1.2,3,-3.9,6.0,-5.4,-2.3,1.6
81,1,2,37.1,36.0,38.3,35.9,1.2,3,36.3,36.0,34.7,37.9,1.6
82,1,3,85.1,85.0,86.3,84.0,1.2,3,85.1,85.0,83.5,86.7,1.6
83,1,4,45.2,43.0,46.4,44.1,1.2,3,44.1,43.0,42.5,45.6,1.6
84,1,5,31.6,30.0,32.8,30.4,1.2,3,32.4,30.0,30.8,33.9,1.6
85,2,1,10.8,9.0,12.0,9.6,1.2,3,11.4,9.0,9.8,12.9,1.6
86,2,2,12.8,11.0,14.0,11.6,1.2,3,11.3,11.0,9.8,12.9,1.6
87,2,3,59.5,59.0,60.7,58.4,1.2,3,59.0,59.0,57.5,60.6,1.6
88,2,4,55.9,55.0,57.1,54.7,1.2,3,56.2,55.0,54.6,57.8,1.6
89,2,5,16.0,19.0,17.1,14.8,1.2,3,14.9,19.0,13.4,16.5,1.6
90,3,1,18.3,18.0,19.5,17.2,1.2,3,18.6,18.0,17.0,20.1,1.6
91,3,2,15.8,18.0,17.0,14.6,1.2,3,15.0,18.0,13.4,16.5,1.6
92,3,3,77.5,78.0,78.7,76.4,1.2,3,74.2,78.0,72.6,75.8,1.6
93,3,4,65.8,62.0,67.0,64.6,1.2,3,64.8,62.0,63.3,66.4,1.6
94,3,5,29.9,30.0,31.1,28.7,1.2,3,28.6,30.0,27.0,30.1,1.6
95,4,1,9.0,10.0,10.2,7.8,1.2,3,8.5,10.0,7.0,10.1,1.6
96,4,2,18.1,18.0,19.2,16.9,1.2,3,18.4,18.0,16.8,20.0,1.6
97,4,3,52.0,50.0,53.2,50.9,1.2,3,50.8,50.0,49.2,52.4,1.6
98,4,4,23.7,24.0,24.8,22.5,1.2,3,24.1,24.0,22.5,25.6,1.6
99,4,5,36.2,36.0,37.4,35.1,1.2,3,34.1,36.0,32.5,35.7,1.6
100,0,1,214.4,211.0,215.3,213.4,0.9,4,214.8,211.0,213.6,216.0,1.2
101,0,2,7.7,10.0,8.6,6.8,0.9,4,7.1,10.0,5.9,8.3,1.2
102,0,3,31.6,30.0,32.5,30.7,0.9,4,32.0,30.0,30.8,33.2,1.2
103,0,4,32.1,32.0,33.1,31.2,0.9,4,33.2,32.0,32.0,34.4,1.2
104,0,5,17.2,20.0,18.2,16.3,0.9,4,17.6,20.0,16.4,18.7,1.2
105,1,1,1.9,6.0,2.8,1.0,0.9,4,-1.2,6.0,-2.3,0.0,1.2
106,1,2,38.7,36.0,39.6,37.7,0.9,4,37.1,36.0,35.9,38.3,1.2
107,1,3,84.9,85.0,85.8,83.9,0.9,4,85.1,85.0,84.0,86.3,1.2
108,1,4,43.2,43.0,44.1,42.2,0.9,4,45.2,43.0,44.1,46.4,1.2
109,1,5,31.4,30.0,32.3,30.4,0.9,4,31.6,30.0,30.4,32.8,1.2
110,2,1,10.7,9.0,11.6,9.7,0.9,4,10.8,9.0,9.6,12.0,1.2
111,2,2,10.9,11.0,11.9,10.0,0.9,4,12.8,11.0,11.6,14.0,1.2
112,2,3,58.9,59.0,59.9,58.0,0.9,4,59.5,59.0,58.4,60.7,1.2
113,2,4,56.1,55.0,57.0,55.1,0.9,4,55.9,55.0,54.7,57.1,1.2
114,2,5,15.1,19.0,16.0,14.2,0.9,4,16.0,19.0,14.8,17.1,1.2
115,3,1,20.8,18.0,21.8,19.9,0.9,4,18.3,18.0,17.2,19.5,1.2
116,3,2,15.8,18.0,16.7,14.8,0.9,4,15.8,18.0,14.6,17.0,1.2
117,3,3,76.1,78.0,77.1,75.2,0.9,4,77.5,78.0,76.4,78.7,1.2
118,3,4,67.2,62.0,68.1,66.2,0.9,4,65.8,62.0,64.6,67.0,1.2
119,3,5,30.4,30.0,31.4,29.5,0.9,4,29.9,30.0,28.7,31.1,1.2
120,4,1,9.2,10.0,10.1,8.2,0.9,4,9.0,10.0,7.8,10.2,1.2
121,4,2,19.2,18.0,20.2,18.3,0.9,4,18.1,18.0,16.9,19.2,1.2
122,4,3,51.4,50.0,52.3,50.5,0.9,4,52.0,50.0,50.9,53.2,1.2
123,4,4,22.2,24.0,23.2,21.3,0.9,4,23.7,24.0,22.5,24.8,1.2
124,4,5,36.4,36.0,37.3,35.4,0.9,4,36.2,36.0,35.1,37.4,1.2
125,0,1,212.8,211.0,213.6,212.0,0.8,5,214.4,211.0,213.4,215.3,0.9
126,0,2,9.4,10.0,10.2,8.6,0.8,5,7.7,10.0,6.8,8.6,0.9
127,0,3,31.6,30.0,32.4,30.8,0.8,5,31.6,30.0,30.7,32.5,0.9
128,0,4,33.1,32.0,33.8,32.3,0.8,5,32.1,32.0,31.2,33.1,0.9
129,0,5,18.2,20.0,19.0,17.4,0.8,5,17.2,20.0,16.3,18.2,0.9
130,1,1,2.0,6.0,2.8,1.2,0.8,5,1.9,6.0,1.0,2.8,0.9
131,1,2,39.6,36.0,40.4,38.9,0.8,5,38.7,36.0,37.7,39.6,0.9
132,1,3,84.6,85.0,85.4,83.8,0.8,5,84.9,85.0,83.9,85.8,0.9
133,1,4,43.6,43.0,44.4,42.9,0.8,5,43.2,43.0,42.2,44.1,0.9
134,1,5,30.6,30.0,31.3,29.8,0.8,5,31.4,30.0,30.4,32.3,0.9
135,2,1,10.6,9.0,11.4,9.8,0.8,5,10.7,9.0,9.7,11.6,0.9
136,2,2,10.6,11.0,11.4,9.8,0.8,5,10.9,11.0,10.0,11.9,0.9
137,2,3,59.3,59.0,60.1,58.5,0.8,5,58.9,59.0,58.0,59.9,0.9
138,2,4,56.7,55.0,57.5,55.9,0.8,5,56.1,55.0,55.1,57.0,0.9
139,2,5,15.5,19.0,16.3,14.7,0.8,5,15.1,19.0,14.2,16.0,0.9
140,3,1,18.7,18.0,19.5,18.0,0.8,5,20.8,18.0,19.9,21.8,0.9
141,3,2,16.1,18.0,16.8,15.3,0.8,5,15.8,18.0,14.8,16.7,0.9
142,3,3,75.3,78.0,76.1,74.5,0.8,5,76.1,78.0,75.2,77.1,0.9
143,3,4,66.4,62.0,67.2,65.6,0.8,5,67.2,62.0,66.2,68.1,0.9
144,3,5,30.6,30.0,31.4,29.8,0.8,5,30.4,30.0,29.5,31.4,0.9
145,4,1,9.4,10.0,10.2,8.7,0.8,5,9.2,10.0,8.2,10.1,0.9
146,4,2,19.1,18.0,19.9,18.4,0.8,5,19.2,18.0,18.3,20.2,0.9
147,4,3,52.1,50.0,52.9,51.3,0.8,5,51.4,50.0,50.5,52.3,0.9
148,4,4,22.6,24.0,23.3,21.8,0.8,5,22.2,24.0,21.3,23.2,0.9
149,4,5,37.0,36.0,37.8,36.2,0.8,5,36.4,36.0,35.4,37.3,0.9
150,0,1,212.6,211.0,213.3,211.9,0.7,6,212.8,211.0,212.0,213.6,0.8
151,0,2,8.9,10.0,9.6,8.2,0.7,6,9.4,10.0,8.6,10.2,0.8
152,0,3,31.5,30.0,32.2,30.9,0.7,6,31.6,30.0,30.8,32.4,0.8
153,0,4,32.8,32.0,33.4,32.1,0.7,6,33.1,32.0,32.3,33.8,0.8
154,0,5,19.3,20.0,20.0,18.6,0.7,6,18.2,20.0,17.4,19.0,0.8
155,1,1,2.2,6.0,2.9,1.5,0.7,6,2.0,6.0,1.2,2.8,0.8
156,1,2,39.1,36.0,39.8,38.4,0.7,6,39.6,36.0,38.9,40.4,0.8
157,1,3,84.7,85.0,85.3,84.0,0.7,6,84.6,85.0,83.8,85.4,0.8
158,1,4,43.1,43.0,43.8,42.4,0.7,6,43.6,43.0,42.9,44.4,0.8
159,1,5,30.3,30.0,31.0,29.7,0.7,6,30.6,30.0,29.8,31.3,0.8
160,2,1,10.4,9.0,11.0,9.7,0.7,6,10.6,9.0,9.8,11.4,0.8
161,2,2,9.6,11.0,10.3,8.9,0.7,6,10.6,11.0,9.8,11.4,0.8
162,2,3,59.2,59.0,59.9,58.5,0.7,6,59.3,59.0,58.5,60.1,0.8
163,2,4,56.3,55.0,57.0,55.7,0.7,6,56.7,55.0,55.9,57.5,0.8
164,2,5,15.9,19.0,16.6,15.3,0.7,6,15.5,19.0,14.7,16.3,0.8
165,3,1,18.4,18.0,19.0,17.7,0.7,6,18.7,18.0,18.0,19.5,0.8
166,3,2,17.4,18.0,18.1,16.8,0.7,6,16.1,18.0,15.3,16.8,0.8
167,3,3,76.4,78.0,77.1,75.7,0.7,6,75.3,78.0,74.5,76.1,0.8
168,3,4,66.8,62.0,67.5,66.1,0.7,6,66.4,62.0,65.6,67.2,0.8
169,3,5,30.9,30.0,31.5,30.2,0.7,6,30.6,30.0,29.8,31.4,0.8
170,4,1,10.5,10.0,11.2,9.8,0.7,6,9.4,10.0,8.7,10.2,0.8
171,4,2,18.7,18.0,19.4,18.1,0.7,6,19.1,18.0,18.4,19.9,0.8
172,4,3,51.9,50.0,52.6,51.2,0.7,6,52.1,50.0,51.3,52.9,0.8
173,4,4,22.9,24.0,23.5,22.2,0.7,6,22.6,24.0,21.8,23.3,0.8
174,4,5,36.8,36.0,37.5,36.1,0.7,6,37.0,36.0,36.2,37.8,0.8
