,attendance,difficulty,noisy_count,true_count,plus_error,minus_error,error,nth_remeasure,noisy_count_prev,true_count_prev,minus_error_prev,plus_error_prev,error_prev
144,3,5,30.0,30.0,30.8,29.2,0.8,5,30.4,30.0,29.5,31.4,0.9
145,4,1,7.6,10.0,8.4,6.8,0.8,5,10.0,10.0,9.0,10.9,0.9
146,4,2,19.1,18.0,19.9,18.3,0.8,5,18.2,18.0,17.3,19.2,0.9
147,4,3,49.9,50.0,50.7,49.1,0.8,5,50.5,50.0,49.5,51.4,0.9
148,4,4,23.3,24.0,24.1,22.5,0.8,5,22.4,24.0,21.5,23.4,0.9
149,4,5,33.3,36.0,34.1,32.5,0.8,5,32.8,36.0,31.8,33.7,0.9
150,0,1,210.6,211.0,211.3,209.9,0.7,6,209.6,211.0,208.8,210.4,0.8
151,0,2,8.3,10.0,9.0,7.6,0.7,6,7.9,10.0,7.2,8.7,0.8
152,0,3,27.4,30.0,28.1,26.7,0.7,6,26.7,30.0,25.9,27.4,0.8
153,0,4,31.2,32.0,31.8,30.5,0.7,6,31.5,32.0,30.7,32.3,0.8
154,0,5,17.6,20.0,18.2,16.9,0.7,6,17.5,20.0,16.7,18.3,0.8
155,1,1,5.4,6.0,6.1,4.8,0.7,6,7.0,6.0,6.2,7.8,0.8
156,1,2,38.9,36.0,39.6,38.2,0.7,6,39.1,36.0,38.3,39.9,0.8
157,1,3,83.3,85.0,83.9,82.6,0.7,6,83.1,85.0,82.3,83.9,0.8
158,1,4,38.9,43.0,39.6,38.3,0.7,6,40.0,43.0,39.3,40.8,0.8
159,1,5,30.6,30.0,31.3,29.9,0.7,6,30.4,30.0,29.7,31.2,0.8
160,2,1,8.5,9.0,9.1,7.8,0.7,6,8.8,9.0,8.0,9.6,0.8
161,2,2,10.7,11.0,11.4,10.0,0.7,6,10.7,11.0,9.9,11.4,0.8
162,2,3,61.5,59.0,62.2,60.8,0.7,6,62.6,59.0,61.8,63.4,0.8
163,2,4,55.5,55.0,56.2,54.8,0.7,6,54.4,55.0,53.6,55.2,0.8
164,2,5,17.4,19.0,18.0,16.7,0.7,6,19.0,19.0,18.2,19.8,0.8
165,3,1,15.5,18.0,16.2,14.9,0.7,6,14.4,18.0,13.6,15.2,0.8
166,3,2,17.0,18.0,17.7,16.4,0.7,6,16.1,18.0,15.3,16.9,0.8
167,3,3,80.6,78.0,81.3,80.0,0.7,6,81.0,78.0,80.3,81.8,0.8
168,3,4,63.0,62.0,63.7,62.3,0.7,6,63.3,62.0,62.5,64.1,0.8
169,3,5,30.3,30.0,31.0,29.7,0.7,6,30.0,30.0,29.2,30.8,0.8
170,4,1,7.7,10.0,8.3,7.0,0.7,6,7.6,10.0,6.8,8.4,0.8
171,4,2,18.6,18.0,19.3,17.9,0.7,6,19.1,18.0,18.3,19.9,0.8
172,4,3,49.6,50.0,50.3,48.9,0.7,6,49.9,50.0,49.1,50.7,0.8
173,4,4,24.0,24.0,24.7,23.4,0.7,6,23.3,24.0,22.5,24.1,0.8
174,4,5,34.7,36.0,35.4,34.1,0.7,6,33.3,36.0,32.5,34.1,0.8
