,attendance,difficulty,noisy_count,true_count,plus_error,minus_error,error,nth_remeasure,noisy_count_prev,true_count_prev,minus_error_prev,plus_error_prev,error_prev
70,4,1,14.3,12.0,15.9,12.8,1.6,2,15.5,12.0,13.1,17.9,2.4
71,4,2,14.6,15.0,16.2,13.0,1.6,2,17.4,15.0,15.0,19.8,2.4
72,4,3,49.8,44.0,51.3,48.2,1.6,2,51.2,44.0,48.9,53.6,2.4
73,4,4,46.9,48.0,48.5,45.3,1.6,2,45.2,48.0,42.8,47.5,2.4
74,4,5,30.2,29.0,31.8,28.7,1.6,2,31.9,29.0,29.6,34.3,2.4
75,0,1,201.9,205.0,203.1,200.7,1.2,3,201.6,205.0,200.0,203.2,1.6
76,0,2,16.0,16.0,17.2,14.9,1.2,3,15.9,16.0,14.3,17.5,1.6
77,0,3,32.7,34.0,33.8,31.5,1.2,3,32.7,34.0,31.2,34.3,1.6
78,0,4,22.1,22.0,23.3,20.9,1.2,3,21.1,22.0,19.6,22.7,1.6
79,0,5,22.0,23.0,23.2,20.8,1.2,3,21.7,23.0,20.1,23.2,1.6
80,1,1,15.8,16.0,17.0,14.7,1.2,3,15.7,16.0,14.2,17.3,1.6
81,1,2,29.5,29.0,30.7,28.4,1.2,3,27.9,29.0,26.3,29.5,1.6
82,1,3,61.6,62.0,62.8,60.4,1.2,3,62.2,62.0,60.7,63.8,1.6
83,1,4,42.0,43.0,43.2,40.8,1.2,3,41.6,43.0,40.1,43.2,1.6
84,1,5,23.1,24.0,24.2,21.9,1.2,3,22.7,24.0,21.2,24.3,1.6
85,2,1,9.3,8.0,10.4,8.1,1.2,3,11.8,8.0,10.2,13.4,1.6
86,2,2,12.6,17.0,13.8,11.4,1.2,3,9.9,17.0,8.3,11.5,1.6
87,2,3,62.7,61.0,63.9,61.5,1.2,3,62.2,61.0,60.7,63.8,1.6
88,2,4,38.2,38.0,39.4,37.0,1.2,3,38.5,38.0,36.9,40.1,1.6
89,2,5,18.2,20.0,19.4,17.1,1.2,3,20.6,20.0,19.0,22.1,1.6
90,3,1,13.4,15.0,14.6,12.2,1.2,3,12.4,15.0,10.8,13.9,1.6
91,3,2,16.6,16.0,17.8,15.4,1.2,3,14.8,16.0,13.2,16.3,1.6
92,3,3,100.3,101.0,101.5,99.1,1.2,3,99.9,101.0,98.4,101.5,1.6
93,3,4,72.7,71.0,73.9,71.6,1.2,3,70.3,71.0,68.7,71.8,1.6
94,3,5,30.7,31.0,31.8,29.5,1.2,3,31.1,31.0,29.5,32.7,1.6
95,4,1,14.3,12.0,15.4,13.1,1.2,3,14.3,12.0,12.8,15.9,1.6
96,4,2,15.1,15.0,16.3,14.0,1.2,3,14.6,15.0,13.0,16.2,1.6
97,4,3,48.8,44.0,50.0,47.7,1.2,3,49.8,44.0,48.2,51.3,1.6
98,4,4,48.5,48.0,49.7,47.3,1.2,3,46.9,48.0,45.3,48.5,1.6
99,4,5,30.4,29.0,31.6,29.2,1.2,3,30.2,29.0,28.7,31.8,1.6
100,0,1,202.6,205.0,203.5,201.6,0.9,4,201.9,205.0,200.7,203.1,1.2
101,0,2,15.9,16.0,16.8,14.9,0.9,4,16.0,16.0,14.9,17.2,1.2
102,0,3,32.2,34.0,33.2,31.3,0.9,4,32.7,34.0,31.5,33.8,1.2
103,0,4,23.0,22.0,24.0,22.1,0.9,4,22.1,22.0,20.9,23.3,1.2
104,0,5,21.0,23.0,21.9,20.0,0.9,4,22.0,23.0,20.8,23.2,1.2
105,1,1,16.2,16.0,17.1,15.2,0.9,4,15.8,16.0,14.7,17.0,1.2
106,1,2,29.4,29.0,30.3,28.4,0.9,4,29.5,29.0,28.4,30.7,1.2
107,1,3,61.9,62.0,62.9,61.0,0.9,4,61.6,62.0,60.4,62.8,1.2
108,1,4,41.8,43.0,42.8,40.9,0.9,4,42.0,43.0,40.8,43.2,1.2
109,1,5,24.1,24.0,25.1,23.2,0.9,4,23.1,24.0,21.9,24.2,1.2
110,2,1,9.1,8.0,10.1,8.2,0.9,4,9.3,8.0,8.1,10.4,1.2
111,2,2,13.4,17.0,14.4,12.5,0.9,4,12.6,17.0,11.4,13.8,1.2
112,2,3,62.7,61.0,63.6,61.7,0.9,4,62.7,61.0,61.5,63.9,1.2
113,2,4,38.1,38.0,39.1,37.2,0.9,4,38.2,38.0,37.0,39.4,1.2
114,2,5,20.2,20.0,21.1,19.2,0.9,4,18.2,20.0,17.1,19.4,1.2
115,3,1,14.8,15.0,15.7,13.8,0.9,4,13.4,15.0,12.2,14.6,1.2
116,3,2,14.5,16.0,15.4,13.5,0.9,4,16.6,16.0,15.4,17.8,1.2
117,3,3,99.7,101.0,100.6,98.7,0.9,4,100.3,101.0,99.1,101.5,1.2
118,3,4,72.4,71.0,73.3,71.4,0.9,4,72.7,71.0,71.6,73.9,1.2
119,3,5,31.1,31.0,32.1,30.2,0.9,4,30.7,31.0,29.5,31.8,1.2
120,4,1,13.9,12.0,14.8,13.0,0.9,4,14.3,12.0,13.1,15.4,1.2
121,4,2,13.5,15.0,14.5,12.6,0.9,4,15.1,15.0,14.0,16.3,1.2
122,4,3,48.1,44.0,49.0,47.1,0.9,4,48.8,44.0,47.7,50.0,1.2
123,4,4,48.7,48.0,49.6,47.7,0.9,4,48.5,48.0,47.3,49.7,1.2
124,4,5,30.0,29.0,30.9,29.0,0.9,4,30.4,29.0,29.2,31.6,1.2
125,0,1,203.1,205.0,203.9,202.3,0.8,5,202.6,205.0,201.6,203.5,0.9
126,0,2,14.6,16.0,15.4,13.9,0.8,5,15.9,16.0,14.9,16.8,0.9
127,0,3,32.9,34.0,33.7,32.1,0.8,5,32.2,34.0,31.3,33.2,0.9
128,0,4,22.4,22.0,23.2,21.6,0.8,5,23.0,22.0,22.1,24.0,0.9
129,0,5,22.2,23.0,23.0,21.4,0.8,5,21.0,23.0,20.0,21.9,0.9
130,1,1,16.1,16.0,16.9,15.3,0.8,5,16.2,16.0,15.2,17.1,0.9
131,1,2,28.6,29.0,29.4,27.8,0.8,5,29.4,29.0,28.4,30.3,0.9
132,1,3,62.5,62.0,63.3,61.7,0.8,5,61.9,62.0,61.0,62.9,0.9
133,1,4,43.0,43.0,43.8,42.2,0.8,5,41.8,43.0,40.9,42.8,0.9
134,1,5,24.4,24.0,25.2,23.6,0.8,5,24.1,24.0,23.2,25.1,0.9
135,2,1,9.2,8.0,10.0,8.4,0.8,5,9.1,8.0,8.2,10.1,0.9
136,2,2,14.4,17.0,15.2,13.6,0.8,5,13.4,17.0,12.5,14.4,0.9
137,2,3,62.7,61.0,63.5,61.9,0.8,5,62.7,61.0,61.7,63.6,0.9
138,2,4,37.4,38.0,38.2,36.6,0.8,5,38.1,38.0,37.2,39.1,0.9
139,2,5,20.4,20.0,21.1,19.6,0.8,5,20.2,20.0,19.2,21.1,0.9
140,3,1,13.3,15.0,14.1,12.5,0.8,5,14.8,15.0,13.8,15.7,0.9
141,3,2,14.2,16.0,15.0,13.4,0.8,5,14.5,16.0,13.5,15.4,0.9
142,3,3,100.3,101.0,101.1,99.5,0.8,5,99.7,101.0,98.7,100.6,0.9
143,3,4,70.8,71.0,71.5,70.0,0.8,5,72.4,71.0,71.4,73.3,0.9
144,3,5,30.8,31.0,31.6,30.0,0.8,5,31.1,31.0,30.2,32.1,0.9
145,4,1,13.4,12.0,14.2,12.6,0.8,5,13.9,12.0,13.0,14.8,0.9
146,4,2,14.6,15.0,15.4,13.9,0.8,5,13.5,15.0,12.6,14.5,0.9
147,4,3,47.1,44.0,47.9,46.3,0.8,5,48.1,44.0,47.1,49.0,0.9
148,4,4,48.4,48.0,49.2,47.6,0.8,5,48.7,48.0,47.7,49.6,0.9
149,4,5,29.0,29.0,29.7,28.2,0.8,5,30.0,29.0,29.0,30.9,0.9
150,0,1,203.2,205.0,203.8,202.5,0.7,6,203.1,205.0,202.3,203.9,0.8
151,0,2,14.7,16.0,15.4,14.0,0.7,6,14.6,16.0,13.9,15.4,0.8
152,0,3,33.1,34.0,33.8,32.4,0.7,6,32.9,34.0,32.1,33.7,0.8
153,0,4,22.4,22.0,23.0,21.7,0.7,6,22.4,22.0,21.6,23.2,0.8
154,0,5,22.1,23.0,22.8,21.5,0.7,6,22.2,23.0,21.4,23.0,0.8
155,1,1,15.7,16.0,16.4,15.1,0.7,6,16.1,16.0,15.3,16.9,0.8
156,1,2,28.2,29.0,28.9,27.5,0.7,6,28.6,29.0,27.8,29.4,0.8
157,1,3,62.8,62.0,63.5,62.1,0.7,6,62.5,62.0,61.7,63.3,0.8
158,1,4,42.4,43.0,43.1,41.7,0.7,6,43.0,43.0,42.2,43.8,0.8
159,1,5,24.3,24.0,24.9,23.6,0.7,6,24.4,24.0,23.6,25.2,0.8
160,2,1,9.5,8.0,10.2,8.9,0.7,6,9.2,8.0,8.4,10.0,0.8
161,2,2,15.3,17.0,16.0,14.7,0.7,6,14.4,17.0,13.6,15.2,0.8
162,2,3,61.7,61.0,62.4,61.1,0.7,6,62.7,61.0,61.9,63.5,0.8
163,2,4,37.8,38.0,38.5,37.1,0.7,6,37.4,38.0,36.6,38.2,0.8
164,2,5,21.2,20.0,21.9,20.5,0.7,6,20.4,20.0,19.6,21.1,0.8
165,3,1,13.9,15.0,14.6,13.2,0.7,6,13.3,15.0,12.5,14.1,0.8
166,3,2,15.3,16.0,16.0,14.7,0.7,6,14.2,16.0,13.4,15.0,0.8
167,3,3,98.2,101.0,98.9,97.5,0.7,6,100.3,101.0,99.5,101.1,0.8
168,3,4,70.5,71.0,71.2,69.8,0.7,6,70.8,71.0,70.0,71.5,0.8
169,3,5,29.6,31.0,30.3,28.9,0.7,6,30.8,31.0,30.0,31.6,0.8
170,4,1,11.4,12.0,12.1,10.7,0.7,6,13.4,12.0,12.6,14.2,0.8
171,4,2,13.6,15.0,14.3,12.9,0.7,6,14.6,15.0,13.9,15.4,0.8
172,4,3,46.8,44.0,47.5,46.2,0.7,6,47.1,44.0,46.3,47.9,0.8
173,4,4,48.1,48.0,48.8,47.4,0.7,6,48.4,48.0,47.6,49.2,0.8
174,4,5,29.5,29.0,30.2,28.8,0.7,6,29.0,29.0,28.2,29.7,0.8
