,Q9,instr,noisy_count,true_count,plus_error,minus_error,error,nth_remeasure,noisy_count_prev,true_count_prev,minus_error_prev,plus_error_prev,error_prev
22,Neither agree nor disagree,Instructor 2,64.7,67.0,67.1,62.4,2.4,1,65.8,67.0,61.1,70.5,4.7
23,Neither agree nor disagree,Instructor 3,187.0,190.0,189.3,184.6,2.4,1,186.3,190.0,181.6,191.1,4.7
24,Agree,Instructor 1,40.7,34.0,43.0,38.3,2.4,1,41.7,34.0,37.0,46.5,4.7
25,Agree,Instructor 2,77.9,81.0,80.3,75.6,2.4,1,72.5,81.0,67.8,77.2,4.7
26,Agree,Instructor 3,143.2,143.0,145.6,140.9,2.4,1,144.7,143.0,140.0,149.4,4.7
27,Strongly agree,Instructor 1,27.1,24.0,29.4,24.7,2.4,1,29.3,24.0,24.6,34.0,4.7
28,Strongly agree,Instructor 2,49.7,49.0,52.0,47.3,2.4,1,50.4,49.0,45.6,55.1,4.7
29,Strongly agree,Instructor 3,96.1,96.0,98.4,93.7,2.4,1,96.3,96.0,91.6,101.0,4.7
30,Strongly disagree,Instructor 1,17.2,17.0,18.7,15.6,1.6,2,14.1,17.0,11.7,16.4,2.4
31,Strongly disagree,Instructor 2,24.2,26.0,25.8,22.7,1.6,2,27.6,26.0,25.2,29.9,2.4
32,Strongly disagree,Instructor 3,113.2,109.0,114.7,111.6,1.6,2,114.7,109.0,112.3,117.0,2.4
33,Disagree,Instructor 1,13.6,15.0,15.1,12.0,1.6,2,13.0,15.0,10.6,15.3,2.4
34,Disagree,Instructor 2,26.1,27.0,27.6,24.5,1.6,2,29.3,27.0,27.0,31.7,2.4
35,Disagree,Instructor 3,87.4,90.0,88.9,85.8,1.6,2,90.3,90.0,87.9,92.7,2.4
36,Neither agree nor disagree,Instructor 1,34.2,32.0,35.7,32.6,1.6,2,33.8,32.0,31.4,36.1,2.4
37,Neither agree nor disagree,Instructor 2,64.2,67.0,65.8,62.7,1.6,2,64.7,67.0,62.4,67.1,2.4
38,Neither agree nor disagree,Instructor 3,186.6,190.0,188.1,185.0,1.6,2,187.0,190.0,184.6,189.3,2.4
39,Agree,Instructor 1,38.4,34.0,40.0,36.8,1.6,2,40.7,34.0,38.3,43.0,2.4
40,Agree,Instructor 2,79.5,81.0,81.1,78.0,1.6,2,77.9,81.0,75.6,80.3,2.4
41,Agree,Instructor 3,144.2,143.0,145.8,142.6,1.6,2,143.2,143.0,140.9,145.6,2.4
42,Strongly agree,Instructor 1,27.9,24.0,29.5,26.4,1.6,2,27.1,24.0,24.7,29.4,2.4
43,Strongly agree,Instructor 2,46.0,49.0,47.6,44.4,1.6,2,49.7,49.0,47.3,52.0,2.4
44,Strongly agree,Instructor 3,95.7,96.0,97.3,94.2,1.6,2,96.1,96.0,93.7,98.4,2.4
45,Strongly disagree,Instructor 1,16.4,17.0,17.6,15.2,1.2,3,17.2,17.0,15.6,18.7,1.6
46,Strongly disagree,Instructor 2,24.0,26.0,25.1,22.8,1.2,3,24.2,26.0,22.7,25.8,1.6
47,Strongly disagree,Instructor 3,111.5,109.0,112.7,110.3,1.2,3,113.2,109.0,111.6,114.7,1.6
48,Disagree,Instructor 1,13.8,15.0,14.9,12.6,1.2,3,13.6,15.0,12.0,15.1,1.6
49,Disagree,Instructor 2,26.4,27.0,27.6,25.3,1.2,3,26.1,27.0,24.5,27.6,1.6
50,Disagree,Instructor 3,88.0,90.0,89.2,86.8,1.2,3,87.4,90.0,85.8,88.9,1.6
51,Neither agree nor disagree,Instructor 1,34.2,32.0,35.3,33.0,1.2,3,34.2,32.0,32.6,35.7,1.6
52,Neither agree nor disagree,Instructor 2,65.0,67.0,66.2,63.9,1.2,3,64.2,67.0,62.7,65.8,1.6
53,Neither agree nor disagree,Instructor 3,187.0,190.0,188.2,185.8,1.2,3,186.6,190.0,185.0,188.1,1.6
54,Agree,Instructor 1,36.6,34.0,37.8,35.5,1.2,3,38.4,34.0,36.8,40.0,1.6
55,Agree,Instructor 2,78.8,81.0,80.0,77.6,1.2,3,79.5,81.0,78.0,81.1,1.6
56,Agree,Instructor 3,144.1,143.0,145.3,142.9,1.2,3,144.2,143.0,142.6,145.8,1.6
57,Strongly agree,Instructor 1,26.1,24.0,27.3,24.9,1.2,3,27.9,24.0,26.4,29.5,1.6
58,Strongly agree,Instructor 2,45.5,49.0,46.7,44.3,1.2,3,46.0,49.0,44.4,47.6,1.6
59,Strongly agree,Instructor 3,95.9,96.0,97.1,94.7,1.2,3,95.7,96.0,94.2,97.3,1.6
60,Strongly disagree,Instructor 1,16.5,17.0,17.5,15.6,0.9,4,16.4,17.0,15.2,17.6,1.2
61,Strongly disagree,Instructor 2,23.2,26.0,24.1,22.2,0.9,4,24.0,26.0,22.8,25.1,1.2
62,Strongly disagree,Instructor 3,111.6,109.0,112.5,110.6,0.9,4,111.5,109.0,110.3,112.7,1.2
63,Disagree,Instructor 1,13.6,15.0,14.5,12.6,0.9,4,13.8,15.0,12.6,14.9,1.2
64,Disagree,Instructor 2,25.5,27.0,26.4,24.5,0.9,4,26.4,27.0,25.3,27.6,1.2
65,Disagree,Instructor 3,89.6,90.0,90.5,88.7,0.9,4,88.0,90.0,86.8,89.2,1.2
66,Neither agree nor disagree,Instructor 1,32.8,32.0,33.8,31.9,0.9,4,34.2,32.0,33.0,35.3,1.2
67,Neither agree nor disagree,Instructor 2,64.4,67.0,65.4,63.5,0.9,4,65.0,67.0,63.9,66.2,1.2
68,Neither agree nor disagree,Instructor 3,188.4,190.0,189.3,187.4,0.9,4,187.0,190.0,185.8,188.2,1.2
69,Agree,Instructor 1,35.7,34.0,36.6,34.7,0.9,4,36.6,34.0,35.5,37.8,1.2
70,Agree,Instructor 2,79.4,81.0,80.3,78.4,0.9,4,78.8,81.0,77.6,80.0,1.2
71,Agree,Instructor 3,143.6,143.0,144.5,142.6,0.9,4,144.1,143.0,142.9,145.3,1.2
72,Strongly agree,Instructor 1,25.7,24.0,26.6,24.7,0.9,4,26.1,24.0,24.9,27.3,1.2
73,Strongly agree,Instructor 2,48.0,49.0,48.9,47.0,0.9,4,45.5,49.0,44.3,46.7,1.2
74,Strongly agree,Instructor 3,95.9,96.0,96.9,95.0,0.9,4,95.9,96.0,94.7,97.1,1.2
75,Strongly disagree,Instructor 1,15.5,17.0,16.3,14.8,0.8,5,16.5,17.0,15.6,17.5,0.9
76,Strongly disagree,Instructor 2,24.3,26.0,25.1,23.5,0.8,5,23.2,26.0,22.2,24.1,0.9
77,Strongly disagree,Instructor 3,111.7,109.0,112.4,110.9,0.8,5,111.6,109.0,110.6,112.5,0.9
78,Disagree,Instructor 1,12.4,15.0,13.2,11.6,0.8,5,13.6,15.0,12.6,14.5,0.9
79,Disagree,Instructor 2,26.2,27.0,26.9,25.4,0.8,5,25.5,27.0,24.5,26.4,0.9
80,Disagree,Instructor 3,89.9,90.0,90.7,89.1,0.8,5,89.6,90.0,88.7,90.5,0.9
81,Neither agree nor disagree,Instructor 1,32.8,32.0,33.6,32.0,0.8,5,32.8,32.0,31.9,33.8,0.9
82,Neither agree nor disagree,Instructor 2,66.4,67.0,67.2,65.6,0.8,5,64.4,67.0,63.5,65.4,0.9
83,Neither agree nor disagree,Instructor 3,188.4,190.0,189.2,187.6,0.8,5,188.4,190.0,187.4,189.3,0.9
84,Agree,Instructor 1,35.7,34.0,36.5,35.0,0.8,5,35.7,34.0,34.7,36.6,0.9
85,Agree,Instructor 2,79.9,81.0,80.7,79.1,0.8,5,79.4,81.0,78.4,80.3,0.9
86,Agree,Instructor 3,143.8,143.0,144.6,143.0,0.8,5,143.6,143.0,142.6,144.5,0.9
87,Strongly agree,Instructor 1,25.7,24.0,26.5,24.9,0.8,5,25.7,24.0,24.7,26.6,0.9
88,Strongly agree,Instructor 2,48.4,49.0,49.2,47.6,0.8,5,48.0,49.0,47.0,48.9,0.9
89,Strongly agree,Instructor 3,96.6,96.0,97.4,95.8,0.8,5,95.9,96.0,95.0,96.9,0.9
90,Strongly disagree,Instructor 1,15.8,17.0,16.5,15.1,0.7,6,15.5,17.0,14.8,16.3,0.8
91,Strongly disagree,Instructor 2,24.4,26.0,25.1,23.7,0.7,6,24.3,26.0,23.5,25.1,0.8
92,Strongly disagree,Instructor 3,110.8,109.0,111.5,110.1,0.7,6,111.7,109.0,110.9,112.4,0.8
93,Disagree,Instructor 1,11.9,15.0,12.5,11.2,0.7,6,12.4,15.0,11.6,13.2,0.8
94,Disagree,Instructor 2,26.7,27.0,27.4,26.1,0.7,6,26.2,27.0,25.4,26.9,0.8
95,Disagree,Instructor 3,90.1,90.0,90.8,89.5,0.7,6,89.9,90.0,89.1,90.7,0.8
96,Neither agree nor disagree,Instructor 1,32.9,32.0,33.5,32.2,0.7,6,32.8,32.0,32.0,33.6,0.8
97,Neither agree nor disagree,Instructor 2,66.2,67.0,66.9,65.5,0.7,6,66.4,67.0,65.6,67.2,0.8
98,Neither agree nor disagree,Instructor 3,189.2,190.0,189.9,188.5,0.7,6,188.4,190.0,187.6,189.2,0.8
99,Agree,Instructor 1,35.6,34.0,36.2,34.9,0.7,6,35.7,34.0,35.0,36.5,0.8
100,Agree,Instructor 2,80.0,81.0,80.7,79.4,0.7,6,79.9,81.0,79.1,80.7,0.8
101,Agree,Instructor 3,143.9,143.0,144.6,143.2,0.7,6,143.8,143.0,143.0,144.6,0.8
102,Strongly agree,Instructor 1,26.6,24.0,27.3,25.9,0.7,6,25.7,24.0,24.9,26.5,0.8
103,Strongly agree,Instructor 2,49.1,49.0,49.7,48.4,0.7,6,48.4,49.0,47.6,49.2,0.8
104,Strongly agree,Instructor 3,97.3,96.0,97.9,96.6,0.7,6,96.6,96.0,95.8,97.4,0.8
