,admission_type_id,time_in_hospital,noisy_count,true_count,plus_error,minus_error,error,nth_remeasure,noisy_count_prev,true_count_prev,minus_error_prev,plus_error_prev,error_prev
33,Not Available,11-12,-6.6,1.0,-1.8,-11.3,4.7,0,,,,,
34,Not Available,13-14,3.5,0.0,8.2,-1.2,4.7,0,,,,,
35,Trauma Center,1-2,-8.1,0.0,-3.4,-12.8,4.7,0,,,,,
36,Trauma Center,3-4,-6.3,0.0,-1.5,-11.0,4.7,0,,,,,
37,Trauma Center,5-6,-12.9,0.0,-8.2,-17.6,4.7,0,,,,,
38,Trauma Center,7-8,14.9,0.0,19.6,10.2,4.7,0,,,,,
39,Trauma Center,9-10,0.7,0.0,5.5,-4.0,4.7,0,,,,,
40,Trauma Center,11-12,-3.4,0.0,1.3,-8.1,4.7,0,,,,,
41,Trauma Center,13-14,-1.1,0.0,3.7,-5.8,4.7,0,,,,,
42,Not Mapped,1-2,4.7,5.0,9.4,-0.1,4.7,0,,,,,
43,Not Mapped,3-4,9.5,0.0,14.2,4.8,4.7,0,,,,,
44,Not Mapped,5-6,-3.3,1.0,1.4,-8.1,4.7,0,,,,,
45,Not Mapped,7-8,1.9,0.0,6.6,-2.8,4.7,0,,,,,
46,Not Mapped,9-10,6.1,0.0,10.9,1.4,4.7,0,,,,,
47,Not Mapped,11-12,6.8,0.0,11.5,2.1,4.7,0,,,,,
48,Not Mapped,13-14,6.9,0.0,11.6,2.2,4.7,0,,,,,
49,Emergency,1-2,159.9,160.0,162.3,157.6,2.4,1,154.6,160.0,149.8,159.3,4.7
50,Emergency,3-4,181.1,178.0,183.4,178.7,2.4,1,180.5,178.0,175.7,185.2,4.7
51,Emergency,5-6,92.2,93.0,94.5,89.8,2.4,1,90.6,93.0,85.9,95.4,4.7
52,Emergency,7-8,43.3,46.0,45.7,41.0,2.4,1,41.7,46.0,37.0,46.4,4.7
53,Emergency,9-10,29.5,32.0,31.8,27.1,2.4,1,30.6,32.0,25.9,35.3,4.7
54,Emergency,11-12,20.8,24.0,23.2,18.4,2.4,1,18.0,24.0,13.3,22.7,4.7
55,Emergency,13-14,10.9,9.0,13.3,8.6,2.4,1,10.4,9.0,5.7,15.1,4.7
56,Urgent,1-2,56.4,53.0,58.7,54.0,2.4,1,64.2,53.0,59.5,68.9,4.7
57,Urgent,3-4,68.8,70.0,71.2,66.5,2.4,1,71.1,70.0,66.3,75.8,4.7
58,Urgent,5-6,44.4,37.0,46.7,42.0,2.4,1,34.2,37.0,29.5,38.9,4.7
59,Urgent,7-8,23.1,24.0,25.5,20.8,2.4,1,24.3,24.0,19.6,29.1,4.7
60,Urgent,9-10,15.5,13.0,17.9,13.1,2.4,1,13.3,13.0,8.6,18.0,4.7
61,Urgent,11-12,6.9,10.0,9.2,4.5,2.4,1,7.5,10.0,2.8,12.2,4.7
62,Urgent,13-14,3.4,2.0,5.7,1.0,2.4,1,-2.9,2.0,-7.7,1.8,4.7
63,Elective,1-2,70.6,72.0,73.0,68.3,2.4,1,68.0,72.0,63.3,72.7,4.7
64,Elective,3-4,55.0,54.0,57.4,52.7,2.4,1,54.2,54.0,49.5,58.9,4.7
65,Elective,5-6,28.2,29.0,30.6,25.8,2.4,1,28.1,29.0,23.4,32.9,4.7
66,Elective,7-8,21.7,18.0,24.0,19.3,2.4,1,19.6,18.0,14.9,24.3,4.7
67,Elective,9-10,12.8,17.0,15.2,10.4,2.4,1,16.0,17.0,11.3,20.7,4.7
68,Elective,11-12,8.7,5.0,11.1,6.3,2.4,1,12.4,5.0,7.7,17.1,4.7
69,Elective,13-14,5.2,5.0,7.5,2.8,2.4,1,7.7,5.0,3.0,12.4,4.7
70,Newborn,1-2,1.5,0.0,3.9,-0.8,2.4,1,0.9,0.0,-3.8,5.6,4.7
71,Newborn,3-4,0.0,0.0,2.4,-2.3,2.4,1,1.1,0.0,-3.6,5.8,4.7
72,Newborn,5-6,-0.5,0.0,1.8,-2.9,2.4,1,-2.1,0.0,-6.8,2.6,4.7
73,Newborn,7-8,6.1,0.0,8.5,3.7,2.4,1,2.3,0.0,-2.4,7.0,4.7
74,Newborn,9-10,-1.2,0.0,1.1,-3.6,2.4,1,-1.9,0.0,-6.6,2.9,4.7
75,Newborn,11-12,-2.5,0.0,-0.2,-4.9,2.4,1,1.8,0.0,-2.9,6.5,4.7
76,Newborn,13-14,-6.5,0.0,-4.1,-8.8,2.4,1,-6.8,0.0,-11.5,-2.1,4.7
77,Not Available,1-2,18.3,19.0,20.6,15.9,2.4,1,19.4,19.0,14.7,24.1,4.7
78,Not Available,3-4,12.7,13.0,15.1,10.4,2.4,1,13.4,13.0,8.7,18.1,4.7
79,Not Available,5-6,6.2,5.0,8.6,3.9,2.4,1,3.8,5.0,-0.9,8.5,4.7
80,Not Available,7-8,-0.8,4.0,1.6,-3.1,2.4,1,0.5,4.0,-4.3,5.2,4.7
81,Not Available,9-10,2.9,1.0,5.2,0.5,2.4,1,1.3,1.0,-3.4,6.0,4.7
82,Not Available,11-12,-1.1,1.0,1.2,-3.5,2.4,1,-6.6,1.0,-11.3,-1.8,4.7
83,Not Available,13-14,1.1,0.0,3.4,-1.3,2.4,1,3.5,0.0,-1.2,8.2,4.7
84,Trauma Center,1-2,1.6,0.0,4.0,-0.7,2.4,1,-8.1,0.0,-12.8,-3.4,4.7
85,Trauma Center,3-4,1.0,0.0,3.4,-1.3,2.4,1,-6.3,0.0,-11.0,-1.5,4.7
86,Trauma Center,5-6,-5.8,0.0,-3.4,-8.1,2.4,1,-12.9,0.0,-17.6,-8.2,4.7
87,Trauma Center,7-8,10.0,0.0,12.4,7.7,2.4,1,14.9,0.0,10.2,19.6,4.7
88,Trauma Center,9-10,-0.2,0.0,2.1,-2.6,2.4,1,0.7,0.0,-4.0,5.5,4.7
89,Trauma Center,11-12,-1.2,0.0,1.2,-3.6,2.4,1,-3.4,0.0,-8.1,1.3,4.7
90,Trauma Center,13-14,-2.2,0.0,0.2,-4.5,2.4,1,-1.1,0.0,-5.8,3.7,4.7
91,Not Mapped,1-2,10.6,5.0,13.0,8.3,2.4,1,4.7,5.0,-0.1,9.4,4.7
92,Not Mapped,3-4,5.9,0.0,8.3,3.6,2.4,1,9.5,0.0,4.8,14.2,4.7
93,Not Mapped,5-6,0.7,1.0,3.0,-1.7,2.4,1,-3.3,1.0,-8.1,1.4,4.7
94,Not Mapped,7-8,-1.2,0.0,1.2,-3.5,2.4,1,1.9,0.0,-2.8,6.6,4.7
95,Not Mapped,9-10,-2.8,0.0,-0.4,-5.1,2.4,1,6.1,0.0,1.4,10.9,4.7
96,Not Mapped,11-12,5.5,0.0,7.9,3.1,2.4,1,6.8,0.0,2.1,11.5,4.7
97,Not Mapped,13-14,4.4,0.0,6.7,2.0,2.4,1,6.9,0.0,2.2,11.6,4.7
98,Emergency,1-2,157.5,160.0,159.1,156.0,1.6,2,159.9,160.0,157.6,162.3,2.4
99,Emergency,3-4,182.0,178.0,183.5,180.4,1.6,2,181.1,178.0,178.7,183.4,2.4
100,Emergency,5-6,91.9,93.0,93.5,90.3,1.6,2,92.2,93.0,89.8,94.5,2.4
101,Emergency,7-8,43.8,46.0,45.3,42.2,1.6,2,43.3,46.0,41.0,45.7,2.4
102,Emergency,9-10,27.9,32.0,29.5,26.3,1.6,2,29.5,32.0,27.1,31.8,2.4
103,Emergency,11-12,18.7,24.0,20.3,17.1,1.6,2,20.8,24.0,18.4,23.2,2.4
104,Emergency,13-14,8.8,9.0,10.3,7.2,1.6,2,10.9,9.0,8.6,13.3,2.4
105,Urgent,1-2,54.0,53.0,55.6,52.4,1.6,2,56.4,53.0,54.0,58.7,2.4
106,Urgent,3-4,67.9,70.0,69.5,66.3,1.6,2,68.8,70.0,66.5,71.2,2.4
107,Urgent,5-6,41.4,37.0,43.0,39.8,1.6,2,44.4,37.0,42.0,46.7,2.4
108,Urgent,7-8,23.6,24.0,25.1,22.0,1.6,2,23.1,24.0,20.8,25.5,2.4
109,Urgent,9-10,14.3,13.0,15.8,12.7,1.6,2,15.5,13.0,13.1,17.9,2.4
110,Urgent,11-12,7.5,10.0,9.1,5.9,1.6,2,6.9,10.0,4.5,9.2,2.4
111,Urgent,13-14,3.2,2.0,4.8,1.6,1.6,2,3.4,2.0,1.0,5.7,2.4
112,Elective,1-2,71.3,72.0,72.9,69.8,1.6,2,70.6,72.0,68.3,73.0,2.4
113,Elective,3-4,54.2,54.0,55.7,52.6,1.6,2,55.0,54.0,52.7,57.4,2.4
114,Elective,5-6,27.7,29.0,29.3,26.1,1.6,2,28.2,29.0,25.8,30.6,2.4
115,Elective,7-8,20.5,18.0,22.1,18.9,1.6,2,21.7,18.0,19.3,24.0,2.4
116,Elective,9-10,14.3,17.0,15.9,12.8,1.6,2,12.8,17.0,10.4,15.2,2.4
117,Elective,11-12,7.7,5.0,9.3,6.1,1.6,2,8.7,5.0,6.3,11.1,2.4
118,Elective,13-14,5.4,5.0,7.0,3.8,1.6,2,5.2,5.0,2.8,7.5,2.4
119,Newborn,1-2,1.2,0.0,2.7,-0.4,1.6,2,1.5,0.0,-0.8,3.9,2.4
120,Newborn,3-4,-0.3,0.0,1.3,-1.8,1.6,2,0.0,0.0,-2.3,2.4,2.4
121,Newborn,5-6,-1.3,0.0,0.2,-2.9,1.6,2,-0.5,0.0,-2.9,1.8,2.4
122,Newborn,7-8,3.8,0.0,5.3,2.2,1.6,2,6.1,0.0,3.7,8.5,2.4
123,Newborn,9-10,-1.9,0.0,-0.3,-3.5,1.6,2,-1.2,0.0,-3.6,1.1,2.4
124,Newborn,11-12,-1.7,0.0,-0.2,-3.3,1.6,2,-2.5,0.0,-4.9,-0.2,2.4
125,Newborn,13-14,-6.7,0.0,-5.1,-8.2,1.6,2,-6.5,0.0,-8.8,-4.1,2.4
126,Not Available,1-2,19.0,19.0,20.5,17.4,1.6,2,18.3,19.0,15.9,20.6,2.4
127,Not Available,3-4,10.6,13.0,12.2,9.1,1.6,2,12.7,13.0,10.4,15.1,2.4
128,Not Available,5-6,6.1,5.0,7.6,4.5,1.6,2,6.2,5.0,3.9,8.6,2.4
129,Not Available,7-8,1.6,4.0,3.1,-0.0,1.6,2,-0.8,4.0,-3.1,1.6,2.4
130,Not Available,9-10,3.6,1.0,5.1,2.0,1.6,2,2.9,1.0,0.5,5.2,2.4
131,Not Available,11-12,-0.4,1.0,1.2,-1.9,1.6,2,-1.1,1.0,-3.5,1.2,2.4
132,Not Available,13-14,-0.8,0.0,0.7,-2.4,1.6,2,1.1,0.0,-1.3,3.4,2.4
133,Trauma Center,1-2,0.4,0.0,2.0,-1.2,1.6,2,1.6,0.0,-0.7,4.0,2.4
134,Trauma Center,3-4,1.9,0.0,3.5,0.3,1.6,2,1.0,0.0,-1.3,3.4,2.4
135,Trauma Center,5-6,-3.0,0.0,-1.5,-4.6,1.6,2,-5.8,0.0,-8.1,-3.4,2.4
136,Trauma Center,7-8,6.0,0.0,7.5,4.4,1.6,2,10.0,0.0,7.7,12.4,2.4
137,Trauma Center,9-10,1.4,0.0,2.9,-0.2,1.6,2,-0.2,0.0,-2.6,2.1,2.4
138,Trauma Center,11-12,-1.6,0.0,-0.0,-3.2,1.6,2,-1.2,0.0,-3.6,1.2,2.4
139,Trauma Center,13-14,-4.0,0.0,-2.4,-5.6,1.6,2,-2.2,0.0,-4.5,0.2,2.4
140,Not Mapped,1-2,8.7,5.0,10.3,7.1,1.6,2,10.6,5.0,8.3,13.0,2.4
141,Not Mapped,3-4,5.7,0.0,7.3,4.2,1.6,2,5.9,0.0,3.6,8.3,2.4
142,Not Mapped,5-6,0.4,1.0,1.9,-1.2,1.6,2,0.7,1.0,-1.7,3.0,2.4
143,Not Mapped,7-8,0.5,0.0,2.1,-1.0,1.6,2,-1.2,0.0,-3.5,1.2,2.4
144,Not Mapped,9-10,-3.9,0.0,-2.3,-5.4,1.6,2,-2.8,0.0,-5.1,-0.4,2.4
145,Not Mapped,11-12,1.9,0.0,3.5,0.4,1.6,2,5.5,0.0,3.1,7.9,2.4
146,Not Mapped,13-14,3.8,0.0,5.4,2.3,1.6,2,4.4,0.0,2.0,6.7,2.4
147,Emergency,1-2,155.4,160.0,156.5,154.2,1.2,3,157.5,160.0,156.0,159.1,1.6
148,Emergency,3-4,180.8,178.0,182.0,179.6,1.2,3,182.0,178.0,180.4,183.5,1.6
149,Emergency,5-6,92.1,93.0,93.3,90.9,1.2,3,91.9,93.0,90.3,93.5,1.6
150,Emergency,7-8,42.8,46.0,44.0,41.6,1.2,3,43.8,46.0,42.2,45.3,1.6
151,Emergency,9-10,28.2,32.0,29.4,27.0,1.2,3,27.9,32.0,26.3,29.5,1.6
152,Emergency,11-12,20.6,24.0,21.8,19.5,1.2,3,18.7,24.0,17.1,20.3,1.6
153,Emergency,13-14,8.0,9.0,9.2,6.9,1.2,3,8.8,9.0,7.2,10.3,1.6
154,Urgent,1-2,53.4,53.0,54.6,52.2,1.2,3,54.0,53.0,52.4,55.6,1.6
155,Urgent,3-4,67.8,70.0,68.9,66.6,1.2,3,67.9,70.0,66.3,69.5,1.6
156,Urgent,5-6,39.9,37.0,41.1,38.7,1.2,3,41.4,37.0,39.8,43.0,1.6
157,Urgent,7-8,22.7,24.0,23.8,21.5,1.2,3,23.6,24.0,22.0,25.1,1.6
158,Urgent,9-10,14.2,13.0,15.4,13.0,1.2,3,14.3,13.0,12.7,15.8,1.6
159,Urgent,11-12,8.2,10.0,9.4,7.0,1.2,3,7.5,10.0,5.9,9.1,1.6
160,Urgent,13-14,2.1,2.0,3.3,0.9,1.2,3,3.2,2.0,1.6,4.8,1.6
161,Elective,1-2,70.5,72.0,71.7,69.3,1.2,3,71.3,72.0,69.8,72.9,1.6
162,Elective,3-4,55.1,54.0,56.3,54.0,1.2,3,54.2,54.0,52.6,55.7,1.6
163,Elective,5-6,28.4,29.0,29.5,27.2,1.2,3,27.7,29.0,26.1,29.3,1.6
164,Elective,7-8,19.2,18.0,20.4,18.1,1.2,3,20.5,18.0,18.9,22.1,1.6
165,Elective,9-10,15.6,17.0,16.7,14.4,1.2,3,14.3,17.0,12.8,15.9,1.6
166,Elective,11-12,5.2,5.0,6.4,4.0,1.2,3,7.7,5.0,6.1,9.3,1.6
167,Elective,13-14,5.3,5.0,6.5,4.1,1.2,3,5.4,5.0,3.8,7.0,1.6
168,Newborn,1-2,1.0,0.0,2.2,-0.1,1.2,3,1.2,0.0,-0.4,2.7,1.6
169,Newborn,3-4,-1.6,0.0,-0.4,-2.8,1.2,3,-0.3,0.0,-1.8,1.3,1.6
170,Newborn,5-6,0.8,0.0,1.9,-0.4,1.2,3,-1.3,0.0,-2.9,0.2,1.6
171,Newborn,7-8,4.8,0.0,6.0,3.6,1.2,3,3.8,0.0,2.2,5.3,1.6
172,Newborn,9-10,-1.4,0.0,-0.2,-2.6,1.2,3,-1.9,0.0,-3.5,-0.3,1.6
173,Newborn,11-12,-1.0,0.0,0.2,-2.2,1.2,3,-1.7,0.0,-3.3,-0.2,1.6
174,Newborn,13-14,-5.0,0.0,-3.9,-6.2,1.2,3,-6.7,0.0,-8.2,-5.1,1.6
175,Not Available,1-2,18.7,19.0,19.8,17.5,1.2,3,19.0,19.0,17.4,20.5,1.6
176,Not Available,3-4,11.9,13.0,13.1,10.7,1.2,3,10.6,13.0,9.1,12.2,1.6
177,Not Available,5-6,4.7,5.0,5.9,3.5,1.2,3,6.1,5.0,4.5,7.6,1.6
178,Not Available,7-8,4.2,4.0,5.4,3.0,1.2,3,1.6,4.0,-0.0,3.1,1.6
179,Not Available,9-10,3.9,1.0,5.0,2.7,1.2,3,3.6,1.0,2.0,5.1,1.6
180,Not Available,11-12,-1.5,1.0,-0.3,-2.6,1.2,3,-0.4,1.0,-1.9,1.2,1.6
181,Not Available,13-14,-0.7,0.0,0.4,-1.9,1.2,3,-0.8,0.0,-2.4,0.7,1.6
182,Trauma Center,1-2,0.0,0.0,1.2,-1.2,1.2,3,0.4,0.0,-1.2,2.0,1.6
183,Trauma Center,3-4,1.8,0.0,3.0,0.7,1.2,3,1.9,0.0,0.3,3.5,1.6
184,Trauma Center,5-6,-2.4,0.0,-1.3,-3.6,1.2,3,-3.0,0.0,-4.6,-1.5,1.6
185,Trauma Center,7-8,3.5,0.0,4.7,2.3,1.2,3,6.0,0.0,4.4,7.5,1.6
186,Trauma Center,9-10,1.6,0.0,2.7,0.4,1.2,3,1.4,0.0,-0.2,2.9,1.6
187,Trauma Center,11-12,-1.3,0.0,-0.1,-2.4,1.2,3,-1.6,0.0,-3.2,-0.0,1.6
188,Trauma Center,13-14,-4.1,0.0,-2.9,-5.3,1.2,3,-4.0,0.0,-5.6,-2.4,1.6
189,Not Mapped,1-2,7.0,5.0,8.2,5.9,1.2,3,8.7,5.0,7.1,10.3,1.6
190,Not Mapped,3-4,4.5,0.0,5.7,3.3,1.2,3,5.7,0.0,4.2,7.3,1.6
191,Not Mapped,5-6,2.3,1.0,3.5,1.1,1.2,3,0.4,1.0,-1.2,1.9,1.6
192,Not Mapped,7-8,0.3,0.0,1.4,-0.9,1.2,3,0.5,0.0,-1.0,2.1,1.6
193,Not Mapped,9-10,-2.1,0.0,-0.9,-3.3,1.2,3,-3.9,0.0,-5.4,-2.3,1.6
194,Not Mapped,11-12,2.2,0.0,3.4,1.0,1.2,3,1.9,0.0,0.4,3.5,1.6
195,Not Mapped,13-14,2.4,0.0,3.6,1.2,1.2,3,3.8,0.0,2.3,5.4,1.6
196,Emergency,1-2,156.6,160.0,157.5,155.6,0.9,4,155.4,160.0,154.2,156.5,1.2
197,Emergency,3-4,180.6,178.0,181.6,179.7,0.9,4,180.8,178.0,179.6,182.0,1.2
198,Emergency,5-6,92.8,93.0,93.8,91.9,0.9,4,92.1,93.0,90.9,93.3,1.2
199,Emergency,7-8,43.8,46.0,44.8,42.9,0.9,4,42.8,46.0,41.6,44.0,1.2
200,Emergency,9-10,28.7,32.0,29.7,27.8,0.9,4,28.2,32.0,27.0,29.4,1.2
201,Emergency,11-12,20.8,24.0,21.7,19.9,0.9,4,20.6,24.0,19.5,21.8,1.2
202,Emergency,13-14,7.6,9.0,8.6,6.7,0.9,4,8.0,9.0,6.9,9.2,1.2
203,Urgent,1-2,53.7,53.0,54.7,52.8,0.9,4,53.4,53.0,52.2,54.6,1.2
204,Urgent,3-4,68.3,70.0,69.2,67.3,0.9,4,67.8,70.0,66.6,68.9,1.2
205,Urgent,5-6,38.7,37.0,39.7,37.8,0.9,4,39.9,37.0,38.7,41.1,1.2
206,Urgent,7-8,23.0,24.0,23.9,22.0,0.9,4,22.7,24.0,21.5,23.8,1.2
207,Urgent,9-10,13.7,13.0,14.6,12.7,0.9,4,14.2,13.0,13.0,15.4,1.2
208,Urgent,11-12,9.2,10.0,10.2,8.3,0.9,4,8.2,10.0,7.0,9.4,1.2
209,Urgent,13-14,2.2,2.0,3.1,1.3,0.9,4,2.1,2.0,0.9,3.3,1.2
210,Elective,1-2,70.1,72.0,71.1,69.2,0.9,4,70.5,72.0,69.3,71.7,1.2
211,Elective,3-4,52.0,54.0,52.9,51.0,0.9,4,55.1,54.0,54.0,56.3,1.2
212,Elective,5-6,28.0,29.0,28.9,27.1,0.9,4,28.4,29.0,27.2,29.5,1.2
213,Elective,7-8,18.3,18.0,19.2,17.3,0.9,4,19.2,18.0,18.1,20.4,1.2
214,Elective,9-10,16.3,17.0,17.3,15.4,0.9,4,15.6,17.0,14.4,16.7,1.2
215,Elective,11-12,6.0,5.0,6.9,5.0,0.9,4,5.2,5.0,4.0,6.4,1.2
216,Elective,13-14,5.1,5.0,6.0,4.1,0.9,4,5.3,5.0,4.1,6.5,1.2
217,Newborn,1-2,-1.7,0.0,-0.8,-2.7,0.9,4,1.0,0.0,-0.1,2.2,1.2
218,Newborn,3-4,-1.7,0.0,-0.7,-2.6,0.9,4,-1.6,0.0,-2.8,-0.4,1.2
219,Newborn,5-6,1.3,0.0,2.2,0.3,0.9,4,0.8,0.0,-0.4,1.9,1.2
220,Newborn,7-8,3.1,0.0,4.0,2.1,0.9,4,4.8,0.0,3.6,6.0,1.2
221,Newborn,9-10,-0.7,0.0,0.2,-1.7,0.9,4,-1.4,0.0,-2.6,-0.2,1.2
222,Newborn,11-12,2.2,0.0,3.1,1.3,0.9,4,-1.0,0.0,-2.2,0.2,1.2
223,Newborn,13-14,-5.0,0.0,-4.1,-6.0,0.9,4,-5.0,0.0,-6.2,-3.9,1.2
224,Not Available,1-2,18.9,19.0,19.8,17.9,0.9,4,18.7,19.0,17.5,19.8,1.2
225,Not Available,3-4,11.9,13.0,12.9,11.0,0.9,4,11.9,13.0,10.7,13.1,1.2
226,Not Available,5-6,7.5,5.0,8.4,6.5,0.9,4,4.7,5.0,3.5,5.9,1.2
227,Not Available,7-8,3.1,4.0,4.1,2.2,0.9,4,4.2,4.0,3.0,5.4,1.2
228,Not Available,9-10,2.6,1.0,3.6,1.7,0.9,4,3.9,1.0,2.7,5.0,1.2
229,Not Available,11-12,-1.1,1.0,-0.1,-2.0,0.9,4,-1.5,1.0,-2.6,-0.3,1.2
230,Not Available,13-14,-1.0,0.0,-0.1,-2.0,0.9,4,-0.7,0.0,-1.9,0.4,1.2
231,Trauma Center,1-2,1.0,0.0,1.9,0.1,0.9,4,0.0,0.0,-1.2,1.2,1.2
232,Trauma Center,3-4,1.2,0.0,2.2,0.3,0.9,4,1.8,0.0,0.7,3.0,1.2
233,Trauma Center,5-6,-0.7,0.0,0.2,-1.6,0.9,4,-2.4,0.0,-3.6,-1.3,1.2
234,Trauma Center,7-8,2.1,0.0,3.1,1.2,0.9,4,3.5,0.0,2.3,4.7,1.2
235,Trauma Center,9-10,1.8,0.0,2.8,0.9,0.9,4,1.6,0.0,0.4,2.7,1.2
236,Trauma Center,11-12,-2.0,0.0,-1.0,-2.9,0.9,4,-1.3,0.0,-2.4,-0.1,1.2
237,Trauma Center,13-14,-5.3,0.0,-4.4,-6.3,0.9,4,-4.1,0.0,-5.3,-2.9,1.2
238,Not Mapped,1-2,7.4,5.0,8.3,6.4,0.9,4,7.0,5.0,5.9,8.2,1.2
239,Not Mapped,3-4,3.9,0.0,4.8,2.9,0.9,4,4.5,0.0,3.3,5.7,1.2
240,Not Mapped,5-6,2.3,1.0,3.3,1.4,0.9,4,2.3,1.0,1.1,3.5,1.2
241,Not Mapped,7-8,-0.7,0.0,0.2,-1.7,0.9,4,0.3,0.0,-0.9,1.4,1.2
242,Not Mapped,9-10,-1.2,0.0,-0.2,-2.1,0.9,4,-2.1,0.0,-3.3,-0.9,1.2
243,Not Mapped,11-12,1.7,0.0,2.6,0.7,0.9,4,2.2,0.0,1.0,3.4,1.2
244,Not Mapped,13-14,1.6,0.0,2.5,0.6,0.9,4,2.4,0.0,1.2,3.6,1.2
245,Emergency,1-2,156.4,160.0,157.2,155.6,0.8,5,156.6,160.0,155.6,157.5,0.9
246,Emergency,3-4,181.0,178.0,181.8,180.2,0.8,5,180.6,178.0,179.7,181.6,0.9
247,Emergency,5-6,93.3,93.0,94.1,92.5,0.8,5,92.8,93.0,91.9,93.8,0.9
248,Emergency,7-8,44.2,46.0,45.0,43.4,0.8,5,43.8,46.0,42.9,44.8,0.9
249,Emergency,9-10,30.0,32.0,30.7,29.2,0.8,5,28.7,32.0,27.8,29.7,0.9
250,Emergency,11-12,20.7,24.0,21.5,19.9,0.8,5,20.8,24.0,19.9,21.7,0.9
251,Emergency,13-14,8.9,9.0,9.7,8.2,0.8,5,7.6,9.0,6.7,8.6,0.9
252,Urgent,1-2,54.3,53.0,55.1,53.5,0.8,5,53.7,53.0,52.8,54.7,0.9
253,Urgent,3-4,67.8,70.0,68.6,67.0,0.8,5,68.3,70.0,67.3,69.2,0.9
254,Urgent,5-6,39.0,37.0,39.8,38.2,0.8,5,38.7,37.0,37.8,39.7,0.9
255,Urgent,7-8,23.3,24.0,24.1,22.5,0.8,5,23.0,24.0,22.0,23.9,0.9
256,Urgent,9-10,14.1,13.0,14.9,13.4,0.8,5,13.7,13.0,12.7,14.6,0.9
257,Urgent,11-12,10.0,10.0,10.8,9.2,0.8,5,9.2,10.0,8.3,10.2,0.9
258,Urgent,13-14,2.0,2.0,2.8,1.2,0.8,5,2.2,2.0,1.3,3.1,0.9
259,Elective,1-2,70.4,72.0,71.2,69.6,0.8,5,70.1,72.0,69.2,71.1,0.9
260,Elective,3-4,52.3,54.0,53.1,51.5,0.8,5,52.0,54.0,51.0,52.9,0.9
261,Elective,5-6,28.2,29.0,29.0,27.4,0.8,5,28.0,29.0,27.1,28.9,0.9
262,Elective,7-8,15.8,18.0,16.6,15.0,0.8,5,18.3,18.0,17.3,19.2,0.9
263,Elective,9-10,16.2,17.0,17.0,15.4,0.8,5,16.3,17.0,15.4,17.3,0.9
264,Elective,11-12,5.7,5.0,6.5,4.9,0.8,5,6.0,5.0,5.0,6.9,0.9
265,Elective,13-14,4.0,5.0,4.8,3.2,0.8,5,5.1,5.0,4.1,6.0,0.9
266,Newborn,1-2,-1.8,0.0,-1.0,-2.6,0.8,5,-1.7,0.0,-2.7,-0.8,0.9
