,Q13,instr,noisy_count,true_count,plus_error,minus_error,error,nth_remeasure,noisy_count_prev,true_count_prev,minus_error_prev,plus_error_prev,error_prev
21,Neither agree nor disagree,Instructor 1,19.7,23.0,22.1,17.4,2.4,1,16.5,23.0,11.8,21.3,4.7
22,Neither agree nor disagree,Instructor 2,57.5,59.0,59.8,55.1,2.4,1,56.9,59.0,52.2,61.6,4.7
23,Neither agree nor disagree,Instructor 3,90.9,91.0,93.3,88.6,2.4,1,91.0,91.0,86.3,95.7,4.7
24,Agree,Instructor 1,51.2,51.0,53.6,48.9,2.4,1,52.5,51.0,47.8,57.2,4.7
25,Agree,Instructor 2,86.8,86.0,89.2,84.5,2.4,1,85.1,86.0,80.4,89.8,4.7
26,Agree,Instructor 3,62.8,67.0,65.2,60.5,2.4,1,60.2,67.0,55.5,65.0,4.7
27,Strongly agree,Instructor 1,208.3,209.0,210.7,206.0,2.4,1,207.2,209.0,202.4,211.9,4.7
28,Strongly agree,Instructor 2,160.9,159.0,163.2,158.5,2.4,1,164.7,159.0,160.0,169.4,4.7
29,Strongly agree,Instructor 3,78.4,80.0,80.8,76.1,2.4,1,77.2,80.0,72.4,81.9,4.7
30,Strongly disagree,Instructor 1,21.7,23.0,23.2,20.1,1.6,2,22.7,23.0,20.4,25.1,2.4
31,Strongly disagree,Instructor 2,16.2,16.0,17.7,14.6,1.6,2,15.2,16.0,12.8,17.5,2.4
32,Strongly disagree,Instructor 3,25.7,26.0,27.3,24.1,1.6,2,25.9,26.0,23.5,28.2,2.4
33,Disagree,Instructor 1,44.3,43.0,45.8,42.7,1.6,2,45.1,43.0,42.8,47.5,2.4
34,Disagree,Instructor 2,45.3,41.0,46.8,43.7,1.6,2,46.9,41.0,44.5,49.2,2.4
35,Disagree,Instructor 3,24.8,26.0,26.4,23.2,1.6,2,24.5,26.0,22.2,26.9,2.4
36,Neither agree nor disagree,Instructor 1,14.3,23.0,15.9,12.7,1.6,2,19.7,23.0,17.4,22.1,2.4
37,Neither agree nor disagree,Instructor 2,56.1,59.0,57.7,54.5,1.6,2,57.5,59.0,55.1,59.8,2.4
38,Neither agree nor disagree,Instructor 3,91.6,91.0,93.1,90.0,1.6,2,90.9,91.0,88.6,93.3,2.4
39,Agree,Instructor 1,51.2,51.0,52.8,49.6,1.6,2,51.2,51.0,48.9,53.6,2.4
40,Agree,Instructor 2,89.2,86.0,90.8,87.7,1.6,2,86.8,86.0,84.5,89.2,2.4
41,Agree,Instructor 3,64.7,67.0,66.3,63.2,1.6,2,62.8,67.0,60.5,65.2,2.4
42,Strongly agree,Instructor 1,206.1,209.0,207.6,204.5,1.6,2,208.3,209.0,206.0,210.7,2.4
43,Strongly agree,Instructor 2,159.7,159.0,161.3,158.1,1.6,2,160.9,159.0,158.5,163.2,2.4
44,Strongly agree,Instructor 3,79.2,80.0,80.7,77.6,1.6,2,78.4,80.0,76.1,80.8,2.4
45,Strongly disagree,Instructor 1,21.6,23.0,22.8,20.4,1.2,3,21.7,23.0,20.1,23.2,1.6
46,Strongly disagree,Instructor 2,16.1,16.0,17.2,14.9,1.2,3,16.2,16.0,14.6,17.7,1.6
47,Strongly disagree,Instructor 3,26.3,26.0,27.5,25.2,1.2,3,25.7,26.0,24.1,27.3,1.6
48,Disagree,Instructor 1,43.9,43.0,45.1,42.7,1.2,3,44.3,43.0,42.7,45.8,1.6
49,Disagree,Instructor 2,43.1,41.0,44.3,41.9,1.2,3,45.3,41.0,43.7,46.8,1.6
50,Disagree,Instructor 3,24.7,26.0,25.9,23.6,1.2,3,24.8,26.0,23.2,26.4,1.6
51,Neither agree nor disagree,Instructor 1,16.1,23.0,17.2,14.9,1.2,3,14.3,23.0,12.7,15.9,1.6
52,Neither agree nor disagree,Instructor 2,55.9,59.0,57.1,54.7,1.2,3,56.1,59.0,54.5,57.7,1.6
53,Neither agree nor disagree,Instructor 3,91.3,91.0,92.4,90.1,1.2,3,91.6,91.0,90.0,93.1,1.6
54,Agree,Instructor 1,51.1,51.0,52.2,49.9,1.2,3,51.2,51.0,49.6,52.8,1.6
55,Agree,Instructor 2,89.2,86.0,90.4,88.0,1.2,3,89.2,86.0,87.7,90.8,1.6
56,Agree,Instructor 3,65.3,67.0,66.5,64.2,1.2,3,64.7,67.0,63.2,66.3,1.6
57,Strongly agree,Instructor 1,206.7,209.0,207.9,205.6,1.2,3,206.1,209.0,204.5,207.6,1.6
58,Strongly agree,Instructor 2,160.2,159.0,161.4,159.0,1.2,3,159.7,159.0,158.1,161.3,1.6
59,Strongly agree,Instructor 3,80.6,80.0,81.8,79.4,1.2,3,79.2,80.0,77.6,80.7,1.6
60,Strongly disagree,Instructor 1,22.5,23.0,23.4,21.5,0.9,4,21.6,23.0,20.4,22.8,1.2
61,Strongly disagree,Instructor 2,16.4,16.0,17.4,15.5,0.9,4,16.1,16.0,14.9,17.2,1.2
62,Strongly disagree,Instructor 3,25.5,26.0,26.4,24.5,0.9,4,26.3,26.0,25.2,27.5,1.2
63,Disagree,Instructor 1,44.0,43.0,44.9,43.0,0.9,4,43.9,43.0,42.7,45.1,1.2
64,Disagree,Instructor 2,41.4,41.0,42.3,40.4,0.9,4,43.1,41.0,41.9,44.3,1.2
65,Disagree,Instructor 3,25.6,26.0,26.6,24.7,0.9,4,24.7,26.0,23.6,25.9,1.2
66,Neither agree nor disagree,Instructor 1,17.3,23.0,18.3,16.4,0.9,4,16.1,23.0,14.9,17.2,1.2
67,Neither agree nor disagree,Instructor 2,56.7,59.0,57.6,55.7,0.9,4,55.9,59.0,54.7,57.1,1.2
68,Neither agree nor disagree,Instructor 3,91.6,91.0,92.6,90.7,0.9,4,91.3,91.0,90.1,92.4,1.2
69,Agree,Instructor 1,51.7,51.0,52.7,50.8,0.9,4,51.1,51.0,49.9,52.2,1.2
70,Agree,Instructor 2,85.7,86.0,86.7,84.8,0.9,4,89.2,86.0,88.0,90.4,1.2
71,Agree,Instructor 3,65.6,67.0,66.5,64.6,0.9,4,65.3,67.0,64.2,66.5,1.2
72,Strongly agree,Instructor 1,207.1,209.0,208.1,206.2,0.9,4,206.7,209.0,205.6,207.9,1.2
73,Strongly agree,Instructor 2,158.5,159.0,159.4,157.6,0.9,4,160.2,159.0,159.0,161.4,1.2
74,Strongly agree,Instructor 3,80.6,80.0,81.5,79.6,0.9,4,80.6,80.0,79.4,81.8,1.2
75,Strongly disagree,Instructor 1,22.1,23.0,22.9,21.3,0.8,5,22.5,23.0,21.5,23.4,0.9
76,Strongly disagree,Instructor 2,16.5,16.0,17.2,15.7,0.8,5,16.4,16.0,15.5,17.4,0.9
77,Strongly disagree,Instructor 3,24.9,26.0,25.7,24.2,0.8,5,25.5,26.0,24.5,26.4,0.9
78,Disagree,Instructor 1,44.3,43.0,45.1,43.5,0.8,5,44.0,43.0,43.0,44.9,0.9
79,Disagree,Instructor 2,42.0,41.0,42.8,41.2,0.8,5,41.4,41.0,40.4,42.3,0.9
80,Disagree,Instructor 3,25.7,26.0,26.5,25.0,0.8,5,25.6,26.0,24.7,26.6,0.9
81,Neither agree nor disagree,Instructor 1,18.8,23.0,19.6,18.0,0.8,5,17.3,23.0,16.4,18.3,0.9
82,Neither agree nor disagree,Instructor 2,58.7,59.0,59.5,57.9,0.8,5,56.7,59.0,55.7,57.6,0.9
83,Neither agree nor disagree,Instructor 3,91.2,91.0,92.0,90.4,0.8,5,91.6,91.0,90.7,92.6,0.9
84,Agree,Instructor 1,51.0,51.0,51.8,50.2,0.8,5,51.7,51.0,50.8,52.7,0.9
85,Agree,Instructor 2,86.7,86.0,87.5,85.9,0.8,5,85.7,86.0,84.8,86.7,0.9
86,Agree,Instructor 3,65.3,67.0,66.1,64.5,0.8,5,65.6,67.0,64.6,66.5,0.9
87,Strongly agree,Instructor 1,207.4,209.0,208.2,206.6,0.8,5,207.1,209.0,206.2,208.1,0.9
88,Strongly agree,Instructor 2,158.9,159.0,159.7,158.1,0.8,5,158.5,159.0,157.6,159.4,0.9
89,Strongly agree,Instructor 3,81.1,80.0,81.9,80.3,0.8,5,80.6,80.0,79.6,81.5,0.9
90,Strongly disagree,Instructor 1,22.7,23.0,23.4,22.0,0.7,6,22.1,23.0,21.3,22.9,0.8
91,Strongly disagree,Instructor 2,15.2,16.0,15.9,14.6,0.7,6,16.5,16.0,15.7,17.2,0.8
92,Strongly disagree,Instructor 3,23.1,26.0,23.8,22.5,0.7,6,24.9,26.0,24.2,25.7,0.8
93,Disagree,Instructor 1,43.9,43.0,44.6,43.3,0.7,6,44.3,43.0,43.5,45.1,0.8
94,Disagree,Instructor 2,40.9,41.0,41.6,40.2,0.7,6,42.0,41.0,41.2,42.8,0.8
95,Disagree,Instructor 3,24.3,26.0,25.0,23.6,0.7,6,25.7,26.0,25.0,26.5,0.8
96,Neither agree nor disagree,Instructor 1,19.4,23.0,20.1,18.7,0.7,6,18.8,23.0,18.0,19.6,0.8
97,Neither agree nor disagree,Instructor 2,59.0,59.0,59.7,58.3,0.7,6,58.7,59.0,57.9,59.5,0.8
98,Neither agree nor disagree,Instructor 3,91.1,91.0,91.7,90.4,0.7,6,91.2,91.0,90.4,92.0,0.8
99,Agree,Instructor 1,50.4,51.0,51.1,49.7,0.7,6,51.0,51.0,50.2,51.8,0.8
100,Agree,Instructor 2,86.7,86.0,87.4,86.0,0.7,6,86.7,86.0,85.9,87.5,0.8
101,Agree,Instructor 3,66.5,67.0,67.2,65.9,0.7,6,65.3,67.0,64.5,66.1,0.8
102,Strongly agree,Instructor 1,209.6,209.0,210.3,208.9,0.7,6,207.4,209.0,206.6,208.2,0.8
103,Strongly agree,Instructor 2,158.6,159.0,159.2,157.9,0.7,6,158.9,159.0,158.1,159.7,0.8
104,Strongly agree,Instructor 3,79.1,80.0,79.8,78.4,0.7,6,81.1,80.0,80.3,81.9,0.8
