,Q13,difficulty,noisy_count,true_count,plus_error,minus_error,error,nth_remeasure,noisy_count_prev,true_count_prev,minus_error_prev,plus_error_prev,error_prev
56,Disagree,2,3.4,6.0,4.9,1.8,1.6,2,1.1,6.0,-1.3,3.4,2.4
57,Disagree,3,27.4,26.0,29.0,25.8,1.6,2,25.9,26.0,23.6,28.3,2.4
58,Disagree,4,15.9,16.0,17.5,14.3,1.6,2,17.4,16.0,15.0,19.7,2.4
59,Disagree,5,17.8,14.0,19.3,16.2,1.6,2,20.5,14.0,18.1,22.9,2.4
60,Neither agree nor disagree,1,81.0,83.0,82.5,79.4,1.6,2,80.0,83.0,77.6,82.3,2.4
61,Neither agree nor disagree,2,27.8,27.0,29.3,26.2,1.6,2,27.7,27.0,25.4,30.1,2.4
62,Neither agree nor disagree,3,76.3,76.0,77.9,74.8,1.6,2,74.8,76.0,72.5,77.2,2.4
63,Neither agree nor disagree,4,54.2,54.0,55.8,52.6,1.6,2,54.2,54.0,51.9,56.6,2.4
64,Neither agree nor disagree,5,40.8,40.0,42.4,39.2,1.6,2,37.7,40.0,35.3,40.0,2.4
65,Agree,1,57.5,59.0,59.1,55.9,1.6,2,58.5,59.0,56.1,60.8,2.4
66,Agree,2,30.6,33.0,32.2,29.0,1.6,2,28.9,33.0,26.6,31.3,2.4
67,Agree,3,110.6,112.0,112.2,109.0,1.6,2,109.7,112.0,107.3,112.0,2.4
68,Agree,4,69.9,63.0,71.5,68.4,1.6,2,72.1,63.0,69.8,74.5,2.4
69,Agree,5,30.0,28.0,31.5,28.4,1.6,2,29.4,28.0,27.0,31.7,2.4
70,Strongly agree,1,41.6,45.0,43.2,40.1,1.6,2,42.1,45.0,39.7,44.5,2.4
71,Strongly agree,2,20.9,21.0,22.5,19.3,1.6,2,20.3,21.0,18.0,22.7,2.4
72,Strongly agree,3,53.2,58.0,54.8,51.6,1.6,2,57.6,58.0,55.3,60.0,2.4
73,Strongly agree,4,42.6,40.0,44.2,41.1,1.6,2,42.5,40.0,40.2,44.9,2.4
74,Strongly agree,5,17.1,22.0,18.7,15.5,1.6,2,14.7,22.0,12.3,17.0,2.4
75,Strongly disagree,1,75.2,72.0,76.4,74.0,1.2,3,72.8,72.0,71.2,74.4,1.6
76,Strongly disagree,2,13.1,11.0,14.3,12.0,1.2,3,13.2,11.0,11.6,14.7,1.6
77,Strongly disagree,3,22.4,21.0,23.5,21.2,1.2,3,24.7,21.0,23.1,26.2,1.6
78,Strongly disagree,4,17.5,17.0,18.7,16.3,1.2,3,17.6,17.0,16.1,19.2,1.6
79,Strongly disagree,5,27.1,29.0,28.3,25.9,1.2,3,26.5,29.0,25.0,28.1,1.6
80,Disagree,1,31.7,27.0,32.9,30.5,1.2,3,29.0,27.0,27.5,30.6,1.6
81,Disagree,2,5.2,6.0,6.4,4.0,1.2,3,3.4,6.0,1.8,4.9,1.6
82,Disagree,3,26.4,26.0,27.5,25.2,1.2,3,27.4,26.0,25.8,29.0,1.6
83,Disagree,4,16.1,16.0,17.3,15.0,1.2,3,15.9,16.0,14.3,17.5,1.6
84,Disagree,5,16.8,14.0,17.9,15.6,1.2,3,17.8,14.0,16.2,19.3,1.6
85,Neither agree nor disagree,1,81.5,83.0,82.7,80.3,1.2,3,81.0,83.0,79.4,82.5,1.6
86,Neither agree nor disagree,2,27.7,27.0,28.9,26.5,1.2,3,27.8,27.0,26.2,29.3,1.6
87,Neither agree nor disagree,3,77.2,76.0,78.4,76.0,1.2,3,76.3,76.0,74.8,77.9,1.6
88,Neither agree nor disagree,4,52.4,54.0,53.6,51.3,1.2,3,54.2,54.0,52.6,55.8,1.6
89,Neither agree nor disagree,5,40.8,40.0,42.0,39.6,1.2,3,40.8,40.0,39.2,42.4,1.6
90,Agree,1,56.9,59.0,58.1,55.7,1.2,3,57.5,59.0,55.9,59.1,1.6
91,Agree,2,30.2,33.0,31.4,29.0,1.2,3,30.6,33.0,29.0,32.2,1.6
92,Agree,3,111.2,112.0,112.4,110.0,1.2,3,110.6,112.0,109.0,112.2,1.6
93,Agree,4,69.4,63.0,70.6,68.2,1.2,3,69.9,63.0,68.4,71.5,1.6
94,Agree,5,27.2,28.0,28.4,26.0,1.2,3,30.0,28.0,28.4,31.5,1.6
95,Strongly agree,1,43.7,45.0,44.8,42.5,1.2,3,41.6,45.0,40.1,43.2,1.6
96,Strongly agree,2,20.9,21.0,22.1,19.7,1.2,3,20.9,21.0,19.3,22.5,1.6
97,Strongly agree,3,54.1,58.0,55.3,53.0,1.2,3,53.2,58.0,51.6,54.8,1.6
98,Strongly agree,4,41.4,40.0,42.5,40.2,1.2,3,42.6,40.0,41.1,44.2,1.6
99,Strongly agree,5,16.4,22.0,17.6,15.2,1.2,3,17.1,22.0,15.5,18.7,1.6
100,Strongly disagree,1,74.5,72.0,75.4,73.6,0.9,4,75.2,72.0,74.0,76.4,1.2
101,Strongly disagree,2,13.2,11.0,14.1,12.2,0.9,4,13.1,11.0,12.0,14.3,1.2
102,Strongly disagree,3,22.7,21.0,23.6,21.7,0.9,4,22.4,21.0,21.2,23.5,1.2
103,Strongly disagree,4,17.2,17.0,18.1,16.2,0.9,4,17.5,17.0,16.3,18.7,1.2
104,Strongly disagree,5,26.8,29.0,27.7,25.8,0.9,4,27.1,29.0,25.9,28.3,1.2
105,Disagree,1,30.3,27.0,31.2,29.3,0.9,4,31.7,27.0,30.5,32.9,1.2
106,Disagree,2,5.2,6.0,6.1,4.2,0.9,4,5.2,6.0,4.0,6.4,1.2
107,Disagree,3,23.5,26.0,24.4,22.5,0.9,4,26.4,26.0,25.2,27.5,1.2
108,Disagree,4,15.7,16.0,16.7,14.8,0.9,4,16.1,16.0,15.0,17.3,1.2
109,Disagree,5,16.3,14.0,17.2,15.3,0.9,4,16.8,14.0,15.6,17.9,1.2
110,Neither agree nor disagree,1,81.9,83.0,82.8,80.9,0.9,4,81.5,83.0,80.3,82.7,1.2
111,Neither agree nor disagree,2,28.0,27.0,28.9,27.0,0.9,4,27.7,27.0,26.5,28.9,1.2
112,Neither agree nor disagree,3,78.3,76.0,79.2,77.3,0.9,4,77.2,76.0,76.0,78.4,1.2
113,Neither agree nor disagree,4,52.5,54.0,53.4,51.5,0.9,4,52.4,54.0,51.3,53.6,1.2
114,Neither agree nor disagree,5,40.2,40.0,41.2,39.3,0.9,4,40.8,40.0,39.6,42.0,1.2
115,Agree,1,57.5,59.0,58.4,56.6,0.9,4,56.9,59.0,55.7,58.1,1.2
116,Agree,2,30.1,33.0,31.0,29.1,0.9,4,30.2,33.0,29.0,31.4,1.2
117,Agree,3,109.4,112.0,110.4,108.5,0.9,4,111.2,112.0,110.0,112.4,1.2
118,Agree,4,67.5,63.0,68.5,66.6,0.9,4,69.4,63.0,68.2,70.6,1.2
119,Agree,5,26.9,28.0,27.8,25.9,0.9,4,27.2,28.0,26.0,28.4,1.2
120,Strongly agree,1,44.1,45.0,45.1,43.2,0.9,4,43.7,45.0,42.5,44.8,1.2
121,Strongly agree,2,20.6,21.0,21.5,19.6,0.9,4,20.9,21.0,19.7,22.1,1.2
122,Strongly agree,3,56.9,58.0,57.9,56.0,0.9,4,54.1,58.0,53.0,55.3,1.2
123,Strongly agree,4,42.0,40.0,42.9,41.1,0.9,4,41.4,40.0,40.2,42.5,1.2
124,Strongly agree,5,17.7,22.0,18.6,16.8,0.9,4,16.4,22.0,15.2,17.6,1.2
125,Strongly disagree,1,74.3,72.0,75.0,73.5,0.8,5,74.5,72.0,73.6,75.4,0.9
126,Strongly disagree,2,13.1,11.0,13.9,12.3,0.8,5,13.2,11.0,12.2,14.1,0.9
127,Strongly disagree,3,23.1,21.0,23.9,22.3,0.8,5,22.7,21.0,21.7,23.6,0.9
128,Strongly disagree,4,18.4,17.0,19.2,17.6,0.8,5,17.2,17.0,16.2,18.1,0.9
129,Strongly disagree,5,27.0,29.0,27.7,26.2,0.8,5,26.8,29.0,25.8,27.7,0.9
130,Disagree,1,29.5,27.0,30.2,28.7,0.8,5,30.3,27.0,29.3,31.2,0.9
131,Disagree,2,4.7,6.0,5.5,3.9,0.8,5,5.2,6.0,4.2,6.1,0.9
132,Disagree,3,23.7,26.0,24.5,22.9,0.8,5,23.5,26.0,22.5,24.4,0.9
133,Disagree,4,15.8,16.0,16.6,15.0,0.8,5,15.7,16.0,14.8,16.7,0.9
134,Disagree,5,16.4,14.0,17.2,15.6,0.8,5,16.3,14.0,15.3,17.2,0.9
135,Neither agree nor disagree,1,81.8,83.0,82.5,81.0,0.8,5,81.9,83.0,80.9,82.8,0.9
136,Neither agree nor disagree,2,29.1,27.0,29.9,28.3,0.8,5,28.0,27.0,27.0,28.9,0.9
137,Neither agree nor disagree,3,77.3,76.0,78.1,76.5,0.8,5,78.3,76.0,77.3,79.2,0.9
138,Neither agree nor disagree,4,52.6,54.0,53.4,51.9,0.8,5,52.5,54.0,51.5,53.4,0.9
139,Neither agree nor disagree,5,39.6,40.0,40.4,38.8,0.8,5,40.2,40.0,39.3,41.2,0.9
140,Agree,1,55.9,59.0,56.7,55.1,0.8,5,57.5,59.0,56.6,58.4,0.9
141,Agree,2,30.2,33.0,31.0,29.4,0.8,5,30.1,33.0,29.1,31.0,0.9
142,Agree,3,109.7,112.0,110.5,108.9,0.8,5,109.4,112.0,108.5,110.4,0.9
143,Agree,4,66.8,63.0,67.6,66.0,0.8,5,67.5,63.0,66.6,68.5,0.9
144,Agree,5,26.8,28.0,27.6,26.0,0.8,5,26.9,28.0,25.9,27.8,0.9
145,Strongly agree,1,45.0,45.0,45.8,44.3,0.8,5,44.1,45.0,43.2,45.1,0.9
146,Strongly agree,2,20.2,21.0,21.0,19.4,0.8,5,20.6,21.0,19.6,21.5,0.9
147,Strongly agree,3,56.6,58.0,57.4,55.9,0.8,5,56.9,58.0,56.0,57.9,0.9
148,Strongly agree,4,39.0,40.0,39.8,38.2,0.8,5,42.0,40.0,41.1,42.9,0.9
149,Strongly agree,5,18.0,22.0,18.8,17.3,0.8,5,17.7,22.0,16.8,18.6,0.9
150,Strongly disagree,1,74.9,72.0,75.6,74.2,0.7,6,74.3,72.0,73.5,75.0,0.8
151,Strongly disagree,2,13.3,11.0,14.0,12.6,0.7,6,13.1,11.0,12.3,13.9,0.8
152,Strongly disagree,3,22.3,21.0,23.0,21.7,0.7,6,23.1,21.0,22.3,23.9,0.8
153,Strongly disagree,4,18.5,17.0,19.1,17.8,0.7,6,18.4,17.0,17.6,19.2,0.8
154,Strongly disagree,5,28.1,29.0,28.8,27.4,0.7,6,27.0,29.0,26.2,27.7,0.8
155,Disagree,1,29.7,27.0,30.4,29.0,0.7,6,29.5,27.0,28.7,30.2,0.8
156,Disagree,2,5.1,6.0,5.7,4.4,0.7,6,4.7,6.0,3.9,5.5,0.8
157,Disagree,3,25.3,26.0,25.9,24.6,0.7,6,23.7,26.0,22.9,24.5,0.8
158,Disagree,4,15.5,16.0,16.1,14.8,0.7,6,15.8,16.0,15.0,16.6,0.8
159,Disagree,5,16.3,14.0,16.9,15.6,0.7,6,16.4,14.0,15.6,17.2,0.8
160,Neither agree nor disagree,1,82.1,83.0,82.8,81.4,0.7,6,81.8,83.0,81.0,82.5,0.8
161,Neither agree nor disagree,2,29.1,27.0,29.8,28.4,0.7,6,29.1,27.0,28.3,29.9,0.8
162,Neither agree nor disagree,3,77.3,76.0,78.0,76.7,0.7,6,77.3,76.0,76.5,78.1,0.8
163,Neither agree nor disagree,4,52.8,54.0,53.5,52.2,0.7,6,52.6,54.0,51.9,53.4,0.8
164,Neither agree nor disagree,5,39.6,40.0,40.3,38.9,0.7,6,39.6,40.0,38.8,40.4,0.8
165,Agree,1,56.3,59.0,57.0,55.6,0.7,6,55.9,59.0,55.1,56.7,0.8
166,Agree,2,30.4,33.0,31.0,29.7,0.7,6,30.2,33.0,29.4,31.0,0.8
167,Agree,3,108.9,112.0,109.6,108.3,0.7,6,109.7,112.0,108.9,110.5,0.8
168,Agree,4,66.4,63.0,67.1,65.7,0.7,6,66.8,63.0,66.0,67.6,0.8
169,Agree,5,27.3,28.0,28.0,26.6,0.7,6,26.8,28.0,26.0,27.6,0.8
170,Strongly agree,1,45.3,45.0,46.0,44.7,0.7,6,45.0,45.0,44.3,45.8,0.8
171,Strongly agree,2,20.5,21.0,21.2,19.8,0.7,6,20.2,21.0,19.4,21.0,0.8
172,Strongly agree,3,56.8,58.0,57.5,56.2,0.7,6,56.6,58.0,55.9,57.4,0.8
173,Strongly agree,4,38.7,40.0,39.4,38.0,0.7,6,39.0,40.0,38.2,39.8,0.8
174,Strongly agree,5,18.5,22.0,19.1,17.8,0.7,6,18.0,22.0,17.3,18.8,0.8
