,attendance,difficulty,noisy_count,true_count,plus_error,minus_error,error,nth_remeasure,noisy_count_prev,true_count_prev,minus_error_prev,plus_error_prev,error_prev
42,3,3,83.8,81.0,86.1,81.4,2.4,1,85.2,81.0,80.5,89.9,4.7
43,3,4,73.4,69.0,75.8,71.1,2.4,1,76.7,69.0,71.9,81.4,4.7
44,3,5,39.0,39.0,41.3,36.6,2.4,1,39.4,39.0,34.7,44.2,4.7
45,4,1,16.3,15.0,18.7,13.9,2.4,1,17.6,15.0,12.9,22.3,4.7
46,4,2,13.6,18.0,16.0,11.3,2.4,1,17.9,18.0,13.2,22.7,4.7
47,4,3,53.4,52.0,55.8,51.0,2.4,1,53.0,52.0,48.3,57.7,4.7
48,4,4,31.4,29.0,33.7,29.0,2.4,1,32.8,29.0,28.1,37.5,4.7
49,4,5,33.2,32.0,35.6,30.9,2.4,1,31.7,32.0,27.0,36.4,4.7
50,0,1,221.4,220.0,223.0,219.9,1.6,2,219.6,220.0,217.3,222.0,2.4
51,0,2,20.4,17.0,21.9,18.8,1.6,2,19.7,17.0,17.3,22.0,2.4
52,0,3,43.6,43.0,45.1,42.0,1.6,2,44.5,43.0,42.1,46.8,2.4
53,0,4,26.2,25.0,27.7,24.6,1.6,2,25.9,25.0,23.5,28.2,2.4
54,0,5,17.5,20.0,19.0,15.9,1.6,2,16.1,20.0,13.7,18.5,2.4
55,1,1,17.5,19.0,19.1,15.9,1.6,2,17.8,19.0,15.4,20.1,2.4
56,1,2,32.0,32.0,33.6,30.5,1.6,2,31.7,32.0,29.3,34.0,2.4
57,1,3,57.1,60.0,58.7,55.5,1.6,2,59.5,60.0,57.2,61.9,2.4
58,1,4,37.7,38.0,39.3,36.1,1.6,2,36.7,38.0,34.4,39.1,2.4
59,1,5,17.5,20.0,19.1,15.9,1.6,2,17.1,20.0,14.7,19.5,2.4
60,2,1,9.6,8.0,11.2,8.1,1.6,2,11.1,8.0,8.8,13.5,2.4
61,2,2,7.8,9.0,9.4,6.2,1.6,2,9.1,9.0,6.7,11.4,2.4
62,2,3,60.6,57.0,62.1,59.0,1.6,2,59.4,57.0,57.0,61.7,2.4
63,2,4,25.2,29.0,26.8,23.7,1.6,2,24.3,29.0,22.0,26.7,2.4
64,2,5,19.6,22.0,21.2,18.0,1.6,2,20.9,22.0,18.6,23.3,2.4
65,3,1,24.9,24.0,26.5,23.3,1.6,2,24.2,24.0,21.8,26.5,2.4
66,3,2,22.7,22.0,24.3,21.2,1.6,2,21.2,22.0,18.9,23.6,2.4
67,3,3,79.9,81.0,81.5,78.3,1.6,2,83.8,81.0,81.4,86.1,2.4
68,3,4,70.4,69.0,71.9,68.8,1.6,2,73.4,69.0,71.1,75.8,2.4
69,3,5,40.7,39.0,42.2,39.1,1.6,2,39.0,39.0,36.6,41.3,2.4
70,4,1,18.0,15.0,19.5,16.4,1.6,2,16.3,15.0,13.9,18.7,2.4
71,4,2,15.3,18.0,16.9,13.7,1.6,2,13.6,18.0,11.3,16.0,2.4
72,4,3,53.8,52.0,55.4,52.2,1.6,2,53.4,52.0,51.0,55.8,2.4
73,4,4,30.4,29.0,32.0,28.8,1.6,2,31.4,29.0,29.0,33.7,2.4
74,4,5,34.0,32.0,35.6,32.4,1.6,2,33.2,32.0,30.9,35.6,2.4
75,0,1,220.9,220.0,222.1,219.8,1.2,3,221.4,220.0,219.9,223.0,1.6
76,0,2,19.4,17.0,20.6,18.2,1.2,3,20.4,17.0,18.8,21.9,1.6
77,0,3,43.8,43.0,44.9,42.6,1.2,3,43.6,43.0,42.0,45.1,1.6
78,0,4,25.1,25.0,26.2,23.9,1.2,3,26.2,25.0,24.6,27.7,1.6
79,0,5,18.6,20.0,19.8,17.4,1.2,3,17.5,20.0,15.9,19.0,1.6
80,1,1,20.0,19.0,21.2,18.9,1.2,3,17.5,19.0,15.9,19.1,1.6
81,1,2,30.9,32.0,32.1,29.8,1.2,3,32.0,32.0,30.5,33.6,1.6
82,1,3,58.6,60.0,59.8,57.4,1.2,3,57.1,60.0,55.5,58.7,1.6
83,1,4,37.5,38.0,38.7,36.3,1.2,3,37.7,38.0,36.1,39.3,1.6
84,1,5,16.6,20.0,17.8,15.5,1.2,3,17.5,20.0,15.9,19.1,1.6
85,2,1,13.4,8.0,14.6,12.2,1.2,3,9.6,8.0,8.1,11.2,1.6
86,2,2,4.8,9.0,6.0,3.6,1.2,3,7.8,9.0,6.2,9.4,1.6
87,2,3,59.0,57.0,60.2,57.9,1.2,3,60.6,57.0,59.0,62.1,1.6
88,2,4,26.1,29.0,27.3,24.9,1.2,3,25.2,29.0,23.7,26.8,1.6
89,2,5,20.8,22.0,22.0,19.6,1.2,3,19.6,22.0,18.0,21.2,1.6
90,3,1,26.2,24.0,27.4,25.0,1.2,3,24.9,24.0,23.3,26.5,1.6
91,3,2,22.7,22.0,23.9,21.5,1.2,3,22.7,22.0,21.2,24.3,1.6
92,3,3,80.1,81.0,81.3,78.9,1.2,3,79.9,81.0,78.3,81.5,1.6
93,3,4,69.9,69.0,71.1,68.7,1.2,3,70.4,69.0,68.8,71.9,1.6
94,3,5,40.7,39.0,41.8,39.5,1.2,3,40.7,39.0,39.1,42.2,1.6
95,4,1,17.8,15.0,18.9,16.6,1.2,3,18.0,15.0,16.4,19.5,1.6
96,4,2,15.7,18.0,16.9,14.6,1.2,3,15.3,18.0,13.7,16.9,1.6
97,4,3,55.2,52.0,56.4,54.0,1.2,3,53.8,52.0,52.2,55.4,1.6
98,4,4,30.8,29.0,32.0,29.6,1.2,3,30.4,29.0,28.8,32.0,1.6
99,4,5,32.9,32.0,34.1,31.8,1.2,3,34.0,32.0,32.4,35.6,1.6
100,0,1,221.6,220.0,222.6,220.7,0.9,4,220.9,220.0,219.8,222.1,1.2
101,0,2,18.4,17.0,19.3,17.4,0.9,4,19.4,17.0,18.2,20.6,1.2
102,0,3,42.6,43.0,43.5,41.6,0.9,4,43.8,43.0,42.6,44.9,1.2
103,0,4,25.5,25.0,26.4,24.6,0.9,4,25.1,25.0,23.9,26.2,1.2
104,0,5,18.8,20.0,19.8,17.9,0.9,4,18.6,20.0,17.4,19.8,1.2
105,1,1,19.8,19.0,20.8,18.9,0.9,4,20.0,19.0,18.9,21.2,1.2
106,1,2,30.7,32.0,31.7,29.8,0.9,4,30.9,32.0,29.8,32.1,1.2
107,1,3,58.7,60.0,59.6,57.8,0.9,4,58.6,60.0,57.4,59.8,1.2
108,1,4,37.9,38.0,38.8,36.9,0.9,4,37.5,38.0,36.3,38.7,1.2
109,1,5,17.7,20.0,18.7,16.8,0.9,4,16.6,20.0,15.5,17.8,1.2
110,2,1,12.6,8.0,13.6,11.7,0.9,4,13.4,8.0,12.2,14.6,1.2
111,2,2,5.6,9.0,6.6,4.7,0.9,4,4.8,9.0,3.6,6.0,1.2
112,2,3,57.7,57.0,58.7,56.8,0.9,4,59.0,57.0,57.9,60.2,1.2
113,2,4,26.7,29.0,27.6,25.8,0.9,4,26.1,29.0,24.9,27.3,1.2
114,2,5,20.9,22.0,21.9,20.0,0.9,4,20.8,22.0,19.6,22.0,1.2
115,3,1,25.9,24.0,26.9,25.0,0.9,4,26.2,24.0,25.0,27.4,1.2
116,3,2,23.6,22.0,24.6,22.7,0.9,4,22.7,22.0,21.5,23.9,1.2
117,3,3,80.5,81.0,81.5,79.6,0.9,4,80.1,81.0,78.9,81.3,1.2
118,3,4,69.8,69.0,70.8,68.9,0.9,4,69.9,69.0,68.7,71.1,1.2
119,3,5,40.6,39.0,41.5,39.6,0.9,4,40.7,39.0,39.5,41.8,1.2
120,4,1,18.1,15.0,19.0,17.1,0.9,4,17.8,15.0,16.6,18.9,1.2
121,4,2,16.8,18.0,17.7,15.8,0.9,4,15.7,18.0,14.6,16.9,1.2
122,4,3,54.2,52.0,55.2,53.3,0.9,4,55.2,52.0,54.0,56.4,1.2
123,4,4,30.0,29.0,31.0,29.1,0.9,4,30.8,29.0,29.6,32.0,1.2
124,4,5,34.4,32.0,35.3,33.4,0.9,4,32.9,32.0,31.8,34.1,1.2
125,0,1,221.4,220.0,222.2,220.6,0.8,5,221.6,220.0,220.7,222.6,0.9
126,0,2,17.9,17.0,18.7,17.1,0.8,5,18.4,17.0,17.4,19.3,0.9
127,0,3,42.1,43.0,42.9,41.4,0.8,5,42.6,43.0,41.6,43.5,0.9
128,0,4,27.4,25.0,28.2,26.6,0.8,5,25.5,25.0,24.6,26.4,0.9
129,0,5,19.0,20.0,19.8,18.2,0.8,5,18.8,20.0,17.9,19.8,0.9
130,1,1,19.0,19.0,19.8,18.2,0.8,5,19.8,19.0,18.9,20.8,0.9
131,1,2,31.3,32.0,32.1,30.5,0.8,5,30.7,32.0,29.8,31.7,0.9
132,1,3,59.1,60.0,59.9,58.4,0.8,5,58.7,60.0,57.8,59.6,0.9
133,1,4,38.3,38.0,39.0,37.5,0.8,5,37.9,38.0,36.9,38.8,0.9
134,1,5,19.1,20.0,19.8,18.3,0.8,5,17.7,20.0,16.8,18.7,0.9
135,2,1,11.7,8.0,12.5,10.9,0.8,5,12.6,8.0,11.7,13.6,0.9
136,2,2,7.2,9.0,8.0,6.5,0.8,5,5.6,9.0,4.7,6.6,0.9
137,2,3,56.2,57.0,57.0,55.4,0.8,5,57.7,57.0,56.8,58.7,0.9
138,2,4,27.6,29.0,28.4,26.8,0.8,5,26.7,29.0,25.8,27.6,0.9
139,2,5,21.7,22.0,22.5,20.9,0.8,5,20.9,22.0,20.0,21.9,0.9
140,3,1,25.8,24.0,26.6,25.0,0.8,5,25.9,24.0,25.0,26.9,0.9
141,3,2,25.0,22.0,25.7,24.2,0.8,5,23.6,22.0,22.7,24.6,0.9
142,3,3,80.5,81.0,81.3,79.7,0.8,5,80.5,81.0,79.6,81.5,0.9
143,3,4,69.7,69.0,70.5,68.9,0.8,5,69.8,69.0,68.9,70.8,0.9
144,3,5,40.3,39.0,41.1,39.5,0.8,5,40.6,39.0,39.6,41.5,0.9
145,4,1,15.7,15.0,16.5,14.9,0.8,5,18.1,15.0,17.1,19.0,0.9
146,4,2,15.8,18.0,16.6,15.0,0.8,5,16.8,18.0,15.8,17.7,0.9
147,4,3,53.1,52.0,53.9,52.3,0.8,5,54.2,52.0,53.3,55.2,0.9
148,4,4,30.4,29.0,31.2,29.7,0.8,5,30.0,29.0,29.1,31.0,0.9
149,4,5,33.7,32.0,34.5,32.9,0.8,5,34.4,32.0,33.4,35.3,0.9
150,0,1,222.3,220.0,223.0,221.6,0.7,6,221.4,220.0,220.6,222.2,0.8
151,0,2,17.4,17.0,18.1,16.7,0.7,6,17.9,17.0,17.1,18.7,0.8
152,0,3,42.6,43.0,43.3,42.0,0.7,6,42.1,43.0,41.4,42.9,0.8
153,0,4,26.9,25.0,27.6,26.3,0.7,6,27.4,25.0,26.6,28.2,0.8
154,0,5,19.1,20.0,19.8,18.4,0.7,6,19.0,20.0,18.2,19.8,0.8
155,1,1,20.0,19.0,20.6,19.3,0.7,6,19.0,19.0,18.2,19.8,0.8
156,1,2,32.0,32.0,32.7,31.3,0.7,6,31.3,32.0,30.5,32.1,0.8
157,1,3,60.4,60.0,61.1,59.8,0.7,6,59.1,60.0,58.4,59.9,0.8
158,1,4,38.4,38.0,39.0,37.7,0.7,6,38.3,38.0,37.5,39.0,0.8
159,1,5,18.2,20.0,18.9,17.6,0.7,6,19.1,20.0,18.3,19.8,0.8
160,2,1,11.0,8.0,11.7,10.4,0.7,6,11.7,8.0,10.9,12.5,0.8
161,2,2,7.6,9.0,8.3,7.0,0.7,6,7.2,9.0,6.5,8.0,0.8
162,2,3,57.1,57.0,57.8,56.5,0.7,6,56.2,57.0,55.4,57.0,0.8
163,2,4,27.8,29.0,28.5,27.1,0.7,6,27.6,29.0,26.8,28.4,0.8
164,2,5,22.4,22.0,23.0,21.7,0.7,6,21.7,22.0,20.9,22.5,0.8
165,3,1,28.3,24.0,28.9,27.6,0.7,6,25.8,24.0,25.0,26.6,0.8
166,3,2,24.3,22.0,25.0,23.6,0.7,6,25.0,22.0,24.2,25.7,0.8
167,3,3,80.2,81.0,80.9,79.6,0.7,6,80.5,81.0,79.7,81.3,0.8
168,3,4,69.2,69.0,69.9,68.5,0.7,6,69.7,69.0,68.9,70.5,0.8
169,3,5,40.1,39.0,40.7,39.4,0.7,6,40.3,39.0,39.5,41.1,0.8
170,4,1,15.5,15.0,16.2,14.9,0.7,6,15.7,15.0,14.9,16.5,0.8
171,4,2,15.7,18.0,16.4,15.1,0.7,6,15.8,18.0,15.0,16.6,0.8
172,4,3,52.9,52.0,53.6,52.2,0.7,6,53.1,52.0,52.3,53.9,0.8
173,4,4,31.1,29.0,31.8,30.5,0.7,6,30.4,29.0,29.7,31.2,0.8
174,4,5,32.8,32.0,33.4,32.1,0.7,6,33.7,32.0,32.9,34.5,0.8
