,Q13,difficulty,noisy_count,true_count,plus_error,minus_error,error,nth_remeasure,noisy_count_prev,true_count_prev,minus_error_prev,plus_error_prev,error_prev
99,Strongly agree,5,19.7,20.0,20.9,18.6,1.2,3,21.1,20.0,19.5,22.7,1.6
100,Strongly disagree,1,63.5,64.0,64.5,62.6,0.9,4,63.1,64.0,61.9,64.2,1.2
101,Strongly disagree,2,9.6,11.0,10.6,8.7,0.9,4,9.7,11.0,8.5,10.9,1.2
102,Strongly disagree,3,31.6,29.0,32.5,30.6,0.9,4,32.2,29.0,31.0,33.3,1.2
103,Strongly disagree,4,13.0,16.0,13.9,12.0,0.9,4,12.6,16.0,11.4,13.8,1.2
104,Strongly disagree,5,27.6,29.0,28.6,26.7,0.9,4,28.7,29.0,27.5,29.9,1.2
105,Disagree,1,28.1,26.0,29.0,27.2,0.9,4,29.2,26.0,28.0,30.4,1.2
106,Disagree,2,14.7,15.0,15.6,13.7,0.9,4,15.3,15.0,14.1,16.4,1.2
107,Disagree,3,22.5,26.0,23.5,21.6,0.9,4,23.4,26.0,22.2,24.6,1.2
108,Disagree,4,29.2,29.0,30.2,28.3,0.9,4,28.6,29.0,27.4,29.8,1.2
109,Disagree,5,15.3,16.0,16.3,14.4,0.9,4,15.1,16.0,14.0,16.3,1.2
110,Neither agree nor disagree,1,60.3,60.0,61.3,59.4,0.9,4,59.6,60.0,58.4,60.8,1.2
111,Neither agree nor disagree,2,24.8,25.0,25.8,23.9,0.9,4,25.1,25.0,24.0,26.3,1.2
112,Neither agree nor disagree,3,70.4,71.0,71.3,69.4,0.9,4,71.0,71.0,69.8,72.2,1.2
113,Neither agree nor disagree,4,72.1,71.0,73.0,71.2,0.9,4,72.7,71.0,71.5,73.9,1.2
114,Neither agree nor disagree,5,47.1,45.0,48.1,46.2,0.9,4,47.3,45.0,46.2,48.5,1.2
115,Agree,1,59.1,60.0,60.1,58.2,0.9,4,59.4,60.0,58.3,60.6,1.2
116,Agree,2,25.9,24.0,26.8,24.9,0.9,4,25.1,24.0,24.0,26.3,1.2
117,Agree,3,117.5,118.0,118.4,116.6,0.9,4,117.3,118.0,116.1,118.5,1.2
118,Agree,4,75.7,75.0,76.7,74.8,0.9,4,75.3,75.0,74.2,76.5,1.2
119,Agree,5,19.6,17.0,20.6,18.7,0.9,4,18.9,17.0,17.8,20.1,1.2
120,Strongly agree,1,49.4,46.0,50.4,48.5,0.9,4,50.3,46.0,49.1,51.4,1.2
121,Strongly agree,2,17.7,18.0,18.6,16.8,0.9,4,18.7,18.0,17.6,19.9,1.2
122,Strongly agree,3,60.2,58.0,61.1,59.3,0.9,4,58.6,58.0,57.4,59.8,1.2
123,Strongly agree,4,29.5,31.0,30.5,28.6,0.9,4,28.3,31.0,27.1,29.5,1.2
124,Strongly agree,5,20.0,20.0,21.0,19.1,0.9,4,19.7,20.0,18.6,20.9,1.2
125,Strongly disagree,1,65.3,64.0,66.1,64.5,0.8,5,63.5,64.0,62.6,64.5,0.9
126,Strongly disagree,2,10.2,11.0,10.9,9.4,0.8,5,9.6,11.0,8.7,10.6,0.9
127,Strongly disagree,3,30.9,29.0,31.6,30.1,0.8,5,31.6,29.0,30.6,32.5,0.9
128,Strongly disagree,4,15.0,16.0,15.8,14.2,0.8,5,13.0,16.0,12.0,13.9,0.9
129,Strongly disagree,5,27.7,29.0,28.5,26.9,0.8,5,27.6,29.0,26.7,28.6,0.9
130,Disagree,1,27.0,26.0,27.8,26.2,0.8,5,28.1,26.0,27.2,29.0,0.9
131,Disagree,2,15.9,15.0,16.6,15.1,0.8,5,14.7,15.0,13.7,15.6,0.9
132,Disagree,3,23.5,26.0,24.3,22.7,0.8,5,22.5,26.0,21.6,23.5,0.9
133,Disagree,4,27.9,29.0,28.7,27.1,0.8,5,29.2,29.0,28.3,30.2,0.9
134,Disagree,5,15.6,16.0,16.4,14.9,0.8,5,15.3,16.0,14.4,16.3,0.9
135,Neither agree nor disagree,1,60.3,60.0,61.1,59.5,0.8,5,60.3,60.0,59.4,61.3,0.9
136,Neither agree nor disagree,2,24.9,25.0,25.7,24.1,0.8,5,24.8,25.0,23.9,25.8,0.9
137,Neither agree nor disagree,3,69.6,71.0,70.4,68.8,0.8,5,70.4,71.0,69.4,71.3,0.9
138,Neither agree nor disagree,4,72.5,71.0,73.3,71.7,0.8,5,72.1,71.0,71.2,73.0,0.9
139,Neither agree nor disagree,5,48.2,45.0,49.0,47.4,0.8,5,47.1,45.0,46.2,48.1,0.9
140,Agree,1,59.2,60.0,59.9,58.4,0.8,5,59.1,60.0,58.2,60.1,0.9
141,Agree,2,25.8,24.0,26.5,25.0,0.8,5,25.9,24.0,24.9,26.8,0.9
142,Agree,3,117.5,118.0,118.2,116.7,0.8,5,117.5,118.0,116.6,118.4,0.9
143,Agree,4,75.7,75.0,76.5,74.9,0.8,5,75.7,75.0,74.8,76.7,0.9
144,Agree,5,19.1,17.0,19.9,18.3,0.8,5,19.6,17.0,18.7,20.6,0.9
145,Strongly agree,1,49.6,46.0,50.3,48.8,0.8,5,49.4,46.0,48.5,50.4,0.9
146,Strongly agree,2,17.6,18.0,18.4,16.8,0.8,5,17.7,18.0,16.8,18.6,0.9
147,Strongly agree,3,59.0,58.0,59.7,58.2,0.8,5,60.2,58.0,59.3,61.1,0.9
148,Strongly agree,4,28.3,31.0,29.1,27.5,0.8,5,29.5,31.0,28.6,30.5,0.9
149,Strongly agree,5,20.0,20.0,20.8,19.2,0.8,5,20.0,20.0,19.1,21.0,0.9
150,Strongly disagree,1,65.7,64.0,66.4,65.0,0.7,6,65.3,64.0,64.5,66.1,0.8
151,Strongly disagree,2,10.7,11.0,11.4,10.0,0.7,6,10.2,11.0,9.4,10.9,0.8
152,Strongly disagree,3,30.2,29.0,30.9,29.5,0.7,6,30.9,29.0,30.1,31.6,0.8
153,Strongly disagree,4,15.2,16.0,15.9,14.5,0.7,6,15.0,16.0,14.2,15.8,0.8
154,Strongly disagree,5,27.9,29.0,28.6,27.3,0.7,6,27.7,29.0,26.9,28.5,0.8
155,Disagree,1,26.7,26.0,27.4,26.0,0.7,6,27.0,26.0,26.2,27.8,0.8
156,Disagree,2,15.4,15.0,16.1,14.8,0.7,6,15.9,15.0,15.1,16.6,0.8
157,Disagree,3,23.1,26.0,23.7,22.4,0.7,6,23.5,26.0,22.7,24.3,0.8
158,Disagree,4,28.4,29.0,29.0,27.7,0.7,6,27.9,29.0,27.1,28.7,0.8
159,Disagree,5,16.0,16.0,16.7,15.3,0.7,6,15.6,16.0,14.9,16.4,0.8
160,Neither agree nor disagree,1,59.9,60.0,60.6,59.2,0.7,6,60.3,60.0,59.5,61.1,0.8
161,Neither agree nor disagree,2,24.6,25.0,25.3,23.9,0.7,6,24.9,25.0,24.1,25.7,0.8
162,Neither agree nor disagree,3,70.2,71.0,70.9,69.6,0.7,6,69.6,71.0,68.8,70.4,0.8
163,Neither agree nor disagree,4,72.3,71.0,72.9,71.6,0.7,6,72.5,71.0,71.7,73.3,0.8
164,Neither agree nor disagree,5,47.7,45.0,48.4,47.1,0.7,6,48.2,45.0,47.4,49.0,0.8
165,Agree,1,59.4,60.0,60.1,58.7,0.7,6,59.2,60.0,58.4,59.9,0.8
166,Agree,2,26.2,24.0,26.8,25.5,0.7,6,25.8,24.0,25.0,26.5,0.8
167,Agree,3,119.6,118.0,120.3,118.9,0.7,6,117.5,118.0,116.7,118.2,0.8
168,Agree,4,74.2,75.0,74.9,73.5,0.7,6,75.7,75.0,74.9,76.5,0.8
169,Agree,5,18.8,17.0,19.5,18.1,0.7,6,19.1,17.0,18.3,19.9,0.8
170,Strongly agree,1,49.6,46.0,50.3,48.9,0.7,6,49.6,46.0,48.8,50.3,0.8
171,Strongly agree,2,17.8,18.0,18.5,17.1,0.7,6,17.6,18.0,16.8,18.4,0.8
172,Strongly agree,3,58.7,58.0,59.4,58.0,0.7,6,59.0,58.0,58.2,59.7,0.8
173,Strongly agree,4,28.5,31.0,29.1,27.8,0.7,6,28.3,31.0,27.5,29.1,0.8
174,Strongly agree,5,19.0,20.0,19.7,18.3,0.7,6,20.0,20.0,19.2,20.8,0.8
