,AGEP,MSP,noisy_count,true_count,plus_error,minus_error,error,nth_remeasure,noisy_count_prev,true_count_prev,minus_error_prev,plus_error_prev,error_prev
24,55-64,"Now married, spouse present",98.7,99.0,103.4,94.0,4.7,0,,,,,
25,55-64,"Now Married, spouse absent",9.0,9.0,13.7,4.3,4.7,0,,,,,
26,55-64,Widowed,11.5,10.0,16.2,6.8,4.7,0,,,,,
27,55-64,Divorced,34.2,33.0,38.9,29.5,4.7,0,,,,,
28,55-64,Separated,0.9,3.0,5.6,-3.8,4.7,0,,,,,
29,55-64,Never married,11.3,18.0,16.0,6.6,4.7,0,,,,,
30,65-74,"Now married, spouse present",79.9,80.0,84.6,75.2,4.7,0,,,,,
31,65-74,"Now Married, spouse absent",1.6,3.0,6.3,-3.1,4.7,0,,,,,
32,65-74,Widowed,17.1,17.0,21.8,12.4,4.7,0,,,,,
33,65-74,Divorced,18.9,21.0,23.6,14.2,4.7,0,,,,,
34,65-74,Separated,4.4,6.0,9.1,-0.3,4.7,0,,,,,
35,65-74,Never married,23.0,22.0,27.7,18.3,4.7,0,,,,,
36,75-84,"Now married, spouse present",29.5,31.0,34.2,24.8,4.7,0,,,,,
37,75-84,"Now Married, spouse absent",1.2,2.0,5.9,-3.5,4.7,0,,,,,
38,75-84,Widowed,12.8,15.0,17.5,8.1,4.7,0,,,,,
39,75-84,Divorced,16.6,16.0,21.3,11.9,4.7,0,,,,,
40,75-84,Separated,-0.8,3.0,3.9,-5.5,4.7,0,,,,,
41,75-84,Never married,4.7,4.0,9.4,0.0,4.7,0,,,,,
42,85-99,"Now married, spouse present",1.1,5.0,5.8,-3.6,4.7,0,,,,,
43,85-99,"Now Married, spouse absent",3.1,1.0,7.8,-1.6,4.7,0,,,,,
44,85-99,Widowed,12.3,13.0,17.0,7.6,4.7,0,,,,,
45,85-99,Divorced,6.7,4.0,11.4,2.0,4.7,0,,,,,
46,85-99,Separated,3.1,0.0,7.8,-1.6,4.7,0,,,,,
47,85-99,Never married,2.8,0.0,7.5,-1.9,4.7,0,,,,,
48,15-24,"Now married, spouse present",3.8,3.0,6.1,1.4,2.4,1,3.6,3.0,-1.1,8.4,4.7
49,15-24,"Now Married, spouse absent",5.0,1.0,7.4,2.6,2.4,1,6.3,1.0,1.6,11.0,4.7
50,15-24,Widowed,3.4,1.0,5.8,1.0,2.4,1,6.1,1.0,1.4,10.8,4.7
51,15-24,Divorced,1.2,0.0,3.6,-1.2,2.4,1,3.3,0.0,-1.4,8.0,4.7
52,15-24,Separated,-4.3,1.0,-1.9,-6.6,2.4,1,-7.8,1.0,-12.5,-3.1,4.7
53,15-24,Never married,144.0,143.0,146.4,141.7,2.4,1,144.6,143.0,139.9,149.3,4.7
54,25-34,"Now married, spouse present",45.6,45.0,47.9,43.2,2.4,1,45.1,45.0,40.4,49.8,4.7
55,25-34,"Now Married, spouse absent",6.3,2.0,8.7,3.9,2.4,1,3.3,2.0,-1.4,8.0,4.7
56,25-34,Widowed,1.0,0.0,3.3,-1.4,2.4,1,-3.2,0.0,-7.9,1.6,4.7
57,25-34,Divorced,8.3,7.0,10.7,6.0,2.4,1,5.0,7.0,0.3,9.7,4.7
58,25-34,Separated,1.3,1.0,3.7,-1.0,2.4,1,2.9,1.0,-1.8,7.6,4.7
59,25-34,Never married,100.3,98.0,102.6,97.9,2.4,1,100.8,98.0,96.1,105.5,4.7
60,35-44,"Now married, spouse present",89.0,87.0,91.3,86.6,2.4,1,89.7,87.0,85.0,94.4,4.7
61,35-44,"Now Married, spouse absent",0.6,6.0,3.0,-1.7,2.4,1,-2.7,6.0,-7.4,2.0,4.7
62,35-44,Widowed,-2.0,0.0,0.3,-4.4,2.4,1,-4.9,0.0,-9.6,-0.1,4.7
63,35-44,Divorced,8.3,11.0,10.6,5.9,2.4,1,13.3,11.0,8.6,18.0,4.7
64,35-44,Separated,2.6,3.0,5.0,0.2,2.4,1,0.5,3.0,-4.2,5.3,4.7
65,35-44,Never married,37.0,39.0,39.4,34.7,2.4,1,36.8,39.0,32.0,41.5,4.7
66,45-54,"Now married, spouse present",80.1,77.0,82.5,77.8,2.4,1,84.7,77.0,79.9,89.4,4.7
67,45-54,"Now Married, spouse absent",2.4,4.0,4.7,0.0,2.4,1,4.4,4.0,-0.3,9.2,4.7
68,45-54,Widowed,5.2,4.0,7.6,2.9,2.4,1,0.6,4.0,-4.1,5.3,4.7
69,45-54,Divorced,19.4,19.0,21.7,17.0,2.4,1,21.6,19.0,16.9,26.3,4.7
70,45-54,Separated,3.4,6.0,5.8,1.1,2.4,1,5.9,6.0,1.2,10.7,4.7
71,45-54,Never married,25.1,27.0,27.4,22.7,2.4,1,28.0,27.0,23.3,32.7,4.7
72,55-64,"Now married, spouse present",100.8,99.0,103.1,98.4,2.4,1,98.7,99.0,94.0,103.4,4.7
73,55-64,"Now Married, spouse absent",4.6,9.0,6.9,2.2,2.4,1,9.0,9.0,4.3,13.7,4.7
74,55-64,Widowed,8.4,10.0,10.7,6.0,2.4,1,11.5,10.0,6.8,16.2,4.7
75,55-64,Divorced,36.1,33.0,38.5,33.8,2.4,1,34.2,33.0,29.5,38.9,4.7
76,55-64,Separated,2.0,3.0,4.4,-0.3,2.4,1,0.9,3.0,-3.8,5.6,4.7
77,55-64,Never married,17.8,18.0,20.2,15.5,2.4,1,11.3,18.0,6.6,16.0,4.7
78,65-74,"Now married, spouse present",81.3,80.0,83.6,78.9,2.4,1,79.9,80.0,75.2,84.6,4.7
79,65-74,"Now Married, spouse absent",2.0,3.0,4.4,-0.3,2.4,1,1.6,3.0,-3.1,6.3,4.7
80,65-74,Widowed,18.8,17.0,21.1,16.4,2.4,1,17.1,17.0,12.4,21.8,4.7
81,65-74,Divorced,19.5,21.0,21.9,17.1,2.4,1,18.9,21.0,14.2,23.6,4.7
82,65-74,Separated,4.6,6.0,7.0,2.3,2.4,1,4.4,6.0,-0.3,9.1,4.7
83,65-74,Never married,22.2,22.0,24.6,19.9,2.4,1,23.0,22.0,18.3,27.7,4.7
84,75-84,"Now married, spouse present",32.2,31.0,34.6,29.8,2.4,1,29.5,31.0,24.8,34.2,4.7
85,75-84,"Now Married, spouse absent",1.1,2.0,3.5,-1.2,2.4,1,1.2,2.0,-3.5,5.9,4.7
86,75-84,Widowed,13.4,15.0,15.8,11.0,2.4,1,12.8,15.0,8.1,17.5,4.7
87,75-84,Divorced,16.0,16.0,18.3,13.6,2.4,1,16.6,16.0,11.9,21.3,4.7
88,75-84,Separated,0.8,3.0,3.2,-1.5,2.4,1,-0.8,3.0,-5.5,3.9,4.7
89,75-84,Never married,5.0,4.0,7.4,2.7,2.4,1,4.7,4.0,0.0,9.4,4.7
90,85-99,"Now married, spouse present",4.0,5.0,6.4,1.7,2.4,1,1.1,5.0,-3.6,5.8,4.7
91,85-99,"Now Married, spouse absent",0.9,1.0,3.3,-1.4,2.4,1,3.1,1.0,-1.6,7.8,4.7
92,85-99,Widowed,17.0,13.0,19.3,14.6,2.4,1,12.3,13.0,7.6,17.0,4.7
93,85-99,Divorced,3.1,4.0,5.5,0.8,2.4,1,6.7,4.0,2.0,11.4,4.7
94,85-99,Separated,3.1,0.0,5.5,0.8,2.4,1,3.1,0.0,-1.6,7.8,4.7
95,85-99,Never married,0.8,0.0,3.2,-1.5,2.4,1,2.8,0.0,-1.9,7.5,4.7
96,15-24,"Now married, spouse present",5.5,3.0,7.1,3.9,1.6,2,3.8,3.0,1.4,6.1,2.4
97,15-24,"Now Married, spouse absent",3.9,1.0,5.4,2.3,1.6,2,5.0,1.0,2.6,7.4,2.4
98,15-24,Widowed,2.5,1.0,4.0,0.9,1.6,2,3.4,1.0,1.0,5.8,2.4
99,15-24,Divorced,0.7,0.0,2.2,-0.9,1.6,2,1.2,0.0,-1.2,3.6,2.4
100,15-24,Separated,-2.0,1.0,-0.4,-3.6,1.6,2,-4.3,1.0,-6.6,-1.9,2.4
101,15-24,Never married,144.3,143.0,145.9,142.8,1.6,2,144.0,143.0,141.7,146.4,2.4
102,25-34,"Now married, spouse present",45.1,45.0,46.7,43.5,1.6,2,45.6,45.0,43.2,47.9,2.4
103,25-34,"Now Married, spouse absent",7.3,2.0,8.9,5.8,1.6,2,6.3,2.0,3.9,8.7,2.4
104,25-34,Widowed,1.6,0.0,3.2,0.1,1.6,2,1.0,0.0,-1.4,3.3,2.4
105,25-34,Divorced,7.2,7.0,8.7,5.6,1.6,2,8.3,7.0,6.0,10.7,2.4
106,25-34,Separated,1.6,1.0,3.2,0.0,1.6,2,1.3,1.0,-1.0,3.7,2.4
107,25-34,Never married,100.8,98.0,102.4,99.2,1.6,2,100.3,98.0,97.9,102.6,2.4
108,35-44,"Now married, spouse present",86.2,87.0,87.8,84.7,1.6,2,89.0,87.0,86.6,91.3,2.4
109,35-44,"Now Married, spouse absent",6.7,6.0,8.3,5.1,1.6,2,0.6,6.0,-1.7,3.0,2.4
110,35-44,Widowed,-0.4,0.0,1.2,-1.9,1.6,2,-2.0,0.0,-4.4,0.3,2.4
111,35-44,Divorced,9.9,11.0,11.5,8.3,1.6,2,8.3,11.0,5.9,10.6,2.4
112,35-44,Separated,4.2,3.0,5.8,2.6,1.6,2,2.6,3.0,0.2,5.0,2.4
113,35-44,Never married,36.8,39.0,38.4,35.3,1.6,2,37.0,39.0,34.7,39.4,2.4
114,45-54,"Now married, spouse present",79.8,77.0,81.4,78.3,1.6,2,80.1,77.0,77.8,82.5,2.4
115,45-54,"Now Married, spouse absent",2.9,4.0,4.4,1.3,1.6,2,2.4,4.0,0.0,4.7,2.4
116,45-54,Widowed,5.6,4.0,7.2,4.1,1.6,2,5.2,4.0,2.9,7.6,2.4
117,45-54,Divorced,19.2,19.0,20.8,17.6,1.6,2,19.4,19.0,17.0,21.7,2.4
118,45-54,Separated,3.6,6.0,5.2,2.0,1.6,2,3.4,6.0,1.1,5.8,2.4
119,45-54,Never married,25.4,27.0,27.0,23.9,1.6,2,25.1,27.0,22.7,27.4,2.4
120,55-64,"Now married, spouse present",100.9,99.0,102.5,99.3,1.6,2,100.8,99.0,98.4,103.1,2.4
121,55-64,"Now Married, spouse absent",9.2,9.0,10.8,7.6,1.6,2,4.6,9.0,2.2,6.9,2.4
122,55-64,Widowed,9.4,10.0,11.0,7.9,1.6,2,8.4,10.0,6.0,10.7,2.4
123,55-64,Divorced,35.1,33.0,36.6,33.5,1.6,2,36.1,33.0,33.8,38.5,2.4
124,55-64,Separated,0.8,3.0,2.4,-0.7,1.6,2,2.0,3.0,-0.3,4.4,2.4
125,55-64,Never married,17.9,18.0,19.5,16.3,1.6,2,17.8,18.0,15.5,20.2,2.4
126,65-74,"Now married, spouse present",80.1,80.0,81.7,78.5,1.6,2,81.3,80.0,78.9,83.6,2.4
127,65-74,"Now Married, spouse absent",2.6,3.0,4.2,1.1,1.6,2,2.0,3.0,-0.3,4.4,2.4
128,65-74,Widowed,19.9,17.0,21.5,18.4,1.6,2,18.8,17.0,16.4,21.1,2.4
129,65-74,Divorced,20.5,21.0,22.0,18.9,1.6,2,19.5,21.0,17.1,21.9,2.4
130,65-74,Separated,5.3,6.0,6.8,3.7,1.6,2,4.6,6.0,2.3,7.0,2.4
131,65-74,Never married,22.5,22.0,24.1,21.0,1.6,2,22.2,22.0,19.9,24.6,2.4
132,75-84,"Now married, spouse present",33.2,31.0,34.8,31.7,1.6,2,32.2,31.0,29.8,34.6,2.4
133,75-84,"Now Married, spouse absent",2.3,2.0,3.9,0.8,1.6,2,1.1,2.0,-1.2,3.5,2.4
134,75-84,Widowed,13.4,15.0,15.0,11.8,1.6,2,13.4,15.0,11.0,15.8,2.4
135,75-84,Divorced,15.3,16.0,16.9,13.7,1.6,2,16.0,16.0,13.6,18.3,2.4
136,75-84,Separated,4.3,3.0,5.9,2.7,1.6,2,0.8,3.0,-1.5,3.2,2.4
137,75-84,Never married,4.7,4.0,6.3,3.1,1.6,2,5.0,4.0,2.7,7.4,2.4
138,85-99,"Now married, spouse present",4.7,5.0,6.3,3.2,1.6,2,4.0,5.0,1.7,6.4,2.4
139,85-99,"Now Married, spouse absent",1.5,1.0,3.0,-0.1,1.6,2,0.9,1.0,-1.4,3.3,2.4
140,85-99,Widowed,16.5,13.0,18.1,14.9,1.6,2,17.0,13.0,14.6,19.3,2.4
141,85-99,Divorced,3.3,4.0,4.9,1.7,1.6,2,3.1,4.0,0.8,5.5,2.4
142,85-99,Separated,4.7,0.0,6.3,3.1,1.6,2,3.1,0.0,0.8,5.5,2.4
143,85-99,Never married,0.6,0.0,2.2,-0.9,1.6,2,0.8,0.0,-1.5,3.2,2.4
144,15-24,"Now married, spouse present",5.4,3.0,6.6,4.2,1.2,3,5.5,3.0,3.9,7.1,1.6
145,15-24,"Now Married, spouse absent",4.6,1.0,5.7,3.4,1.2,3,3.9,1.0,2.3,5.4,1.6
146,15-24,Widowed,2.8,1.0,4.0,1.7,1.2,3,2.5,1.0,0.9,4.0,1.6
147,15-24,Divorced,0.3,0.0,1.5,-0.9,1.2,3,0.7,0.0,-0.9,2.2,1.6
148,15-24,Separated,0.3,1.0,1.5,-0.9,1.2,3,-2.0,1.0,-3.6,-0.4,1.6
149,15-24,Never married,141.9,143.0,143.1,140.7,1.2,3,144.3,143.0,142.8,145.9,1.6
150,25-34,"Now married, spouse present",46.0,45.0,47.2,44.8,1.2,3,45.1,45.0,43.5,46.7,1.6
151,25-34,"Now Married, spouse absent",6.1,2.0,7.2,4.9,1.2,3,7.3,2.0,5.8,8.9,1.6
152,25-34,Widowed,1.5,0.0,2.6,0.3,1.2,3,1.6,0.0,0.1,3.2,1.6
153,25-34,Divorced,9.5,7.0,10.7,8.4,1.2,3,7.2,7.0,5.6,8.7,1.6
154,25-34,Separated,1.2,1.0,2.4,0.1,1.2,3,1.6,1.0,0.0,3.2,1.6
155,25-34,Never married,100.1,98.0,101.3,98.9,1.2,3,100.8,98.0,99.2,102.4,1.6
156,35-44,"Now married, spouse present",86.9,87.0,88.1,85.7,1.2,3,86.2,87.0,84.7,87.8,1.6
157,35-44,"Now Married, spouse absent",3.7,6.0,4.9,2.6,1.2,3,6.7,6.0,5.1,8.3,1.6
158,35-44,Widowed,-2.0,0.0,-0.8,-3.2,1.2,3,-0.4,0.0,-1.9,1.2,1.6
159,35-44,Divorced,9.0,11.0,10.1,7.8,1.2,3,9.9,11.0,8.3,11.5,1.6
160,35-44,Separated,4.8,3.0,6.0,3.6,1.2,3,4.2,3.0,2.6,5.8,1.6
161,35-44,Never married,37.0,39.0,38.1,35.8,1.2,3,36.8,39.0,35.3,38.4,1.6
162,45-54,"Now married, spouse present",79.2,77.0,80.4,78.0,1.2,3,79.8,77.0,78.3,81.4,1.6
163,45-54,"Now Married, spouse absent",3.9,4.0,5.0,2.7,1.2,3,2.9,4.0,1.3,4.4,1.6
164,45-54,Widowed,6.1,4.0,7.3,4.9,1.2,3,5.6,4.0,4.1,7.2,1.6
165,45-54,Divorced,20.0,19.0,21.2,18.8,1.2,3,19.2,19.0,17.6,20.8,1.6
166,45-54,Separated,2.4,6.0,3.6,1.2,1.2,3,3.6,6.0,2.0,5.2,1.6
167,45-54,Never married,27.1,27.0,28.3,25.9,1.2,3,25.4,27.0,23.9,27.0,1.6
168,55-64,"Now married, spouse present",99.7,99.0,100.9,98.6,1.2,3,100.9,99.0,99.3,102.5,1.6
169,55-64,"Now Married, spouse absent",9.8,9.0,11.0,8.6,1.2,3,9.2,9.0,7.6,10.8,1.6
170,55-64,Widowed,9.4,10.0,10.6,8.2,1.2,3,9.4,10.0,7.9,11.0,1.6
171,55-64,Divorced,34.5,33.0,35.7,33.3,1.2,3,35.1,33.0,33.5,36.6,1.6
172,55-64,Separated,1.8,3.0,2.9,0.6,1.2,3,0.8,3.0,-0.7,2.4,1.6
173,55-64,Never married,19.6,18.0,20.8,18.4,1.2,3,17.9,18.0,16.3,19.5,1.6
174,65-74,"Now married, spouse present",82.1,80.0,83.3,81.0,1.2,3,80.1,80.0,78.5,81.7,1.6
175,65-74,"Now Married, spouse absent",3.0,3.0,4.2,1.8,1.2,3,2.6,3.0,1.1,4.2,1.6
176,65-74,Widowed,17.5,17.0,18.7,16.3,1.2,3,19.9,17.0,18.4,21.5,1.6
177,65-74,Divorced,21.7,21.0,22.9,20.5,1.2,3,20.5,21.0,18.9,22.0,1.6
178,65-74,Separated,5.2,6.0,6.4,4.0,1.2,3,5.3,6.0,3.7,6.8,1.6
179,65-74,Never married,22.7,22.0,23.9,21.5,1.2,3,22.5,22.0,21.0,24.1,1.6
180,75-84,"Now married, spouse present",32.7,31.0,33.9,31.5,1.2,3,33.2,31.0,31.7,34.8,1.6
181,75-84,"Now Married, spouse absent",3.3,2.0,4.5,2.1,1.2,3,2.3,2.0,0.8,3.9,1.6
182,75-84,Widowed,18.0,15.0,19.2,16.8,1.2,3,13.4,15.0,11.8,15.0,1.6
183,75-84,Divorced,20.3,16.0,21.5,19.1,1.2,3,15.3,16.0,13.7,16.9,1.6
184,75-84,Separated,3.5,3.0,4.7,2.4,1.2,3,4.3,3.0,2.7,5.9,1.6
185,75-84,Never married,4.0,4.0,5.1,2.8,1.2,3,4.7,4.0,3.1,6.3,1.6
186,85-99,"Now married, spouse present",4.7,5.0,5.9,3.6,1.2,3,4.7,5.0,3.2,6.3,1.6
187,85-99,"Now Married, spouse absent",2.5,1.0,3.7,1.3,1.2,3,1.5,1.0,-0.1,3.0,1.6
188,85-99,Widowed,15.5,13.0,16.7,14.3,1.2,3,16.5,13.0,14.9,18.1,1.6
189,85-99,Divorced,2.8,4.0,4.0,1.6,1.2,3,3.3,4.0,1.7,4.9,1.6
190,85-99,Separated,3.5,0.0,4.7,2.3,1.2,3,4.7,0.0,3.1,6.3,1.6
191,85-99,Never married,2.1,0.0,3.2,0.9,1.2,3,0.6,0.0,-0.9,2.2,1.6
192,15-24,"Now married, spouse present",2.6,3.0,3.5,1.6,0.9,4,5.4,3.0,4.2,6.6,1.2
193,15-24,"Now Married, spouse absent",3.7,1.0,4.7,2.8,0.9,4,4.6,1.0,3.4,5.7,1.2
194,15-24,Widowed,2.7,1.0,3.6,1.7,0.9,4,2.8,1.0,1.7,4.0,1.2
195,15-24,Divorced,0.0,0.0,1.0,-0.9,0.9,4,0.3,0.0,-0.9,1.5,1.2
196,15-24,Separated,2.1,1.0,3.1,1.2,0.9,4,0.3,1.0,-0.9,1.5,1.2
197,15-24,Never married,141.3,143.0,142.3,140.4,0.9,4,141.9,143.0,140.7,143.1,1.2
198,25-34,"Now married, spouse present",45.8,45.0,46.7,44.8,0.9,4,46.0,45.0,44.8,47.2,1.2
199,25-34,"Now Married, spouse absent",5.9,2.0,6.8,4.9,0.9,4,6.1,2.0,4.9,7.2,1.2
200,25-34,Widowed,1.4,0.0,2.3,0.4,0.9,4,1.5,0.0,0.3,2.6,1.2
201,25-34,Divorced,8.3,7.0,9.3,7.4,0.9,4,9.5,7.0,8.4,10.7,1.2
202,25-34,Separated,-0.5,1.0,0.4,-1.5,0.9,4,1.2,1.0,0.1,2.4,1.2
203,25-34,Never married,101.2,98.0,102.1,100.2,0.9,4,100.1,98.0,98.9,101.3,1.2
204,35-44,"Now married, spouse present",87.3,87.0,88.3,86.4,0.9,4,86.9,87.0,85.7,88.1,1.2
205,35-44,"Now Married, spouse absent",4.1,6.0,5.1,3.2,0.9,4,3.7,6.0,2.6,4.9,1.2
206,35-44,Widowed,-1.7,0.0,-0.8,-2.7,0.9,4,-2.0,0.0,-3.2,-0.8,1.2
207,35-44,Divorced,10.1,11.0,11.1,9.2,0.9,4,9.0,11.0,7.8,10.1,1.2
208,35-44,Separated,4.4,3.0,5.4,3.5,0.9,4,4.8,3.0,3.6,6.0,1.2
209,35-44,Never married,37.2,39.0,38.2,36.3,0.9,4,37.0,39.0,35.8,38.1,1.2
210,45-54,"Now married, spouse present",80.3,77.0,81.2,79.3,0.9,4,79.2,77.0,78.0,80.4,1.2
211,45-54,"Now Married, spouse absent",4.1,4.0,5.1,3.2,0.9,4,3.9,4.0,2.7,5.0,1.2
212,45-54,Widowed,5.0,4.0,5.9,4.0,0.9,4,6.1,4.0,4.9,7.3,1.2
213,45-54,Divorced,20.2,19.0,21.2,19.3,0.9,4,20.0,19.0,18.8,21.2,1.2
214,45-54,Separated,2.9,6.0,3.9,2.0,0.9,4,2.4,6.0,1.2,3.6,1.2
215,45-54,Never married,27.7,27.0,28.6,26.8,0.9,4,27.1,27.0,25.9,28.3,1.2
216,55-64,"Now married, spouse present",99.0,99.0,99.9,98.1,0.9,4,99.7,99.0,98.6,100.9,1.2
217,55-64,"Now Married, spouse absent",9.6,9.0,10.6,8.7,0.9,4,9.8,9.0,8.6,11.0,1.2
218,55-64,Widowed,8.9,10.0,9.8,7.9,0.9,4,9.4,10.0,8.2,10.6,1.2
219,55-64,Divorced,33.5,33.0,34.5,32.6,0.9,4,34.5,33.0,33.3,35.7,1.2
220,55-64,Separated,1.7,3.0,2.6,0.7,0.9,4,1.8,3.0,0.6,2.9,1.2
221,55-64,Never married,19.4,18.0,20.3,18.5,0.9,4,19.6,18.0,18.4,20.8,1.2
222,65-74,"Now married, spouse present",82.9,80.0,83.8,82.0,0.9,4,82.1,80.0,81.0,83.3,1.2
223,65-74,"Now Married, spouse absent",3.2,3.0,4.2,2.3,0.9,4,3.0,3.0,1.8,4.2,1.2
224,65-74,Widowed,16.5,17.0,17.5,15.6,0.9,4,17.5,17.0,16.3,18.7,1.2
225,65-74,Divorced,22.2,21.0,23.2,21.3,0.9,4,21.7,21.0,20.5,22.9,1.2
226,65-74,Separated,4.8,6.0,5.7,3.8,0.9,4,5.2,6.0,4.0,6.4,1.2
227,65-74,Never married,20.9,22.0,21.8,19.9,0.9,4,22.7,22.0,21.5,23.9,1.2
228,75-84,"Now married, spouse present",32.7,31.0,33.6,31.7,0.9,4,32.7,31.0,31.5,33.9,1.2
229,75-84,"Now Married, spouse absent",2.6,2.0,3.6,1.7,0.9,4,3.3,2.0,2.1,4.5,1.2
230,75-84,Widowed,17.1,15.0,18.1,16.2,0.9,4,18.0,15.0,16.8,19.2,1.2
231,75-84,Divorced,21.1,16.0,22.0,20.2,0.9,4,20.3,16.0,19.1,21.5,1.2
232,75-84,Separated,5.7,3.0,6.7,4.8,0.9,4,3.5,3.0,2.4,4.7,1.2
233,75-84,Never married,4.2,4.0,5.1,3.2,0.9,4,4.0,4.0,2.8,5.1,1.2
234,85-99,"Now married, spouse present",6.5,5.0,7.5,5.6,0.9,4,4.7,5.0,3.6,5.9,1.2
235,85-99,"Now Married, spouse absent",2.9,1.0,3.9,2.0,0.9,4,2.5,1.0,1.3,3.7,1.2
236,85-99,Widowed,14.5,13.0,15.4,13.5,0.9,4,15.5,13.0,14.3,16.7,1.2
237,85-99,Divorced,2.5,4.0,3.5,1.6,0.9,4,2.8,4.0,1.6,4.0,1.2
238,85-99,Separated,2.5,0.0,3.4,1.5,0.9,4,3.5,0.0,2.3,4.7,1.2
239,85-99,Never married,3.8,0.0,4.8,2.9,0.9,4,2.1,0.0,0.9,3.2,1.2
240,15-24,"Now married, spouse present",2.4,3.0,3.2,1.6,0.8,5,2.6,3.0,1.6,3.5,0.9
241,15-24,"Now Married, spouse absent",4.7,1.0,5.5,3.9,0.8,5,3.7,1.0,2.8,4.7,0.9
242,15-24,Widowed,3.3,1.0,4.1,2.5,0.8,5,2.7,1.0,1.7,3.6,0.9
243,15-24,Divorced,0.1,0.0,0.9,-0.7,0.8,5,0.0,0.0,-0.9,1.0,0.9
244,15-24,Separated,2.5,1.0,3.3,1.7,0.8,5,2.1,1.0,1.2,3.1,0.9
245,15-24,Never married,140.1,143.0,140.9,139.3,0.8,5,141.3,143.0,140.4,142.3,0.9
246,25-34,"Now married, spouse present",44.7,45.0,45.4,43.9,0.8,5,45.8,45.0,44.8,46.7,0.9
247,25-34,"Now Married, spouse absent",4.7,2.0,5.4,3.9,0.8,5,5.9,2.0,4.9,6.8,0.9
248,25-34,Widowed,2.2,0.0,3.0,1.5,0.8,5,1.4,0.0,0.4,2.3,0.9
249,25-34,Divorced,7.8,7.0,8.5,7.0,0.8,5,8.3,7.0,7.4,9.3,0.9
250,25-34,Separated,0.2,1.0,1.0,-0.6,0.8,5,-0.5,1.0,-1.5,0.4,0.9
251,25-34,Never married,100.7,98.0,101.5,99.9,0.8,5,101.2,98.0,100.2,102.1,0.9
252,35-44,"Now married, spouse present",87.5,87.0,88.3,86.7,0.8,5,87.3,87.0,86.4,88.3,0.9
253,35-44,"Now Married, spouse absent",4.4,6.0,5.2,3.6,0.8,5,4.1,6.0,3.2,5.1,0.9
254,35-44,Widowed,-1.1,0.0,-0.3,-1.9,0.8,5,-1.7,0.0,-2.7,-0.8,0.9
255,35-44,Divorced,9.9,11.0,10.7,9.1,0.8,5,10.1,11.0,9.2,11.1,0.9
256,35-44,Separated,3.9,3.0,4.7,3.2,0.8,5,4.4,3.0,3.5,5.4,0.9
257,35-44,Never married,38.0,39.0,38.8,37.2,0.8,5,37.2,39.0,36.3,38.2,0.9
258,45-54,"Now married, spouse present",79.4,77.0,80.2,78.6,0.8,5,80.3,77.0,79.3,81.2,0.9
259,45-54,"Now Married, spouse absent",3.6,4.0,4.4,2.8,0.8,5,4.1,4.0,3.2,5.1,0.9
260,45-54,Widowed,4.3,4.0,5.1,3.6,0.8,5,5.0,4.0,4.0,5.9,0.9
261,45-54,Divorced,20.2,19.0,21.0,19.5,0.8,5,20.2,19.0,19.3,21.2,0.9
262,45-54,Separated,2.7,6.0,3.5,1.9,0.8,5,2.9,6.0,2.0,3.9,0.9
263,45-54,Never married,27.5,27.0,28.2,26.7,0.8,5,27.7,27.0,26.8,28.6,0.9
