,Q13,instr,noisy_count,true_count,plus_error,minus_error,error,nth_remeasure,noisy_count_prev,true_count_prev,minus_error_prev,plus_error_prev,error_prev
68,Neither agree nor disagree,Instructor 3,95.1,91.0,96.1,94.2,0.9,4,95.9,91.0,94.7,97.0,1.2
69,Agree,Instructor 1,53.6,51.0,54.5,52.6,0.9,4,53.3,51.0,52.2,54.5,1.2
70,Agree,Instructor 2,86.4,86.0,87.3,85.5,0.9,4,86.3,86.0,85.1,87.4,1.2
71,Agree,Instructor 3,68.2,67.0,69.1,67.2,0.9,4,69.4,67.0,68.2,70.6,1.2
72,Strongly agree,Instructor 1,207.3,209.0,208.2,206.4,0.9,4,207.4,209.0,206.2,208.5,1.2
73,Strongly agree,Instructor 2,157.2,159.0,158.1,156.2,0.9,4,156.6,159.0,155.4,157.7,1.2
74,Strongly agree,Instructor 3,78.8,80.0,79.8,77.9,0.9,4,79.8,80.0,78.6,80.9,1.2
75,Strongly disagree,Instructor 1,25.9,23.0,26.7,25.1,0.8,5,26.3,23.0,25.4,27.2,0.9
76,Strongly disagree,Instructor 2,14.5,16.0,15.3,13.7,0.8,5,13.9,16.0,13.0,14.9,0.9
77,Strongly disagree,Instructor 3,27.2,26.0,28.0,26.4,0.8,5,27.4,26.0,26.5,28.4,0.9
78,Disagree,Instructor 1,40.3,43.0,41.1,39.6,0.8,5,39.6,43.0,38.7,40.6,0.9
79,Disagree,Instructor 2,39.6,41.0,40.4,38.8,0.8,5,40.3,41.0,39.4,41.3,0.9
80,Disagree,Instructor 3,24.5,26.0,25.2,23.7,0.8,5,25.9,26.0,25.0,26.9,0.9
81,Neither agree nor disagree,Instructor 1,21.8,23.0,22.6,21.0,0.8,5,22.7,23.0,21.7,23.6,0.9
82,Neither agree nor disagree,Instructor 2,57.4,59.0,58.2,56.6,0.8,5,56.3,59.0,55.4,57.2,0.9
83,Neither agree nor disagree,Instructor 3,94.6,91.0,95.4,93.8,0.8,5,95.1,91.0,94.2,96.1,0.9
84,Agree,Instructor 1,53.4,51.0,54.2,52.6,0.8,5,53.6,51.0,52.6,54.5,0.9
85,Agree,Instructor 2,86.9,86.0,87.7,86.1,0.8,5,86.4,86.0,85.5,87.3,0.9
86,Agree,Instructor 3,68.2,67.0,68.9,67.4,0.8,5,68.2,67.0,67.2,69.1,0.9
87,Strongly agree,Instructor 1,207.1,209.0,207.9,206.3,0.8,5,207.3,209.0,206.4,208.2,0.9
88,Strongly agree,Instructor 2,157.9,159.0,158.7,157.1,0.8,5,157.2,159.0,156.2,158.1,0.9
89,Strongly agree,Instructor 3,78.8,80.0,79.6,78.0,0.8,5,78.8,80.0,77.9,79.8,0.9
90,Strongly disagree,Instructor 1,25.6,23.0,26.3,25.0,0.7,6,25.9,23.0,25.1,26.7,0.8
91,Strongly disagree,Instructor 2,15.0,16.0,15.6,14.3,0.7,6,14.5,16.0,13.7,15.3,0.8
92,Strongly disagree,Instructor 3,26.3,26.0,26.9,25.6,0.7,6,27.2,26.0,26.4,28.0,0.8
93,Disagree,Instructor 1,40.8,43.0,41.5,40.1,0.7,6,40.3,43.0,39.6,41.1,0.8
94,Disagree,Instructor 2,39.7,41.0,40.4,39.0,0.7,6,39.6,41.0,38.8,40.4,0.8
95,Disagree,Instructor 3,24.7,26.0,25.4,24.0,0.7,6,24.5,26.0,23.7,25.2,0.8
96,Neither agree nor disagree,Instructor 1,21.0,23.0,21.7,20.3,0.7,6,21.8,23.0,21.0,22.6,0.8
97,Neither agree nor disagree,Instructor 2,58.4,59.0,59.1,57.7,0.7,6,57.4,59.0,56.6,58.2,0.8
98,Neither agree nor disagree,Instructor 3,93.3,91.0,94.0,92.6,0.7,6,94.6,91.0,93.8,95.4,0.8
99,Agree,Instructor 1,53.7,51.0,54.4,53.0,0.7,6,53.4,51.0,52.6,54.2,0.8
100,Agree,Instructor 2,86.1,86.0,86.7,85.4,0.7,6,86.9,86.0,86.1,87.7,0.8
101,Agree,Instructor 3,68.0,67.0,68.7,67.4,0.7,6,68.2,67.0,67.4,68.9,0.8
102,Strongly agree,Instructor 1,208.7,209.0,209.4,208.0,0.7,6,207.1,209.0,206.3,207.9,0.8
103,Strongly agree,Instructor 2,157.7,159.0,158.4,157.1,0.7,6,157.9,159.0,157.1,158.7,0.8
104,Strongly agree,Instructor 3,79.1,80.0,79.7,78.4,0.7,6,78.8,80.0,78.0,79.6,0.8
