,Q13,difficulty,noisy_count,true_count,plus_error,minus_error,error,nth_remeasure,noisy_count_prev,true_count_prev,minus_error_prev,plus_error_prev,error_prev
39,Neither agree nor disagree,5,39.8,40.0,42.1,37.4,2.4,1,40.4,40.0,35.7,45.1,4.7
40,Agree,1,59.0,59.0,61.4,56.7,2.4,1,58.9,59.0,54.2,63.6,4.7
41,Agree,2,32.0,33.0,34.4,29.7,2.4,1,31.1,33.0,26.4,35.8,4.7
42,Agree,3,108.9,112.0,111.3,106.5,2.4,1,110.3,112.0,105.6,115.0,4.7
43,Agree,4,69.0,63.0,71.4,66.6,2.4,1,63.4,63.0,58.7,68.2,4.7
44,Agree,5,24.2,28.0,26.6,21.9,2.4,1,27.2,28.0,22.5,31.9,4.7
45,Strongly agree,1,45.0,45.0,47.4,42.6,2.4,1,44.4,45.0,39.7,49.1,4.7
46,Strongly agree,2,22.9,21.0,25.3,20.6,2.4,1,16.8,21.0,12.1,21.6,4.7
47,Strongly agree,3,54.5,58.0,56.8,52.1,2.4,1,54.0,58.0,49.3,58.7,4.7
48,Strongly agree,4,33.3,40.0,35.7,31.0,2.4,1,32.7,40.0,27.9,37.4,4.7
49,Strongly agree,5,25.4,22.0,27.7,23.0,2.4,1,23.9,22.0,19.2,28.6,4.7
50,Strongly disagree,1,71.4,72.0,72.9,69.8,1.6,2,71.8,72.0,69.5,74.2,2.4
51,Strongly disagree,2,10.1,11.0,11.7,8.5,1.6,2,8.7,11.0,6.3,11.1,2.4
52,Strongly disagree,3,17.8,21.0,19.4,16.2,1.6,2,19.2,21.0,16.8,21.6,2.4
53,Strongly disagree,4,16.9,17.0,18.5,15.4,1.6,2,16.2,17.0,13.8,18.5,2.4
54,Strongly disagree,5,32.4,29.0,33.9,30.8,1.6,2,31.9,29.0,29.6,34.3,2.4
55,Disagree,1,31.1,27.0,32.7,29.6,1.6,2,31.8,27.0,29.4,34.1,2.4
56,Disagree,2,6.2,6.0,7.8,4.7,1.6,2,6.9,6.0,4.6,9.3,2.4
57,Disagree,3,22.9,26.0,24.5,21.3,1.6,2,22.7,26.0,20.4,25.1,2.4
58,Disagree,4,15.6,16.0,17.2,14.0,1.6,2,16.6,16.0,14.2,18.9,2.4
59,Disagree,5,18.8,14.0,20.4,17.2,1.6,2,20.2,14.0,17.8,22.5,2.4
60,Neither agree nor disagree,1,85.2,83.0,86.8,83.7,1.6,2,86.5,83.0,84.2,88.9,2.4
61,Neither agree nor disagree,2,29.8,27.0,31.4,28.2,1.6,2,31.2,27.0,28.9,33.6,2.4
62,Neither agree nor disagree,3,75.0,76.0,76.6,73.5,1.6,2,74.0,76.0,71.6,76.3,2.4
63,Neither agree nor disagree,4,49.5,54.0,51.1,48.0,1.6,2,49.9,54.0,47.5,52.2,2.4
64,Neither agree nor disagree,5,40.0,40.0,41.6,38.5,1.6,2,39.8,40.0,37.4,42.1,2.4
65,Agree,1,59.0,59.0,60.6,57.5,1.6,2,59.0,59.0,56.7,61.4,2.4
66,Agree,2,32.5,33.0,34.1,30.9,1.6,2,32.0,33.0,29.7,34.4,2.4
67,Agree,3,114.1,112.0,115.6,112.5,1.6,2,108.9,112.0,106.5,111.3,2.4
68,Agree,4,68.2,63.0,69.8,66.6,1.6,2,69.0,63.0,66.6,71.4,2.4
69,Agree,5,25.5,28.0,27.1,23.9,1.6,2,24.2,28.0,21.9,26.6,2.4
70,Strongly agree,1,46.5,45.0,48.1,44.9,1.6,2,45.0,45.0,42.6,47.4,2.4
71,Strongly agree,2,22.9,21.0,24.5,21.3,1.6,2,22.9,21.0,20.6,25.3,2.4
72,Strongly agree,3,56.3,58.0,57.9,54.8,1.6,2,54.5,58.0,52.1,56.8,2.4
73,Strongly agree,4,36.7,40.0,38.3,35.1,1.6,2,33.3,40.0,31.0,35.7,2.4
74,Strongly agree,5,25.0,22.0,26.6,23.4,1.6,2,25.4,22.0,23.0,27.7,2.4
75,Strongly disagree,1,71.4,72.0,72.6,70.3,1.2,3,71.4,72.0,69.8,72.9,1.6
76,Strongly disagree,2,11.6,11.0,12.8,10.5,1.2,3,10.1,11.0,8.5,11.7,1.6
77,Strongly disagree,3,18.6,21.0,19.8,17.4,1.2,3,17.8,21.0,16.2,19.4,1.6
78,Strongly disagree,4,17.0,17.0,18.1,15.8,1.2,3,16.9,17.0,15.4,18.5,1.6
79,Strongly disagree,5,31.3,29.0,32.4,30.1,1.2,3,32.4,29.0,30.8,33.9,1.6
80,Disagree,1,32.0,27.0,33.2,30.8,1.2,3,31.1,27.0,29.6,32.7,1.6
81,Disagree,2,5.0,6.0,6.2,3.9,1.2,3,6.2,6.0,4.7,7.8,1.6
82,Disagree,3,24.0,26.0,25.2,22.8,1.2,3,22.9,26.0,21.3,24.5,1.6
83,Disagree,4,14.8,16.0,15.9,13.6,1.2,3,15.6,16.0,14.0,17.2,1.6
84,Disagree,5,17.2,14.0,18.4,16.0,1.2,3,18.8,14.0,17.2,20.4,1.6
85,Neither agree nor disagree,1,84.6,83.0,85.8,83.5,1.2,3,85.2,83.0,83.7,86.8,1.6
86,Neither agree nor disagree,2,29.2,27.0,30.3,28.0,1.2,3,29.8,27.0,28.2,31.4,1.6
87,Neither agree nor disagree,3,75.7,76.0,76.9,74.6,1.2,3,75.0,76.0,73.5,76.6,1.6
88,Neither agree nor disagree,4,51.0,54.0,52.2,49.9,1.2,3,49.5,54.0,48.0,51.1,1.6
89,Neither agree nor disagree,5,37.8,40.0,39.0,36.7,1.2,3,40.0,40.0,38.5,41.6,1.6
90,Agree,1,58.2,59.0,59.4,57.0,1.2,3,59.0,59.0,57.5,60.6,1.6
91,Agree,2,33.3,33.0,34.5,32.2,1.2,3,32.5,33.0,30.9,34.1,1.6
92,Agree,3,113.8,112.0,115.0,112.7,1.2,3,114.1,112.0,112.5,115.6,1.6
93,Agree,4,66.9,63.0,68.1,65.7,1.2,3,68.2,63.0,66.6,69.8,1.6
94,Agree,5,27.7,28.0,28.9,26.6,1.2,3,25.5,28.0,23.9,27.1,1.6
95,Strongly agree,1,47.0,45.0,48.1,45.8,1.2,3,46.5,45.0,44.9,48.1,1.6
96,Strongly agree,2,22.8,21.0,24.0,21.7,1.2,3,22.9,21.0,21.3,24.5,1.6
97,Strongly agree,3,56.1,58.0,57.3,54.9,1.2,3,56.3,58.0,54.8,57.9,1.6
98,Strongly agree,4,39.5,40.0,40.7,38.3,1.2,3,36.7,40.0,35.1,38.3,1.6
99,Strongly agree,5,24.4,22.0,25.6,23.2,1.2,3,25.0,22.0,23.4,26.6,1.6
100,Strongly disagree,1,71.3,72.0,72.2,70.4,0.9,4,71.4,72.0,70.3,72.6,1.2
101,Strongly disagree,2,10.9,11.0,11.9,10.0,0.9,4,11.6,11.0,10.5,12.8,1.2
102,Strongly disagree,3,19.7,21.0,20.6,18.7,0.9,4,18.6,21.0,17.4,19.8,1.2
103,Strongly disagree,4,17.5,17.0,18.5,16.6,0.9,4,17.0,17.0,15.8,18.1,1.2
104,Strongly disagree,5,30.1,29.0,31.0,29.1,0.9,4,31.3,29.0,30.1,32.4,1.2
105,Disagree,1,29.5,27.0,30.5,28.6,0.9,4,32.0,27.0,30.8,33.2,1.2
106,Disagree,2,4.7,6.0,5.7,3.8,0.9,4,5.0,6.0,3.9,6.2,1.2
107,Disagree,3,24.6,26.0,25.6,23.7,0.9,4,24.0,26.0,22.8,25.2,1.2
108,Disagree,4,15.4,16.0,16.3,14.4,0.9,4,14.8,16.0,13.6,15.9,1.2
109,Disagree,5,16.5,14.0,17.5,15.6,0.9,4,17.2,14.0,16.0,18.4,1.2
110,Neither agree nor disagree,1,84.2,83.0,85.1,83.2,0.9,4,84.6,83.0,83.5,85.8,1.2
111,Neither agree nor disagree,2,29.6,27.0,30.5,28.6,0.9,4,29.2,27.0,28.0,30.3,1.2
112,Neither agree nor disagree,3,75.8,76.0,76.7,74.9,0.9,4,75.7,76.0,74.6,76.9,1.2
113,Neither agree nor disagree,4,52.6,54.0,53.5,51.6,0.9,4,51.0,54.0,49.9,52.2,1.2
114,Neither agree nor disagree,5,39.8,40.0,40.7,38.8,0.9,4,37.8,40.0,36.7,39.0,1.2
115,Agree,1,58.4,59.0,59.3,57.4,0.9,4,58.2,59.0,57.0,59.4,1.2
116,Agree,2,33.4,33.0,34.4,32.5,0.9,4,33.3,33.0,32.2,34.5,1.2
117,Agree,3,112.9,112.0,113.8,111.9,0.9,4,113.8,112.0,112.7,115.0,1.2
118,Agree,4,67.7,63.0,68.7,66.8,0.9,4,66.9,63.0,65.7,68.1,1.2
119,Agree,5,30.2,28.0,31.2,29.3,0.9,4,27.7,28.0,26.6,28.9,1.2
120,Strongly agree,1,46.6,45.0,47.6,45.7,0.9,4,47.0,45.0,45.8,48.1,1.2
121,Strongly agree,2,21.3,21.0,22.2,20.3,0.9,4,22.8,21.0,21.7,24.0,1.2
122,Strongly agree,3,56.2,58.0,57.1,55.2,0.9,4,56.1,58.0,54.9,57.3,1.2
123,Strongly agree,4,38.6,40.0,39.5,37.6,0.9,4,39.5,40.0,38.3,40.7,1.2
124,Strongly agree,5,23.3,22.0,24.3,22.4,0.9,4,24.4,22.0,23.2,25.6,1.2
125,Strongly disagree,1,71.3,72.0,72.1,70.5,0.8,5,71.3,72.0,70.4,72.2,0.9
126,Strongly disagree,2,11.0,11.0,11.8,10.3,0.8,5,10.9,11.0,10.0,11.9,0.9
127,Strongly disagree,3,19.3,21.0,20.1,18.6,0.8,5,19.7,21.0,18.7,20.6,0.9
128,Strongly disagree,4,15.5,17.0,16.2,14.7,0.8,5,17.5,17.0,16.6,18.5,0.9
129,Strongly disagree,5,30.0,29.0,30.8,29.2,0.8,5,30.1,29.0,29.1,31.0,0.9
130,Disagree,1,29.2,27.0,30.0,28.4,0.8,5,29.5,27.0,28.6,30.5,0.9
131,Disagree,2,4.8,6.0,5.6,4.0,0.8,5,4.7,6.0,3.8,5.7,0.9
132,Disagree,3,24.4,26.0,25.2,23.6,0.8,5,24.6,26.0,23.7,25.6,0.9
133,Disagree,4,15.0,16.0,15.7,14.2,0.8,5,15.4,16.0,14.4,16.3,0.9
134,Disagree,5,17.1,14.0,17.9,16.3,0.8,5,16.5,14.0,15.6,17.5,0.9
135,Neither agree nor disagree,1,83.4,83.0,84.2,82.6,0.8,5,84.2,83.0,83.2,85.1,0.9
136,Neither agree nor disagree,2,29.5,27.0,30.2,28.7,0.8,5,29.6,27.0,28.6,30.5,0.9
137,Neither agree nor disagree,3,75.4,76.0,76.2,74.6,0.8,5,75.8,76.0,74.9,76.7,0.9
138,Neither agree nor disagree,4,53.8,54.0,54.6,53.0,0.8,5,52.6,54.0,51.6,53.5,0.9
139,Neither agree nor disagree,5,40.1,40.0,40.9,39.3,0.8,5,39.8,40.0,38.8,40.7,0.9
140,Agree,1,60.5,59.0,61.3,59.7,0.8,5,58.4,59.0,57.4,59.3,0.9
141,Agree,2,33.4,33.0,34.2,32.6,0.8,5,33.4,33.0,32.5,34.4,0.9
142,Agree,3,112.7,112.0,113.5,111.9,0.8,5,112.9,112.0,111.9,113.8,0.9
143,Agree,4,67.8,63.0,68.6,67.0,0.8,5,67.7,63.0,66.8,68.7,0.9
144,Agree,5,31.3,28.0,32.1,30.5,0.8,5,30.2,28.0,29.3,31.2,0.9
145,Strongly agree,1,46.9,45.0,47.7,46.2,0.8,5,46.6,45.0,45.7,47.6,0.9
146,Strongly agree,2,21.3,21.0,22.1,20.5,0.8,5,21.3,21.0,20.3,22.2,0.9
147,Strongly agree,3,57.6,58.0,58.4,56.8,0.8,5,56.2,58.0,55.2,57.1,0.9
148,Strongly agree,4,39.1,40.0,39.9,38.3,0.8,5,38.6,40.0,37.6,39.5,0.9
149,Strongly agree,5,24.5,22.0,25.3,23.7,0.8,5,23.3,22.0,22.4,24.3,0.9
150,Strongly disagree,1,71.3,72.0,72.0,70.7,0.7,6,71.3,72.0,70.5,72.1,0.8
151,Strongly disagree,2,10.6,11.0,11.3,9.9,0.7,6,11.0,11.0,10.3,11.8,0.8
152,Strongly disagree,3,20.2,21.0,20.9,19.5,0.7,6,19.3,21.0,18.6,20.1,0.8
153,Strongly disagree,4,15.9,17.0,16.6,15.2,0.7,6,15.5,17.0,14.7,16.2,0.8
154,Strongly disagree,5,28.9,29.0,29.5,28.2,0.7,6,30.0,29.0,29.2,30.8,0.8
155,Disagree,1,29.4,27.0,30.1,28.8,0.7,6,29.2,27.0,28.4,30.0,0.8
156,Disagree,2,3.7,6.0,4.4,3.0,0.7,6,4.8,6.0,4.0,5.6,0.8
157,Disagree,3,24.8,26.0,25.4,24.1,0.7,6,24.4,26.0,23.6,25.2,0.8
158,Disagree,4,16.0,16.0,16.7,15.3,0.7,6,15.0,16.0,14.2,15.7,0.8
159,Disagree,5,16.1,14.0,16.7,15.4,0.7,6,17.1,14.0,16.3,17.9,0.8
160,Neither agree nor disagree,1,82.7,83.0,83.4,82.1,0.7,6,83.4,83.0,82.6,84.2,0.8
161,Neither agree nor disagree,2,29.6,27.0,30.3,29.0,0.7,6,29.5,27.0,28.7,30.2,0.8
162,Neither agree nor disagree,3,75.0,76.0,75.7,74.4,0.7,6,75.4,76.0,74.6,76.2,0.8
163,Neither agree nor disagree,4,53.7,54.0,54.4,53.1,0.7,6,53.8,54.0,53.0,54.6,0.8
164,Neither agree nor disagree,5,40.0,40.0,40.6,39.3,0.7,6,40.1,40.0,39.3,40.9,0.8
165,Agree,1,62.2,59.0,62.8,61.5,0.7,6,60.5,59.0,59.7,61.3,0.8
166,Agree,2,32.9,33.0,33.6,32.2,0.7,6,33.4,33.0,32.6,34.2,0.8
167,Agree,3,112.5,112.0,113.2,111.8,0.7,6,112.7,112.0,111.9,113.5,0.8
168,Agree,4,67.5,63.0,68.2,66.8,0.7,6,67.8,63.0,67.0,68.6,0.8
169,Agree,5,30.7,28.0,31.4,30.1,0.7,6,31.3,28.0,30.5,32.1,0.8
170,Strongly agree,1,47.0,45.0,47.7,46.4,0.7,6,46.9,45.0,46.2,47.7,0.8
171,Strongly agree,2,24.9,21.0,25.6,24.3,0.7,6,21.3,21.0,20.5,22.1,0.8
172,Strongly agree,3,58.2,58.0,58.8,57.5,0.7,6,57.6,58.0,56.8,58.4,0.8
173,Strongly agree,4,39.2,40.0,39.9,38.5,0.7,6,39.1,40.0,38.3,39.9,0.8
174,Strongly agree,5,24.0,22.0,24.6,23.3,0.7,6,24.5,22.0,23.7,25.3,0.8
