,race,time_in_hospital,noisy_count,true_count,plus_error,minus_error,error,nth_remeasure,noisy_count_prev,true_count_prev,minus_error_prev,plus_error_prev,error_prev
203,Other,1-2,9.4,10.0,10.2,8.6,0.8,5,10.1,10.0,9.2,11.0,0.9
204,Other,3-4,1.1,1.0,1.9,0.3,0.8,5,1.2,1.0,0.2,2.1,0.9
205,Other,5-6,0.2,1.0,1.0,-0.5,0.8,5,1.3,1.0,0.3,2.2,0.9
206,Other,7-8,-1.0,2.0,-0.2,-1.8,0.8,5,-0.9,2.0,-1.9,0.0,0.9
207,Other,9-10,3.9,1.0,4.7,3.1,0.8,5,4.5,1.0,3.5,5.4,0.9
208,Other,11-12,0.9,0.0,1.7,0.1,0.8,5,0.8,0.0,-0.1,1.7,0.9
209,Other,13-14,1.2,1.0,2.0,0.4,0.8,5,1.6,1.0,0.7,2.6,0.9
210,African American,1-2,62.2,63.0,62.9,61.5,0.7,6,63.5,63.0,62.8,64.3,0.8
211,African American,3-4,75.9,77.0,76.6,75.3,0.7,6,76.0,77.0,75.2,76.8,0.8
212,African American,5-6,37.2,37.0,37.8,36.5,0.7,6,36.7,37.0,35.9,37.4,0.8
213,African American,7-8,23.4,25.0,24.0,22.7,0.7,6,23.2,25.0,22.4,24.0,0.8
214,African American,9-10,8.6,9.0,9.3,7.9,0.7,6,7.8,9.0,7.0,8.6,0.8
215,African American,11-12,7.6,8.0,8.2,6.9,0.7,6,7.8,8.0,7.0,8.6,0.8
216,African American,13-14,1.2,3.0,1.9,0.5,0.7,6,1.2,3.0,0.4,1.9,0.8
217,Asian,1-2,0.2,1.0,0.8,-0.5,0.7,6,0.2,1.0,-0.6,1.0,0.8
218,Asian,3-4,3.6,4.0,4.3,3.0,0.7,6,3.6,4.0,2.8,4.3,0.8
219,Asian,5-6,2.2,2.0,2.9,1.5,0.7,6,1.8,2.0,1.0,2.5,0.8
220,Asian,7-8,-1.7,0.0,-1.0,-2.3,0.7,6,-1.7,0.0,-2.5,-0.9,0.8
221,Asian,9-10,-0.4,0.0,0.3,-1.0,0.7,6,2.2,0.0,1.4,2.9,0.8
222,Asian,11-12,-0.0,0.0,0.7,-0.7,0.7,6,-0.1,0.0,-0.9,0.7,0.8
223,Asian,13-14,1.1,0.0,1.8,0.4,0.7,6,1.5,0.0,0.7,2.3,0.8
224,Caucasian,1-2,227.8,226.0,228.4,227.1,0.7,6,228.4,226.0,227.6,229.1,0.8
225,Caucasian,3-4,233.9,233.0,234.5,233.2,0.7,6,233.8,233.0,233.0,234.6,0.8
226,Caucasian,5-6,134.2,132.0,134.9,133.6,0.7,6,134.6,132.0,133.8,135.4,0.8
227,Caucasian,7-8,70.9,72.0,71.6,70.3,0.7,6,70.2,72.0,69.4,71.0,0.8
228,Caucasian,9-10,33.6,38.0,34.3,32.9,0.7,6,33.0,38.0,32.2,33.8,0.8
229,Caucasian,11-12,19.4,19.0,20.1,18.8,0.7,6,19.9,19.0,19.1,20.7,0.8
230,Caucasian,13-14,15.2,14.0,15.9,14.5,0.7,6,15.4,14.0,14.6,16.2,0.8
231,Hispanic,1-2,8.9,6.0,9.6,8.3,0.7,6,8.3,6.0,7.5,9.1,0.8
232,Hispanic,3-4,2.6,3.0,3.3,2.0,0.7,6,2.9,3.0,2.2,3.7,0.8
233,Hispanic,5-6,2.1,3.0,2.8,1.5,0.7,6,3.1,3.0,2.3,3.9,0.8
234,Hispanic,7-8,4.9,6.0,5.6,4.3,0.7,6,4.9,6.0,4.1,5.7,0.8
235,Hispanic,9-10,3.2,2.0,3.9,2.6,0.7,6,3.1,2.0,2.3,3.9,0.8
236,Hispanic,11-12,1.6,1.0,2.2,0.9,0.7,6,1.5,1.0,0.8,2.3,0.8
237,Hispanic,13-14,2.7,0.0,3.3,2.0,0.7,6,2.7,0.0,1.9,3.5,0.8
238,Other,1-2,9.3,10.0,10.0,8.6,0.7,6,9.4,10.0,8.6,10.2,0.8
239,Other,3-4,1.2,1.0,1.9,0.5,0.7,6,1.1,1.0,0.3,1.9,0.8
240,Other,5-6,0.7,1.0,1.4,0.0,0.7,6,0.2,1.0,-0.5,1.0,0.8
241,Other,7-8,-0.4,2.0,0.3,-1.1,0.7,6,-1.0,2.0,-1.8,-0.2,0.8
242,Other,9-10,2.0,1.0,2.7,1.3,0.7,6,3.9,1.0,3.1,4.7,0.8
243,Other,11-12,0.6,0.0,1.3,-0.1,0.7,6,0.9,0.0,0.1,1.7,0.8
244,Other,13-14,1.1,1.0,1.8,0.5,0.7,6,1.2,1.0,0.4,2.0,0.8
