,admission_type_id,age,noisy_count,true_count,plus_error,minus_error,error,nth_remeasure,noisy_count_prev,true_count_prev,minus_error_prev,plus_error_prev,error_prev
91,Elective,10 - 19,2.3,1.0,4.7,-0.0,2.4,1,0.8,1.0,-4.0,5.5,4.7
92,Elective,20 - 29,5.5,2.0,7.9,3.2,2.4,1,9.1,2.0,4.4,13.8,4.7
93,Elective,30 - 39,20.0,14.0,22.4,17.6,2.4,1,17.1,14.0,12.4,21.8,4.7
94,Elective,40 - 49,26.7,21.0,29.1,24.4,2.4,1,32.3,21.0,27.6,37.1,4.7
95,Elective,50 - 59,35.9,35.0,38.3,33.6,2.4,1,31.4,35.0,26.7,36.1,4.7
96,Elective,60 - 69,45.9,47.0,48.3,43.6,2.4,1,47.1,47.0,42.4,51.9,4.7
97,Elective,70 - 79,52.8,49.0,55.1,50.4,2.4,1,56.4,49.0,51.7,61.1,4.7
98,Elective,80 - 89,27.6,27.0,30.0,25.3,2.4,1,28.2,27.0,23.5,32.9,4.7
99,Elective,90 - 99,3.8,0.0,6.1,1.4,2.4,1,4.3,0.0,-0.5,9.0,4.7
100,Newborn,0 - 9,0.2,0.0,2.6,-2.1,2.4,1,-3.3,0.0,-8.0,1.4,4.7
101,Newborn,10 - 19,0.4,0.0,2.7,-2.0,2.4,1,-2.4,0.0,-7.1,2.3,4.7
102,Newborn,20 - 29,1.9,0.0,4.3,-0.4,2.4,1,4.6,0.0,-0.1,9.3,4.7
103,Newborn,30 - 39,-1.6,0.0,0.8,-3.9,2.4,1,5.6,0.0,0.9,10.3,4.7
104,Newborn,40 - 49,2.5,0.0,4.8,0.1,2.4,1,2.4,0.0,-2.3,7.1,4.7
105,Newborn,50 - 59,0.1,0.0,2.5,-2.2,2.4,1,-1.2,0.0,-5.9,3.5,4.7
106,Newborn,60 - 69,2.9,0.0,5.3,0.5,2.4,1,-0.3,0.0,-5.0,4.5,4.7
107,Newborn,70 - 79,0.6,0.0,3.0,-1.7,2.4,1,0.8,0.0,-3.9,5.5,4.7
108,Newborn,80 - 89,4.6,0.0,6.9,2.2,2.4,1,-0.0,0.0,-4.7,4.7,4.7
109,Newborn,90 - 99,-0.9,0.0,1.5,-3.2,2.4,1,-0.2,0.0,-4.9,4.6,4.7
110,Not Available,0 - 9,3.3,0.0,5.6,0.9,2.4,1,4.5,0.0,-0.2,9.2,4.7
111,Not Available,10 - 19,-0.8,0.0,1.6,-3.1,2.4,1,-3.3,0.0,-8.0,1.4,4.7
112,Not Available,20 - 29,2.8,1.0,5.1,0.4,2.4,1,2.6,1.0,-2.1,7.3,4.7
113,Not Available,30 - 39,6.5,3.0,8.8,4.1,2.4,1,4.7,3.0,0.0,9.5,4.7
114,Not Available,40 - 49,9.1,5.0,11.5,6.8,2.4,1,11.3,5.0,6.6,16.0,4.7
115,Not Available,50 - 59,3.5,7.0,5.9,1.2,2.4,1,-1.5,7.0,-6.2,3.2,4.7
116,Not Available,60 - 69,10.5,8.0,12.9,8.2,2.4,1,9.2,8.0,4.4,13.9,4.7
117,Not Available,70 - 79,18.1,17.0,20.5,15.8,2.4,1,18.1,17.0,13.4,22.8,4.7
118,Not Available,80 - 89,10.0,11.0,12.4,7.7,2.4,1,10.7,11.0,6.0,15.4,4.7
119,Not Available,90 - 99,-2.0,0.0,0.4,-4.3,2.4,1,-7.5,0.0,-12.2,-2.8,4.7
120,Trauma Center,0 - 9,-0.9,0.0,1.4,-3.3,2.4,1,-3.6,0.0,-8.3,1.1,4.7
121,Trauma Center,10 - 19,1.6,0.0,4.0,-0.8,2.4,1,3.0,0.0,-1.7,7.7,4.7
122,Trauma Center,20 - 29,-2.3,0.0,0.0,-4.7,2.4,1,-3.7,0.0,-8.5,1.0,4.7
123,Trauma Center,30 - 39,-3.9,0.0,-1.5,-6.2,2.4,1,-4.3,0.0,-9.0,0.4,4.7
124,Trauma Center,40 - 49,1.9,0.0,4.2,-0.5,2.4,1,-1.2,0.0,-5.9,3.6,4.7
125,Trauma Center,50 - 59,-3.1,0.0,-0.7,-5.5,2.4,1,-0.1,0.0,-4.8,4.6,4.7
126,Trauma Center,60 - 69,2.4,0.0,4.8,0.0,2.4,1,1.7,0.0,-3.0,6.4,4.7
127,Trauma Center,70 - 79,2.3,0.0,4.7,-0.1,2.4,1,3.1,0.0,-1.6,7.8,4.7
128,Trauma Center,80 - 89,-1.2,0.0,1.2,-3.5,2.4,1,-2.1,0.0,-6.8,2.6,4.7
129,Trauma Center,90 - 99,3.5,0.0,5.9,1.2,2.4,1,5.7,0.0,1.0,10.4,4.7
130,Not Mapped,0 - 9,1.7,0.0,4.0,-0.7,2.4,1,-1.0,0.0,-5.7,3.8,4.7
131,Not Mapped,10 - 19,-3.2,0.0,-0.9,-5.6,2.4,1,-3.1,0.0,-7.8,1.7,4.7
132,Not Mapped,20 - 29,-0.3,0.0,2.0,-2.7,2.4,1,-1.3,0.0,-6.0,3.5,4.7
133,Not Mapped,30 - 39,0.7,1.0,3.0,-1.7,2.4,1,0.6,1.0,-4.1,5.3,4.7
134,Not Mapped,40 - 49,1.7,1.0,4.1,-0.7,2.4,1,1.0,1.0,-3.7,5.7,4.7
135,Not Mapped,50 - 59,1.6,2.0,4.0,-0.8,2.4,1,1.4,2.0,-3.3,6.1,4.7
136,Not Mapped,60 - 69,3.5,1.0,5.9,1.2,2.4,1,-1.8,1.0,-6.5,2.9,4.7
137,Not Mapped,70 - 79,1.6,1.0,4.0,-0.7,2.4,1,-1.8,1.0,-6.5,2.9,4.7
138,Not Mapped,80 - 89,1.4,0.0,3.7,-1.0,2.4,1,-2.6,0.0,-7.3,2.2,4.7
139,Not Mapped,90 - 99,-3.9,0.0,-1.6,-6.3,2.4,1,2.0,0.0,-2.7,6.8,4.7
140,Emergency,0 - 9,-5.2,0.0,-3.6,-6.8,1.6,2,-8.1,0.0,-10.5,-5.8,2.4
141,Emergency,10 - 19,6.9,7.0,8.5,5.4,1.6,2,4.5,7.0,2.1,6.8,2.4
142,Emergency,20 - 29,8.3,8.0,9.8,6.7,1.6,2,8.1,8.0,5.8,10.5,2.4
143,Emergency,30 - 39,34.8,38.0,36.4,33.2,1.6,2,34.9,38.0,32.5,37.2,2.4
144,Emergency,40 - 49,50.1,53.0,51.6,48.5,1.6,2,48.3,53.0,45.9,50.6,2.4
145,Emergency,50 - 59,88.6,92.0,90.2,87.0,1.6,2,90.6,92.0,88.2,92.9,2.4
146,Emergency,60 - 69,106.9,106.0,108.5,105.3,1.6,2,106.2,106.0,103.9,108.6,2.4
147,Emergency,70 - 79,126.3,131.0,127.9,124.8,1.6,2,125.5,131.0,123.2,127.9,2.4
148,Emergency,80 - 89,85.9,86.0,87.4,84.3,1.6,2,83.0,86.0,80.7,85.4,2.4
149,Emergency,90 - 99,15.5,18.0,17.1,14.0,1.6,2,14.4,18.0,12.0,16.8,2.4
150,Urgent,0 - 9,0.9,0.0,2.5,-0.6,1.6,2,3.6,0.0,1.2,5.9,2.4
151,Urgent,10 - 19,7.9,5.0,9.5,6.4,1.6,2,7.8,5.0,5.4,10.2,2.4
152,Urgent,20 - 29,0.4,3.0,1.9,-1.2,1.6,2,-3.9,3.0,-6.3,-1.6,2.4
153,Urgent,30 - 39,9.1,6.0,10.7,7.5,1.6,2,9.8,6.0,7.5,12.2,2.4
154,Urgent,40 - 49,17.7,17.0,19.2,16.1,1.6,2,17.3,17.0,15.0,19.7,2.4
155,Urgent,50 - 59,44.9,44.0,46.5,43.3,1.6,2,44.4,44.0,42.1,46.8,2.4
156,Urgent,60 - 69,36.5,37.0,38.1,35.0,1.6,2,35.2,37.0,32.8,37.5,2.4
157,Urgent,70 - 79,46.0,44.0,47.6,44.4,1.6,2,46.1,44.0,43.7,48.4,2.4
158,Urgent,80 - 89,46.3,47.0,47.9,44.7,1.6,2,48.0,47.0,45.7,50.4,2.4
159,Urgent,90 - 99,3.4,4.0,5.0,1.9,1.6,2,2.5,4.0,0.1,4.8,2.4
160,Elective,0 - 9,-2.4,0.0,-0.8,-4.0,1.6,2,1.0,0.0,-1.4,3.3,2.4
161,Elective,10 - 19,0.8,1.0,2.4,-0.8,1.6,2,2.3,1.0,-0.0,4.7,2.4
162,Elective,20 - 29,5.2,2.0,6.7,3.6,1.6,2,5.5,2.0,3.2,7.9,2.4
163,Elective,30 - 39,15.2,14.0,16.8,13.7,1.6,2,20.0,14.0,17.6,22.4,2.4
164,Elective,40 - 49,24.2,21.0,25.7,22.6,1.6,2,26.7,21.0,24.4,29.1,2.4
165,Elective,50 - 59,37.0,35.0,38.6,35.4,1.6,2,35.9,35.0,33.6,38.3,2.4
166,Elective,60 - 69,45.9,47.0,47.5,44.4,1.6,2,45.9,47.0,43.6,48.3,2.4
167,Elective,70 - 79,53.3,49.0,54.9,51.7,1.6,2,52.8,49.0,50.4,55.1,2.4
168,Elective,80 - 89,26.8,27.0,28.4,25.2,1.6,2,27.6,27.0,25.3,30.0,2.4
169,Elective,90 - 99,2.2,0.0,3.8,0.6,1.6,2,3.8,0.0,1.4,6.1,2.4
170,Newborn,0 - 9,1.2,0.0,2.8,-0.3,1.6,2,0.2,0.0,-2.1,2.6,2.4
171,Newborn,10 - 19,2.5,0.0,4.1,0.9,1.6,2,0.4,0.0,-2.0,2.7,2.4
172,Newborn,20 - 29,0.2,0.0,1.8,-1.4,1.6,2,1.9,0.0,-0.4,4.3,2.4
173,Newborn,30 - 39,-1.6,0.0,-0.0,-3.1,1.6,2,-1.6,0.0,-3.9,0.8,2.4
174,Newborn,40 - 49,2.1,0.0,3.7,0.6,1.6,2,2.5,0.0,0.1,4.8,2.4
175,Newborn,50 - 59,-2.0,0.0,-0.4,-3.5,1.6,2,0.1,0.0,-2.2,2.5,2.4
176,Newborn,60 - 69,-1.1,0.0,0.5,-2.7,1.6,2,2.9,0.0,0.5,5.3,2.4
177,Newborn,70 - 79,-0.1,0.0,1.5,-1.6,1.6,2,0.6,0.0,-1.7,3.0,2.4
178,Newborn,80 - 89,2.8,0.0,4.3,1.2,1.6,2,4.6,0.0,2.2,6.9,2.4
179,Newborn,90 - 99,-0.5,0.0,1.1,-2.0,1.6,2,-0.9,0.0,-3.2,1.5,2.4
180,Not Available,0 - 9,1.7,0.0,3.3,0.2,1.6,2,3.3,0.0,0.9,5.6,2.4
181,Not Available,10 - 19,-0.7,0.0,0.9,-2.3,1.6,2,-0.8,0.0,-3.1,1.6,2.4
182,Not Available,20 - 29,1.4,1.0,3.0,-0.1,1.6,2,2.8,1.0,0.4,5.1,2.4
183,Not Available,30 - 39,4.3,3.0,5.9,2.7,1.6,2,6.5,3.0,4.1,8.8,2.4
184,Not Available,40 - 49,8.6,5.0,10.2,7.1,1.6,2,9.1,5.0,6.8,11.5,2.4
185,Not Available,50 - 59,3.3,7.0,4.8,1.7,1.6,2,3.5,7.0,1.2,5.9,2.4
186,Not Available,60 - 69,9.6,8.0,11.1,8.0,1.6,2,10.5,8.0,8.2,12.9,2.4
187,Not Available,70 - 79,16.2,17.0,17.7,14.6,1.6,2,18.1,17.0,15.8,20.5,2.4
188,Not Available,80 - 89,11.5,11.0,13.0,9.9,1.6,2,10.0,11.0,7.7,12.4,2.4
189,Not Available,90 - 99,-0.0,0.0,1.6,-1.6,1.6,2,-2.0,0.0,-4.3,0.4,2.4
190,Trauma Center,0 - 9,0.0,0.0,1.6,-1.5,1.6,2,-0.9,0.0,-3.3,1.4,2.4
191,Trauma Center,10 - 19,3.2,0.0,4.7,1.6,1.6,2,1.6,0.0,-0.8,4.0,2.4
192,Trauma Center,20 - 29,-1.8,0.0,-0.3,-3.4,1.6,2,-2.3,0.0,-4.7,0.0,2.4
193,Trauma Center,30 - 39,-1.7,0.0,-0.1,-3.2,1.6,2,-3.9,0.0,-6.2,-1.5,2.4
194,Trauma Center,40 - 49,3.3,0.0,4.9,1.8,1.6,2,1.9,0.0,-0.5,4.2,2.4
195,Trauma Center,50 - 59,-7.2,0.0,-5.6,-8.8,1.6,2,-3.1,0.0,-5.5,-0.7,2.4
196,Trauma Center,60 - 69,0.9,0.0,2.5,-0.6,1.6,2,2.4,0.0,0.0,4.8,2.4
197,Trauma Center,70 - 79,-1.4,0.0,0.2,-2.9,1.6,2,2.3,0.0,-0.1,4.7,2.4
198,Trauma Center,80 - 89,-1.8,0.0,-0.2,-3.4,1.6,2,-1.2,0.0,-3.5,1.2,2.4
199,Trauma Center,90 - 99,-1.9,0.0,-0.3,-3.5,1.6,2,3.5,0.0,1.2,5.9,2.4
200,Not Mapped,0 - 9,1.5,0.0,3.1,-0.1,1.6,2,1.7,0.0,-0.7,4.0,2.4
201,Not Mapped,10 - 19,-2.8,0.0,-1.2,-4.3,1.6,2,-3.2,0.0,-5.6,-0.9,2.4
202,Not Mapped,20 - 29,1.1,0.0,2.6,-0.5,1.6,2,-0.3,0.0,-2.7,2.0,2.4
203,Not Mapped,30 - 39,0.3,1.0,1.9,-1.2,1.6,2,0.7,1.0,-1.7,3.0,2.4
204,Not Mapped,40 - 49,3.5,1.0,5.1,2.0,1.6,2,1.7,1.0,-0.7,4.1,2.4
205,Not Mapped,50 - 59,0.3,2.0,1.8,-1.3,1.6,2,1.6,2.0,-0.8,4.0,2.4
206,Not Mapped,60 - 69,2.8,1.0,4.4,1.2,1.6,2,3.5,1.0,1.2,5.9,2.4
207,Not Mapped,70 - 79,0.8,1.0,2.4,-0.7,1.6,2,1.6,1.0,-0.7,4.0,2.4
208,Not Mapped,80 - 89,2.0,0.0,3.5,0.4,1.6,2,1.4,0.0,-1.0,3.7,2.4
209,Not Mapped,90 - 99,-3.1,0.0,-1.5,-4.6,1.6,2,-3.9,0.0,-6.3,-1.6,2.4
210,Emergency,0 - 9,-3.2,0.0,-2.1,-4.4,1.2,3,-5.2,0.0,-6.8,-3.6,1.6
211,Emergency,10 - 19,6.4,7.0,7.6,5.2,1.2,3,6.9,7.0,5.4,8.5,1.6
212,Emergency,20 - 29,8.7,8.0,9.9,7.5,1.2,3,8.3,8.0,6.7,9.8,1.6
213,Emergency,30 - 39,35.9,38.0,37.1,34.8,1.2,3,34.8,38.0,33.2,36.4,1.6
214,Emergency,40 - 49,50.9,53.0,52.1,49.7,1.2,3,50.1,53.0,48.5,51.6,1.6
215,Emergency,50 - 59,89.8,92.0,91.0,88.6,1.2,3,88.6,92.0,87.0,90.2,1.6
216,Emergency,60 - 69,105.8,106.0,107.0,104.6,1.2,3,106.9,106.0,105.3,108.5,1.6
217,Emergency,70 - 79,127.4,131.0,128.6,126.3,1.2,3,126.3,131.0,124.8,127.9,1.6
218,Emergency,80 - 89,85.9,86.0,87.1,84.7,1.2,3,85.9,86.0,84.3,87.4,1.6
219,Emergency,90 - 99,13.7,18.0,14.9,12.6,1.2,3,15.5,18.0,14.0,17.1,1.6
220,Urgent,0 - 9,2.4,0.0,3.6,1.2,1.2,3,0.9,0.0,-0.6,2.5,1.6
221,Urgent,10 - 19,7.5,5.0,8.7,6.3,1.2,3,7.9,5.0,6.4,9.5,1.6
222,Urgent,20 - 29,3.7,3.0,4.8,2.5,1.2,3,0.4,3.0,-1.2,1.9,1.6
223,Urgent,30 - 39,8.1,6.0,9.3,6.9,1.2,3,9.1,6.0,7.5,10.7,1.6
224,Urgent,40 - 49,18.1,17.0,19.3,16.9,1.2,3,17.7,17.0,16.1,19.2,1.6
225,Urgent,50 - 59,44.9,44.0,46.0,43.7,1.2,3,44.9,44.0,43.3,46.5,1.6
226,Urgent,60 - 69,36.8,37.0,38.0,35.7,1.2,3,36.5,37.0,35.0,38.1,1.6
227,Urgent,70 - 79,44.3,44.0,45.5,43.1,1.2,3,46.0,44.0,44.4,47.6,1.6
228,Urgent,80 - 89,45.8,47.0,47.0,44.6,1.2,3,46.3,47.0,44.7,47.9,1.6
229,Urgent,90 - 99,2.0,4.0,3.1,0.8,1.2,3,3.4,4.0,1.9,5.0,1.6
230,Elective,0 - 9,-2.1,0.0,-0.9,-3.3,1.2,3,-2.4,0.0,-4.0,-0.8,1.6
231,Elective,10 - 19,0.1,1.0,1.2,-1.1,1.2,3,0.8,1.0,-0.8,2.4,1.6
232,Elective,20 - 29,4.1,2.0,5.3,3.0,1.2,3,5.2,2.0,3.6,6.7,1.6
233,Elective,30 - 39,15.0,14.0,16.2,13.8,1.2,3,15.2,14.0,13.7,16.8,1.6
234,Elective,40 - 49,23.8,21.0,25.0,22.7,1.2,3,24.2,21.0,22.6,25.7,1.6
235,Elective,50 - 59,36.7,35.0,37.9,35.5,1.2,3,37.0,35.0,35.4,38.6,1.6
236,Elective,60 - 69,46.5,47.0,47.7,45.3,1.2,3,45.9,47.0,44.4,47.5,1.6
237,Elective,70 - 79,52.4,49.0,53.6,51.2,1.2,3,53.3,49.0,51.7,54.9,1.6
238,Elective,80 - 89,26.6,27.0,27.8,25.4,1.2,3,26.8,27.0,25.2,28.4,1.6
239,Elective,90 - 99,1.3,0.0,2.5,0.1,1.2,3,2.2,0.0,0.6,3.8,1.6
240,Newborn,0 - 9,1.5,0.0,2.7,0.3,1.2,3,1.2,0.0,-0.3,2.8,1.6
241,Newborn,10 - 19,3.4,0.0,4.6,2.2,1.2,3,2.5,0.0,0.9,4.1,1.6
242,Newborn,20 - 29,1.0,0.0,2.2,-0.2,1.2,3,0.2,0.0,-1.4,1.8,1.6
243,Newborn,30 - 39,-1.1,0.0,0.1,-2.3,1.2,3,-1.6,0.0,-3.1,-0.0,1.6
244,Newborn,40 - 49,2.5,0.0,3.7,1.3,1.2,3,2.1,0.0,0.6,3.7,1.6
245,Newborn,50 - 59,-3.9,0.0,-2.7,-5.0,1.2,3,-2.0,0.0,-3.5,-0.4,1.6
246,Newborn,60 - 69,-0.1,0.0,1.1,-1.2,1.2,3,-1.1,0.0,-2.7,0.5,1.6
247,Newborn,70 - 79,-0.8,0.0,0.4,-2.0,1.2,3,-0.1,0.0,-1.6,1.5,1.6
248,Newborn,80 - 89,2.5,0.0,3.6,1.3,1.2,3,2.8,0.0,1.2,4.3,1.6
249,Newborn,90 - 99,0.5,0.0,1.7,-0.7,1.2,3,-0.5,0.0,-2.0,1.1,1.6
250,Not Available,0 - 9,1.1,0.0,2.3,-0.1,1.2,3,1.7,0.0,0.2,3.3,1.6
251,Not Available,10 - 19,2.4,0.0,3.6,1.3,1.2,3,-0.7,0.0,-2.3,0.9,1.6
252,Not Available,20 - 29,0.8,1.0,1.9,-0.4,1.2,3,1.4,1.0,-0.1,3.0,1.6
253,Not Available,30 - 39,4.6,3.0,5.7,3.4,1.2,3,4.3,3.0,2.7,5.9,1.6
254,Not Available,40 - 49,7.6,5.0,8.7,6.4,1.2,3,8.6,5.0,7.1,10.2,1.6
255,Not Available,50 - 59,3.8,7.0,5.0,2.6,1.2,3,3.3,7.0,1.7,4.8,1.6
256,Not Available,60 - 69,9.8,8.0,11.0,8.6,1.2,3,9.6,8.0,8.0,11.1,1.6
257,Not Available,70 - 79,16.3,17.0,17.5,15.1,1.2,3,16.2,17.0,14.6,17.7,1.6
258,Not Available,80 - 89,11.8,11.0,13.0,10.6,1.2,3,11.5,11.0,9.9,13.0,1.6
259,Not Available,90 - 99,-0.7,0.0,0.5,-1.9,1.2,3,-0.0,0.0,-1.6,1.6,1.6
260,Trauma Center,0 - 9,0.5,0.0,1.7,-0.7,1.2,3,0.0,0.0,-1.5,1.6,1.6
261,Trauma Center,10 - 19,2.4,0.0,3.5,1.2,1.2,3,3.2,0.0,1.6,4.7,1.6
262,Trauma Center,20 - 29,-0.6,0.0,0.5,-1.8,1.2,3,-1.8,0.0,-3.4,-0.3,1.6
