,Q13,difficulty,noisy_count,true_count,plus_error,minus_error,error,nth_remeasure,noisy_count_prev,true_count_prev,minus_error_prev,plus_error_prev,error_prev
58,Disagree,4,15.7,16.0,17.3,14.1,1.6,2,14.7,16.0,12.4,17.1,2.4
59,Disagree,5,11.5,14.0,13.1,9.9,1.6,2,11.1,14.0,8.7,13.5,2.4
60,Neither agree nor disagree,1,84.6,83.0,86.2,83.1,1.6,2,86.1,83.0,83.8,88.5,2.4
61,Neither agree nor disagree,2,25.8,27.0,27.4,24.2,1.6,2,27.1,27.0,24.7,29.4,2.4
62,Neither agree nor disagree,3,79.6,76.0,81.1,78.0,1.6,2,78.4,76.0,76.0,80.7,2.4
63,Neither agree nor disagree,4,50.2,54.0,51.8,48.7,1.6,2,49.3,54.0,47.0,51.7,2.4
64,Neither agree nor disagree,5,37.6,40.0,39.2,36.0,1.6,2,38.9,40.0,36.6,41.3,2.4
65,Agree,1,59.9,59.0,61.5,58.3,1.6,2,59.2,59.0,56.8,61.5,2.4
66,Agree,2,33.7,33.0,35.3,32.2,1.6,2,32.2,33.0,29.9,34.6,2.4
67,Agree,3,110.9,112.0,112.5,109.3,1.6,2,114.8,112.0,112.4,117.1,2.4
68,Agree,4,64.4,63.0,65.9,62.8,1.6,2,67.4,63.0,65.1,69.8,2.4
69,Agree,5,29.7,28.0,31.2,28.1,1.6,2,28.0,28.0,25.6,30.3,2.4
70,Strongly agree,1,48.0,45.0,49.5,46.4,1.6,2,46.3,45.0,43.9,48.7,2.4
71,Strongly agree,2,18.3,21.0,19.9,16.7,1.6,2,16.6,21.0,14.3,19.0,2.4
72,Strongly agree,3,59.8,58.0,61.4,58.2,1.6,2,59.4,58.0,57.0,61.8,2.4
73,Strongly agree,4,41.4,40.0,43.0,39.8,1.6,2,42.4,40.0,40.0,44.7,2.4
74,Strongly agree,5,24.0,22.0,25.6,22.4,1.6,2,23.2,22.0,20.9,25.6,2.4
75,Strongly disagree,1,72.9,72.0,74.1,71.8,1.2,3,73.4,72.0,71.9,75.0,1.6
76,Strongly disagree,2,13.4,11.0,14.6,12.2,1.2,3,14.4,11.0,12.8,15.9,1.6
77,Strongly disagree,3,21.8,21.0,22.9,20.6,1.2,3,21.6,21.0,20.0,23.1,1.6
78,Strongly disagree,4,17.1,17.0,18.2,15.9,1.2,3,18.2,17.0,16.6,19.7,1.6
79,Strongly disagree,5,27.6,29.0,28.8,26.4,1.2,3,26.5,29.0,24.9,28.0,1.6
80,Disagree,1,28.0,27.0,29.2,26.9,1.2,3,25.5,27.0,23.9,27.1,1.6
81,Disagree,2,4.9,6.0,6.1,3.8,1.2,3,6.0,6.0,4.5,7.6,1.6
82,Disagree,3,24.6,26.0,25.8,23.4,1.2,3,23.1,26.0,21.5,24.7,1.6
83,Disagree,4,15.5,16.0,16.7,14.3,1.2,3,15.7,16.0,14.1,17.3,1.6
84,Disagree,5,10.6,14.0,11.8,9.5,1.2,3,11.5,14.0,9.9,13.1,1.6
85,Neither agree nor disagree,1,88.4,83.0,89.6,87.2,1.2,3,84.6,83.0,83.1,86.2,1.6
86,Neither agree nor disagree,2,22.8,27.0,24.0,21.6,1.2,3,25.8,27.0,24.2,27.4,1.6
87,Neither agree nor disagree,3,78.0,76.0,79.2,76.9,1.2,3,79.6,76.0,78.0,81.1,1.6
88,Neither agree nor disagree,4,51.1,54.0,52.3,49.9,1.2,3,50.2,54.0,48.7,51.8,1.6
89,Neither agree nor disagree,5,38.8,40.0,40.0,37.6,1.2,3,37.6,40.0,36.0,39.2,1.6
90,Agree,1,61.2,59.0,62.4,60.0,1.2,3,59.9,59.0,58.3,61.5,1.6
91,Agree,2,33.7,33.0,34.9,32.5,1.2,3,33.7,33.0,32.2,35.3,1.6
92,Agree,3,111.1,112.0,112.3,109.9,1.2,3,110.9,112.0,109.3,112.5,1.6
93,Agree,4,63.9,63.0,65.1,62.7,1.2,3,64.4,63.0,62.8,65.9,1.6
94,Agree,5,29.7,28.0,30.8,28.5,1.2,3,29.7,28.0,28.1,31.2,1.6
95,Strongly agree,1,47.8,45.0,48.9,46.6,1.2,3,48.0,45.0,46.4,49.5,1.6
96,Strongly agree,2,18.7,21.0,19.9,17.6,1.2,3,18.3,21.0,16.7,19.9,1.6
97,Strongly agree,3,61.2,58.0,62.4,60.0,1.2,3,59.8,58.0,58.2,61.4,1.6
98,Strongly agree,4,41.8,40.0,43.0,40.6,1.2,3,41.4,40.0,39.8,43.0,1.6
99,Strongly agree,5,22.9,22.0,24.1,21.8,1.2,3,24.0,22.0,22.4,25.6,1.6
100,Strongly disagree,1,73.6,72.0,74.6,72.7,0.9,4,72.9,72.0,71.8,74.1,1.2
101,Strongly disagree,2,12.4,11.0,13.3,11.4,0.9,4,13.4,11.0,12.2,14.6,1.2
102,Strongly disagree,3,20.6,21.0,21.5,19.6,0.9,4,21.8,21.0,20.6,22.9,1.2
103,Strongly disagree,4,17.5,17.0,18.4,16.6,0.9,4,17.1,17.0,15.9,18.2,1.2
104,Strongly disagree,5,27.8,29.0,28.8,26.9,0.9,4,27.6,29.0,26.4,28.8,1.2
105,Disagree,1,27.8,27.0,28.8,26.9,0.9,4,28.0,27.0,26.9,29.2,1.2
106,Disagree,2,4.7,6.0,5.7,3.8,0.9,4,4.9,6.0,3.8,6.1,1.2
107,Disagree,3,24.7,26.0,25.6,23.8,0.9,4,24.6,26.0,23.4,25.8,1.2
108,Disagree,4,15.9,16.0,16.8,14.9,0.9,4,15.5,16.0,14.3,16.7,1.2
109,Disagree,5,11.7,14.0,12.7,10.8,0.9,4,10.6,14.0,9.5,11.8,1.2
110,Neither agree nor disagree,1,87.6,83.0,88.6,86.7,0.9,4,88.4,83.0,87.2,89.6,1.2
111,Neither agree nor disagree,2,23.6,27.0,24.6,22.7,0.9,4,22.8,27.0,21.6,24.0,1.2
112,Neither agree nor disagree,3,76.7,76.0,77.7,75.8,0.9,4,78.0,76.0,76.9,79.2,1.2
113,Neither agree nor disagree,4,51.7,54.0,52.6,50.8,0.9,4,51.1,54.0,49.9,52.3,1.2
114,Neither agree nor disagree,5,38.9,40.0,39.9,38.0,0.9,4,38.8,40.0,37.6,40.0,1.2
115,Agree,1,60.9,59.0,61.9,60.0,0.9,4,61.2,59.0,60.0,62.4,1.2
116,Agree,2,34.6,33.0,35.6,33.7,0.9,4,33.7,33.0,32.5,34.9,1.2
117,Agree,3,111.5,112.0,112.5,110.6,0.9,4,111.1,112.0,109.9,112.3,1.2
118,Agree,4,63.8,63.0,64.8,62.9,0.9,4,63.9,63.0,62.7,65.1,1.2
119,Agree,5,29.6,28.0,30.5,28.6,0.9,4,29.7,28.0,28.5,30.8,1.2
120,Strongly agree,1,48.1,45.0,49.0,47.1,0.9,4,47.8,45.0,46.6,48.9,1.2
121,Strongly agree,2,19.8,21.0,20.7,18.8,0.9,4,18.7,21.0,17.6,19.9,1.2
122,Strongly agree,3,60.2,58.0,61.2,59.3,0.9,4,61.2,58.0,60.0,62.4,1.2
123,Strongly agree,4,41.0,40.0,42.0,40.1,0.9,4,41.8,40.0,40.6,43.0,1.2
124,Strongly agree,5,24.4,22.0,25.3,23.4,0.9,4,22.9,22.0,21.8,24.1,1.2
125,Strongly disagree,1,73.4,72.0,74.2,72.6,0.8,5,73.6,72.0,72.7,74.6,0.9
126,Strongly disagree,2,11.9,11.0,12.7,11.1,0.8,5,12.4,11.0,11.4,13.3,0.9
127,Strongly disagree,3,20.1,21.0,20.9,19.4,0.8,5,20.6,21.0,19.6,21.5,0.9
128,Strongly disagree,4,19.4,17.0,20.2,18.6,0.8,5,17.5,17.0,16.6,18.4,0.9
129,Strongly disagree,5,28.0,29.0,28.8,27.2,0.8,5,27.8,29.0,26.9,28.8,0.9
130,Disagree,1,27.0,27.0,27.8,26.2,0.8,5,27.8,27.0,26.9,28.8,0.9
131,Disagree,2,5.3,6.0,6.1,4.5,0.8,5,4.7,6.0,3.8,5.7,0.9
132,Disagree,3,25.1,26.0,25.9,24.4,0.8,5,24.7,26.0,23.8,25.6,0.9
133,Disagree,4,16.3,16.0,17.0,15.5,0.8,5,15.9,16.0,14.9,16.8,0.9
134,Disagree,5,13.1,14.0,13.8,12.3,0.8,5,11.7,14.0,10.8,12.7,0.9
135,Neither agree nor disagree,1,86.7,83.0,87.5,85.9,0.8,5,87.6,83.0,86.7,88.6,0.9
136,Neither agree nor disagree,2,25.2,27.0,26.0,24.5,0.8,5,23.6,27.0,22.7,24.6,0.9
137,Neither agree nor disagree,3,75.2,76.0,76.0,74.4,0.8,5,76.7,76.0,75.8,77.7,0.9
138,Neither agree nor disagree,4,52.6,54.0,53.4,51.8,0.8,5,51.7,54.0,50.8,52.6,0.9
139,Neither agree nor disagree,5,39.7,40.0,40.5,38.9,0.8,5,38.9,40.0,38.0,39.9,0.9
140,Agree,1,60.8,59.0,61.6,60.0,0.8,5,60.9,59.0,60.0,61.9,0.9
141,Agree,2,36.0,33.0,36.7,35.2,0.8,5,34.6,33.0,33.7,35.6,0.9
142,Agree,3,111.5,112.0,112.3,110.7,0.8,5,111.5,112.0,110.6,112.5,0.9
143,Agree,4,63.7,63.0,64.5,62.9,0.8,5,63.8,63.0,62.9,64.8,0.9
144,Agree,5,29.3,28.0,30.1,28.5,0.8,5,29.6,28.0,28.6,30.5,0.9
145,Strongly agree,1,45.7,45.0,46.5,44.9,0.8,5,48.1,45.0,47.1,49.0,0.9
146,Strongly agree,2,18.8,21.0,19.6,18.0,0.8,5,19.8,21.0,18.8,20.7,0.9
147,Strongly agree,3,59.1,58.0,59.9,58.3,0.8,5,60.2,58.0,59.3,61.2,0.9
148,Strongly agree,4,41.4,40.0,42.2,40.7,0.8,5,41.0,40.0,40.1,42.0,0.9
149,Strongly agree,5,23.7,22.0,24.5,22.9,0.8,5,24.4,22.0,23.4,25.3,0.9
150,Strongly disagree,1,74.3,72.0,75.0,73.6,0.7,6,73.4,72.0,72.6,74.2,0.8
151,Strongly disagree,2,11.4,11.0,12.1,10.7,0.7,6,11.9,11.0,11.1,12.7,0.8
152,Strongly disagree,3,20.6,21.0,21.3,20.0,0.7,6,20.1,21.0,19.4,20.9,0.8
153,Strongly disagree,4,18.9,17.0,19.6,18.3,0.7,6,19.4,17.0,18.6,20.2,0.8
154,Strongly disagree,5,28.1,29.0,28.8,27.4,0.7,6,28.0,29.0,27.2,28.8,0.8
155,Disagree,1,28.0,27.0,28.6,27.3,0.7,6,27.0,27.0,26.2,27.8,0.8
156,Disagree,2,6.0,6.0,6.7,5.3,0.7,6,5.3,6.0,4.5,6.1,0.8
157,Disagree,3,26.4,26.0,27.1,25.8,0.7,6,25.1,26.0,24.4,25.9,0.8
158,Disagree,4,16.4,16.0,17.0,15.7,0.7,6,16.3,16.0,15.5,17.0,0.8
159,Disagree,5,12.2,14.0,12.9,11.6,0.7,6,13.1,14.0,12.3,13.8,0.8
160,Neither agree nor disagree,1,86.0,83.0,86.7,85.4,0.7,6,86.7,83.0,85.9,87.5,0.8
161,Neither agree nor disagree,2,25.6,27.0,26.3,25.0,0.7,6,25.2,27.0,24.5,26.0,0.8
162,Neither agree nor disagree,3,76.1,76.0,76.8,75.5,0.7,6,75.2,76.0,74.4,76.0,0.8
163,Neither agree nor disagree,4,52.8,54.0,53.5,52.1,0.7,6,52.6,54.0,51.8,53.4,0.8
164,Neither agree nor disagree,5,40.4,40.0,41.0,39.7,0.7,6,39.7,40.0,38.9,40.5,0.8
165,Agree,1,63.3,59.0,63.9,62.6,0.7,6,60.8,59.0,60.0,61.6,0.8
166,Agree,2,35.3,33.0,36.0,34.6,0.7,6,36.0,33.0,35.2,36.7,0.8
167,Agree,3,111.2,112.0,111.9,110.6,0.7,6,111.5,112.0,110.7,112.3,0.8
168,Agree,4,63.2,63.0,63.9,62.5,0.7,6,63.7,63.0,62.9,64.5,0.8
169,Agree,5,29.1,28.0,29.7,28.4,0.7,6,29.3,28.0,28.5,30.1,0.8
170,Strongly agree,1,45.5,45.0,46.2,44.9,0.7,6,45.7,45.0,44.9,46.5,0.8
171,Strongly agree,2,18.7,21.0,19.4,18.1,0.7,6,18.8,21.0,18.0,19.6,0.8
172,Strongly agree,3,58.9,58.0,59.6,58.2,0.7,6,59.1,58.0,58.3,59.9,0.8
173,Strongly agree,4,42.1,40.0,42.8,41.5,0.7,6,41.4,40.0,40.7,42.2,0.8
174,Strongly agree,5,22.8,22.0,23.4,22.1,0.7,6,23.7,22.0,22.9,24.5,0.8
