,Q13,difficulty,noisy_count,true_count,plus_error,minus_error,error,nth_remeasure,noisy_count_prev,true_count_prev,minus_error_prev,plus_error_prev,error_prev
74,Strongly agree,5,22.3,20.0,23.9,20.7,1.6,2,21.7,20.0,19.4,24.1,2.4
75,Strongly disagree,1,57.3,60.0,58.5,56.1,1.2,3,56.8,60.0,55.2,58.4,1.6
76,Strongly disagree,2,11.1,13.0,12.3,10.0,1.2,3,10.2,13.0,8.6,11.8,1.6
77,Strongly disagree,3,19.9,16.0,21.0,18.7,1.2,3,22.2,16.0,20.7,23.8,1.6
78,Strongly disagree,4,16.6,18.0,17.7,15.4,1.2,3,16.5,18.0,14.9,18.1,1.6
79,Strongly disagree,5,35.7,34.0,36.9,34.5,1.2,3,32.4,34.0,30.8,34.0,1.6
80,Disagree,1,34.9,35.0,36.1,33.8,1.2,3,33.7,35.0,32.1,35.3,1.6
81,Disagree,2,20.3,17.0,21.5,19.1,1.2,3,22.8,17.0,21.2,24.4,1.6
82,Disagree,3,28.4,28.0,29.5,27.2,1.2,3,32.4,28.0,30.8,34.0,1.6
83,Disagree,4,25.9,25.0,27.1,24.7,1.2,3,24.8,25.0,23.3,26.4,1.6
84,Disagree,5,17.3,18.0,18.5,16.1,1.2,3,16.5,18.0,14.9,18.0,1.6
85,Neither agree nor disagree,1,75.2,76.0,76.4,74.0,1.2,3,73.5,76.0,71.9,75.1,1.6
86,Neither agree nor disagree,2,25.5,23.0,26.7,24.3,1.2,3,25.3,23.0,23.8,26.9,1.6
87,Neither agree nor disagree,3,68.1,71.0,69.2,66.9,1.2,3,67.1,71.0,65.6,68.7,1.6
88,Neither agree nor disagree,4,68.8,70.0,69.9,67.6,1.2,3,70.2,70.0,68.7,71.8,1.6
89,Neither agree nor disagree,5,36.7,36.0,37.9,35.5,1.2,3,37.5,36.0,35.9,39.0,1.6
90,Agree,1,46.9,45.0,48.1,45.7,1.2,3,47.3,45.0,45.8,48.9,1.6
91,Agree,2,28.7,26.0,29.9,27.5,1.2,3,30.3,26.0,28.7,31.9,1.6
92,Agree,3,128.6,129.0,129.7,127.4,1.2,3,130.8,129.0,129.3,132.4,1.6
93,Agree,4,73.6,72.0,74.8,72.4,1.2,3,72.2,72.0,70.7,73.8,1.6
94,Agree,5,25.6,27.0,26.8,24.4,1.2,3,25.7,27.0,24.2,27.3,1.6
95,Strongly agree,1,37.0,38.0,38.2,35.8,1.2,3,39.1,38.0,37.5,40.7,1.6
96,Strongly agree,2,10.9,14.0,12.0,9.7,1.2,3,13.0,14.0,11.4,14.5,1.6
97,Strongly agree,3,57.8,58.0,58.9,56.6,1.2,3,59.2,58.0,57.6,60.8,1.6
98,Strongly agree,4,31.0,31.0,32.2,29.8,1.2,3,32.8,31.0,31.2,34.4,1.6
99,Strongly agree,5,20.8,20.0,22.0,19.6,1.2,3,22.3,20.0,20.7,23.9,1.6
100,Strongly disagree,1,58.0,60.0,58.9,57.0,0.9,4,57.3,60.0,56.1,58.5,1.2
101,Strongly disagree,2,11.2,13.0,12.1,10.3,0.9,4,11.1,13.0,10.0,12.3,1.2
102,Strongly disagree,3,18.6,16.0,19.6,17.7,0.9,4,19.9,16.0,18.7,21.0,1.2
103,Strongly disagree,4,16.9,18.0,17.8,15.9,0.9,4,16.6,18.0,15.4,17.7,1.2
104,Strongly disagree,5,35.5,34.0,36.4,34.5,0.9,4,35.7,34.0,34.5,36.9,1.2
105,Disagree,1,35.1,35.0,36.1,34.2,0.9,4,34.9,35.0,33.8,36.1,1.2
106,Disagree,2,18.4,17.0,19.3,17.4,0.9,4,20.3,17.0,19.1,21.5,1.2
107,Disagree,3,28.4,28.0,29.3,27.4,0.9,4,28.4,28.0,27.2,29.5,1.2
108,Disagree,4,25.6,25.0,26.5,24.6,0.9,4,25.9,25.0,24.7,27.1,1.2
109,Disagree,5,16.9,18.0,17.8,15.9,0.9,4,17.3,18.0,16.1,18.5,1.2
110,Neither agree nor disagree,1,74.7,76.0,75.6,73.8,0.9,4,75.2,76.0,74.0,76.4,1.2
111,Neither agree nor disagree,2,25.0,23.0,25.9,24.0,0.9,4,25.5,23.0,24.3,26.7,1.2
112,Neither agree nor disagree,3,67.2,71.0,68.2,66.3,0.9,4,68.1,71.0,66.9,69.2,1.2
113,Neither agree nor disagree,4,67.4,70.0,68.3,66.4,0.9,4,68.8,70.0,67.6,69.9,1.2
114,Neither agree nor disagree,5,36.8,36.0,37.8,35.9,0.9,4,36.7,36.0,35.5,37.9,1.2
115,Agree,1,46.7,45.0,47.6,45.7,0.9,4,46.9,45.0,45.7,48.1,1.2
116,Agree,2,28.6,26.0,29.5,27.7,0.9,4,28.7,26.0,27.5,29.9,1.2
117,Agree,3,129.4,129.0,130.4,128.5,0.9,4,128.6,129.0,127.4,129.7,1.2
118,Agree,4,73.3,72.0,74.2,72.4,0.9,4,73.6,72.0,72.4,74.8,1.2
119,Agree,5,25.0,27.0,25.9,24.0,0.9,4,25.6,27.0,24.4,26.8,1.2
120,Strongly agree,1,36.8,38.0,37.7,35.9,0.9,4,37.0,38.0,35.8,38.2,1.2
121,Strongly agree,2,12.2,14.0,13.2,11.3,0.9,4,10.9,14.0,9.7,12.0,1.2
122,Strongly agree,3,58.3,58.0,59.2,57.4,0.9,4,57.8,58.0,56.6,58.9,1.2
123,Strongly agree,4,30.6,31.0,31.5,29.6,0.9,4,31.0,31.0,29.8,32.2,1.2
124,Strongly agree,5,21.5,20.0,22.5,20.6,0.9,4,20.8,20.0,19.6,22.0,1.2
125,Strongly disagree,1,57.3,60.0,58.1,56.5,0.8,5,58.0,60.0,57.0,58.9,0.9
126,Strongly disagree,2,10.6,13.0,11.4,9.9,0.8,5,11.2,13.0,10.3,12.1,0.9
127,Strongly disagree,3,18.7,16.0,19.5,17.9,0.8,5,18.6,16.0,17.7,19.6,0.9
128,Strongly disagree,4,17.8,18.0,18.6,17.0,0.8,5,16.9,18.0,15.9,17.8,0.9
129,Strongly disagree,5,35.0,34.0,35.8,34.3,0.8,5,35.5,34.0,34.5,36.4,0.9
130,Disagree,1,35.8,35.0,36.6,35.0,0.8,5,35.1,35.0,34.2,36.1,0.9
131,Disagree,2,17.3,17.0,18.1,16.5,0.8,5,18.4,17.0,17.4,19.3,0.9
132,Disagree,3,27.5,28.0,28.3,26.7,0.8,5,28.4,28.0,27.4,29.3,0.9
133,Disagree,4,25.4,25.0,26.2,24.6,0.8,5,25.6,25.0,24.6,26.5,0.9
134,Disagree,5,15.4,18.0,16.2,14.7,0.8,5,16.9,18.0,15.9,17.8,0.9
135,Neither agree nor disagree,1,73.1,76.0,73.8,72.3,0.8,5,74.7,76.0,73.8,75.6,0.9
136,Neither agree nor disagree,2,24.5,23.0,25.3,23.8,0.8,5,25.0,23.0,24.0,25.9,0.9
137,Neither agree nor disagree,3,67.8,71.0,68.6,67.1,0.8,5,67.2,71.0,66.3,68.2,0.9
138,Neither agree nor disagree,4,66.8,70.0,67.6,66.0,0.8,5,67.4,70.0,66.4,68.3,0.9
139,Neither agree nor disagree,5,36.2,36.0,37.0,35.4,0.8,5,36.8,36.0,35.9,37.8,0.9
140,Agree,1,45.9,45.0,46.7,45.1,0.8,5,46.7,45.0,45.7,47.6,0.9
141,Agree,2,28.1,26.0,28.9,27.3,0.8,5,28.6,26.0,27.7,29.5,0.9
142,Agree,3,129.1,129.0,129.9,128.3,0.8,5,129.4,129.0,128.5,130.4,0.9
143,Agree,4,72.6,72.0,73.4,71.9,0.8,5,73.3,72.0,72.4,74.2,0.9
144,Agree,5,25.1,27.0,25.8,24.3,0.8,5,25.0,27.0,24.0,25.9,0.9
145,Strongly agree,1,37.2,38.0,38.0,36.4,0.8,5,36.8,38.0,35.9,37.7,0.9
146,Strongly agree,2,12.5,14.0,13.3,11.8,0.8,5,12.2,14.0,11.3,13.2,0.9
147,Strongly agree,3,57.7,58.0,58.5,56.9,0.8,5,58.3,58.0,57.4,59.2,0.9
148,Strongly agree,4,32.4,31.0,33.2,31.6,0.8,5,30.6,31.0,29.6,31.5,0.9
149,Strongly agree,5,20.6,20.0,21.4,19.8,0.8,5,21.5,20.0,20.6,22.5,0.9
150,Strongly disagree,1,57.8,60.0,58.5,57.1,0.7,6,57.3,60.0,56.5,58.1,0.8
151,Strongly disagree,2,10.2,13.0,10.8,9.5,0.7,6,10.6,13.0,9.9,11.4,0.8
152,Strongly disagree,3,19.3,16.0,20.0,18.6,0.7,6,18.7,16.0,17.9,19.5,0.8
153,Strongly disagree,4,19.0,18.0,19.6,18.3,0.7,6,17.8,18.0,17.0,18.6,0.8
154,Strongly disagree,5,34.9,34.0,35.6,34.2,0.7,6,35.0,34.0,34.3,35.8,0.8
155,Disagree,1,35.7,35.0,36.3,35.0,0.7,6,35.8,35.0,35.0,36.6,0.8
156,Disagree,2,17.3,17.0,17.9,16.6,0.7,6,17.3,17.0,16.5,18.1,0.8
157,Disagree,3,27.4,28.0,28.1,26.7,0.7,6,27.5,28.0,26.7,28.3,0.8
158,Disagree,4,25.7,25.0,26.4,25.0,0.7,6,25.4,25.0,24.6,26.2,0.8
159,Disagree,5,15.2,18.0,15.9,14.5,0.7,6,15.4,18.0,14.7,16.2,0.8
160,Neither agree nor disagree,1,74.0,76.0,74.7,73.3,0.7,6,73.1,76.0,72.3,73.8,0.8
161,Neither agree nor disagree,2,23.5,23.0,24.2,22.8,0.7,6,24.5,23.0,23.8,25.3,0.8
162,Neither agree nor disagree,3,68.2,71.0,68.9,67.5,0.7,6,67.8,71.0,67.1,68.6,0.8
163,Neither agree nor disagree,4,66.5,70.0,67.2,65.8,0.7,6,66.8,70.0,66.0,67.6,0.8
164,Neither agree nor disagree,5,36.0,36.0,36.7,35.3,0.7,6,36.2,36.0,35.4,37.0,0.8
165,Agree,1,45.7,45.0,46.3,45.0,0.7,6,45.9,45.0,45.1,46.7,0.8
166,Agree,2,27.2,26.0,27.9,26.6,0.7,6,28.1,26.0,27.3,28.9,0.8
167,Agree,3,129.4,129.0,130.1,128.8,0.7,6,129.1,129.0,128.3,129.9,0.8
168,Agree,4,72.5,72.0,73.2,71.8,0.7,6,72.6,72.0,71.9,73.4,0.8
169,Agree,5,24.7,27.0,25.4,24.0,0.7,6,25.1,27.0,24.3,25.8,0.8
170,Strongly agree,1,36.9,38.0,37.5,36.2,0.7,6,37.2,38.0,36.4,38.0,0.8
171,Strongly agree,2,12.9,14.0,13.5,12.2,0.7,6,12.5,14.0,11.8,13.3,0.8
172,Strongly agree,3,58.8,58.0,59.4,58.1,0.7,6,57.7,58.0,56.9,58.5,0.8
173,Strongly agree,4,32.1,31.0,32.8,31.5,0.7,6,32.4,31.0,31.6,33.2,0.8
174,Strongly agree,5,21.0,20.0,21.7,20.3,0.7,6,20.6,20.0,19.8,21.4,0.8
