,Q9,instr,noisy_count,true_count,plus_error,minus_error,error,nth_remeasure,noisy_count_prev,true_count_prev,minus_error_prev,plus_error_prev,error_prev
27,Strongly agree,Instructor 1,30.7,29.0,33.0,28.3,2.4,1,29.4,29.0,24.7,34.1,4.7
28,Strongly agree,Instructor 2,47.0,50.0,49.4,44.7,2.4,1,50.7,50.0,46.0,55.4,4.7
29,Strongly agree,Instructor 3,95.2,91.0,97.5,92.8,2.4,1,90.9,91.0,86.2,95.6,4.7
30,Strongly disagree,Instructor 1,30.1,30.0,31.7,28.5,1.6,2,28.8,30.0,26.5,31.2,2.4
31,Strongly disagree,Instructor 2,21.9,22.0,23.5,20.4,1.6,2,20.0,22.0,17.7,22.4,2.4
32,Strongly disagree,Instructor 3,103.8,105.0,105.4,102.2,1.6,2,101.4,105.0,99.0,103.8,2.4
33,Disagree,Instructor 1,9.3,8.0,10.9,7.7,1.6,2,10.4,8.0,8.0,12.7,2.4
34,Disagree,Instructor 2,22.7,23.0,24.2,21.1,1.6,2,22.7,23.0,20.4,25.1,2.4
35,Disagree,Instructor 3,66.4,67.0,68.0,64.8,1.6,2,66.0,67.0,63.6,68.4,2.4
36,Neither agree nor disagree,Instructor 1,32.8,37.0,34.4,31.3,1.6,2,33.0,37.0,30.6,35.4,2.4
37,Neither agree nor disagree,Instructor 2,66.5,65.0,68.0,64.9,1.6,2,61.4,65.0,59.1,63.8,2.4
38,Neither agree nor disagree,Instructor 3,193.3,193.0,194.9,191.7,1.6,2,196.9,193.0,194.5,199.2,2.4
39,Agree,Instructor 1,56.1,54.0,57.7,54.6,1.6,2,56.9,54.0,54.5,59.3,2.4
40,Agree,Instructor 2,85.6,83.0,87.2,84.0,1.6,2,82.9,83.0,80.6,85.3,2.4
41,Agree,Instructor 3,139.3,143.0,140.9,137.7,1.6,2,139.0,143.0,136.7,141.4,2.4
42,Strongly agree,Instructor 1,31.7,29.0,33.3,30.2,1.6,2,30.7,29.0,28.3,33.0,2.4
43,Strongly agree,Instructor 2,44.2,50.0,45.7,42.6,1.6,2,47.0,50.0,44.7,49.4,2.4
44,Strongly agree,Instructor 3,94.8,91.0,96.4,93.2,1.6,2,95.2,91.0,92.8,97.5,2.4
45,Strongly disagree,Instructor 1,29.7,30.0,30.9,28.5,1.2,3,30.1,30.0,28.5,31.7,1.6
46,Strongly disagree,Instructor 2,22.4,22.0,23.6,21.2,1.2,3,21.9,22.0,20.4,23.5,1.6
47,Strongly disagree,Instructor 3,102.6,105.0,103.8,101.4,1.2,3,103.8,105.0,102.2,105.4,1.6
48,Disagree,Instructor 1,10.0,8.0,11.2,8.9,1.2,3,9.3,8.0,7.7,10.9,1.6
49,Disagree,Instructor 2,23.2,23.0,24.3,22.0,1.2,3,22.7,23.0,21.1,24.2,1.6
50,Disagree,Instructor 3,67.2,67.0,68.4,66.1,1.2,3,66.4,67.0,64.8,68.0,1.6
51,Neither agree nor disagree,Instructor 1,33.2,37.0,34.4,32.0,1.2,3,32.8,37.0,31.3,34.4,1.6
52,Neither agree nor disagree,Instructor 2,65.5,65.0,66.7,64.3,1.2,3,66.5,65.0,64.9,68.0,1.6
53,Neither agree nor disagree,Instructor 3,193.7,193.0,194.9,192.6,1.2,3,193.3,193.0,191.7,194.9,1.6
54,Agree,Instructor 1,55.5,54.0,56.7,54.3,1.2,3,56.1,54.0,54.6,57.7,1.6
55,Agree,Instructor 2,84.9,83.0,86.1,83.8,1.2,3,85.6,83.0,84.0,87.2,1.6
56,Agree,Instructor 3,140.5,143.0,141.7,139.3,1.2,3,139.3,143.0,137.7,140.9,1.6
57,Strongly agree,Instructor 1,31.2,29.0,32.4,30.0,1.2,3,31.7,29.0,30.2,33.3,1.6
58,Strongly agree,Instructor 2,47.7,50.0,48.9,46.6,1.2,3,44.2,50.0,42.6,45.7,1.6
59,Strongly agree,Instructor 3,93.9,91.0,95.0,92.7,1.2,3,94.8,91.0,93.2,96.4,1.6
60,Strongly disagree,Instructor 1,30.7,30.0,31.6,29.7,0.9,4,29.7,30.0,28.5,30.9,1.2
61,Strongly disagree,Instructor 2,22.7,22.0,23.7,21.8,0.9,4,22.4,22.0,21.2,23.6,1.2
62,Strongly disagree,Instructor 3,103.5,105.0,104.4,102.6,0.9,4,102.6,105.0,101.4,103.8,1.2
63,Disagree,Instructor 1,10.1,8.0,11.0,9.1,0.9,4,10.0,8.0,8.9,11.2,1.2
64,Disagree,Instructor 2,23.0,23.0,23.9,22.1,0.9,4,23.2,23.0,22.0,24.3,1.2
65,Disagree,Instructor 3,67.2,67.0,68.2,66.3,0.9,4,67.2,67.0,66.1,68.4,1.2
66,Neither agree nor disagree,Instructor 1,34.8,37.0,35.7,33.9,0.9,4,33.2,37.0,32.0,34.4,1.2
67,Neither agree nor disagree,Instructor 2,65.1,65.0,66.0,64.2,0.9,4,65.5,65.0,64.3,66.7,1.2
68,Neither agree nor disagree,Instructor 3,192.6,193.0,193.6,191.7,0.9,4,193.7,193.0,192.6,194.9,1.2
69,Agree,Instructor 1,55.1,54.0,56.1,54.2,0.9,4,55.5,54.0,54.3,56.7,1.2
70,Agree,Instructor 2,85.6,83.0,86.6,84.7,0.9,4,84.9,83.0,83.8,86.1,1.2
71,Agree,Instructor 3,141.0,143.0,141.9,140.1,0.9,4,140.5,143.0,139.3,141.7,1.2
72,Strongly agree,Instructor 1,30.5,29.0,31.5,29.6,0.9,4,31.2,29.0,30.0,32.4,1.2
73,Strongly agree,Instructor 2,48.8,50.0,49.7,47.8,0.9,4,47.7,50.0,46.6,48.9,1.2
74,Strongly agree,Instructor 3,94.8,91.0,95.7,93.9,0.9,4,93.9,91.0,92.7,95.0,1.2
75,Strongly disagree,Instructor 1,30.5,30.0,31.3,29.7,0.8,5,30.7,30.0,29.7,31.6,0.9
76,Strongly disagree,Instructor 2,22.6,22.0,23.4,21.9,0.8,5,22.7,22.0,21.8,23.7,0.9
77,Strongly disagree,Instructor 3,104.1,105.0,104.8,103.3,0.8,5,103.5,105.0,102.6,104.4,0.9
78,Disagree,Instructor 1,8.3,8.0,9.1,7.5,0.8,5,10.1,8.0,9.1,11.0,0.9
79,Disagree,Instructor 2,23.8,23.0,24.6,23.0,0.8,5,23.0,23.0,22.1,23.9,0.9
80,Disagree,Instructor 3,66.6,67.0,67.4,65.8,0.8,5,67.2,67.0,66.3,68.2,0.9
81,Neither agree nor disagree,Instructor 1,35.4,37.0,36.1,34.6,0.8,5,34.8,37.0,33.9,35.7,0.9
82,Neither agree nor disagree,Instructor 2,65.1,65.0,65.8,64.3,0.8,5,65.1,65.0,64.2,66.0,0.9
83,Neither agree nor disagree,Instructor 3,193.8,193.0,194.6,193.0,0.8,5,192.6,193.0,191.7,193.6,0.9
84,Agree,Instructor 1,55.5,54.0,56.3,54.7,0.8,5,55.1,54.0,54.2,56.1,0.9
85,Agree,Instructor 2,85.5,83.0,86.2,84.7,0.8,5,85.6,83.0,84.7,86.6,0.9
86,Agree,Instructor 3,140.9,143.0,141.7,140.1,0.8,5,141.0,143.0,140.1,141.9,0.9
87,Strongly agree,Instructor 1,30.4,29.0,31.2,29.6,0.8,5,30.5,29.0,29.6,31.5,0.9
88,Strongly agree,Instructor 2,49.1,50.0,49.8,48.3,0.8,5,48.8,50.0,47.8,49.7,0.9
89,Strongly agree,Instructor 3,93.5,91.0,94.3,92.7,0.8,5,94.8,91.0,93.9,95.7,0.9
90,Strongly disagree,Instructor 1,30.3,30.0,30.9,29.6,0.7,6,30.5,30.0,29.7,31.3,0.8
91,Strongly disagree,Instructor 2,22.1,22.0,22.8,21.5,0.7,6,22.6,22.0,21.9,23.4,0.8
92,Strongly disagree,Instructor 3,104.6,105.0,105.3,103.9,0.7,6,104.1,105.0,103.3,104.8,0.8
93,Disagree,Instructor 1,7.7,8.0,8.4,7.0,0.7,6,8.3,8.0,7.5,9.1,0.8
94,Disagree,Instructor 2,24.0,23.0,24.7,23.4,0.7,6,23.8,23.0,23.0,24.6,0.8
95,Disagree,Instructor 3,65.6,67.0,66.3,65.0,0.7,6,66.6,67.0,65.8,67.4,0.8
96,Neither agree nor disagree,Instructor 1,35.8,37.0,36.4,35.1,0.7,6,35.4,37.0,34.6,36.1,0.8
97,Neither agree nor disagree,Instructor 2,65.3,65.0,66.0,64.7,0.7,6,65.1,65.0,64.3,65.8,0.8
98,Neither agree nor disagree,Instructor 3,193.7,193.0,194.3,193.0,0.7,6,193.8,193.0,193.0,194.6,0.8
99,Agree,Instructor 1,55.2,54.0,55.8,54.5,0.7,6,55.5,54.0,54.7,56.3,0.8
100,Agree,Instructor 2,85.7,83.0,86.4,85.0,0.7,6,85.5,83.0,84.7,86.2,0.8
101,Agree,Instructor 3,141.2,143.0,141.9,140.5,0.7,6,140.9,143.0,140.1,141.7,0.8
102,Strongly agree,Instructor 1,31.3,29.0,31.9,30.6,0.7,6,30.4,29.0,29.6,31.2,0.8
103,Strongly agree,Instructor 2,50.2,50.0,50.8,49.5,0.7,6,49.1,50.0,48.3,49.8,0.8
104,Strongly agree,Instructor 3,93.2,91.0,93.8,92.5,0.7,6,93.5,91.0,92.7,94.3,0.8
