,Q13,difficulty,noisy_count,true_count,plus_error,minus_error,error,nth_remeasure,noisy_count_prev,true_count_prev,minus_error_prev,plus_error_prev,error_prev
38,Neither agree nor disagree,4,55.6,62.0,58.0,53.3,2.4,1,60.2,62.0,55.5,64.9,4.7
39,Neither agree nor disagree,5,42.3,41.0,44.6,39.9,2.4,1,42.7,41.0,38.0,47.4,4.7
40,Agree,1,60.7,61.0,63.1,58.3,2.4,1,58.2,61.0,53.5,62.9,4.7
41,Agree,2,31.1,31.0,33.5,28.8,2.4,1,30.6,31.0,25.9,35.3,4.7
42,Agree,3,114.3,117.0,116.7,112.0,2.4,1,112.3,117.0,107.6,117.0,4.7
43,Agree,4,72.9,69.0,75.3,70.6,2.4,1,75.0,69.0,70.3,79.7,4.7
44,Agree,5,20.0,15.0,22.4,17.7,2.4,1,15.5,15.0,10.8,20.2,4.7
45,Strongly agree,1,47.0,48.0,49.3,44.6,2.4,1,46.5,48.0,41.7,51.2,4.7
46,Strongly agree,2,19.0,19.0,21.4,16.7,2.4,1,10.8,19.0,6.1,15.6,4.7
47,Strongly agree,3,54.3,57.0,56.6,51.9,2.4,1,59.3,57.0,54.6,64.1,4.7
48,Strongly agree,4,32.2,31.0,34.6,29.8,2.4,1,31.3,31.0,26.6,36.0,4.7
49,Strongly agree,5,19.0,17.0,21.4,16.6,2.4,1,19.5,17.0,14.8,24.3,4.7
50,Strongly disagree,1,59.2,59.0,60.8,57.6,1.6,2,58.3,59.0,55.9,60.7,2.4
51,Strongly disagree,2,12.3,12.0,13.9,10.7,1.6,2,12.9,12.0,10.5,15.2,2.4
52,Strongly disagree,3,23.0,24.0,24.5,21.4,1.6,2,23.1,24.0,20.8,25.5,2.4
53,Strongly disagree,4,4.8,13.0,6.4,3.3,1.6,2,2.7,13.0,0.4,5.1,2.4
54,Strongly disagree,5,25.7,27.0,27.3,24.2,1.6,2,27.8,27.0,25.4,30.1,2.4
55,Disagree,1,38.3,39.0,39.9,36.7,1.6,2,37.7,39.0,35.3,40.0,2.4
56,Disagree,2,14.7,15.0,16.2,13.1,1.6,2,13.4,15.0,11.1,15.8,2.4
57,Disagree,3,17.9,19.0,19.5,16.3,1.6,2,15.1,19.0,12.7,17.4,2.4
58,Disagree,4,29.5,25.0,31.1,28.0,1.6,2,27.3,25.0,24.9,29.6,2.4
59,Disagree,5,7.0,8.0,8.6,5.5,1.6,2,6.7,8.0,4.3,9.0,2.4
60,Neither agree nor disagree,1,73.5,70.0,75.1,71.9,1.6,2,76.1,70.0,73.7,78.5,2.4
61,Neither agree nor disagree,2,22.0,23.0,23.5,20.4,1.6,2,19.7,23.0,17.3,22.0,2.4
62,Neither agree nor disagree,3,98.8,98.0,100.3,97.2,1.6,2,96.3,98.0,93.9,98.6,2.4
63,Neither agree nor disagree,4,58.6,62.0,60.2,57.0,1.6,2,55.6,62.0,53.3,58.0,2.4
64,Neither agree nor disagree,5,39.6,41.0,41.2,38.1,1.6,2,42.3,41.0,39.9,44.6,2.4
65,Agree,1,63.1,61.0,64.7,61.6,1.6,2,60.7,61.0,58.3,63.1,2.4
66,Agree,2,29.3,31.0,30.9,27.7,1.6,2,31.1,31.0,28.8,33.5,2.4
67,Agree,3,118.7,117.0,120.2,117.1,1.6,2,114.3,117.0,112.0,116.7,2.4
68,Agree,4,71.2,69.0,72.8,69.7,1.6,2,72.9,69.0,70.6,75.3,2.4
69,Agree,5,18.8,15.0,20.3,17.2,1.6,2,20.0,15.0,17.7,22.4,2.4
70,Strongly agree,1,50.2,48.0,51.7,48.6,1.6,2,47.0,48.0,44.6,49.3,2.4
71,Strongly agree,2,19.4,19.0,21.0,17.9,1.6,2,19.0,19.0,16.7,21.4,2.4
72,Strongly agree,3,57.5,57.0,59.0,55.9,1.6,2,54.3,57.0,51.9,56.6,2.4
73,Strongly agree,4,33.7,31.0,35.3,32.1,1.6,2,32.2,31.0,29.8,34.6,2.4
74,Strongly agree,5,18.2,17.0,19.8,16.6,1.6,2,19.0,17.0,16.6,21.4,2.4
75,Strongly disagree,1,59.4,59.0,60.6,58.2,1.2,3,59.2,59.0,57.6,60.8,1.6
76,Strongly disagree,2,11.3,12.0,12.5,10.1,1.2,3,12.3,12.0,10.7,13.9,1.6
77,Strongly disagree,3,22.8,24.0,23.9,21.6,1.2,3,23.0,24.0,21.4,24.5,1.6
78,Strongly disagree,4,7.0,13.0,8.2,5.9,1.2,3,4.8,13.0,3.3,6.4,1.6
79,Strongly disagree,5,24.8,27.0,26.0,23.6,1.2,3,25.7,27.0,24.2,27.3,1.6
80,Disagree,1,33.9,39.0,35.1,32.7,1.2,3,38.3,39.0,36.7,39.9,1.6
81,Disagree,2,16.1,15.0,17.2,14.9,1.2,3,14.7,15.0,13.1,16.2,1.6
82,Disagree,3,19.8,19.0,21.0,18.6,1.2,3,17.9,19.0,16.3,19.5,1.6
83,Disagree,4,28.1,25.0,29.3,26.9,1.2,3,29.5,25.0,28.0,31.1,1.6
84,Disagree,5,7.1,8.0,8.3,5.9,1.2,3,7.0,8.0,5.5,8.6,1.6
85,Neither agree nor disagree,1,72.8,70.0,74.0,71.7,1.2,3,73.5,70.0,71.9,75.1,1.6
86,Neither agree nor disagree,2,22.6,23.0,23.7,21.4,1.2,3,22.0,23.0,20.4,23.5,1.6
87,Neither agree nor disagree,3,98.6,98.0,99.8,97.4,1.2,3,98.8,98.0,97.2,100.3,1.6
88,Neither agree nor disagree,4,59.7,62.0,60.9,58.5,1.2,3,58.6,62.0,57.0,60.2,1.6
89,Neither agree nor disagree,5,38.7,41.0,39.9,37.5,1.2,3,39.6,41.0,38.1,41.2,1.6
90,Agree,1,60.4,61.0,61.5,59.2,1.2,3,63.1,61.0,61.6,64.7,1.6
91,Agree,2,28.4,31.0,29.5,27.2,1.2,3,29.3,31.0,27.7,30.9,1.6
92,Agree,3,119.2,117.0,120.4,118.1,1.2,3,118.7,117.0,117.1,120.2,1.6
93,Agree,4,70.9,69.0,72.1,69.7,1.2,3,71.2,69.0,69.7,72.8,1.6
94,Agree,5,18.3,15.0,19.4,17.1,1.2,3,18.8,15.0,17.2,20.3,1.6
95,Strongly agree,1,50.4,48.0,51.6,49.3,1.2,3,50.2,48.0,48.6,51.7,1.6
96,Strongly agree,2,19.6,19.0,20.8,18.4,1.2,3,19.4,19.0,17.9,21.0,1.6
97,Strongly agree,3,56.6,57.0,57.8,55.4,1.2,3,57.5,57.0,55.9,59.0,1.6
98,Strongly agree,4,33.7,31.0,34.9,32.5,1.2,3,33.7,31.0,32.1,35.3,1.6
99,Strongly agree,5,17.6,17.0,18.8,16.4,1.2,3,18.2,17.0,16.6,19.8,1.6
100,Strongly disagree,1,59.5,59.0,60.5,58.6,0.9,4,59.4,59.0,58.2,60.6,1.2
101,Strongly disagree,2,11.8,12.0,12.8,10.9,0.9,4,11.3,12.0,10.1,12.5,1.2
102,Strongly disagree,3,21.9,24.0,22.9,21.0,0.9,4,22.8,24.0,21.6,23.9,1.2
103,Strongly disagree,4,8.3,13.0,9.3,7.4,0.9,4,7.0,13.0,5.9,8.2,1.2
104,Strongly disagree,5,25.1,27.0,26.1,24.2,0.9,4,24.8,27.0,23.6,26.0,1.2
105,Disagree,1,34.9,39.0,35.9,34.0,0.9,4,33.9,39.0,32.7,35.1,1.2
106,Disagree,2,14.5,15.0,15.4,13.6,0.9,4,16.1,15.0,14.9,17.2,1.2
107,Disagree,3,20.7,19.0,21.7,19.8,0.9,4,19.8,19.0,18.6,21.0,1.2
108,Disagree,4,26.3,25.0,27.3,25.4,0.9,4,28.1,25.0,26.9,29.3,1.2
109,Disagree,5,8.2,8.0,9.1,7.2,0.9,4,7.1,8.0,5.9,8.3,1.2
110,Neither agree nor disagree,1,71.3,70.0,72.2,70.3,0.9,4,72.8,70.0,71.7,74.0,1.2
111,Neither agree nor disagree,2,22.7,23.0,23.6,21.8,0.9,4,22.6,23.0,21.4,23.7,1.2
112,Neither agree nor disagree,3,100.3,98.0,101.3,99.4,0.9,4,98.6,98.0,97.4,99.8,1.2
113,Neither agree nor disagree,4,59.7,62.0,60.6,58.7,0.9,4,59.7,62.0,58.5,60.9,1.2
114,Neither agree nor disagree,5,39.3,41.0,40.2,38.3,0.9,4,38.7,41.0,37.5,39.9,1.2
115,Agree,1,60.2,61.0,61.2,59.3,0.9,4,60.4,61.0,59.2,61.5,1.2
116,Agree,2,27.9,31.0,28.9,27.0,0.9,4,28.4,31.0,27.2,29.5,1.2
117,Agree,3,118.9,117.0,119.8,117.9,0.9,4,119.2,117.0,118.1,120.4,1.2
118,Agree,4,70.6,69.0,71.5,69.7,0.9,4,70.9,69.0,69.7,72.1,1.2
119,Agree,5,18.8,15.0,19.7,17.8,0.9,4,18.3,15.0,17.1,19.4,1.2
120,Strongly agree,1,49.9,48.0,50.9,49.0,0.9,4,50.4,48.0,49.3,51.6,1.2
121,Strongly agree,2,18.8,19.0,19.8,17.9,0.9,4,19.6,19.0,18.4,20.8,1.2
122,Strongly agree,3,56.5,57.0,57.4,55.6,0.9,4,56.6,57.0,55.4,57.8,1.2
123,Strongly agree,4,33.2,31.0,34.2,32.3,0.9,4,33.7,31.0,32.5,34.9,1.2
124,Strongly agree,5,17.9,17.0,18.8,16.9,0.9,4,17.6,17.0,16.4,18.8,1.2
125,Strongly disagree,1,60.0,59.0,60.8,59.3,0.8,5,59.5,59.0,58.6,60.5,0.9
126,Strongly disagree,2,10.5,12.0,11.3,9.7,0.8,5,11.8,12.0,10.9,12.8,0.9
127,Strongly disagree,3,22.1,24.0,22.9,21.3,0.8,5,21.9,24.0,21.0,22.9,0.9
128,Strongly disagree,4,8.7,13.0,9.4,7.9,0.8,5,8.3,13.0,7.4,9.3,0.9
129,Strongly disagree,5,25.6,27.0,26.4,24.8,0.8,5,25.1,27.0,24.2,26.1,0.9
130,Disagree,1,35.4,39.0,36.2,34.6,0.8,5,34.9,39.0,34.0,35.9,0.9
131,Disagree,2,14.8,15.0,15.6,14.0,0.8,5,14.5,15.0,13.6,15.4,0.9
132,Disagree,3,21.0,19.0,21.8,20.2,0.8,5,20.7,19.0,19.8,21.7,0.9
133,Disagree,4,25.6,25.0,26.4,24.8,0.8,5,26.3,25.0,25.4,27.3,0.9
134,Disagree,5,6.2,8.0,7.0,5.4,0.8,5,8.2,8.0,7.2,9.1,0.9
135,Neither agree nor disagree,1,71.5,70.0,72.3,70.7,0.8,5,71.3,70.0,70.3,72.2,0.9
136,Neither agree nor disagree,2,20.1,23.0,20.9,19.3,0.8,5,22.7,23.0,21.8,23.6,0.9
137,Neither agree nor disagree,3,100.2,98.0,101.0,99.4,0.8,5,100.3,98.0,99.4,101.3,0.9
138,Neither agree nor disagree,4,59.6,62.0,60.4,58.8,0.8,5,59.7,62.0,58.7,60.6,0.9
139,Neither agree nor disagree,5,40.2,41.0,40.9,39.4,0.8,5,39.3,41.0,38.3,40.2,0.9
140,Agree,1,61.5,61.0,62.3,60.8,0.8,5,60.2,61.0,59.3,61.2,0.9
141,Agree,2,28.4,31.0,29.2,27.7,0.8,5,27.9,31.0,27.0,28.9,0.9
142,Agree,3,118.5,117.0,119.3,117.7,0.8,5,118.9,117.0,117.9,119.8,0.9
143,Agree,4,70.9,69.0,71.7,70.1,0.8,5,70.6,69.0,69.7,71.5,0.9
144,Agree,5,18.2,15.0,19.0,17.4,0.8,5,18.8,15.0,17.8,19.7,0.9
145,Strongly agree,1,49.8,48.0,50.5,49.0,0.8,5,49.9,48.0,49.0,50.9,0.9
146,Strongly agree,2,18.7,19.0,19.5,17.9,0.8,5,18.8,19.0,17.9,19.8,0.9
147,Strongly agree,3,57.1,57.0,57.8,56.3,0.8,5,56.5,57.0,55.6,57.4,0.9
148,Strongly agree,4,33.0,31.0,33.8,32.2,0.8,5,33.2,31.0,32.3,34.2,0.9
149,Strongly agree,5,18.0,17.0,18.8,17.2,0.8,5,17.9,17.0,16.9,18.8,0.9
150,Strongly disagree,1,58.5,59.0,59.1,57.8,0.7,6,60.0,59.0,59.3,60.8,0.8
151,Strongly disagree,2,10.5,12.0,11.2,9.8,0.7,6,10.5,12.0,9.7,11.3,0.8
152,Strongly disagree,3,21.9,24.0,22.6,21.2,0.7,6,22.1,24.0,21.3,22.9,0.8
153,Strongly disagree,4,9.1,13.0,9.8,8.5,0.7,6,8.7,13.0,7.9,9.4,0.8
154,Strongly disagree,5,26.5,27.0,27.2,25.8,0.7,6,25.6,27.0,24.8,26.4,0.8
155,Disagree,1,35.3,39.0,36.0,34.6,0.7,6,35.4,39.0,34.6,36.2,0.8
156,Disagree,2,14.4,15.0,15.0,13.7,0.7,6,14.8,15.0,14.0,15.6,0.8
157,Disagree,3,19.5,19.0,20.2,18.9,0.7,6,21.0,19.0,20.2,21.8,0.8
158,Disagree,4,25.0,25.0,25.7,24.4,0.7,6,25.6,25.0,24.8,26.4,0.8
159,Disagree,5,5.9,8.0,6.6,5.3,0.7,6,6.2,8.0,5.4,7.0,0.8
160,Neither agree nor disagree,1,71.4,70.0,72.1,70.8,0.7,6,71.5,70.0,70.7,72.3,0.8
161,Neither agree nor disagree,2,20.8,23.0,21.4,20.1,0.7,6,20.1,23.0,19.3,20.9,0.8
162,Neither agree nor disagree,3,99.3,98.0,99.9,98.6,0.7,6,100.2,98.0,99.4,101.0,0.8
163,Neither agree nor disagree,4,60.0,62.0,60.7,59.3,0.7,6,59.6,62.0,58.8,60.4,0.8
164,Neither agree nor disagree,5,40.8,41.0,41.5,40.1,0.7,6,40.2,41.0,39.4,40.9,0.8
165,Agree,1,61.5,61.0,62.2,60.9,0.7,6,61.5,61.0,60.8,62.3,0.8
166,Agree,2,28.8,31.0,29.5,28.2,0.7,6,28.4,31.0,27.7,29.2,0.8
167,Agree,3,118.4,117.0,119.1,117.7,0.7,6,118.5,117.0,117.7,119.3,0.8
168,Agree,4,71.4,69.0,72.1,70.7,0.7,6,70.9,69.0,70.1,71.7,0.8
169,Agree,5,17.5,15.0,18.2,16.8,0.7,6,18.2,15.0,17.4,19.0,0.8
170,Strongly agree,1,44.0,48.0,44.6,43.3,0.7,6,49.8,48.0,49.0,50.5,0.8
171,Strongly agree,2,17.6,19.0,18.2,16.9,0.7,6,18.7,19.0,17.9,19.5,0.8
172,Strongly agree,3,56.8,57.0,57.5,56.2,0.7,6,57.1,57.0,56.3,57.8,0.8
173,Strongly agree,4,32.8,31.0,33.5,32.1,0.7,6,33.0,31.0,32.2,33.8,0.8
174,Strongly agree,5,16.5,17.0,17.2,15.8,0.7,6,18.0,17.0,17.2,18.8,0.8
